state,new,year,dun,area,overlap_pct,parlimen
Melaka,N.11 Sungai Udang,1974,N.14 Sungai Udang,39,64.27,P.097 Batu Berendam
Melaka,N.11 Sungai Udang,1974,N.11 Tanjong Minyak,121,34.57,P.097 Batu Berendam
Melaka,N.11 Sungai Udang,1959,N.01 Tanjong Kling,36,60.44,P.085 Malacca Tengah
Melaka,N.11 Sungai Udang,1959,N.03 Batu Berendam,89,38.67,P.085 Malacca Tengah
Melaka,N.12 Pantai Kundor,2018,N.12 Pantai Kundor,15,100.0,P.136 Tangga Batu
Melaka,N.12 Pantai Kundor,2003,N.12 Pantai Kundor,15,89.59,P.136 Tangga Batu
Melaka,N.12 Pantai Kundor,1994,N.11 Tangga Batu,38,95.98,P.122 Batu Berendam
Melaka,N.12 Pantai Kundor,1984,N.12 Sungai Udang,56,99.79,P.112 Batu Berendam
Melaka,N.12 Pantai Kundor,1974,N.14 Sungai Udang,39,90.98,P.097 Batu Berendam
Melaka,N.12 Pantai Kundor,1959,N.01 Tanjong Kling,36,85.0,P.085 Malacca Tengah
Melaka,N.12 Pantai Kundor,1959,N.02 Bukit Rambai,26,12.37,P.085 Malacca Tengah
Melaka,N.13 Paya Rumput,2018,N.13 Paya Rumput,47,100.0,P.136 Tangga Batu
Melaka,N.13 Paya Rumput,2003,N.13 Paya Rumput,63,97.39,P.136 Tangga Batu
Melaka,N.13 Paya Rumput,1994,N.12 Paya Rumput,50,75.76,P.122 Batu Berendam
Melaka,N.13 Paya Rumput,1994,N.05 Sungai Udang,39,12.15,P.120 Alor Gajah
Melaka,N.13 Paya Rumput,1984,N.11 Tanjong Minyak,86,68.05,P.112 Batu Berendam
Melaka,N.13 Paya Rumput,1984,N.10 Krubong,41,29.75,P.112 Batu Berendam
Melaka,N.13 Paya Rumput,1974,N.11 Tanjong Minyak,121,98.52,P.097 Batu Berendam
Melaka,N.13 Paya Rumput,1959,N.03 Batu Berendam,89,99.19,P.085 Malacca Tengah
Melaka,N.14 Kelebang,2018,N.14 Kelebang,22,100.0,P.136 Tangga Batu
Melaka,N.14 Kelebang,2003,N.14 Kelebang,23,90.8,P.136 Tangga Batu
Melaka,N.14 Kelebang,1994,N.11 Tangga Batu,38,72.78,P.122 Batu Berendam
Melaka,N.14 Kelebang,1994,N.12 Paya Rumput,50,23.48,P.122 Batu Berendam
Melaka,N.14 Kelebang,1984,N.12 Sungai Udang,56,73.59,P.112 Batu Berendam
Melaka,N.14 Kelebang,1984,N.11 Tanjong Minyak,86,15.36,P.112 Batu Berendam
Melaka,N.14 Kelebang,1974,N.15 Bukit Rambai,27,88.6,P.097 Batu Berendam
Melaka,N.14 Kelebang,1959,N.02 Bukit Rambai,26,89.1,P.085 Malacca Tengah
Melaka,N.15 Pengkalan Batu,2018,N.15 Pengkalan Batu,11,100.0,P.137 Hang Tuah Jaya
Melaka,N.15 Pengkalan Batu,2003,N.15 Bachang,15,86.1,P.137 Bukit Katil
Melaka,N.15 Pengkalan Batu,1994,N.14 Bachang,16,80.78,P.122 Batu Berendam
Melaka,N.15 Pengkalan Batu,1984,N.10 Krubong,41,75.94,P.112 Batu Berendam
Melaka,N.15 Pengkalan Batu,1974,N.16 Pringgit,17,44.58,P.098 Kota Melaka
Melaka,N.15 Pengkalan Batu,1974,N.11 Tanjong Minyak,121,40.64,P.097 Batu Berendam
Melaka,N.15 Pengkalan Batu,1974,N.12 Ayer Keroh,119,10.68,P.097 Batu Berendam
Melaka,N.15 Pengkalan Batu,1959,N.03 Batu Berendam,89,43.01,P.085 Malacca Tengah
Melaka,N.15 Pengkalan Batu,1959,N.09 Kota Utara,4,28.39,P.086 Bandar Malacca
Melaka,N.15 Pengkalan Batu,1959,N.04 Semabok,61,27.45,P.085 Malacca Tengah
Melaka,N.16 Ayer Keroh,2018,N.16 Ayer Keroh,35,100.0,P.137 Hang Tuah Jaya
Melaka,N.16 Ayer Keroh,2003,N.16 Ayer Keroh,42,96.03,P.137 Bukit Katil
Melaka,N.16 Ayer Keroh,1994,N.13 Ayer Keroh,42,95.22,P.122 Batu Berendam
Melaka,N.16 Ayer Keroh,1984,N.09 Ayer Molek,100,80.72,P.112 Batu Berendam
Melaka,N.16 Ayer Keroh,1984,N.10 Krubong,41,17.46,P.112 Batu Berendam
Melaka,N.16 Ayer Keroh,1974,N.12 Ayer Keroh,119,99.56,P.097 Batu Berendam
Melaka,N.16 Ayer Keroh,1959,N.04 Semabok,61,81.64,P.085 Malacca Tengah
Melaka,N.16 Ayer Keroh,1959,N.03 Batu Berendam,89,16.87,P.085 Malacca Tengah
Melaka,N.17 Bukit Katil,2018,N.17 Bukit Katil,16,100.0,P.137 Hang Tuah Jaya
Melaka,N.17 Bukit Katil,2003,N.17 Bukit Baru,16,89.71,P.137 Bukit Katil
Melaka,N.17 Bukit Katil,1994,N.15 Ayer Molek,63,78.23,P.122 Batu Berendam
Melaka,N.17 Bukit Katil,1984,N.09 Ayer Molek,100,86.32,P.112 Batu Berendam
Melaka,N.17 Bukit Katil,1984,N.10 Krubong,41,10.66,P.112 Batu Berendam
Melaka,N.17 Bukit Katil,1974,N.12 Ayer Keroh,119,68.79,P.097 Batu Berendam
Melaka,N.17 Bukit Katil,1974,N.16 Pringgit,17,30.92,P.098 Kota Melaka
Melaka,N.17 Bukit Katil,1959,N.04 Semabok,61,97.04,P.085 Malacca Tengah
Melaka,N.18 Ayer Molek,2018,N.18 Ayer Molek,53,100.0,P.137 Hang Tuah Jaya
Melaka,N.18 Ayer Molek,2003,N.18 Ayer Molek,52,93.26,P.137 Bukit Katil
Melaka,N.18 Ayer Molek,1994,N.15 Ayer Molek,63,87.4,P.122 Batu Berendam
Melaka,N.18 Ayer Molek,1984,N.09 Ayer Molek,100,87.69,P.112 Batu Berendam
Melaka,N.18 Ayer Molek,1974,N.13 Ayer Molek,63,84.45,P.097 Batu Berendam
Melaka,N.18 Ayer Molek,1974,N.12 Ayer Keroh,119,12.73,P.097 Batu Berendam
Melaka,N.18 Ayer Molek,1959,N.05 Kandang,69,97.06,P.085 Malacca Tengah
Melaka,N.19 Kesidang,2018,N.19 Kesidang,21,100.0,P.138 Kota Melaka
Melaka,N.19 Kesidang,2003,N.16 Ayer Keroh,42,31.86,P.137 Bukit Katil
Melaka,N.19 Kesidang,2003,N.19 Kesidang,7,22.66,P.138 Kota Melaka
Melaka,N.19 Kesidang,2003,N.15 Bachang,15,21.63,P.137 Bukit Katil
Melaka,N.19 Kesidang,2003,N.13 Paya Rumput,63,20.26,P.136 Tangga Batu
Melaka,N.19 Kesidang,1994,N.12 Paya Rumput,50,38.34,P.122 Batu Berendam
Melaka,N.19 Kesidang,1994,N.13 Ayer Keroh,42,27.91,P.122 Batu Berendam
Melaka,N.19 Kesidang,1994,N.14 Bachang,16,24.99,P.122 Batu Berendam
Melaka,N.19 Kesidang,1984,N.10 Krubong,41,44.59,P.112 Batu Berendam
Melaka,N.19 Kesidang,1984,N.13 Tranquerah,12,33.46,P.113 Kota Melaka
Melaka,N.19 Kesidang,1984,N.11 Tanjong Minyak,86,20.89,P.112 Batu Berendam
Melaka,N.19 Kesidang,1974,N.11 Tanjong Minyak,121,34.18,P.097 Batu Berendam
Melaka,N.19 Kesidang,1974,N.12 Ayer Keroh,119,32.06,P.097 Batu Berendam
Melaka,N.19 Kesidang,1974,N.15 Bukit Rambai,27,24.18,P.097 Batu Berendam
Melaka,N.19 Kesidang,1959,N.03 Batu Berendam,89,70.72,P.085 Malacca Tengah
Melaka,N.19 Kesidang,1959,N.02 Bukit Rambai,26,19.27,P.085 Malacca Tengah
Melaka,N.20 Kota Laksamana,2018,N.20 Kota Laksamana,6,100.0,P.138 Kota Melaka
Melaka,N.20 Kota Laksamana,2003,N.20 Kota Laksamana,5,64.13,P.138 Kota Melaka
Melaka,N.20 Kota Laksamana,2003,N.19 Kesidang,7,28.73,P.138 Kota Melaka
Melaka,N.20 Kota Laksamana,1994,N.16 Tengkera,5,50.21,P.123 Kota Melaka
Melaka,N.20 Kota Laksamana,1994,N.17 Durian Daun,2,22.6,P.123 Kota Melaka
Melaka,N.20 Kota Laksamana,1984,N.13 Tranquerah,12,44.76,P.113 Kota Melaka
Melaka,N.20 Kota Laksamana,1984,N.14 Kubu,2,34.18,P.113 Kota Melaka
Melaka,N.20 Kota Laksamana,1974,N.17 Tranquerah,6,46.3,P.098 Kota Melaka
Melaka,N.20 Kota Laksamana,1974,N.18 Kubu,2,32.51,P.098 Kota Melaka
Melaka,N.20 Kota Laksamana,1959,N.08 Kota Barat,5,42.42,P.086 Bandar Malacca
Melaka,N.20 Kota Laksamana,1959,N.07 Kota Tengah,2,32.73,P.086 Bandar Malacca
Melaka,N.21 Duyong,2018,N.21 Duyong,11,100.0,P.138 Kota Melaka
Melaka,N.21 Duyong,2003,N.21 Duyong,12,86.65,P.138 Kota Melaka
Melaka,N.21 Duyong,1994,N.19 Duyong,12,83.16,P.123 Kota Melaka
Melaka,N.21 Duyong,1994,N.20 Alai,23,12.64,P.123 Kota Melaka
Melaka,N.21 Duyong,1984,N.16 Bandar Hilir,21,45.21,P.113 Kota Melaka
Melaka,N.21 Duyong,1984,N.09 Ayer Molek,100,43.92,P.112 Batu Berendam
Melaka,N.21 Duyong,1984,N.15 Durian Daun,3,10.78,P.113 Kota Melaka
Melaka,N.21 Duyong,1974,N.12 Ayer Keroh,119,43.57,P.097 Batu Berendam
Melaka,N.21 Duyong,1974,N.16 Pringgit,17,38.07,P.098 Kota Melaka
Melaka,N.21 Duyong,1974,N.19 Durian Daun,3,10.5,P.098 Kota Melaka
Melaka,N.21 Duyong,1959,N.04 Semabok,61,80.32,P.085 Malacca Tengah
Melaka,N.22 Bandar Hilir,2018,N.22 Bandar Hilir,4,100.0,P.138 Kota Melaka
Melaka,N.22 Bandar Hilir,2003,N.22 Bandar Hilir,4,73.11,P.138 Kota Melaka
Melaka,N.22 Bandar Hilir,1994,N.18 Bandar Hilir,3,43.28,P.123 Kota Melaka
Melaka,N.22 Bandar Hilir,1984,N.15 Durian Daun,3,32.89,P.113 Kota Melaka
Melaka,N.22 Bandar Hilir,1984,N.16 Bandar Hilir,21,28.31,P.113 Kota Melaka
Melaka,N.22 Bandar Hilir,1974,N.19 Durian Daun,3,32.64,P.098 Kota Melaka
Melaka,N.22 Bandar Hilir,1974,N.20 Bandar Hilir,2,28.18,P.098 Kota Melaka
Melaka,N.22 Bandar Hilir,1959,N.10 Kota Timor,3,41.81,P.086 Bandar Malacca
Melaka,N.23 Telok Mas,2018,N.23 Telok Mas,17,100.0,P.138 Kota Melaka
Melaka,N.23 Telok Mas,2003,N.23 Telok Mas,19,91.69,P.138 Kota Melaka
Melaka,N.23 Telok Mas,1994,N.20 Alai,23,91.84,P.123 Kota Melaka
Melaka,N.23 Telok Mas,1984,N.16 Bandar Hilir,21,50.61,P.113 Kota Melaka
Melaka,N.23 Telok Mas,1984,N.17 Serkam,85,44.51,P.114 Jasin
Melaka,N.23 Telok Mas,1974,N.13 Ayer Molek,63,78.59,P.097 Batu Berendam
Melaka,N.23 Telok Mas,1974,N.16 Pringgit,17,14.13,P.098 Kota Melaka
Melaka,N.23 Telok Mas,1959,N.05 Kandang,69,73.83,P.085 Malacca Tengah
Melaka,N.23 Telok Mas,1959,N.04 Semabok,61,16.74,P.085 Malacca Tengah
Melaka,N.24 Bemban,2018,N.24 Bemban,120,100.0,P.139 Jasin
Melaka,N.24 Bemban,2003,N.24 Bemban,118,97.14,P.139 Jasin
Melaka,N.24 Bemban,1994,N.21 Ayer Panas,92,75.64,P.124 Jasin
Melaka,N.24 Bemban,1994,N.22 Rim,113,20.61,P.124 Jasin
Melaka,N.24 Bemban,1984,N.18 Ayer Panas,139,76.63,P.114 Jasin
Melaka,N.24 Bemban,1984,N.07 Tebong,235,21.19,P.111 Selandar
Melaka,N.24 Bemban,1974,N.08 Ayer Panas,157,65.81,P.096 Jasin
Melaka,N.24 Bemban,1974,N.06 Batang Melaka,218,32.45,P.096 Jasin
Melaka,N.24 Bemban,1959,N.18 Jasin,166,65.92,P.088 Malacca Selatan
Melaka,N.24 Bemban,1959,N.16 Batang Malaka,274,32.41,P.088 Malacca Selatan
Melaka,N.25 Rim,2018,N.25 Rim,136,100.0,P.139 Jasin
Melaka,N.25 Rim,2003,N.25 Rim,101,72.86,P.139 Jasin
Melaka,N.25 Rim,2003,N.27 Merlimau,118,25.41,P.139 Jasin
Melaka,N.25 Rim,1994,N.22 Rim,113,64.11,P.124 Jasin
Melaka,N.25 Rim,1994,N.23 Merlimau,150,33.64,P.124 Jasin
Melaka,N.25 Rim,1984,N.19 Rim,111,80.95,P.114 Jasin
Melaka,N.25 Rim,1974,N.07 Nyalas,168,43.45,P.096 Jasin
Melaka,N.25 Rim,1974,N.08 Ayer Panas,157,31.83,P.096 Jasin
Melaka,N.25 Rim,1974,N.06 Batang Melaka,218,23.67,P.096 Jasin
Melaka,N.25 Rim,1959,N.17 Rim,226,73.92,P.088 Malacca Selatan
Melaka,N.25 Rim,1959,N.16 Batang Malaka,274,18.19,P.088 Malacca Selatan
Melaka,N.26 Serkam,2018,N.26 Serkam,39,100.0,P.139 Jasin
Melaka,N.26 Serkam,2003,N.26 Serkam,46,98.32,P.139 Jasin
Melaka,N.26 Serkam,1994,N.24 Serkam,48,96.97,P.124 Jasin
Melaka,N.26 Serkam,1984,N.17 Serkam,85,99.62,P.114 Jasin
Melaka,N.26 Serkam,1974,N.09 Serkam,76,99.55,P.096 Jasin
Melaka,N.26 Serkam,1959,N.19 Serkam,76,99.61,P.088 Malacca Selatan
Melaka,N.27 Merlimau,2018,N.27 Merlimau,88,100.0,P.139 Jasin
Melaka,N.27 Merlimau,2003,N.27 Merlimau,118,91.2,P.139 Jasin
Melaka,N.27 Merlimau,1994,N.23 Merlimau,150,77.18,P.124 Jasin
Melaka,N.27 Merlimau,1994,N.25 Sungai Rambai,62,11.65,P.124 Jasin
Melaka,N.27 Merlimau,1984,N.17 Serkam,85,39.9,P.114 Jasin
Melaka,N.27 Merlimau,1984,N.18 Ayer Panas,139,39.48,P.114 Jasin
Melaka,N.27 Merlimau,1984,N.20 Sungai Rambai,105,19.53,P.114 Jasin
Melaka,N.27 Merlimau,1974,N.09 Serkam,76,39.92,P.096 Jasin
Melaka,N.27 Merlimau,1974,N.08 Ayer Panas,157,39.03,P.096 Jasin
Melaka,N.27 Merlimau,1974,N.10 Sungei Rambai,105,19.53,P.096 Jasin
Melaka,N.27 Merlimau,1959,N.19 Serkam,76,39.4,P.088 Malacca Selatan
Melaka,N.27 Merlimau,1959,N.18 Jasin,166,33.0,P.088 Malacca Selatan
Melaka,N.27 Merlimau,1959,N.20 Sungei Rambai,110,22.61,P.088 Malacca Selatan
Melaka,N.28 Sungai Rambai,2018,N.28 Sungai Rambai,88,100.0,P.139 Jasin
Melaka,N.28 Sungai Rambai,2003,N.28 Sungai Rambai,87,96.17,P.139 Jasin
Melaka,N.28 Sungai Rambai,1994,N.25 Sungai Rambai,62,59.03,P.124 Jasin
Melaka,N.28 Sungai Rambai,1994,N.23 Merlimau,150,39.34,P.124 Jasin
Melaka,N.28 Sungai Rambai,1984,N.20 Sungai Rambai,105,98.19,P.114 Jasin
Melaka,N.28 Sungai Rambai,1974,N.10 Sungei Rambai,105,98.19,P.096 Jasin
Melaka,N.28 Sungai Rambai,1959,N.20 Sungei Rambai,110,98.37,P.088 Malacca Selatan
Negeri Sembilan,N.01 Chennah,2018,N.01 Chennah,732,100.0,P.126 Jelebu
Negeri Sembilan,N.01 Chennah,2003,N.01 Chennah,727,99.2,P.126 Jelebu
Negeri Sembilan,N.01 Chennah,1994,N.01 Chennah,729,99.33,P.113 Jelebu
Negeri Sembilan,N.01 Chennah,1984,N.01 Peradong,537,62.15,P.103 Jelebu
Negeri Sembilan,N.01 Chennah,1984,N.03 Pertang,576,23.94,P.103 Jelebu
Negeri Sembilan,N.01 Chennah,1984,N.02 Klawang,253,13.71,P.103 Jelebu
Negeri Sembilan,N.01 Chennah,1974,N.01 Kuala Klawang,743,76.25,P.089 Jelebu
Negeri Sembilan,N.01 Chennah,1974,N.02 Pertang,614,23.6,P.089 Jelebu
Negeri Sembilan,N.01 Chennah,1959,N.17 Kuala Klawang,740,75.96,P.083 Jelebu-Jempol
Negeri Sembilan,N.01 Chennah,1959,N.18 Pertang,641,23.89,P.083 Jelebu-Jempol
Negeri Sembilan,N.02 Pertang,2018,N.02 Pertang,404,100.0,P.126 Jelebu
Negeri Sembilan,N.02 Pertang,2003,N.02 Pertang,408,99.03,P.126 Jelebu
Negeri Sembilan,N.02 Pertang,1994,N.03 Pertang,437,98.66,P.113 Jelebu
Negeri Sembilan,N.02 Pertang,1984,N.03 Pertang,576,98.15,P.103 Jelebu
Negeri Sembilan,N.02 Pertang,1974,N.02 Pertang,614,96.82,P.089 Jelebu
Negeri Sembilan,N.02 Pertang,1959,N.18 Pertang,641,95.19,P.083 Jelebu-Jempol
Negeri Sembilan,N.03 Sungai Lui,2018,N.03 Sungai Lui,371,100.0,P.126 Jelebu
Negeri Sembilan,N.03 Sungai Lui,2003,N.03 Sungai Lui,320,85.31,P.126 Jelebu
Negeri Sembilan,N.03 Sungai Lui,2003,N.05 Serting,447,14.1,P.127 Jempol
Negeri Sembilan,N.03 Sungai Lui,1994,N.04 Sungai Lui,284,75.92,P.113 Jelebu
Negeri Sembilan,N.03 Sungai Lui,1994,N.05 Serting,446,14.72,P.114 Jempol
Negeri Sembilan,N.03 Sungai Lui,1984,N.04 Sungai Lui,309,81.71,P.103 Jelebu
Negeri Sembilan,N.03 Sungai Lui,1984,N.05 Serting,456,16.96,P.104 Jempol
Negeri Sembilan,N.03 Sungai Lui,1974,N.03 Bahau,573,98.91,P.089 Jelebu
Negeri Sembilan,N.03 Sungai Lui,1959,N.19 Bahau,546,94.74,P.083 Jelebu-Jempol
Negeri Sembilan,N.04 Klawang,2018,N.04 Klawang,231,100.0,P.126 Jelebu
Negeri Sembilan,N.04 Klawang,2003,N.04 Klawang,230,98.19,P.126 Jelebu
Negeri Sembilan,N.04 Klawang,1994,N.02 Klawang,232,98.72,P.113 Jelebu
Negeri Sembilan,N.04 Klawang,1984,N.02 Klawang,253,64.67,P.103 Jelebu
Negeri Sembilan,N.04 Klawang,1984,N.01 Peradong,537,33.74,P.103 Jelebu
Negeri Sembilan,N.04 Klawang,1974,N.01 Kuala Klawang,743,76.54,P.089 Jelebu
Negeri Sembilan,N.04 Klawang,1974,N.02 Pertang,614,20.55,P.089 Jelebu
Negeri Sembilan,N.04 Klawang,1959,N.17 Kuala Klawang,740,74.82,P.083 Jelebu-Jempol
Negeri Sembilan,N.04 Klawang,1959,N.18 Pertang,641,23.24,P.083 Jelebu-Jempol
Negeri Sembilan,N.05 Serting,2018,N.05 Serting,351,100.0,P.127 Jempol
Negeri Sembilan,N.05 Serting,2003,N.05 Serting,447,98.15,P.127 Jempol
Negeri Sembilan,N.05 Serting,1994,N.05 Serting,446,97.51,P.114 Jempol
Negeri Sembilan,N.05 Serting,1984,N.05 Serting,456,93.96,P.104 Jempol
Negeri Sembilan,N.05 Serting,1974,N.24 Rompin,767,50.94,P.094 Tampin
Negeri Sembilan,N.05 Serting,1974,N.03 Bahau,573,47.79,P.089 Jelebu
Negeri Sembilan,N.05 Serting,1959,N.20 Rompin,948,50.71,P.083 Jelebu-Jempol
Negeri Sembilan,N.05 Serting,1959,N.19 Bahau,546,46.51,P.083 Jelebu-Jempol
Negeri Sembilan,N.06 Palong,2018,N.06 Palong,370,100.0,P.127 Jempol
Negeri Sembilan,N.06 Palong,2003,N.06 Palong,312,84.26,P.127 Jempol
Negeri Sembilan,N.06 Palong,2003,N.05 Serting,447,13.25,P.127 Jempol
Negeri Sembilan,N.06 Palong,1994,N.08 Palong,366,85.64,P.114 Jempol
Negeri Sembilan,N.06 Palong,1994,N.05 Serting,446,12.74,P.114 Jempol
Negeri Sembilan,N.06 Palong,1984,N.08 Palong,481,87.38,P.104 Jempol
Negeri Sembilan,N.06 Palong,1984,N.05 Serting,456,12.41,P.104 Jempol
Negeri Sembilan,N.06 Palong,1974,N.24 Rompin,767,99.8,P.094 Tampin
Negeri Sembilan,N.06 Palong,1959,N.20 Rompin,948,99.8,P.083 Jelebu-Jempol
Negeri Sembilan,N.07 Jeram Padang,2018,N.07 Jeram Padang,358,100.0,P.127 Jempol
Negeri Sembilan,N.07 Jeram Padang,2003,N.07 Jeram Padang,366,98.76,P.127 Jempol
Negeri Sembilan,N.07 Jeram Padang,1994,N.07 Jeram Padang,349,85.83,P.114 Jempol
Negeri Sembilan,N.07 Jeram Padang,1994,N.08 Palong,366,13.27,P.114 Jempol
Negeri Sembilan,N.07 Jeram Padang,1984,N.08 Palong,481,43.6,P.104 Jempol
Negeri Sembilan,N.07 Jeram Padang,1984,N.07 Bahau,128,28.82,P.104 Jempol
Negeri Sembilan,N.07 Jeram Padang,1984,N.13 Juasseh,299,26.73,P.106 Kuala Pilah
Negeri Sembilan,N.07 Jeram Padang,1974,N.24 Rompin,767,59.64,P.094 Tampin
Negeri Sembilan,N.07 Jeram Padang,1974,N.14 Ulu Muar,350,38.72,P.092 Kuala Pilah
Negeri Sembilan,N.07 Jeram Padang,1959,N.20 Rompin,948,98.78,P.083 Jelebu-Jempol
Negeri Sembilan,N.08 Bahau,2018,N.08 Bahau,48,100.0,P.127 Jempol
Negeri Sembilan,N.08 Bahau,2003,N.08 Bahau,50,96.11,P.127 Jempol
Negeri Sembilan,N.08 Bahau,1994,N.06 Bahau,51,95.25,P.114 Jempol
Negeri Sembilan,N.08 Bahau,1984,N.06 Batu Kikir,139,47.06,P.104 Jempol
Negeri Sembilan,N.08 Bahau,1984,N.05 Serting,456,32.17,P.104 Jempol
Negeri Sembilan,N.08 Bahau,1984,N.07 Bahau,128,19.41,P.104 Jempol
Negeri Sembilan,N.08 Bahau,1974,N.03 Bahau,573,51.74,P.089 Jelebu
Negeri Sembilan,N.08 Bahau,1974,N.04 Jempol,130,41.96,P.089 Jelebu
Negeri Sembilan,N.08 Bahau,1959,N.21 Jempol,133,74.61,P.083 Jelebu-Jempol
Negeri Sembilan,N.08 Bahau,1959,N.19 Bahau,546,22.16,P.083 Jelebu-Jempol
Negeri Sembilan,N.09 Lenggeng,2018,N.09 Lenggeng,270,100.0,P.128 Seremban
Negeri Sembilan,N.09 Lenggeng,2003,N.09 Lenggeng,272,97.98,P.128 Seremban
Negeri Sembilan,N.09 Lenggeng,1994,N.19 Lenggeng,266,96.44,P.117 Seremban
Negeri Sembilan,N.09 Lenggeng,1984,N.17 Lenggeng,314,54.3,P.107 Seremban
Negeri Sembilan,N.09 Lenggeng,1984,N.18 Ampangan,140,37.19,P.107 Seremban
Negeri Sembilan,N.09 Lenggeng,1974,N.05 Lenggeng,293,53.19,P.090 Mantin
Negeri Sembilan,N.09 Lenggeng,1974,N.06 Pantai,131,35.68,P.090 Mantin
Negeri Sembilan,N.09 Lenggeng,1959,N.22 Lenggeng,294,54.68,P.084 Seremban Barat
Negeri Sembilan,N.09 Lenggeng,1959,N.06 Sungei Ujong,209,44.02,P.080 Seremban Timor
Negeri Sembilan,N.10 Nilai,2018,N.10 Nilai,171,100.0,P.128 Seremban
Negeri Sembilan,N.10 Nilai,2003,N.10 Nilai,169,95.43,P.128 Seremban
Negeri Sembilan,N.10 Nilai,1994,N.18 Nilai,165,95.15,P.117 Seremban
Negeri Sembilan,N.10 Nilai,1984,N.17 Lenggeng,314,95.1,P.107 Seremban
Negeri Sembilan,N.10 Nilai,1974,N.05 Lenggeng,293,86.09,P.090 Mantin
Negeri Sembilan,N.10 Nilai,1974,N.07 Labu,216,13.69,P.090 Mantin
Negeri Sembilan,N.10 Nilai,1959,N.22 Lenggeng,294,84.03,P.084 Seremban Barat
Negeri Sembilan,N.10 Nilai,1959,N.23 Labu,211,15.9,P.084 Seremban Barat
Negeri Sembilan,N.11 Lobak,2018,N.11 Lobak,24,100.0,P.128 Seremban
Negeri Sembilan,N.11 Lobak,2003,N.11 Lobak,30,95.7,P.128 Seremban
Negeri Sembilan,N.11 Lobak,1994,N.24 Temiang,56,94.18,P.118 Rasah
Negeri Sembilan,N.11 Lobak,1984,N.18 Ampangan,140,53.12,P.107 Seremban
Negeri Sembilan,N.11 Lobak,1984,N.22 Mambau,77,42.13,P.108 Rasah
Negeri Sembilan,N.11 Lobak,1974,N.09 Rasah,68,45.35,P.091 Seremban
Negeri Sembilan,N.11 Lobak,1974,N.06 Pantai,131,44.62,P.090 Mantin
Negeri Sembilan,N.11 Lobak,1959,N.24 Bukit Nanas,70,43.6,P.084 Seremban Barat
Negeri Sembilan,N.11 Lobak,1959,N.06 Sungei Ujong,209,38.18,P.080 Seremban Timor
Negeri Sembilan,N.11 Lobak,1959,N.23 Labu,211,11.88,P.084 Seremban Barat
Negeri Sembilan,N.12 Temiang,2018,N.12 Temiang,5,100.0,P.128 Seremban
Negeri Sembilan,N.12 Temiang,2003,N.12 Temiang,9,73.11,P.128 Seremban
Negeri Sembilan,N.12 Temiang,2003,N.11 Lobak,30,22.64,P.128 Seremban
Negeri Sembilan,N.12 Temiang,1994,N.21 Ampangan,26,45.52,P.117 Seremban
Negeri Sembilan,N.12 Temiang,1994,N.24 Temiang,56,32.77,P.118 Rasah
Negeri Sembilan,N.12 Temiang,1994,N.22 Lobak,5,21.71,P.117 Seremban
Negeri Sembilan,N.12 Temiang,1984,N.18 Ampangan,140,89.24,P.107 Seremban
Negeri Sembilan,N.12 Temiang,1974,N.06 Pantai,131,49.13,P.090 Mantin
Negeri Sembilan,N.12 Temiang,1974,N.10 Rahang,8,31.27,P.091 Seremban
Negeri Sembilan,N.12 Temiang,1974,N.11 Sungai Ujong,117,18.04,P.091 Seremban
Negeri Sembilan,N.12 Temiang,1959,N.06 Sungei Ujong,209,91.48,P.080 Seremban Timor
Negeri Sembilan,N.13 Sikamat,2018,N.13 Sikamat,14,100.0,P.128 Seremban
Negeri Sembilan,N.13 Sikamat,2003,N.13 Sikamat,18,79.96,P.128 Seremban
Negeri Sembilan,N.13 Sikamat,1994,N.21 Ampangan,26,91.69,P.117 Seremban
Negeri Sembilan,N.13 Sikamat,1984,N.18 Ampangan,140,97.81,P.107 Seremban
Negeri Sembilan,N.13 Sikamat,1974,N.06 Pantai,131,85.78,P.090 Mantin
Negeri Sembilan,N.13 Sikamat,1974,N.11 Sungai Ujong,117,14.22,P.091 Seremban
Negeri Sembilan,N.13 Sikamat,1959,N.06 Sungei Ujong,209,99.25,P.080 Seremban Timor
Negeri Sembilan,N.14 Ampangan,2018,N.14 Ampangan,8,100.0,P.128 Seremban
Negeri Sembilan,N.14 Ampangan,2003,N.14 Ampangan,9,49.21,P.128 Seremban
Negeri Sembilan,N.14 Ampangan,2003,N.13 Sikamat,18,43.16,P.128 Seremban
Negeri Sembilan,N.14 Ampangan,1994,N.21 Ampangan,26,52.87,P.117 Seremban
Negeri Sembilan,N.14 Ampangan,1994,N.20 Senawang,115,32.67,P.117 Seremban
Negeri Sembilan,N.14 Ampangan,1994,N.22 Lobak,5,13.32,P.117 Seremban
Negeri Sembilan,N.14 Ampangan,1984,N.20 Sungai Ujong,93,43.47,P.107 Seremban
Negeri Sembilan,N.14 Ampangan,1984,N.18 Ampangan,140,31.23,P.107 Seremban
Negeri Sembilan,N.14 Ampangan,1984,N.19 Rahang,3,25.25,P.107 Seremban
Negeri Sembilan,N.14 Ampangan,1974,N.11 Sungai Ujong,117,74.76,P.091 Seremban
Negeri Sembilan,N.14 Ampangan,1974,N.10 Rahang,8,12.78,P.091 Seremban
Negeri Sembilan,N.14 Ampangan,1974,N.06 Pantai,131,12.46,P.090 Mantin
