state,new,year,dun,area,overlap_pct,parlimen
Johor,N.01 Buloh Kasap,2018,N.01 Buloh Kasap,597,100.0,P.140 Segamat
Johor,N.01 Buloh Kasap,2003,N.01 Buloh Kasap,595,99.21,P.140 Segamat
Johor,N.01 Buloh Kasap,1994,N.01 Sepinang,861,99.54,P.125 Segamat
Johor,N.01 Buloh Kasap,1984,N.01 Sepinang,843,99.0,P.115 Segamat
Johor,N.01 Buloh Kasap,1974,N.01 Buloh Kasap,942,98.97,P.099 Labis
Johor,N.01 Buloh Kasap,1959,N.29 Batu Anam,973,100.0,P.103 Segamat Utara
Johor,N.02 Jementah,2018,N.02 Jementah,350,100.0,P.140 Segamat
Johor,N.02 Jementah,2003,N.02 Jementah,352,98.76,P.140 Segamat
Johor,N.02 Jementah,1994,N.02 Jementah,357,98.18,P.125 Segamat
Johor,N.02 Jementah,1984,N.02 Jementah,349,96.42,P.115 Segamat
Johor,N.02 Jementah,1974,N.01 Buloh Kasap,942,60.49,P.099 Labis
Johor,N.02 Jementah,1974,N.03 Bandar Segamat,303,38.33,P.100 Segamat
Johor,N.02 Jementah,1959,N.29 Batu Anam,973,63.74,P.103 Segamat Utara
Johor,N.02 Jementah,1959,N.30 Bandar Segamat,137,34.0,P.103 Segamat Utara
Johor,N.03 Pemanis,2018,N.03 Pemanis,231,100.0,P.141 Sekijang
Johor,N.03 Pemanis,2003,N.03 Pemanis,258,97.73,P.141 Sekijang
Johor,N.03 Pemanis,1994,N.01 Sepinang,861,98.91,P.125 Segamat
Johor,N.03 Pemanis,1984,N.01 Sepinang,843,96.69,P.115 Segamat
Johor,N.03 Pemanis,1974,N.01 Buloh Kasap,942,59.14,P.099 Labis
Johor,N.03 Pemanis,1974,N.02 Ayer Panas,654,38.35,P.099 Labis
Johor,N.03 Pemanis,1959,N.29 Batu Anam,973,64.8,P.103 Segamat Utara
Johor,N.03 Pemanis,1959,N.03 Labis,732,34.27,P.090 Segamat Selatan
Johor,N.04 Kemelah,2018,N.04 Kemelah,320,100.0,P.141 Sekijang
Johor,N.04 Kemelah,2003,N.04 Kemelah,298,89.59,P.141 Sekijang
Johor,N.04 Kemelah,1994,N.07 Tenang,572,88.52,P.128 Labis
Johor,N.04 Kemelah,1994,N.01 Sepinang,861,10.42,P.125 Segamat
Johor,N.04 Kemelah,1984,N.07 Tenang,580,90.51,P.118 Labis
Johor,N.04 Kemelah,1974,N.02 Ayer Panas,654,52.11,P.099 Labis
Johor,N.04 Kemelah,1974,N.03 Bandar Segamat,303,46.65,P.100 Segamat
Johor,N.04 Kemelah,1959,N.03 Labis,732,94.17,P.090 Segamat Selatan
Johor,N.05 Tenang,2018,N.05 Tenang,304,100.0,P.142 Labis
Johor,N.05 Tenang,2003,N.05 Tenang,299,97.19,P.142 Labis
Johor,N.05 Tenang,1994,N.07 Tenang,572,91.85,P.128 Labis
Johor,N.05 Tenang,1984,N.07 Tenang,580,90.19,P.118 Labis
Johor,N.05 Tenang,1974,N.02 Ayer Panas,654,97.18,P.099 Labis
Johor,N.05 Tenang,1959,N.03 Labis,732,98.02,P.090 Segamat Selatan
Johor,N.06 Bekok,2018,N.06 Bekok,1075,100.0,P.142 Labis
Johor,N.06 Bekok,2003,N.06 Bekok,1075,99.58,P.142 Labis
Johor,N.06 Bekok,1994,N.08 Bekok,1223,99.37,P.128 Labis
Johor,N.06 Bekok,1984,N.08 Bekok,1119,99.64,P.118 Labis
Johor,N.06 Bekok,1974,N.05 Bekok,1584,90.28,P.101 Kluang
Johor,N.06 Bekok,1959,N.04 Bekok,1740,95.1,P.090 Segamat Selatan
Johor,N.07 Bukit Kepong,2018,N.07 Bukit Kepong,1042,100.0,P.143 Pagoh
Johor,N.07 Bukit Kepong,2003,N.07 Bukit Serampang,809,76.69,P.143 Pagoh
Johor,N.07 Bukit Kepong,2003,N.08 Jorak,428,17.2,P.143 Pagoh
Johor,N.07 Bukit Kepong,1994,N.05 Bukit Serampang,641,60.85,P.127 Pagoh
Johor,N.07 Bukit Kepong,1994,N.06 Jorak,453,19.4,P.127 Pagoh
Johor,N.07 Bukit Kepong,1994,N.08 Bekok,1223,12.18,P.128 Labis
Johor,N.07 Bukit Kepong,1984,N.05 Bukit Serampang,709,67.03,P.117 Pagoh
Johor,N.07 Bukit Kepong,1984,N.06 Jorak,461,20.01,P.117 Pagoh
Johor,N.07 Bukit Kepong,1974,N.04 Bukit Serampang,849,68.21,P.100 Segamat
Johor,N.07 Bukit Kepong,1974,N.11 Jorak,410,21.08,P.104 Pagoh
Johor,N.07 Bukit Kepong,1959,N.01 Bukit Serampang,921,83.42,P.089 Muar Dalam
Johor,N.08 Bukit Pasir,2018,N.08 Bukit Pasir,237,100.0,P.143 Pagoh
Johor,N.08 Bukit Pasir,2003,N.08 Jorak,428,97.28,P.143 Pagoh
Johor,N.08 Bukit Pasir,1994,N.06 Jorak,453,96.62,P.127 Pagoh
Johor,N.08 Bukit Pasir,1984,N.06 Jorak,461,96.03,P.117 Pagoh
Johor,N.08 Bukit Pasir,1974,N.11 Jorak,410,72.08,P.104 Pagoh
Johor,N.08 Bukit Pasir,1974,N.12 Kesang,114,20.51,P.104 Pagoh
Johor,N.08 Bukit Pasir,1959,N.02 Jorak,272,78.01,P.089 Muar Dalam
Johor,N.08 Bukit Pasir,1959,N.01 Bukit Serampang,921,15.81,P.089 Muar Dalam
Johor,N.09 Gambir,2018,N.09 Gambir,208,100.0,P.144 Ledang
Johor,N.09 Gambir,2003,N.09 Gambir,207,90.36,P.144 Ledang
Johor,N.09 Gambir,1994,N.03 Tangkak,379,58.57,P.126 Ledang
Johor,N.09 Gambir,1994,N.04 Serom,279,33.95,P.126 Ledang
Johor,N.09 Gambir,1984,N.03 Tangkak,445,59.13,P.116 Ledang
Johor,N.09 Gambir,1984,N.04 Serom,271,33.98,P.116 Ledang
Johor,N.09 Gambir,1974,N.09 Tangkak,296,38.18,P.103 Ledang
Johor,N.09 Gambir,1974,N.10 Serom,219,25.32,P.103 Ledang
Johor,N.09 Gambir,1974,N.04 Bukit Serampang,849,22.46,P.100 Segamat
Johor,N.09 Gambir,1959,N.32 Serom,225,50.35,P.104 Muar Utara
Johor,N.09 Gambir,1959,N.31 Tangkak,478,42.42,P.104 Muar Utara
Johor,N.10 Tangkak,2018,N.10 Tangkak,241,100.0,P.144 Ledang
Johor,N.10 Tangkak,2003,N.10 Tangkak,242,98.87,P.144 Ledang
Johor,N.10 Tangkak,1994,N.03 Tangkak,379,98.94,P.126 Ledang
Johor,N.10 Tangkak,1984,N.03 Tangkak,445,99.72,P.116 Ledang
Johor,N.10 Tangkak,1974,N.09 Tangkak,296,67.21,P.103 Ledang
Johor,N.10 Tangkak,1974,N.04 Bukit Serampang,849,31.97,P.100 Segamat
Johor,N.10 Tangkak,1959,N.31 Tangkak,478,99.69,P.104 Muar Utara
Johor,N.11 Serom,2018,N.11 Serom,202,100.0,P.144 Ledang
Johor,N.11 Serom,2003,N.11 Serom,187,90.91,P.144 Ledang
Johor,N.11 Serom,1994,N.04 Serom,279,95.96,P.126 Ledang
Johor,N.11 Serom,1984,N.04 Serom,271,93.36,P.116 Ledang
Johor,N.11 Serom,1974,N.10 Serom,219,76.76,P.103 Ledang
Johor,N.11 Serom,1974,N.12 Kesang,114,22.38,P.104 Pagoh
Johor,N.11 Serom,1959,N.32 Serom,225,49.98,P.104 Muar Utara
Johor,N.11 Serom,1959,N.31 Tangkak,478,29.25,P.104 Muar Utara
Johor,N.11 Serom,1959,N.05 Bandar Maharani,44,18.9,P.091 Muar Pantai
Johor,N.12 Bentayan,2018,N.12 Bentayan,10,100.0,P.145 Bakri
Johor,N.12 Bentayan,2003,N.12 Bentayan,11,71.55,P.145 Bakri
Johor,N.12 Bentayan,2003,N.13 Sungai Abong,40,20.58,P.145 Bakri
Johor,N.12 Bentayan,1994,N.16 Maharani,19,88.71,P.132 Bakri
Johor,N.12 Bentayan,1984,N.16 Maharani,15,91.7,P.122 Bakri
Johor,N.12 Bentayan,1974,N.12 Kesang,114,63.52,P.104 Pagoh
Johor,N.12 Bentayan,1974,N.15 Bandar Maharani,90,36.48,P.106 Muar
Johor,N.12 Bentayan,1959,N.06 Parit Bakar,135,62.75,P.091 Muar Pantai
Johor,N.12 Bentayan,1959,N.05 Bandar Maharani,44,37.25,P.091 Muar Pantai
Johor,N.13 Simpang Jeram,2018,N.13 Simpang Jeram,36,100.0,P.145 Bakri
Johor,N.13 Simpang Jeram,2003,N.13 Sungai Abong,40,90.83,P.145 Bakri
Johor,N.13 Simpang Jeram,1994,N.15 Bukit Naning,207,70.43,P.132 Bakri
Johor,N.13 Simpang Jeram,1994,N.16 Maharani,19,19.17,P.132 Bakri
Johor,N.13 Simpang Jeram,1984,N.15 Bukit Naning,228,87.08,P.122 Bakri
Johor,N.13 Simpang Jeram,1974,N.15 Bandar Maharani,90,93.45,P.106 Muar
Johor,N.13 Simpang Jeram,1959,N.02 Jorak,272,54.35,P.089 Muar Dalam
Johor,N.13 Simpang Jeram,1959,N.06 Parit Bakar,135,45.65,P.091 Muar Pantai
Johor,N.14 Bukit Naning,2018,N.14 Bukit Naning,145,100.0,P.145 Bakri
Johor,N.14 Bukit Naning,2003,N.14 Bukit Naning,192,90.43,P.145 Bakri
Johor,N.14 Bukit Naning,1994,N.15 Bukit Naning,207,84.68,P.132 Bakri
Johor,N.14 Bukit Naning,1994,N.18 Sungai Balang,217,11.53,P.133 Muar
Johor,N.14 Bukit Naning,1984,N.15 Bukit Naning,228,87.29,P.122 Bakri
Johor,N.14 Bukit Naning,1974,N.16 Parit Jawa,297,78.56,P.106 Muar
Johor,N.14 Bukit Naning,1974,N.15 Bandar Maharani,90,14.96,P.106 Muar
Johor,N.14 Bukit Naning,1959,N.08 Simpang Kiri,522,38.41,P.092 Muar Selatan
Johor,N.14 Bukit Naning,1959,N.06 Parit Bakar,135,31.06,P.091 Muar Pantai
Johor,N.14 Bukit Naning,1959,N.02 Jorak,272,18.49,P.089 Muar Dalam
Johor,N.14 Bukit Naning,1959,N.07 Parit Jawa,279,11.68,P.092 Muar Selatan
Johor,N.15 Maharani,2018,N.15 Maharani,68,100.0,P.146 Muar
Johor,N.15 Maharani,2003,N.15 Maharani,70,96.83,P.146 Muar
Johor,N.15 Maharani,1994,N.17 Parit Bakar,70,92.68,P.133 Muar
Johor,N.15 Maharani,1984,N.17 Parit Bakar,83,96.39,P.123 Muar
Johor,N.15 Maharani,1974,N.16 Parit Jawa,297,67.41,P.106 Muar
Johor,N.15 Maharani,1974,N.15 Bandar Maharani,90,32.59,P.106 Muar
Johor,N.15 Maharani,1959,N.06 Parit Bakar,135,92.0,P.091 Muar Pantai
Johor,N.16 Sungai Balang,2018,N.16 Sungai Balang,201,100.0,P.146 Muar
Johor,N.16 Sungai Balang,2003,N.16 Sungai Balang,211,97.8,P.146 Muar
Johor,N.16 Sungai Balang,1994,N.18 Sungai Balang,217,96.58,P.133 Muar
Johor,N.16 Sungai Balang,1984,N.18 Parit Jawa,197,89.38,P.123 Muar
Johor,N.16 Sungai Balang,1974,N.23 Sri Menanti,184,60.8,P.110 Semerah
Johor,N.16 Sungai Balang,1974,N.16 Parit Jawa,297,39.2,P.106 Muar
Johor,N.16 Sungai Balang,1959,N.07 Parit Jawa,279,99.17,P.092 Muar Selatan
Johor,N.17 Semerah,2018,N.17 Semerah,166,100.0,P.147 Parit Sulong
Johor,N.17 Semerah,2003,N.17 Semerah,141,82.28,P.147 Parit Sulong
Johor,N.17 Semerah,2003,N.18 Sri Medan,330,16.07,P.147 Parit Sulong
Johor,N.17 Semerah,1994,N.14 Semerah,167,96.75,P.131 Parit Sulong
Johor,N.17 Semerah,1984,N.14 Semerah,173,98.46,P.121 Parit Sulong
Johor,N.17 Semerah,1974,N.24 Peserai,200,68.22,P.110 Semerah
Johor,N.17 Semerah,1974,N.23 Sri Menanti,184,30.47,P.110 Semerah
Johor,N.17 Semerah,1959,N.08 Simpang Kiri,522,56.17,P.092 Muar Selatan
Johor,N.17 Semerah,1959,N.07 Parit Jawa,279,31.62,P.092 Muar Selatan
Johor,N.17 Semerah,1959,N.09 Broleh,82,11.52,P.093 Batu Pahat
Johor,N.18 Sri Medan,2018,N.18 Sri Medan,306,100.0,P.147 Parit Sulong
Johor,N.18 Sri Medan,2003,N.18 Sri Medan,330,97.77,P.147 Parit Sulong
Johor,N.18 Sri Medan,1994,N.13 Sri Medan,662,98.11,P.131 Parit Sulong
Johor,N.18 Sri Medan,1984,N.13 Sri Medan,670,96.43,P.121 Parit Sulong
Johor,N.18 Sri Medan,1974,N.14 Sri Medan,580,79.99,P.105 Ayer Hitam
Johor,N.18 Sri Medan,1974,N.24 Peserai,200,17.76,P.110 Semerah
Johor,N.18 Sri Medan,1959,N.08 Simpang Kiri,522,97.32,P.092 Muar Selatan
Johor,N.19 Yong Peng,2018,N.19 Yong Peng,558,100.0,P.148 Ayer Hitam
Johor,N.19 Yong Peng,2003,N.19 Yong Peng,567,99.31,P.148 Ayer Hitam
Johor,N.19 Yong Peng,1994,N.13 Sri Medan,662,63.21,P.131 Parit Sulong
Johor,N.19 Yong Peng,1994,N.19 Parit Yaani,513,35.96,P.134 Sri Gading
Johor,N.19 Yong Peng,1984,N.13 Sri Medan,670,65.14,P.121 Parit Sulong
Johor,N.19 Yong Peng,1984,N.19 Parit Yaani,464,34.25,P.124 Sri Gading
Johor,N.19 Yong Peng,1974,N.14 Sri Medan,580,58.42,P.105 Ayer Hitam
Johor,N.19 Yong Peng,1974,N.13 Sri Lalang,631,38.51,P.105 Ayer Hitam
Johor,N.19 Yong Peng,1959,N.11 Tanjong Sembrong,765,95.42,P.094 Batu Pahat Dalam
Johor,N.20 Semarang,2018,N.20 Semarang,194,100.0,P.148 Ayer Hitam
Johor,N.20 Semarang,2003,N.20 Semarang,202,96.05,P.148 Ayer Hitam
Johor,N.20 Semarang,1994,N.19 Parit Yaani,513,83.35,P.134 Sri Gading
Johor,N.20 Semarang,1994,N.20 Parit Raja,185,14.85,P.134 Sri Gading
Johor,N.20 Semarang,1984,N.19 Parit Yaani,464,66.79,P.124 Sri Gading
Johor,N.20 Semarang,1984,N.20 Parit Raja,237,29.38,P.124 Sri Gading
Johor,N.20 Semarang,1974,N.13 Sri Lalang,631,54.71,P.105 Ayer Hitam
Johor,N.20 Semarang,1974,N.21 Parit Raja,245,41.74,P.109 Sri Gading
Johor,N.20 Semarang,1959,N.11 Tanjong Sembrong,765,69.53,P.094 Batu Pahat Dalam
Johor,N.20 Semarang,1959,N.12 Ayer Hitam,287,26.6,P.094 Batu Pahat Dalam
Johor,N.21 Parit Yaani,2018,N.21 Parit Yaani,148,100.0,P.149 Sri Gading
Johor,N.21 Parit Yaani,2003,N.21 Parit Yaani,141,90.81,P.149 Sri Gading
Johor,N.21 Parit Yaani,1994,N.19 Parit Yaani,513,94.94,P.134 Sri Gading
Johor,N.21 Parit Yaani,1984,N.19 Parit Yaani,464,86.31,P.124 Sri Gading
Johor,N.21 Parit Yaani,1974,N.21 Parit Raja,245,64.53,P.109 Sri Gading
Johor,N.21 Parit Yaani,1974,N.24 Peserai,200,18.39,P.110 Semerah
Johor,N.21 Parit Yaani,1974,N.25 Bandar Penggaram,288,12.76,P.111 Batu Pahat
Johor,N.21 Parit Yaani,1959,N.11 Tanjong Sembrong,765,56.32,P.094 Batu Pahat Dalam
Johor,N.21 Parit Yaani,1959,N.09 Broleh,82,23.21,P.093 Batu Pahat
Johor,N.21 Parit Yaani,1959,N.12 Ayer Hitam,287,12.33,P.094 Batu Pahat Dalam
Johor,N.22 Parit Raja,2018,N.22 Parit Raja,153,100.0,P.149 Sri Gading
Johor,N.22 Parit Raja,2003,N.22 Parit Raja,151,95.55,P.149 Sri Gading
Johor,N.22 Parit Raja,1994,N.20 Parit Raja,185,93.61,P.134 Sri Gading
Johor,N.22 Parit Raja,1984,N.20 Parit Raja,237,90.37,P.124 Sri Gading
Johor,N.22 Parit Raja,1974,N.25 Bandar Penggaram,288,49.97,P.111 Batu Pahat
Johor,N.22 Parit Raja,1974,N.21 Parit Raja,245,42.03,P.109 Sri Gading
Johor,N.22 Parit Raja,1959,N.12 Ayer Hitam,287,83.48,P.094 Batu Pahat Dalam
Johor,N.22 Parit Raja,1959,N.17 Rengit,356,10.93,P.097 Pontian Utara
Johor,N.23 Penggaram,2018,N.23 Penggaram,30,100.0,P.150 Batu Pahat
Johor,N.23 Penggaram,2003,N.23 Penggaram,29,92.18,P.150 Batu Pahat
Johor,N.23 Penggaram,1994,N.21 Penggaram,181,86.51,P.135 Batu Pahat
Johor,N.23 Penggaram,1984,N.21 Penggaram,184,92.03,P.125 Batu Pahat
Johor,N.23 Penggaram,1974,N.25 Bandar Penggaram,288,88.62,P.111 Batu Pahat
Johor,N.23 Penggaram,1974,N.24 Peserai,200,11.38,P.110 Semerah
Johor,N.23 Penggaram,1959,N.09 Broleh,82,69.03,P.093 Batu Pahat
Johor,N.23 Penggaram,1959,N.10 Bandar Penggaram,85,30.97,P.093 Batu Pahat
Johor,N.24 Senggarang,2018,N.24 Senggarang,212,100.0,P.150 Batu Pahat
Johor,N.24 Senggarang,2003,N.24 Senggarang,222,98.04,P.150 Batu Pahat
Johor,N.24 Senggarang,1994,N.21 Penggaram,181,65.99,P.135 Batu Pahat
Johor,N.24 Senggarang,1994,N.22 Rengit,264,29.85,P.135 Batu Pahat
Johor,N.24 Senggarang,1984,N.21 Penggaram,184,61.42,P.125 Batu Pahat
Johor,N.24 Senggarang,1984,N.22 Rengit,271,26.26,P.125 Batu Pahat
Johor,N.24 Senggarang,1984,N.20 Parit Raja,237,12.22,P.124 Sri Gading
Johor,N.24 Senggarang,1974,N.25 Bandar Penggaram,288,73.59,P.111 Batu Pahat
Johor,N.24 Senggarang,1974,N.22 Simpang Renggam,476,16.1,P.109 Sri Gading
Johor,N.24 Senggarang,1974,N.26 Rengit,176,10.12,P.111 Batu Pahat
Johor,N.24 Senggarang,1959,N.12 Ayer Hitam,287,40.51,P.094 Batu Pahat Dalam
Johor,N.24 Senggarang,1959,N.10 Bandar Penggaram,85,32.64,P.093 Batu Pahat
Johor,N.24 Senggarang,1959,N.17 Rengit,356,26.63,P.097 Pontian Utara
Johor,N.25 Rengit,2018,N.25 Rengit,199,100.0,P.150 Batu Pahat
Johor,N.25 Rengit,2003,N.25 Rengit,198,97.44,P.150 Batu Pahat
Johor,N.25 Rengit,1994,N.22 Rengit,264,98.07,P.135 Batu Pahat
Johor,N.25 Rengit,1984,N.22 Rengit,271,98.84,P.125 Batu Pahat
Johor,N.25 Rengit,1974,N.26 Rengit,176,66.56,P.111 Batu Pahat
Johor,N.25 Rengit,1974,N.22 Simpang Renggam,476,33.21,P.109 Sri Gading
Johor,N.25 Rengit,1959,N.17 Rengit,356,99.99,P.097 Pontian Utara
Johor,N.26 Machap,2018,N.26 Machap,379,100.0,P.151 Simpang Renggam
Johor,N.26 Machap,2003,N.26 Machap,387,97.74,P.151 Simpang Renggam
Johor,N.26 Machap,1994,N.25 Simpang Renggam,766,99.27,P.137 Sungai Benut
Johor,N.26 Machap,1984,N.23 Simpang Renggam,729,91.29,P.126 Sungai Benut
Johor,N.26 Machap,1974,N.22 Simpang Renggam,476,67.99,P.109 Sri Gading
Johor,N.26 Machap,1974,N.13 Sri Lalang,631,25.83,P.105 Ayer Hitam
Johor,N.26 Machap,1959,N.14 Sri Lalang,291,53.35,P.095 Kluang Utara
Johor,N.26 Machap,1959,N.21 Rengam,825,39.58,P.099 Kluang Selatan
Johor,N.27 Layang-Layang,2018,N.27 Layang-Layang,378,100.0,P.151 Simpang Renggam
Johor,N.27 Layang-Layang,2003,N.27 Layang-Layang,374,95.68,P.151 Simpang Renggam
Johor,N.27 Layang-Layang,1994,N.25 Simpang Renggam,766,98.31,P.137 Sungai Benut
Johor,N.27 Layang-Layang,1984,N.23 Simpang Renggam,729,97.29,P.126 Sungai Benut
Johor,N.27 Layang-Layang,1974,N.17 Layang-Layang,1148,73.74,P.107 Rengam
Johor,N.27 Layang-Layang,1974,N.22 Simpang Renggam,476,26.09,P.109 Sri Gading
Johor,N.27 Layang-Layang,1959,N.21 Rengam,825,99.82,P.099 Kluang Selatan
Johor,N.28 Mengkibol,2018,N.28 Mengkibol,197,100.0,P.152 Kluang
Johor,N.28 Mengkibol,2003,N.28 Mengkibol,231,97.5,P.152 Kluang
Johor,N.28 Mengkibol,1994,N.12 Mengkibol,153,59.19,P.130 Kluang
Johor,N.28 Mengkibol,1994,N.11 Paloh,801,19.45,P.130 Kluang
Johor,N.28 Mengkibol,1994,N.24 Gunung Lambak,1248,15.46,P.136 Tenggara
Johor,N.28 Mengkibol,1984,N.11 Paloh,814,58.63,P.120 Kluang
Johor,N.28 Mengkibol,1984,N.12 Gunung Lambak,758,39.23,P.120 Kluang
Johor,N.28 Mengkibol,1974,N.06 Bandar Keluang,434,48.35,P.101 Kluang
Johor,N.28 Mengkibol,1974,N.13 Sri Lalang,631,30.68,P.105 Ayer Hitam
Johor,N.28 Mengkibol,1974,N.17 Layang-Layang,1148,20.15,P.107 Rengam
Johor,N.28 Mengkibol,1959,N.13 Gunong Lambak,781,60.91,P.095 Kluang Utara
Johor,N.28 Mengkibol,1959,N.14 Sri Lalang,291,32.66,P.095 Kluang Utara
Johor,N.29 Mahkota,2018,N.29 Mahkota,60,100.0,P.152 Kluang
Johor,N.29 Mahkota,2003,N.29 Mahkota,41,63.85,P.152 Kluang
Johor,N.29 Mahkota,2003,N.28 Mengkibol,231,36.12,P.152 Kluang
Johor,N.29 Mahkota,1994,N.12 Mengkibol,153,52.1,P.130 Kluang
Johor,N.29 Mahkota,1994,N.24 Gunung Lambak,1248,30.2,P.136 Tenggara
Johor,N.29 Mahkota,1994,N.11 Paloh,801,17.71,P.130 Kluang
Johor,N.29 Mahkota,1984,N.12 Gunung Lambak,758,76.03,P.120 Kluang
Johor,N.29 Mahkota,1984,N.11 Paloh,814,23.97,P.120 Kluang
Johor,N.29 Mahkota,1974,N.13 Sri Lalang,631,59.07,P.105 Ayer Hitam
Johor,N.29 Mahkota,1974,N.06 Bandar Keluang,434,40.87,P.101 Kluang
Johor,N.29 Mahkota,1959,N.13 Gunong Lambak,781,74.9,P.095 Kluang Utara
Johor,N.29 Mahkota,1959,N.14 Sri Lalang,291,25.04,P.095 Kluang Utara
Johor,N.30 Paloh,2018,N.30 Paloh,935,100.0,P.153 Sembrong
Johor,N.30 Paloh,2003,N.30 Paloh,896,94.4,P.153 Sembrong
Johor,N.30 Paloh,1994,N.11 Paloh,801,79.59,P.130 Kluang
Johor,N.30 Paloh,1994,N.24 Gunung Lambak,1248,19.68,P.136 Tenggara
Johor,N.30 Paloh,1984,N.11 Paloh,814,72.77,P.120 Kluang
Johor,N.30 Paloh,1984,N.12 Gunung Lambak,758,24.82,P.120 Kluang
Johor,N.30 Paloh,1974,N.05 Bekok,1584,63.22,P.101 Kluang
Johor,N.30 Paloh,1974,N.06 Bandar Keluang,434,24.81,P.101 Kluang
Johor,N.30 Paloh,1974,N.13 Sri Lalang,631,11.95,P.105 Ayer Hitam
Johor,N.30 Paloh,1959,N.04 Bekok,1740,74.16,P.090 Segamat Selatan
Johor,N.30 Paloh,1959,N.13 Gunong Lambak,781,25.08,P.095 Kluang Utara
Johor,N.31 Kahang,2018,N.31 Kahang,943,100.0,P.153 Sembrong
Johor,N.31 Kahang,2003,N.31 Kahang,959,96.9,P.153 Sembrong
Johor,N.31 Kahang,1994,N.10 Tenggaroh,2926,59.01,P.129 Mersing
Johor,N.31 Kahang,1994,N.24 Gunung Lambak,1248,40.57,P.136 Tenggara
Johor,N.31 Kahang,1984,N.10 Tenggaroh,2919,58.34,P.119 Mersing
Johor,N.31 Kahang,1984,N.12 Gunung Lambak,758,40.73,P.120 Kluang
Johor,N.31 Kahang,1974,N.07 Endau,1668,58.25,P.102 Tenggaroh
Johor,N.31 Kahang,1974,N.17 Layang-Layang,1148,32.84,P.107 Rengam
Johor,N.31 Kahang,1959,N.27 Endau,1670,56.82,P.102 Johore Timor
Johor,N.31 Kahang,1959,N.13 Gunong Lambak,781,40.12,P.095 Kluang Utara
Johor,N.32 Endau,2018,N.32 Endau,1108,100.0,P.154 Mersing
Johor,N.32 Endau,2003,N.32 Endau,1137,99.82,P.154 Mersing
Johor,N.32 Endau,1994,N.10 Tenggaroh,2926,53.91,P.129 Mersing
Johor,N.32 Endau,1994,N.09 Endau,532,46.09,P.129 Mersing
Johor,N.32 Endau,1984,N.10 Tenggaroh,2919,54.18,P.119 Mersing
Johor,N.32 Endau,1984,N.09 Endau,523,45.75,P.119 Mersing
Johor,N.32 Endau,1974,N.07 Endau,1668,97.85,P.102 Tenggaroh
Johor,N.32 Endau,1959,N.27 Endau,1670,99.18,P.102 Johore Timor
Johor,N.33 Tenggaroh,2018,N.33 Tenggaroh,1756,100.0,P.154 Mersing
Johor,N.33 Tenggaroh,2003,N.33 Tenggaroh,1759,98.9,P.154 Mersing
Johor,N.33 Tenggaroh,1994,N.10 Tenggaroh,2926,99.49,P.129 Mersing
Johor,N.33 Tenggaroh,1984,N.10 Tenggaroh,2919,99.42,P.119 Mersing
Johor,N.33 Tenggaroh,1974,N.08 Mersing,1772,98.32,P.102 Tenggaroh
Johor,N.33 Tenggaroh,1959,N.28 Mersing,2679,98.94,P.102 Johore Timor
Johor,N.34 Panti,2018,N.34 Panti,808,100.0,P.155 Tenggara
Johor,N.34 Panti,2003,N.34 Panti,811,98.64,P.155 Tenggara
Johor,N.34 Panti,1994,N.24 Gunung Lambak,1248,77.45,P.136 Tenggara
Johor,N.34 Panti,1994,N.23 Panti,560,20.62,P.136 Tenggara
Johor,N.34 Panti,1984,N.26 Bandar Tenggara,1321,87.85,P.127 Senai
Johor,N.34 Panti,1984,N.27 Sedili,1362,11.73,P.128 Kota Tinggi
Johor,N.34 Panti,1974,N.19 Kota Tinggi,1148,99.11,P.108 Panti
Johor,N.34 Panti,1959,N.15 Kota Tinggi,1238,99.11,P.096 Johore Tenggara
Johor,N.35 Pasir Raja,2018,N.35 Pasir Raja,353,100.0,P.155 Tenggara
Johor,N.35 Pasir Raja,2003,N.35 Pasir Raja,356,98.44,P.155 Tenggara
Johor,N.35 Pasir Raja,1994,N.28 Bukit Permai,562,60.56,P.138 Senai
Johor,N.35 Pasir Raja,1994,N.23 Panti,560,38.24,P.136 Tenggara
Johor,N.35 Pasir Raja,1984,N.26 Bandar Tenggara,1321,58.61,P.127 Senai
Johor,N.35 Pasir Raja,1984,N.27 Sedili,1362,40.01,P.128 Kota Tinggi
Johor,N.35 Pasir Raja,1974,N.19 Kota Tinggi,1148,66.17,P.108 Panti
Johor,N.35 Pasir Raja,1974,N.31 Tiram,640,33.29,P.114 Johor Bahru
Johor,N.35 Pasir Raja,1959,N.15 Kota Tinggi,1238,97.25,P.096 Johore Tenggara
Johor,N.36 Sedili,2018,N.36 Sedili,1120,100.0,P.156 Kota Tinggi
Johor,N.36 Sedili,2003,N.36 Sedili,1186,97.94,P.156 Kota Tinggi
Johor,N.36 Sedili,1994,N.29 Sedili,1144,75.64,P.139 Kota Tinggi
Johor,N.36 Sedili,1994,N.23 Panti,560,22.66,P.136 Tenggara
Johor,N.36 Sedili,1984,N.27 Sedili,1362,90.29,P.128 Kota Tinggi
Johor,N.36 Sedili,1974,N.20 Johor Lama,2271,98.99,P.108 Panti
Johor,N.36 Sedili,1959,N.28 Mersing,2679,79.88,P.102 Johore Timor
Johor,N.36 Sedili,1959,N.16 Johore Lama,1387,19.15,P.096 Johore Tenggara
Johor,N.37 Johor Lama,2018,N.37 Johor Lama,317,100.0,P.156 Kota Tinggi
