state,seat,year,lineage
Kelantan,N.04 Wakaf Bharu,2003,N.04 Wakaf Bharu
Kelantan,N.04 Wakaf Bharu,1994,N.10 Wakaf Bharu
Kelantan,N.04 Wakaf Bharu,1984,N.03 Wakaf Baharu
Kelantan,N.04 Wakaf Bharu,1974,N.03 Wakaf Bharu
Kelantan,N.04 Wakaf Bharu,1959,N.03 Tumpat Timor
Kelantan,N.05 Kijang,2003,N.05 Kijang
Kelantan,N.05 Kijang,1994,N.04 Kijang
Kelantan,N.05 Kijang,1984,N.04 Semut Api
Kelantan,N.05 Kijang,1974,N.04 Semut Api
Kelantan,N.05 Kijang,1959,N.05 Kota Bharu Utara
Kelantan,N.06 Chempaka,2003,N.06 Chempaka
Kelantan,N.06 Chempaka,1994,N.05 Chempaka
Kelantan,N.06 Chempaka,1984,N.04 Semut Api
Kelantan,N.06 Chempaka,1974,N.04 Semut Api
Kelantan,N.06 Chempaka,1959,N.05 Kota Bharu Utara
Kelantan,N.07 Panchor,2003,N.07 Panchor
Kelantan,N.07 Panchor,1994,N.06 Panchor
Kelantan,N.07 Panchor,1984,N.05 Kemumin
Kelantan,N.07 Panchor,1974,N.05 Kemumin
Kelantan,N.07 Panchor,1959,N.06 Kota Bharu Pantai
Kelantan,N.08 Tanjong Mas,2003,N.08 Tanjong Mas
Kelantan,N.08 Tanjong Mas,1994,N.07 Tanjong Mas
Kelantan,N.08 Tanjong Mas,1984,N.06 Banggol
Kelantan,N.08 Tanjong Mas,1974,N.04 Semut Api
Kelantan,N.08 Tanjong Mas,1959,N.05 Kota Bharu Utara
Kelantan,N.09 Kota Lama,2003,N.09 Kota Lama
Kelantan,N.09 Kota Lama,1994,N.08 Kota Lama
Kelantan,N.09 Kota Lama,1984,N.07 Padang Garong
Kelantan,N.09 Kota Lama,1974,N.10 Sungei Keladi
Kelantan,N.09 Kota Lama,1959,N.10 Bandar Hilir
Kelantan,N.10 Bunut Payong,2003,N.10 Bunut Payong
Kelantan,N.10 Bunut Payong,1994,N.09 Bunut Payong
Kelantan,N.10 Bunut Payong,1984,N.08 Bunut Payong
Kelantan,N.10 Bunut Payong,1974,N.11 Telipok
Kelantan,N.10 Bunut Payong,1959,N.11 Bandar Hulu
Kelantan,N.11 Tendong,2003,N.11 Tendong
Kelantan,N.11 Tendong,1994,N.11 Tendong
Kelantan,N.11 Tendong,1984,N.10 Tendong
Kelantan,N.11 Tendong,1974,N.07 Tendong
Kelantan,N.11 Tendong,1959,N.08 Tendong
Kelantan,N.12 Pengkalan Pasir,2003,N.12 Pengkalan Pasir
Kelantan,N.12 Pengkalan Pasir,1994,N.12 Pengkalan Pasir
Kelantan,N.12 Pengkalan Pasir,1984,N.11 Pengkalan Pasir
Kelantan,N.12 Pengkalan Pasir,1974,N.09 Bandar Pasir Mas
Kelantan,N.12 Pengkalan Pasir,1959,N.09 Bandar Pasir Mas
Kelantan,N.13 Meranti,2003,N.14 Meranti
Kelantan,N.13 Meranti,1994,N.13 Meranti
Kelantan,N.13 Meranti,1984,N.12 Meranti
Kelantan,N.13 Meranti,1974,N.08 Meranti
Kelantan,N.13 Meranti,1959,N.07 Meranti
Kelantan,N.14 Chetok,2003,N.13 Chetok
Kelantan,N.14 Chetok,1994,N.25 Chetok
Kelantan,N.14 Chetok,1984,N.15 Chetok
Kelantan,N.14 Chetok,1974,N.18 Tok Uban
Kelantan,N.14 Chetok,1959,N.21 Tok Uban
Kelantan,N.15 Gual Periok,2003,N.15 Gual Periok
Kelantan,N.15 Gual Periok,1994,N.14 Gual Periok
Kelantan,N.15 Gual Periok,1984,N.13 Gual Periok
Kelantan,N.15 Gual Periok,1974,N.16 Gual Periok
Kelantan,N.15 Gual Periok,1959,N.19 Rantau Panjang
Kelantan,N.16 Apam Putra,2003,N.16 Bukit Tuku
Kelantan,N.16 Apam Putra,1994,N.15 Bukit Tuku
Kelantan,N.16 Apam Putra,1984,N.14 Bukit Tuku
Kelantan,N.16 Apam Putra,1974,N.17 Lemal
Kelantan,N.16 Apam Putra,1959,N.20 Lemal
Kelantan,N.17 Salor,2003,N.17 Salor
Kelantan,N.17 Salor,1994,N.16 Salor
Kelantan,N.17 Salor,1984,N.16 Salor
Kelantan,N.17 Salor,1974,N.19 Salor
Kelantan,N.17 Salor,1959,N.17 Kota Bharu Barat
Kelantan,N.18 Pasir Tumboh,2003,N.18 Pasir Tumboh
Kelantan,N.18 Pasir Tumboh,1994,N.17 Pasir Tumboh
Kelantan,N.18 Pasir Tumboh,1984,N.17 Mulong
Kelantan,N.18 Pasir Tumboh,1974,N.19 Salor
Kelantan,N.18 Pasir Tumboh,1959,N.17 Kota Bharu Barat
Kelantan,N.19 Demit,2003,N.19 Demit
Kelantan,N.19 Demit,1994,N.18 Kenali
Kelantan,N.19 Demit,1984,N.09 Lundang
Kelantan,N.19 Demit,1974,N.12 Kubang Kerian
Kelantan,N.19 Demit,1959,N.12 Kota Bharu Tengah
Kelantan,N.20 Tawang,2003,N.20 Tawang
Kelantan,N.20 Tawang,1994,N.19 Tawang
Kelantan,N.20 Tawang,1984,N.19 Tawang
Kelantan,N.20 Tawang,1974,N.13 Tawang
Kelantan,N.20 Tawang,1959,N.13 Bachok Utara
Kelantan,N.21 Pantai Irama,2003,N.21 Perupok
Kelantan,N.21 Pantai Irama,1994,N.20 Perupok
Kelantan,N.21 Pantai Irama,1984,N.20 Perupok
Kelantan,N.21 Pantai Irama,1974,N.14 Perupok
Kelantan,N.21 Pantai Irama,1959,N.14 Bachok Tengah
Kelantan,N.22 Jelawat,2003,N.22 Jelawat
Kelantan,N.22 Jelawat,1994,N.21 Jelawat
Kelantan,N.22 Jelawat,1984,N.21 Jelawat
Kelantan,N.22 Jelawat,1974,N.15 Jelawat
Kelantan,N.22 Jelawat,1959,N.15 Bachok Selatan
Kelantan,N.23 Melor,2003,N.23 Melor
Kelantan,N.23 Melor,1994,N.22 Melor
Kelantan,N.23 Melor,1984,N.18 Peringat
Kelantan,N.23 Melor,1974,N.21 Peringat
Kelantan,N.23 Melor,1959,N.16 Kota Bharu Timor
Kelantan,N.24 Kadok,2003,N.24 Kadok
Kelantan,N.24 Kadok,1994,N.23 Kadok
Kelantan,N.24 Kadok,1984,N.17 Mulong
Kelantan,N.24 Kadok,1974,N.19 Salor
Kelantan,N.24 Kadok,1959,N.17 Kota Bharu Barat
Kelantan,N.25 Kok Lanas,2003,N.25 Kok Lanas
Kelantan,N.25 Kok Lanas,1994,N.24 Ketereh
Kelantan,N.25 Kok Lanas,1984,N.26 Ketereh
Kelantan,N.25 Kok Lanas,1974,N.20 Ketereh
Kelantan,N.25 Kok Lanas,1959,N.18 Kota Bharu Selatan
Kelantan,N.26 Bukit Panau,2003,N.26 Bukit Panau
Kelantan,N.26 Bukit Panau,1994,N.26 Bukit Panau
Kelantan,N.26 Bukit Panau,1984,N.28 Bukit Panau
Kelantan,N.26 Bukit Panau,1974,N.22 Bukit Panau
Kelantan,N.26 Bukit Panau,1959,N.26 Tanah Merah Timor
Kelantan,N.27 Gual Ipoh,2003,N.27 Gual Ipoh
Kelantan,N.27 Gual Ipoh,1994,N.27 Gual Ipoh
Kelantan,N.27 Gual Ipoh,1984,N.31 Gual Ipoh
Kelantan,N.27 Gual Ipoh,1974,N.24 Gual Ipoh
Kelantan,N.27 Gual Ipoh,1959,N.26 Tanah Merah Timor
Kelantan,N.28 Kemahang,2003,N.28 Kemahang
Kelantan,N.28 Kemahang,1994,N.35 Kemahang
Kelantan,N.28 Kemahang,1984,N.29 Panglima Bayu
Kelantan,N.28 Kemahang,1974,N.23 Lanas
Kelantan,N.28 Kemahang,1959,N.27 Tanah Merah Barat
Kelantan,N.29 Selising,2003,N.29 Selising
Kelantan,N.29 Selising,1994,N.28 Selising
Kelantan,N.29 Selising,1984,N.25 Selising
Kelantan,N.29 Selising,1974,N.28 Selising
Kelantan,N.29 Selising,1959,N.22 Pasir Puteh Utara
Kelantan,N.30 Limbongan,2003,N.30 Limbongan
Kelantan,N.30 Limbongan,1994,N.29 Limbongan
Kelantan,N.30 Limbongan,1984,N.23 Limbongan
Kelantan,N.30 Limbongan,1974,N.29 Bandar Pasir Puteh
Kelantan,N.30 Limbongan,1959,N.23 Pasir Puteh Tengah
Kelantan,N.31 Semerak,2003,N.31 Semerak
Kelantan,N.31 Semerak,1994,N.30 Semerak
Kelantan,N.31 Semerak,1984,N.22 Cherang Ruku
Kelantan,N.31 Semerak,1974,N.30 Cherang Ruku
Kelantan,N.31 Semerak,1959,N.24 Pasir Puteh Tenggara
Kelantan,N.32 Gaal,2003,N.32 Gaal
Kelantan,N.32 Gaal,1994,N.31 Gaal
Kelantan,N.32 Gaal,1984,N.24 Gaal
Kelantan,N.32 Gaal,1974,N.27 Sungei Rasau
Kelantan,N.32 Gaal,1959,N.23 Pasir Puteh Tengah
Kelantan,N.33 Pulai Chondong,2003,N.33 Pulai Chondong
Kelantan,N.33 Pulai Chondong,1994,N.32 Pulai Chondong
Kelantan,N.33 Pulai Chondong,1984,N.27 Pulai Chondong
Kelantan,N.33 Pulai Chondong,1974,N.25 Pulai Chondong
Kelantan,N.33 Pulai Chondong,1959,N.25 Machang Utara
Kelantan,N.34 Temangan,2003,N.34 Temangan
Kelantan,N.34 Temangan,1994,N.34 Kemuning
Kelantan,N.34 Temangan,1984,N.34 Temangan
Kelantan,N.34 Temangan,1974,N.31 Temangan
Kelantan,N.34 Temangan,1959,N.29 Ulu Kelantan Timor
Kelantan,N.35 Kemuning,2003,N.35 Kemuning
Kelantan,N.35 Kemuning,1994,N.33 Banggol Judah
Kelantan,N.35 Kemuning,1984,N.33 Banggol Judah
Kelantan,N.35 Kemuning,1974,N.26 Bandar Machang
Kelantan,N.35 Kemuning,1959,N.28 Machang Selatan
Kelantan,N.36 Bukit Bunga,2003,N.36 Bukit Bunga
Kelantan,N.36 Bukit Bunga,1994,N.36 Air Lanas
Kelantan,N.36 Bukit Bunga,1984,N.30 Jeli
Kelantan,N.36 Bukit Bunga,1974,N.34 Jeli
Kelantan,N.36 Bukit Bunga,1959,N.27 Tanah Merah Barat
Kelantan,N.37 Air Lanas,2003,N.37 Air Lanas
Kelantan,N.37 Air Lanas,1994,N.36 Air Lanas
Kelantan,N.37 Air Lanas,1984,N.30 Jeli
Kelantan,N.37 Air Lanas,1974,N.34 Jeli
Kelantan,N.37 Air Lanas,1959,N.27 Tanah Merah Barat
Kelantan,N.38 Kuala Balah,2003,N.38 Kuala Balah
Kelantan,N.38 Kuala Balah,1994,N.37 Pergau
Kelantan,N.38 Kuala Balah,1984,N.37 Dabong
Kelantan,N.38 Kuala Balah,1974,N.35 Gua Musang
Kelantan,N.38 Kuala Balah,1959,N.30 Ulu Kelantan Barat
Kelantan,N.39 Mengkebang,2003,N.39 Mengkebang
Kelantan,N.39 Mengkebang,1994,N.39 Mengkebang
Kelantan,N.39 Mengkebang,1984,N.34 Temangan
Kelantan,N.39 Mengkebang,1974,N.31 Temangan
Kelantan,N.39 Mengkebang,1959,N.29 Ulu Kelantan Timor
Kelantan,N.40 Guchil,2003,N.40 Guchil
Kelantan,N.40 Guchil,1994,N.38 Guchil
Kelantan,N.40 Guchil,1984,N.35 Guchil
Kelantan,N.40 Guchil,1974,N.32 Guchil
Kelantan,N.40 Guchil,1959,N.29 Ulu Kelantan Timor
Kelantan,N.41 Manek Urai,2003,N.41 Manek Urai
Kelantan,N.41 Manek Urai,1994,N.40 Manek Urai
Kelantan,N.41 Manek Urai,1984,N.36 Manek Urai
Kelantan,N.41 Manek Urai,1974,N.36 Manek Urai
Kelantan,N.41 Manek Urai,1959,N.29 Ulu Kelantan Timor
Kelantan,N.42 Dabong,2003,N.42 Dabong
Kelantan,N.42 Dabong,1994,N.41 Dabong
Kelantan,N.42 Dabong,1984,N.37 Dabong
Kelantan,N.42 Dabong,1974,N.35 Gua Musang
Kelantan,N.42 Dabong,1959,N.30 Ulu Kelantan Barat
Kelantan,N.43 Nenggiri,2003,N.43 Nenggiri
Kelantan,N.43 Nenggiri,1994,N.43 Galas
Kelantan,N.43 Nenggiri,1984,N.39 Galas
Kelantan,N.43 Nenggiri,1974,N.35 Gua Musang
Kelantan,N.43 Nenggiri,1959,N.30 Ulu Kelantan Barat
Kelantan,N.44 Paloh,2003,N.44 Paloh
Kelantan,N.44 Paloh,1994,N.42 Paloh
Kelantan,N.44 Paloh,1984,N.38 Paloh
Kelantan,N.44 Paloh,1974,N.36 Manek Urai
Kelantan,N.44 Paloh,1959,N.29 Ulu Kelantan Timor
Kelantan,N.45 Galas,2003,N.45 Galas
Kelantan,N.45 Galas,1994,N.43 Galas
Kelantan,N.45 Galas,1984,N.39 Galas
Kelantan,N.45 Galas,1974,N.35 Gua Musang
Kelantan,N.45 Galas,1959,N.30 Ulu Kelantan Barat
Melaka,N.01 Kuala Linggi,2003,N.01 Kuala Linggi
Melaka,N.01 Kuala Linggi,1994,N.01 Kuala Linggi
Melaka,N.01 Kuala Linggi,1984,N.01 Kuala Linggi
Melaka,N.01 Kuala Linggi,1974,N.02 Sungai Bahru
Melaka,N.01 Kuala Linggi,1959,N.11 Sungei Bharu
Melaka,N.02 Tanjung Bidara,2003,N.02 Tanjung Bidara
Melaka,N.02 Tanjung Bidara,1994,N.04 Masjid Tanah
Melaka,N.02 Tanjung Bidara,1984,N.03 Masjid Tanah
Melaka,N.02 Tanjung Bidara,1974,N.05 Masjid Tanah
Melaka,N.02 Tanjung Bidara,1959,N.13 Masjid Tanah
Melaka,N.03 Ayer Limau,2003,N.03 Ayer Limau
Melaka,N.03 Ayer Limau,1994,N.02 Ramuan China
Melaka,N.03 Ayer Limau,1984,N.02 Sungai Bahru
Melaka,N.03 Ayer Limau,1974,N.02 Sungai Bahru
Melaka,N.03 Ayer Limau,1959,N.11 Sungei Bharu
Melaka,N.04 Lendu,2003,N.04 Lendu
Melaka,N.04 Lendu,1994,N.04 Masjid Tanah
Melaka,N.04 Lendu,1984,N.03 Masjid Tanah
Melaka,N.04 Lendu,1974,N.05 Masjid Tanah
Melaka,N.04 Lendu,1959,N.13 Masjid Tanah
Melaka,N.05 Taboh Naning,2003,N.05 Taboh Naning
Melaka,N.05 Taboh Naning,1994,N.03 Melekek
Melaka,N.05 Taboh Naning,1984,N.04 Kelemak
Melaka,N.05 Taboh Naning,1974,N.04 Kelemak
Melaka,N.05 Taboh Naning,1959,N.13 Masjid Tanah
Melaka,N.06 Rembia,2003,N.06 Rembia
Melaka,N.06 Rembia,1994,N.10 Rembia
Melaka,N.06 Rembia,1984,N.11 Tanjong Minyak
Melaka,N.06 Rembia,1974,N.11 Tanjong Minyak
Melaka,N.06 Rembia,1959,N.03 Batu Berendam
Melaka,N.07 Gadek,2003,N.07 Gadek
Melaka,N.07 Gadek,1994,N.06 Pulau Sebang
Melaka,N.07 Gadek,1984,N.05 Pulau Sebang
Melaka,N.07 Gadek,1974,N.01 Taboh Naning
Melaka,N.07 Gadek,1959,N.12 Ramuan China
Melaka,N.08 Machap Jaya,2003,N.08 Machap
Melaka,N.08 Machap Jaya,1994,N.07 Bukit Sedanan
Melaka,N.08 Machap Jaya,1984,N.07 Tebong
Melaka,N.08 Machap Jaya,1974,N.06 Batang Melaka
Melaka,N.08 Machap Jaya,1959,N.16 Batang Malaka
Melaka,N.09 Durian Tunggal,2003,N.09 Durian Tunggal
Melaka,N.09 Durian Tunggal,1994,N.09 Durian Tunggal
Melaka,N.09 Durian Tunggal,1984,N.07 Tebong
Melaka,N.09 Durian Tunggal,1974,N.06 Batang Melaka
Melaka,N.09 Durian Tunggal,1959,N.16 Batang Malaka
Melaka,N.10 Asahan,2003,N.10 Asahan
Melaka,N.10 Asahan,1994,N.08 Bukit Asahan
Melaka,N.10 Asahan,1984,N.08 Bukit Asahan
Melaka,N.10 Asahan,1974,N.07 Nyalas
Melaka,N.10 Asahan,1959,N.17 Rim
Melaka,N.11 Sungai Udang,2003,N.11 Sungai Udang
Melaka,N.11 Sungai Udang,1994,N.05 Sungai Udang
Melaka,N.11 Sungai Udang,1984,N.12 Sungai Udang
Melaka,N.11 Sungai Udang,1974,N.14 Sungai Udang
Melaka,N.11 Sungai Udang,1959,N.01 Tanjong Kling
Melaka,N.12 Pantai Kundor,2003,N.12 Pantai Kundor
Melaka,N.12 Pantai Kundor,1994,N.11 Tangga Batu
Melaka,N.12 Pantai Kundor,1984,N.12 Sungai Udang
Melaka,N.12 Pantai Kundor,1974,N.14 Sungai Udang
Melaka,N.12 Pantai Kundor,1959,N.01 Tanjong Kling
Melaka,N.13 Paya Rumput,2003,N.13 Paya Rumput
Melaka,N.13 Paya Rumput,1994,N.12 Paya Rumput
Melaka,N.13 Paya Rumput,1984,N.11 Tanjong Minyak
Melaka,N.13 Paya Rumput,1974,N.11 Tanjong Minyak
Melaka,N.13 Paya Rumput,1959,N.03 Batu Berendam
Melaka,N.14 Kelebang,2003,N.14 Kelebang
Melaka,N.14 Kelebang,1994,N.11 Tangga Batu
Melaka,N.14 Kelebang,1984,N.12 Sungai Udang
Melaka,N.14 Kelebang,1974,N.14 Sungai Udang
Melaka,N.14 Kelebang,1959,N.01 Tanjong Kling
Melaka,N.15 Pengkalan Batu,2003,N.15 Bachang
Melaka,N.15 Pengkalan Batu,1994,N.14 Bachang
Melaka,N.15 Pengkalan Batu,1984,N.10 Krubong
Melaka,N.15 Pengkalan Batu,1974,N.11 Tanjong Minyak
Melaka,N.15 Pengkalan Batu,1959,N.03 Batu Berendam
Melaka,N.16 Ayer Keroh,2003,N.16 Ayer Keroh
Melaka,N.16 Ayer Keroh,1994,N.13 Ayer Keroh
Melaka,N.16 Ayer Keroh,1984,N.09 Ayer Molek
Melaka,N.16 Ayer Keroh,1974,N.12 Ayer Keroh
Melaka,N.16 Ayer Keroh,1959,N.18 Jasin
Melaka,N.17 Bukit Katil,2003,N.17 Bukit Baru
Melaka,N.17 Bukit Katil,1994,N.15 Ayer Molek
Melaka,N.17 Bukit Katil,1984,N.09 Ayer Molek
Melaka,N.17 Bukit Katil,1974,N.12 Ayer Keroh
Melaka,N.17 Bukit Katil,1959,N.18 Jasin
Melaka,N.18 Ayer Molek,2003,N.18 Ayer Molek
Melaka,N.18 Ayer Molek,1994,N.15 Ayer Molek
Melaka,N.18 Ayer Molek,1984,N.09 Ayer Molek
Melaka,N.18 Ayer Molek,1974,N.12 Ayer Keroh
Melaka,N.18 Ayer Molek,1959,N.18 Jasin
Melaka,N.19 Kesidang,2003,N.16 Ayer Keroh
Melaka,N.19 Kesidang,1994,N.13 Ayer Keroh
Melaka,N.19 Kesidang,1984,N.09 Ayer Molek
Melaka,N.19 Kesidang,1974,N.12 Ayer Keroh
Melaka,N.19 Kesidang,1959,N.18 Jasin
Melaka,N.20 Kota Laksamana,2003,N.20 Kota Laksamana
Melaka,N.20 Kota Laksamana,1994,N.17 Durian Daun
Melaka,N.20 Kota Laksamana,1984,N.14 Kubu
Melaka,N.20 Kota Laksamana,1974,N.18 Kubu
Melaka,N.20 Kota Laksamana,1959,N.07 Kota Tengah
Melaka,N.21 Duyong,2003,N.21 Duyong
Melaka,N.21 Duyong,1994,N.19 Duyong
Melaka,N.21 Duyong,1984,N.09 Ayer Molek
Melaka,N.21 Duyong,1974,N.12 Ayer Keroh
Melaka,N.21 Duyong,1959,N.18 Jasin
Melaka,N.22 Bandar Hilir,2003,N.22 Bandar Hilir
Melaka,N.22 Bandar Hilir,1994,N.18 Bandar Hilir
Melaka,N.22 Bandar Hilir,1984,N.16 Bandar Hilir
Melaka,N.22 Bandar Hilir,1974,N.13 Ayer Molek
Melaka,N.22 Bandar Hilir,1959,N.05 Kandang
Melaka,N.23 Telok Mas,2003,N.23 Telok Mas
Melaka,N.23 Telok Mas,1994,N.20 Alai
Melaka,N.23 Telok Mas,1984,N.16 Bandar Hilir
Melaka,N.23 Telok Mas,1974,N.13 Ayer Molek
Melaka,N.23 Telok Mas,1959,N.05 Kandang
Melaka,N.24 Bemban,2003,N.24 Bemban
Melaka,N.24 Bemban,1994,N.21 Ayer Panas
Melaka,N.24 Bemban,1984,N.18 Ayer Panas
Melaka,N.24 Bemban,1974,N.08 Ayer Panas
Melaka,N.24 Bemban,1959,N.18 Jasin
Melaka,N.25 Rim,2003,N.25 Rim
Melaka,N.25 Rim,1994,N.22 Rim
Melaka,N.25 Rim,1984,N.19 Rim
Melaka,N.25 Rim,1974,N.07 Nyalas
Melaka,N.25 Rim,1959,N.17 Rim
Melaka,N.26 Serkam,2003,N.26 Serkam
Melaka,N.26 Serkam,1994,N.24 Serkam
Melaka,N.26 Serkam,1984,N.17 Serkam
Melaka,N.26 Serkam,1974,N.09 Serkam
Melaka,N.26 Serkam,1959,N.19 Serkam
Melaka,N.27 Merlimau,2003,N.27 Merlimau
Melaka,N.27 Merlimau,1994,N.23 Merlimau
Melaka,N.27 Merlimau,1984,N.18 Ayer Panas
Melaka,N.27 Merlimau,1974,N.08 Ayer Panas
Melaka,N.27 Merlimau,1959,N.18 Jasin
Melaka,N.28 Sungai Rambai,2003,N.28 Sungai Rambai
Melaka,N.28 Sungai Rambai,1994,N.25 Sungai Rambai
Melaka,N.28 Sungai Rambai,1984,N.20 Sungai Rambai
Melaka,N.28 Sungai Rambai,1974,N.10 Sungei Rambai
Melaka,N.28 Sungai Rambai,1959,N.20 Sungei Rambai
Negeri Sembilan,N.01 Chennah,2003,N.01 Chennah
Negeri Sembilan,N.01 Chennah,1994,N.01 Chennah
Negeri Sembilan,N.01 Chennah,1984,N.01 Peradong
Negeri Sembilan,N.01 Chennah,1974,N.01 Kuala Klawang
Negeri Sembilan,N.01 Chennah,1959,N.17 Kuala Klawang
Negeri Sembilan,N.02 Pertang,2003,N.02 Pertang
Negeri Sembilan,N.02 Pertang,1994,N.03 Pertang
Negeri Sembilan,N.02 Pertang,1984,N.03 Pertang
Negeri Sembilan,N.02 Pertang,1974,N.02 Pertang
Negeri Sembilan,N.02 Pertang,1959,N.18 Pertang
Negeri Sembilan,N.03 Sungai Lui,2003,N.03 Sungai Lui
Negeri Sembilan,N.03 Sungai Lui,1994,N.04 Sungai Lui
Negeri Sembilan,N.03 Sungai Lui,1984,N.04 Sungai Lui
Negeri Sembilan,N.03 Sungai Lui,1974,N.03 Bahau
Negeri Sembilan,N.03 Sungai Lui,1959,N.19 Bahau
Negeri Sembilan,N.04 Klawang,2003,N.04 Klawang
Negeri Sembilan,N.04 Klawang,1994,N.02 Klawang
Negeri Sembilan,N.04 Klawang,1984,N.02 Klawang
Negeri Sembilan,N.04 Klawang,1974,N.01 Kuala Klawang
Negeri Sembilan,N.04 Klawang,1959,N.17 Kuala Klawang
Negeri Sembilan,N.05 Serting,2003,N.05 Serting
Negeri Sembilan,N.05 Serting,1994,N.05 Serting
Negeri Sembilan,N.05 Serting,1984,N.05 Serting
Negeri Sembilan,N.05 Serting,1974,N.03 Bahau
Negeri Sembilan,N.05 Serting,1959,N.19 Bahau
Negeri Sembilan,N.06 Palong,2003,N.06 Palong
Negeri Sembilan,N.06 Palong,1994,N.08 Palong
Negeri Sembilan,N.06 Palong,1984,N.08 Palong
Negeri Sembilan,N.06 Palong,1974,N.24 Rompin
Negeri Sembilan,N.06 Palong,1959,N.20 Rompin
Negeri Sembilan,N.07 Jeram Padang,2003,N.07 Jeram Padang
Negeri Sembilan,N.07 Jeram Padang,1994,N.07 Jeram Padang
Negeri Sembilan,N.07 Jeram Padang,1984,N.08 Palong
Negeri Sembilan,N.07 Jeram Padang,1974,N.24 Rompin
Negeri Sembilan,N.07 Jeram Padang,1959,N.20 Rompin
Negeri Sembilan,N.08 Bahau,2003,N.08 Bahau
Negeri Sembilan,N.08 Bahau,1994,N.06 Bahau
Negeri Sembilan,N.08 Bahau,1984,N.06 Batu Kikir
Negeri Sembilan,N.08 Bahau,1974,N.04 Jempol
Negeri Sembilan,N.08 Bahau,1959,N.21 Jempol
Negeri Sembilan,N.09 Lenggeng,2003,N.09 Lenggeng
Negeri Sembilan,N.09 Lenggeng,1994,N.19 Lenggeng
Negeri Sembilan,N.09 Lenggeng,1984,N.17 Lenggeng
Negeri Sembilan,N.09 Lenggeng,1974,N.05 Lenggeng
Negeri Sembilan,N.09 Lenggeng,1959,N.22 Lenggeng
Negeri Sembilan,N.10 Nilai,2003,N.10 Nilai
Negeri Sembilan,N.10 Nilai,1994,N.18 Nilai
Negeri Sembilan,N.10 Nilai,1984,N.17 Lenggeng
Negeri Sembilan,N.10 Nilai,1974,N.05 Lenggeng
Negeri Sembilan,N.10 Nilai,1959,N.22 Lenggeng
Negeri Sembilan,N.11 Lobak,2003,N.11 Lobak
Negeri Sembilan,N.11 Lobak,1994,N.24 Temiang
Negeri Sembilan,N.11 Lobak,1984,N.22 Mambau
Negeri Sembilan,N.11 Lobak,1974,N.09 Rasah
Negeri Sembilan,N.11 Lobak,1959,N.24 Bukit Nanas
Negeri Sembilan,N.12 Temiang,2003,N.12 Temiang
Negeri Sembilan,N.12 Temiang,1994,N.21 Ampangan
Negeri Sembilan,N.12 Temiang,1984,N.18 Ampangan
Negeri Sembilan,N.12 Temiang,1974,N.06 Pantai
Negeri Sembilan,N.12 Temiang,1959,N.06 Sungei Ujong
Negeri Sembilan,N.13 Sikamat,2003,N.13 Sikamat
Negeri Sembilan,N.13 Sikamat,1994,N.21 Ampangan
Negeri Sembilan,N.13 Sikamat,1984,N.18 Ampangan
Negeri Sembilan,N.13 Sikamat,1974,N.06 Pantai
Negeri Sembilan,N.13 Sikamat,1959,N.06 Sungei Ujong
Negeri Sembilan,N.14 Ampangan,2003,N.14 Ampangan
Negeri Sembilan,N.14 Ampangan,1994,N.20 Senawang
Negeri Sembilan,N.14 Ampangan,1984,N.20 Sungai Ujong
Negeri Sembilan,N.14 Ampangan,1974,N.11 Sungai Ujong
Negeri Sembilan,N.14 Ampangan,1959,N.06 Sungei Ujong
Negeri Sembilan,N.15 Juasseh,2003,N.15 Juasseh
Negeri Sembilan,N.15 Juasseh,1994,N.13 Juasseh
Negeri Sembilan,N.15 Juasseh,1984,N.06 Batu Kikir
Negeri Sembilan,N.15 Juasseh,1974,N.04 Jempol
Negeri Sembilan,N.15 Juasseh,1959,N.21 Jempol
Negeri Sembilan,N.16 Seri Menanti,2003,N.16 Seri Menanti
Negeri Sembilan,N.16 Seri Menanti,1994,N.17 Seri Menanti
Negeri Sembilan,N.16 Seri Menanti,1984,N.16 Seri Menanti
Negeri Sembilan,N.16 Seri Menanti,1974,N.13 Seri Menanti
Negeri Sembilan,N.16 Seri Menanti,1959,N.01 Sri Menanti
Negeri Sembilan,N.17 Senaling,2003,N.17 Senaling
Negeri Sembilan,N.17 Senaling,1994,N.14 Senaling
Negeri Sembilan,N.17 Senaling,1984,N.13 Juasseh
Negeri Sembilan,N.17 Senaling,1974,N.14 Ulu Muar
Negeri Sembilan,N.17 Senaling,1959,N.20 Rompin
Negeri Sembilan,N.18 Pilah,2003,N.18 Pilah
Negeri Sembilan,N.18 Pilah,1994,N.16 Pilah
Negeri Sembilan,N.18 Pilah,1984,N.15 Pilah
Negeri Sembilan,N.18 Pilah,1974,N.15 Pilah
Negeri Sembilan,N.18 Pilah,1959,N.01 Sri Menanti
Negeri Sembilan,N.19 Johol,2003,N.19 Johol
Negeri Sembilan,N.19 Johol,1994,N.15 Johol
Negeri Sembilan,N.19 Johol,1984,N.14 Johol
Negeri Sembilan,N.19 Johol,1974,N.16 Johol
Negeri Sembilan,N.19 Johol,1959,N.02 Johol
Negeri Sembilan,N.20 Labu,2003,N.20 Labu
Negeri Sembilan,N.20 Labu,1994,N.23 Labu
Negeri Sembilan,N.20 Labu,1984,N.21 Labu
Negeri Sembilan,N.20 Labu,1974,N.07 Labu
Negeri Sembilan,N.20 Labu,1959,N.23 Labu
