state,new,year,parlimen,area,overlap_pct,n_duns,duns
Pulau Pinang,P.051 Bukit Gelugor,2003,P.052 Bayan Baru,46,14.24,3,"N.35 Batu Uban, N.36 Pantai Jerejak, N.37 Batu Maung"
Pulau Pinang,P.051 Bukit Gelugor,1994,P.050 Bayan Baru,43,94.78,3,"N.28 Bukit Gelugor, N.29 Paya Terubong, N.30 Batu Uban"
Pulau Pinang,P.051 Bukit Gelugor,1984,P.047 Bayan Baru,44,96.98,3,"N.28 Bukit Gelugor, N.29 Paya Terubong, N.30 Batu Uban"
Pulau Pinang,P.051 Bukit Gelugor,1974,P.041 Bukit Bendera,80,54.72,3,"N.19 Tanjong Bunga, N.20 Ayer Itam, N.21 Paya Terubong"
Pulau Pinang,P.051 Bukit Gelugor,1974,P.040 Balik Pulau,196,31.44,3,"N.16 Telok Bahang, N.17 Sungai Nibong, N.18 Bayan Lepas"
Pulau Pinang,P.051 Bukit Gelugor,1974,P.043 Jelutong,15,13.29,3,"N.25 Datok Keramat, N.26 Sungei Pinang, N.27 Bukit Gelugor"
Pulau Pinang,P.051 Bukit Gelugor,1959,P.035 Penang Selatan,151,78.44,4,"N.12 Jelutong, N.13 Glugor, N.14 Balik Pulau, N.15 Bayan Lepas"
Pulau Pinang,P.051 Bukit Gelugor,1959,P.034 Penang Utara,137,21.0,4,"N.08 Kelawai, N.09 Dhoby Ghaut, N.10 Tanjong Bungah, N.11 Ayer Itam"
Pulau Pinang,P.051 Bukit Gelugor,1955,P.004 Penang Island,289,99.45,0,
Pulau Pinang,P.052 Bayan Baru,2018,P.052 Bayan Baru,41,100.0,3,"N.35 Batu Uban, N.36 Pantai Jerejak, N.37 Batu Maung"
Pulau Pinang,P.052 Bayan Baru,2003,P.052 Bayan Baru,46,97.11,3,"N.35 Batu Uban, N.36 Pantai Jerejak, N.37 Batu Maung"
Pulau Pinang,P.052 Bayan Baru,1994,P.051 Balik Pulau,174,61.02,3,"N.31 Bayan Lepas, N.32 Telok Kumbar, N.33 Telok Bahang"
Pulau Pinang,P.052 Bayan Baru,1994,P.050 Bayan Baru,43,27.5,3,"N.28 Bukit Gelugor, N.29 Paya Terubong, N.30 Batu Uban"
Pulau Pinang,P.052 Bayan Baru,1984,P.048 Balik Pulau,174,60.56,3,"N.31 Telok Bahang, N.32 Telok Kumbar, N.33 Bayan Lepas"
Pulau Pinang,P.052 Bayan Baru,1984,P.047 Bayan Baru,44,27.95,3,"N.28 Bukit Gelugor, N.29 Paya Terubong, N.30 Batu Uban"
Pulau Pinang,P.052 Bayan Baru,1974,P.040 Balik Pulau,196,88.34,3,"N.16 Telok Bahang, N.17 Sungai Nibong, N.18 Bayan Lepas"
Pulau Pinang,P.052 Bayan Baru,1959,P.035 Penang Selatan,151,88.5,4,"N.12 Jelutong, N.13 Glugor, N.14 Balik Pulau, N.15 Bayan Lepas"
Pulau Pinang,P.052 Bayan Baru,1955,P.004 Penang Island,289,88.5,0,
Pulau Pinang,P.053 Balik Pulau,2018,P.053 Balik Pulau,148,100.0,3,"N.38 Bayan Lepas, N.39 Pulau Betong, N.40 Telok Bahang"
Pulau Pinang,P.053 Balik Pulau,2003,P.053 Balik Pulau,148,98.89,3,"N.38 Bayan Lepas, N.39 Pulau Betong, N.40 Telok Bahang"
Pulau Pinang,P.053 Balik Pulau,1994,P.051 Balik Pulau,174,99.34,3,"N.31 Bayan Lepas, N.32 Telok Kumbar, N.33 Telok Bahang"
Pulau Pinang,P.053 Balik Pulau,1984,P.048 Balik Pulau,174,99.45,3,"N.31 Telok Bahang, N.32 Telok Kumbar, N.33 Bayan Lepas"
Pulau Pinang,P.053 Balik Pulau,1974,P.040 Balik Pulau,196,99.5,3,"N.16 Telok Bahang, N.17 Sungai Nibong, N.18 Bayan Lepas"
Pulau Pinang,P.053 Balik Pulau,1959,P.035 Penang Selatan,151,57.1,4,"N.12 Jelutong, N.13 Glugor, N.14 Balik Pulau, N.15 Bayan Lepas"
Pulau Pinang,P.053 Balik Pulau,1959,P.034 Penang Utara,137,42.9,4,"N.08 Kelawai, N.09 Dhoby Ghaut, N.10 Tanjong Bungah, N.11 Ayer Itam"
Pulau Pinang,P.053 Balik Pulau,1955,P.004 Penang Island,289,100.0,0,
Perak,P.054 Gerik,2018,P.054 Gerik,4585,100.0,2,"N.01 Pengkalan Hulu, N.02 Temengor"
Perak,P.054 Gerik,2003,P.054 Gerik,4557,98.8,2,"N.01 Pengkalan Hulu, N.02 Temengor"
Perak,P.054 Gerik,1994,P.052 Gerik,6423,100.0,3,"N.01 Pengkalan Hulu, N.02 Temengor, N.03 Kenering"
Perak,P.054 Gerik,1984,P.049 Gerik,6422,100.0,2,"N.01 Temengor, N.02 Kenering"
Perak,P.054 Gerik,1974,P.044 Gerik,6413,100.0,2,"N.01 Temengor, N.02 Kenering"
Perak,P.054 Gerik,1959,P.039 Ulu Perak,6832,100.0,2,"N.01 Grik, N.02 Lenggong"
Perak,P.054 Gerik,1955,P.011 Sungei Perak Ulu,7708,100.0,0,
Perak,P.055 Lenggong,2018,P.055 Lenggong,1823,100.0,2,"N.03 Kenering, N.04 Kota Tampan"
Perak,P.055 Lenggong,2003,P.055 Lenggong,2145,98.72,2,"N.03 Kenering, N.04 Kota Tampan"
Perak,P.055 Lenggong,1994,P.052 Gerik,6423,84.28,3,"N.01 Pengkalan Hulu, N.02 Temengor, N.03 Kenering"
Perak,P.055 Lenggong,1994,P.058 Chenderoh,695,15.53,2,"N.16 Lenggong, N.17 Lubok Merbau"
Perak,P.055 Lenggong,1984,P.049 Gerik,6422,84.43,2,"N.01 Temengor, N.02 Kenering"
Perak,P.055 Lenggong,1984,P.055 Tasek Chenderoh,676,14.78,2,"N.13 Lenggong, N.14 Lubok Merbau"
Perak,P.055 Lenggong,1974,P.044 Gerik,6413,84.11,2,"N.01 Temengor, N.02 Kenering"
Perak,P.055 Lenggong,1974,P.051 Padang Rengas,749,14.84,2,"N.15 Lenggong, N.16 Lubok Merbau"
Perak,P.055 Lenggong,1959,P.039 Ulu Perak,6832,98.95,2,"N.01 Grik, N.02 Lenggong"
Perak,P.055 Lenggong,1955,P.011 Sungei Perak Ulu,7708,98.95,0,
Perak,P.056 Larut,2018,P.056 Larut,1145,100.0,3,"N.05 Selama, N.06 Kubu Gajah, N.07 Batu Kurau"
Perak,P.056 Larut,2003,P.056 Larut,1142,98.72,3,"N.05 Selama, N.06 Kubu Gajah, N.07 Batu Kurau"
Perak,P.056 Larut,1994,P.053 Larut,1054,90.97,2,"N.04 Selama, N.05 Batu Kurau"
Perak,P.056 Larut,1984,P.050 Larut,1073,91.76,2,"N.03 Selama, N.04 Batu Kurau"
Perak,P.056 Larut,1974,P.045 Larut,1014,86.73,2,"N.03 Selama, N.04 Batu Kurau"
Perak,P.056 Larut,1974,P.049 Taiping,277,11.51,2,"N.11 Kamunting, N.12 Kelian Pauh"
Perak,P.056 Larut,1959,P.040 Larut Utara,1182,97.81,2,"N.03 Selama, N.04 Larut"
Perak,P.056 Larut,1955,P.009 Larut and Matang,1668,98.23,0,
Perak,P.057 Parit Buntar,2018,P.057 Parit Buntar,137,100.0,2,"N.08 Titi Serong, N.09 Kuala Kurau"
Perak,P.057 Parit Buntar,2003,P.057 Parit Buntar,148,99.55,2,"N.08 Titi Serong, N.09 Kuala Kurau"
Perak,P.057 Parit Buntar,1994,P.054 Parit Buntar,153,99.97,2,"N.06 Titi Serong, N.07 Kuala Kurau"
Perak,P.057 Parit Buntar,1984,P.051 Parit Buntar,153,99.69,2,"N.05 Titi Serong, N.06 Kuala Kurau"
Perak,P.057 Parit Buntar,1974,P.046 Parit Buntar,202,100.0,2,"N.05 Simpang Lima, N.06 Kuala Kurau"
Perak,P.057 Parit Buntar,1959,P.041 Krian Laut,202,100.0,2,"N.05 Parit Buntar, N.06 Kuala Kurau"
Perak,P.057 Parit Buntar,1955,P.007 Krian,956,100.0,0,
Perak,P.058 Bagan Serai,2018,P.058 Bagan Serai,782,100.0,3,"N.10 Alor Pongsu, N.11 Gunong Semanggol, N.12 Selinsing"
Perak,P.058 Bagan Serai,2003,P.058 Bagan Serai,795,98.76,3,"N.10 Alor Pongsu, N.11 Gunong Semanggol, N.12 Selinsing"
Perak,P.058 Bagan Serai,1994,P.055 Bagan Serai,588,74.56,2,"N.08 Alor Pongsu, N.09 Gunong Semanggol"
Perak,P.058 Bagan Serai,1994,P.056 Bukit Gantang,1051,23.54,3,"N.10 Kuala Sapetang, N.11 Changkat Jering, N.12 Trong"
Perak,P.058 Bagan Serai,1984,P.052 Bagan Serai,596,74.97,2,"N.07 Alor Pongsu, N.08 Gunong Semanggol"
Perak,P.058 Bagan Serai,1984,P.053 Bukit Gantang,769,23.38,2,"N.09 Sapetang, N.10 Changkat Jering"
Perak,P.058 Bagan Serai,1974,P.047 Bagan Serai,754,92.34,2,"N.07 Alor Pongsu, N.08 Gunong Semanggol"
Perak,P.058 Bagan Serai,1959,P.042 Krian Darat,754,92.34,2,"N.07 Bagan Serai, N.08 Gunong Semanggol"
Perak,P.058 Bagan Serai,1955,P.007 Krian,956,99.77,0,
Perak,P.059 Bukit Gantang,2018,P.059 Bukit Gantang,813,100.0,3,"N.13 Kuala Sepetang, N.14 Changkat Jering, N.15 Trong"
Perak,P.059 Bukit Gantang,2003,P.059 Bukit Gantang,853,99.03,3,"N.13 Kuala Sapetang, N.14 Changkat Jering, N.15 Trong"
Perak,P.059 Bukit Gantang,1994,P.056 Bukit Gantang,1051,99.36,3,"N.10 Kuala Sapetang, N.11 Changkat Jering, N.12 Trong"
Perak,P.059 Bukit Gantang,1984,P.053 Bukit Gantang,769,65.44,2,"N.09 Sapetang, N.10 Changkat Jering"
Perak,P.059 Bukit Gantang,1984,P.061 Kuala Kangsar,941,33.23,2,"N.25 Bukit Chandan, N.26 Batu Hampar"
Perak,P.059 Bukit Gantang,1974,P.050 Matang,818,95.48,2,"N.13 Changkat Jering, N.14 Bukit Gantang"
Perak,P.059 Bukit Gantang,1959,P.048 Bruas,1119,52.04,2,"N.19 Pengkalan Bharu, N.20 Ayer Tawar"
Perak,P.059 Bukit Gantang,1959,P.043 Larut Selatan,486,47.12,2,"N.09 Taiping, N.10 Matang"
Perak,P.059 Bukit Gantang,1955,P.010 Dindings,1711,52.04,0,
Perak,P.059 Bukit Gantang,1955,P.009 Larut and Matang,1668,47.12,0,
Perak,P.060 Taiping,2018,P.060 Taiping,118,100.0,3,"N.16 Kamunting, N.17 Pokok Assam, N.18 Aulong"
Perak,P.060 Taiping,2003,P.060 Taiping,113,92.44,3,"N.16 Kamunting, N.17 Pokok Assam, N.18 Aulong"
Perak,P.060 Taiping,1994,P.057 Taiping,189,86.76,3,"N.13 Kamunting, N.14 Pokok Assam, N.15 Aulong"
Perak,P.060 Taiping,1984,P.054 Taiping,192,84.99,2,"N.11 Kamunting, N.12 Asam Kumbang"
Perak,P.060 Taiping,1984,P.053 Bukit Gantang,769,11.32,2,"N.09 Sapetang, N.10 Changkat Jering"
Perak,P.060 Taiping,1974,P.049 Taiping,277,93.18,2,"N.11 Kamunting, N.12 Kelian Pauh"
Perak,P.060 Taiping,1959,P.043 Larut Selatan,486,68.48,2,"N.09 Taiping, N.10 Matang"
Perak,P.060 Taiping,1959,P.040 Larut Utara,1182,29.78,2,"N.03 Selama, N.04 Larut"
Perak,P.060 Taiping,1955,P.009 Larut and Matang,1668,98.26,0,
Perak,P.061 Padang Rengas,2018,P.061 Padang Rengas,402,100.0,2,"N.19 Chenderoh, N.20 Lubok Merbau"
Perak,P.061 Padang Rengas,2003,P.061 Padang Rengas,401,97.82,2,"N.19 Chenderoh, N.20 Lubok Merbau"
Perak,P.061 Padang Rengas,1994,P.058 Chenderoh,695,97.81,2,"N.16 Lenggong, N.17 Lubok Merbau"
Perak,P.061 Padang Rengas,1984,P.055 Tasek Chenderoh,676,95.02,2,"N.13 Lenggong, N.14 Lubok Merbau"
Perak,P.061 Padang Rengas,1974,P.051 Padang Rengas,749,87.75,2,"N.15 Lenggong, N.16 Lubok Merbau"
Perak,P.061 Padang Rengas,1959,P.045 Kuala Kangsar,875,69.25,2,"N.13 Senggang, N.14 Padang Rengas"
Perak,P.061 Padang Rengas,1959,P.039 Ulu Perak,6832,28.02,2,"N.01 Grik, N.02 Lenggong"
Perak,P.061 Padang Rengas,1955,P.011 Sungei Perak Ulu,7708,97.26,0,
Perak,P.062 Sungai Siput,2018,P.062 Sungai Siput,1877,100.0,2,"N.21 Lintang, N.22 Jalong"
Perak,P.062 Sungai Siput,2003,P.062 Sungai Siput,1597,84.68,2,"N.21 Lintang, N.22 Jalong"
Perak,P.062 Sungai Siput,2003,P.055 Lenggong,2145,14.85,2,"N.03 Kenering, N.04 Kota Tampan"
Perak,P.062 Sungai Siput,1994,P.059 Sungai Siput,1601,84.66,2,"N.18 Lintang, N.19 Jalong"
Perak,P.062 Sungai Siput,1994,P.052 Gerik,6423,14.93,3,"N.01 Pengkalan Hulu, N.02 Temengor, N.03 Kenering"
Perak,P.062 Sungai Siput,1984,P.056 Sungai Siput,1567,83.16,2,"N.15 Lintang, N.16 Jalong"
Perak,P.062 Sungai Siput,1984,P.049 Gerik,6422,15.33,2,"N.01 Temengor, N.02 Kenering"
Perak,P.062 Sungai Siput,1974,P.048 Sungai Siput,1563,82.84,2,"N.09 Lintang, N.10 Jalong"
Perak,P.062 Sungai Siput,1974,P.044 Gerik,6413,15.2,2,"N.01 Temengor, N.02 Kenering"
Perak,P.062 Sungai Siput,1959,P.046 Sungei Siput,1549,82.06,2,"N.15 Karai, N.16 Jalong"
Perak,P.062 Sungai Siput,1959,P.039 Ulu Perak,6832,17.03,2,"N.01 Grik, N.02 Lenggong"
Perak,P.062 Sungai Siput,1955,P.015 Kinta Utara,2422,82.36,0,
Perak,P.062 Sungai Siput,1955,P.011 Sungei Perak Ulu,7708,17.2,0,
Perak,P.063 Tambun,2018,P.063 Tambun,544,100.0,2,"N.24 Hulu Kinta, N.23 Manjoi"
Perak,P.063 Tambun,2003,P.063 Tambun,543,98.14,2,"N.23 Manjoi, N.24 Hulu Kinta"
Perak,P.063 Tambun,1994,P.060 Tambun,526,94.87,2,"N.20 Manjoi, N.21 Hulu Kinta"
Perak,P.063 Tambun,1984,P.057 Tambun,490,88.28,2,"N.17 Chemor, N.18 Sungai Rokam"
Perak,P.063 Tambun,1974,P.053 Kinta,1262,98.42,2,"N.19 Chemor, N.20 Gopeng"
Perak,P.063 Tambun,1959,P.052 Ulu Kinta,873,98.42,2,"N.27 Chemor, N.28 Sungei Raja"
Perak,P.063 Tambun,1955,P.015 Kinta Utara,2422,98.81,0,
Perak,P.064 Ipoh Timor,2018,P.064 Ipoh Timor,43,100.0,3,"N.25 Canning, N.26 Tebing Tinggi, N.27 Pasir Pinji"
Perak,P.064 Ipoh Timor,2003,P.064 Ipoh Timor,31,58.71,3,"N.25 Canning, N.26 Tebing Tinggi, N.27 Pasir Pinji"
Perak,P.064 Ipoh Timor,2003,P.071 Gopeng,593,31.33,3,"N.43 Sungai Rapat, N.44 Simpang Pulai, N.45 Teja"
Perak,P.064 Ipoh Timor,1994,P.061 Ipoh Timor,42,54.85,3,"N.22 Taman Canning, N.23 Tebing Tinggi, N.24 Pasir Pinji"
Perak,P.064 Ipoh Timor,1994,P.067 Gopeng,595,30.15,2,"N.35 Rapat Setia, N.36 Teja"
Perak,P.064 Ipoh Timor,1984,P.058 Pasir Pinji,51,51.36,2,"N.19 Dermawan, N.20 Tebing Tinggi"
Perak,P.064 Ipoh Timor,1984,P.060 Batu Gajah,179,29.41,2,"N.23 Falim, N.24 Lahat"
Perak,P.064 Ipoh Timor,1974,P.055 Menglembu,166,61.52,2,"N.23 Pasir Puteh, N.24 Kuala Pari"
Perak,P.064 Ipoh Timor,1974,P.054 Ipoh,57,36.86,2,"N.21 Guntong, N.22 Kepayang"
Perak,P.064 Ipoh Timor,1959,P.051 Menglembu,44,50.79,2,"N.25 Pasir Puteh, N.26 Kuala Pari"
Perak,P.064 Ipoh Timor,1959,P.052 Ulu Kinta,873,25.77,2,"N.27 Chemor, N.28 Sungei Raja"
Perak,P.064 Ipoh Timor,1959,P.050 Ipoh,39,14.61,2,"N.23 Pekan Lama, N.24 Pekan Bharu"
Perak,P.064 Ipoh Timor,1955,P.014 Ipoh and Menglembu,83,65.4,0,
Perak,P.064 Ipoh Timor,1955,P.015 Kinta Utara,2422,25.77,0,
Perak,P.065 Ipoh Barat,2018,P.065 Ipoh Barat,38,100.0,3,"N.28 Bercham, N.29 Kepayang, N.30 Buntong"
Perak,P.065 Ipoh Barat,2003,P.065 Ipoh Barat,30,73.72,3,"N.28 Bercham, N.29 Kepayang, N.30 Buntong"
Perak,P.065 Ipoh Barat,2003,P.066 Batu Gajah,218,11.72,3,"N.31 Jelapang, N.32 Menglembu, N.33 Tronoh"
Perak,P.065 Ipoh Barat,1994,P.062 Ipoh Barat,37,73.77,2,"N.25 Bercham, N.26 Buntong"
Perak,P.065 Ipoh Barat,1994,P.063 Batu Gajah,137,13.35,2,"N.27 Menglembu, N.28 Lahat"
Perak,P.065 Ipoh Barat,1994,P.061 Ipoh Timor,42,10.78,3,"N.22 Taman Canning, N.23 Tebing Tinggi, N.24 Pasir Pinji"
Perak,P.065 Ipoh Barat,1984,P.059 Ipoh,54,56.53,2,"N.21 Tasek, N.22 Sungai Pari"
Perak,P.065 Ipoh Barat,1984,P.058 Pasir Pinji,51,23.97,2,"N.19 Dermawan, N.20 Tebing Tinggi"
Perak,P.065 Ipoh Barat,1984,P.060 Batu Gajah,179,14.92,2,"N.23 Falim, N.24 Lahat"
Perak,P.065 Ipoh Barat,1974,P.054 Ipoh,57,77.52,2,"N.21 Guntong, N.22 Kepayang"
Perak,P.065 Ipoh Barat,1974,P.055 Menglembu,166,15.78,2,"N.23 Pasir Puteh, N.24 Kuala Pari"
Perak,P.065 Ipoh Barat,1959,P.050 Ipoh,39,74.27,2,"N.23 Pekan Lama, N.24 Pekan Bharu"
Perak,P.065 Ipoh Barat,1959,P.051 Menglembu,44,13.17,2,"N.25 Pasir Puteh, N.26 Kuala Pari"
Perak,P.065 Ipoh Barat,1959,P.052 Ulu Kinta,873,12.56,2,"N.27 Chemor, N.28 Sungei Raja"
Perak,P.065 Ipoh Barat,1955,P.014 Ipoh and Menglembu,83,87.44,0,
Perak,P.065 Ipoh Barat,1955,P.015 Kinta Utara,2422,12.56,0,
Perak,P.066 Batu Gajah,2018,P.066 Batu Gajah,218,100.0,3,"N.31 Jelapang, N.32 Menglembu, N.33 Tronoh"
Perak,P.066 Batu Gajah,2003,P.066 Batu Gajah,218,93.39,3,"N.31 Jelapang, N.32 Menglembu, N.33 Tronoh"
Perak,P.066 Batu Gajah,1994,P.063 Batu Gajah,137,55.41,2,"N.27 Menglembu, N.28 Lahat"
Perak,P.066 Batu Gajah,1994,P.066 Parit,566,37.27,2,"N.33 Belanja, N.34 Bota"
Perak,P.066 Batu Gajah,1984,P.060 Batu Gajah,179,53.29,2,"N.23 Falim, N.24 Lahat"
Perak,P.066 Batu Gajah,1984,P.063 Parit,587,39.49,2,"N.29 Belanja, N.30 Bota"
Perak,P.066 Batu Gajah,1974,P.057 Parit,679,48.67,2,"N.27 Belanja, N.28 Bota"
Perak,P.066 Batu Gajah,1974,P.055 Menglembu,166,33.5,2,"N.23 Pasir Puteh, N.24 Kuala Pari"
Perak,P.066 Batu Gajah,1959,P.053 Batu Gajah,355,69.8,2,"N.29 Tanjong Tualang, N.30 Pusing"
Perak,P.066 Batu Gajah,1959,P.052 Ulu Kinta,873,22.04,2,"N.27 Chemor, N.28 Sungei Raja"
Perak,P.066 Batu Gajah,1955,P.016 Kinta Selatan,1038,69.8,0,
Perak,P.066 Batu Gajah,1955,P.015 Kinta Utara,2422,22.04,0,
Perak,P.067 Kuala Kangsar,2018,P.067 Kuala Kangsar,585,100.0,2,"N.34 Bukit Chandan, N.35 Manong"
Perak,P.067 Kuala Kangsar,2003,P.067 Kuala Kangsar,580,97.63,2,"N.34 Bukit Chandan, N.35 Manong"
Perak,P.067 Kuala Kangsar,1994,P.064 Kuala Kangsar,655,97.06,2,"N.29 Bukit Chandan, N.30 Manong"
Perak,P.067 Kuala Kangsar,1984,P.061 Kuala Kangsar,941,98.65,2,"N.25 Bukit Chandan, N.26 Batu Hampar"
Perak,P.067 Kuala Kangsar,1974,P.052 Kuala Kangsar,530,80.47,2,"N.17 Bukit Chandan, N.18 Manong"
Perak,P.067 Kuala Kangsar,1974,P.051 Padang Rengas,749,17.29,2,"N.15 Lenggong, N.16 Lubok Merbau"
Perak,P.067 Kuala Kangsar,1959,P.045 Kuala Kangsar,875,97.76,2,"N.13 Senggang, N.14 Padang Rengas"
Perak,P.067 Kuala Kangsar,1955,P.011 Sungei Perak Ulu,7708,97.76,0,
Perak,P.068 Beruas,2018,P.068 Beruas,755,100.0,3,"N.36 Pengkalan Baharu, N.37 Pantai Remis, N.38 Astaka"
Perak,P.068 Beruas,2003,P.068 Beruas,676,87.26,2,"N.36 Pengkalan Baharu, N.37 Pantai Remis"
Perak,P.068 Beruas,2003,P.074 Lumut,455,11.52,3,"N.50 Sitiawan, N.51 Pasir Panjang, N.52 Pangkor"
Perak,P.068 Beruas,1994,P.065 Beruas,639,82.66,2,"N.31 Pengkalan Baharu, N.32 Pantai Remis"
Perak,P.068 Beruas,1994,P.071 Lumut,500,16.23,3,"N.44 Pangkor, N.45 Pasir Panjang, N.46 Sitiawan"
Perak,P.068 Beruas,1984,P.062 Beruas,644,83.07,2,"N.27 Pengkalan Baharu, N.28 Pantai Remis"
Perak,P.068 Beruas,1984,P.068 Lumut,558,16.09,2,"N.39 Pangkor, N.40 Sitiawan"
Perak,P.068 Beruas,1974,P.056 Beruas,676,86.83,2,"N.25 Pengkalan Bharu, N.26 Pantai Remis"
Perak,P.068 Beruas,1974,P.060 Lumut,599,11.42,2,"N.33 Sitiawan, N.34 Pangkor"
Perak,P.068 Beruas,1959,P.048 Bruas,1119,87.07,2,"N.19 Pengkalan Bharu, N.20 Ayer Tawar"
Perak,P.068 Beruas,1959,P.049 Sitiawan,592,11.42,2,"N.21 Lekir, N.22 Lumut"
Perak,P.068 Beruas,1955,P.010 Dindings,1711,98.49,0,
Perak,P.069 Parit,2018,P.069 Parit,568,100.0,2,"N.39 Belanja, N.40 Bota"
Perak,P.069 Parit,2003,P.069 Parit,566,97.62,2,"N.38 Belanja, N.39 Bota"
Perak,P.069 Parit,1994,P.066 Parit,566,84.09,2,"N.33 Belanja, N.34 Bota"
Perak,P.069 Parit,1994,P.064 Kuala Kangsar,655,13.88,2,"N.29 Bukit Chandan, N.30 Manong"
Perak,P.069 Parit,1984,P.063 Parit,587,85.13,2,"N.29 Belanja, N.30 Bota"
Perak,P.069 Parit,1984,P.061 Kuala Kangsar,941,13.32,2,"N.25 Bukit Chandan, N.26 Batu Hampar"
Perak,P.069 Parit,1974,P.057 Parit,679,98.21,2,"N.27 Belanja, N.28 Bota"
Perak,P.069 Parit,1959,P.047 Parit,756,97.87,2,"N.17 Blanja, N.18 Kampong Gajah"
Perak,P.069 Parit,1955,P.012 Sungei Perak Hilir,1389,97.87,0,
Perak,P.070 Kampar,2018,P.070 Kampar,555,100.0,3,"N.41 Malim Nawar, N.42 Keranji, N.43 Tualang Sekah"
Perak,P.070 Kampar,2003,P.070 Kampar,449,76.43,3,"N.40 Malim Nawar, N.41 Keranji, N.42 Tualang Sekah"
Perak,P.070 Kampar,2003,P.072 Tapah,1023,21.73,2,"N.46 Chenderiang, N.47 Ayer Kuning"
Perak,P.070 Kampar,1994,P.068 Kampar,462,77.38,3,"N.37 Tualang Sekah, N.38 Kuala Dipang, N.39 Malim Nawar"
Perak,P.070 Kampar,1994,P.069 Tapah,998,16.77,2,"N.40 Chenderiang, N.41 Ayer Kuning"
Perak,P.070 Kampar,1984,P.064 Gopeng,813,45.14,2,"N.31 Teja, N.32 Chenderong"
Perak,P.070 Kampar,1984,P.065 Kampar,208,35.68,2,"N.33 Malim Nawar, N.34 Tanjong Tualang"
Perak,P.070 Kampar,1984,P.066 Tapah,996,17.14,2,"N.35 Chenderiang, N.36 Ayer Kuning"
Perak,P.070 Kampar,1974,P.058 Batu Gajah,284,45.97,2,"N.29 Tanjong Tualang, N.30 Kampar"
Perak,P.070 Kampar,1974,P.053 Kinta,1262,29.7,2,"N.19 Chemor, N.20 Gopeng"
Perak,P.070 Kampar,1974,P.059 Batang Padang,1010,20.64,2,"N.31 Tapah, N.32 Chenderiang"
Perak,P.070 Kampar,1959,P.054 Kampar,683,71.3,2,"N.31 Gopeng, N.32 Kuala Dipang"
Perak,P.070 Kampar,1959,P.053 Batu Gajah,355,27.37,2,"N.29 Tanjong Tualang, N.30 Pusing"
Perak,P.070 Kampar,1955,P.016 Kinta Selatan,1038,98.67,0,
Perak,P.071 Gopeng,2018,P.071 Gopeng,589,100.0,3,"N.45 Simpang Pulai, N.46 Teja, N.44 Sungai Rapat"
Perak,P.071 Gopeng,2003,P.071 Gopeng,593,96.82,3,"N.43 Sungai Rapat, N.44 Simpang Pulai, N.45 Teja"
Perak,P.071 Gopeng,1994,P.067 Gopeng,595,93.51,2,"N.35 Rapat Setia, N.36 Teja"
Perak,P.071 Gopeng,1984,P.064 Gopeng,813,91.5,2,"N.31 Teja, N.32 Chenderong"
Perak,P.071 Gopeng,1974,P.053 Kinta,1262,89.77,2,"N.19 Chemor, N.20 Gopeng"
Perak,P.071 Gopeng,1959,P.054 Kampar,683,46.27,2,"N.31 Gopeng, N.32 Kuala Dipang"
Perak,P.071 Gopeng,1959,P.052 Ulu Kinta,873,45.12,2,"N.27 Chemor, N.28 Sungei Raja"
Perak,P.071 Gopeng,1955,P.016 Kinta Selatan,1038,52.33,0,
Perak,P.071 Gopeng,1955,P.015 Kinta Utara,2422,45.12,0,
Perak,P.072 Tapah,2018,P.072 Tapah,909,100.0,2,"N.47 Chenderiang, N.48 Ayer Kuning"
Perak,P.072 Tapah,2003,P.072 Tapah,1023,97.96,2,"N.46 Chenderiang, N.47 Ayer Kuning"
Perak,P.072 Tapah,1994,P.069 Tapah,998,97.58,2,"N.40 Chenderiang, N.41 Ayer Kuning"
Perak,P.072 Tapah,1984,P.066 Tapah,996,97.23,2,"N.35 Chenderiang, N.36 Ayer Kuning"
Perak,P.072 Tapah,1974,P.059 Batang Padang,1010,95.15,2,"N.31 Tapah, N.32 Chenderiang"
Perak,P.072 Tapah,1959,P.058 Batang Padang,890,94.43,2,"N.39 Tapah Road, N.40 Tapah"
Perak,P.072 Tapah,1955,P.008 Batang Padang,2766,97.06,0,
Perak,P.073 Pasir Salak,2018,P.073 Pasir Salak,1081,100.0,2,"N.49 Sungai Manik, N.50 Kampong Gajah"
Perak,P.073 Pasir Salak,2003,P.073 Pasir Salak,1064,95.58,2,"N.48 Sungai Manik, N.49 Kampong Gajah"
Perak,P.073 Pasir Salak,1994,P.070 Pasir Salak,1059,95.03,2,"N.42 Sungai Manik, N.43 Kampong Gajah"
Perak,P.073 Pasir Salak,1984,P.067 Pasir Salak,997,88.53,2,"N.37 Sungai Manik, N.38 Kampong Gajah"
Perak,P.073 Pasir Salak,1974,P.061 Hilir Perak,900,79.73,2,"N.35 Kampong Gajah, N.36 Sungei Manik"
Perak,P.073 Pasir Salak,1974,P.060 Lumut,599,15.21,2,"N.33 Sitiawan, N.34 Pangkor"
Perak,P.073 Pasir Salak,1959,P.044 Hilir Perak,632,55.54,2,"N.11 Sungei Manik, N.12 Bandar"
Perak,P.073 Pasir Salak,1959,P.047 Parit,756,17.06,2,"N.17 Blanja, N.18 Kampong Gajah"
Perak,P.073 Pasir Salak,1959,P.049 Sitiawan,592,15.2,2,"N.21 Lekir, N.22 Lumut"
