state,new,year,parlimen,area,overlap_pct,n_duns,duns
Selangor,P.105 Petaling Jaya,1955,P.023 Selangor Tengah,771,62.31,0,
Selangor,P.105 Petaling Jaya,1955,P.017 Kuala Lumpur Barat,291,32.81,0,
Selangor,P.106 Damansara,2018,P.106 Damansara,65,100.0,3,"N.35 Kampung Tunku, N.36 Bandar Utama, N.37 Bukit Lanjan"
Selangor,P.106 Damansara,2003,P.107 Subang,153,58.17,3,"N.37 Bukit Lanjan, N.38 Paya Jaras, N.39 Kota Damansara"
Selangor,P.106 Damansara,2003,P.106 Petaling Jaya Utara,14,20.99,2,"N.35 Kampung Tunku, N.36 Damansara Utama"
Selangor,P.106 Damansara,2003,P.097 Selayang,300,20.42,3,"N.13 Kuang, N.14 Rawang, N.15 Taman Templer"
Selangor,P.106 Damansara,1994,P.090 Selayang,336,40.65,3,"N.13 Rawang, N.14 Selayang Baharu, N.15 Paya Jaras"
Selangor,P.106 Damansara,1994,P.097 Subang,167,39.26,3,"N.32 Bukit Lanjan, N.33 Kelana Jaya, N.34 Subang Jaya"
Selangor,P.106 Damansara,1994,P.094 PJ Utara,15,19.42,2,"N.25 Damansara Utama, N.26 Kampung Tunku"
Selangor,P.106 Damansara,1984,P.087 Selayang,583,57.54,3,"N.16 Rawang, N.17 Gombak Setia, N.18 Paya Jaras"
Selangor,P.106 Damansara,1984,P.090 Petaling Jaya,35,38.5,3,"N.25 Damansara Utama, N.26 Taman Aman, N.27 Kelana Jaya"
Selangor,P.106 Damansara,1974,P.077 Selayang,716,57.58,3,"N.13 Rawang, N.14 Gombak, N.15 Ampang"
Selangor,P.106 Damansara,1974,P.080 Shah Alam,421,30.92,3,"N.22 Bukit Raja, N.23 Bandar Kelang, N.24 Kampong Jawa"
Selangor,P.106 Damansara,1974,P.081 Petaling,157,11.31,3,"N.25 Petaling Jaya, N.26 Sungai Way, N.27 Serdang"
Selangor,P.106 Damansara,1959,P.066 Batu,229,56.41,2,"N.03 Kepong, N.04 Penchala"
Selangor,P.106 Damansara,1959,P.068 Rawang,788,39.47,2,"N.07 Serendah, N.08 Kuang"
Selangor,P.106 Damansara,1955,P.017 Kuala Lumpur Barat,291,58.35,0,
Selangor,P.106 Damansara,1955,P.019 Ulu Selangor,2363,39.47,0,
Selangor,P.107 Sungai Buloh,2018,P.107 Sungai Buloh,134,100.0,2,"N.38 Paya Jaras, N.39 Kota Damansara"
Selangor,P.107 Sungai Buloh,2003,P.107 Subang,153,77.31,3,"N.37 Bukit Lanjan, N.38 Paya Jaras, N.39 Kota Damansara"
Selangor,P.107 Sungai Buloh,2003,P.096 Kuala Selangor,471,20.42,3,"N.10 Bukit Melawati, N.11 Ijok, N.12 Jeram"
Selangor,P.107 Sungai Buloh,1994,P.090 Selayang,336,40.86,3,"N.13 Rawang, N.14 Selayang Baharu, N.15 Paya Jaras"
Selangor,P.107 Sungai Buloh,1994,P.097 Subang,167,37.86,3,"N.32 Bukit Lanjan, N.33 Kelana Jaya, N.34 Subang Jaya"
Selangor,P.107 Sungai Buloh,1994,P.089 Kuala Selangor,809,20.43,3,"N.10 Permatang, N.11 Ijuk, N.12 Jeram"
Selangor,P.107 Sungai Buloh,1984,P.087 Selayang,583,45.0,3,"N.16 Rawang, N.17 Gombak Setia, N.18 Paya Jaras"
Selangor,P.107 Sungai Buloh,1984,P.092 Shah Alam,437,34.54,3,"N.31 Subang, N.32 Batu Tiga, N.33 Shahbandar Raya"
Selangor,P.107 Sungai Buloh,1984,P.086 Kapar,627,20.4,3,"N.13 Jeram, N.14 Sementa, N.15 Selat Klang"
Selangor,P.107 Sungai Buloh,1974,P.077 Selayang,716,42.91,3,"N.13 Rawang, N.14 Gombak, N.15 Ampang"
Selangor,P.107 Sungai Buloh,1974,P.080 Shah Alam,421,37.41,3,"N.22 Bukit Raja, N.23 Bandar Kelang, N.24 Kampong Jawa"
Selangor,P.107 Sungai Buloh,1974,P.076 Kuala Selangor,1105,19.15,3,"N.10 Permatang, N.11 Asam Jawa, N.12 Jeram"
Selangor,P.107 Sungai Buloh,1959,P.068 Rawang,788,72.09,2,"N.07 Serendah, N.08 Kuang"
Selangor,P.107 Sungai Buloh,1959,P.065 Kuala Selangor,1117,15.5,2,"N.01 Tanjong Karang, N.02 Kuala Selangor Pekan"
Selangor,P.107 Sungai Buloh,1955,P.019 Ulu Selangor,2363,72.09,0,
Selangor,P.107 Sungai Buloh,1955,P.020 Kuala Selangor,1862,15.5,0,
Selangor,P.108 Shah Alam,2018,P.108 Shah Alam,141,100.0,2,"N.40 Kota Anggerik, N.41 Batu Tiga"
Selangor,P.108 Shah Alam,2003,P.108 Shah Alam,155,97.55,2,"N.40 Kota Anggerik, N.41 Batu Tiga"
Selangor,P.108 Shah Alam,1994,P.098 Shah Alam,193,40.38,3,"N.35 Batu Tiga, N.36 Sungai Renggam, N.37 Kota Raja"
Selangor,P.108 Shah Alam,1994,P.099 Kapar,519,38.28,3,"N.38 Meru, N.39 Sementa, N.40 Selat Klang"
Selangor,P.108 Shah Alam,1994,P.097 Subang,167,18.13,3,"N.32 Bukit Lanjan, N.33 Kelana Jaya, N.34 Subang Jaya"
Selangor,P.108 Shah Alam,1984,P.092 Shah Alam,437,95.21,3,"N.31 Subang, N.32 Batu Tiga, N.33 Shahbandar Raya"
Selangor,P.108 Shah Alam,1974,P.080 Shah Alam,421,97.36,3,"N.22 Bukit Raja, N.23 Bandar Kelang, N.24 Kampong Jawa"
Selangor,P.108 Shah Alam,1959,P.073 Damansara,402,92.34,2,"N.17 Serdang, N.18 Bukit Raja"
Selangor,P.108 Shah Alam,1955,P.023 Selangor Tengah,771,92.84,0,
Selangor,P.109 Kapar,2018,P.109 Kapar,358,100.0,3,"N.42 Meru, N.43 Sementa, N.44 Selat Klang"
Selangor,P.109 Kapar,2003,P.109 Kapar,387,98.95,4,"N.42 Meru, N.43 Sementa, N.44 Sungai Pinang, N.45 Selat Klang"
Selangor,P.109 Kapar,1994,P.099 Kapar,519,99.47,3,"N.38 Meru, N.39 Sementa, N.40 Selat Klang"
Selangor,P.109 Kapar,1984,P.086 Kapar,627,80.91,3,"N.13 Jeram, N.14 Sementa, N.15 Selat Klang"
Selangor,P.109 Kapar,1984,P.092 Shah Alam,437,18.77,3,"N.31 Subang, N.32 Batu Tiga, N.33 Shahbandar Raya"
Selangor,P.109 Kapar,1974,P.079 Pelabohan Kelang,681,96.86,3,"N.19 Kapar, N.20 Sementa, N.21 Selat Kelang"
Selangor,P.109 Kapar,1959,P.067 Kapar,368,58.91,2,"N.05 Jeram, N.06 Sementa"
Selangor,P.109 Kapar,1959,P.074 Klang,585,39.38,2,"N.19 Port Swettenham, N.20 Kampong Jawa"
Selangor,P.109 Kapar,1955,P.023 Selangor Tengah,771,60.4,0,
Selangor,P.109 Kapar,1955,P.022 Selangor Barat,1111,39.38,0,
Selangor,P.110 Klang,2018,P.110 Klang,147,100.0,3,"N.45 Bandar Baru Klang, N.46 Pelabuhan Klang, N.47 Pandamaran"
Selangor,P.110 Klang,2003,P.110 Klang,149,82.23,3,"N.46 Pelabuhan Klang, N.47 Pandamaran, N.48 Kota Alam Shah"
Selangor,P.110 Klang,2003,P.109 Kapar,387,15.42,4,"N.42 Meru, N.43 Sementa, N.44 Sungai Pinang, N.45 Selat Klang"
Selangor,P.110 Klang,1994,P.099 Kapar,519,53.23,3,"N.38 Meru, N.39 Sementa, N.40 Selat Klang"
Selangor,P.110 Klang,1994,P.100 Klang,66,35.13,2,"N.41 Bandar Klang, N.42 Pelabuhan Klang"
Selangor,P.110 Klang,1984,P.086 Kapar,627,45.57,3,"N.13 Jeram, N.14 Sementa, N.15 Selat Klang"
Selangor,P.110 Klang,1984,P.093 Klang,253,45.39,3,"N.34 Klang Bandar, N.35 Telok Gadong, N.36 Pandamaran"
Selangor,P.110 Klang,1974,P.079 Pelabohan Kelang,681,84.48,3,"N.19 Kapar, N.20 Sementa, N.21 Selat Kelang"
Selangor,P.110 Klang,1974,P.080 Shah Alam,421,14.58,3,"N.22 Bukit Raja, N.23 Bandar Kelang, N.24 Kampong Jawa"
Selangor,P.110 Klang,1959,P.074 Klang,585,84.24,2,"N.19 Port Swettenham, N.20 Kampong Jawa"
Selangor,P.110 Klang,1959,P.067 Kapar,368,11.03,2,"N.05 Jeram, N.06 Sementa"
Selangor,P.110 Klang,1955,P.022 Selangor Barat,1111,85.17,0,
Selangor,P.110 Klang,1955,P.023 Selangor Tengah,771,14.83,0,
Selangor,P.111 Kota Raja,2018,P.111 Kota Raja,143,100.0,3,"N.48 Sentosa, N.49 Sungai Kandis, N.50 Kota Kemuning"
Selangor,P.111 Kota Raja,2003,P.111 Kota Raja,132,90.8,2,"N.49 Seri Andalas, N.50 Sri Muda"
Selangor,P.111 Kota Raja,1994,P.098 Shah Alam,193,91.8,3,"N.35 Batu Tiga, N.36 Sungai Renggam, N.37 Kota Raja"
Selangor,P.111 Kota Raja,1984,P.092 Shah Alam,437,96.07,3,"N.31 Subang, N.32 Batu Tiga, N.33 Shahbandar Raya"
Selangor,P.111 Kota Raja,1974,P.080 Shah Alam,421,92.35,3,"N.22 Bukit Raja, N.23 Bandar Kelang, N.24 Kampong Jawa"
Selangor,P.111 Kota Raja,1959,P.074 Klang,585,76.21,2,"N.19 Port Swettenham, N.20 Kampong Jawa"
Selangor,P.111 Kota Raja,1959,P.073 Damansara,402,17.06,2,"N.17 Serdang, N.18 Bukit Raja"
Selangor,P.111 Kota Raja,1955,P.022 Selangor Barat,1111,82.55,0,
Selangor,P.111 Kota Raja,1955,P.023 Selangor Tengah,771,17.06,0,
Selangor,P.112 Kuala Langat,2018,P.112 Kuala Langat,576,100.0,3,"N.51 Sijangkang, N.52 Banting, N.53 Morib"
Selangor,P.112 Kuala Langat,2003,P.112 Kuala Langat,577,97.91,3,"N.51 Sijangkang, N.52 Teluk Datuk, N.53 Morib"
Selangor,P.112 Kuala Langat,1994,P.101 Kuala Langat,559,92.14,3,"N.43 Sijangkang, N.44 Teluk Datuk, N.45 Morib"
Selangor,P.112 Kuala Langat,1984,P.094 Kuala Langat,513,64.92,3,"N.37 Panglima Garang, N.38 Morib, N.39 Banting"
Selangor,P.112 Kuala Langat,1984,P.093 Klang,253,29.12,3,"N.34 Klang Bandar, N.35 Telok Gadong, N.36 Pandamaran"
Selangor,P.112 Kuala Langat,1974,P.082 Kuala Langat,475,64.11,3,"N.28 Panglima Garang, N.29 Banting, N.30 Morib"
Selangor,P.112 Kuala Langat,1974,P.079 Pelabohan Kelang,681,29.24,3,"N.19 Kapar, N.20 Sementa, N.21 Selat Kelang"
Selangor,P.112 Kuala Langat,1959,P.075 Kuala Langat,526,68.98,2,"N.21 Telok Datoh, N.22 Morib"
Selangor,P.112 Kuala Langat,1959,P.074 Klang,585,29.7,2,"N.19 Port Swettenham, N.20 Kampong Jawa"
Selangor,P.112 Kuala Langat,1955,P.022 Selangor Barat,1111,98.68,0,
Selangor,P.113 Sepang,2018,P.113 Sepang,834,100.0,3,"N.54 Tanjong Sepat, N.55 Dengkil, N.56 Sungai Pelek"
Selangor,P.113 Sepang,2003,P.113 Sepang,847,98.73,3,"N.54 Tanjong Sepat, N.55 Dengkil, N.56 Sungai Pelek"
Selangor,P.113 Sepang,1994,P.102 Sepang,938,99.27,3,"N.46 Batu Laut, N.47 Dengkil, N.48 Sungai Pelik"
Selangor,P.113 Sepang,1984,P.095 Sepang,828,83.02,3,"N.40 Dengkil, N.41 Sungai Pelik, N.42 Batu Laut"
Selangor,P.113 Sepang,1984,P.094 Kuala Langat,513,16.38,3,"N.37 Panglima Garang, N.38 Morib, N.39 Banting"
Selangor,P.113 Sepang,1974,P.083 Sepang,884,88.51,3,"N.31 Dengkil, N.32 Sungai Pelek, N.33 Batu Laut"
Selangor,P.113 Sepang,1974,P.082 Kuala Langat,475,11.36,3,"N.28 Panglima Garang, N.29 Banting, N.30 Morib"
Selangor,P.113 Sepang,1959,P.076 Sepang,808,83.74,2,"N.23 Dengkil, N.24 Sungei Rawang"
Selangor,P.113 Sepang,1959,P.075 Kuala Langat,526,14.1,2,"N.21 Telok Datoh, N.22 Morib"
Selangor,P.113 Sepang,1955,P.021 Langat,1599,85.58,0,
Selangor,P.113 Sepang,1955,P.022 Selangor Barat,1111,14.1,0,
W.P. Kuala Lumpur,P.114 Kepong,2018,P.114 Kepong,11,100.0,0,
W.P. Kuala Lumpur,P.114 Kepong,2003,P.114 Kepong,11,95.52,0,
W.P. Kuala Lumpur,P.114 Kepong,1994,P.103 Kepong,17,92.6,0,
W.P. Kuala Lumpur,P.114 Kepong,1984,P.096 Kepong,29,98.39,0,
W.P. Kuala Lumpur,P.114 Kepong,1974,P.084 Kepong,38,97.53,0,
Selangor,P.114 Kepong,1959,P.066 Batu,229,100.0,2,"N.03 Kepong, N.04 Penchala"
Selangor,P.114 Kepong,1955,P.017 Kuala Lumpur Barat,291,100.0,0,
W.P. Kuala Lumpur,P.115 Batu,2018,P.115 Batu,20,100.0,0,
W.P. Kuala Lumpur,P.115 Batu,2003,P.115 Batu,23,96.3,0,
W.P. Kuala Lumpur,P.115 Batu,1994,P.104 Batu,22,87.45,0,
W.P. Kuala Lumpur,P.115 Batu,1994,P.106 Segambut,49,10.0,0,
W.P. Kuala Lumpur,P.115 Batu,1984,P.097 Batu,39,68.39,0,
W.P. Kuala Lumpur,P.115 Batu,1984,P.096 Kepong,29,30.74,0,
W.P. Kuala Lumpur,P.115 Batu,1974,P.084 Kepong,38,92.64,0,
Selangor,P.115 Batu,1959,P.066 Batu,229,66.02,2,"N.03 Kepong, N.04 Penchala"
Selangor,P.115 Batu,1959,P.070 Setapak,311,33.46,2,"N.11 Ampang, N.12 Sentul"
Selangor,P.115 Batu,1955,P.017 Kuala Lumpur Barat,291,66.02,0,
Selangor,P.115 Batu,1955,P.018 Kuala Lumpur Timor,330,33.98,0,
W.P. Kuala Lumpur,P.116 Wangsa Maju,2018,P.116 Wangsa Maju,16,100.0,0,
W.P. Kuala Lumpur,P.116 Wangsa Maju,2003,P.116 Wangsa Maju,13,85.11,0,
W.P. Kuala Lumpur,P.116 Wangsa Maju,2003,P.115 Batu,23,13.25,0,
W.P. Kuala Lumpur,P.116 Wangsa Maju,1994,P.105 Wangsa Maju,26,76.72,0,
W.P. Kuala Lumpur,P.116 Wangsa Maju,1994,P.104 Batu,22,22.31,0,
W.P. Kuala Lumpur,P.116 Wangsa Maju,1984,P.097 Batu,39,98.28,0,
W.P. Kuala Lumpur,P.116 Wangsa Maju,1974,P.085 Setapak,45,96.77,0,
Selangor,P.116 Wangsa Maju,1959,P.070 Setapak,311,100.0,2,"N.11 Ampang, N.12 Sentul"
Selangor,P.116 Wangsa Maju,1955,P.018 Kuala Lumpur Timor,330,100.0,0,
W.P. Kuala Lumpur,P.117 Segambut,2018,P.117 Segambut,51,100.0,0,
W.P. Kuala Lumpur,P.117 Segambut,2003,P.117 Segambut,52,97.88,0,
W.P. Kuala Lumpur,P.117 Segambut,1994,P.106 Segambut,49,87.56,0,
W.P. Kuala Lumpur,P.117 Segambut,1994,P.103 Kepong,17,11.53,0,
W.P. Kuala Lumpur,P.117 Segambut,1984,P.100 Lembah Pantai,62,75.37,0,
W.P. Kuala Lumpur,P.117 Segambut,1984,P.096 Kepong,29,22.98,0,
W.P. Kuala Lumpur,P.117 Segambut,1974,P.086 Damansara,70,86.11,0,
W.P. Kuala Lumpur,P.117 Segambut,1974,P.084 Kepong,38,12.87,0,
Selangor,P.117 Segambut,1959,P.066 Batu,229,98.22,2,"N.03 Kepong, N.04 Penchala"
Selangor,P.117 Segambut,1955,P.017 Kuala Lumpur Barat,291,98.5,0,
W.P. Kuala Lumpur,P.118 Setiawangsa,2018,P.118 Setiawangsa,16,100.0,0,
W.P. Kuala Lumpur,P.118 Setiawangsa,2003,P.118 Setiawangsa,17,99.37,0,
W.P. Kuala Lumpur,P.118 Setiawangsa,1994,P.105 Wangsa Maju,26,79.95,0,
W.P. Kuala Lumpur,P.118 Setiawangsa,1994,P.107 Titiwangsa,17,19.6,0,
W.P. Kuala Lumpur,P.118 Setiawangsa,1984,P.097 Batu,39,49.85,0,
W.P. Kuala Lumpur,P.118 Setiawangsa,1984,P.098 Titiwangsa,20,49.76,0,
W.P. Kuala Lumpur,P.118 Setiawangsa,1974,P.085 Setapak,45,99.25,0,
Selangor,P.118 Setiawangsa,1959,P.070 Setapak,311,98.19,2,"N.11 Ampang, N.12 Sentul"
Selangor,P.118 Setiawangsa,1955,P.018 Kuala Lumpur Timor,330,100.0,0,
W.P. Kuala Lumpur,P.119 Titiwangsa,2018,P.119 Titiwangsa,14,100.0,0,
W.P. Kuala Lumpur,P.119 Titiwangsa,2003,P.119 Titiwangsa,14,98.41,0,
W.P. Kuala Lumpur,P.119 Titiwangsa,1994,P.107 Titiwangsa,17,94.25,0,
W.P. Kuala Lumpur,P.119 Titiwangsa,1984,P.098 Titiwangsa,20,80.29,0,
W.P. Kuala Lumpur,P.119 Titiwangsa,1984,P.102 Sungai Besi,52,16.25,0,
W.P. Kuala Lumpur,P.119 Titiwangsa,1974,P.085 Setapak,45,77.53,0,
W.P. Kuala Lumpur,P.119 Titiwangsa,1974,P.087 Kuala Lumpur Bandar,11,16.84,0,
Selangor,P.119 Titiwangsa,1959,P.072 Bukit Bintang,19,66.49,2,"N.15 Bukit Nanas, N.16 Kampong Bahru"
Selangor,P.119 Titiwangsa,1959,P.070 Setapak,311,33.23,2,"N.11 Ampang, N.12 Sentul"
Selangor,P.119 Titiwangsa,1955,P.018 Kuala Lumpur Timor,330,99.72,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,2018,P.120 Bukit Bintang,21,100.0,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,2003,P.120 Bukit Bintang,16,74.36,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,2003,P.122 Seputeh,21,16.73,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,1994,P.108 Bukit Bintang,15,70.77,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,1994,P.110 Seputeh,20,17.29,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,1984,P.101 Seputeh,30,52.25,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,1984,P.099 Bukit Bintang,10,36.26,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,1974,P.086 Damansara,70,35.77,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,1974,P.087 Kuala Lumpur Bandar,11,31.11,0,
W.P. Kuala Lumpur,P.120 Bukit Bintang,1974,P.088 Sungai Besi,78,30.97,0,
Selangor,P.120 Bukit Bintang,1959,P.071 Bungsar,62,55.61,2,"N.13 Pantai, N.14 Salak"
Selangor,P.120 Bukit Bintang,1959,P.072 Bukit Bintang,19,30.76,2,"N.15 Bukit Nanas, N.16 Kampong Bahru"
Selangor,P.120 Bukit Bintang,1959,P.073 Damansara,402,10.25,2,"N.17 Serdang, N.18 Bukit Raja"
Selangor,P.120 Bukit Bintang,1955,P.017 Kuala Lumpur Barat,291,58.99,0,
Selangor,P.120 Bukit Bintang,1955,P.018 Kuala Lumpur Timor,330,30.76,0,
Selangor,P.120 Bukit Bintang,1955,P.023 Selangor Tengah,771,10.25,0,
W.P. Kuala Lumpur,P.121 Lembah Pantai,2018,P.121 Lembah Pantai,19,100.0,0,
W.P. Kuala Lumpur,P.121 Lembah Pantai,2003,P.121 Lembah Pantai,21,91.3,0,
W.P. Kuala Lumpur,P.121 Lembah Pantai,1994,P.109 Lembah Pantai,21,87.86,0,
W.P. Kuala Lumpur,P.121 Lembah Pantai,1984,P.100 Lembah Pantai,62,96.84,0,
W.P. Kuala Lumpur,P.121 Lembah Pantai,1974,P.086 Damansara,70,79.89,0,
W.P. Kuala Lumpur,P.121 Lembah Pantai,1974,P.088 Sungai Besi,78,18.82,0,
Selangor,P.121 Lembah Pantai,1959,P.071 Bungsar,62,69.49,2,"N.13 Pantai, N.14 Salak"
Selangor,P.121 Lembah Pantai,1959,P.066 Batu,229,18.52,2,"N.03 Kepong, N.04 Penchala"
Selangor,P.121 Lembah Pantai,1959,P.073 Damansara,402,11.99,2,"N.17 Serdang, N.18 Bukit Raja"
Selangor,P.121 Lembah Pantai,1955,P.017 Kuala Lumpur Barat,291,88.01,0,
Selangor,P.121 Lembah Pantai,1955,P.023 Selangor Tengah,771,11.99,0,
W.P. Kuala Lumpur,P.122 Seputeh,2018,P.122 Seputeh,31,100.0,0,
W.P. Kuala Lumpur,P.122 Seputeh,2003,P.122 Seputeh,21,57.04,0,
W.P. Kuala Lumpur,P.122 Seputeh,2003,P.124 Bandar Tun Razak,37,33.8,0,
W.P. Kuala Lumpur,P.122 Seputeh,1994,P.110 Seputeh,20,53.28,0,
W.P. Kuala Lumpur,P.122 Seputeh,1994,P.112 Bandar Tun Razak,39,37.04,0,
W.P. Kuala Lumpur,P.122 Seputeh,1984,P.101 Seputeh,30,53.6,0,
W.P. Kuala Lumpur,P.122 Seputeh,1984,P.102 Sungai Besi,52,35.72,0,
W.P. Kuala Lumpur,P.122 Seputeh,1974,P.088 Sungai Besi,78,91.64,0,
Selangor,P.122 Seputeh,1959,P.073 Damansara,402,85.5,2,"N.17 Serdang, N.18 Bukit Raja"
Selangor,P.122 Seputeh,1959,P.071 Bungsar,62,14.5,2,"N.13 Pantai, N.14 Salak"
Selangor,P.122 Seputeh,1955,P.023 Selangor Tengah,771,85.5,0,
Selangor,P.122 Seputeh,1955,P.017 Kuala Lumpur Barat,291,14.5,0,
W.P. Kuala Lumpur,P.123 Cheras,2018,P.123 Cheras,16,100.0,0,
W.P. Kuala Lumpur,P.123 Cheras,2003,P.123 Cheras,14,87.42,0,
W.P. Kuala Lumpur,P.123 Cheras,2003,P.124 Bandar Tun Razak,37,10.46,0,
W.P. Kuala Lumpur,P.123 Cheras,1994,P.111 Cheras,14,85.38,0,
W.P. Kuala Lumpur,P.123 Cheras,1994,P.112 Bandar Tun Razak,39,11.53,0,
W.P. Kuala Lumpur,P.123 Cheras,1984,P.102 Sungai Besi,52,75.58,0,
W.P. Kuala Lumpur,P.123 Cheras,1984,P.099 Bukit Bintang,10,12.58,0,
W.P. Kuala Lumpur,P.123 Cheras,1984,P.101 Seputeh,30,11.45,0,
W.P. Kuala Lumpur,P.123 Cheras,1974,P.088 Sungai Besi,78,84.4,0,
W.P. Kuala Lumpur,P.123 Cheras,1974,P.087 Kuala Lumpur Bandar,11,13.14,0,
Selangor,P.123 Cheras,1959,P.071 Bungsar,62,74.88,2,"N.13 Pantai, N.14 Salak"
Selangor,P.123 Cheras,1959,P.073 Damansara,402,11.95,2,"N.17 Serdang, N.18 Bukit Raja"
Selangor,P.123 Cheras,1959,P.072 Bukit Bintang,19,11.75,2,"N.15 Bukit Nanas, N.16 Kampong Bahru"
Selangor,P.123 Cheras,1955,P.017 Kuala Lumpur Barat,291,74.88,0,
Selangor,P.123 Cheras,1955,P.018 Kuala Lumpur Timor,330,13.17,0,
Selangor,P.123 Cheras,1955,P.023 Selangor Tengah,771,11.95,0,
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,2018,P.124 Bandar Tun Razak,24,100.0,0,
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,2003,P.124 Bandar Tun Razak,37,99.07,0,
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1994,P.112 Bandar Tun Razak,39,97.79,0,
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1984,P.102 Sungai Besi,52,98.59,0,
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1974,P.088 Sungai Besi,78,99.12,0,
Selangor,P.124 Bandar Tun Razak,1959,P.073 Damansara,402,62.24,2,"N.17 Serdang, N.18 Bukit Raja"
Selangor,P.124 Bandar Tun Razak,1959,P.071 Bungsar,62,28.52,2,"N.13 Pantai, N.14 Salak"
Selangor,P.124 Bandar Tun Razak,1955,P.023 Selangor Tengah,771,62.24,0,
Selangor,P.124 Bandar Tun Razak,1955,P.017 Kuala Lumpur Barat,291,28.52,0,
W.P. Putrajaya,P.125 Putrajaya,2018,P.125 Putrajaya,48,100.0,0,
W.P. Putrajaya,P.125 Putrajaya,2003,P.125 Putrajaya,49,100.0,0,
Selangor,P.125 Putrajaya,1994,P.102 Sepang,938,100.0,3,"N.46 Batu Laut, N.47 Dengkil, N.48 Sungai Pelik"
Selangor,P.125 Putrajaya,1984,P.095 Sepang,828,100.0,3,"N.40 Dengkil, N.41 Sungai Pelik, N.42 Batu Laut"
Selangor,P.125 Putrajaya,1974,P.083 Sepang,884,100.0,3,"N.31 Dengkil, N.32 Sungai Pelek, N.33 Batu Laut"
Selangor,P.125 Putrajaya,1959,P.076 Sepang,808,100.0,2,"N.23 Dengkil, N.24 Sungei Rawang"
Selangor,P.125 Putrajaya,1955,P.021 Langat,1599,100.0,0,
Negeri Sembilan,P.126 Jelebu,2018,P.126 Jelebu,1740,100.0,4,"N.01 Chennah, N.02 Pertang, N.03 Sungai Lui, N.04 Klawang"
Negeri Sembilan,P.126 Jelebu,2003,P.126 Jelebu,1686,96.77,4,"N.01 Chennah, N.02 Pertang, N.03 Sungai Lui, N.04 Klawang"
Negeri Sembilan,P.126 Jelebu,1994,P.113 Jelebu,1683,96.57,4,"N.01 Chennah, N.02 Klawang, N.03 Pertang, N.04 Sungai Lui"
Negeri Sembilan,P.126 Jelebu,1984,P.103 Jelebu,1677,95.93,4,"N.01 Peradong, N.02 Klawang, N.03 Pertang, N.04 Sungai Lui"
Negeri Sembilan,P.126 Jelebu,1974,P.089 Jelebu,2062,99.36,4,"N.01 Kuala Klawang, N.02 Pertang, N.03 Bahau, N.04 Jempol"
Negeri Sembilan,P.126 Jelebu,1959,P.083 Jelebu-Jempol,3010,99.57,5,"N.17 Kuala Klawang, N.18 Pertang, N.19 Bahau, N.20 Rompin, N.21 Jempol"
Negeri Sembilan,P.126 Jelebu,1955,P.024 Negri Sembilan Utara,3903,99.67,0,
Negeri Sembilan,P.127 Jempol,2018,P.127 Jempol,1129,100.0,4,"N.05 Serting, N.06 Palong, N.07 Jeram Padang, N.08 Bahau"
Negeri Sembilan,P.127 Jempol,2003,P.127 Jempol,1177,99.4,4,"N.05 Serting, N.06 Palong, N.07 Jeram Padang, N.08 Bahau"
Negeri Sembilan,P.127 Jempol,1994,P.114 Jempol,1213,99.44,4,"N.05 Serting, N.06 Bahau, N.07 Jeram Padang, N.08 Palong"
Negeri Sembilan,P.127 Jempol,1984,P.104 Jempol,1205,90.94,4,"N.05 Serting, N.06 Batu Kikir, N.07 Bahau, N.08 Palong"
Negeri Sembilan,P.127 Jempol,1974,P.094 Tampin,1775,67.6,4,"N.21 Kota, N.22 Gemencheh, N.23 Gemas, N.24 Rompin"
Negeri Sembilan,P.127 Jempol,1974,P.089 Jelebu,2062,19.73,4,"N.01 Kuala Klawang, N.02 Pertang, N.03 Bahau, N.04 Jempol"
Negeri Sembilan,P.127 Jempol,1974,P.092 Kuala Pilah,1064,12.56,4,"N.13 Seri Menanti, N.14 Ulu Muar, N.15 Pilah, N.16 Johol"
Negeri Sembilan,P.127 Jempol,1959,P.083 Jelebu-Jempol,3010,99.83,5,"N.17 Kuala Klawang, N.18 Pertang, N.19 Bahau, N.20 Rompin, N.21 Jempol"
Negeri Sembilan,P.127 Jempol,1955,P.024 Negri Sembilan Utara,3903,99.86,0,
Negeri Sembilan,P.128 Seremban,2018,P.128 Seremban,494,100.0,6,"N.09 Lenggeng, N.10 Nilai, N.11 Lobak, N.12 Temiang, N.13 Sikamat, N.14 Ampangan"
