state,parlimen,ballot_order,name,candidate_uid,party,party_uid,votes
Kelantan,P.023 Tanah Merah,1,Hussein Bin Mahmood,1129,BN,25,14509
Kelantan,P.023 Tanah Merah,2,Hanafi Bin Haji Daud,1401,PAS,3,10959
Kelantan,P.024 Machang,1,Yaacob Bin Haji Yusoff,1402,PAS,3,10624
Kelantan,P.024 Machang,2,Mohd. Kassim @ Yahya Bin Ahmad,1403,BN,25,13224
Kelantan,P.025 Pasir Puteh,1,Wan Mohd. Najib Bin Wan Mohamed,1404,BN,25,14844
Kelantan,P.025 Pasir Puteh,2,Mohd. Noor B. Mohamed,280,BEBAS,1,348
Kelantan,P.025 Pasir Puteh,3,Ismail Bin Hj. Che Ibrahim,1405,PAS,3,11723
Kelantan,P.026 Kuala Krai,1,Mohd. Zahari Bin Awang,1406,PAS,3,8804
Kelantan,P.026 Kuala Krai,2,Nik Hussain Bin Andul Rahman,1407,BN,25,10896
Kelantan,P.027 Ulu Kelantan,1,Tengku Razaleigh Bin Tengki Mohd. Hamzah,872,BN,25,15573
Kelantan,P.027 Ulu Kelantan,2,Haji Hassan Bin Mat Saman,1408,PAS,3,9810
Terengganu,P.028 Besut,1,Che Man Bin Che Mud,1409,PAS,3,12752
Terengganu,P.028 Besut,2,Ibrahim Bin Abdul Rahman,251,BN,25,16753
Terengganu,P.029 Ulu Nerus,1,Mamat Abd. Rahman,1410,BN,25,15446
Terengganu,P.029 Ulu Nerus,2,Lukman Bin Abdul Kadir,874,PAS,3,8753
Terengganu,P.030 Ulu Terengganu,1,Ahmad Bin Awang,1411,PAS,3,10329
Terengganu,P.030 Ulu Terengganu,2,Alias Md. Ali,1412,BN,25,12771
Terengganu,P.031 Kuala Nerus,1,Mohamad Bin Mahmud,1413,BEBAS,1,719
Terengganu,P.031 Kuala Nerus,2,Ibrahim Bin Hassan,1170,BN,25,13325
Terengganu,P.031 Kuala Nerus,3,Hassan Bin Ali,1414,PAS,3,11957
Terengganu,P.032 Kuala Terengganu,1,Syed Shafie Bin Tuan Baharu,605,PSRM,26,1231
Terengganu,P.032 Kuala Terengganu,2,Wan Musa Bin Embong,1415,PAS,3,13078
Terengganu,P.032 Kuala Terengganu,3,Abdul Maman Bin Othman,1416,BN,25,18545
Terengganu,P.033 Dungun,1,Awang Bin Jabar,1417,BN,25,13447
Terengganu,P.033 Dungun,2,Abdul Hamed Bin Embong,1418,PSRM,26,337
Terengganu,P.033 Dungun,3,Abdul Haji Hj. Awang,1419,PAS,3,10172
Terengganu,P.034 Kemaman,1,Ahmad Sukbi Bin Hj. Abd. Latif,1420,PAS,3,9950
Terengganu,P.034 Kemaman,2,Ismail @ Mansor Said,1144,BN,25,16582
Pulau Pinang,P.035 Kepala Batas,1,Abdullah Bin Haji Ahmad,2655,BN,25,16759
Pulau Pinang,P.035 Kepala Batas,2,Khoo Soo Hoe,1421,DAP,18,3589
Pulau Pinang,P.035 Kepala Batas,3,Mohamad Bin Sabu,1422,PAS,3,4115
Pulau Pinang,P.036 Mata Kuching,1,Goh Sign Khoon,1423,DAP,18,14839
Pulau Pinang,P.036 Mata Kuching,2,Raja Ahmed Bin Raja Shahabudin,1424,BEBAS,1,1626
Pulau Pinang,P.036 Mata Kuching,3,Dr Ling Liong Sik,1147,BN,25,26995
Pulau Pinang,P.037 Permatang Pauh,1,Tan Ah Huat,1425,DAP,18,1825
Pulau Pinang,P.037 Permatang Pauh,2,Haji Zabidi Bin Hj. Ali,2,PAS,3,4497
Pulau Pinang,P.037 Permatang Pauh,3,Anwar Bin Ibrahim,1426,BN,25,18849
Pulau Pinang,P.038 Bukit Mertajam,1,Seow Hun Khim @ Seow Hung Chuan,1149,BN,25,22226
Pulau Pinang,P.038 Bukit Mertajam,2,Khoo Sim Geok @ Khoo Chin Tow,707,DAP,18,17506
Pulau Pinang,P.039 Nibong Tebal,1,Goh Cheng Teik @ Goh Keat Lim,1427,BN,25,18256
Pulau Pinang,P.039 Nibong Tebal,2,Tan Yam Soon,1428,DAP,18,8231
Pulau Pinang,P.040 Balik Pulau,1,Kassim @ Osman Ahmad,881,PSRM,26,15944
Pulau Pinang,P.040 Balik Pulau,2,Samsury Bin Md. Saleh,1429,BN,25,21879
Pulau Pinang,P.041 Bukit Bendera,1,Goi Hock Seng,906,DAP,18,27440
Pulau Pinang,P.041 Bukit Bendera,2,Tan Koon Teik,1430,BN,25,22649
Pulau Pinang,P.042 Tanjong,1,Chian Heng Kai @ Chin Soo Ha,1189,DAP,18,21560
Pulau Pinang,P.042 Tanjong,2,Dr Koh Tsu Koon,1431,BN,25,22394
Pulau Pinang,P.042 Tanjong,3,Yeap Ghim Guan,903,SDP,33,464
Pulau Pinang,P.043 Jelutong,1,Ooi Ean Kwong,1432,BN,25,23603
Pulau Pinang,P.043 Jelutong,2,Karpal Singh A/L Ram Singh,848,DAP,18,29099
Perak,P.044 Gerik,1,Ibrahim Bin Ariffin,1433,PAS,3,5202
Perak,P.044 Gerik,2,Mohd. Tajol Rosli Bin Mohd. Ghazali,1164,BN,25,13355
Perak,P.045 Larut,1,Ahmad Bin Yusoh,1434,PAS,3,4888
Perak,P.045 Larut,2,Kamaruddin Bin Mat Isa,1435,BN,25,13580
Perak,P.046 Parit Buntar,1,Abdul Rahman Bin Suliman,1436,BN,25,16758
Perak,P.046 Parit Buntar,2,Hj. Ahmad Hasan Salahuddin Bin Hj. Mohd. Khalil,1437,PAS,3,11492
Perak,P.047 Bagan Serai,1,Zainal Abidin Bin Zin,1438,BN,25,16151
Perak,P.047 Bagan Serai,2,Abdul Kader Kahar,1439,PAS,3,9708
Perak,P.048 Sungai Siput,1,Sellapan A/L Thevarayan Chettiar,1440,DAP,18,7033
Perak,P.048 Sungai Siput,2,Dato' S. Samy Vellu A/L Sangalimuthu,1172,BN,25,14930
Perak,P.048 Sungai Siput,3,Ahmad Zawazi Bin Ibrahim,1441,PAS,3,1164
Perak,P.049 Taiping,1,Dato' Leong Sonny @ Dato' Leong Khee Seong,1442,BN,25,25841
Perak,P.049 Taiping,2,Kong Cheok Wan @ Kong Cheok Seng,1443,DAP,18,10563
Perak,P.049 Taiping,3,Mohamad Bin Haji Junid,1165,PAS,3,2726
Perak,P.050 Matang,1,Zainal Abidin Bin Ahmad,1444,DAP,18,5268
Perak,P.050 Matang,2,Abdullah Bin Hassan,1445,PAS,3,4529
Perak,P.050 Matang,3,Mohamad Razlan Bin Haji Abdul Hamid,1446,BN,25,15687
Perak,P.051 Padang Rengas,1,Saidin Bin Mat Piah,1447,BN,25,12885
Perak,P.051 Padang Rengas,2,Abdul Hadifz Bin Hj. Othman,1448,PAS,3,6045
Perak,P.052 Kuala Kangsar,1,Muhammad Bin Harun @ Mohd. Nor Bin Haron,1449,PAS,3,2867
Perak,P.052 Kuala Kangsar,2,V. Harikrishnan A/L Velappan @ Aidry,1450,DAP,18,3603
Perak,P.052 Kuala Kangsar,3,Rafidah Bt. Ab. Aziz,1228,BN,25,12159
Perak,P.053 Kinta,1,Soong Chok Tak,1451,DAP,18,17356
Perak,P.053 Kinta,2,Shaharussin Bin Dahalan,1452,PEKEMAS,27,619
Perak,P.053 Kinta,3,Lim Teang Seng,1453,BN,25,30229
Perak,P.053 Kinta,4,Mohamed @ Mohamed Termizi Bin Mahmood,1454,PAS,3,2385
Perak,P.054 Ipoh,1,Leong Wai Man,1455,BEBAS,1,1297
Perak,P.054 Ipoh,2,Chin Yan Oon @ Chin Guan Oon,1456,BN,25,29022
Perak,P.054 Ipoh,3,Lim Cho Hock,643,DAP,18,23700
Perak,P.055 Menglembu,1,Yew Foo Weng,1457,BN,25,27189
Perak,P.055 Menglembu,2,Lau Dak Kee,955,DAP,18,24412
Perak,P.056 Beruas,1,Chen Wing Sum,513,BN,25,14922
Perak,P.056 Beruas,2,Yusoff Bin Kassim,1458,PAS,3,1244
Perak,P.056 Beruas,3,Quek Koh Hia @ Quek Swee Siang,1280,DAP,18,7490
Perak,P.057 Parit,1,Ahmad Hambal Bin Yeop Majlis,1459,BN,25,16020
Perak,P.057 Parit,2,Othman Bin Itam Karib,1460,PAS,3,8756
Perak,P.058 Batu Gajah,1,Liew Ah Kim,1461,DAP,18,15686
Perak,P.058 Batu Gajah,2,Ban Hon Keong @ Wan Hon Keong,1462,BN,25,19156
Perak,P.059 Batang Padang,1,Azharul Abidin Bin Haji. Abd. Rahim,938,BN,25,14297
Perak,P.059 Batang Padang,2,Ibrahim Bin Singgeh,944,DAP,18,6847
Perak,P.060 Lumut,1,Mohamed Salleh B. Mohd. Gaus,1463,PAS,3,1147
Perak,P.060 Lumut,2,Ng Cheng Kuai,1464,BN,25,14586
Perak,P.060 Lumut,3,Ding Chek Ming @ Ting Chek Ming,1465,DAP,18,12875
Perak,P.061 Hilir Perak,1,Hj. Ahmad Bin Hj. Abdul Majid,1466,PAS,3,6058
Perak,P.061 Hilir Perak,2,Megat Junid Bin Megat Ayob,1467,BN,25,16582
Perak,P.062 Telok Anson,1,Chan Fu King,650,DAP,18,12643
Perak,P.062 Telok Anson,2,Haw Hew Kheong @ Au How Cheong,1468,BN,25,13475
Perak,P.062 Telok Anson,3,Shamsudin Bin Tamyis,1469,PAS,3,1265
Perak,P.063 Tanjung Malim,1,Zakaria Bin Abdul Manaf,1470,DAP,18,6996
Perak,P.063 Tanjung Malim,2,Mohd. Rus Bin Jaafar,636,PAS,3,2025
Perak,P.063 Tanjung Malim,3,Mak Hoon Ting @ Mak Hon Kam,1471,BN,25,18745
Perak,P.064 Bagan Datok,1,Yahya Bin Haji Zakaria,1472,BN,25,16568
Perak,P.064 Bagan Datok,2,Mohamad Aris Bin Bakri,1473,PAS,3,7763
Pahang,P.065 Lipis,1,Zaharin Bin Muhamad,1474,PAS,3,4145
Pahang,P.065 Lipis,2,Nachimutu A/L Sinnasamy @ Sinnagoundan,1475,DAP,18,5477
Pahang,P.065 Lipis,3,Muhammad Ghazali B. Shafie,1476,BN,25,15094
Pahang,P.066 Jerantut,1,Syed Ibrahim Bin Syed Abd. Rahman,1477,PAS,3,10872
Pahang,P.066 Jerantut,2,Wan Abu Bakar Bin Wan Mohamed,1478,BN,25,18675
Pahang,P.067 Kuantan,1,Tengku Alishahdan Bin Tengku Endut,1479,PAS,3,3395
Pahang,P.067 Kuantan,2,Lim Pan Chiang,1480,DAP,18,9022
Pahang,P.067 Kuantan,3,Abdul Rahim Bin Abu Bakar,1481,BN,25,20444
Pahang,P.068 Raub,1,Lip Ah Kow @ Lip Tuck Chee,1482,DAP,18,5600
Pahang,P.068 Raub,2,Loke Ah Kow @ Loke Koon Kam,1483,BEBAS,1,2099
Pahang,P.068 Raub,3,Tan Tiong Hong,979,BN,25,12287
Pahang,P.068 Raub,4,Tengku Puji Tengku Abdul Hamid,1484,PAS,3,3182
Pahang,P.069 Maran,1,Mohamed Khalil Bin Yacob,1485,BN,25,22495
Pahang,P.069 Maran,2,Haji Mohd. Alwi Bin Haji Abdul Hamid,1486,PAS,3,10868
Pahang,P.070 Bentong,1,Chan Siang Sun,237,BN,25,15091
Pahang,P.070 Bentong,2,Mohamed Basri Bin Mahidin,1487,BEBAS,1,3335
Pahang,P.070 Bentong,3,Liew Fatt Yuen,1021,DAP,18,11011
Pahang,P.071 Pekan,1,Mohamed Amin Bin Haji Daud,1488,BN,25,18648
Pahang,P.071 Pekan,2,Mohamed Rusdi Bin Arif,1217,PAS,3,7604
Pahang,P.072 Temerloh,1,Lim Ong Hang @ Nam Ong Han,1489,DAP,18,8906
Pahang,P.072 Temerloh,2,Ishak Bin Abdullah,1490,PAS,3,6885
Pahang,P.072 Temerloh,3,Sabbaruddin Chik,1491,BN,25,18162
Selangor,P.073 Sabak Bernam,1,Jamaluddin Bin Hj. Suhaimi,1219,BN,25,15707
Selangor,P.073 Sabak Bernam,2,Hassan Bin Hj. Shukri,1492,PAS,3,4140
Selangor,P.074 Tanjong Karang,1,Zaleha Binti Ismail,1493,BN,25,16396
Selangor,P.074 Tanjong Karang,2,Abdul Rahman B. Awang,1494,PAS,3,5337
Selangor,P.075 Ulu Selangor,1,Lee Hoo @ Lee Kim Sai,1495,BN,25,14138
Selangor,P.075 Ulu Selangor,2,Mohamed Arif Bin Dato' Haji Kamaruddin,1496,BEBAS,1,6761
Selangor,P.075 Ulu Selangor,3,Wong Kin Wah @ Wong Chang Yee,1497,BEBAS,1,5232
Selangor,P.075 Ulu Selangor,4,Pan Su Peng @ Pan Soo Pin,1498,DAP,18,2897
Selangor,P.076 Kuala Selangor,1,Sayan Bin Marbin,1499,PAS,3,2444
Selangor,P.076 Kuala Selangor,2,Ab. Rashid Bin Daud,1500,DAP,18,3110
Selangor,P.076 Kuala Selangor,3,Abu Hassan Bin Omar,1225,BN,25,21409
Selangor,P.077 Selayang,1,Rahmah Binti Osan,1502,BN,25,51353
Selangor,P.077 Selayang,2,Khalid Bin Siri,1503,PAS,3,5081
Selangor,P.077 Selayang,3,Lee Yee Lian,1504,DAP,18,20444
Selangor,P.078 Ulu Langat,1,Ahmad Bin Yusof,1505,PAS,3,2201
Selangor,P.078 Ulu Langat,2,Chow Poh Kheng,1229,BN,25,18152
Selangor,P.078 Ulu Langat,3,Zainal @ Jantan Bin Rampak,1506,DAP,18,9236
Selangor,P.079 Pelabohan Kelang,1,Govindaraj S/O Varadarajulu,1507,BN,25,25026
Selangor,P.079 Pelabohan Kelang,2,Nadarasa A/L Muthu Thamby @ Nadaraja,1508,DAP,18,13142
Selangor,P.079 Pelabohan Kelang,3,Abdullah Bin Hj. Hashim,1509,PAS,3,7385
Selangor,P.080 Shah Alam,1,Liew Sip Hon,675,BN,25,47020
Selangor,P.080 Shah Alam,2,Wee Sin Chuan @ Gwee Sin Chun,1510,DAP,18,24148
Selangor,P.081 Petaling,1,Yeoh Poh San @ Yang Po San,1511,BN,25,42710
Selangor,P.081 Petaling,2,Patto A/L Perumal,1512,DAP,18,37436
Selangor,P.082 Kuala Langat,1,Aishah Bt. Ghani @ Gani,1513,BN,25,20866
Selangor,P.082 Kuala Langat,2,Mohsinon Bin Haji Tahir,1514,PAS,3,6131
Selangor,P.083 Sepang,1,Abd. Jabar Bin Mohd. Yusof @ Jabar Bin Yusof,1515,BEBAS,1,9613
Selangor,P.083 Sepang,2,Mohamad Long Bin Saad,1516,PAS,3,573
Selangor,P.083 Sepang,3,Thai Ah Koh @ Ther Ah Koy,1517,BEBAS,1,148
Selangor,P.083 Sepang,4,Haji Mohamed Suhaimi Bin Dato Jahi Kamaruddin,1518,BN,25,16105
W.P. Kuala Lumpur,P.084 Kepong,1,Tan Seng Giaw  Tan Chun Tin,1238,DAP,18,29368
W.P. Kuala Lumpur,P.084 Kepong,2,Ishak Bin Ibrahim,1519,BEBAS,1,613
W.P. Kuala Lumpur,P.084 Kepong,3,Ker (Kerk) Kim Tim @ Kerk Choo Ting,1520,BN,25,28163
W.P. Kuala Lumpur,P.085 Setapak,1,Mohd. Isa Bin Mods. Ismail,1521,DAP,18,12649
W.P. Kuala Lumpur,P.085 Setapak,2,Mohammad Idris Mohammad Basari,1522,BN,25,32348
W.P. Kuala Lumpur,P.085 Setapak,3,Othman Bin Abdul Razak,1523,PAS,3,4452
W.P. Kuala Lumpur,P.086 Damansara,1,David A/L Vethamuthu,1524,DAP,18,20137
W.P. Kuala Lumpur,P.086 Damansara,2,Chin Khoon @ Tan Koon Swan,1525,BN,25,34659
W.P. Kuala Lumpur,P.086 Damansara,3,Ramli Bin Mohd. Yasin,1526,PAS,3,3527
W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,1,Lee Lam Thye,679,DAP,18,30854
W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,2,Wang Choon Wing @ Wong Soon Joong,1527,BN,25,12023
W.P. Kuala Lumpur,P.088 Sungai Besi,1,Kee Ah Mat @ Kee Yong Wee,1528,BN,25,34929
W.P. Kuala Lumpur,P.088 Sungai Besi,2,Chan Kok Kit @ Chan Kit,1245,DAP,18,40434
W.P. Kuala Lumpur,P.088 Sungai Besi,3,Megat Ahmad Sani Bin Megat Hashim,1529,BEBAS,1,969
Negeri Sembilan,P.089 Jelebu,1,Yaip Sen Kiong,1530,DAP,18,5477
Negeri Sembilan,P.089 Jelebu,2,Dato' Rais Yatim @ Mat Rais Jatin @ Yatim,991,BN,25,22279
Negeri Sembilan,P.089 Jelebu,3,Raja Aziz Bin Raja Karim,1531,PAS,3,1675
Negeri Sembilan,P.090 Mantin,1,Baharum Bin Ibrahim,1532,BEBAS,1,1539
Negeri Sembilan,P.090 Mantin,2,Hu Se Pang,1533,DAP,18,9177
Negeri Sembilan,P.090 Mantin,3,Lee Boon Peng @ Lee Boon Lin,1534,BN,25,20196
Negeri Sembilan,P.091 Seremban,1,Lee San Choon @ Lee Soo Seng,1535,BN,25,23258
Negeri Sembilan,P.091 Seremban,2,"Chen Man Hin, Dennis",1536,DAP,18,22413
Negeri Sembilan,P.092 Kuala Pilah,1,Othman Bin Hamzah,1537,PAS,3,4011
Negeri Sembilan,P.092 Kuala Pilah,2,Napsiah Bte Omar,1538,BN,25,19206
Negeri Sembilan,P.093 Teluk Kemang,1,Dato K. Pathmanaban @ K. Pathmanathan S/O Kunjamboo,1539,BN,25,18937
Negeri Sembilan,P.093 Teluk Kemang,2,Kathiah S/O Vadiveloo @ A.V. Kathaiah,1540,DAP,18,9922
Negeri Sembilan,P.094 Tampin,1,Azhari B Hamzah,1541,PAS,3,3065
Negeri Sembilan,P.094 Tampin,2,Loo Ah Man @ Loh Ming Chai,1542,DAP,18,6603
Negeri Sembilan,P.094 Tampin,3,Mokhtar Bin Hashim,1543,BN,25,27587
Melaka,P.095 Alor Gajah,1,Ab. Rahman Bin Hj. Hasan,1544,PAS,3,4340
Melaka,P.095 Alor Gajah,2,Mohd. Adib Bin Haji Mohd. Adam,1545,BN,25,25342
Melaka,P.095 Alor Gajah,3,Lim Swee,1546,DAP,18,5274
Melaka,P.096 Jasin,1,Salleh B. Ayob,1547,PAS,3,6432
Melaka,P.096 Jasin,2,Abdul Ghafar B. Baba,11,BN,25,27542
Melaka,P.097 Batu Berendam,1,Tan Sri Chong Hon Nyan,1262,BN,25,30938
Melaka,P.097 Batu Berendam,2,Jaliluddin Bin Hj. Abd. Wahid,1261,PAS,3,9333
Melaka,P.098 Kota Melaka,1,Chan Ah Kow @ Chan Teck Chan,1548,BN,25,24459
Melaka,P.098 Kota Melaka,2,Lim Kit Siang,698,DAP,18,29310
Johor,P.099 Labis,1,Bahari B. Harun,1549,BN,25,0
Johor,P.100 Segamat,1,Tan Tien Lim,1271,DAP,18,9925
Johor,P.100 Segamat,2,Hee Moi @ Hooi Kai,1550,BEBAS,1,683
Johor,P.100 Segamat,3,Subramaniam A/L Sinniah,1551,BN,25,20932
Johor,P.101 Kluang,1,Quah Wee Liam,1552,BN,25,23760
Johor,P.101 Kluang,2,Lee Kaw,708,DAP,18,17107
Johor,P.102 Tenggaroh,1,Khadri Bin Sabran,1553,BN,25,14093
Johor,P.102 Tenggaroh,2,Mokhtar Bin Haji Yahaya,1554,PAS,3,2528
Johor,P.103 Ledang,1,Ngah Bin A. Rahman,1555,BN,25,0
Johor,P.104 Pagoh,1,Mahiaddin Bin Md. Yasin,2797,BN,25,19035
Johor,P.104 Pagoh,2,Sumadi Bin Ahamd @ Ahamad,1556,PAS,3,2652
Johor,P.105 Ayer Hitam,1,Dato' Dr Hee Tien Lai @ Hee Ten Lai,1557,BN,25,21737
Johor,P.105 Ayer Hitam,2,Chan Yiek Nung @ Chan Heng Jib,1289,DAP,18,6085
Johor,P.106 Muar,1,Mohamed Bin Anang,1558,PAS,3,1851
Johor,P.106 Muar,2,Tan Yang Engai,1559,DAP,18,11991
Johor,P.106 Muar,3,Neo Yee Pan @ Lim Chye,1560,BN,25,27572
Johor,P.107 Rengam,1,Yap Ah Ngau,1561,DAP,18,16138
Johor,P.107 Rengam,2,Chin Hon Ngian,1020,BN,25,24529
Johor,P.108 Panti,1,Dato' Musa Bin Hitam,1265,BN,25,0
Johor,P.109 Sri Gading,1,Mustaffa Bin Mohd.,1562,BN,25,23369
Johor,P.109 Sri Gading,2,Ahmad Kailani Bin Kosnin,1563,PAS,3,3048
Johor,P.110 Semerah,1,Shariffah Dorah Binti Mohammed,1283,BN,25,25596
Johor,P.110 Semerah,2,Abdullah Bin Rahmat,1564,PAS,3,4034
Johor,P.111 Batu Pahat,1,Daud Bin Haji Taha,1565,BN,25,30220
Johor,P.111 Batu Pahat,2,Mohd. Jufri Bin Hj. Tahir,1566,PAS,3,4111
Johor,P.112 Pontian,1,Mokhtaram Bin Rabidin,1567,BN,25,0
Johor,P.113 Pulai,1,Dato' Mohamed Bin Rahmat,1029,BN,25,33861
Johor,P.113 Pulai,2,Abdullah Bin A. Hamid,1568,DAP,18,10105
Johor,P.114 Johor Bahru,1,A. Razak Bin A. Hamid,1569,PSRM,26,21288
Johor,P.114 Johor Bahru,2,Sharil Bin Ab. Samad,1570,BN,25,47825
Sabah,P.115 Marudu,1,Hj. Affendi Bin Tun Hj. Mohd. Faud Stephens,1571,BEBAS,1,7906
Sabah,P.115 Marudu,2,Datu Abdul Hamid @ Affandy Bin Tun Datu Haji Mustapha,1572,BN,25,5941
Sabah,P.116 Bandau,1,Ching Loi Shoon @ Peter,1573,BEBAS,1,1903
Sabah,P.116 Bandau,2,Newmnan Gaban,1574,BN,25,5224
Sabah,P.116 Bandau,3,Ignatius Stephen Malanjum,1307,PASOK,43,2110
Sabah,P.116 Bandau,4,Sylvester Chuan,1575,BEBAS,1,531
Sabah,P.116 Bandau,5,Datu Bidin B. Sarudin,1576,BEBAS,1,797
Sabah,P.117 Kota Belud,1,Ex. St. Majikon Bin Moluni,1577,PASOK,43,884
Sabah,P.117 Kota Belud,2,Mohammad Yahya Bin Lampong @ Yahya Lampong,1578,BEBAS,1,9952
Sabah,P.117 Kota Belud,3,Mohd. Yakin Bin Abd. Mumin,1579,BEBAS,1,419
Sabah,P.117 Kota Belud,4,Pendikar Amin Haji Mulia,1580,BN,25,5362
Sabah,P.117 Kota Belud,5,Jailin Bin Toh,1581,PUSAKA,36,80
Sabah,P.117 Kota Belud,6,Sisamsin Bin Bugan,1582,BEBAS,1,262
Sabah,P.118 Labuk Sugut,1,Hassan Alban Bin Hj. Sandukong,1583,BEBAS,1,6120
Sabah,P.118 Labuk Sugut,2,Ampong Bin Puyong,1584,BN,25,3955
Sabah,P.119 Tuaran,1,Madrus Bin Yunus,1585,BEBAS,1,485
Sabah,P.119 Tuaran,2,"Ongkili James Peter, Datuk",1586,BN,25,9606
Sabah,P.119 Tuaran,3,James Bin Arab,1587,PASOK,43,2944
Sabah,P.119 Tuaran,4,Alim Sugara @ Mohd Halim,1588,PUSAKA,36,272
Sabah,P.120 Kinabalu,1,Mark Koding,1302,BN,25,0
