state,parlimen,ballot_order,name,candidate_uid,party,party_uid,votes
Perlis,P.001 Padang Besar,1,Hisharuddin Bin Hassan,2288,PAS,3,6943
Perlis,P.001 Padang Besar,2,Baseri @ Azmi Bin Khalid,2289,BN,25,17013
Perlis,P.002 Kangar,1,Aziz Bin Shariff,2290,PAS,3,7600
Perlis,P.002 Kangar,2,Md. Isa Bin Sabu,2291,BN,25,18600
Perlis,P.003 Arau,1,Kamarudin Bin Ahmad,2292,BN,25,16266
Perlis,P.003 Arau,2,Saad @ Md. Zain Bin Hamzah,2293,S46,56,9337
Kedah,P.004 Langkawi,1,Radzi Bin Ahmad,2294,S46,56,3552
Kedah,P.004 Langkawi,2,Abu Bakar Bin Taib,2295,BN,25,11977
Kedah,P.005 Jerlun,1,Hanafi Bin Ramli,2296,BN,25,18012
Kedah,P.005 Jerlun,2,Halim Bin Arshat,1098,PAS,3,14436
Kedah,P.006 Kubang Pasu,1,Ahmad Bin Ma'Alim @ Mohd Alim,2297,PAS,3,7269
Kedah,P.006 Kubang Pasu,2,Mahathir Bin Mohamad,375,BN,25,24495
Kedah,P.007 Padang Tarap,1,Affifuddin Bin Haji Omar,1669,BN,25,11571
Kedah,P.007 Padang Tarap,2,Mustapha Kamal Bin Shahrom,2298,PAS,3,8898
Kedah,P.008 Pokok Sena,1,Wan Mohd. Hanafiah Bin Wan Mohd. Saman,2299,BN,25,25285
Kedah,P.008 Pokok Sena,2,Mahfuz Bin Haji Omar,2046,PAS,3,20667
Kedah,P.009 Alor Setar,1,Tunku Sofiah Binti Tunku Md Jewa,2300,S46,56,11278
Kedah,P.009 Alor Setar,2,Chor Chee Heung,1981,BN,25,28943
Kedah,P.010 Kuala Kedah,1,Karia @ Zakaria Bin Said @ Mohd Said,2301,BN,25,22209
Kedah,P.010 Kuala Kedah,2,Ali @ Fadzil Bin Md Noor,1100,PAS,3,19223
Kedah,P.011 Pendang,1,Mohamed Taulan Bin Mat Rasul,2302,PAS,3,18389
Kedah,P.011 Pendang,2,Othman Bin Abdul,1676,BN,25,20322
Kedah,P.012 Yan,1,Mohd Najib Fahami Bin Hj Yahaya,2303,PAS,3,12412
Kedah,P.012 Yan,2,Badruddin Bin Amiruldin,2304,BN,25,16755
Kedah,P.013 Sik,1,Abdul Hamid Bin Othman,2305,BN,25,12756
Kedah,P.013 Sik,2,Haji Ali Bin Taib,2306,PAS,3,10622
Kedah,P.014 Merbok,1,Che Abdul Daim Bin Haji Zainuddin,1385,BN,25,31125
Kedah,P.014 Merbok,2,Maheran Binti Muktar,2307,S46,56,8924
Kedah,P.015 Sungai Petani,1,Syed Mansor Bin Syed Salim,2308,S46,56,9697
Kedah,P.015 Sungai Petani,2,Che Ibrahim Bin Mustafa,2309,BN,25,35918
Kedah,P.016 Baling,1,Raja Ariffin Bin Raja Sulaiman,1681,BN,25,21448
Kedah,P.016 Baling,2,Mohamad @ Md. Yusoff Bin Ismail,2310,PAS,3,15755
Kedah,P.017 Padang Serai,1,Tan Kee Chye,2311,BEBAS,1,1177
Kedah,P.017 Padang Serai,2,Ahmad Bin Awang,1411,S46,56,11291
Kedah,P.017 Padang Serai,3,Lim Lay Hoon,1996,BN,25,27844
Kedah,P.018 Kulim-Bandar Baharu,1,Abdul Aziz Bin Mohamed,2312,S46,56,8153
Kedah,P.018 Kulim-Bandar Baharu,2,Abdul Kadir Hj Sheikh Fadzir,1117,BN,25,22455
Kelantan,P.019 Tumpat,1,Wan Mohd Jamin Bin Wan Mahmood,2313,PAS,3,17682
Kelantan,P.019 Tumpat,2,Kamarudin Bin Jaffar,2314,BN,25,15764
Kelantan,P.020 Pangkalan Chepa,1,Mohd Amar Bin Abdullah,2315,PAS,3,20410
Kelantan,P.020 Pangkalan Chepa,2,Ismail Bin Mat,1388,BN,25,9316
Kelantan,P.020 Pangkalan Chepa,2,Yusof Bin Mat,2316,AKIM,63,221
Kelantan,P.021 Kota Bharu,1,Ilani Binti Isahak,2317,S46,56,24096
Kelantan,P.021 Kota Bharu,2,Ahmad Rastom Bin Haji Ahmad Maher,2318,BN,25,17828
Kelantan,P.022 Pasir Mas,1,Zainuddin Bin Mohamad Nor,2319,S46,56,19394
Kelantan,P.022 Pasir Mas,2,Ibrahim Bin Ali,1692,BN,25,16178
Kelantan,P.023 Rantau Panjang,1,Sanusi Bin Daing Mariok,2320,PAS,3,16284
Kelantan,P.023 Rantau Panjang,2,Abdullah Bin Mat Yasim,2321,BN,25,11779
Kelantan,P.024 Kubang Kerian,1,Mohamad Bin Sabu,1422,PAS,3,21377
Kelantan,P.024 Kubang Kerian,2,Mat Zin Bin Awang,2322,BN,25,11252
Kelantan,P.025 Bachok,1,Buniyamin Bin Yaakob,2323,PAS,3,21336
Kelantan,P.025 Bachok,2,Zaiyadi Bin Haji Awang Noh,2324,BN,25,16346
Kelantan,P.026 Peringat,1,Annuar Bin Hj Musa,2325,BN,25,16725
Kelantan,P.026 Peringat,2,Rafai Bin Mat Salleh,2326,S46,56,14790
Kelantan,P.027 Tanah Merah,1,Ibrahim Bin Pateh Mohamed,2327,S46,56,14991
Kelantan,P.027 Tanah Merah,2,Hashim Bin Safin @ Shafain,1701,BN,25,14485
Kelantan,P.027 Tanah Merah,3,Che Seme Bin Abdullah,2328,BEBAS,1,273
Kelantan,P.028 Pasir Puteh,1,Mohamed Bin Haji Abdullah,2329,S46,56,21837
Kelantan,P.028 Pasir Puteh,2,Kamarudin Bin Md Nor,2330,BN,25,18185
Kelantan,P.029 Machang,1,Sukri Bin Haji Mohamed,2331,S46,56,15998
Kelantan,P.029 Machang,2,Muhammad Bin Hamzah,2332,BN,25,12959
Kelantan,P.030 Jeli,1,Mustapa Bin Mohamed,2333,BN,25,13301
Kelantan,P.030 Jeli,2,Zianon Abidin Bin Ali,2334,S46,56,12729
