state,parlimen,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Kelantan,P.016 Tumpat,Tumpat,1,Tengku Noorasiah Binti Tengku Ahmed,857,BN,25,16494
Kelantan,P.016 Tumpat,Tumpat,2,Hasan Ishak,858,BEBAS,1,6920
Kelantan,P.017 Pengkalan Chepa,Pengkalan Chepa,1,Ustaz Nik Aziz,859,BN,25,13243
Kelantan,P.017 Pengkalan Chepa,Pengkalan Chepa,2,Umar Bin Ibrahim,860,BEBAS,1,4682
Kelantan,P.018 Pasir Mas,Pasir Mas,1,Tengku Zaid,861,BN,25,15927
Kelantan,P.018 Pasir Mas,Pasir Mas,2,Muhammad Fakhruddin,862,BEBAS,1,3747
Kelantan,P.019 Kota Bharu,Kota Bharu,1,Tengku Ahmad Rithauddeen Bin Tengku Ismail,592,BN,25,0
Kelantan,P.020 Bachok,Bachok,1,Mohd. Zain Bin Abdullah,594,BN,25,0
Kelantan,P.021 Rantau Panjang,Rantau Panjang,1,Tuan Guru Haji Zakaria Bin Ismail,863,BN,25,11826
Kelantan,P.021 Rantau Panjang,Rantau Panjang,2,Abdul Rashid Bin Ahmad,864,BEBAS,1,3341
Kelantan,P.022 Nilai Puri,Nilai Puri,1,Datuk Asri,865,BN,25,15736
Kelantan,P.022 Nilai Puri,Nilai Puri,2,Eshah Binti Haji Abdullah,866,BEBAS,1,4409
Kelantan,P.023 Tanah Merah,Tanah Merah,1,Mohamed Bin Yaacob,601,BN,25,0
Kelantan,P.024 Machang,Machang,1,Datuk Haji Abdullah Ahmad,867,BN,25,13183
Kelantan,P.024 Machang,Machang,2,Yusof Haji Nor,868,BEBAS,1,5177
Kelantan,P.025 Pasir Puteh,Pasir Puteh,1,Wan Sulaiman Bin Haji Ibrahim,599,BN,25,14342
Kelantan,P.025 Pasir Puteh,Pasir Puteh,2,Chikgu Musa Bin Saleh,869,BEBAS,1,6159
Kelantan,P.026 Kuala Kerai,Kuala Kerai,1,Zahara Awang,870,BN,25,10206
Kelantan,P.026 Kuala Kerai,Kuala Kerai,2,Haji Wan Ismail Bin Wan Ahmad,871,BEBAS,1,2676
Kelantan,P.027 Ulu Kelantan,Ulu Kelantan,1,Tengku Razaleigh Bin Mohd. Hamzah,872,BN,25,0
Terengganu,P.028 Besut,Besut,1,Zakaria @ Ibrahim Bin Abdul Rahman,873,BN,25,0
Terengganu,P.029 Ulu Nerus,Ulu Nerus,1,Lukman Bin Abdul Kadir,874,BN,25,10739
Terengganu,P.029 Ulu Nerus,Ulu Nerus,2,Siti Nor Binti Abdul Hamid Tuah,875,PSRM,26,6316
Terengganu,P.030 Ulu Trengganu,Ulu Trengganu,1,Engku Muhsein Bin Abd. Kader,124,BN,25,11070
Terengganu,P.030 Ulu Trengganu,Ulu Trengganu,2,Sattar Bin Haji Dahan,662,PSRM,26,4713
Terengganu,P.030 Ulu Trengganu,Ulu Trengganu,3,Hassan Bin Hussein,876,BEBAS,1,1421
Terengganu,P.031 Kuala Nerus,Kuala Nerus,1,Datuk Nik Hassan,877,BN,25,10894
Terengganu,P.031 Kuala Nerus,Kuala Nerus,2,Mukhtar Bin Haji Abd. Rahim,878,PSRM,26,4416
Terengganu,P.031 Kuala Nerus,Kuala Nerus,3,Datuk Abd. Rahman Bin Long,879,BEBAS,1,3087
Terengganu,P.032 Kuala Trengganu,Kuala Trengganu,1,Mustafa @ Hassan Bin Ali,880,BN,25,12296
Terengganu,P.032 Kuala Trengganu,Kuala Trengganu,2,Kassim @ Osman Bin Ahmad,881,PSRM,26,7968
Terengganu,P.032 Kuala Trengganu,Kuala Trengganu,3,Haji Mohamed Taib Bin Haji Ismail,415,BEBAS,1,597
Terengganu,P.033 Dungun,Dungun,1,Haji Abdul Wahab Bin Yunus,882,BN,25,11815
Terengganu,P.033 Dungun,Dungun,2,Datuk Kampo Radjo,495,PSRM,26,4314
Terengganu,P.034 Kemaman,Kemaman,1,Datuk Wan Abd. Kadir Bin Ismail,883,BN,25,12418
Terengganu,P.034 Kemaman,Kemaman,2,Syed Shafie Bin Tuan Baharu,605,PSRM,26,5189
Pulau Pinang,P.035 Kepala Batas,Kepala Batas,1,Mohamed Sopiee Bin Sh. Ibrahim,884,BN,25,0
Pulau Pinang,P.036 Mata Kuching,Mata Kuching,1,Dr Ling Leong Sik,1147,BN,25,13755
Pulau Pinang,P.036 Mata Kuching,Mata Kuching,2,Ong Yi How,885,PEKEMAS,27,8457
Pulau Pinang,P.036 Mata Kuching,Mata Kuching,3,Goh Lim Eam,886,DAP,18,3273
Pulau Pinang,P.037 Permatang Pauh,Permatang Pauh,1,Ariffin Bin Haji Daud,887,BN,25,13645
Pulau Pinang,P.037 Permatang Pauh,Permatang Pauh,2,Abu Bakar Bin Munir,888,PEKEMAS,27,1948
Pulau Pinang,P.037 Permatang Pauh,Permatang Pauh,3,Paharuddin Bin Ibrahim,889,PSRM,26,1844
Pulau Pinang,P.038 Bukit Mertajam,Bukit Mertajam,1,Tan Cheng Bee,245,BN,25,14285
Pulau Pinang,P.038 Bukit Mertajam,Bukit Mertajam,2,Oh Teck Aun,890,DAP,18,5098
Pulau Pinang,P.038 Bukit Mertajam,Bukit Mertajam,3,Michael Tan Kok Haw,891,PEKEMAS,27,1479
Pulau Pinang,P.038 Bukit Mertajam,Bukit Mertajam,4,Mustapha Bin Hussin,611,KITA,29,1235
Pulau Pinang,P.038 Bukit Mertajam,Bukit Mertajam,5,Ong Cheng Piaw,892,PSRM,26,1035
Pulau Pinang,P.039 Nibong Tebal,Nibong Tebal,1,Goh Cheng Teik,893,BN,25,11271
Pulau Pinang,P.039 Nibong Tebal,Nibong Tebal,2,"K, Ponnudurai",894,DAP,18,5132
Pulau Pinang,P.039 Nibong Tebal,Nibong Tebal,3,V. Veerappen,252,PEKEMAS,27,3155
Pulau Pinang,P.040 Balek Pulau,Balek Pulau,1,Shamsuri Bin Mat Saleh,895,BN,25,14686
Pulau Pinang,P.040 Balek Pulau,Balek Pulau,2,Mohideen Abdul Kader,896,PSRM,26,4306
Pulau Pinang,P.040 Balek Pulau,Balek Pulau,3,Wan Hussein Bin Wan Mahmood,897,DAP,18,3993
Pulau Pinang,P.040 Balek Pulau,Balek Pulau,4,Nor Rashid Bin Pin,898,PEKEMAS,27,998
Pulau Pinang,P.041 Bukit Bendera,Bukit Bendera,1,Datuk Albert Mah,899,BN,25,18186
Pulau Pinang,P.041 Bukit Bendera,Bukit Bendera,2,Peter Dason,900,DAP,18,9408
Pulau Pinang,P.041 Bukit Bendera,Bukit Bendera,3,Wong Hoong Yin,901,PEKEMAS,27,2138
Pulau Pinang,P.041 Bukit Bendera,Bukit Bendera,4,Lee Yong Chew @ Lee Leong Soo,902,PSRM,26,2135
Pulau Pinang,P.042 Tanjong,Tanjong,1,Dr Lim Chong Eu,435,BN,25,15409
Pulau Pinang,P.042 Tanjong,Tanjong,2,Yeap Ghim Guan,903,DAP,18,13969
Pulau Pinang,P.042 Tanjong,Tanjong,3,Tan Phock Kin,256,PEKEMAS,27,2508
Pulau Pinang,P.042 Tanjong,Tanjong,4,Lee Kok Liang,904,PSRM,26,1622
Pulau Pinang,P.043 Jelutong,Jelutong,1,R. Rajasingam,905,BN,25,16112
Pulau Pinang,P.043 Jelutong,Jelutong,2,Goi Hock Seng,906,DAP,18,10152
Pulau Pinang,P.043 Jelutong,Jelutong,3,V. David,322,PEKEMAS,27,6955
Pulau Pinang,P.043 Jelutong,Jelutong,4,Teh Eng Siang,907,PSRM,26,1467
Perak,P.044 Grik,Grik,1,Shamsuddin Bin Din,908,BN,25,0
Perak,P.045 Larut,Larut,1,Dato Sri Haji Kamaruddin Bin Haji Mat Isa,909,BN,25,12575
Perak,P.045 Larut,Larut,2,Mohd. Nawawi Bin Haji Mohd. Hassan,910,BEBAS,1,2397
Perak,P.046 Parit Buntar,Parit Buntar,1,Sulaiman Haji Taib,623,BN,25,12134
Perak,P.046 Parit Buntar,Parit Buntar,2,Zulkurnain,911,BEBAS,1,10425
Perak,P.047 Bagan Serai,Bagan Serai,1,Ramli Bin Omar,446,BN,25,0
Perak,P.048 Sungai Siput,Sungai Siput,1,S. Samyvellu,1172,BN,25,9045
Perak,P.048 Sungai Siput,Sungai Siput,2,P. Patto,912,DAP,18,8401
Perak,P.048 Sungai Siput,Sungai Siput,3,Michael Tham Pang Fay,913,PEKEMAS,27,877
Perak,P.048 Sungai Siput,Sungai Siput,4,R.C.M. Rayan,930,BEBAS,1,103
Perak,P.049 Taiping,Taiping,1,Leong Khee Seong,915,BN,25,14253
Perak,P.049 Taiping,Taiping,2,Loh Poh Seng,916,DAP,18,11060
Perak,P.049 Taiping,Taiping,3,Chou Chong Leng,917,PEKEMAS,27,999
Perak,P.049 Taiping,Taiping,4,Ng Hoe Hun,626,KITA,29,479
Perak,P.050 Matang,Matang,1,Hashim Bin Ghazali,918,BN,25,12543
Perak,P.050 Matang,Matang,2,Mohd. Fadlan Bin Yahaya,919,DAP,18,4766
Perak,P.050 Matang,Matang,3,Tan Kok Kong,920,PEKEMAS,27,639
Perak,P.050 Matang,Matang,4,Ng Hoa Soon,921,KITA,29,498
Perak,P.051 Padang Rengas,Padang Rengas,1,Tan Sri Abddul Aziz Yeap,922,BN,25,0
Perak,P.052 Kuala Kangsar,Kuala Kangsar,1,Onn Zariah Binti Abu Bakar,923,BN,25,9063
Perak,P.052 Kuala Kangsar,Kuala Kangsar,2,Kok Kean Fatt,924,DAP,18,3826
Perak,P.052 Kuala Kangsar,Kuala Kangsar,3,Abd. Raffor Bin Abd. Hamid,925,PEKEMAS,27,1517
Perak,P.053 Kinta,Kinta,1,Ngan Siong Hing,926,DAP,18,15885
Perak,P.053 Kinta,Kinta,2,Wong Kwong Nam,927,BN,25,15304
Perak,P.053 Kinta,Kinta,3,Samsudin Bin Harun,928,BEBAS,1,2028
Perak,P.053 Kinta,Kinta,4,Yong Su Hian,929,BEBAS,1,1424
Perak,P.054 Ipoh,Ipoh,1,Lim Cho Hock,643,DAP,18,23058
Perak,P.054 Ipoh,Ipoh,2,R.C.M. Rayan,930,BN,25,12283
Perak,P.054 Ipoh,Ipoh,3,Too Joon Hing,42,BEBAS,1,1781
Perak,P.055 Menglembu,Menglembu,1,Fan Yew Teng,645,DAP,18,22505
Perak,P.055 Menglembu,Menglembu,2,S.P. Seenivasagam,469,BN,25,11757
Perak,P.055 Menglembu,Menglembu,3,Koo Eng Kuang,532,BEBAS,1,1731
Perak,P.056 Beruas,Beruas,1,Su Liang Yu,634,BN,25,6560
Perak,P.056 Beruas,Beruas,2,Daing Ibrahim Bin Othman,716,DAP,18,5757
Perak,P.056 Beruas,Beruas,3,Oh Kay Seng,931,BEBAS,1,1753
Perak,P.056 Beruas,Beruas,4,Teoh Hoi Sim,932,PEKEMAS,27,1204
Perak,P.057 Parit,Parit,1,Mohd. Bakri Bin Abd. Raif,933,BN,25,11884
Perak,P.057 Parit,Parit,2,Mohd. Salleh Bin Nokhoda Itam,934,DAP,18,6304
Perak,P.057 Parit,Parit,3,Mahmud Bin Zainal Abidin,935,BEBAS,1,3509
Perak,P.057 Parit,Parit,4,Mohd. Daham Bin Katib,31,PEKEMAS,27,311
Perak,P.058 Batu Gajah,Batu Gajah,1,Chian Heng Kai,936,DAP,18,13549
Perak,P.058 Batu Gajah,Batu Gajah,2,Cheah Chun Ching,466,BN,25,12192
Perak,P.058 Batu Gajah,Batu Gajah,3,T.C. Choong,937,PEKEMAS,27,1647
Perak,P.058 Batu Gajah,Batu Gajah,4,Hashim Bin Gera,633,BEBAS,1,568
Perak,P.059 Batang Padang,Batang Padang,1,Azharul Abidin Bin Haji Abd. Rahim,938,BN,25,9408
Perak,P.059 Batang Padang,Batang Padang,2,Loh Jee Mee,653,DAP,18,7024
Perak,P.060 Lumut,Lumut,1,Richard Ho Ung Hun,939,BN,25,8792
Perak,P.060 Lumut,Lumut,2,Ting Sea Leong,940,DAP,18,7782
Perak,P.060 Lumut,Lumut,3,Wong Ting Seng,941,BEBAS,1,3707
Perak,P.061 Hilir Perak,Hilir Perak,1,Abu Bakar Bin Arshad,409,BN,25,13077
Perak,P.061 Hilir Perak,Hilir Perak,2,Ahmad Boestamam,329,PEKEMAS,27,4925
Perak,P.062 Telok Anson,Telok Anson,1,Au How Cheong,942,BN,25,9685
Perak,P.062 Telok Anson,Telok Anson,2,Chan Fu King,650,DAP,18,8436
Perak,P.062 Telok Anson,Telok Anson,3,Chai Kai Wooi,478,PEKEMAS,27,901
Perak,P.063 Tanjong Malim,Tanjong Malim,1,Mak Hon Kam,943,BN,25,12460
Perak,P.063 Tanjong Malim,Tanjong Malim,2,Ibrahim Bin Singgeh,944,DAP,18,6262
Perak,P.063 Tanjong Malim,Tanjong Malim,3,Chong Ah Yin @ Chow Swee Chan,945,PEKEMAS,27,589
Perak,P.064 Bagan Datok,Bagan Datok,1,Hassan Adli,451,BN,25,15781
Perak,P.064 Bagan Datok,Bagan Datok,2,Ibrahim Karim,946,PEKEMAS,27,2208
Pahang,P.065 Lipis,Lipis,1,Tan Sri Muhammad Ghazali Shafie,947,BN,25,0
Pahang,P.066 Jerantut,Jerantut,1,Shariff Ahmad,670,BN,25,0
Pahang,P.067 Kuantan,Kuantan,1,Md. Ali Bin M. Sharif,948,BN,25,12371
Pahang,P.067 Kuantan,Kuantan,2,S. Sivasubramanian,949,PSRM,26,4595
Pahang,P.067 Kuantan,Kuantan,3,Dr Chin Jeck Soon,950,BEBAS,1,2721
Pahang,P.068 Raub,Raub,1,Abdullah Bin Majid,951,BN,25,11036
Pahang,P.068 Raub,Raub,2,Yusof Bin Bador,952,DAP,18,5996
Pahang,P.069 Maran,Maran,1,Hishamuddin Bin Haji Yahaya,953,BN,25,12259
Pahang,P.069 Maran,Maran,2,Suhaimi Bin Said,954,PSRM,26,3677
Pahang,P.070 Bentong,Bentong,1,Chan Siang Sun,237,BN,25,12064
Pahang,P.070 Bentong,Bentong,2,Lau Dak Kee,955,DAP,18,5902
Pahang,P.070 Bentong,Bentong,3,Salleh Yatin,956,PSRM,26,1363
Pahang,P.071 Pekan,Pekan,1,Tun Haji Abdul Razak Bin Hussein,73,BN,25,0
Pahang,P.072 Temerloh,Temerloh,1,Dato' Hamzah Bin Dato' Abu Samah,957,BN,25,14251
Pahang,P.072 Temerloh,Temerloh,2,Kamaruzaman Bin Haji Teh,958,PSRM,26,4609
Selangor,P.073 Sabak Bernam,Sabak Bernam,1,Dato'S Haji Mustafa @ Mustam Bin Haji Abdul Jabar,959,BN,25,9998
Selangor,P.073 Sabak Bernam,Sabak Bernam,2,Taiban Bin Hassan,960,BEBAS,1,4745
Selangor,P.074 Tanjong Karang,Tanjong Karang,1,Haji Jamil Bin Ishak,961,BN,25,0
Selangor,P.075 Ulu Selangor,Ulu Selangor,1,Michael Chen Wing Sum,962,BN,25,15323
Selangor,P.075 Ulu Selangor,Ulu Selangor,2,G. Davidason,963,DAP,18,5070
Selangor,P.076 Kuala Selangor,Kuala Selangor,1,Raja Nasron Bin Raja Ishak,964,BN,25,12291
Selangor,P.076 Kuala Selangor,Kuala Selangor,2,Hashim Bin Haji Mahmood,148,BEBAS,1,6568
Selangor,P.077 Selayang,Selayang,1,Walter Loh Poh Khan,672,BN,25,16779
Selangor,P.077 Selayang,Selayang,2,Pan Soo Pin,965,DAP,18,6908
Selangor,P.077 Selayang,Selayang,3,Zainal Rampak,966,PEKEMAS,27,4814
Selangor,P.078 Ulu Langat,Ulu Langat,1,Tan Sri Lee Siok Yew,967,BN,25,14651
Selangor,P.078 Ulu Langat,Ulu Langat,2,Chen Soo Yin,968,PEKEMAS,27,3134
Selangor,P.078 Ulu Langat,Ulu Langat,3,Md. Yunus Bin Said,969,DAP,18,3102
Selangor,P.079 Pelabohan Kelang,Pelabohan Kelang,1,Tan Sri V. Manickavasagam,970,BN,25,16277
Selangor,P.079 Pelabohan Kelang,Pelabohan Kelang,2,A.V. Kathiah,971,PEKEMAS,27,5669
Selangor,P.079 Pelabohan Kelang,Pelabohan Kelang,3,Abdul Aziz Ismail,510,DAP,18,2260
Selangor,P.080 Shah Alam,Shah Alam,1,Lew Sip Hon,675,BN,25,17882
Selangor,P.080 Shah Alam,Shah Alam,2,K. Ramasen,972,DAP,18,8192
Selangor,P.080 Shah Alam,Shah Alam,3,J.P. Samuel Raj,973,PEKEMAS,27,2898
Selangor,P.081 Petaling,Petaling,1,Oh Keng Seng,681,DAP,18,14106
Selangor,P.081 Petaling,Petaling,2,Goh Hock Guan,674,BN,25,12868
Selangor,P.081 Petaling,Petaling,3,Lim Kui Sang,974,BEBAS,1,1970
Selangor,P.081 Petaling,Petaling,4,Pang Koik My,975,PEKEMAS,27,5961
Selangor,P.082 Kuala Langat,Kuala Langat,1,Hajjah Aishah Ghani,976,BN,25,0
Selangor,P.083 Sepang,Sepang,1,Haji Suhaimi Bin Dato' Haji Kamaruddin,977,BN,25,12668
Selangor,P.083 Sepang,Sepang,2,Zainuddin Karim,978,PEKEMAS,27,4307
W.P. Kuala Lumpur,P.084 Kepong,Kepong,1,Dr Tan Chee Khoon,499,PEKEMAS,27,9858
W.P. Kuala Lumpur,P.084 Kepong,Kepong,2,Dr Tan Tiong Hong,979,BN,25,9192
W.P. Kuala Lumpur,P.084 Kepong,Kepong,3,Chan Kok Kit,980,DAP,18,4206
W.P. Kuala Lumpur,P.084 Kepong,Kepong,4,George Lim,981,BEBAS,1,681
W.P. Kuala Lumpur,P.085 Setapak,Setapak,1,Idris Bin Haji Ibrahim,982,BN,25,14743
W.P. Kuala Lumpur,P.085 Setapak,Setapak,2,Ishak Bin Surin,983,PEKEMAS,27,3213
W.P. Kuala Lumpur,P.085 Setapak,Setapak,3,Puan Ganga Nayar,984,DAP,18,2944
W.P. Kuala Lumpur,P.086 Damansara,Damansara,1,S. Subaramaniam,985,BN,25,9763
W.P. Kuala Lumpur,P.086 Damansara,Damansara,2,Hor Cheok Foon,677,DAP,18,5362
W.P. Kuala Lumpur,P.086 Damansara,Damansara,3,K.C. Cheah,986,PEKEMAS,27,3935
W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,Kuala Lumpur Bandar,1,Lee Lam Thye,679,DAP,18,15112
W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,Kuala Lumpur Bandar,2,Alex Lee Yu Lung,987,BN,25,6490
W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,Kuala Lumpur Bandar,3,Yeoh Teck Chye,676,PEKEMAS,27,1540
W.P. Kuala Lumpur,P.088 Sungai Besi,Sungai Besi,1,Farn Seong Than,988,DAP,18,14967
W.P. Kuala Lumpur,P.088 Sungai Besi,Sungai Besi,2,Shee Koon Ruay,989,BN,25,9886
W.P. Kuala Lumpur,P.088 Sungai Besi,Sungai Besi,3,Ang Chee Meng,990,PEKEMAS,27,1958
Negeri Sembilan,P.089 Jelebu,Jelebu,1,Rais Yatim,991,BN,25,14138
Negeri Sembilan,P.089 Jelebu,Jelebu,2,Abdul Muluk Daud,992,DAP,18,3576
Negeri Sembilan,P.089 Jelebu,Jelebu,3,Zainal Bador,993,BEBAS,1,1614
Negeri Sembilan,P.090 Mantin,Mantin,1,Lee Boon Peng,994,BN,25,13773
Negeri Sembilan,P.090 Mantin,Mantin,2,Dr Seevaratnam,995,DAP,18,2683
Negeri Sembilan,P.090 Mantin,Mantin,3,Yim Chee Chong,996,PSRM,26,1451
Negeri Sembilan,P.090 Mantin,Mantin,4,Ajus Bin Jais,997,PEKEMAS,27,785
Negeri Sembilan,P.090 Mantin,Mantin,5,Ahmad Bin Abd. Manaf,998,BEBAS,1,300
Negeri Sembilan,P.091 Seremban,Seremban,1,Dr Chen Man Hin,999,DAP,18,16280
Negeri Sembilan,P.091 Seremban,Seremban,2,Wong Seng Chow,689,BN,25,12941
Negeri Sembilan,P.092 Kuala Pilah,Kuala Pilah,1,Dato' Samad Bin Idris,1000,BN,25,0
Negeri Sembilan,P.093 Telok Kemang,Telok Kemang,1,K. Pathmanaban,1001,BN,25,13295
Negeri Sembilan,P.093 Telok Kemang,Telok Kemang,2,Pang Kai Tong,1002,DAP,18,5417
Negeri Sembilan,P.093 Telok Kemang,Telok Kemang,3,J. Nadehatiram,1003,IPPP,30,1356
Negeri Sembilan,P.093 Telok Kemang,Telok Kemang,4,S.A. Lingam,482,PEKEMAS,27,182
Negeri Sembilan,P.094 Tampin,Tampin,1,Mokhtar Bin Haji Hashim,1004,BN,25,0
Melaka,P.095 Alor Gajah,Alor Gajah,1,Abd. Ghafar Bin Baba,11,BN,25,20890
Melaka,P.095 Alor Gajah,Alor Gajah,2,Ghani Bin Long,1005,PEKEMAS,27,5591
Melaka,P.096 Jasin,Jasin,1,Haji Ahmad Bin Ithnin,1006,BN,25,18621
Melaka,P.096 Jasin,Jasin,2,Abd. Karim Bin Abu,541,PEKEMAS,27,6521
Melaka,P.097 Batu Berendam,Batu Berendam,1,Chong Hon Nyan,1007,BN,25,18182
Melaka,P.097 Batu Berendam,Batu Berendam,2,Hasnul Bin Abdul Hadi,535,PSRM,26,8111
Melaka,P.097 Batu Berendam,Batu Berendam,3,Haji Maidin Bin Haji Manap,1008,BEBAS,1,1910
Melaka,P.098 Kota Melaka,Kota Melaka,1,Lim Kit Siang,698,DAP,18,17664
Melaka,P.098 Kota Melaka,Kota Melaka,2,David Loh Kee Peng,1009,BN,25,13460
Melaka,P.098 Kota Melaka,Kota Melaka,3,Thum Kim Kiu,1010,PSRM,26,2165
Melaka,P.098 Kota Melaka,Kota Melaka,4,Lee Kuo Ming,1011,PEKEMAS,27,726
Johor,P.099 Labis,Labis,1,Dato' Musa Hitam,1012,BN,25,0
Johor,P.100 Segamat,Segamat,1,Lee San Choon,141,BN,25,17369
Johor,P.100 Segamat,Segamat,2,Lee Ah Meng,135,DAP,18,5971
Johor,P.101 Kluang,Kluang,1,Loh Fook Yen,1013,BN,25,13247
Johor,P.101 Kluang,Kluang,2,Lee Kaw,708,DAP,18,11223
Johor,P.102 Tenggaroh,Tenggaroh,1,Tan Sri Kadir Yusoff,1014,BN,25,0
Johor,P.103 Ledang,Ledang,1,Embong Bin Yahya,1015,BN,25,0
Johor,P.104 Pagoh,Pagoh,1,Tan Sri Syed Nasir Ismail,1016,BN,25,0
Johor,P.105 Ayer Hitam,Ayer Hitam,1,Dr Hee Tiang Lai,1017,BN,25,0
Johor,P.106 Muar,Muar,1,Dr Neo Yee Pan @ Lim Chye,1018,BN,25,23039
Johor,P.106 Muar,Muar,2,Khoo Sim Geok @ Chin Taw,1019,DAP,18,5573
Johor,P.107 Rengam,Rengam,1,Chin Hon Ngian,1020,BN,25,18865
Johor,P.107 Rengam,Rengam,2,Liew Fatt Yuen,1021,DAP,18,7642
Johor,P.108 Panti,Panti,1,Tan Sri Syed Jaafar Hassan Albar,1022,BN,25,0
Johor,P.109 Sri Gading,Sri Gading,1,Dato' Hussein Onn,1023,BN,25,0
Johor,P.110 Semerah,Semerah,1,Datin Fatimah Binti Abd. Majid,560,BN,25,16030
Johor,P.110 Semerah,Semerah,2,Haji Abd. Hadi Bin Mohd. Yassin,1024,BEBAS,1,4374
Johor,P.111 Batu Pahat,Batu Pahat,1,Abdul Jalal Bin Haji Abu Bakar,1025,BN,25,15139
Johor,P.111 Batu Pahat,Batu Pahat,2,Mohd. Bin Haji Kassim,1026,BEBAS,1,5768
Johor,P.111 Batu Pahat,Batu Pahat,3,Ho Lai Chan,1027,DAP,18,3611
Johor,P.112 Pontian,Pontian,1,Dato' Ali Bin Haji Ahmad,1028,BN,25,0
Johor,P.113 Pulai,Pulai,1,Dato' Mohamad Bin Rahmat,1029,BN,25,18835
Johor,P.113 Pulai,Pulai,2,Abd. Razak Bin Ahmad,1030,PSRM,26,6015
Johor,P.114 Johor Bahru,Johor Bahru,1,Jaafar Bin Hamzah,1031,BN,25,27042
Johor,P.114 Johor Bahru,Johor Bahru,2,Wuck Kow Hia,1032,DAP,18,8982
Sabah,P.115 Marudu,Marudu,1,Tun Datu Mustaffa Bin Datu Harun,1033,BN,25,0
Sabah,P.116 Bandau,Bandau,1,Madina Bin Unggut,1034,BN,25,0
Sabah,P.117 Kota Belud,Kota Belud,1,Tan Sri Haji Mohd. Said Bin Keruak,1035,BN,25,0
Sabah,P.118 Labuk Sugut,Labuk Sugut,1,Ajad Bin Ot Oyung,1036,BN,25,0
Sabah,P.119 Tuaran,Tuaran,1,Buja Bin Gumbalai,728,BN,25,6468
Sabah,P.119 Tuaran,Tuaran,2,M.A. Rahman,1037,PEKEMAS,27,4162
Sabah,P.120 Kinabalu,Kinabalu,1,Datuk Abd. Ghani Gilong,1038,BN,25,0
Sabah,P.121 Gaya,Gaya,1,Datuk Peter Lo Su Yin,1039,BN,25,0
Sabah,P.122 Penampang,Penampang,1,James Stephen Tibok,1040,BN,25,0
Sabah,P.123 Sandakan,Sandakan,1,Datuk Lim Dui Ho,1041,BN,25,0
Sabah,P.124 Kinabatangan,Kinabatangan,1,Pengiran Ahmad Bin Pengiran Indar,740,BN,25,0
