state,parlimen,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pahang,P.084 Paya Besar,39881,30888,44,637
Pahang,P.085 Pekan,58214,47870,549,1261
Pahang,P.086 Maran,32516,25672,82,495
Pahang,P.087 Kuala Krau,34138,27594,50,479
Pahang,P.088 Temerloh,54009,41463,218,924
Pahang,P.089 Bentong,53647,39168,164,1285
Pahang,P.090 Bera,42994,33123,59,783
Pahang,P.091 Rompin,41699,32930,169,824
Selangor,P.092 Sabak Bernam,31382,23581,95,711
Selangor,P.093 Sungai Besar,34073,27927,142,656
Selangor,P.094 Hulu Selangor,63589,47845,223,1466
Selangor,P.095 Tanjong Karang,36392,29052,52,674
Selangor,P.096 Kuala Selangor,47200,37671,47,894
Selangor,P.097 Selayang,79561,60920,247,1506
Selangor,P.098 Gombak,99159,75619,998,820
Selangor,P.099 Ampang,69134,51097,147,636
Selangor,P.100 Pandan,64497,48309,0,798
Selangor,P.101 Hulu Langat,90323,72322,418,1401
Selangor,P.102 Serdang,94879,76236,301,2072
Selangor,P.103 Puchong,75620,59317,172,1580
Selangor,P.104 Kelana Jaya,79642,58625,100,1065
Selangor,P.105 Petaling Jaya Selatan,73190,52631,97,1044
Selangor,P.106 Petaling Jaya Utara,76623,56295,38,527
Selangor,P.107 Subang,84415,65861,443,2079
Selangor,P.108 Shah Alam,75333,58361,214,749
Selangor,P.109 Kapar,112221,87286,127,3064
Selangor,P.110 Klang,77821,59323,8,1036
Selangor,P.111 Kota Raja,71878,57323,0,814
Selangor,P.112 Kuala Langat,66512,53935,244,1306
Selangor,P.113 Sepang,62041,49137,125,1099
W.P. Kuala Lumpur,P.114 Kepong,60775,47508,40,212
W.P. Kuala Lumpur,P.115 Batu,70548,51303,574,614
W.P. Kuala Lumpur,P.116 Wangsa Maju,54510,39798,317,357
W.P. Kuala Lumpur,P.117 Segambut,59688,43531,630,541
W.P. Kuala Lumpur,P.118 Setiawangsa,57163,45096,1334,918
W.P. Kuala Lumpur,P.119 Titiwangsa,49894,33933,0,191
W.P. Kuala Lumpur,P.120 Bukit Bintang,59983,40441,630,466
W.P. Kuala Lumpur,P.121 Lembah Pantai,56653,41289,0,239
W.P. Kuala Lumpur,P.122 Seputeh,76891,58207,65,174
W.P. Kuala Lumpur,P.123 Cheras,68729,50571,121,244
W.P. Kuala Lumpur,P.124 Bandar Tun Razak,72629,54995,707,557
W.P. Putrajaya,P.125 Putrajaya,6608,5416,36,38
Negeri Sembilan,P.126 Jelebu,38679,29029,396,769
Negeri Sembilan,P.127 Jempol,53477,39322,0,1054
Negeri Sembilan,P.128 Seremban,84674,64437,197,2248
Negeri Sembilan,P.129 Kuala Pilah,42328,31734,0,908
Negeri Sembilan,P.130 Rasah,72115,56654,2,1261
Negeri Sembilan,P.131 Rembau,62895,48901,511,1086
Negeri Sembilan,P.132 Telok Kemang,60184,46613,821,1299
Negeri Sembilan,P.133 Tampin,47653,36331,251,1115
Melaka,P.134 Masjid Tanah,40608,31715,119,717
Melaka,P.135 Alor Gajah,54095,41854,77,1953
Melaka,P.136 Tangga Batu,60190,49675,1972,1283
Melaka,P.137 Bukit Katil,75772,62073,708,1173
Melaka,P.138 Kota Melaka,84804,67479,141,1448
Melaka,P.139 Jasin,56119,44654,86,1094
Johor,P.140 Segamat,40705,29699,1,847
Johor,P.141 Sekijang,35138,26716,3,622
Johor,P.142 Labis,33467,24080,42,816
Johor,P.143 Pagoh,40043,30313,51,787
Johor,P.144 Ledang,58503,44556,102,1433
Johor,P.145 Bakri,56391,43168,227,1561
Johor,P.146 Muar,41017,30275,62,902
Johor,P.147 Parit Sulong,50237,39637,71,1033
Johor,P.148 Ayer Hitam,34803,27488,30,907
Johor,P.149 Sri Gading,36845,29266,120,738
Johor,P.150 Batu Pahat,70072,54103,127,1758
Johor,P.151 Simpang Renggam,34859,25998,27,924
Johor,P.152 Kluang,71236,54567,524,1884
Johor,P.153 Sembrong,33181,25211,66,739
Johor,P.154 Mersing,36443,27548,195,857
Johor,P.155 Tenggara,32298,25784,435,1336
Johor,P.156 Kota Tinggi,34189,27109,53,653
Johor,P.157 Pengerang,33002,0,0,0
Johor,P.158 Tebrau,62508,48700,62,1539
Johor,P.159 Pasir Gudang,72860,55891,263,1211
Johor,P.160 Johor Bahru,89725,62440,112,1391
Johor,P.161 Pulai,79617,56863,161,1079
Johor,P.162 Gelang Patah,78673,60728,75,2244
Johor,P.163 Kulai,67356,53676,59,1327
Johor,P.164 Pontian,43262,32806,0,1008
Johor,P.165 Tanjong Piai,45700,35564,214,1117
W.P. Labuan,P.166 Labuan,20782,14149,247,311
Sabah,P.167 Kudat,39640,26551,120,1058
Sabah,P.168 Kota Marudu,31936,22199,27,748
Sabah,P.169 Kota Belud,43068,33710,0,1046
Sabah,P.170 Tuaran,40761,30563,37,979
Sabah,P.171 Sepanggar,39252,26990,184,790
Sabah,P.172 Kota Kinabalu,43715,28017,108,326
Sabah,P.173 Putatan,34937,23296,741,608
Sabah,P.174 Penampang,35822,25552,175,540
Sabah,P.175 Papar,32279,24913,435,651
Sabah,P.176 Kimanis,22239,17367,16,500
Sabah,P.177 Beaufort,26787,19346,19,681
Sabah,P.178 Sipitang,24146,18211,16,531
Sabah,P.179 Ranau,30809,22201,32,653
Sabah,P.180 Keningau,35575,25956,0,464
Sabah,P.181 Tenom,20873,15705,11,523
Sabah,P.182 Pensiangan,19712,0,0,0
Sabah,P.183 Beluran,19181,12349,36,468
Sabah,P.184 Libaran,31434,20536,116,613
Sabah,P.185 Batu Sapi,26003,16398,418,730
Sabah,P.186 Sandakan,32849,20048,57,644
Sabah,P.187 Kinabatangan,19554,12814,22,589
Sabah,P.188 Silam,43485,27557,138,989
Sabah,P.189 Semporna,35213,22209,1,832
Sabah,P.190 Tawau,42557,27071,39,735
Sabah,P.191 Kalabakan,36018,0,0,0
Sarawak,P.192 Mas Gading,21968,14800,29,188
Sarawak,P.193 Santubong,30834,19959,56,248
Sarawak,P.194 Petra Jaya,40536,25027,131,263
Sarawak,P.195 Bandar Kuching,53217,36257,165,242
Sarawak,P.196 Stampin,67261,43922,434,428
Sarawak,P.197 Kota Samarahan,28517,21428,374,449
Sarawak,P.198 Mambong,36146,22306,126,473
Sarawak,P.199 Serian,27902,18516,25,332
Sarawak,P.200 Batang Sadong,16795,11120,9,170
Sarawak,P.201 Batang Lupar,22415,14393,12,193
Sarawak,P.202 Sri Aman,25722,15513,154,211
Sarawak,P.203 Lubok Antu,17189,12038,11,99
Sarawak,P.204 Betong,22089,15953,0,246
Sarawak,P.205 Saratok,23983,16467,15,218
Sarawak,P.206 Tanjong Manis,17052,0,0,0
Sarawak,P.207 Igan,15735,0,0,0
Sarawak,P.208 Sarikei,31675,22246,179,176
Sarawak,P.209 Julau,20306,13313,13,182
Sarawak,P.210 Kanowit,17613,0,0,0
Sarawak,P.211 Lanang,49529,34443,102,253
Sarawak,P.212 Sibu,53680,36379,192,334
Sarawak,P.213 Mukah,22851,14435,32,521
Sarawak,P.214 Selangau,20057,0,0,0
Sarawak,P.215 Kapit,22723,0,0,0
Sarawak,P.216 Hulu Rajang,17695,11164,9,139
Sarawak,P.217 Bintulu,50407,32629,50,288
Sarawak,P.218 Sibuti,22144,13030,10,192
Sarawak,P.219 Miri,55962,33969,204,273
Sarawak,P.220 Baram,24422,12126,11,167
Sarawak,P.221 Limbang,20315,12380,89,113
Sarawak,P.222 Lawas,15716,9342,0,82
