state,parlimen,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Pulau Pinang,P.048 Bukit Bendera,Bukit Bendera,2,Teh Leong Meng,3707,BN,25,12813
Pulau Pinang,P.049 Tanjong,Tanjong,1,Ng Wei Aik,3708,DAP,18,35510
Pulau Pinang,P.049 Tanjong,Tanjong,2,Ng Song Kheng,3709,BN,25,6865
Pulau Pinang,P.050 Jelutong,Jelutong,1,Ooi Chuan Aun,3361,DAP,18,43211
Pulau Pinang,P.050 Jelutong,Jelutong,2,Ng Fook On,3710,BN,25,17461
Pulau Pinang,P.051 Bukit Gelugor,Bukit Gelugor,1,Teh Beng Yeam,3711,BN,25,13597
Pulau Pinang,P.051 Bukit Gelugor,Bukit Gelugor,2,Karpal Singh,848,DAP,18,56303
Pulau Pinang,P.052 Bayan Baru,Bayan Baru,1,Sim Tze Tzin,3712,PKR,11,43558
Pulau Pinang,P.052 Bayan Baru,Bayan Baru,2,Tang Heap Seng,3713,BN,25,24251
Pulau Pinang,P.053 Balik Pulau,Balik Pulau,1,Hilmi Yahaya,3714,BN,25,22318
Pulau Pinang,P.053 Balik Pulau,Balik Pulau,2,Muhammad Bakhtiar Bin Wan Chik,3715,PKR,11,20779
Perak,P.054 Gerik,Gerik,1,Norhayati Binti Kasim,3716,PAS,3,10199
Perak,P.054 Gerik,Gerik,2,Hasbullah Osman,3717,BN,25,16415
Perak,P.055 Lenggong,Lenggong,1,Razman Zakaria,3718,PAS,3,9478
Perak,P.055 Lenggong,Lenggong,2,Shamsul Anuar Nasarah,3369,BN,25,13639
Perak,P.056 Larut,Larut,1,Hamzah Zainudin,3371,BN,25,22184
Perak,P.056 Larut,Larut,2,Fauzi Sa'Ari,3719,PAS,3,16888
Perak,P.056 Larut,Larut,3,Raveendran A/L M.Vallikana,3720,BEBAS,1,278
Perak,P.057 Parit Buntar,Parit Buntar,1,Mua'Amar Ghadafi Jamal,3721,BN,25,17539
Perak,P.057 Parit Buntar,Parit Buntar,2,Mujahid Yusof Rawa,2990,PAS,3,26015
Perak,P.058 Bagan Serai,Bagan Serai,1,Muhammad Nur Manuty,3722,PKR,11,21874
Perak,P.058 Bagan Serai,Bagan Serai,2,Abdul Latiff B. Masud,3723,BEBAS,1,329
Perak,P.058 Bagan Serai,Bagan Serai,3,Noor Azmi Bin Ghazali,3724,BN,25,23014
Perak,P.059 Bukit Gantang,Bukit Gantang,1,Ismail Saffian,3725,BN,25,29577
Perak,P.059 Bukit Gantang,Bukit Gantang,2,Idris Ahmad,2922,PAS,3,30563
Perak,P.060 Taiping,Taiping,1,Tan Lian Hoe,3012,BN,25,25530
Perak,P.060 Taiping,Taiping,2,Nga Kor Ming,3376,DAP,18,37275
Perak,P.061 Padang Rengas,Padang Rengas,1,Meor Ahmad,3726,PKR,11,10775
Perak,P.061 Padang Rengas,Padang Rengas,2,Mohamed Nazri Bin Tan Abdul Aziz,2368,BN,25,13005
Perak,P.062 Sungai Siput,Sungai Siput,1,S.P Nagalingam,3727,BEBAS,1,197
Perak,P.062 Sungai Siput,Sungai Siput,2,Michael Jeyakumar Devaraj,3019,PKR,11,21593
Perak,P.062 Sungai Siput,Sungai Siput,3,S.K. Devamany,3402,BN,25,18800
Perak,P.063 Tambun,Tambun,1,Ahmad Husni Hanadzlah,3380,BN,25,42093
Perak,P.063 Tambun,Tambun,2,Siti Aishah,3728,PKR,11,32768
Perak,P.064 Ipoh Timor,Ipoh Timor,1,Kathleen (Kat) Wong,3729,BN,25,15086
Perak,P.064 Ipoh Timor,Ipoh Timor,2,Su Keong Siong,3730,DAP,18,49086
Perak,P.065 Ipoh Barat,Ipoh Barat,1,Kalwant Singh,3731,BEBAS,1,235
Perak,P.065 Ipoh Barat,Ipoh Barat,2,M. Kula,3383,DAP,18,45420
Perak,P.065 Ipoh Barat,Ipoh Barat,3,Cheng Wei Yee,3732,BN,25,16382
Perak,P.066 Batu Gajah,Batu Gajah,1,V. Sivakumar,3733,DAP,18,53770
Perak,P.066 Batu Gajah,Batu Gajah,2,Loo Thin Tuck,3734,BN,25,15360
Perak,P.067 Kuala Kangsar,Kuala Kangsar,1,Kamilia Ibrahim,3735,BEBAS,1,447
Perak,P.067 Kuala Kangsar,Kuala Kangsar,2,Wan Khair-Il Anuar,3736,BN,25,14218
Perak,P.067 Kuala Kangsar,Kuala Kangsar,3,Khalil Idham Lim,3737,PAS,3,13136
Perak,P.068 Beruas,Beruas,1,Chang Ko Youn,3386,BN,25,16882
Perak,P.068 Beruas,Beruas,2,Ngeh Koo Ham,2081,DAP,18,21939
Perak,P.069 Parit,Parit,1,Mohd Zaim,3738,BN,25,16253
Perak,P.069 Parit,Parit,2,Muhd Ismi Bin Mat Taib,3739,PAS,3,11756
Perak,P.070 Kampar,Kampar,1,Lee Chee Leong,3390,BN,25,21463
Perak,P.070 Kampar,Kampar,2,Ko Chung Sen,3740,DAP,18,26863
Perak,P.071 Gopeng,Gopeng,1,Tan Chin Meng,3741,BN,25,32249
Perak,P.071 Gopeng,Gopeng,2,Lee Boon Chye,3391,PKR,11,47558
Perak,P.072 Tapah,Tapah,1,Ridzuan Bin Bani,3742,BEBAS,1,337
Perak,P.072 Tapah,Tapah,2,M. Saravanan,3393,BN,25,20670
Perak,P.072 Tapah,Tapah,3,Vasantha Kumar K,3743,PKR,11,12743
Perak,P.072 Tapah,Tapah,4,Shaharuzzaman,3744,BERJASA,34,2053
Perak,P.073 Pasir Salak,Pasir Salak,1,Tajuddin Abdul Rahman,3395,BN,25,24875
Perak,P.073 Pasir Salak,Pasir Salak,2,Mustaffa Kamil Ayub,3037,PKR,11,17489
Perak,P.074 Lumut,Lumut,1,Imran Abdul Hamid,3745,PKR,11,40308
Perak,P.074 Lumut,Lumut,2,Kong Cho Ha,2706,BN,25,32140
Perak,P.075 Bagan Datok,Bagan Datuk,1,Madhi Hasan,3397,PKR,11,15068
Perak,P.075 Bagan Datok,Bagan Datuk,2,Ahmad Zahid Bin Hamidi,2393,BN,25,17176
Perak,P.076 Telok Intan,Teluk Intan,1,Seah Leong Peng,3746,DAP,18,27399
Perak,P.076 Telok Intan,Teluk Intan,2,Mah Siew Keong,2709,BN,25,20086
Perak,P.076 Telok Intan,Teluk Intan,3,Muraalie Kanan,3747,BEBAS,1,279
Perak,P.077 Tanjong Malim,Tanjong Malim,1,Ong Ka Chuan,3399,BN,25,28225
Perak,P.077 Tanjong Malim,Tanjong Malim,2,Tan Yee Kew,2436,PKR,11,23897
Pahang,P.078 Cameron Highlands,Cameron Highlands,1,Mohd Shokri Mahmood,3748,BERJASA,34,912
Pahang,P.078 Cameron Highlands,Cameron Highlands,2,Manogaran,3398,DAP,18,10044
Pahang,P.078 Cameron Highlands,Cameron Highlands,3,Np Kisho Kumar,3749,BEBAS,1,101
Pahang,P.078 Cameron Highlands,Cameron Highlands,4,Alagu A/L Thangarajoo,3750,BEBAS,1,308
Pahang,P.078 Cameron Highlands,Cameron Highlands,5,G. Palanivel,2113,BN,25,10506
Pahang,P.079 Lipis,Lipis,1,Aishaton Abu Bakar,3751,BEBAS,1,303
Pahang,P.079 Lipis,Lipis,2,Abdul Rahman Bin Mohamad,3752,BN,25,14863
Pahang,P.079 Lipis,Lipis,3,Mohd Mahyuddin Bin Ghazal @ Razali,3753,PAS,3,11394
Pahang,P.080 Raub,Raub,1,Ariff Sabri Bin Abdul Aziz,3754,DAP,18,23415
Pahang,P.080 Raub,Raub,2,Hoh Khai Mun,3755,BN,25,20601
Pahang,P.081 Jerantut,Jerantut,1,Hamzah,3407,PAS,3,22012
Pahang,P.081 Jerantut,Jerantut,2,Ahmad Nazlan,3756,BN,25,26544
Pahang,P.082 Indera Mahkota,Indera Mahkota,1,Wan Adnan Bin Wan Mamat,3757,BN,25,23061
Pahang,P.082 Indera Mahkota,Indera Mahkota,2,Ram Ponusamy,3418,BEBAS,1,193
Pahang,P.082 Indera Mahkota,Indera Mahkota,3,Fauzi Abdul Rahman,2404,PKR,11,30584
Pahang,P.083 Kuantan,Kuantan,1,Mohamed Suffian Bin Awang,3758,BN,25,21319
Pahang,P.083 Kuantan,Kuantan,2,Fuziah Salleh,2716,PKR,11,25834
Pahang,P.084 Paya Besar,Paya Besar,1,Zahari Bin Mamat,3759,BEBAS,1,272
Pahang,P.084 Paya Besar,Paya Besar,2,Abdul Manan Bin Ismail,3411,BN,25,23747
Pahang,P.084 Paya Besar,Paya Besar,3,Murnie Hidayah,3760,PKR,11,16032
Pahang,P.085 Pekan,Pekan,1,Mohd Najib Bin Tun Abdul Razak,1216,BN,25,51278
Pahang,P.085 Pekan,Pekan,2,Fariz Musa,3347,PKR,11,15665
Pahang,P.086 Maran,Maran,1,Mujibur Rahman,3761,PAS,3,12774
Pahang,P.086 Maran,Maran,2,Ismail Bin Hj Abdul Muttalib,3413,BN,25,19249
Pahang,P.087 Kuala Krau,Kuala Krau,1,Ismail Bin Mohamed Said,1613,BN,25,21575
Pahang,P.087 Kuala Krau,Kuala Krau,2,Shahril Azman Bin Abdul Halim Al-Hafiz,3762,PAS,3,15370
Pahang,P.088 Temerloh,Temerloh,1,Saifuddin Abdullah,3416,BN,25,27197
Pahang,P.088 Temerloh,Temerloh,2,Nasrudin Hassan Tantawi,3414,PAS,3,28267
Pahang,P.089 Bentong,Bentong,1,Wong Tack,3763,DAP,18,25568
Pahang,P.089 Bentong,Bentong,2,Liow Tiong Lai,2721,BN,25,25947
Pahang,P.090 Bera,Bera,1,Zakaria Abdul Hamid,3764,PKR,11,19526
Pahang,P.090 Bera,Bera,2,Mohd Wali Ahmad,3765,BEBAS,1,670
Pahang,P.090 Bera,Bera,3,Ismail Sabri Yaakob,3061,BN,25,21669
Pahang,P.091 Rompin,Rompin,1,Jamaludin Bin Jarjis,3420,BN,25,30040
Pahang,P.091 Rompin,Rompin,2,Nuridah,3766,PAS,3,14926
Selangor,P.092 Sabak Bernam,Sabak Bernam,1,Abdul Aziz Bari,3767,PKR,11,14620
Selangor,P.092 Sabak Bernam,Sabak Bernam,2,Fasiah,3768,BN,25,16510
Selangor,P.093 Sungai Besar,Sungai Besar,1,Salleh Husin,3769,PAS,3,18296
Selangor,P.093 Sungai Besar,Sungai Besar,2,Noriah Binti Kasnon,3422,BN,25,18695
Selangor,P.094 Hulu Selangor,Hulu Selangor,1,Santhara,3770,BEBAS,1,999
Selangor,P.094 Hulu Selangor,Hulu Selangor,2,Radzali Mokhtar,3771,BEBAS,1,1105
Selangor,P.094 Hulu Selangor,Hulu Selangor,3,Khalid Jaafar,2790,PKR,11,33989
Selangor,P.094 Hulu Selangor,Hulu Selangor,4,P.Kamalanathan,3772,BN,25,37403
Selangor,P.095 Tanjong Karang,Tanjong Karang,1,Herman Tino,3773,BEBAS,1,340
Selangor,P.095 Tanjong Karang,Tanjong Karang,2,Noh Bin Omar,2416,BN,25,20548
Selangor,P.095 Tanjong Karang,Tanjong Karang,3,Rashdi,3774,PAS,3,16154
Selangor,P.096 Kuala Selangor,Kuala Selangor,1,Dzulkefly Ahmad,2751,PAS,3,27040
Selangor,P.096 Kuala Selangor,Kuala Selangor,2,Irmohizam,3775,BN,25,27500
Selangor,P.097 Selayang,Selayang,1,William Leong Jee Keen,3427,PKR,11,52343
Selangor,P.097 Selayang,Selayang,2,Donald Lim Siang Chai,2743,BN,25,34385
Selangor,P.097 Selayang,Selayang,3,Mohd Hazizi,3776,BERJASA,34,4152
Selangor,P.098 Gombak,Gombak,1,Azmin Ali,3428,PKR,11,54827
Selangor,P.098 Gombak,Gombak,2,Said Nazar,3777,BEBAS,1,474
Selangor,P.098 Gombak,Gombak,3,Rahman Ismail,3778,BN,25,50093
Selangor,P.099 Ampang,Ampang,1,Zuraida Kamaruddin,3431,PKR,11,41969
Selangor,P.099 Ampang,Ampang,2,Rozaidah Talib,3077,BN,25,28691
Selangor,P.100 Pandan,Pandan,1,Rafizi Ramli,3779,PKR,11,48183
Selangor,P.100 Pandan,Pandan,2,Allan Tan,3780,BEBAS,1,2415
Selangor,P.100 Pandan,Pandan,3,Lim Chin Yee,3781,BN,25,21454
Selangor,P.101 Hulu Langat,Hulu Langat,1,Adzhaliza Binti Mohd Nor,3782,BN,25,46860
Selangor,P.101 Hulu Langat,Hulu Langat,2,Che Rosli Che Mat,3433,PAS,3,64127
Selangor,P.102 Serdang,Bangi,1,Yap Pian Hon,2429,BN,25,37032
Selangor,P.102 Serdang,Bangi,2,Ong Kian Ming,3783,DAP,18,79238
Selangor,P.103 Puchong,Puchong,1,Gobind Singh Deo,3436,DAP,18,62938
Selangor,P.103 Puchong,Puchong,2,A. Kohilan Pillay,3784,BN,25,30136
Selangor,P.104 Kelana Jaya,Subang,1,Loh Seng Kok,3088,BN,25,27963
Selangor,P.104 Kelana Jaya,Subang,2,Toh Sin Wah,3785,BEBAS,1,363
Selangor,P.104 Kelana Jaya,Subang,3,Wong Chen,3786,PKR,11,56790
Selangor,P.105 Petaling Jaya Selatan,Petaling Jaya,1,Ibrahim Khatib,3787,BEBAS,1,1447
Selangor,P.105 Petaling Jaya Selatan,Petaling Jaya,2,Hee Loy Sian,3440,PKR,11,41062
Selangor,P.105 Petaling Jaya Selatan,Petaling Jaya,3,Sheah Kok Fah,3788,BN,25,21846
Selangor,P.106 Petaling Jaya Utara,Damansara,1,Chew Hoong Ling,3789,BN,25,12735
Selangor,P.106 Petaling Jaya Utara,Damansara,2,Tony Pua,3441,DAP,18,57407
Selangor,P.107 Subang,Sungai Buloh,1,Nazaruddin,3790,BEBAS,1,460
Selangor,P.107 Subang,Sungai Buloh,2,Edros Bin Abdullah,3791,BEBAS,1,218
Selangor,P.107 Subang,Sungai Buloh,3,Mohamad,3792,BERJASA,34,4454
Selangor,P.107 Subang,Sungai Buloh,4,A. Prakash Rao,3793,BN,25,39549
Selangor,P.107 Subang,Sungai Buloh,5,Sivarasa Rasiah,3443,PKR,11,66268
Selangor,P.108 Shah Alam,Shah Alam,1,Zulkifli Bin Noordin,3309,BN,25,38070
Selangor,P.108 Shah Alam,Shah Alam,2,Khalid Abdul Samad,3095,PAS,3,49009
Selangor,P.109 Kapar,Kapar,1,Sakthivell,3794,BN,25,46059
Selangor,P.109 Kapar,Kapar,2,Hamzah Jawa Meru,3795,BEBAS,1,1067
Selangor,P.109 Kapar,Kapar,3,Palaya,3796,BEBAS,1,231
Selangor,P.109 Kapar,Kapar,4,Mohd Pathan Hussin,3797,BERJASA,34,6289
Selangor,P.109 Kapar,Kapar,5,Manivanan Gowin,3798,PKR,11,69849
Selangor,P.109 Kapar,Kapar,6,Mohd Nazri Bin Abdul Aziz,3799,BEBAS,1,835
Selangor,P.110 Klang,Klang,1,Teh Kim Poo,3800,BN,25,29034
Selangor,P.110 Klang,Klang,2,Charles Santiago,3447,DAP,18,53719
Selangor,P.111 Kota Raja,Kota Raja,1,P.Uthayakumar,3801,BEBAS,1,2364
Selangor,P.111 Kota Raja,Kota Raja,2,S. Murugesan,3442,BN,25,29711
Selangor,P.111 Kota Raja,Kota Raja,3,Azman Bin Idrus,3802,BEBAS,1,280
Selangor,P.111 Kota Raja,Kota Raja,4,Mariah Mahmud,3449,PAS,3,59106
Selangor,P.112 Kuala Langat,Kuala Langat,1,Sharuddin Bin Omar (B),3803,BN,25,35625
Selangor,P.112 Kuala Langat,Kuala Langat,2,Khairul Shah Kottappan,3804,BEBAS,1,426
Selangor,P.112 Kuala Langat,Kuala Langat,3,Abdullah Sani,3451,PKR,11,40983
Selangor,P.113 Sepang,Sepang,1,Hanapiah Mohamad,3805,BEBAS,1,315
Selangor,P.113 Sepang,Sepang,2,Suhaimi Mohd Ghazali,3806,BEBAS,1,962
Selangor,P.113 Sepang,Sepang,3,Mohd Zin Mohamed,3452,BN,25,35658
Selangor,P.113 Sepang,Sepang,4,Mohamed Hanipa Bin Maidin,2501,PAS,3,36800
W.P. Kuala Lumpur,P.114 Kepong,Kepong,1,Yee Poh Ping,3807,BEBAS,1,2757
W.P. Kuala Lumpur,P.114 Kepong,Kepong,2,Tan Seng Giaw,1238,DAP,18,47837
W.P. Kuala Lumpur,P.114 Kepong,Kepong,3,Chandran,3808,BN,25,7530
W.P. Kuala Lumpur,P.115 Batu,Batu,1,Tian Chua,2789,PKR,11,41672
