state,parlimen,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perak,P.056 Telok Anson,29130,22772,0,1317
Perak,P.057 Bagan Datoh,22766,17595,0,1039
Perak,P.058 Batang Padang,17603,14237,0,899
Pahang,P.059 Raub,21590,17296,0,968
Pahang,P.060 Bentong,25182,20364,0,846
Pahang,P.061 Kuantan,21889,16118,0,710
Pahang,P.062 Pekan,18486,14165,0,596
Pahang,P.063 Temerloh,26899,21035,0,1017
Pahang,P.064 Lipis,27546,20936,0,1221
Selangor,P.065 Kuala Selangor,24882,17452,0,1333
Selangor,P.066 Batu,32297,23378,0,1023
Selangor,P.067 Kapar,22730,17933,0,979
Selangor,P.068 Rawang,19951,15383,0,659
Selangor,P.069 Langat,19403,15582,0,1047
Selangor,P.070 Setapak,37034,25265,0,871
Selangor,P.071 Bungsar,58261,39453,0,1293
Selangor,P.072 Bukit Bintang,33636,22100,0,676
Selangor,P.073 Damansara,30056,21797,0,856
Selangor,P.074 Klang,30158,22084,0,1029
Selangor,P.075 Kuala Langat,21105,16918,0,1035
Selangor,P.076 Sepang,18581,15499,0,632
Selangor,P.077 Sabak Bernam,22367,16493,0,1431
Selangor,P.078 Ulu Selangor,17750,14328,0,717
Negeri Sembilan,P.079 Kuala Pilah,26135,21522,0,1282
Negeri Sembilan,P.080 Seremban Timor,29004,22450,0,642
Negeri Sembilan,P.081 Rembau-Tampin,22987,18872,0,759
Negeri Sembilan,P.082 Port Dickson,22083,17251,0,1219
Negeri Sembilan,P.083 Jelebu-Jempol,27147,22060,0,946
Negeri Sembilan,P.084 Seremban Barat,24758,19556,0,700
Melaka,P.085 Malacca Tengah,30569,25766,0,721
Melaka,P.086 Bandar Malacca,33148,28375,0,467
Melaka,P.087 Malacca Utara,29443,24709,0,865
Melaka,P.088 Malacca Selatan,32425,26938,0,1139
Johor,P.089 Muar Dalam,22723,18759,0,540
Johor,P.090 Segamat Selatan,22678,18693,0,763
Johor,P.091 Muar Pantai,30116,23196,0,481
Johor,P.092 Muar Selatan,30123,0,0,0
Johor,P.093 Batu Pahat,25358,21024,0,450
Johor,P.094 Batu Pahat Dalam,28465,22741,0,2460
Johor,P.095 Kluang Utara,21731,17611,0,523
Johor,P.096 Johore Tenggara,12854,0,0,0
Johor,P.097 Pontian Utara,26098,21320,0,2030
Johor,P.098 Pontian Selatan,24569,20234,0,565
Johor,P.099 Kluang Selatan,23158,18961,0,601
Johor,P.100 Johore Bahru Timor,24735,19406,0,730
Johor,P.101 Johore Bahru Barat,22493,17525,0,560
Johor,P.102 Johore Timor,14938,11996,0,756
Johor,P.103 Segamat Utara,20273,17411,0,549
Johor,P.104 Muar Utara,27024,21566,0,973
