state,parlimen,ballot_order,name,candidate_uid,party,party_uid,votes
Perlis,P.001 Perlis Utara,1,Othman Bin Abdullah,55,PERIKATAN,2,10763
Perlis,P.001 Perlis Utara,2,Taharim Bin Ariffin,572,PAS,3,8057
Perlis,P.001 Perlis Utara,3,Kassim Bin Ahmad,573,PR,23,2910
Perlis,P.002 Perlis Selatan,1,Haji Mokhtar Bin Haji Ismail,318,PERIKATAN,2,11432
Perlis,P.002 Perlis Selatan,2,Abu Bakar Bin Hamzah,316,PAS,3,10229
Kedah,P.003 Jitra-Padang Terap,1,Tan Sri Fatimah,574,PERIKATAN,2,15145
Kedah,P.003 Jitra-Padang Terap,2,Salmah Binti Sheikh Hussain,575,PAS,3,11595
Kedah,P.004 Kubang Pasu Barat,1,Abu Bakar Bin Umar,370,PAS,3,10087
Kedah,P.004 Kubang Pasu Barat,2,Senu Bin Abdul Rahman,369,PERIKATAN,2,9999
Kedah,P.005 Kota Star Utara,1,Haji Mawardi Bin Lebai Teh,576,PAS,3,12176
Kedah,P.005 Kota Star Utara,2,Mohamed Zahir Bin Haji Ismail,383,PERIKATAN,2,10487
Kedah,P.006 Alor Star,1,Lim Pee Hung,371,PERIKATAN,2,9016
Kedah,P.006 Alor Star,2,Geh Teng Kheng,373,GERAKAN,21,8543
Kedah,P.006 Alor Star,3,Haron Bin Omar,577,PAS,3,7258
Kedah,P.007 Kuala Kedah,1,Tunku Abdul Rahman Putra Al-Haj,103,PERIKATAN,2,15468
Kedah,P.007 Kuala Kedah,2,Abdul Aziz Bin Abdullah,578,PAS,3,11964
Kedah,P.008 Kota Star Selatan,1,Haji Yusof Rawa,579,PAS,3,13021
Kedah,P.008 Kota Star Selatan,2,Dr Mahathir Bin Mohamad,375,PERIKATAN,2,12032
Kedah,P.009 Kedah Tengah,1,Mohamed Khir Johari,179,PERIKATAN,2,13958
Kedah,P.009 Kedah Tengah,2,Ahmad Bin Othman,580,PAS,3,11583
Kedah,P.010 Jerai,1,Hanafiah Hussain,379,PERIKATAN,2,13182
Kedah,P.010 Jerai,2,Abdul Rashid Bin Abdul Razak Afandi,581,PAS,3,10414
Kedah,P.011 Baling,1,Shafie Bin Abdullah,582,PERIKATAN,2,16247
Kedah,P.011 Baling,2,Mohd. Romli Bin Abdullah,583,PAS,3,10932
Kedah,P.012 Sungei Patani,1,Azahari Bin Md. Taib,584,PERIKATAN,2,8931
Kedah,P.012 Sungei Patani,2,Ong Boon Seong,386,GERAKAN,21,6859
Kedah,P.012 Sungei Patani,3,Md. Daud Bin Abdullah,585,PAS,3,4661
Kedah,P.013 Kulim Utara,1,Bibi Aishah Binti Hamid Don,586,PERIKATAN,2,12131
Kedah,P.013 Kulim Utara,2,Md. Zahari Bin Shaari,587,PAS,3,5792
Kedah,P.014 Kulim-Bandar Bahru,1,Tai Kuan Yang,388,PERIKATAN,2,14381
Kedah,P.014 Kulim-Bandar Bahru,2,Khatib Shorbaini Bin Haji Hassan,588,PAS,3,6378
Kelantan,P.015 Tumpat,1,Dr Abdul Aziz Bin Omar,589,PERIKATAN,2,12802
Kelantan,P.015 Tumpat,2,Nik Man Bin Nik Mohbamed,197,PAS,3,10475
Kelantan,P.016 Kelantan Hilir,1,Nik Abdul Aziz Bin Nik Mat,859,PAS,3,13635
Kelantan,P.016 Kelantan Hilir,2,Haji Mohamed Salleh Bin Haji Ibrahim,590,PERIKATAN,2,8817
Kelantan,P.017 Pasir Mas Hilir,1,Muhammad Fakhruddin Bin Haji Abdullah,395,PAS,3,12556
Kelantan,P.017 Pasir Mas Hilir,2,Che Hassan Bin Haji Che Ismail,591,PERIKATAN,2,7336
Kelantan,P.018 Kota Bharu Hilir,1,Tengku Ahmad Rithauddeen Bin Tengku Ismail,592,PERIKATAN,2,13069
Kelantan,P.018 Kota Bharu Hilir,2,Wan Hashim Bin Haji Wan Ahmad,593,PAS,3,12914
Kelantan,P.019 Bachok,1,Mohd. Zain Bin Abdullah,594,PAS,3,13069
Kelantan,P.019 Bachok,2,Haji Ahmad Bin Haji Idris,595,PERIKATAN,2,10943
Kelantan,P.020 Kota Bharu Hulu,1,Mohd. Asri Bin Haji Muda,112,PAS,3,15051
Kelantan,P.020 Kota Bharu Hulu,2,Haji Ali Bin Husin,596,PERIKATAN,2,10021
Kelantan,P.020 Kota Bharu Hulu,3,Khadijah Binti Mohd. Sidek,364,BEBAS,1,235
Kelantan,P.021 Pasir Mas Hulu,1,Tengku Zaid Bin Tengku Ahmad,597,PAS,3,9208
Kelantan,P.021 Pasir Mas Hulu,2,Dusuki Bin Haji Ahmad,598,PERIKATAN,2,7766
Kelantan,P.022 Pasir Puteh,1,Wan Sulaiman Bin Haji Ibrahim,599,PAS,3,13294
Kelantan,P.022 Pasir Puteh,2,Abdullah Bin Mahmood,600,PERIKATAN,2,13029
Kelantan,P.023 Tanah Merah,1,Mohamed Bin Ya'Acob,601,PERIKATAN,2,14856
Kelantan,P.023 Tanah Merah,2,Mustapha Bin Ahmad,404,PAS,3,13849
Kelantan,P.024 Ulu Kelantan,1,Dato' Nik Ahmed Kamil,397,PERIKATAN,2,15954
Kelantan,P.024 Ulu Kelantan,2,Khaidir Bin Khatib,602,PAS,3,12358
Terengganu,P.025 Besut,1,Hussain Bin Haji Sulaiman,603,PERIKATAN,2,13830
Terengganu,P.025 Besut,2,Jais Bin Haji Anuar,604,PAS,3,12805
Terengganu,P.026 Kuala Trengganu Utara,1,Wan Abdul Kadir Bin Ismail,356,PERIKATAN,2,11438
Terengganu,P.026 Kuala Trengganu Utara,2,Syed Shafie Bin Tuan Baharu,605,PAS,3,10112
Terengganu,P.027 Kuala Trengganu Selatan,1,Mohd. Daud Bin Abdul Samad,410,PAS,3,10790
Terengganu,P.027 Kuala Trengganu Selatan,2,Othman Bin Haji Abd. Karim @ Haji Yong,606,PERIKATAN,2,9029
Terengganu,P.028 Dungun,1,Abdul Wahab Bin Yunus,607,PAS,3,10051
Terengganu,P.028 Dungun,2,Mustapha Bin Abdul Majeed,608,PERIKATAN,2,8036
Terengganu,P.029 Kemaman,1,Wan Mokhtar Bin Ahmad,420,PERIKATAN,2,9428
Terengganu,P.029 Kemaman,2,Wan Yahya Bin Haji Wan Mohd,126,PAS,3,8534
Terengganu,P.030 Trengganu Tengah,1,Tengku Muhsein Bin Tengku Abdul Kadir,609,PERIKATAN,2,12157
Terengganu,P.030 Trengganu Tengah,2,Haji Abdul Rashid Bin Su,610,PAS,3,11651
Pulau Pinang,P.031 Bagan,1,Tan Cheng Bee,245,PERIKATAN,2,0
Pulau Pinang,P.032 Seberang Tengah,1,Mustapha Bin Hussain,611,GERAKAN,21,16808
Pulau Pinang,P.032 Seberang Tengah,2,Ibrahim Bin Abdul Rahman,251,PERIKATAN,2,12017
Pulau Pinang,P.033 Seberang Selatan,1,Veerappen A/L Veerathan,612,GERAKAN,21,9738
Pulau Pinang,P.033 Seberang Selatan,2,Snawi Bin Ismail,613,PERIKATAN,2,6391
Pulau Pinang,P.033 Seberang Selatan,3,Wab Bin Salleh @ Wahab Bin Salleh,614,PAS,3,2474
Pulau Pinang,P.034 Penang Utara,1,Dason Peter Paul,615,DAP,18,20930
Pulau Pinang,P.034 Penang Utara,2,Geh Chong Keat,260,PERIKATAN,2,13379
