state,parlimen,ballot_order,name,candidate_uid,party,party_uid,votes
Perak,P.048 Sungai Siput,2,Ngan Siong Hing @ Ngan Siong Eng,1173,DAP,18,7789
Perak,P.049 Taiping,1,Leong Khee Seong,915,BN,25,20915
Perak,P.049 Taiping,2,Loh Poh Seng,916,DAP,18,12893
Perak,P.049 Taiping,3,Abdul Samad Bin Hussin,1174,PAS,3,2752
Perak,P.050 Matang,1,Hashim Bin Ghazali,918,BN,25,14706
Perak,P.050 Matang,2,Jamaluddin Bin Yeop Hamzah,1175,DAP,18,4973
Perak,P.050 Matang,3,Dr Md. Dali Bin Main @ Dali Bin Main,1176,PAS,3,4065
Perak,P.051 Padang Rengas,1,Umar Bin Haji Ismail,1177,BN,25,11839
Perak,P.051 Padang Rengas,2,Zabidin Bin Alang Othman,1178,PAS,3,6108
Perak,P.052 Kuala Kangsar,1,Yong Fatimah Binti Md. Razali,1179,BN,25,9059
Perak,P.052 Kuala Kangsar,2,Kok Kean Fatt @ Chin Ken Fatt,1180,DAP,18,4261
Perak,P.052 Kuala Kangsar,3,Baharuddin Haji Abd. Latif,1181,PAS,3,3919
Perak,P.053 Kinta,1,Yang Choong Fu @ Yeoh Teong Hu,1182,BN,25,21221
Perak,P.053 Kinta,2,Farn Seong Than,988,DAP,18,19014
Perak,P.053 Kinta,3,Samsudin Bin Harun,928,PAS,3,3207
Perak,P.054 Ipoh,1,Lim Cho Hock,643,DAP,18,30680
Perak,P.054 Ipoh,2,Kuan Peng Soon @ Kuan Peng Ching,1183,BN,25,17771
Perak,P.055 Menglembu,1,P. Patto,912,DAP,18,29573
Perak,P.055 Menglembu,2,Lee Chan Fai @ Lee Soon Heng,1184,BN,25,16803
Perak,P.056 Beruas,1,Ting Cheek Moy @ Ting Chek Ming,1185,DAP,18,9611
Perak,P.056 Beruas,2,Su Liang Yu,634,BN,25,9204
Perak,P.056 Beruas,3,Zulkiflie Bin Alias,1186,PAS,3,1683
Perak,P.057 Parit,1,Mohd. Bakri Bin Abdul Rais,933,BN,25,12268
Perak,P.057 Parit,2,Abas Bin Mat Said,1187,DAP,18,6658
Perak,P.057 Parit,3,Zakaria Bin Md. Dehor,1188,PAS,3,5337
Perak,P.058 Batu Gajah,1,Chian Heng Kai @ Chin Soo Ha,1189,DAP,18,18752
Perak,P.058 Batu Gajah,2,Chan Kit Chee,1190,BN,25,12471
Perak,P.059 Batang Padang,1,Azharul Abidin Bin Haji Abdul Rahim,938,BN,25,11911
Perak,P.059 Batang Padang,2,Loh Jee Mee,653,DAP,18,7568
Perak,P.060 Lumut,1,Richard Ho Ung Hun,939,BN,25,15021
Perak,P.060 Lumut,2,Tin Siek Ho @ Ting Sea Leong,1191,DAP,18,9396
Perak,P.060 Lumut,3,Abdul Hanan Bin Md. Bakri,1192,PAS,3,1201
Perak,P.061 Hilir Perak,1,Kamaluddin Bin Maamor,1193,BN,25,13643
Perak,P.061 Hilir Perak,2,Abdul Kader Bin Kahar,1194,PAS,3,4817
Perak,P.061 Hilir Perak,3,Zainal Abidin Bin Adnan,1195,DAP,18,2493
Perak,P.061 Hilir Perak,4,Abdul Latif Nasain,1196,PEKEMAS,27,342
Perak,P.062 Telok Anson,1,Au How Cheong @ Haw Hew Kheong,1197,BN,25,12773
Perak,P.062 Telok Anson,2,Chan Fu King,650,DAP,18,11380
Perak,P.062 Telok Anson,3,Mohamad Bin Ngah,1198,PAS,3,1168
Perak,P.063 Tanjong Malim,1,Mak Hon Kam @ Mak Hoon Ting,1199,BN,25,15805
Perak,P.063 Tanjong Malim,2,Zakaria Bin A. Manaf,1200,DAP,18,7374
Perak,P.064 Bagan Datuk,1,Haji Hassan Adli Bin Haji Arshad,33,BN,25,16894
Perak,P.064 Bagan Datuk,2,Abdullah Bin Basiran,1201,PAS,3,2600
Perak,P.064 Bagan Datuk,3,Thee Ah Kow @ Thee You Min,1202,DAP,18,2527
Pahang,P.065 Lipis,1,Tan Sri Muhammad Ghazali Shafie,947,BN,25,14778
Pahang,P.065 Lipis,2,Kasim Bin Yahya,1203,PAS,3,3199
Pahang,P.065 Lipis,3,Wan Abdul Rahman Bin Wan Ibrahim,1204,BEBAS,1,3160
Pahang,P.066 Jerantut,1,Dato Shariff Ahmad,1205,BN,25,14052
Pahang,P.066 Jerantut,2,Solahuddin Bin Mohd. Ali,1206,PAS,3,7399
Pahang,P.067 Kuantan,1,Md. Ali Bin M. Sharif,948,BN,25,16568
Pahang,P.067 Kuantan,2,Dzukifli Ismail,1207,PSRM,26,6441
Pahang,P.067 Kuantan,3,Jaafar Hussin,1208,DAP,18,2659
Pahang,P.067 Kuantan,4,Zabidin Bin Rahmat,1209,PAS,3,1901
Pahang,P.068 Raub,1,Tan Koon Swan,1210,BN,25,11411
Pahang,P.068 Raub,2,Wan Sai Kai,1211,DAP,18,5447
Pahang,P.068 Raub,3,Raja Puji Bin Tengku Abdul Hamid,1212,PAS,3,3462
Pahang,P.069 Maran,1,Hishamuddin Bin Haji Yahaya,953,BN,25,17549
Pahang,P.069 Maran,2,Mohamed Hashim Bin Hassan,1213,PAS,3,5930
Pahang,P.069 Maran,3,Hamzah Ishak,1214,BEBAS,1,1224
Pahang,P.070 Bentong,1,Chan Siang Sun,237,BN,25,16606
Pahang,P.070 Bentong,2,Lip Tuck Chee,1215,DAP,18,8248
Pahang,P.071 Pekan,1,Datuk Mohd. Najib Bin Tun Haji Abdul Razak,1216,BN,25,13876
Pahang,P.071 Pekan,2,Mohd. Rusdi Bin Arif,1217,PAS,3,4343
Pahang,P.072 Temerloh,1,Dato' Hamzah Bin Dato' Abu Samah,957,BN,25,18753
Pahang,P.072 Temerloh,2,Ahmad Bin Sulaiman,1218,PAS,3,7922
Selangor,P.073 Sabak Bernam,1,Jamaluddin Bin Haji Suhaimi,1219,BN,25,12618
Selangor,P.073 Sabak Bernam,2,Shaarani Bin Johari,1220,PAS,3,5828
Selangor,P.074 Tanjong Karang,1,Abdul Shukur Bin Haji Siraf,1221,BN,25,13413
Selangor,P.074 Tanjong Karang,2,Haji Abdul Hakim Bin Abdullah,1222,PAS,3,7283
Selangor,P.075 Ulu Selangor,1,Michael Chen Wing Sum,962,BN,25,17670
Selangor,P.075 Ulu Selangor,2,Leong Chin Hoe,1223,DAP,18,4868
Selangor,P.075 Ulu Selangor,3,Yussof Bin Ahmad,1224,PAS,3,2607
Selangor,P.076 Kuala Selangor,1,Abu Hassan Bin Haji Omar,1225,BN,25,16598
Selangor,P.076 Kuala Selangor,2,Haji Noorhadi,1226,PAS,3,3590
Selangor,P.076 Kuala Selangor,3,Supian Bin Sirman,1227,BEBAS,1,3257
Selangor,P.077 Selayang,1,Rafidah Aziz,1228,BN,25,38627
Selangor,P.077 Selayang,2,Zainal Rampak,966,DAP,18,17357
Selangor,P.077 Selayang,3,Zainuddin Karim,978,PEKEMAS,27,1973
Selangor,P.078 Ulu Langat,1,Chow Poh Kheng,1229,BN,25,12539
Selangor,P.078 Ulu Langat,2,Ong Kwai Leng,1230,DAP,18,11598
Selangor,P.078 Ulu Langat,3,Zainal Abidin Bin Mohd. Sidek,1231,PAS,3,2212
Selangor,P.078 Ulu Langat,4,Datuk Kampo Radjo,495,PSRM,26,902
Selangor,P.078 Ulu Langat,5,Kamarulzaman Bin Ibrahim,1232,PEKEMAS,27,706
Selangor,P.079 Pelabuhan Kelang,1,Tan Sri V. Manickavasagam,970,BN,25,21429
Selangor,P.079 Pelabuhan Kelang,2,K. Ramasen,972,DAP,18,10329
Selangor,P.079 Pelabuhan Kelang,3,Mohd. Zin Bin Ibrahim,1233,PAS,3,4935
Selangor,P.080 Shah Alam,1,Lew Sip Hon,675,BN,25,29098
Selangor,P.080 Shah Alam,2,Liew Fatt Yuen,1021,DAP,18,19434
Selangor,P.080 Shah Alam,3,J.P. Samuel Raj,973,PEKEMAS,27,1862
Selangor,P.081 Petaling,1,Lim Kit Siang,698,DAP,18,41017
Selangor,P.081 Petaling,2,Yeoh Poh San,1234,BN,25,24263
Selangor,P.082 Kuala Langat,1,Hajjah Aishah Ghani,976,BN,25,14405
Selangor,P.082 Kuala Langat,2,Haji Hassan Haji Ishak,1235,PAS,3,7205
Selangor,P.083 Sepang,1,Haji Suhaimi Bin Dato Haji Kamaruddin,977,BN,25,11405
Selangor,P.083 Sepang,2,A. Kalai Chelvan,1236,DAP,18,6447
Selangor,P.083 Sepang,3,Cik Gu Long,1237,PAS,3,2955
W.P. Kuala Lumpur,P.084 Kepong,1,Dr Tan Tiong Hong,979,BN,25,20055
W.P. Kuala Lumpur,P.084 Kepong,2,Dr Tan Seng Giaw,1238,PEKEMAS,27,17827
W.P. Kuala Lumpur,P.084 Kepong,3,Khoo Chin Tow,1239,DAP,18,9971
W.P. Kuala Lumpur,P.084 Kepong,4,Kanda,1240,BEBAS,1,390
W.P. Kuala Lumpur,P.085 Setapak,1,Mohd. Idris Bin Haji Ibrahim,1241,BN,25,0
W.P. Kuala Lumpur,P.086 Damansara,1,V. David,322,DAP,18,21461
W.P. Kuala Lumpur,P.086 Damansara,2,S. Subramaniam,985,BN,25,18239
W.P. Kuala Lumpur,P.086 Damansara,3,Syed Ibrahim,1242,PAS,3,5386
W.P. Kuala Lumpur,P.086 Damansara,4,Thinakaran S/O Rajakannu,1243,PEKEMAS,27,161
W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,1,Lee Lam Thye,679,DAP,18,29567
W.P. Kuala Lumpur,P.087 Kuala Lumpur Bandar,2,Thian Oon Kin,1244,BN,25,7853
W.P. Kuala Lumpur,P.088 Sungai Besi,1,Chan Kok Kit @ Chan Kit,1245,DAP,18,40307
W.P. Kuala Lumpur,P.088 Sungai Besi,2,Osman @ Seman Bin Baba,1246,PAS,3,6620
W.P. Kuala Lumpur,P.088 Sungai Besi,3,Lim Heng Kiap,1247,BEBAS,1,3098
W.P. Kuala Lumpur,P.088 Sungai Besi,4,Ganga Nayar,1248,BEBAS,1,1731
W.P. Kuala Lumpur,P.088 Sungai Besi,5,Woo Hon Kong,1249,BEBAS,1,1584
Negeri Sembilan,P.089 Jelebu,1,A. Samad Bin Idris,686,BN,25,0
Negeri Sembilan,P.090 Mantin,1,Lee Boon Peng,994,BN,25,15723
Negeri Sembilan,P.090 Mantin,2,Hu Sepang,1250,DAP,18,7726
Negeri Sembilan,P.090 Mantin,3,Shahari Bin Hassan,1251,PAS,3,2714
Negeri Sembilan,P.091 Seremban,1,Dr Chen Man Hin,999,DAP,18,23057
Negeri Sembilan,P.091 Seremban,2,Gan Kong Seng,1252,BN,25,14984
Negeri Sembilan,P.092 Kuala Pilah,1,Mansor Bin Othman,1253,BN,25,12475
Negeri Sembilan,P.092 Kuala Pilah,2,Tengku Ahmad Bab,1254,BEBAS,1,7151
Negeri Sembilan,P.092 Kuala Pilah,3,Abdul Aziz Bin Mohd. Yusoff,1255,DAP,18,1556
Negeri Sembilan,P.092 Kuala Pilah,4,Noordin Samad,1256,PAS,3,1024
Negeri Sembilan,P.093 Telok Kemang,1,K. Pathmanaban,1001,BN,25,14521
Negeri Sembilan,P.093 Telok Kemang,2,A.V. Kathiah,971,DAP,18,9397
Negeri Sembilan,P.093 Telok Kemang,3,Haji Azhari Bin Hamzah,1257,PAS,3,1904
Negeri Sembilan,P.094 Tampin,1,Mokhtar Bin Haji Hashim,1004,BN,25,23968
Negeri Sembilan,P.094 Tampin,2,Mohd. Ali Napiah Bin Ismail,1258,PAS,3,5575
Melaka,P.095 Alor Gajah,1,A. Rahim Bin Datuk Tamby Chik,1259,BN,25,22745
Melaka,P.095 Alor Gajah,2,Drs Yaakop Bin Haji Abu Hasan,1260,PAS,3,6876
Melaka,P.096 Jasin,1,Abdul Ghafar Bin Baba,11,BN,25,18599
Melaka,P.096 Jasin,2,Abd. Karim Bin Abu,541,DAP,18,6532
Melaka,P.096 Jasin,3,Jaliluddin Bin Haji Abd. Wahid,1261,PAS,3,5660
Melaka,P.097 Batu Berendam,1,Tan Sri Chong Hon Nyan,1262,BN,25,0
Melaka,P.098 Kota Melaka,1,Chan Teck Chan,1263,DAP,18,28044
Melaka,P.098 Kota Melaka,2,Chew Hock Thye,1264,BN,25,17844
Johor,P.099 Labis,1,Dato Musa Bin Hitam,1265,BN,25,19576
Johor,P.099 Labis,2,Jamal Bin Ahmad,1266,PAS,3,2659
Johor,P.100 Segamat,1,Lee Soon Seng @ Lee San Choon,705,BN,25,22098
Johor,P.100 Segamat,2,Abdul Hak Bin Haji Fadzil,1267,PAS,3,4780
Johor,P.101 Kluang,1,Lee Kaw,708,DAP,18,16887
Johor,P.101 Kluang,2,Dato Loh Fook Yen,1268,BN,25,15215
Johor,P.101 Kluang,3,Abu Bakar Bin Kathom,1269,PAS,3,679
Johor,P.102 Tenggaroh,1,Tan Sri Abdul Kadir Bin Yusoff,1270,BN,25,10886
Johor,P.102 Tenggaroh,2,Tan Tien Lim,1271,DAP,18,2568
Johor,P.102 Tenggaroh,3,Abd. Rauof Bin Abd. Majid,1272,PAS,3,1405
Johor,P.103 Ledang,1,Dato Haji Embong Bin Yahya,1273,BN,25,16129
Johor,P.103 Ledang,2,Chong Kee Kiam,1274,DAP,18,5741
Johor,P.104 Pagoh,1,Mahiaddin Bin Md. Yasin,2797,BN,25,17679
Johor,P.104 Pagoh,2,N.A. Abdul Wahab S/O Abdul Rahman,1275,PAS,3,2069
Johor,P.105 Ayer Hitam,1,Hee Tien Lai @ Hee Ten Lai,1276,BN,25,20885
Johor,P.105 Ayer Hitam,2,Jaini Bin Haji Salleh,1277,PAS,3,2666
Johor,P.106 Muar,1,Dato Dr Neo Yee Pan @ Lim Chye,1018,BN,25,23538
Johor,P.106 Muar,2,Ho Chan Mee,1278,DAP,18,11183
Johor,P.106 Muar,3,Haji Ahmad Bin Abdul Rahman,1279,PAS,3,2405
Johor,P.107 Rengam,1,Chin Hon Ngian,1020,BN,25,21861
Johor,P.107 Rengam,2,Quek Kow Hia @ Quek Swee Siang,1280,DAP,18,12537
Johor,P.108 Panti,1,Yusof Bin Malim Kuning @ Abdul Rahman Bin Mohd. Jani,1281,BN,25,22807
Johor,P.108 Panti,2,Wahab Bin Malik @ Mohamed Abdul Wahab Bin A. Malik,1282,PAS,3,2507
Johor,P.109 Sri Gading,1,Dato Hussein Onn,1023,BN,25,19761
Johor,P.109 Sri Gading,2,Hassan Bin Hussein,876,PAS,3,2427
Johor,P.110 Semerah,1,Sharifah Dorah Binti Mohammed,1283,BN,25,22264
Johor,P.110 Semerah,2,Mohamed Bin Kassim,1284,PAS,3,3602
Johor,P.111 Batu Pahat,1,Dato Abdul Jalal Bin Haji Abu Bakar,1025,BN,25,0
Johor,P.112 Pontian,1,Haji Ikhwan Bin Nasir,1285,BN,25,28867
Johor,P.112 Pontian,2,Hussein Bin Besar,1286,PAS,3,3279
Johor,P.113 Pulai,1,Dato Mohamad Bin Rahmat,1029,BN,25,29717
Johor,P.113 Pulai,2,Abd. Hamid Bin. Abd. Rahim,1287,PAS,3,4034
Johor,P.114 Johor Bahru,1,Sharil Bin A.B. Samad @ Shahrir Bin A.B. Samad,1288,BN,25,38950
Johor,P.114 Johor Bahru,2,Chan Yiek Nung @ Chan Heng Jib,1289,DAP,18,15469
Sabah,P.115 Marudu,1,Datuk Askhar Hasbollah,1290,BN,25,4608
Sabah,P.115 Marudu,2,Datuk Haji Taulani Bin Haji Jalaluddin,1291,SEDAR,37,3431
Sabah,P.116 Bandau,1,George Abah,1292,BN,25,3931
Sabah,P.116 Bandau,2,Michael Wong,1293,BEBAS,1,3887
Sabah,P.116 Bandau,3,Hassan Bin Haji Fathal,1294,SEDAR,37,263
Sabah,P.117 Kota Belud,1,Tan Sri Haji Mohammad Said Bin Keruak,1035,BN,25,6737
Sabah,P.117 Kota Belud,2,Raskan Bin Asing,1295,BEBAS,1,4868
Sabah,P.117 Kota Belud,3,Maidon Bin Pansai,1296,BEBAS,1,1408
Sabah,P.117 Kota Belud,4,Pinjaman Hassin,1297,PEKEMAS,27,921
Sabah,P.117 Kota Belud,5,Rajin Bin Buritom,1298,SEDAR,37,173
Sabah,P.118 Labuk Sugut,1,Haji Ampong Puyon (Usno),1299,BN,25,4224
Sabah,P.118 Labuk Sugut,2,Anthony Nicol Bin Sidol,1300,BEBAS,1,3877
Sabah,P.119 Tuaran,1,Datuk James Ongkili,1301,BN,25,8166
Sabah,P.119 Tuaran,2,M.A. Rahman,1037,PUSAKA,36,3591
Sabah,P.120 Kinabalu,1,Mark Koding,1302,BEBAS,1,7649
Sabah,P.120 Kinabalu,1,Datuk Haji Abd. Ghani Gilong,1038,BN,25,4396
Sabah,P.121 Gaya,1,William Lye,1303,BN,25,11218
