state,parlimen,ballot_order,name,candidate_uid,party,party_uid,votes
Perlis,P.001 Kangar,1,Hajjah Rosnah Bt. Darus,1971,S46,56,12056
Perlis,P.001 Kangar,2,Ishak Bin Arshad,1972,BN,25,26819
Perlis,P.002 Arau,1,Shahidan Kassim,1973,BN,25,20948
Perlis,P.002 Arau,2,Hj. Khalid Hj. Abd. Samad,1974,PAS,3,13154
Kedah,P.003 Jerlun-Langkawi,1,Syed Mustafa Al Jafree,1975,S46,56,13425
Kedah,P.003 Jerlun-Langkawi,2,Dato' Seri Sanusi Junid,1976,BN,25,21690
Kedah,P.004 Kubang Pasu,1,Dato' Sudin Bin Wahab,1373,S46,56,8619
Kedah,P.004 Kubang Pasu,2,Dr Mhathir Bin Mohamad,375,BN,25,30681
Kedah,P.005 Padang Terap,1,Dato' Dr Affifudin Haji Omar,1977,BN,25,20697
Kedah,P.005 Padang Terap,2,Baharom Bin Haji Bakar,1978,S46,56,13208
Kedah,P.006 Kota Setar,1,Mohd Shauki Hj. Ibrahim,1979,PAS,3,14856
Kedah,P.006 Kota Setar,2,Wan Hanafiah Wan Mat Saman,1980,BN,25,18223
Kedah,P.007 Alor Setar,1,Chor Chee Heung,1981,BN,25,22714
Kedah,P.007 Alor Setar,2,Tengku Mohammad Farris Bin Tengku Ahmad Rayan,1982,S46,56,17579
Kedah,P.008 Kuala Kedah,1,Dato' Hj. Abu Bakar Rautin,1983,BN,25,17397
Kedah,P.008 Kuala Kedah,2,Ustaz Halim Arshat,1984,PAS,3,14792
Kedah,P.009 Pendang,1,Haji Othman Abdul,1985,BN,25,20554
Kedah,P.009 Pendang,2,Ustaz Fadzil Noor,1986,PAS,3,17349
Kedah,P.010 Jerai,1,Haji Ghazali Ahmad,1987,BN,25,15723
Kedah,P.010 Jerai,2,Subky Abd. Latif,1988,PAS,3,11121
Kedah,P.011 Merbok,1,Mohd Johari Bin Abidin,1989,S46,56,9906
Kedah,P.011 Merbok,2,Daim Zainuddin,1990,BN,25,25749
Kedah,P.012 Sik,1,Ab. Razak Bin Ag. Long,1991,BEBAS,1,537
Kedah,P.012 Sik,2,Dato' Dr Hj. Hamid Bin Hj. Othman,1992,BN,25,21048
Kedah,P.012 Sik,3,Dato' Zainal Abidin Bin Johari,1678,S46,56,12719
Kedah,P.013 Baling,1,Yusof Bin Husin,1993,PAS,3,12161
Kedah,P.013 Baling,2,Haji Raja Ariffin Bin Raja Sulaiman,1681,BN,25,20590
Kedah,P.014 Sungai Petani,1,Cik Gu Ibrahim B. Mustafa,1994,BN,25,23333
Kedah,P.014 Sungai Petani,2,Cik Gu Abdullah B. Hashim,1995,S46,56,14052
Kedah,P.015 Padang Serai,1,Lim Lay Hoon,1996,BN,25,19157
Kedah,P.015 Padang Serai,2,Karuppaiah A/L Ramasamy,1684,DAP,18,5360
Kedah,P.015 Padang Serai,3,Ustaz Wahab,1997,PAS,3,6657
Kedah,P.016 Kulim-Bandar Baharu,1,Haji Hashim Bin Endut,1382,S46,56,9499
