state,parlimen,ballot_order,name,candidate_uid,party,party_uid,votes
Perlis,P.001 Kangar,1,Mohd. Radzi Bin Sheikh Ahmad,1663,BN,25,22463
Perlis,P.001 Kangar,2,Shuib Bin Hj. Mohamad,1664,PAS,3,9397
Perlis,P.002 Arau,1,Shahidan Bin Kassim,1665,BN,25,18156
Perlis,P.002 Arau,2,Tengku Abdul Rahman B. Tengku Ismail,1666,PAS,3,11091
Kedah,P.003 Jerlun-Langkawi,1,Haji Ahmad Bin Din,1667,PAS,3,12510
Kedah,P.003 Jerlun-Langkawi,2,Sanusi Bin Junid,851,BN,25,18813
Kedah,P.004 Kubang Pasu,1,Dr. Mahathir Bin Mohamad,375,BN,25,25452
Kedah,P.004 Kubang Pasu,2,Azizan Bin Ismail,1668,PAS,3,10154
Kedah,P.005 Padang Terap,1,Affifudin Bin Haji Omar,1669,BN,25,18520
Kedah,P.005 Padang Terap,2,Mahmud @ Mohamood B Che Mat @ Haji Ahmad,1670,PAS,3,12985
Kedah,P.006 Kota Setar,1,Halim Bin Arshat,1098,PAS,3,13344
Kedah,P.006 Kota Setar,2,Dr. Abdul Hadi Bin Derani,1671,BN,25,14738
Kedah,P.007 Alor Setar,1,Mohd Noorik Bin Abd. Rahman,1672,SDP,33,249
Kedah,P.007 Alor Setar,2,George John A/L K.M. George,1377,DAP,18,9042
Kedah,P.007 Alor Setar,3,Oo Gin Sun,847,BN,25,16647
Kedah,P.007 Alor Setar,4,Suhaimi Bin Hj. Ahmad,1673,PAS,3,9195
Kedah,P.008 Kuala Kedah,1,Ali @ Fadzil B. Md. Noor,1100,PAS,3,14035
Kedah,P.008 Kuala Kedah,2,Mohammad Abu Bakar Bin Rautin Ibrahim,1674,BN,25,15992
Kedah,P.009 Pendang,1,Phahrolrazi Bin Mohd Zawawi,1675,PAS,3,15986
Kedah,P.009 Pendang,2,Othman Bin Abdul,1676,BN,25,16886
Kedah,P.010 Jerai,1,Ghazali Bin Ahmad,1105,BN,25,13636
Kedah,P.010 Jerai,2,Mohd. Napi @ Nakhai Bin Hj. Ahmad,1109,PAS,3,10736
Kedah,P.011 Merbok,1,Mohd Redhuan Daniel Oon Bin Abdullah,1677,PAS,3,6967
Kedah,P.011 Merbok,2,Che Abdul Daim Bin Haji Zainuddin,1385,BN,25,20712
Kedah,P.012 Sik,1,Dato' Zainol Abidin Bin Johari,1678,BN,25,18741
Kedah,P.012 Sik,2,Ramli Bin Hassan,1679,PAS,3,11310
Kedah,P.013 Baling,1,Haron Bin Othman,1680,PAS,3,11706
Kedah,P.013 Baling,2,Raja Ariffin Bin Raja Sulaiman,1681,BN,25,17995
Kedah,P.014 Sungai Petani,1,Abdul Lazar @ Abdul Razak Bin Daud,1682,PAS,3,7386
Kedah,P.014 Sungai Petani,2,Abd Manaf Bin Haji Ahmad,1683,BN,25,18269
Kedah,P.014 Sungai Petani,3,Karuppiah A/L Ramasamy,1684,DAP,18,8380
Kedah,P.015 Padang Serai,1,Mohd. Radzi Bin Hj. Hussain,1685,PAS,3,8320
Kedah,P.015 Padang Serai,2,Chew Kam Hoy,1686,BN,25,19246
Kedah,P.016 Kulim-Bandar Baharu,1,Hasan Bin Abdul Razak,1687,PAS,3,7429
Kedah,P.016 Kulim-Bandar Baharu,2,Dato' Abdul Kadir Bin Hj. Sheik Fadzir,1117,BN,25,21043
Kelantan,P.017 Tumpat,1,Hassan Bin Salleh,1688,PAS,3,15050
Kelantan,P.017 Tumpat,2,Haji Dusuki Bin Haji Ahmad,1689,BN,25,16760
Kelantan,P.018 Pengkalan Chepa,1,Wan Ismail Bin Hj. Ibrahim,1690,BN,25,13326
Kelantan,P.018 Pengkalan Chepa,2,Abdullah Bin Haji Arshad,1146,PAS,3,17501
Kelantan,P.019 Kota Baharu,1,Tengku Ahmad Rithauddeen Bin Tengku Ismail,592,BN,25,20310
Kelantan,P.019 Kota Baharu,2,Che Hassan Bin Hj. Abdullah,1691,PAS,3,15277
Kelantan,P.020 Pasir Mas,1,Haji Zakaria B. Ismail,1121,PAS,3,11903
Kelantan,P.020 Pasir Mas,2,Ibrahim Bin Ali,1692,BN,25,15711
Kelantan,P.021 Rantau Panjang,1,Hj. Mohamed Bin Yaacob,1693,BN,25,13196
Kelantan,P.021 Rantau Panjang,2,Mohd. Yusof Bin Haji Abdullah,1694,PAS,3,11784
Kelantan,P.022 Nilam Puri,1,Mohamed Bin Haji Ali,1695,BN,25,12911
Kelantan,P.022 Nilam Puri,2,Wan Daud Bin Wan Jusoh,1696,PAS,3,12359
Kelantan,P.023 Bachok,1,Nik Abdul Aziz Bin Nik Mat,859,PAS,3,16347
Kelantan,P.023 Bachok,2,Moh. Zain B. Abdullah,594,BN,25,16617
Kelantan,P.024 Pasir Puteh,1,W. Mustaffa Bin Abd. Ghani,1697,PAS,3,10955
Kelantan,P.024 Pasir Puteh,2,Wan Omar Bin Wan Majid,1698,BN,25,13724
Kelantan,P.025 Kok Lanas,1,Dato' Abdullah B. Ahmad,1699,BN,25,14099
Kelantan,P.025 Kok Lanas,2,Ab. Rahman Bin Haji Ahmad,1700,PAS,3,10975
Kelantan,P.026 Tanah Merah,1,Hashim Bin Safin @ Shafain,1701,BN,25,14969
Kelantan,P.026 Tanah Merah,2,Abu Bakar Bin A. Rashid,1702,PAS,3,11422
Kelantan,P.027 Machang,1,Mohd. Kassim @ Yahya Bin Ahmed,1403,BN,25,11110
Kelantan,P.027 Machang,2,Haji Wan Ismail Bin Wan Ahmed,871,PAS,3,9713
Kelantan,P.028 Kuala Krai,1,Mohamed Bin Isa,1703,BN,25,12240
Kelantan,P.028 Kuala Krai,2,Khalid Bin Abd. Samad,1704,PAS,3,10330
Kelantan,P.029 Gua Musang,1,Tengku Razaleigh Bin Tengku Mohd. Hamzah,872,BN,25,12538
Kelantan,P.029 Gua Musang,2,Abd. Rahim Bin Wan Abdullah,1705,PAS,3,5219
Terengganu,P.030 Besut,1,Abd. Latif Bin Mohamad,1706,PAS,3,10287
Terengganu,P.030 Besut,2,Dato' Haji Zakaria Bin Haji Abdul Rahman,1707,BN,25,15240
Terengganu,P.031 Setiu,1,Lukman Bin Abdul Kadir,874,PAS,3,8842
Terengganu,P.031 Setiu,2,Yusoff Bin Hj. Md. Nor,1708,BN,25,14714
Terengganu,P.032 Kuala Nerus,1,Ibrahim Azmi Bin Hasan,1709,BN,25,15823
Terengganu,P.032 Kuala Nerus,2,Abu Bakar Bin Chik,1710,PAS,3,8527
Terengganu,P.033 Kuala Terengganu,1,Mustafa @ Hassan Bin Ali,880,PAS,3,15815
Terengganu,P.033 Kuala Terengganu,2,Zubir Bin Embong,1711,BN,25,19139
Terengganu,P.034 Marang,1,Abdul Hadi Bin Haji Awang,1712,PAS,3,13015
Terengganu,P.034 Marang,2,Abdul Rahman Bin Bakar,1713,BN,25,13654
Terengganu,P.035 Hulu Terengganu,1,Kasim Bin Ahmad,573,PAS,3,9255
Terengganu,P.035 Hulu Terengganu,2,Alias Bin Md. Ali,1138,BN,25,14291
Terengganu,P.036 Dungun,1,Awang Bin Jabar,1417,BN,25,16368
Terengganu,P.036 Dungun,2,Ramli Bin Jusoh,1714,PAS,3,10252
Terengganu,P.037 Kemaman,1,Ismail @ Mansor Bin Said,1144,BN,25,16662
Terengganu,P.037 Kemaman,2,Mohamed @ Harun Bin Jusoh,1715,PAS,3,7270
Pulau Pinang,P.038 Kepala Batas,1,Abdullah Bin Haji Ahmad,2655,BN,25,15463
Pulau Pinang,P.038 Kepala Batas,2,Hj. Ahmad Hasan Salahuddin Bin Hj. Mohd Khalil,1437,PAS,3,6841
Pulau Pinang,P.039 Tasek Gelugor,1,Mohammed Yussof Bin Abdul Latib @ Abdul Latiff,1716,BN,25,15911
Pulau Pinang,P.039 Tasek Gelugor,2,Haji Yusof Bin Haji Abdullah,1372,PAS,3,6796
Pulau Pinang,P.040 Bagan,1,Chaw Chek Sam @ Chaw Kau Chai,1717,BN,25,17158
Pulau Pinang,P.040 Bagan,2,Teoh Teik Huat,1718,DAP,18,21759
Pulau Pinang,P.041 Permatang Pauh,1,Mohamad Bin Sabu,1422,PAS,3,7500
Pulau Pinang,P.041 Permatang Pauh,2,Anwar Bin Ibrahim,1426,BN,25,17979
Pulau Pinang,P.042 Bukit Mertajam,1,Tan Chong Keng,1719,BN,25,17673
Pulau Pinang,P.042 Bukit Mertajam,2,Tan Chin Seang,1720,NASMA,52,1219
Pulau Pinang,P.042 Bukit Mertajam,3,Chian Heng Kai @ Chin Soo Ha,1189,DAP,18,19099
Pulau Pinang,P.043 Nibong Tebal,1,Shanmugam S/O Nadason,1154,DAP,18,11118
Pulau Pinang,P.043 Nibong Tebal,2,Dr. Goh Cheng Teik,1721,BN,25,15073
Pulau Pinang,P.043 Nibong Tebal,3,Koh Ah Toung @ Kamal Koh Bin Abdullah,1722,PAS,3,2916
Pulau Pinang,P.044 Bukit Bendera,1,Khor Ngak Seng @ Khor Gark Kim,1723,BN,25,15972
Pulau Pinang,P.044 Bukit Bendera,2,Goi Hock Seng @ Gooi Hock Seng,1724,DAP,18,22512
Pulau Pinang,P.045 Tanjong,1,Koh Tsu Koon,1725,BN,25,15921
Pulau Pinang,P.045 Tanjong,2,Lim Kit Siang,698,DAP,18,27611
Pulau Pinang,P.046 Jelutong,1,Karpal Singh A/L Ram Singh,848,DAP,18,25932
Pulau Pinang,P.046 Jelutong,2,Lim Boo Chang,1726,BN,25,15833
Pulau Pinang,P.047 Bayan Baru,1,Lee Jong Ki @ Li Jong Ki,1150,BN,25,19348
Pulau Pinang,P.047 Bayan Baru,2,Lim Kah Pin,1727,SDP,33,1075
Pulau Pinang,P.047 Bayan Baru,3,Peter Dason S/O Muthu Jaha Dason @ Peter Paul Dason,1158,DAP,18,19610
Pulau Pinang,P.048 Balik Pulau,1,Mohamad Subky Bin Haji Abdul Raof,1728,BN,25,17393
Pulau Pinang,P.048 Balik Pulau,2,Mohideen Abdul Kader S/O Mohd. Yusoff Rawther,1156,PSRM,26,13901
Perak,P.049 Gerik,1,Mohd Rus Bin Jaafar,636,PAS,3,4054
Perak,P.049 Gerik,2,Mohamad Tajol Rosli Bin Mohd Ghazli,1164,BN,25,12039
Perak,P.049 Gerik,3,Choo Sing Chye,1729,DAP,18,3197
Perak,P.050 Larut,1,Zawawi Bin Kamaruddin,1730,PAS,3,5775
Perak,P.050 Larut,2,Mohd. Zihim Bin Mohd. Hassan,1731,BN,25,15897
Perak,P.051 Parit Buntar,1,Abdul Raman Bin Suliman,1436,BN,25,11029
Perak,P.051 Parit Buntar,2,Ahmad Subki B Haji Latib @ Amad Subki B Haji Latif,1732,PAS,3,9846
Perak,P.051 Parit Buntar,3,Lim Yan Chiow,1733,DAP,18,5011
Perak,P.052 Bagan Serai,1,Zainal Abidin Bin Zin,1438,BN,25,16508
Perak,P.052 Bagan Serai,2,Rahmat Bin Husin,1734,PAS,3,9548
Perak,P.053 Bukit Gantang,1,Baharuddin Bin Haji Abd Latif,1181,PAS,3,9628
Perak,P.053 Bukit Gantang,2,Abdullah Fattah @ Abdullah Fadzil Bin Datok Panglima Kinta @ Che Wan,1735,BN,25,16579
Perak,P.054 Taiping,1,Leong Sonny @ Leong Khee Seong,1736,BN,25,20969
Perak,P.054 Taiping,2,Kong Cheok Wan @ Kong Cheok Seng,1443,DAP,18,15325
Perak,P.055 Tasek Chenderoh,1,Sidin B. Mat Piah,1737,BN,25,14662
Perak,P.055 Tasek Chenderoh,2,Azizan Bin Mohamed Desa,1738,PAS,3,6234
Perak,P.056 Sungai Siput,1,Liew Sam Fong,1739,DAP,18,8712
Perak,P.056 Sungai Siput,2,Dato ' S. Samy Vellu A/L Sangalimuthu,1172,BN,25,13148
Perak,P.056 Sungai Siput,3,Wan Hasan Bin Wan Mahmud,1740,SDP,33,1597
Perak,P.057 Tambun,1,Ahmad Idzam Bin Ahmad,1741,PAS,3,9687
Perak,P.057 Tambun,2,Yahaya Bin Mohd Shafie,1742,BN,25,24342
Perak,P.058 Pasir Pinji,1,Lau Dak Kee,955,DAP,18,29438
Perak,P.058 Pasir Pinji,2,Ng Khek Kiung,1743,BN,25,13767
Perak,P.058 Pasir Pinji,3,Wong To @ Wong Nam Sang,1744,SDP,33,710
Perak,P.059 Ipoh,1,Chan Kok Keong,1745,SDP,33,900
Perak,P.059 Ipoh,2,Patto A/L Perumal,1512,DAP,18,21401
Perak,P.059 Ipoh,3,Wong Chin Chye @ Ng Sim Long,1746,BN,25,15747
Perak,P.060 Batu Gajah,1,Abu Samah Majid,1747,SDP,33,699
Perak,P.060 Batu Gajah,2,Ooi Foh Sing,1748,BN,25,12429
Perak,P.060 Batu Gajah,3,Ding Chek Ming @ Ting Chek Ming,1465,DAP,18,21501
Perak,P.061 Kuala Kangsar,1,Abd. Aziz Bin Ishak,59,PAS,3,6598
Perak,P.061 Kuala Kangsar,2,Rafidah Bt. Ab. Aziz,1228,BN,25,16196
Perak,P.062 Beruas,1,Lim Kheng Heang @ Lim Keng Yaik,1749,BN,25,11926
Perak,P.062 Beruas,2,Hassan Bin Mohamed,1750,PAS,3,1594
Perak,P.062 Beruas,3,Gong Ngie Hea,1751,DAP,18,10911
