date,election,state,seat,ballot_order,candidate_rn,name_on_ballot,party_on_ballot,party_uid,party,coalition_uid,coalition,votes
1959-05-20,SE-01,Kelantan,N.11 Bandar Hulu,3,121,Idris Bin Haji Mohamed,BEBAS,000-BEBAS,BEBAS,0,ALONE,87
1959-05-20,SE-01,Kelantan,N.11 Bandar Hulu,4,464,Hasnah Binti Ja'Afar,NEG,008-NEG,NEG,0,ALONE,204
1959-05-20,SE-01,Kelantan,N.12 Kota Bharu Tengah,1,465,Salleh Bin Daud,NEG,008-NEG,NEG,0,ALONE,401
1959-05-20,SE-01,Kelantan,N.12 Kota Bharu Tengah,2,112,Mohd. Asri Bin Haji Muda,PAS,004-PAS,PAS,0,ALONE,4357
1959-05-20,SE-01,Kelantan,N.12 Kota Bharu Tengah,3,466,Hassan Bin Haji Ya'Acob,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1206
1959-05-20,SE-01,Kelantan,N.12 Kota Bharu Tengah,4,467,Mohd. Noor Bin Omar,SF,009-PR,PR,2,SF,118
1959-05-20,SE-01,Kelantan,N.13 Bachok Utara,1,468,Shafei Bin Ahmad,PAS,004-PAS,PAS,0,ALONE,5557
1959-05-20,SE-01,Kelantan,N.13 Bachok Utara,2,469,Jaafar Bin Mohamad,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1290
1959-05-20,SE-01,Kelantan,N.13 Bachok Utara,3,470,Haji Nik Mohd. Salleh Bin Haji Wan Musa,NEG,008-NEG,NEG,0,ALONE,222
1959-05-20,SE-01,Kelantan,N.14 Bachok Tengah,1,471,Nik Mat Haji Hassan,SF,009-PR,PR,2,SF,162
1959-05-20,SE-01,Kelantan,N.14 Bachok Tengah,2,472,Mohd. Amin Bin Haji Yaakub,PAS,004-PAS,PAS,0,ALONE,4533
1959-05-20,SE-01,Kelantan,N.14 Bachok Tengah,3,473,Mohamed Yusoff Bin Yahya,NEG,008-NEG,NEG,0,ALONE,405
1959-05-20,SE-01,Kelantan,N.14 Bachok Tengah,4,474,Cha Wel,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1022
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,1,475,Haji Othman Bin Haji Ismail,PAS,004-PAS,PAS,0,ALONE,4498
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,2,476,Ismail Bin Haji Ahmad,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1220
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,3,477,Nik Ab. Majid Bin Nik Ab. Rahman,SF,009-PR,PR,2,SF,105
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,4,478,Othman Adam,BEBAS,000-BEBAS,BEBAS,0,ALONE,65
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,5,115,Haji Mokhtar Bin Haji Ahmad,NEG,008-NEG,NEG,0,ALONE,40
1959-05-20,SE-01,Kelantan,N.16 Kota Bharu Timor,1,479,Ismail Bin Daud,NEG,008-NEG,NEG,0,ALONE,229
1959-05-20,SE-01,Kelantan,N.16 Kota Bharu Timor,2,480,Saiufi Idris,PAS,004-PAS,PAS,0,ALONE,5103
1959-05-20,SE-01,Kelantan,N.16 Kota Bharu Timor,3,481,Tuan Man Bin Tuan Salleh,SF,009-PR,PR,2,SF,134
1959-05-20,SE-01,Kelantan,N.16 Kota Bharu Timor,4,482,Che Gu Mat Bin H. Ali,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1399
1959-05-20,SE-01,Kelantan,N.17 Kota Bharu Barat,1,483,Haji Zaid,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,920
1959-05-20,SE-01,Kelantan,N.17 Kota Bharu Barat,2,484,H. Osman Bin Saman,NEG,008-NEG,NEG,0,ALONE,439
1959-05-20,SE-01,Kelantan,N.17 Kota Bharu Barat,3,485,Ustaz Wan Ismail,SF,009-PR,PR,2,SF,358
1959-05-20,SE-01,Kelantan,N.17 Kota Bharu Barat,4,486,Ab. Rahman Bin Awang Sulong,PAS,004-PAS,PAS,0,ALONE,5426
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,1,110,Nik Hassan Bin Nik Yahya,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1334
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,2,487,Haji Ab. Majid Bin H. Ibrahim,BEBAS,000-BEBAS,BEBAS,0,ALONE,100
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,3,488,Che Gu Deraman,NEG,008-NEG,NEG,0,ALONE,49
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,4,489,Che Gu Noor,SF,009-PR,PR,2,SF,306
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,5,490,Haji Ishak Lotfi,PAS,004-PAS,PAS,0,ALONE,5041
1959-05-20,SE-01,Kelantan,N.19 Rantau Panjang,1,491,Gelap Pak Well,NEG,008-NEG,NEG,0,ALONE,66
1959-05-20,SE-01,Kelantan,N.19 Rantau Panjang,2,492,Abdul Rahman Hj. Daud,PAS,004-PAS,PAS,0,ALONE,2521
1959-05-20,SE-01,Kelantan,N.19 Rantau Panjang,3,493,Nik Yusoff Bin Nik Lodin,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1241
1959-05-20,SE-01,Kelantan,N.20 Lemal,1,494,Tuan Guru Haji Haron,PAS,004-PAS,PAS,0,ALONE,3367
1959-05-20,SE-01,Kelantan,N.20 Lemal,2,495,Omar Bin Haji Ahmad,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1070
1959-05-20,SE-01,Kelantan,N.20 Lemal,3,496,Mat S. O.,SF,009-PR,PR,2,SF,57
1959-05-20,SE-01,Kelantan,N.21 Tok Uban,1,497,Ustaz Abdullah,PAS,004-PAS,PAS,0,ALONE,4389
1959-05-20,SE-01,Kelantan,N.21 Tok Uban,2,170,Ya'Acob Bin Awang,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1183
1959-05-20,SE-01,Kelantan,N.22 Pasir Puteh Utara,1,498,Tengku Mohamed Bin Sultan Mohamed Iv,PAS,004-PAS,PAS,0,ALONE,4666
1959-05-20,SE-01,Kelantan,N.22 Pasir Puteh Utara,2,499,Mohamed Bin Che Moh,SF,009-PR,PR,2,SF,106
1959-05-20,SE-01,Kelantan,N.22 Pasir Puteh Utara,3,500,Hassan Bin Yaacob,NEG,008-NEG,NEG,0,ALONE,426
1959-05-20,SE-01,Kelantan,N.22 Pasir Puteh Utara,4,501,Wan Isma' Binti Hj. Ab. Kadir,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1274
1959-05-20,SE-01,Kelantan,N.23 Pasir Puteh Tengah,1,502,Abdullah Bin Haji Mohamed,SF,009-PR,PR,2,SF,218
1959-05-20,SE-01,Kelantan,N.23 Pasir Puteh Tengah,2,503,Wan Sulaiman Bin H. Ibrahim,PAS,004-PAS,PAS,0,ALONE,3365
1959-05-20,SE-01,Kelantan,N.23 Pasir Puteh Tengah,3,504,Haji Abdul Rahman Bin Haji Yusoff,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2826
1959-05-20,SE-01,Kelantan,N.24 Pasir Puteh Tenggara,1,505,Ghazali Bin  Yusof,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2207
1959-05-20,SE-01,Kelantan,N.24 Pasir Puteh Tenggara,2,506,Haji Alias Bin Ismail Alias Alias Bin Awang,SF,009-PR,PR,2,SF,204
1959-05-20,SE-01,Kelantan,N.24 Pasir Puteh Tenggara,3,507,Ab. Rahman Bin Mohd. Salleh,PAS,004-PAS,PAS,0,ALONE,4868
1959-05-20,SE-01,Kelantan,N.25 Machang Utara,1,508,Haji Mohamed Bin Nasir,PAS,004-PAS,PAS,0,ALONE,4466
1959-05-20,SE-01,Kelantan,N.25 Machang Utara,2,509,Ibrahim Bin Mohamed,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2834
1959-05-20,SE-01,Kelantan,N.25 Machang Utara,3,510,Mohamed Taib Bin Haji Ibrahim,NEG,008-NEG,NEG,0,ALONE,629
1959-05-20,SE-01,Kelantan,N.26 Tanah Merah Timor,1,511,Othman Bin Ahmad,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2094
1959-05-20,SE-01,Kelantan,N.26 Tanah Merah Timor,2,512,Che Mamat Bin Ali,SF,009-PR,PR,2,SF,177
1959-05-20,SE-01,Kelantan,N.26 Tanah Merah Timor,3,513,Mohd. (Mat) Daud Bin A. Jamil,PAS,004-PAS,PAS,0,ALONE,3184
1959-05-20,SE-01,Kelantan,N.26 Tanah Merah Timor,4,514,Haji Wan Yusoff Bin Wan Ali,NEG,008-NEG,NEG,0,ALONE,980
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,1,515,Yusoff Bin Ab. Latiff,PAS,004-PAS,PAS,0,ALONE,3345
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,2,516,Wan Ja'Afar Bin Haji Mahmood,NEG,008-NEG,NEG,0,ALONE,712
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,3,517,Hussin Bin Yunus,BEBAS,000-BEBAS,BEBAS,0,ALONE,865
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,4,518,Abdul Ghani Bin Mohamed,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,765
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,5,519,Said Bin Awang,SF,009-PR,PR,2,SF,144
1959-05-20,SE-01,Kelantan,N.28 Machang Selatan,1,109,Haji Mohamed Noor Bin Haji,PAS,004-PAS,PAS,0,ALONE,4434
1959-05-20,SE-01,Kelantan,N.28 Machang Selatan,2,520,Mohd. Salleh Bin H. Hussin,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2655
1959-05-20,SE-01,Kelantan,N.28 Machang Selatan,3,521,Mohd. Ghazali Bin Haji Noh,NEG,008-NEG,NEG,0,ALONE,315
1959-05-20,SE-01,Kelantan,N.28 Machang Selatan,4,522,Ismail Bin Omar,SF,009-PR,PR,2,SF,241
1959-05-20,SE-01,Kelantan,N.29 Ulu Kelantan Timor,1,523,Mohd. Ali Bin Abdullah,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3051
1959-05-20,SE-01,Kelantan,N.29 Ulu Kelantan Timor,2,524,John William Lind,SF,005-LPM,LPM,2,SF,305
1959-05-20,SE-01,Kelantan,N.29 Ulu Kelantan Timor,3,525,Hj. Nik Jafaar Bin Nik Soh,BEBAS,000-BEBAS,BEBAS,0,ALONE,608
1959-05-20,SE-01,Kelantan,N.29 Ulu Kelantan Timor,4,526,Wan Ismail Bin Wan Ahmad,PAS,004-PAS,PAS,0,ALONE,1978
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,1,527,Tuan H. Mohd. Yusoff Bangs,BEBAS,000-BEBAS,BEBAS,0,ALONE,853
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,2,528,Wong Yeow Wye,PERIKATAN,003-MCA,MCA,1,PERIKATAN,1126
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,3,529,Wan Yaacob Bin Wan Ahmad,NEG,008-NEG,NEG,0,ALONE,347
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,4,530,Hussein Bin Sulaiman,SF,009-PR,PR,2,SF,99
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,5,531,Mohd. Bin Latiff,BEBAS,000-BEBAS,BEBAS,0,ALONE,56
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,6,532,Khaidir Khatib,PAS,004-PAS,PAS,0,ALONE,1472
1964-04-25,SE-02,Kelantan,N.01 Tumpat Barat,1,429,Haji Daud Bin Yusof,PAS,004-PAS,PAS,0,ALONE,4084
1964-04-25,SE-02,Kelantan,N.01 Tumpat Barat,2,1263,Mohamed Bin Musa,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2041
1964-04-25,SE-02,Kelantan,N.02 Tumpat Tengah,1,1264,Mahmood Bin Mat Amin,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4217
1964-04-25,SE-02,Kelantan,N.02 Tumpat Tengah,2,1265,Abdul Rahman Bin Haji Harun,PAS,004-PAS,PAS,0,ALONE,2948
1964-04-25,SE-02,Kelantan,N.03 Tumpat Timor,1,1266,Omar Bin Awang Kechik,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3786
1964-04-25,SE-02,Kelantan,N.03 Tumpat Timor,2,436,Ishak Bin Mustapha,PAS,004-PAS,PAS,0,ALONE,3133
1964-04-25,SE-02,Kelantan,N.04 Kuala Kelantan,1,440,Wan Yusoff Bin Wan Ya'Akub,PAS,004-PAS,PAS,0,ALONE,3071
1964-04-25,SE-02,Kelantan,N.04 Kuala Kelantan,2,1267,Abdul Majid Bin Abu Bakar,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2428
1964-04-25,SE-02,Kelantan,N.05 Kota Bharu Utara,1,1268,Yusoff Bin Othman,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1893
1964-04-25,SE-02,Kelantan,N.05 Kota Bharu Utara,2,442,Abdullah Bin Ahmad,PAS,004-PAS,PAS,0,ALONE,5025
1964-04-25,SE-02,Kelantan,N.06 Kota Bharu Pantai,1,445,Nik Abdullah Bin Haji Arshad,PAS,004-PAS,PAS,0,ALONE,4631
1964-04-25,SE-02,Kelantan,N.06 Kota Bharu Pantai,2,1269,Nik Hassan Bin Ibrahim,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2124
1964-04-25,SE-02,Kelantan,N.07 Meranti,1,161,Nik Man Bin Nik Mohamed,PAS,004-PAS,PAS,0,ALONE,5198
1964-04-25,SE-02,Kelantan,N.07 Meranti,2,1270,Wan Mohamad Zain Bin Haji Wan Sulaiman,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,432
1964-04-25,SE-02,Kelantan,N.08 Tendong,1,451,Haji Che' Hassan Bin Haji Ismail,PAS,004-PAS,PAS,0,ALONE,4416
1964-04-25,SE-02,Kelantan,N.08 Tendong,2,1271,Ja'Afar Bin Idris @ Ja'Afar Bin Derpah,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2245
1964-04-25,SE-02,Kelantan,N.09 Bandar Pasir Mas,1,457,Haji Omar Bin Awang,PAS,004-PAS,PAS,0,ALONE,3776
1964-04-25,SE-02,Kelantan,N.09 Bandar Pasir Mas,2,1272,Abdullah Bin Che' Him,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2588
1964-04-25,SE-02,Kelantan,N.10 Bandar Hilir,1,433,Foo Chow Yong,PERIKATAN,003-MCA,MCA,1,PERIKATAN,4657
1964-04-25,SE-02,Kelantan,N.10 Bandar Hilir,2,1273,T. Jaffar Bin T. Ahmad,PAS,004-PAS,PAS,0,ALONE,2213
1964-04-25,SE-02,Kelantan,N.11 Bandar Hulu,1,462,Haji Che Muda Bin Haji Yusooff,PAS,004-PAS,PAS,0,ALONE,4096
1964-04-25,SE-02,Kelantan,N.11 Bandar Hulu,2,1274,Ibrahim Bin Ismail,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4159
1964-04-25,SE-02,Kelantan,N.12 Kota Bharu Tengah,1,112,Mohd. Asri Bin Haji Muda,PAS,004-PAS,PAS,0,ALONE,4724
1964-04-25,SE-02,Kelantan,N.12 Kota Bharu Tengah,2,509,Haji Ibrahim Bin Mohamed,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2488
1964-04-25,SE-02,Kelantan,N.13 Bachok Utara,1,1275,Ismail Bin Yahya,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2811
1964-04-25,SE-02,Kelantan,N.13 Bachok Utara,2,468,Shafei Bin Ahmad,PAS,004-PAS,PAS,0,ALONE,4535
1964-04-25,SE-02,Kelantan,N.14 Bachok Tengah,1,1276,Che Yusoff Bin Salleh,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2459
1964-04-25,SE-02,Kelantan,N.14 Bachok Tengah,2,472,Mohd. Amin Bin Haji Yaakub,PAS,004-PAS,PAS,0,ALONE,4308
1964-04-25,SE-02,Kelantan,N.15 Bachok Selatan,1,1277,Mohd. Zain Bin Abdullah,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2905
1964-04-25,SE-02,Kelantan,N.15 Bachok Selatan,2,475,Haji Othman Bin Haji Ismail,PAS,004-PAS,PAS,0,ALONE,3760
1964-04-25,SE-02,Kelantan,N.16 Kota Bharu Timor,1,1278,Wan Azizi @ Wan Aziz Bin Haji Wan Omar,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2859
1964-04-25,SE-02,Kelantan,N.16 Kota Bharu Timor,2,480,Saufi Bin Idris,PAS,004-PAS,PAS,0,ALONE,4743
1964-04-25,SE-02,Kelantan,N.17 Kota Bharu Barat,1,1279,Ahmad Bin Yusoff,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1713
1964-04-25,SE-02,Kelantan,N.17 Kota Bharu Barat,2,486,Ab. Rahman Bin Ag. Sulong,PAS,004-PAS,PAS,0,ALONE,5787
1964-04-25,SE-02,Kelantan,N.18 Kota Bharu Selatan,1,1280,Meor Abdullah Bin Meor Ahmad,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3405
1964-04-25,SE-02,Kelantan,N.18 Kota Bharu Selatan,2,490,Haji Ishak Lotfi Bin Omar,PAS,004-PAS,PAS,0,ALONE,4956
1964-04-25,SE-02,Kelantan,N.19 Rantau Panjang,1,1281,Ahmad Bin Yatim,PAS,004-PAS,PAS,0,ALONE,2857
1964-04-25,SE-02,Kelantan,N.19 Rantau Panjang,2,1282,Wan Mahmood Bin Wan Konok,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1757
1964-04-25,SE-02,Kelantan,N.20 Lemal,1,1283,Mohd. Zain Bin Haji Awang,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1626
1964-04-25,SE-02,Kelantan,N.20 Lemal,2,494,Hj. Haron Bin Hj. Sulong,PAS,004-PAS,PAS,0,ALONE,3293
1964-04-25,SE-02,Kelantan,N.21 Tok Uban,1,1284,Hamzah Bin Haji Ismail,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2008
1964-04-25,SE-02,Kelantan,N.21 Tok Uban,2,497,Abdullah Bin Haji Yusoff,PAS,004-PAS,PAS,0,ALONE,3676
1964-04-25,SE-02,Kelantan,N.22 Pasir Puteh Utara,1,1285,Wan Muhammad Bin Wan Abu Bakar,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2912
1964-04-25,SE-02,Kelantan,N.22 Pasir Puteh Utara,2,1286,Abdul Kadir Bin Mat Saad,PAS,004-PAS,PAS,0,ALONE,4074
1964-04-25,SE-02,Kelantan,N.23 Pasir Puteh Tengah,1,1287,Haji Mohammad Bin Hj. Ismail,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3959
1964-04-25,SE-02,Kelantan,N.23 Pasir Puteh Tengah,2,503,Wan Sulaiman Bin Haji Ibrahim,PAS,004-PAS,PAS,0,ALONE,3499
1964-04-25,SE-02,Kelantan,N.24 Pasir Puteh Tenggara,1,1288,Raja Mahmud Bin Raja Mamat,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3501
1964-04-25,SE-02,Kelantan,N.24 Pasir Puteh Tenggara,2,507,Ab. Rahman Bin Mohd. Salleh,PAS,004-PAS,PAS,0,ALONE,4091
1964-04-25,SE-02,Kelantan,N.25 Machang Utara,1,1289,Mohyiddin Bin Che' Tengah @ Che' Kadir Bin Alhaji Che' Tengah,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4283
1964-04-25,SE-02,Kelantan,N.25 Machang Utara,2,508,Haji Mohamed Bin Nasir,PAS,004-PAS,PAS,0,ALONE,4150
1964-04-25,SE-02,Kelantan,N.26 Tanah Merah Timor,1,1290,Che' Omar Bin Muhamad @ Mamat,PAS,004-PAS,PAS,0,ALONE,4418
1964-04-25,SE-02,Kelantan,N.26 Tanah Merah Timor,2,1291,Ismail Bin Abd. Samad,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4028
1964-04-25,SE-02,Kelantan,N.27 Tanah Merah Barat,1,1292,Mohd. Zin Bin Ismail,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3273
1964-04-25,SE-02,Kelantan,N.27 Tanah Merah Barat,2,1293,Che Yusoff Bin Abdul Latiff,PAS,004-PAS,PAS,0,ALONE,3756
1964-04-25,SE-02,Kelantan,N.28 Machang Selatan,1,1294,Yaacob Bin Ismail,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4587
1964-04-25,SE-02,Kelantan,N.28 Machang Selatan,2,109,Haji Mohd. Noor Bin Haji Yusoff,PAS,004-PAS,PAS,0,ALONE,4481
1964-04-25,SE-02,Kelantan,N.29 Ulu Kelantan Timor,1,1295,Yusoff Bin Haji Mohamed Salleh,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,5253
1964-04-25,SE-02,Kelantan,N.29 Ulu Kelantan Timor,2,526,Haji Wan Ismail Bin Wan Ahamad,PAS,004-PAS,PAS,0,ALONE,2928
1964-04-25,SE-02,Kelantan,N.30 Ulu Kelantan Barat,1,532,Khaidir Bin Khatib,PAS,004-PAS,PAS,0,ALONE,1871
1964-04-25,SE-02,Kelantan,N.30 Ulu Kelantan Barat,2,479,Ismail Bin Daud,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2982
1969-05-10,SE-03,Kelantan,N.01 Tumpat Barat,1,2026,Wan Salleh Bin Haji W. Sulaiman @ Wan Abdullah Bin Haji W. Sulaiman,PAS,004-PAS,PAS,0,ALONE,3805
1969-05-10,SE-03,Kelantan,N.01 Tumpat Barat,2,2027,Che Abdul Rahman Bin Che Omar @ Che Derahaman Bin Che Omar,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2978
1969-05-10,SE-03,Kelantan,N.02 Tumpat Tengah,1,2028,Che Lat Bin Kassim,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,5114
1969-05-10,SE-03,Kelantan,N.02 Tumpat Tengah,2,2029,Awang Bin Samat,PAS,004-PAS,PAS,0,ALONE,2691
1969-05-10,SE-03,Kelantan,N.03 Tumpat Timor,1,1266,Omar Bin Awang Kechik,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4660
1969-05-10,SE-03,Kelantan,N.03 Tumpat Timor,2,436,Ishak Bin Mustapha,PAS,004-PAS,PAS,0,ALONE,3523
1969-05-10,SE-03,Kelantan,N.04 Kuala Kelantan,1,2030,Wan Mamat Bin Wan Yusof,PAS,004-PAS,PAS,0,ALONE,3108
1969-05-10,SE-03,Kelantan,N.04 Kuala Kelantan,2,2031,Tengku Noor Asiah Binti Tengku Ahmed,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3097
1969-05-10,SE-03,Kelantan,N.05 Kota Bharu Utara,1,442,Abdullah Bin Ahmad,PAS,004-PAS,PAS,0,ALONE,5441
1969-05-10,SE-03,Kelantan,N.05 Kota Bharu Utara,2,2032,Tengku Abdul Kadir Bin Tengku Chik,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2699
1969-05-10,SE-03,Kelantan,N.06 Kota Bharu Pantai,1,445,Abdullah Bin Haji Arshad,PAS,004-PAS,PAS,0,ALONE,4893
1969-05-10,SE-03,Kelantan,N.06 Kota Bharu Pantai,2,2033,Haji Mohamed Bin Idris,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2831
1969-05-10,SE-03,Kelantan,N.07 Meranti,1,161,Nik Man Bin Nik Mohamed,PAS,004-PAS,PAS,0,ALONE,4556
1969-05-10,SE-03,Kelantan,N.07 Meranti,2,2034,Mohd. Jantan Bin Mohd. Amin,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,882
1969-05-10,SE-03,Kelantan,N.08 Tendong,1,508,Haji Mohamed Bin Nasir,PAS,004-PAS,PAS,0,ALONE,3878
1969-05-10,SE-03,Kelantan,N.08 Tendong,2,2035,Haji Mohamad Nor Bin Haji Abdullah,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3134
1969-05-10,SE-03,Kelantan,N.09 Bandar Pasir Mas,1,457,Haji Omar Bin Awang,PAS,004-PAS,PAS,0,ALONE,3841
1969-05-10,SE-03,Kelantan,N.09 Bandar Pasir Mas,2,497,Abdullah Bin Haji Yusoff,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3351
1969-05-10,SE-03,Kelantan,N.10 Bandar Hilir,1,433,Foo Chow Yong A/L Foo Hong Sang,PERIKATAN,003-MCA,MCA,1,PERIKATAN,4641
1969-05-10,SE-03,Kelantan,N.10 Bandar Hilir,2,2036,Nik Mat Bin Nik Din,PAS,004-PAS,PAS,0,ALONE,2490
1969-05-10,SE-03,Kelantan,N.10 Bandar Hilir,3,2037,Zakaria Bin Yusof,BEBAS,000-BEBAS,BEBAS,0,ALONE,70
1969-05-10,SE-03,Kelantan,N.11 Bandar Hulu,1,500,Hassan Bin Yaacob,PAS,004-PAS,PAS,0,ALONE,5043
1969-05-10,SE-03,Kelantan,N.11 Bandar Hulu,2,1274,Ibrahim Bin Ismail,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4834
1969-05-10,SE-03,Kelantan,N.12 Kota Bharu Tengah,1,112,Mohd. Asri Bin Haji Muda,PAS,004-PAS,PAS,0,ALONE,4917
1969-05-10,SE-03,Kelantan,N.12 Kota Bharu Tengah,2,2038,Haji Md. Nor Bin Haji Daud,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3308
1969-05-10,SE-03,Kelantan,N.12 Kota Bharu Tengah,3,160,Dato' Wan Mustapha Bin Haji Ali,BEBAS,000-BEBAS,BEBAS,0,ALONE,130
1969-05-10,SE-03,Kelantan,N.13 Bachok Utara,1,2039,Mohd. Nor Bin Yusoff,PAS,004-PAS,PAS,0,ALONE,4660
1969-05-10,SE-03,Kelantan,N.13 Bachok Utara,2,2040,Ismail Bin Haji Mamat,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3956
1969-05-10,SE-03,Kelantan,N.14 Bachok Tengah,1,472,Mohd. Amin Bin Haji Yaakub,PAS,004-PAS,PAS,0,ALONE,4205
1969-05-10,SE-03,Kelantan,N.14 Bachok Tengah,2,2041,Haji Mohd. Amin Bin Haji Othman,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3207
1969-05-10,SE-03,Kelantan,N.15 Bachok Selatan,1,2042,Mohd. Bin Haji Yacob,PAS,004-PAS,PAS,0,ALONE,3669
1969-05-10,SE-03,Kelantan,N.15 Bachok Selatan,2,1277,Mohd. Zain Bin Abdullah,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3584
1969-05-10,SE-03,Kelantan,N.15 Bachok Selatan,3,2043,Datin Zainun Binti Ismail,BEBAS,000-BEBAS,BEBAS,0,ALONE,135
1969-05-10,SE-03,Kelantan,N.16 Kota Bharu Timor,1,1780,Wan Hashim Bin Haji Wan Ahmad,PAS,004-PAS,PAS,0,ALONE,4573
1969-05-10,SE-03,Kelantan,N.16 Kota Bharu Timor,2,480,Saufi Bin Idris,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3487
1969-05-10,SE-03,Kelantan,N.17 Kota Bharu Barat,1,486,Ab. Rahman Bin Awang Sulong,PAS,004-PAS,PAS,0,ALONE,5294
1969-05-10,SE-03,Kelantan,N.17 Kota Bharu Barat,2,2044,Abdul Aziz Bin Haji Hamzah,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2575
1969-05-10,SE-03,Kelantan,N.18 Kota Bharu Selatan,1,490,Haji Ishak Lotfi Bin Omar,PAS,004-PAS,PAS,0,ALONE,4912
