date,election,state,seat,ballot_order,candidate_rn,name_on_ballot,party_on_ballot,party_uid,party,coalition_uid,coalition,votes
1990-07-16,SE-07,Sabah,N.35 Kuala Penyu,5,4815,Engkuan Bin Eyong,AKAR,063-AKAR,AKAR,0,ALONE,129
1990-07-16,SE-07,Sabah,N.36 Klias,1,4919,Lajim Bin Ukin,PBS,054-PBS,PBS,3,BN,3679
1990-07-16,SE-07,Sabah,N.36 Klias,2,5823,Duin Banang,AKAR,063-AKAR,AKAR,0,ALONE,111
1990-07-16,SE-07,Sabah,N.36 Klias,3,5824,Loi Siang Tong,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,348
1990-07-16,SE-07,Sabah,N.36 Klias,4,4918,Azizah Bte Mohd Dun,USNO,014-USNO,USNO,3,BN,2888
1990-07-16,SE-07,Sabah,N.37 Lumadan,1,5825,Mohd Taw Bin Md. Yusof,PRS,061-PRS-SBH,PRS,0,ALONE,92
1990-07-16,SE-07,Sabah,N.37 Lumadan,2,5826,Edin Bin Hj. Ansim,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,1083
1990-07-16,SE-07,Sabah,N.37 Lumadan,3,4923,Dayang Mahani Binte. Pengiran Haji Ahmad Raffae,USNO,014-USNO,USNO,3,BN,2916
1990-07-16,SE-07,Sabah,N.37 Lumadan,4,4921,Moktani Bin Hj. Lawi,PBS,054-PBS,PBS,3,BN,2006
1990-07-16,SE-07,Sabah,N.38 Sipitang,1,5827,Pius Bin Ganang,AKAR,063-AKAR,AKAR,0,ALONE,86
1990-07-16,SE-07,Sabah,N.38 Sipitang,2,1731,Harris Bin Mohd. Salleh,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,969
1990-07-16,SE-07,Sabah,N.38 Sipitang,3,5198,Othman Bin Dato Haji Mohd. Yassin,BEBAS,000-BEBAS,BEBAS,0,ALONE,597
1990-07-16,SE-07,Sabah,N.38 Sipitang,4,5828,Yusof B. Yacob,USNO,014-USNO,USNO,3,BN,2161
1990-07-16,SE-07,Sabah,N.38 Sipitang,5,4928,Jawawi Bin Hj. Isa,PBS,054-PBS,PBS,3,BN,2437
1990-07-16,SE-07,Sabah,N.38 Sipitang,6,5829,Ramlah Bte. Rammelan,PRS,061-PRS-SBH,PRS,0,ALONE,35
1990-07-16,SE-07,Sabah,N.39 Tenom,1,4148,Gamparon Bin Lajah,BEBAS,000-BEBAS,BEBAS,0,ALONE,101
1990-07-16,SE-07,Sabah,N.39 Tenom,2,5830,Peter Yee Fong Su,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,206
1990-07-16,SE-07,Sabah,N.39 Tenom,3,4932,Leong Chan Chu,USNO,014-USNO,USNO,3,BN,473
1990-07-16,SE-07,Sabah,N.39 Tenom,4,5831,Wong Yit Ming,LDP,059-LDP,LDP,0,ALONE,590
1990-07-16,SE-07,Sabah,N.39 Tenom,5,4931,Kadoh Bin Agundong,PBS,054-PBS,PBS,3,BN,3924
1990-07-16,SE-07,Sabah,N.39 Tenom,6,5021,Jinuin Bin Jimin,PRS,061-PRS-SBH,PRS,0,ALONE,800
1990-07-16,SE-07,Sabah,N.39 Tenom,7,5832,Ramli B. Kumbang,AKAR,063-AKAR,AKAR,0,ALONE,54
1990-07-16,SE-07,Sabah,N.40 Kemabong,1,5833,Enggau Bin Garinang,AKAR,063-AKAR,AKAR,0,ALONE,163
1990-07-16,SE-07,Sabah,N.40 Kemabong,2,5834,Mutang Bin Dawat,PRS,061-PRS-SBH,PRS,0,ALONE,153
1990-07-16,SE-07,Sabah,N.40 Kemabong,3,5835,Esar Bin Andamas,PBS,054-PBS,PBS,3,BN,3636
1990-07-16,SE-07,Sabah,N.40 Kemabong,4,4091,Bernard Wong Chung Ngin,USNO,014-USNO,USNO,3,BN,812
1990-07-16,SE-07,Sabah,N.40 Kemabong,5,5836,Andayol Bin Ampuli,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,585
1990-07-16,SE-07,Sabah,N.41 Sook,1,4939,Joseph Kurup,PBS,054-PBS,PBS,3,BN,7026
1990-07-16,SE-07,Sabah,N.41 Sook,2,5837,Rizalman B. Abdullah,USNO,014-USNO,USNO,3,BN,1814
1990-07-16,SE-07,Sabah,N.41 Sook,3,5838,Michelan Adrain Robert,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,256
1990-07-16,SE-07,Sabah,N.41 Sook,4,5026,Demson Bin Tom,PRS,061-PRS-SBH,PRS,0,ALONE,497
1990-07-16,SE-07,Sabah,N.42 Nabawan,1,5839,James Robert,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,121
1990-07-16,SE-07,Sabah,N.42 Nabawan,2,4142,Adut Sigoh,PBS,054-PBS,PBS,3,BN,2673
1990-07-16,SE-07,Sabah,N.42 Nabawan,3,5840,Zaiton Bte. Anik,BEBAS,014-USNO,USNO,3,BN,822
1990-07-16,SE-07,Sabah,N.43 Merotai,1,5841,Rosaidy Landang,PRS,061-PRS-SBH,PRS,0,ALONE,164
1990-07-16,SE-07,Sabah,N.43 Merotai,2,5842,Ramlee Bin Rashida,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,1202
1990-07-16,SE-07,Sabah,N.43 Merotai,3,5029,Mohd. Said Bin Senang,USNO,014-USNO,USNO,3,BN,5372
1990-07-16,SE-07,Sabah,N.43 Merotai,4,4160,S. Abas S. Ali,PBS,054-PBS,PBS,3,BN,3940
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,1,5843,Aziz Abdullah Wong,USNO,014-USNO,USNO,3,BN,2667
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,2,5844,Wong Sze Phin,BEBAS,000-BEBAS,BEBAS,0,ALONE,122
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,3,4165,Hue Min Kong,LDP,059-LDP,LDP,0,ALONE,1251
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,4,4947,Lim Yun Sang @ Micheal Lim,PBS,054-PBS,PBS,3,BN,7875
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,5,5031,Dr. Chang Chan Lap,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,805
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,6,5845,Cheah Nget Min,BEBAS,000-BEBAS,BEBAS,0,ALONE,166
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,7,5846,Henry John Patrick Lai Nam Yeung,PRS,061-PRS-SBH,PRS,0,ALONE,64
1990-07-16,SE-07,Sabah,N.44 Sri Tanjung,8,5847,Lee Show Fui,DAP,021-DAP,DAP,0,ALONE,848
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,1,5848,Askalani Bin Abdul Rahim,USNO,014-USNO,USNO,3,BN,5054
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,2,5849,Pang Yee Yun,LDP,059-LDP,LDP,0,ALONE,187
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,3,5850,Tutik Bin Garuda,BEBAS,000-BEBAS,BEBAS,0,ALONE,831
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,4,5851,Chin Yun Fook,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,694
1990-07-16,SE-07,Sabah,N.45 Lahad Datu,5,4949,Mohamaddin Bin Ketepi,PBS,054-PBS,PBS,3,BN,4781
1990-07-16,SE-07,Sabah,N.46 Kunak,1,3351,Salim Bin Bachu,USNO,014-USNO,USNO,3,BN,3305
1990-07-16,SE-07,Sabah,N.46 Kunak,2,5852,Mahmud Bin. Hj. Mansor,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,1435
1990-07-16,SE-07,Sabah,N.46 Kunak,3,5853,Musa Bin Nasir,PRS,061-PRS-SBH,PRS,0,ALONE,130
1990-07-16,SE-07,Sabah,N.46 Kunak,4,5854,Taasim Bin Salasa,BEBAS,000-BEBAS,BEBAS,0,ALONE,43
1990-07-16,SE-07,Sabah,N.46 Kunak,5,5036,William Chiuh,PBS,054-PBS,PBS,3,BN,2404
1990-07-16,SE-07,Sabah,N.46 Kunak,6,5855,Mohd Saip B. Abdul Garang,BEBAS,000-BEBAS,BEBAS,0,ALONE,153
1990-07-16,SE-07,Sabah,N.47 Balung,1,4955,Ahmad Bahrom Bin Hj. Abu Bakar,PBS,054-PBS,PBS,3,BN,4841
1990-07-16,SE-07,Sabah,N.47 Balung,2,5856,Titingan,LDP,059-LDP,LDP,0,ALONE,214
1990-07-16,SE-07,Sabah,N.47 Balung,3,5857,Liew Chiew Chai,PRS,061-PRS-SBH,PRS,0,ALONE,95
1990-07-16,SE-07,Sabah,N.47 Balung,4,5858,Tandek Sedah,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,807
1990-07-16,SE-07,Sabah,N.47 Balung,5,5859,Light Bin Nanis,USNO,014-USNO,USNO,3,BN,4892
1990-07-16,SE-07,Sabah,N.48 Sulabayan,1,5860,Datu Ismail Bin Datu Jook,PRS,061-PRS-SBH,PRS,0,ALONE,170
1990-07-16,SE-07,Sabah,N.48 Sulabayan,2,5040,Hj. Abdul Rajak Bin Hj. Palah,PBS,054-PBS,PBS,3,BN,2660
1990-07-16,SE-07,Sabah,N.48 Sulabayan,3,1759,N.C. Datuk Haji Sakaran Bin Dandai,USNO,014-USNO,USNO,3,BN,4977
1990-07-16,SE-07,Sabah,N.48 Sulabayan,4,5041,Bakal Bin Manduan,BEBAS,000-BEBAS,BEBAS,0,ALONE,103
1990-07-16,SE-07,Sabah,N.48 Sulabayan,5,5861,Basali Bin Tarireh,BERJAYA,034-BERJAYA,BERJAYA,0,ALONE,1820
1994-02-18,SE-08,Sabah,N.01 Banggi,1,4812,Datu Amir Kahar Bin Datu Mustapha,PBS,054-PBS,PBS,0,ALONE,2335
1994-02-18,SE-08,Sabah,N.01 Banggi,2,6482,Saraban Bin Lahaman,SETIA,069-SETIA,SETIA,0,ALONE,44
1994-02-18,SE-08,Sabah,N.01 Banggi,3,6483,Napson Bin Tahir,BERSEKUTU,065-BERSEKUTU,BERSEKUTU,0,ALONE,93
1994-02-18,SE-08,Sabah,N.01 Banggi,4,6484,Abd Mijul Bin Unaini,BN,001-UMNO,UMNO,3,BN,1988
1994-02-18,SE-08,Sabah,N.01 Banggi,5,4813,Abidula Bin Amsana,BEBAS,000-BEBAS,BEBAS,0,ALONE,94
1994-02-18,SE-08,Sabah,N.02 Kudat,1,3539,Datuk Haji Taulani Haji Jalaludin,BEBAS,000-BEBAS,BEBAS,0,ALONE,29
1994-02-18,SE-08,Sabah,N.02 Kudat,2,4818,Wong Phin Chung,PBS,054-PBS,PBS,0,ALONE,5197
1994-02-18,SE-08,Sabah,N.02 Kudat,3,6485,Mohd Hairul Bin Ebuk,BERSEKUTU,065-BERSEKUTU,BERSEKUTU,0,ALONE,123
1994-02-18,SE-08,Sabah,N.02 Kudat,4,6486,Kong Hong Ming,BN,059-LDP,LDP,3,BN,5476
1994-02-18,SE-08,Sabah,N.02 Kudat,5,6487,Chin Ket Phin @ Abdul Halim,SETIA,069-SETIA,SETIA,0,ALONE,59
1994-02-18,SE-08,Sabah,N.03 Bengkoka,1,5727,Masrani Parman,BN,001-UMNO,UMNO,3,BN,3511
1994-02-18,SE-08,Sabah,N.03 Bengkoka,2,4960,Paul Tom Imbayan,PBS,054-PBS,PBS,0,ALONE,2678
1994-02-18,SE-08,Sabah,N.04 Matunggong,1,6488,Jelin Dasanap @ Jenali Bin Hamdan,BN,001-UMNO,UMNO,3,BN,1983
1994-02-18,SE-08,Sabah,N.04 Matunggong,2,6489,Henry Madatang,BEBAS,000-BEBAS,BEBAS,0,ALONE,344
1994-02-18,SE-08,Sabah,N.04 Matunggong,3,6490,Apin Bin Santi,BEBAS,000-BEBAS,BEBAS,0,ALONE,37
1994-02-18,SE-08,Sabah,N.04 Matunggong,4,6491,Markus B. Majihi,PBS,054-PBS,PBS,0,ALONE,3826
1994-02-18,SE-08,Sabah,N.05 Tandek,1,4826,Saibul Bin Supu,PBS,054-PBS,PBS,0,ALONE,2931
1994-02-18,SE-08,Sabah,N.05 Tandek,2,4967,Saidi Bin Suari,BN,001-UMNO,UMNO,3,BN,2258
1994-02-18,SE-08,Sabah,N.05 Tandek,3,6492,Baintin Bin Adun,BEBAS,000-BEBAS,BEBAS,0,ALONE,77
1994-02-18,SE-08,Sabah,N.06 Langkon,1,6493,Linggu Lincoln Luwing,BEBAS,000-BEBAS,BEBAS,0,ALONE,54
1994-02-18,SE-08,Sabah,N.06 Langkon,2,6494,Dr. Maximus Johnity Ongkali,PBS,054-PBS,PBS,0,ALONE,4171
1994-02-18,SE-08,Sabah,N.06 Langkon,3,4281,Newman Gaban,BN,001-UMNO,UMNO,3,BN,1452
1994-02-18,SE-08,Sabah,N.07 Tempasuk,1,6495,Suwah Bin Buleh @ Bulleh,BEBAS,000-BEBAS,BEBAS,0,ALONE,1016
1994-02-18,SE-08,Sabah,N.07 Tempasuk,2,4285,Pandikar Amin,BN,063-AKAR,AKAR,3,BN,4142
1994-02-18,SE-08,Sabah,N.07 Tempasuk,3,6496,Dausin B. Pangalin,PBS,054-PBS,PBS,0,ALONE,3195
1994-02-18,SE-08,Sabah,N.08 Usukan,1,4837,Semat Bin Haji Abdul Karim,SETIA,069-SETIA,SETIA,0,ALONE,159
1994-02-18,SE-08,Sabah,N.08 Usukan,2,4838,Md Salleh Md Said,BN,001-UMNO,UMNO,3,BN,6274
1994-02-18,SE-08,Sabah,N.08 Usukan,3,6497,Salisi Ukoh,BEBAS,000-BEBAS,BEBAS,0,ALONE,150
1994-02-18,SE-08,Sabah,N.08 Usukan,4,6498,Datuk Badaruddin Bin Tun Datu Haji Mustapha,PBS,054-PBS,PBS,0,ALONE,3591
1994-02-18,SE-08,Sabah,N.09 Kadamaian,1,4841,Datuk Baggai Bin Basirun,PBS,054-PBS,PBS,0,ALONE,5127
1994-02-18,SE-08,Sabah,N.09 Kadamaian,2,5739,Awadnir B. Matanggal,BN,001-UMNO,UMNO,3,BN,2095
1994-02-18,SE-08,Sabah,N.09 Kadamaian,3,5740,Meisin Sendelun @ Robert,BEBAS,000-BEBAS,BEBAS,0,ALONE,23
1994-02-18,SE-08,Sabah,N.09 Kadamaian,4,6499,Sindeh Teliban,BEBAS,000-BEBAS,BEBAS,0,ALONE,9
1994-02-18,SE-08,Sabah,N.09 Kadamaian,5,6500,Sebagang Bin Rumpit @ Handry,BEBAS,000-BEBAS,BEBAS,0,ALONE,312
1994-02-18,SE-08,Sabah,N.10 Tamparuli,1,4083,Molijip Bin Bumburing @ Wilfred,PBS,054-PBS,PBS,0,ALONE,6347
1994-02-18,SE-08,Sabah,N.10 Tamparuli,2,5742,Raji Mandaili,BN,063-AKAR,AKAR,3,BN,1260
1994-02-18,SE-08,Sabah,N.10 Tamparuli,3,6501,Junaidi B. Indan @ Junaidi Tun Hamdan,BEBAS,000-BEBAS,BEBAS,0,ALONE,92
1994-02-18,SE-08,Sabah,N.11 Sulaman,1,6502,Matbeh Bin Hj. Ismail,PBS,054-PBS,PBS,0,ALONE,4140
1994-02-18,SE-08,Sabah,N.11 Sulaman,2,4298,Datuk Pengiran Othman Rauf,BEBAS,000-BEBAS,BEBAS,0,ALONE,69
1994-02-18,SE-08,Sabah,N.11 Sulaman,3,5743,Hajiji Bin Haji Noor,BN,001-UMNO,UMNO,3,BN,5016
1994-02-18,SE-08,Sabah,N.11 Sulaman,4,6503,Margaret Fararena Mohd. Kimon,SETIA,069-SETIA,SETIA,0,ALONE,60
1994-02-18,SE-08,Sabah,N.12 Kiulu,1,4086,Gisin Bin Lombut,PBS,054-PBS,PBS,0,ALONE,4354
1994-02-18,SE-08,Sabah,N.12 Kiulu,2,6504,Sulah Bt Rampas,BN,063-AKAR,AKAR,3,BN,1826
1994-02-18,SE-08,Sabah,N.13 Kundasang,1,3308,Kasitah Bin Gaddam,BN,001-UMNO,UMNO,3,BN,4017
1994-02-18,SE-08,Sabah,N.13 Kundasang,2,4854,Ewon Ebin,PBS,054-PBS,PBS,0,ALONE,4956
1994-02-18,SE-08,Sabah,N.14 Ranau,1,5755,Siringan Bin Gubat @ Aliance,PBS,054-PBS,PBS,0,ALONE,4615
1994-02-18,SE-08,Sabah,N.14 Ranau,2,3547,Datuk Mark Koding,BN,063-AKAR,AKAR,3,BN,3593
1994-02-18,SE-08,Sabah,N.15 Sugut,1,4858,Jublee Bin Kk Zen,PBS,054-PBS,PBS,0,ALONE,2324
1994-02-18,SE-08,Sabah,N.15 Sugut,2,6505,Surady Bin Kayong,BN,001-UMNO,UMNO,3,BN,2403
1994-02-18,SE-08,Sabah,N.16 Labuk,1,4864,Tan Yong Gee,PBS,054-PBS,PBS,0,ALONE,3256
1994-02-18,SE-08,Sabah,N.16 Labuk,2,6506,Dennis Tweening Rantau,BEBAS,000-BEBAS,BEBAS,0,ALONE,1087
1994-02-18,SE-08,Sabah,N.16 Labuk,3,4869,Ahmad Thamrin Hj. Mohd. Jaini,BN,001-UMNO,UMNO,3,BN,2180
1994-02-18,SE-08,Sabah,N.17 Sungai Sibuga,1,6507,Satiman Bin Tauran,SETIA,069-SETIA,SETIA,0,ALONE,42
1994-02-18,SE-08,Sabah,N.17 Sungai Sibuga,2,5762,Thien Fun Yun,PBS,054-PBS,PBS,0,ALONE,4503
1994-02-18,SE-08,Sabah,N.17 Sungai Sibuga,3,5758,Musa Bin Aman,BN,001-UMNO,UMNO,3,BN,8211
1994-02-18,SE-08,Sabah,N.17 Sungai Sibuga,4,4118,Hamid Jan @ Piging Jan,BERSEKUTU,065-BERSEKUTU,BERSEKUTU,0,ALONE,63
1994-02-18,SE-08,Sabah,N.18 Elopura,1,6508,Chong Ket Wah @ Chong Ket Fah,PBS,054-PBS,PBS,0,ALONE,3984
1994-02-18,SE-08,Sabah,N.18 Elopura,2,4872,Yham Nyip Shen,BN,068-SAPP,SAPP,3,BN,4854
1994-02-18,SE-08,Sabah,N.18 Elopura,3,5764,Ang Lian Hai,DAP,021-DAP,DAP,0,ALONE,871
1994-02-18,SE-08,Sabah,N.19 Tanjong Papat,1,6509,Tan Su Kiah,BN,068-SAPP,SAPP,3,BN,3614
1994-02-18,SE-08,Sabah,N.19 Tanjong Papat,2,3551,Fung Ket Wing,DAP,021-DAP,DAP,0,ALONE,1282
1994-02-18,SE-08,Sabah,N.19 Tanjong Papat,3,5984,Lai Lun Tze,PBS,054-PBS,PBS,0,ALONE,3527
1994-02-18,SE-08,Sabah,N.20 Karamunting,1,6510,Ng Ket Henn @ Wu Kuo Shiean,BN,068-SAPP,SAPP,3,BN,4106
1994-02-18,SE-08,Sabah,N.20 Karamunting,2,3326,Lau Pui Keong,PBS,054-PBS,PBS,0,ALONE,4219
1994-02-18,SE-08,Sabah,N.21 Sekong,1,4877,Nahalan Bin Damsal,BN,001-UMNO,UMNO,3,BN,4667
1994-02-18,SE-08,Sabah,N.21 Sekong,2,4878,Pitting Mohd Ali,PBS,054-PBS,PBS,0,ALONE,3119
1994-02-18,SE-08,Sabah,N.22 Sukau,1,6511,Ali Bin Ayau,SETIA,069-SETIA,SETIA,0,ALONE,50
1994-02-18,SE-08,Sabah,N.22 Sukau,2,4996,Zaki @ Zakaria Bin Gusmiah,PBS,054-PBS,PBS,0,ALONE,2592
1994-02-18,SE-08,Sabah,N.22 Sukau,3,5772,Aklee Bin Abass,BN,001-UMNO,UMNO,3,BN,3504
1994-02-18,SE-08,Sabah,N.23 Kuamut,1,5774,Ali Latip Bin Taha,BEBAS,000-BEBAS,BEBAS,0,ALONE,258
1994-02-18,SE-08,Sabah,N.23 Kuamut,2,4887,Joseph Sitin Bin Saang,PBS,054-PBS,PBS,0,ALONE,2184
1994-02-18,SE-08,Sabah,N.23 Kuamut,3,6512,Moktar Bin Radin,BN,001-UMNO,UMNO,3,BN,1449
1994-02-18,SE-08,Sabah,N.24 Tambunan,1,3313,Joseph Pairin Kitingan,PBS,054-PBS,PBS,0,ALONE,6265
1994-02-18,SE-08,Sabah,N.24 Tambunan,2,6513,Martin Yong,BN,063-AKAR,AKAR,3,BN,569
1994-02-18,SE-08,Sabah,N.24 Tambunan,3,5777,Jouti Bin Ajun @ Joseph,BEBAS,000-BEBAS,BEBAS,0,ALONE,169
1994-02-18,SE-08,Sabah,N.25 Bingkor,1,6514,Gapari @ Geoffrey Katingan @ Kitingan,PBS,054-PBS,PBS,0,ALONE,6408
1994-02-18,SE-08,Sabah,N.25 Bingkor,2,5783,Injon Sedomon @ John Reynold,BN,063-AKAR,AKAR,3,BN,2249
1994-02-18,SE-08,Sabah,N.25 Bingkor,3,3342,Ayub Bin Aman,BEBAS,000-BEBAS,BEBAS,0,ALONE,688
1994-02-18,SE-08,Sabah,N.26 Moyog,1,6515,Edwin Richard,BN,063-AKAR,AKAR,3,BN,1445
1994-02-18,SE-08,Sabah,N.26 Moyog,2,6516,Inus Molukun,SETIA,069-SETIA,SETIA,0,ALONE,19
1994-02-18,SE-08,Sabah,N.26 Moyog,3,6517,Clarence Dicsenol Bongkos Malakun,BEBAS,000-BEBAS,BEBAS,0,ALONE,3360
1994-02-18,SE-08,Sabah,N.26 Moyog,4,6518,Loh Chien Cheng,BEBAS,000-BEBAS,BEBAS,0,ALONE,25
1994-02-18,SE-08,Sabah,N.26 Moyog,5,5000,Bernard Giluk Dompok,PBS,054-PBS,PBS,0,ALONE,6615
1994-02-18,SE-08,Sabah,N.27 Inanam,1,6519,Salim Bin Adim,SETIA,069-SETIA,SETIA,0,ALONE,80
1994-02-18,SE-08,Sabah,N.27 Inanam,2,4100,Wong Kau Chai Sindinb @ Paul Wong,BN,068-SAPP,SAPP,3,BN,3828
1994-02-18,SE-08,Sabah,N.27 Inanam,3,4895,Stephen Kinson Kutai @ Jani Bilingan,PBS,054-PBS,PBS,0,ALONE,7907
1994-02-18,SE-08,Sabah,N.28 Likas,1,6520,Yee Moh Chai,PBS,054-PBS,PBS,0,ALONE,5855
1994-02-18,SE-08,Sabah,N.28 Likas,2,4897,Yong Teck Lee,BN,068-SAPP,SAPP,3,BN,8035
1994-02-18,SE-08,Sabah,N.29 Api-Api,1,6521,Terence Chong Nyim Fatt,BN,068-SAPP,SAPP,3,BN,4838
1994-02-18,SE-08,Sabah,N.29 Api-Api,2,3316,Datuk Chau Tet On,PBS,054-PBS,PBS,0,ALONE,9132
1994-02-18,SE-08,Sabah,N.30 Sembulan,1,6522,Thien Yun Fah @ Ibrahim Tyan,BEBAS,000-BEBAS,BEBAS,0,ALONE,55
1994-02-18,SE-08,Sabah,N.30 Sembulan,2,6523,Chow Ching Thong @ Chau Chin Tang,PBS,054-PBS,PBS,0,ALONE,4777
1994-02-18,SE-08,Sabah,N.30 Sembulan,3,5196,Chong Eng Leong @ Ching Eng Leong,BN,059-LDP,LDP,3,BN,4479
1994-02-18,SE-08,Sabah,N.30 Sembulan,4,6524,John Chin Fook Faat,SETIA,069-SETIA,SETIA,0,ALONE,62
1994-02-18,SE-08,Sabah,N.31 Petagas,1,4121,James Andrew Vitales,BEBAS,000-BEBAS,BEBAS,0,ALONE,564
1994-02-18,SE-08,Sabah,N.31 Petagas,2,5806,Yahyah @ Yahya Bin Hussin @ Awang Husin,BN,001-UMNO,UMNO,3,BN,7513
1994-02-18,SE-08,Sabah,N.31 Petagas,3,5804,James John @ James Ligunjang,PBS,054-PBS,PBS,0,ALONE,6323
1994-02-18,SE-08,Sabah,N.32 Kawang,1,5011,Irene Daphne Pritchard @ Ariah Ahmad,PBS,054-PBS,PBS,0,ALONE,4635
1994-02-18,SE-08,Sabah,N.32 Kawang,2,6525,John Dagul,BEBAS,000-BEBAS,BEBAS,0,ALONE,32
1994-02-18,SE-08,Sabah,N.32 Kawang,3,6526,Chin Chuan Siong @ Norbert Chin,BEBAS,000-BEBAS,BEBAS,0,ALONE,110
1994-02-18,SE-08,Sabah,N.32 Kawang,4,6527,Durig Bin Sumpang @ Uwing,BEBAS,000-BEBAS,BEBAS,0,ALONE,12
1994-02-18,SE-08,Sabah,N.32 Kawang,5,4106,Osu Haji Sukan,BN,001-UMNO,UMNO,3,BN,4699
1994-02-18,SE-08,Sabah,N.33 Buang Sayang,1,4909,Cladius Sundang @ Claudius S. Alex,PBS,054-PBS,PBS,0,ALONE,4716
1994-02-18,SE-08,Sabah,N.33 Buang Sayang,2,5815,Abdul Rahim Ismail,BN,001-UMNO,UMNO,3,BN,6359
1994-02-18,SE-08,Sabah,N.33 Buang Sayang,3,6528,Juaili Ahmad @ Kadir,SETIA,069-SETIA,SETIA,0,ALONE,43
1994-02-18,SE-08,Sabah,N.34 Bongawan,1,4297,Narawi Bin Ahmad @ Sinar,PBS,054-PBS,PBS,0,ALONE,3596
1994-02-18,SE-08,Sabah,N.34 Bongawan,2,6529,Ajmain B. Abd. Ghani,BEBAS,000-BEBAS,BEBAS,0,ALONE,276
1994-02-18,SE-08,Sabah,N.34 Bongawan,3,5817,Karim Bin Bujang,BN,001-UMNO,UMNO,3,BN,5498
1994-02-18,SE-08,Sabah,N.35 Kuala Penyu,1,5993,Mohd. Zahari Bin Mohd. Zinin,BN,001-UMNO,UMNO,3,BN,4030
1994-02-18,SE-08,Sabah,N.35 Kuala Penyu,2,4916,Wences Angang @ James,PBS,054-PBS,PBS,0,ALONE,4430
1994-02-18,SE-08,Sabah,N.35 Kuala Penyu,3,6530,Ismail Bin Salleh,BEBAS,000-BEBAS,BEBAS,0,ALONE,51
1994-02-18,SE-08,Sabah,N.36 Klias,1,4919,Lajim Bin Ukin,PBS,054-PBS,PBS,0,ALONE,4881
1994-02-18,SE-08,Sabah,N.36 Klias,2,6531,Anifah Bin Aman @ Haniff Amman,BN,001-UMNO,UMNO,3,BN,4476
1994-02-18,SE-08,Sabah,N.37 Lumadan,1,4923,Dayang Mahani Binti Pg. Ahmad Raffae,BN,001-UMNO,UMNO,3,BN,4517
1994-02-18,SE-08,Sabah,N.37 Lumadan,2,6532,Sadih B. Hj. Nasah,PBS,054-PBS,PBS,0,ALONE,2749
1994-02-18,SE-08,Sabah,N.38 Sipitang,1,6533,Jamilah Bt. Sulaiman @ Halimah,PBS,054-PBS,PBS,0,ALONE,3134
1994-02-18,SE-08,Sabah,N.38 Sipitang,2,6534,Sapawi Bin Haji Amat Wasali @ Sapawi Bin Haji Ahmad,BN,001-UMNO,UMNO,3,BN,4580
1994-02-18,SE-08,Sabah,N.39 Tenom,1,5831,Wong Yit Ming,BN,059-LDP,LDP,3,BN,1600
1994-02-18,SE-08,Sabah,N.39 Tenom,2,4931,Kadoh Bin Agundong,PBS,054-PBS,PBS,0,ALONE,3498
1994-02-18,SE-08,Sabah,N.39 Tenom,3,4934,Limun B. Laikim,BEBAS,000-BEBAS,BEBAS,0,ALONE,1477
1994-02-18,SE-08,Sabah,N.39 Tenom,4,4304,Hassim B. Riki @ Lawrence Piki,SETIA,069-SETIA,SETIA,0,ALONE,25
1994-02-18,SE-08,Sabah,N.39 Tenom,5,5021,Jinuin Bin Jimin,BEBAS,000-BEBAS,BEBAS,0,ALONE,4
1994-02-18,SE-08,Sabah,N.40 Kemabong,1,6535,Bobbey Ahfang Bin Suan,BN,001-UMNO,UMNO,3,BN,2371
1994-02-18,SE-08,Sabah,N.40 Kemabong,2,6536,Lim Bin Antuka,SETIA,069-SETIA,SETIA,0,ALONE,54
1994-02-18,SE-08,Sabah,N.40 Kemabong,3,6537,Rubin Bin Balang,PBS,054-PBS,PBS,0,ALONE,3521
1994-02-18,SE-08,Sabah,N.41 Sook,1,5200,Taiming B. Lumaing,BN,001-UMNO,UMNO,3,BN,3565
1994-02-18,SE-08,Sabah,N.41 Sook,2,4939,Joseph Kurup,PBS,054-PBS,PBS,0,ALONE,7629
