date,election,state,seat,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc,rank,result
1959-05-20,SE-01,Melaka,N.10 Kota Timor,3,FD79Q,De Cruz John Leon,John Leon De Cruz,M,Other,-1,MP,011-MP,MP,0,ALONE,1370,43.64447276202612,2,lost
1959-05-20,SE-01,Melaka,N.10 Kota Timor,4,JTXC0,Ah Jiok,Ah Jiok,M,Chinese,-1,BEBAS,000-BEBAS,BEBAS,0,ALONE,60,1.9114367633004141,4,lost_deposit
1959-05-20,SE-01,Melaka,N.11 Sungei Bharu,1,DM4NS,H. Karim Bin H. Dalib,Karim bin Dalib,M,Malay,38,PAS,004-PAS,PAS,0,ALONE,1854,37.67526925421662,2,lost
1959-05-20,SE-01,Melaka,N.11 Sungei Bharu,2,P8KE9,Tamby Chik Bin Abd. Karim,Tamby Chik bin Abd. Karim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3067,62.32473074578338,1,won
1959-05-20,SE-01,Melaka,N.12 Ramuan China,1,SP9GJ,Mohd. Sudin Bin Abd. Rahman,Mohd Sudin bin Abd. Rahman,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2146,64.30925981420438,1,won
1959-05-20,SE-01,Melaka,N.12 Ramuan China,2,X3ZJV,Abd. Karim Bin Yusof,Abd. Karim bin Yusof,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1191,35.690740185795626,2,lost
1959-05-20,SE-01,Melaka,N.13 Masjid Tanah,1,0HNN4,Mohd. Yusof Bin Enjah,Mohd. Yusof bin Enjah,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,899,26.37136990319742,2,lost
1959-05-20,SE-01,Melaka,N.13 Masjid Tanah,2,3ZBQD,H. Hassan Bin H. Ya'Akub,Hassan bin Ya'akub,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2510,73.62863009680258,1,won
1959-05-20,SE-01,Melaka,N.14 Alor Gajah,1,7D1SP,Haji Talib Karim,Talib bin Karim,M,Malay,48,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3075,85.34554537885096,1,won
1959-05-20,SE-01,Melaka,N.14 Alor Gajah,2,ATQVZ,Naam Bin Muid,Naam bin Muid,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,528,14.654454621149043,2,lost
1959-05-20,SE-01,Melaka,N.15 Pulau Sebang,1,E8DY8,Yeow Kay,Yeow Kay,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2149,70.0684708183893,1,won
1959-05-20,SE-01,Melaka,N.15 Pulau Sebang,2,HP40H,Law Heng Choi,Law Heng Choi,M,Chinese,-1,SF,005-LPM,LPM,2,SF,918,29.931529181610696,2,lost
1959-05-20,SE-01,Melaka,N.16 Batang Malaka,1,N3T2T,Mamat Bin Bintong,Mamat bin Bentong,M,Malay,-1,SF,009-PR,PR,2,SF,1801,39.906935519610016,2,lost
1959-05-20,SE-01,Melaka,N.16 Batang Malaka,2,RHG53,H. Ab. Malek Bin H. Nong,Abdul Malek bin H. Nong,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2712,60.09306448038998,1,won
1959-05-20,SE-01,Melaka,N.17 Rim,1,VZ67C,Tan Nai Kwi,Tan Nai Kwi,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,3536,84.25065522992614,1,won
1959-05-20,SE-01,Melaka,N.17 Rim,2,ZCW9N,H. Md. Nor Bin H. A. Latif,Md. Nor bin A. Latif,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,661,15.749344770073861,2,lost
1959-05-20,SE-01,Melaka,N.18 Jasin,1,2TJBY,Abdul Latiff Bin Idris,Abdul Latiff bin Idris,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,879,22.56160164271047,2,lost
1959-05-20,SE-01,Melaka,N.18 Jasin,2,688E7,Noordin Bin Sa'At,Noordin bin Sa'at,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3017,77.43839835728953,1,won
1959-05-20,SE-01,Melaka,N.19 Serkam,1,VAWYX,Mohd. Taha Bin Kallu,Mohamed Taha bin Kallu,M,Malay,40,PAS,004-PAS,PAS,0,ALONE,1163,33.03977272727273,2,lost
1959-05-20,SE-01,Melaka,N.19 Serkam,2,9NYGG,Abdul Bin Chudang,Abdul bin Chudang,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2357,66.96022727272727,1,won
1959-05-20,SE-01,Melaka,N.20 Sungei Rambai,1,D3MJS,Ibrahim Bin Abdul Hamid,Ibrahim bin Abdul Hamid,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2346,67.98029556650246,1,won
1959-05-20,SE-01,Melaka,N.20 Sungei Rambai,2,GHAN2,Othman Bin Hussin,Othman bin Hussin,M,Malay,-1,SF,009-PR,PR,2,SF,1105,32.01970443349754,2,lost
1964-04-25,SE-02,Melaka,N.01 Tanjong Kling,1,H6ZXS,Manap Bin Mohd.,Manap bin Mohd,M,Malay,-1,SF,009-PR,PR,2,SF,649,13.450777202072539,2,lost
1964-04-25,SE-02,Melaka,N.01 Tanjong Kling,2,AVDW3,Muhammad Nor Bin Noordin,Mohd Nor bin Noordin,M,Malay,35,PAS,004-PAS,PAS,0,ALONE,342,7.0880829015544045,3,lost_deposit
1964-04-25,SE-02,Melaka,N.01 Tanjong Kling,3,H9CSE,A. Ghafar Bin Baba,Abdul Ghafar bin Baba,M,Malay,39,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3834,79.46113989637306,1,won
1964-04-25,SE-02,Melaka,N.02 Bukit Rambai,1,MMP02,Syed Tahir Bin Jaffar,Syed Tahir bin Jaffar,M,Malay,-1,SF,009-PR,PR,2,SF,1217,27.014428412874587,2,lost
1964-04-25,SE-02,Melaka,N.02 Bukit Rambai,2,MFGTB,Hassan Bin Mansor,Hassan bin Mansor,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3194,70.89900110987791,1,won
1964-04-25,SE-02,Melaka,N.02 Bukit Rambai,3,R2C2B,Ab. Manan Bin Ismail,Ab. Manan bin Ismail,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,94,2.086570477247503,3,lost_deposit
1964-04-25,SE-02,Melaka,N.03 Batu Berendam,1,VG24M,Sayid Abdoellah Bin Ahmad Alai Droes,Sayid Abdoellah bin Ahmad Alai Droes,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,228,4.325554923164485,3,lost_deposit
1964-04-25,SE-02,Melaka,N.03 Batu Berendam,2,HPT0N,Mohd. Bin Hj. Ab. Rahman,Mohd bin Abd. Rahman,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3371,63.9537089736293,1,won
1964-04-25,SE-02,Melaka,N.03 Batu Berendam,3,YXR6X,Thamby Bin Hassan,Thamby bin Hassan,M,Malay,-1,SF,009-PR,PR,2,SF,1672,31.72073610320622,2,lost
1964-04-25,SE-02,Melaka,N.04 Semabok,1,2BE96,Hashim Bin Pit,Hashim bin Pit,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3654,71.31147540983606,1,won
1964-04-25,SE-02,Melaka,N.04 Semabok,2,5S4BF,Khalid Bin Tabob,Khalid bin Tabob,M,Malay,-1,SF,009-PR,PR,2,SF,1180,23.02888368462139,2,lost
1964-04-25,SE-02,Melaka,N.04 Semabok,3,4YN1W,Mohd. Kamal Bin Sudin,Mohd. Kamal bin Sudin,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,290,5.6596409055425445,3,lost_deposit
1964-04-25,SE-02,Melaka,N.05 Kandang,1,F7Q8Q,Haji Mohd. Yusoff Bin Haji Sulong,Mohd. Yusoff bin Sulong,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,347,6.886286961698749,3,lost_deposit
1964-04-25,SE-02,Melaka,N.05 Kandang,2,96TDR,Ab. Aziz Bin Rahmat,Ab. Aziz bin Rahmat,M,Malay,-1,SF,009-PR,PR,2,SF,525,10.418733875769002,2,lost_deposit
1964-04-25,SE-02,Melaka,N.05 Kandang,3,CMGG1,Abd. Hadi Bin Abas,Abd. Hadi bin Abas,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4167,82.69497916253225,1,won
1964-04-25,SE-02,Melaka,N.06 Kota Selatan,1,G26JA,Koh Kay Cham,Koh Kay Cham,M,Chinese,26,SF,005-LPM,LPM,2,SF,3350,44.76814111987171,1,won
1964-04-25,SE-02,Melaka,N.06 Kota Selatan,2,KFWMK,Ng Chear Chim,Ng Chear Chim,M,Chinese,-1,PETIR,103-PAP,PAP,0,ALONE,1091,14.5797140184418,3,lost
1964-04-25,SE-02,Melaka,N.06 Kota Selatan,3,PXJPW,Ng Chong Chee,Ng Chong Chee,M,Chinese,38,PERIKATAN,003-MCA,MCA,1,PERIKATAN,3042,40.65214486168649,2,lost
1964-04-25,SE-02,Melaka,N.07 Kota Tengah,1,QX6WM,Chung Cheng Wen,Chung Cheng Wen,M,Chinese,32,SF,005-LPM,LPM,2,SF,2310,48.22546972860125,1,won
1964-04-25,SE-02,Melaka,N.07 Kota Tengah,2,TB8S5,Tan Choo Chai,Tan Choo Chai,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2116,44.17536534446764,2,lost
1964-04-25,SE-02,Melaka,N.07 Kota Tengah,3,XRYVE,Yeow Ker Yan,Yeow Ker Yan,M,Chinese,-1,PETIR,103-PAP,PAP,0,ALONE,364,7.599164926931107,3,lost_deposit
1964-04-25,SE-02,Melaka,N.08 Kota Barat,1,8CB45,Chua Sian Chin,Chua Sian Chin,M,Chinese,31,PETIR,103-PAP,PAP,0,ALONE,470,9.156438729787649,3,lost_deposit
1964-04-25,SE-02,Melaka,N.08 Kota Barat,2,N4G2Y,Hasnal Bin Abdul Hadi,Hasnul bin Abdul Hadi,M,Malay,37,SF,009-PR,PR,2,SF,1706,33.23592441067601,2,lost
1964-04-25,SE-02,Melaka,N.08 Kota Barat,3,16MXQ,Yoong Yong Pow,Yoong Yong Pow,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2957,57.607636859536335,1,won
1964-04-25,SE-02,Melaka,N.09 Kota Utara,1,1PF0K,Tan Cheng Swee,Tan Cheng Swee,M,Chinese,44,PERIKATAN,003-MCA,MCA,1,PERIKATAN,3175,68.97675429067999,1,won
1964-04-25,SE-02,Melaka,N.09 Kota Utara,2,4MB00,Mah Khye Boh,Mah Khye Boh,M,Chinese,-1,SF,005-LPM,LPM,2,SF,1428,31.02324570932001,2,lost
1964-04-25,SE-02,Melaka,N.10 Kota Timor,1,82129,L. F. D'Silva,L. F. D'Silva,M,Other,-1,BEBAS,000-BEBAS,BEBAS,0,ALONE,90,1.5353121801432956,4,lost_deposit
1964-04-25,SE-02,Melaka,N.10 Kota Timor,2,FD79Q,J. L. D'Cruz,John Leon De Cruz,M,Other,-1,PERIKATAN,002-MIC,MIC,1,PERIKATAN,2734,46.63937222790857,1,won
1964-04-25,SE-02,Melaka,N.10 Kota Timor,3,Y38XA,Koo Eng Kuang,Koo Eng Kuang,M,Chinese,-1,SF,005-LPM,LPM,2,SF,2297,39.18457864210167,2,lost
1964-04-25,SE-02,Melaka,N.10 Kota Timor,4,BFQ4J,Charlie Leong,Charlie Leong,M,Chinese,-1,PETIR,103-PAP,PAP,0,ALONE,741,12.640736949846469,3,lost
1964-04-25,SE-02,Melaka,N.11 Sungei Bharu,1,P8KE9,Tamby Chik Bin Ab. Karim,Tamby Chik bin Abd. Karim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4254,72.04064352243861,1,won
1964-04-25,SE-02,Melaka,N.11 Sungei Bharu,2,EXD6V,Hussain Bin Hassan,Hussain bin Hassan,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,562,9.51735817104149,3,lost_deposit
1964-04-25,SE-02,Melaka,N.11 Sungei Bharu,3,JB394,Haji Mohamed Din Bin Daud,Mohamed Din bin Daud,M,Malay,-1,SF,009-PR,PR,2,SF,1089,18.4419983065199,2,lost
1964-04-25,SE-02,Melaka,N.12 Ramuan China,1,NRSBD,Ab. Latiff Bin Md. Yassin,Ab. Latiff bin Md. Yassin,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,553,12.999529854254819,3,lost
1964-04-25,SE-02,Melaka,N.12 Ramuan China,2,S6FDP,A. Ghani Bin Mohd. Ali,Abdul Ghani bin Ali,M,Malay,41,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2826,66.43159379407616,1,won
1964-04-25,SE-02,Melaka,N.12 Ramuan China,3,WM5FZ,Ab. Rahim Bin Haji Basir,Abdul Rahim bin Basir,M,Malay,-1,SF,009-PR,PR,2,SF,875,20.56887635166902,2,lost
1964-04-25,SE-02,Melaka,N.13 Masjid Tanah,1,01VJ8,Abdul Rahman Bin Hassan,Abdul Rahman bin Hassan,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,915,19.19043624161074,2,lost
1964-04-25,SE-02,Melaka,N.13 Masjid Tanah,2,3ZBQD,Hj. Hassan Bin Hj. Yaakub,Hassan bin Ya'akub,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3448,72.31543624161074,1,won
1964-04-25,SE-02,Melaka,N.13 Masjid Tanah,3,3FHMH,Mohd. Yusoff Bin Ishak,Mohd. Yusoff bin Ishak,M,Malay,-1,SF,009-PR,PR,2,SF,405,8.494127516778525,3,lost_deposit
1964-04-25,SE-02,Melaka,N.14 Alor Gajah,1,6X7PT,Mohd. Jan Bin Dolmat,Mohd. Jan bin Dolmat,M,Malay,-1,SF,009-PR,PR,2,SF,804,17.779743476337902,2,lost
1964-04-25,SE-02,Melaka,N.14 Alor Gajah,2,7D1SP,Haji Talib Bin Haji Karim,Talib bin Karim,M,Malay,53,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3268,72.26890756302521,1,won
1964-04-25,SE-02,Melaka,N.14 Alor Gajah,3,AAXS3,Haji Mohamed Ali Bin Hashim,Mohamed Ali bin Hashim,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,450,9.951348960636887,3,lost_deposit
1964-04-25,SE-02,Melaka,N.15 Pulau Sebang,1,DRKVC,Abdul Manaf Bin Sidin,Abdul Manaf bin Sidin,M,Malay,-1,SF,009-PR,PR,2,SF,1257,29.507042253521128,2,lost
1964-04-25,SE-02,Melaka,N.15 Pulau Sebang,2,H69XN,Abdullah Bin Ismail,Abdullah bin Ismail,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,219,5.140845070422535,3,lost_deposit
1964-04-25,SE-02,Melaka,N.15 Pulau Sebang,3,E8DY8,Yeow Kay,Yeow Kay,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2784,65.35211267605634,1,won
1964-04-25,SE-02,Melaka,N.16 Batang Malaka,1,MKZZY,Hong Wee Ju,Hong Wee Ju,M,Chinese,-1,SF,005-LPM,LPM,2,SF,2321,34.787170263788965,2,lost
1964-04-25,SE-02,Melaka,N.16 Batang Malaka,2,R1P27,Hj. Ahmad Bin Hj. Joned,Ahmad bin Joned,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,4351,65.21282973621103,1,won
1964-04-25,SE-02,Melaka,N.17 Rim,1,BZH7E,Too Yeng Jong,Too Yeng Jong,M,Chinese,-1,SF,005-LPM,LPM,2,SF,1389,25.741289844329135,2,lost
1964-04-25,SE-02,Melaka,N.17 Rim,2,VZ67C,Tan Nai Kwi,Tan Nai Kwi,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,4007,74.25871015567087,1,won
1964-04-25,SE-02,Melaka,N.18 Jasin,1,688E7,Noordin Bin Sa'Ad,Noordin bin Sa'at,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3845,73.05719171575147,1,won
1964-04-25,SE-02,Melaka,N.18 Jasin,2,VFC4G,Embi Bin Long,Embi bin Long,M,Malay,-1,SF,009-PR,PR,2,SF,1418,26.942808284248525,2,lost
1964-04-25,SE-02,Melaka,N.19 Serkam,1,YX26S,Abdullah Bin Mat Amin,Abdullah bin Mat Amin,M,Malay,36,SF,009-PR,PR,2,SF,310,7.288972490007054,3,lost_deposit
1964-04-25,SE-02,Melaka,N.19 Serkam,2,2AR92,Ab. Ghani Bin Hj. Ahmad,Ab. Ghani bin Ahmad,M,Malay,31,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2686,63.15541970373854,1,won
1964-04-25,SE-02,Melaka,N.19 Serkam,3,VAWYX,Haji Mohd. Taha Bin Kalu,Mohamed Taha bin Kallu,M,Malay,45,PAS,004-PAS,PAS,0,ALONE,1257,29.555607806254407,2,lost
1964-04-25,SE-02,Melaka,N.20 Sungei Rambai,1,D3MJS,Ibrahim Bin A. Hamid,Ibrahim bin Abdul Hamid,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2880,67.63738844527948,1,won
1964-04-25,SE-02,Melaka,N.20 Sungei Rambai,2,5REBB,Omar Bin Abdullah,Omar bin Abdullah,M,Malay,-1,SF,009-PR,PR,2,SF,1219,28.62846406763739,2,lost
1964-04-25,SE-02,Melaka,N.20 Sungei Rambai,3,964DM,Ali Bin Hj. Omar,Ali bin Omar,M,Malay,27,PAS,004-PAS,PAS,0,ALONE,159,3.734147487083138,3,lost_deposit
1969-05-10,SE-03,Melaka,N.01 Tanjong Kling,1,X94RJ,Haji Ahmad Bin Haji Manap,Ahmad bin Manap,M,Malay,47,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2779,54.29855412270418,1,won
1969-05-10,SE-03,Melaka,N.01 Tanjong Kling,2,AVDW3,Mohamed @ Mohd. Nor Bin Noordin,Mohd Nor bin Noordin,M,Malay,40,PAS,004-PAS,PAS,0,ALONE,1536,30.011723329425553,2,lost
1969-05-10,SE-03,Melaka,N.01 Tanjong Kling,3,0PTTV,Haji Md. Zain Bin Lambak,Md. Zain bin Lambak,M,Malay,-1,PR,009-PR,PR,0,ALONE,803,15.68972254787026,3,lost
1969-05-10,SE-03,Melaka,N.02 Bukit Rambai,1,44GX4,Lim Yak Tye,Lim Yak Tye,M,Chinese,32,DAP,021-DAP,DAP,0,ALONE,1578,34.32673482706113,1,won
1969-05-10,SE-03,Melaka,N.02 Bukit Rambai,2,7J6ZD,Haji Ayub Bin Haji Marof,Ayub bin Marof,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1465,31.868609963019363,2,lost
1969-05-10,SE-03,Melaka,N.02 Bukit Rambai,3,AZX1P,Haron Bin Ali,Haron bin Ali,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,883,19.20817924733522,3,lost
1969-05-10,SE-03,Melaka,N.02 Bukit Rambai,4,EDK3Z,Che Mat Bin Bakar,Che Mat bin Bakar,M,Malay,-1,PR,009-PR,PR,0,ALONE,671,14.596475962584293,4,lost
1969-05-10,SE-03,Melaka,N.03 Batu Berendam,1,HPT0N,Mohd. Bin Haji Ab. Rahman,Mohd bin Abd. Rahman,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2441,46.46868456120312,1,won
1969-05-10,SE-03,Melaka,N.03 Batu Berendam,2,HV968,Bong Geok Cheng,Bong Geok Cheng,M,Chinese,-1,PR,009-PR,PR,0,ALONE,2139,40.719588806396345,2,lost
1969-05-10,SE-03,Melaka,N.03 Batu Berendam,3,N8Z8H,Haji Md. Said Bin Abu Bakar,Md. Said bin Abu Bakar,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,673,12.811726632400532,3,lost
1969-05-10,SE-03,Melaka,N.04 Semabok,1,PXJPW,Ng Chong Chee,Ng Chong Chee,M,Chinese,43,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2779,49.52771342006773,1,won
1969-05-10,SE-03,Melaka,N.04 Semabok,2,RPNAT,Mohd. Lani Bin Kasim,Mohd. Lani bin Kasim,M,Malay,31,PR,009-PR,PR,0,ALONE,1482,26.412404206023883,2,lost
1969-05-10,SE-03,Melaka,N.04 Semabok,3,W4BD3,Abdul Jalil Bin Haji Ahmad,Abdul Jalil bin Ahmad,M,Malay,25,PAS,004-PAS,PAS,0,ALONE,753,13.420067724113348,3,lost
1969-05-10,SE-03,Melaka,N.04 Semabok,4,ZJ1FC,Haji Borhan Bin Haji Saban,Borhan bin Saban,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,0,ALONE,597,10.639814649795046,4,lost_deposit
1969-05-10,SE-03,Melaka,N.05 Kandang,1,CMGG1,Ab. Hadi Bin Abas,Abd. Hadi bin Abas,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,3293,60.24515184778632,1,won
1969-05-10,SE-03,Melaka,N.05 Kandang,2,VAWYX,Mohamed Taha Bin Kallu,Mohamed Taha bin Kallu,M,Malay,50,PAS,004-PAS,PAS,0,ALONE,1759,32.18075375045738,2,lost
1969-05-10,SE-03,Melaka,N.05 Kandang,3,2ZQHN,Sidek Bin Ahmad,Sidek bin Ahmad,M,Malay,-1,PR,009-PR,PR,0,ALONE,414,7.574094401756312,3,lost_deposit
1969-05-10,SE-03,Melaka,N.06 Kota Selatan,1,6DDKY,Tan Giap Seng,Tan Giap Seng,M,Chinese,-1,GERAKAN,026-GERAKAN,GERAKAN,0,ALONE,4591,67.25754468209786,1,won
1969-05-10,SE-03,Melaka,N.06 Kota Selatan,2,9V3P7,Wee Choon Teck,Wee Choon Teck,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,1490,21.828303545268092,2,lost
1969-05-10,SE-03,Melaka,N.06 Kota Selatan,3,4MB00,Mah Khye Boh,Mah Khye Boh,M,Chinese,-1,PR,009-PR,PR,0,ALONE,745,10.914151772634046,3,lost_deposit
