date,election,state,seat,ballot_order,candidate_uid,name_on_ballot,name,sex,ethnicity,age,party_on_ballot,party_uid,party,coalition_uid,coalition,votes,votes_perc,rank,result
1959-05-20,SE-01,Perlis,N.01 Kaki Bukit,1,CENA6,Yacob Bin Mohamed,Yacob bin Mohamed,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,855,26.67706708268331,2,lost
1959-05-20,SE-01,Perlis,N.01 Kaki Bukit,2,FWBCF,Loh Ah Tong,Loh Ah Tong,M,Chinese,55,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2350,73.32293291731669,1,won
1959-05-20,SE-01,Perlis,N.02 Paya,1,KA1ER,Hj. Abdullah Bin Ahmad,Abdullah bin Ahmad,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1231,37.74915670039865,2,lost
1959-05-20,SE-01,Perlis,N.02 Paya,2,PQQH1,Wan Ahmad Bin Wan Daud,Wan Ahmad bin Wan Daud,M,Malay,69,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2030,62.25084329960134,1,won
1959-05-20,SE-01,Perlis,N.03 Mata Ayer,1,T5DKA,Shaikh Ali Ba Junid,Shaikh Ali Ba Junid,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,0,ALONE,711,29.115479115479115,2,lost
1959-05-20,SE-01,Perlis,N.03 Mata Ayer,2,XK3NK,Mahayuddin Bin Dato' Habib,Mahayuddin bin Dato' Habib,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1509,61.79361179361179,1,won
1959-05-20,SE-01,Perlis,N.03 Mata Ayer,3,10SQW,Wan Khadzim Bin Wan Din,Wan Khadzim bin Wan Din,M,Malay,26,SF,009-PR,PR,2,SF,222,9.090909090909092,3,lost_deposit
1959-05-20,SE-01,Perlis,N.04 Bandar Kangar,1,4EFT5,Por Swee Giap,Por Swee Giap,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,1156,81.23682361208714,1,won
1959-05-20,SE-01,Perlis,N.04 Bandar Kangar,2,5RS6M,Matt Bin Haji Kassim,Matt bin Kassim,M,Malay,69,BEBAS,000-BEBAS,BEBAS,0,ALONE,267,18.76317638791286,2,lost
1959-05-20,SE-01,Perlis,N.05 Sena,1,7W5WE,Mat Bin Md. Isa,Mat bin Md. Isa,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,816,33.036437246963565,2,lost
1959-05-20,SE-01,Perlis,N.05 Sena,2,B9VYQ,Wan Ahmad Bin Haji Wan Kassim,Wan Ahmad bin Wan Kassim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1654,66.96356275303643,1,won
1959-05-20,SE-01,Perlis,N.06 Bintong,1,EQJ10,Shafii Bin Omar,Shafii bin Omar,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1150,37.12072304712718,2,lost
1959-05-20,SE-01,Perlis,N.06 Bintong,2,2B34B,Sheikh Ahmad Bin Mohd. Hashim,Sheikh Ahmad bin Mohd. Hashim,M,Malay,62,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1948,62.87927695287282,1,won
1959-05-20,SE-01,Perlis,N.07 Kurong Anai,1,J5839,Ibrahim Bin Yasin,Ibrahim bin Yasin,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,889,37.29026845637584,2,lost
1959-05-20,SE-01,Perlis,N.07 Kurong Anai,2,KFHFR,Haji Mokhtar Bin Hj. Ismail,Mokhtar bin Ismail,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1495,62.70973154362416,1,won
1959-05-20,SE-01,Perlis,N.08 Arau,1,NJY5J,Tengku Adnan,Tengku Adnan bin Tengku Yahya,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1374,57.393483709273184,1,won
1959-05-20,SE-01,Perlis,N.08 Arau,2,G1VDF,Abdulrahman Bin Osman,Abdul Rahman bin Osman,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1020,42.606516290726816,2,lost
1959-05-20,SE-01,Perlis,N.09 Hutan Aji,1,S0M7V,Ahmad Bin Salleh,Ahmad bin Salleh,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1095,44.49410808614385,2,lost
1959-05-20,SE-01,Perlis,N.09 Hutan Aji,2,WEAA4,Syed Darus Bin Syed Hashim,Syed Darus bin Syed Hashim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1366,55.50589191385615,1,won
1959-05-20,SE-01,Perlis,N.10 Kayang,1,ZW0CD,Haji Keria Bin Wan Nik,Keria bin Wan Nik,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1506,58.69056897895557,1,won
1959-05-20,SE-01,Perlis,N.10 Kayang,2,39PEP,Abu Bakar Bin Haji Awang,Abu Bakar bin Awang,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,889,34.64536243180047,2,lost
1959-05-20,SE-01,Perlis,N.10 Kayang,3,6QCGZ,Zakaria Bin Ishak,Zakaria bin Ishak,M,Malay,-1,SF,009-PR,PR,2,SF,171,6.66406858924396,3,lost_deposit
1959-05-20,SE-01,Perlis,N.11 Kuala Perlis,1,A52K8,Omar Bin Mohamed Said,Omar bin Mohamed Said,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,535,25.585844093735055,2,lost
1959-05-20,SE-01,Perlis,N.11 Kuala Perlis,2,DJRNH,Yusoff Bin Abu Bakar,Yusoff bin Abu Bakar,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1556,74.41415590626494,1,won
1959-05-20,SE-01,Perlis,N.12 Sanglang,1,H0EQT,Ahmad Bin Musa,Ahmad bin Musa,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1577,56.44237652111668,1,won
1959-05-20,SE-01,Perlis,N.12 Sanglang,2,ME4T3,Lebai Adnan Bin Abdullah,Lebai Adnan bin Abdullah,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1217,43.55762347888332,2,lost
1964-04-25,SE-02,Perlis,N.01 Kaki Bukit,1,Q76RM,Ariffin Bin Jusoh,Ariffin bin Jusoh,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1048,26.693835965359142,2,lost
1964-04-25,SE-02,Perlis,N.01 Kaki Bukit,2,FWBCF,Loh Ah Tong,Loh Ah Tong,M,Chinese,60,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2878,73.30616403464086,1,won
1964-04-25,SE-02,Perlis,N.02 Paya,1,TMWTX,Hatun Binti Othman,Hatun binti Othman,F,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1318,37.80837636259323,2,lost
1964-04-25,SE-02,Perlis,N.02 Paya,2,Y2JX6,Che Yook @ Che Yob Bin Che Choh,Che Yook @ Che Yob bin Che Choh,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2004,57.48709122203098,1,won
1964-04-25,SE-02,Perlis,N.02 Paya,3,1G8ZF,Ahmad Bin Bakar,Ahmad bin Bakar,M,Malay,-1,BEBAS,000-BEBAS,BEBAS,0,ALONE,164,4.704532415375788,3,lost_deposit
1964-04-25,SE-02,Perlis,N.03 Mata Ayer,1,4XZ1R,Abdullah Bin Haji Hassan,Abdullah bin Hassan,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1738,58.65676679041512,1,won
1964-04-25,SE-02,Perlis,N.03 Mata Ayer,2,7AZSA,Ismail Bin Mohamad,Ismail bin Mohamad,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1225,41.34323320958488,2,lost
1964-04-25,SE-02,Perlis,N.04 Bandar Kangar,1,10SQW,Wan Khazim Bin Wan Din,Wan Khadzim bin Wan Din,M,Malay,31,SF,009-PR,PR,2,SF,547,26.682926829268293,2,lost
1964-04-25,SE-02,Perlis,N.04 Bandar Kangar,2,4EFT5,Por Swee Giap,Por Swee Giap,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,1503,73.3170731707317,1,won
1964-04-25,SE-02,Perlis,N.05 Sena,1,8BN41,Mohamood Bin Hj. Md. Noor,Mahamood bin Mohd. Noor,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,959,37.905138339920946,2,lost
1964-04-25,SE-02,Perlis,N.05 Sena,2,B9VYQ,Wan Ahmad Bin Haji Wan Kassim,Wan Ahmad bin Wan Kassim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1571,62.09486166007905,1,won
1964-04-25,SE-02,Perlis,N.06 Bintong,1,BSB6A,Syed Omar Bin Syed Hussin,Syed Omar bin Syed Hussin,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2168,62.29885057471264,1,won
1964-04-25,SE-02,Perlis,N.06 Bintong,2,F718K,Abdul Rahman Bin Hamid,Abdul Rahman bin Hamid,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1312,37.701149425287355,2,lost
1964-04-25,SE-02,Perlis,N.07 Kurong Anai,1,JMQAW,Haji Wan Ahmad Bin Wan Abdullah,Wan Ahmad bin Wan Abdullah,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1733,61.47570060305073,1,won
1964-04-25,SE-02,Perlis,N.07 Kurong Anai,2,S0M7V,Ahmad Bin Salleh,Ahmad bin Salleh,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1086,38.524299396949274,2,lost
1964-04-25,SE-02,Perlis,N.08 Arau,1,P2DD5,Yahya Bin Baginda,Yahya bin Baginda,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1339,45.08417508417508,2,lost
1964-04-25,SE-02,Perlis,N.08 Arau,2,NJY5J,Tengku Adnan Bin Tengku Yahya,Tengku Adnan bin Tengku Yahya,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1631,54.91582491582492,1,won
1964-04-25,SE-02,Perlis,N.09 Hutan Aji,1,SG3FE,Taharim Bin Ariffin,Taharim bin Ariffin,M,Malay,50,PAS,004-PAS,PAS,0,ALONE,1680,54.071451560991314,1,won
1964-04-25,SE-02,Perlis,N.09 Hutan Aji,2,WEAA4,Syed Darus Bin Syed Hashim,Syed Darus bin Syed Hashim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1427,45.928548439008686,2,lost
1964-04-25,SE-02,Perlis,N.10 Kayang,1,39PEP,Abu Bakar Bin Haji Awang,Abu Bakar bin Awang,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1120,39.631988676574665,2,lost
1964-04-25,SE-02,Perlis,N.10 Kayang,2,DJRNH,Yusoff Bin Abu Bakar,Yusoff bin Abu Bakar,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1706,60.36801132342534,1,won
1964-04-25,SE-02,Perlis,N.11 Kuala Perlis,1,WXSHQ,Yahaya Bin Abdullah,Yahaya bin Abdullah,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,740,29.482071713147413,2,lost
1964-04-25,SE-02,Perlis,N.11 Kuala Perlis,2,2B34B,Dato' Sheikh Ahmad Bin Md. Hashim,Sheikh Ahmad bin Mohd. Hashim,M,Malay,67,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1770,70.5179282868526,1,won
1964-04-25,SE-02,Perlis,N.12 Sanglang,1,0BFM0,Placeholder Candidate,Ghazali bin Husain,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1527,46.23069936421435,2,lost
1964-04-25,SE-02,Perlis,N.12 Sanglang,2,H0EQT,Ahmad Bin Musa,Ahmad bin Musa,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1776,53.76930063578564,1,won
1969-05-10,SE-03,Perlis,N.01 Kaki Bukit,1,FWBCF,Loh Ah Tong,Loh Ah Tong,M,Chinese,65,PERIKATAN,003-MCA,MCA,1,PERIKATAN,2629,57.69146368224709,1,won
1969-05-10,SE-03,Perlis,N.01 Kaki Bukit,2,RXHC2,Mustaffa Bin Ahmad,Mustaffa bin Ahmad,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1539,33.77221856484529,2,lost
1969-05-10,SE-03,Perlis,N.01 Kaki Bukit,3,WB7EB,Che' Mahmud Bin Che Man,Che' Mahmud bin Che Man,M,Malay,-1,PR,009-PR,PR,0,ALONE,389,8.536317752907614,3,lost_deposit
1969-05-10,SE-03,Perlis,N.02 Paya,1,Y2JX6,Che Yook @ Che Yob Bin Che Choh,Che Yook @ Che Yob bin Che Choh,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1922,49.005609382967876,1,won
1969-05-10,SE-03,Perlis,N.02 Paya,2,ZRXGM,Ahmad Bin L. Ibrahim,Ahmad bin Long Ibrahim,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1814,46.25191228964814,2,lost
1969-05-10,SE-03,Perlis,N.02 Paya,3,36KJX,Abdullah Bin Talib,Abdullah bin Talib,M,Malay,-1,PR,009-PR,PR,0,ALONE,186,4.742478327383988,3,lost_deposit
1969-05-10,SE-03,Perlis,N.03 Mata Ayer,1,4XZ1R,Abdullah Bin Haji Hassan,Abdullah bin Hassan,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1623,47.48390871854886,1,won
1969-05-10,SE-03,Perlis,N.03 Mata Ayer,2,6M9N6,Amin Bin Ishak,Amin bin Ishak,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1572,45.9918080748976,2,lost
1969-05-10,SE-03,Perlis,N.03 Mata Ayer,3,10SQW,Wan Khazim @ Wan Hussin Bin Wan Din,Wan Khadzim bin Wan Din,M,Malay,36,PR,009-PR,PR,0,ALONE,223,6.52428320655354,3,lost_deposit
1969-05-10,SE-03,Perlis,N.04 Bandar Kangar,1,A1ZQF,Quah Chooi Tong,Quah Chooi Tong,M,Chinese,-1,PERIKATAN,003-MCA,MCA,1,PERIKATAN,1785,78.11816192560175,1,won
1969-05-10,SE-03,Perlis,N.04 Bandar Kangar,2,DFNSR,Ismail Bin Ahmad,Ismail bin Ahmad,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,500,21.88183807439825,2,lost
1969-05-10,SE-03,Perlis,N.05 Sena,1,B9VYQ,Wan Ahmad Bin Haji Wan Kassim,Wan Ahmad bin Wan Kassim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1594,53.41823056300268,1,won
1969-05-10,SE-03,Perlis,N.05 Sena,2,8BN41,Mahamood Bin Haji Mohd. Noor,Mahamood bin Mohd. Noor,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1390,46.58176943699732,2,lost
1969-05-10,SE-03,Perlis,N.06 Bintong,1,BSB6A,Syed Omar Bin Syed Hussin,Syed Omar bin Syed Hussin,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,2144,52.91214215202369,1,won
1969-05-10,SE-03,Perlis,N.06 Bintong,2,GXBW1,Yusof Bin Osman,Yusof bin Osman,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1908,47.0878578479763,2,lost
1969-05-10,SE-03,Perlis,N.07 Kurong Anai,1,JMQAW,Haji Wan Ahmad Bin Wan Abdullah,Wan Ahmad bin Wan Abdullah,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1824,52.519435646415204,1,won
1969-05-10,SE-03,Perlis,N.07 Kurong Anai,2,MB1YA,Lebai Saleh Bin Che Mat,Lebai Saleh bin Che Mat,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1512,43.53584797005471,2,lost
1969-05-10,SE-03,Perlis,N.07 Kurong Anai,3,QRR0K,Omar Bin Ismail,Omar bin Ismail,M,Malay,-1,PR,009-PR,PR,0,ALONE,137,3.944716383530089,3,lost_deposit
1969-05-10,SE-03,Perlis,N.08 Arau,1,V6E2W,Hussain Bin Abd. Rahman,Hussain bin Abdul Rahman,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1907,52.8108557186375,1,won
1969-05-10,SE-03,Perlis,N.08 Arau,2,YM455,Ismail Bin Sheik Ibrahim,Ismail bin Sheik Ibrahim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1704,47.1891442813625,2,lost
1969-05-10,SE-03,Perlis,N.09 Hutan Aji,1,WEAA4,Syed Darus Bin Syed Hashim,Syed Darus bin Syed Hashim,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1868,50.215053763440864,1,won
1969-05-10,SE-03,Perlis,N.09 Hutan Aji,2,SG3FE,Taharim Bin Ariffin,Taharim bin Ariffin,M,Malay,55,PAS,004-PAS,PAS,0,ALONE,1852,49.78494623655914,2,lost
1969-05-10,SE-03,Perlis,N.10 Kayang,1,DJRNH,Yusoff Bin Abu Bakar,Yusoff bin Abu Bakar,M,Malay,-1,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1805,53.78426698450537,1,won
1969-05-10,SE-03,Perlis,N.10 Kayang,2,P2DD5,Yahya Bin Baginda,Yahya bin Baginda,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1551,46.215733015494635,2,lost
1969-05-10,SE-03,Perlis,N.11 Kuala Perlis,1,2B34B,Dato Sheikh Ahmad Bin Mohd. Hashim,Sheikh Ahmad bin Mohd. Hashim,M,Malay,72,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1744,59.25925925925925,1,won
1969-05-10,SE-03,Perlis,N.11 Kuala Perlis,2,21T7E,Ali Bin Abdullah,Ali bin Abdullah,M,Malay,-1,PAS,004-PAS,PAS,0,ALONE,1015,34.4886170574244,2,lost
1969-05-10,SE-03,Perlis,N.11 Kuala Perlis,3,5FG9Q,Man Bin Hashim,Man bin Hashim,M,Malay,-1,PR,009-PR,PR,0,ALONE,184,6.252123683316343,3,lost_deposit
1969-05-10,SE-03,Perlis,N.12 Sanglang,1,8X6C0,Jaafar Bin Hassan,Jaafar bin Hassan,M,Malay,44,PERIKATAN,001-UMNO,UMNO,1,PERIKATAN,1973,50.06343567622431,1,won
1969-05-10,SE-03,Perlis,N.12 Sanglang,2,CM5B6,Abu Bakar Bin Hamzah,Abu Bakar bin Hamzah,M,Malay,44,PAS,004-PAS,PAS,0,ALONE,1968,49.93656432377569,2,lost
1974-08-24,SE-04,Perlis,N.01 Titi Tinggi,1,2MQFN,Leong Choon Ling,Leong Choon Ling,M,Chinese,-1,BN,003-MCA,MCA,3,BN,2413,78.62495927012057,1,won
1974-08-24,SE-04,Perlis,N.01 Titi Tinggi,2,62DHY,Ng Cheng Foo,Ng Cheng Foo,M,Chinese,-1,PSRM,009-PSRM,PSRM,0,ALONE,656,21.37504072987944,2,lost
1974-08-24,SE-04,Perlis,N.02 Chuping,1,9G3M7,Ahmad Bin Haji Said,Ahmad bin Said,M,Malay,-1,BN,001-UMNO,UMNO,3,BN,2470,63.82428940568475,1,won
