date,election,state,seat,voters_total,ballots_issued,ballots_not_returned,votes_rejected,votes_valid,majority,voter_turnout,majority_perc,votes_rejected_perc,ballots_not_returned_perc
1959-05-20,SE-01,Johor,N.01 Endau,6698,4941,0,116,4825,2778,73.76828904150493,57.57512953367876,2.3477028941509817,0.0
1959-05-20,SE-01,Johor,N.02 Mersing,5498,4320,0,126,4194,3156,78.5740269188796,75.25035765379113,2.9166666666666665,0.0
1959-05-20,SE-01,Johor,N.03 Kota Tinggi,5542,3906,0,83,3823,1238,70.47997112955612,32.38294533089197,2.124935995903738,0.0
1959-05-20,SE-01,Johor,N.04 Johore Lama,5444,3984,0,94,3890,1554,73.18148420279206,39.948586118251924,2.359437751004016,0.0
1959-05-20,SE-01,Johor,N.05 Plentong,7515,5706,0,206,5500,3434,75.92814371257485,62.43636363636364,3.610234840518752,0.0
1959-05-20,SE-01,Johor,N.06 Tanjong Petri,8403,6035,0,70,5965,58,71.81958824229442,0.972338642078793,1.15990057995029,0.0
1959-05-20,SE-01,Johor,N.07 Tampoi,9146,6277,0,183,6094,2028,68.63109556090095,33.27863472267805,2.9154054484626415,0.0
1959-05-20,SE-01,Johor,N.08 Gelang Patah,6752,5334,0,200,5134,1120,78.99881516587678,21.8153486560187,3.749531308586427,0.0
1959-05-20,SE-01,Johor,N.09 Pontian Dalam,9679,7475,0,174,7301,1594,77.22905258807728,21.83262566771675,2.327759197324415,0.0
1959-05-20,SE-01,Johor,N.10 Benut,11440,8935,0,518,8417,2248,78.10314685314685,26.707853154330525,5.797425853385563,0.0
1959-05-20,SE-01,Johor,N.11 Rengit,10910,8944,0,239,8705,1714,81.97983501374885,19.689833429063757,2.6721824686940967,0.0
1959-05-20,SE-01,Johor,N.12 Senai-Kulai,7547,5997,0,126,5871,55,79.46203789585266,0.9368080395162663,2.1010505252626315,0.0
1959-05-20,SE-01,Johor,N.13 Rengam,9333,6429,0,368,6061,4471,68.88460302153648,73.76670516416432,5.724062840255094,0.0
1959-05-20,SE-01,Johor,N.14 Gunong Lambak,6777,5311,0,171,5140,90,78.36800944370665,1.7509727626459144,3.2197326303897573,0.0
1959-05-20,SE-01,Johor,N.15 Sri Lalang,6806,5006,0,66,4940,250,73.55274757566853,5.060728744939271,1.3184178985217738,0.0
1959-05-20,SE-01,Johor,N.16 Bandar Sri Penggaram,8245,5782,0,79,5703,3237,70.12734990903577,56.75960021041557,1.3663092355586302,0.0
1959-05-20,SE-01,Johor,N.17 Pontian Kechil,0,0,0,0,0,0,,,,
1959-05-20,SE-01,Johor,N.18 Broleh,12845,9757,0,133,9624,3142,75.95951732191514,32.64754779717373,1.363123911038229,0.0
1959-05-20,SE-01,Johor,N.19 Ayer Hitam,11499,8472,0,110,8362,3964,73.67597182363684,47.40492705094475,1.2983947119924457,0.0
1959-05-20,SE-01,Johor,N.20 Tanjong Sembrong,11343,8515,0,179,8336,3730,75.06832407652297,44.74568138195777,2.1021726365237816,0.0
1959-05-20,SE-01,Johor,N.21 Simpang Kiri,12613,9584,0,174,9410,3330,75.98509474351859,35.38788522848034,1.815525876460768,0.0
1959-05-20,SE-01,Johor,N.22 Parit Jawa,13093,10302,0,218,10084,7020,78.68326586725732,69.6152320507735,2.1160939623374104,0.0
1959-05-20,SE-01,Johor,N.23 Parit Bakar,10122,7172,0,103,7069,2970,70.8555621418692,42.01442919790635,1.4361405465699946,0.0
1959-05-20,SE-01,Johor,N.24 Bandar Maharani,12762,9661,0,91,9570,4598,75.70130073656168,48.04597701149425,0.9419314770727667,0.0
1959-05-20,SE-01,Johor,N.25 Serom,11395,9518,0,141,9377,5583,83.52786309784993,59.53929828303295,1.4814036562303006,0.0
1959-05-20,SE-01,Johor,N.26 Tangkak,10115,7241,0,247,6994,5398,71.58675234799802,77.1804403774664,3.4111310592459607,0.0
1959-05-20,SE-01,Johor,N.27 Jorak,11197,8660,0,188,8472,4654,77.34214521746895,54.933899905571295,2.1709006928406467,0.0
1959-05-20,SE-01,Johor,N.28 Bukit Serampang,8853,7265,0,196,7069,4532,82.06257765729131,64.1109067760645,2.6978664831383345,0.0
1959-05-20,SE-01,Johor,N.29 Bandar Segamat,7505,6116,0,90,6026,672,81.49233844103931,11.151676070361766,1.471550032701112,0.0
1959-05-20,SE-01,Johor,N.30 Batu Anam,7539,6303,0,170,6133,4715,83.60525268603263,76.8791782162074,2.6971283515786135,0.0
1959-05-20,SE-01,Johor,N.31 Bekok,8029,6317,0,178,6139,169,78.67729480632707,2.7528913503827983,2.8177932562925436,0.0
1959-05-20,SE-01,Johor,N.32 Labis,7519,5231,0,317,4914,3310,69.57042159861683,67.35856735856736,6.060026763525139,0.0
1964-04-25,SE-02,Johor,N.01 Bukit Serampang,0,0,0,0,0,0,,,,
1964-04-25,SE-02,Johor,N.02 Jorak,12076,9799,0,540,9259,5653,81.14441868168268,61.05410951506642,5.510766404735177,0.0
1964-04-25,SE-02,Johor,N.03 Labis,11291,9384,0,381,9003,2833,83.11044194491187,31.467288681550592,4.060102301790281,0.0
1964-04-25,SE-02,Johor,N.04 Bekok,11387,9330,0,474,8856,3305,81.93554052867304,37.319331526648604,5.080385852090032,0.0
1964-04-25,SE-02,Johor,N.05 Bandar Maharani,16131,12460,0,397,12063,4469,77.2425764056785,37.04716902926304,3.186195826645265,0.0
1964-04-25,SE-02,Johor,N.06 Parit Bakar,13985,10740,0,416,10324,4238,76.79656775116196,41.04998062766369,3.8733705772811917,0.0
1964-04-25,SE-02,Johor,N.07 Parit Jawa,0,0,0,0,0,0,,,,
1964-04-25,SE-02,Johor,N.08 Simpang Kiri,14708,10823,0,245,10578,7606,73.58580364427523,71.9039515976555,2.263697680864825,0.0
1964-04-25,SE-02,Johor,N.09 Broleh,15113,12646,0,356,12290,2936,83.67630516773639,23.8893409275834,2.8151194053455635,0.0
1964-04-25,SE-02,Johor,N.10 Bandar Penggaram,10245,7825,0,230,7595,2960,76.37872132747681,38.97300855826201,2.939297124600639,0.0
1964-04-25,SE-02,Johor,N.11 Tanjong Sembrong,14494,11873,0,778,11095,4744,81.91665516765558,42.757999098693105,6.5526825570622425,0.0
1964-04-25,SE-02,Johor,N.12 Ayer Hitam,13971,10870,0,880,9990,6300,77.80402261828073,63.06306306306306,8.09567617295308,0.0
1964-04-25,SE-02,Johor,N.13 Gunong Lambak,11013,9011,0,325,8686,238,81.82148370108054,2.7400414460050655,3.606702918654977,0.0
1964-04-25,SE-02,Johor,N.14 Sri Lalang,10718,8587,0,282,8305,2402,80.11755924612801,28.922335942203492,3.2840340048911143,0.0
1964-04-25,SE-02,Johor,N.15 Kota Tinggi,6502,5235,0,89,5146,2304,80.51368809597047,44.77263894286825,1.700095510983763,0.0
1964-04-25,SE-02,Johor,N.16 Johore Lama,0,0,0,0,0,0,,,,
1964-04-25,SE-02,Johor,N.17 Rengit,12468,10102,0,960,9142,4169,81.02341995508502,45.60271275432072,9.503068699267473,0.0
1964-04-25,SE-02,Johor,N.18 Benut,13630,11201,0,916,10285,4027,82.17901687454146,39.1541079241614,8.17784126417284,0.0
1964-04-25,SE-02,Johor,N.19 Pontian Dalam,12179,10214,0,559,9655,3500,83.86567041629034,36.25064733298809,5.472880360289798,0.0
1964-04-25,SE-02,Johor,N.20 Pontian Kechil,12390,10123,0,407,9716,3334,81.70298627925746,34.31453272951832,4.020547268596266,0.0
1964-04-25,SE-02,Johor,N.21 Rengam,11750,9515,0,460,9055,2330,80.97872340425532,25.731639977912756,4.834471886495008,0.0
1964-04-25,SE-02,Johor,N.22 Senai-Kulai,11408,9512,0,373,9139,2499,83.38008415147266,27.344348396979978,3.921362489486964,0.0
1964-04-25,SE-02,Johor,N.23 Plentong,12758,10296,0,516,9780,4109,80.70230443643204,42.01431492842536,5.011655011655012,0.0
1964-04-25,SE-02,Johor,N.24 Tanjong Petri,11977,9053,0,260,8793,1858,75.58654087000085,21.1304446718981,2.8719761405059097,0.0
1964-04-25,SE-02,Johor,N.25 Gelang Patah,9655,7861,0,365,7496,3212,81.41895390989124,42.8495197438634,4.643175168553619,0.0
1964-04-25,SE-02,Johor,N.26 Tampoi,12838,9809,0,386,9423,3321,76.40598224022433,35.24355300859599,3.935161586298298,0.0
1964-04-25,SE-02,Johor,N.27 Endau,8256,6502,0,559,5943,4627,78.75484496124031,77.85630153121319,8.597354660104584,0.0
1964-04-25,SE-02,Johor,N.28 Mersing,6682,5477,0,347,5130,3087,81.96647710266387,60.175438596491226,6.335585174365528,0.0
1964-04-25,SE-02,Johor,N.29 Batu Anam,9850,9166,0,321,8845,2515,93.05583756345179,28.43414358394573,3.502072878027493,0.0
1964-04-25,SE-02,Johor,N.30 Bandar Segamat,10423,8952,0,228,8724,1775,85.88698071572483,20.346171480972032,2.546916890080429,0.0
1964-04-25,SE-02,Johor,N.31 Tangkak,13220,10059,0,638,9421,4467,76.089258698941,47.41534868909882,6.342578785167512,0.0
1964-04-25,SE-02,Johor,N.32 Serom,13804,11553,0,655,10898,7662,83.69313242538394,70.30647825289044,5.669523067601489,0.0
1969-05-10,SE-03,Johor,N.01 Bukit Serampang,14636,10720,0,385,10335,7881,73.24405575293797,76.25544267053701,3.591417910447761,0.0
1969-05-10,SE-03,Johor,N.02 Jorak,0,0,0,0,0,0,,,,
1969-05-10,SE-03,Johor,N.03 Labis,15980,11590,0,1119,10471,6895,72.52816020025031,65.8485340464139,9.654874892148403,0.0
1969-05-10,SE-03,Johor,N.04 Bekok,13750,9677,0,805,8872,780,70.37818181818182,8.791704238052299,8.318693810065103,0.0
1969-05-10,SE-03,Johor,N.05 Bandar Maharani,16094,11631,0,788,10843,1779,72.26916863427364,16.40689845983584,6.774997850571748,0.0
1969-05-10,SE-03,Johor,N.06 Parit Bakar,0,0,0,0,0,0,,,,
1969-05-10,SE-03,Johor,N.07 Parit Jawa,0,0,0,0,0,0,,,,
1969-05-10,SE-03,Johor,N.08 Simpang Kiri,18083,12304,0,377,11927,5957,68.04180722225294,49.94550180263268,3.0640442132639794,0.0
1969-05-10,SE-03,Johor,N.09 Broleh,15477,10543,0,187,10356,908,68.12043677715319,8.76786404016995,1.773688703405103,0.0
1969-05-10,SE-03,Johor,N.10 Bandar Penggaram,11533,7780,0,196,7584,1474,67.45859706927946,19.435654008438817,2.519280205655527,0.0
1969-05-10,SE-03,Johor,N.11 Tanjong Sembrong,16889,12042,0,1562,10480,5798,71.30084670495589,55.32442748091603,12.971267231356917,0.0
1969-05-10,SE-03,Johor,N.12 Ayer Hitam,15775,10830,0,809,10021,5276,68.65293185419968,52.649436184013574,7.4699907663896585,0.0
1969-05-10,SE-03,Johor,N.13 Gunong Lambak,12372,9519,0,875,8644,1104,76.93986420950534,12.771864877371586,9.192142031726021,0.0
1969-05-10,SE-03,Johor,N.14 Sri Lalang,12962,8820,0,930,7890,2317,68.0450547754976,29.366286438529787,10.54421768707483,0.0
1969-05-10,SE-03,Johor,N.15 Kota Tinggi,8106,6128,0,458,5670,2000,75.59832223044658,35.273368606701936,7.473890339425587,0.0
1969-05-10,SE-03,Johor,N.16 Johore Lama,5715,4750,0,465,4285,1767,83.1146106736658,41.23687281213535,9.789473684210526,0.0
1969-05-10,SE-03,Johor,N.17 Rengit,14762,11204,0,1424,9780,2708,75.89757485435578,27.689161554192225,12.709746519100321,0.0
1969-05-10,SE-03,Johor,N.18 Benut,14991,11253,0,1515,9738,4528,75.06503902341404,46.49825426165537,13.463076512929886,0.0
1969-05-10,SE-03,Johor,N.19 Pontian Dalam,14166,10417,0,405,10012,3338,73.53522518706764,33.33999200958849,3.887875587981185,0.0
1969-05-10,SE-03,Johor,N.20 Pontian Kechil,13758,10466,0,130,10336,1226,76.0721035034162,11.861455108359133,1.24211733231416,0.0
1969-05-10,SE-03,Johor,N.21 Rengam,15726,11145,0,1060,10085,3329,70.86989698588326,33.009419930589985,9.510991475998205,0.0
1969-05-10,SE-03,Johor,N.22 Senai-Kulai,14447,10068,0,884,9184,1476,69.68920883228353,16.071428571428573,8.780294000794598,0.0
1969-05-10,SE-03,Johor,N.23 Plentong,13903,10742,0,1128,9614,2804,77.26389987772423,29.165799875182024,10.500837832805809,0.0
1969-05-10,SE-03,Johor,N.24 Tanjong Petri,14826,9687,0,294,9393,1581,65.33791987049777,16.831683168316832,3.034995354598947,0.0
1969-05-10,SE-03,Johor,N.25 Glang Patah,12522,8993,0,878,8115,3525,71.81760102220093,43.438077634011094,9.763149115979095,0.0
1969-05-10,SE-03,Johor,N.26 Tampoi,14640,10683,0,934,9749,1822,72.97131147540983,18.689096317571032,8.742862491809417,0.0
1969-05-10,SE-03,Johor,N.27 Endau,10726,7728,0,1030,6698,3028,72.04922617937721,45.20752463421917,13.32815734989648,0.0
1969-05-10,SE-03,Johor,N.28 Mersing,0,0,0,0,0,0,,,,
1969-05-10,SE-03,Johor,N.29 Batu Anam,11058,8426,0,378,8048,3050,76.19822752758184,37.89761431411531,4.4861144077854265,0.0
1969-05-10,SE-03,Johor,N.30 Bandar Segamat,10744,8751,0,478,8273,491,81.45011169024572,5.934969176840324,5.46223288766998,0.0
1969-05-10,SE-03,Johor,N.31 Tangkak,15950,11235,0,310,10925,2339,70.43887147335424,21.409610983981693,2.7592345349354694,0.0
1969-05-10,SE-03,Johor,N.32 Serom,14314,10870,0,682,10188,7364,75.93963951376274,72.28111503729878,6.274149034038638,0.0
1974-08-24,SE-04,Johor,N.01 Buloh Kasap,12716,9281,0,332,8949,4825,72.98678829820699,53.916638730584424,3.577200732679668,0.0
1974-08-24,SE-04,Johor,N.02 Ayer Panas,12753,10011,0,179,9832,6260,78.49917666431428,63.66965012205045,1.788033163520128,0.0
1974-08-24,SE-04,Johor,N.03 Bandar Segamat,17507,14329,0,811,13518,5336,81.84726109556178,39.47329486610445,5.659850652522856,0.0
1974-08-24,SE-04,Johor,N.04 Bukit Serampang,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.05 Bekok,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.06 Bandar Keluang,21685,15109,0,706,14403,703,69.67489047728846,4.880927584531,4.672711628830498,0.0
1974-08-24,SE-04,Johor,N.07 Endau,8399,6116,0,208,5908,3782,72.81819264198118,64.01489505754908,3.4009156311314586,0.0
1974-08-24,SE-04,Johor,N.08 Mersing,8980,6798,0,201,6597,3803,75.70155902004454,57.64741549189025,2.956751985878199,0.0
1974-08-24,SE-04,Johor,N.09 Tangkak,13217,9729,0,219,9510,4672,73.60974502534614,49.127234490010515,2.2510021584952207,0.0
1974-08-24,SE-04,Johor,N.10 Serom,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.11 Jorak,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.12 Kesang,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.13 Sri Lalang,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.14 Sri Medan,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.15 Bandar Maharani,26785,18571,0,740,17831,6283,69.33358222885944,35.23638606920532,3.9847073394001398,0.0
1974-08-24,SE-04,Johor,N.16 Parit Jawa,14737,11176,0,844,10332,5958,75.83633032503224,57.66550522648084,7.551896921975662,0.0
1974-08-24,SE-04,Johor,N.17 Layang-Layang,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.18 Kulai,17173,13657,0,1240,12417,3547,79.52600011646189,28.565676089232504,9.07959288277074,0.0
1974-08-24,SE-04,Johor,N.19 Kota Tinggi,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.20 Johor Lama,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.21 Parit Raja,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.22 Simpang Renggam,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.23 Sri Menanti,9838,7366,0,552,6814,4138,74.87294165480789,60.72791312004696,7.493890849850665,0.0
1974-08-24,SE-04,Johor,N.24 Peserai,19033,14047,0,758,13289,6402,73.80339410497557,48.175182481751825,5.396170000711896,0.0
1974-08-24,SE-04,Johor,N.25 Bandar Penggaram,22004,16732,0,924,15808,7793,76.04071986911471,49.29782388663968,5.522352378675591,0.0
1974-08-24,SE-04,Johor,N.26 Rengit,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.27 Benut,16449,12477,0,508,11969,6867,75.85263541856648,57.373214136519344,4.0714915444417725,0.0
1974-08-24,SE-04,Johor,N.28 Kukup,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.29 Gelang Patah,15820,12609,0,1071,11538,5845,79.70290771175726,50.65869301438725,8.493932905067808,0.0
1974-08-24,SE-04,Johor,N.30 Skudai,18525,13628,0,913,12715,6705,73.56545209176788,52.732992528509634,6.699442324625771,0.0
1974-08-24,SE-04,Johor,N.31 Tiram,0,0,0,0,0,0,,,,
1974-08-24,SE-04,Johor,N.32 Tanjong Petri,32704,22823,0,1474,21349,9363,69.78657045009786,43.856855122019766,6.458397230863603,0.0
1978-07-08,SE-05,Johor,N.01 Buloh Kasap,15001,11481,0,674,10807,5217,76.53489767348843,48.27426667900435,5.8705687657869525,0.0
1978-07-08,SE-05,Johor,N.02 Ayer Panas,15304,12303,0,585,11718,6050,80.39074751698902,51.629970984809695,4.754937820043892,0.0
1978-07-08,SE-05,Johor,N.03 Bandar Segamat,21299,17451,0,1000,16451,5297,81.93342410441805,32.19865053796122,5.730330640077932,0.0
1978-07-08,SE-05,Johor,N.04 Bukit Serampang,14194,11478,0,816,10662,7918,80.8651542905453,74.26374038641906,7.109252483010978,0.0
1978-07-08,SE-05,Johor,N.05 Bekok,15317,11907,0,556,11351,1881,77.73715479532545,16.571227204651574,4.66952212983959,0.0
1978-07-08,SE-05,Johor,N.06 Bandar Keluang,29014,21888,0,706,21182,3737,75.43944302750396,17.642337834010007,3.225511695906433,0.0
1978-07-08,SE-05,Johor,N.07 Endau,9869,7524,0,702,6822,4068,76.23872732799676,59.63060686015831,9.330143540669857,0.0
1978-07-08,SE-05,Johor,N.08 Mersing,10439,8146,0,411,7735,4010,78.03429447265063,51.842275371687144,5.045421065553645,0.0
1978-07-08,SE-05,Johor,N.09 Tangkak,14756,11254,0,480,10774,4028,76.26728110599078,37.38630035270095,4.2651501688288604,0.0
1978-07-08,SE-05,Johor,N.10 Serom,13958,11399,0,459,10940,6147,81.66642785499356,56.18829981718464,4.0266690060531625,0.0
1978-07-08,SE-05,Johor,N.11 Jorak,13110,10356,0,492,9864,8102,78.99313501144165,82.13706407137063,4.750869061413673,0.0
1978-07-08,SE-05,Johor,N.12 Kesang,13192,9955,0,442,9513,7027,75.46240145542752,73.86733943025334,4.439979909593169,0.0
1978-07-08,SE-05,Johor,N.13 Sri Lalang,0,0,0,0,0,0,,,,
1978-07-08,SE-05,Johor,N.14 Sri Medan,15358,11900,0,721,11179,8917,77.48404740200547,79.76563198854996,6.0588235294117645,0.0
1978-07-08,SE-05,Johor,N.15 Bandar Maharani,32595,24744,0,1088,23656,4095,75.91348366313852,17.310618870476834,4.397025541545426,0.0
1978-07-08,SE-05,Johor,N.16 Parit Jawa,0,0,0,0,0,0,,,,
1978-07-08,SE-05,Johor,N.17 Layang-Layang,22563,17881,0,1113,16768,6954,79.24921331383239,41.471851145038165,6.224484089256753,0.0
1978-07-08,SE-05,Johor,N.18 Kulai,22777,18454,0,1211,17243,1907,81.02032752337884,11.059560401322276,6.562262924027311,0.0
1978-07-08,SE-05,Johor,N.19 Kota Tinggi,15145,12063,0,724,11339,8301,79.65004952129415,73.20751389011376,6.00182375860068,0.0
1978-07-08,SE-05,Johor,N.20 Johor Lama,17622,14283,0,825,13458,10078,81.05209397344228,74.88482686877693,5.7760974585171185,0.0
1978-07-08,SE-05,Johor,N.21 Parit Raja,15604,12140,0,670,11470,9092,77.8005639579595,79.26765475152571,5.518945634266887,0.0
1978-07-08,SE-05,Johor,N.22 Simpang Renggam,13954,10915,0,690,10225,7263,78.22129855238641,71.03178484107579,6.321575813101236,0.0
1978-07-08,SE-05,Johor,N.23 Sri Menanti,11314,8693,0,495,8198,5422,76.83401095987273,66.13808245913637,5.694236742206373,0.0
1978-07-08,SE-05,Johor,N.24 Peserai,24232,18522,0,861,17661,8636,76.43611753053813,48.898703357680766,4.648526077097506,0.0
1978-07-08,SE-05,Johor,N.25 Bandar Penggaram,0,0,0,0,0,0,,,,
1978-07-08,SE-05,Johor,N.26 Rengit,13655,10724,0,219,10505,6835,78.53533504210912,65.06425511661114,2.042148452070123,0.0
1978-07-08,SE-05,Johor,N.27 Benut,0,0,0,0,0,0,,,,
1978-07-08,SE-05,Johor,N.28 Kukup,22647,18063,0,1008,17055,14081,79.75890846469731,82.56229844620347,5.580468360737419,0.0
1978-07-08,SE-05,Johor,N.29 Gelang Patah,19474,15666,0,1263,14403,10807,80.44572250179726,75.03297924043602,8.062045193412485,0.0
1978-07-08,SE-05,Johor,N.30 Skudai,0,0,0,0,0,0,,,,
1978-07-08,SE-05,Johor,N.31 Tiram,26323,20777,0,1778,18999,13655,78.93097291342173,71.87220380020001,8.557539587043365,0.0
1978-07-08,SE-05,Johor,N.32 Tanjong Petri,48863,34184,0,1477,32707,11925,69.95886458056198,36.46008499709542,4.320734846711912,0.0
1982-04-22,SE-06,Johor,N.01 Buloh Kasap,17870,13342,0,321,13021,6541,74.66144376049245,50.23423700176638,2.4059361415080196,0.0
1982-04-22,SE-06,Johor,N.02 Ayer Panas,19080,14943,0,309,14634,9351,78.31761006289308,63.89913899138991,2.0678578598674964,0.0
1982-04-22,SE-06,Johor,N.03 Bandar Segamat,25156,19717,0,440,19277,5131,78.37891556686277,26.617212221818747,2.231576811888218,0.0
1982-04-22,SE-06,Johor,N.04 Bukit Serampang,16117,12758,0,393,12365,8519,79.15865235465658,68.89607763849575,3.0804201285467943,0.0
1982-04-22,SE-06,Johor,N.05 Bekok,18583,14106,0,520,13586,3812,75.9080880374536,28.0582953039894,3.68637459237204,0.0
1982-04-22,SE-06,Johor,N.06 Bandar Kluang,36134,28146,0,668,27478,3270,77.89339680079703,11.900429434456656,2.373339017977688,0.0
1982-04-22,SE-06,Johor,N.07 Endau,11954,8709,0,409,8300,5220,72.85427471975908,62.89156626506024,4.696291193018716,0.0
1982-04-22,SE-06,Johor,N.08 Mersing,12499,0,0,0,0,0,,,,
1982-04-22,SE-06,Johor,N.09 Tangkak,17152,12873,0,288,12585,5801,75.05247201492537,46.09455701231625,2.237240736425076,0.0
1982-04-22,SE-06,Johor,N.10 Serom,16344,0,0,0,0,0,,,,
1982-04-22,SE-06,Johor,N.11 Jorak,15325,11772,0,373,11399,6861,76.81566068515497,60.1894903061672,3.1685355079850495,0.0
1982-04-22,SE-06,Johor,N.12 Kesang,15292,11195,0,392,10803,7827,73.20821344493854,72.45209663982227,3.5015631978561856,0.0
1982-04-22,SE-06,Johor,N.13 Sri Lalang,19033,14677,0,497,14180,8172,77.11343456102558,57.63046544428773,3.3862505961708798,0.0
1982-04-22,SE-06,Johor,N.14 Sri Medan,18745,0,0,0,0,0,,,,
1982-04-22,SE-06,Johor,N.15 Bandar Maharani,37939,28194,0,1493,26701,4741,74.31403041724874,17.75588929253586,5.295452933248209,0.0
1982-04-22,SE-06,Johor,N.16 Parit Jawa,20058,15628,0,731,14897,7641,77.91404925715425,51.29220648452708,4.677501919631431,0.0
1982-04-22,SE-06,Johor,N.17 Layang-Layang,26657,20670,0,888,19782,8422,77.54060847057059,42.574057223738755,4.296081277213353,0.0
1982-04-22,SE-06,Johor,N.18 Kulai,28158,21500,0,761,20739,761,76.35485474820655,3.6694151116254403,3.5395348837209304,0.0
1982-04-22,SE-06,Johor,N.19 Kota Tinggi,21247,0,0,0,0,0,,,,
1982-04-22,SE-06,Johor,N.20 Johor Lama,28777,0,0,0,0,0,,,,
1982-04-22,SE-06,Johor,N.21 Parit Raja,18564,0,0,0,0,0,,,,
1982-04-22,SE-06,Johor,N.22 Simpang Renggam,17163,13042,0,576,12466,8592,75.98904620404359,68.92347184341409,4.416500536727496,0.0
1982-04-22,SE-06,Johor,N.23 Sri Menanti,13221,9949,0,420,9529,6815,75.25149383556463,71.51852240528912,4.221529801990149,0.0
1982-04-22,SE-06,Johor,N.24 Peserai,28500,21524,0,789,20735,9363,75.52280701754385,45.15553412105136,3.665675524995354,0.0
1982-04-22,SE-06,Johor,N.25 Bandar Penggaram,33072,24615,0,752,23863,12412,74.42851959361393,52.01357750492394,3.0550477351208616,0.0
1982-04-22,SE-06,Johor,N.26 Rengit,15480,0,0,0,0,0,,,,
1982-04-22,SE-06,Johor,N.27 Benut,22182,16855,0,426,16429,12143,75.98503290956631,73.91198490474162,2.527439928804509,0.0
1982-04-22,SE-06,Johor,N.28 Kukup,27727,21625,0,320,21305,7137,77.99257041872542,33.49917859657358,1.4797687861271676,0.0
1982-04-22,SE-06,Johor,N.29 Gelang Patah,22601,17732,0,914,16818,7102,78.45670545551083,42.22856463313117,5.15452289645838,0.0
1982-04-22,SE-06,Johor,N.30 Skudai,38702,28653,0,1050,27603,15029,74.03493359516304,54.44698040068109,3.664537744738771,0.0
1982-04-22,SE-06,Johor,N.31 Tiram,35892,27301,0,1217,26084,14654,76.06430402318065,56.180033737156876,4.457712171715322,0.0
1982-04-22,SE-06,Johor,N.32 Tanjong Petri,62612,44992,0,1229,43763,12893,71.85842969398837,29.460960171834653,2.7315967283072546,0.0
1986-08-02,SE-07,Johor,N.01 Sepinang,21791,16197,0,1167,15030,10076,74.32885136065349,67.03925482368595,7.205037969994443,0.0
1986-08-02,SE-07,Johor,N.02 Jementah,22216,0,0,0,0,0,,,,
1986-08-02,SE-07,Johor,N.03 Tangkak,22979,16508,0,668,15840,4260,71.83950563558031,26.89393939393939,4.0465228979888535,0.0
1986-08-02,SE-07,Johor,N.04 Serom,24195,17203,0,1135,16068,9474,71.10146724529861,58.961911874533236,6.597686450037784,0.0
1986-08-02,SE-07,Johor,N.05 Bukit Serampang,14118,0,0,0,0,0,,,,
1986-08-02,SE-07,Johor,N.06 Jorak,18910,13226,0,528,12698,8156,69.941829719725,64.23058749409356,3.99213670043853,0.0
1986-08-02,SE-07,Johor,N.07 Tenang,17487,12909,0,823,12086,8472,73.82055241036198,70.0976336256826,6.375397009838098,0.0
1986-08-02,SE-07,Johor,N.08 Bekok,20777,14775,0,477,14298,1196,71.11228762574,8.364806266610715,3.2284263959390866,0.0
1986-08-02,SE-07,Johor,N.09 Endau,14469,9487,0,460,9027,5019,65.56776556776556,55.59986706547026,4.848740381574786,0.0
1986-08-02,SE-07,Johor,N.10 Tenggaroh,13812,9585,0,602,8983,929,69.39617723718506,10.341756651452744,6.2806468440271255,0.0
1986-08-02,SE-07,Johor,N.11 Paloh,32482,23159,0,1005,22154,2204,71.29794963364326,9.948542024013722,4.339565611641262,0.0
1986-08-02,SE-07,Johor,N.12 Gunung Lambak,29617,22088,0,1337,20751,11037,74.5787892089003,53.18779817840104,6.053060485331402,0.0
1986-08-02,SE-07,Johor,N.13 Sri Medan,23579,16891,0,540,16351,9445,71.63577759871072,57.76405112837135,3.1969687999526375,0.0
1986-08-02,SE-07,Johor,N.14 Semerah,28601,20615,0,469,20146,5308,72.07789937414776,26.347662066911546,2.275042444821732,0.0
1986-08-02,SE-07,Johor,N.15 Bukit Naning,23051,16624,0,1044,15580,8110,72.11834627564964,52.05391527599487,6.280076997112609,0.0
1986-08-02,SE-07,Johor,N.16 Maharani,20034,14129,0,363,13766,4371,70.52510731756014,31.752142960918206,2.5691839479085568,0.0
1986-08-02,SE-07,Johor,N.17 Parit Bakar,19011,12292,0,541,11751,5655,64.65730366629846,48.12356395200408,4.40123657663521,0.0
