date,election,state,seat,area_name,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
1964-04-25,SE-02,Kedah,N.14 Kota,Kota,1,Abu Hashim Bin Abdullah,5337,PAS,3,2243,21.759798214978655,lost
1964-04-25,SE-02,Kedah,N.14 Kota,Kota,2,Haji Salleh Bin Haji Ishak,6434,PERIKATAN,2,8065,78.24020178502134,won
1964-04-25,SE-02,Kedah,N.15 Sala,Sala,1,Arshad Bin Ismail,5330,PERIKATAN,2,5617,53.236660032224435,won
1964-04-25,SE-02,Kedah,N.15 Sala,Sala,2,Haji Yahaya Bin Junid,5334,PAS,3,4934,46.76333996777557,lost
1964-04-25,SE-02,Kedah,N.16 Yan-Merbok,Yan-Merbok,1,Puteh Bin Md. Isa,6437,BEBAS,1,1386,13.743182944967774,lost
1964-04-25,SE-02,Kedah,N.16 Yan-Merbok,Yan-Merbok,2,Lebai Ismail Ab. Wahab,6438,PERIKATAN,2,6731,66.74268715914725,won
1964-04-25,SE-02,Kedah,N.16 Yan-Merbok,Yan-Merbok,3,Abdul Rashid Bin Abdul Razak,6439,PAS,3,1968,19.514129895884977,lost
1964-04-25,SE-02,Kedah,N.17 Baling Timor,Baling Timor,1,Haji Ahamad Bin Haji Kechil,6440,SF,8,771,6.810352442363748,lost_deposit
1964-04-25,SE-02,Kedah,N.17 Baling Timor,Baling Timor,2,Yaacob Bin Omar,6441,PAS,3,2335,20.62538644996025,lost
1964-04-25,SE-02,Kedah,N.17 Baling Timor,Baling Timor,3,Shafie Haji Abdullah,5344,PERIKATAN,2,8215,72.564261107676,won
1964-04-25,SE-02,Kedah,N.18 Baling Barat,Baling Barat,1,Sulong Bin Kayat,6443,SF,8,689,6.663442940038684,lost_deposit
1964-04-25,SE-02,Kedah,N.18 Baling Barat,Baling Barat,2,Dato' Syed Omar Shahabudin,6444,PERIKATAN,2,6778,65.5512572533849,won
1964-04-25,SE-02,Kedah,N.18 Baling Barat,Baling Barat,3,Haji Noh Bin Haji Kechik,6445,PAS,3,2873,27.785299806576404,lost
1964-04-25,SE-02,Kedah,N.19 Pekan Sungei Patani,Pekan Sungei Patani,1,Chin Chin Cheang,5339,PERIKATAN,2,6261,59.37974203338392,won
1964-04-25,SE-02,Kedah,N.19 Pekan Sungei Patani,Pekan Sungei Patani,2,Ng Lam Beng,6447,SF,8,3298,31.27845220030349,lost
1964-04-25,SE-02,Kedah,N.19 Pekan Sungei Patani,Pekan Sungei Patani,3,Ong Boon Seong,386,PDB,13,985,9.341805766312595,lost_deposit
1964-04-25,SE-02,Kedah,N.20 Sungei Patani Luar,Sungei Patani Luar,1,Azahari Bin Md. Taib,584,PERIKATAN,2,7552,80.02543181095687,won
1964-04-25,SE-02,Kedah,N.20 Sungei Patani Luar,Sungei Patani Luar,2,Osman Bin Darus,1387,PAS,3,943,9.992582388470913,lost_deposit
1964-04-25,SE-02,Kedah,N.20 Sungei Patani Luar,Sungei Patani Luar,3,Abd. Rahman Bin Daud,1394,SF,8,684,7.248066122708488,lost_deposit
1964-04-25,SE-02,Kedah,N.20 Sungei Patani Luar,Sungei Patani Luar,4,Loh Chok Kwong,6452,PDB,13,258,2.733919677863728,lost_deposit
1964-04-25,SE-02,Kedah,N.21 Sidam,Sidam,1,Haji Yassin Bin Ibrahim,5348,PERIKATAN,2,6809,85.37931034482759,won
1964-04-25,SE-02,Kedah,N.21 Sidam,Sidam,2,Khatib Shorbaini,387,PAS,3,1166,14.620689655172415,lost
1964-04-25,SE-02,Kedah,N.22 Lunas,Lunas,1,Soon Cheng Leong,5351,PERIKATAN,2,7106,79.10497606590225,won
1964-04-25,SE-02,Kedah,N.22 Lunas,Lunas,2,Mohd. Ramli Bin Abdullah,583,PAS,3,1877,20.89502393409774,lost
1964-04-25,SE-02,Kedah,N.23 Kulim,Kulim,1,Leong Man Kai,6457,PERIKATAN,2,7938,70.84969653695109,won
1964-04-25,SE-02,Kedah,N.23 Kulim,Kulim,2,Liew Min Sung,6458,SF,8,3266,29.15030346304891,lost
1964-04-25,SE-02,Kedah,N.24 Bandar Bahru,Bandar Bahru,1,Ghazali Bin Haji Mohamad,5356,PAS,3,1934,18.375296912114013,lost
1964-04-25,SE-02,Kedah,N.24 Bandar Bahru,Bandar Bahru,2,Tan Boon Song,6460,SF,8,1490,14.156769596199526,lost
1964-04-25,SE-02,Kedah,N.24 Bandar Bahru,Bandar Bahru,3,Haji Zainuddin Bin Haji Din,6461,PERIKATAN,2,7101,67.46793349168647,won
1969-05-10,SE-03,Kedah,N.01 Jitra,Jitra,1,Osman @ Md. Daud Bin Aroff,7255,PERIKATAN,2,7627,59.49297971918877,won
1969-05-10,SE-03,Kedah,N.01 Jitra,Jitra,2,Ayob Bin Haji Jasin,7256,PAS,3,5193,40.50702028081123,lost
1969-05-10,SE-03,Kedah,N.02 Padang Terap,Padang Terap,1,Syed Ahmad Bin Syed Ahmad Shahabudin,5327,PERIKATAN,2,7058,53.615922212093594,won
1969-05-10,SE-03,Kedah,N.02 Padang Terap,Padang Terap,2,Ahmad Bin Yusof,1505,PAS,3,6106,46.38407778790641,lost
1969-05-10,SE-03,Kedah,N.03 Jerlun-Kodiang,Jerlun–Kodiang,1,Syed Nahar Bin Tun Syed Sheh Shahabudin,843,PERIKATAN,2,5181,51.547109740324345,won
1969-05-10,SE-03,Kedah,N.03 Jerlun-Kodiang,Jerlun–Kodiang,2,Haji Shaari Bin Haji Hamzah,5321,PAS,3,4870,48.452890259675655,lost
1969-05-10,SE-03,Kedah,N.04 Tunjang,Tunjang,1,Ismail Bin Hanafi,7261,PAS,3,5020,52.59849119865885,won
1969-05-10,SE-03,Kedah,N.04 Tunjang,Tunjang,2,Haji Tajudin Bin H. A. Rahman,7262,PERIKATAN,2,4524,47.40150880134116,lost
1969-05-10,SE-03,Kedah,N.05 Langgar-Limbong,Langgar–Limbong,1,Abu Bakar Bin Umar,370,PAS,3,6252,57.033388067870824,won
1969-05-10,SE-03,Kedah,N.05 Langgar-Limbong,Langgar–Limbong,2,Haji Omar Bin Haji Ahmad,5311,PERIKATAN,2,4710,42.966611932129176,lost
1969-05-10,SE-03,Kedah,N.06 Pokok Sena,Pokok Sena,1,Haji Ahmad Bin L. Senawi,7265,PAS,3,5650,51.57462345960748,won
1969-05-10,SE-03,Kedah,N.06 Pokok Sena,Pokok Sena,2,Hamidah Binti Omar,5335,PERIKATAN,2,5305,48.42537654039252,lost
1969-05-10,SE-03,Kedah,N.07 Alor Star Pekan,Alor Star Pekan,1,Geh Teng Kheng,373,GERAKAN,21,5833,52.010699955416854,won
1969-05-10,SE-03,Kedah,N.07 Alor Star Pekan,Alor Star Pekan,2,Tan Hai Loon,6416,PERIKATAN,2,3760,33.526526972804284,lost
1969-05-10,SE-03,Kedah,N.07 Alor Star Pekan,Alor Star Pekan,3,Haron Bin Omar,577,PAS,3,1622,14.462773071778868,lost
1969-05-10,SE-03,Kedah,N.08 Alor Star Luar,Alor Star Luar,1,Othman Bin Haji Husain,7270,PAS,3,5545,41.626004053749725,won
1969-05-10,SE-03,Kedah,N.08 Alor Star Luar,Alor Star Luar,2,"Nair Karunakaran, K.",7271,PERIKATAN,2,5043,37.857518204339016,lost
1969-05-10,SE-03,Kedah,N.08 Alor Star Luar,Alor Star Luar,3,Tunku Nong Bin Tunku Mohamed Jewa,7272,GERAKAN,21,2733,20.516477741911267,lost
1969-05-10,SE-03,Kedah,N.09 Langkawi,Langkawi,1,Ahmad Bin Haji Husain,5239,PERIKATAN,2,8966,62.035563550819894,won
1969-05-10,SE-03,Kedah,N.09 Langkawi,Langkawi,2,Wan Said Bin Wan Sa'Ad,6419,PAS,3,5487,37.9644364491801,lost
1969-05-10,SE-03,Kedah,N.10 Kota Star Barat,Kota Star Barat,1,Isamudin Bin Ahmad,7275,PAS,3,6470,53.885233613725326,won
1969-05-10,SE-03,Kedah,N.10 Kota Star Barat,Kota Star Barat,2,Ooi Eng Hong,6425,PERIKATAN,2,5537,46.114766386274674,lost
1969-05-10,SE-03,Kedah,N.11 Kangkong Bukit Raya,Kangkong Bukit Raya,1,Ismail @ Shafiee Bin Kassim,7277,PAS,3,6203,54.66161438138879,won
1969-05-10,SE-03,Kedah,N.11 Kangkong Bukit Raya,Kangkong Bukit Raya,2,Abdullah Bin Haji Ismail,7278,PERIKATAN,2,5145,45.33838561861121,lost
1969-05-10,SE-03,Kedah,N.12 Padang,Padang,1,Abdul Manaf Bin Abdullah,7279,PERIKATAN,2,7065,52.67670742618551,won
1969-05-10,SE-03,Kedah,N.12 Padang,Padang,2,Soffian Bin Haji A. Aziz,7280,PAS,3,6347,47.3232925738145,lost
1969-05-10,SE-03,Kedah,N.13 Sik-Gurun,Sik–Gurun,1,Harum Bin Jusoh,1107,PAS,3,7061,51.185212033345415,won
1969-05-10,SE-03,Kedah,N.13 Sik-Gurun,Sik–Gurun,2,Sharimah Binti Mahamud,6432,PERIKATAN,2,6734,48.814787966654585,lost
1969-05-10,SE-03,Kedah,N.14 Kota,Kota,1,Mansur Bin Akil,7283,PERIKATAN,2,6567,60.514190932546995,won
1969-05-10,SE-03,Kedah,N.14 Kota,Kota,2,A. Rahman Bin Ibrahim,7284,PAS,3,4285,39.485809067453005,lost
1969-05-10,SE-03,Kedah,N.15 Sala,Sala,1,Mohd. Shaari Bin Haji Abd. Shukor,376,PAS,3,6605,53.25324518261711,won
1969-05-10,SE-03,Kedah,N.15 Sala,Sala,2,Haji Ibrahim Bin Ahmad,7286,PERIKATAN,2,5798,46.74675481738289,lost
1969-05-10,SE-03,Kedah,N.16 Yen-Merbok,Yen–Merbok,1,Lebai Ismail Bin Abdul Wahab,7287,PERIKATAN,2,6958,65.21698378479708,won
1969-05-10,SE-03,Kedah,N.16 Yen-Merbok,Yen–Merbok,2,Budiman Bin Gading,7288,PAS,3,3711,34.78301621520292,lost
1969-05-10,SE-03,Kedah,N.17 Baling Timor,Baling Timor,1,Harun Bin Abdullah,183,PERIKATAN,2,8771,65.73976915005247,won
1969-05-10,SE-03,Kedah,N.17 Baling Timor,Baling Timor,2,Hassan Bin Yaakob,5385,PAS,3,4571,34.26023084994753,lost
1969-05-10,SE-03,Kedah,N.18 Baling Barat,Baling Barat,1,Othman @ Ismail Bin Mat Hassan @ Hassan,7291,PERIKATAN,2,7043,55.51789374113195,won
1969-05-10,SE-03,Kedah,N.18 Baling Barat,Baling Barat,2,Haji Abdullah Bin Haji Mat Zain,7292,PAS,3,5643,44.48210625886804,lost
1969-05-10,SE-03,Kedah,N.19 Pekan Sungei Patani,Pekan Sungei Patani,1,Ong Boon Seong,386,GERAKAN,21,4969,48.1865787432118,won
1969-05-10,SE-03,Kedah,N.19 Pekan Sungei Patani,Pekan Sungei Patani,2,Chin Chin Cheng,5339,PERIKATAN,2,3998,38.77036462373933,lost
1969-05-10,SE-03,Kedah,N.19 Pekan Sungei Patani,Pekan Sungei Patani,3,Md. Daud Bin Abdullah,585,PAS,3,1345,13.043056633048874,lost
1969-05-10,SE-03,Kedah,N.20 Sungei Patani Luar,Sungei Patani Luar,1,Haji Salleh Bin Haji Ishak,6434,PERIKATAN,2,4730,48.255458069781675,won
1969-05-10,SE-03,Kedah,N.20 Sungei Patani Luar,Sungei Patani Luar,2,Yaacob @ Salleh Bin Abdullah,1101,PAS,3,3248,33.13609467455622,lost
1969-05-10,SE-03,Kedah,N.20 Sungei Patani Luar,Sungei Patani Luar,3,Jansz William,7298,GERAKAN,21,1824,18.60844725566211,lost
1969-05-10,SE-03,Kedah,N.21 Sidam,Sidam,1,Hanafi Bin Mohd. Yunus,185,PERIKATAN,2,4704,59.68028419182948,won
1969-05-10,SE-03,Kedah,N.21 Sidam,Sidam,2,Md. Zahari Bin Shaari,587,PAS,3,3178,40.319715808170514,lost
1969-05-10,SE-03,Kedah,N.22 Lunas,Lunas,1,Soon Cheng Leong,5351,PERIKATAN,2,6197,67.80087527352298,won
1969-05-10,SE-03,Kedah,N.22 Lunas,Lunas,2,Haji Ishak Bin Haji Taib,7302,PAS,3,2943,32.199124726477024,lost
1969-05-10,SE-03,Kedah,N.23 Kulim,Kulim,1,Leong Man Kai,6457,PERIKATAN,2,7890,76.59450538782643,won
1969-05-10,SE-03,Kedah,N.23 Kulim,Kulim,2,Khatib Shorbaini Bin Haji Hassan,588,PAS,3,2411,23.405494612173573,lost
1969-05-10,SE-03,Kedah,N.24 Bandar Bahru,Bandar Bahru,1,Haji Zainuddin Bin Haji Din,6461,PERIKATAN,2,6503,64.84195832086948,won
1969-05-10,SE-03,Kedah,N.24 Bandar Bahru,Bandar Bahru,2,Md. Rejab Bin Awang Kechik,7306,PAS,3,3526,35.15804167913052,lost
1974-08-24,SE-04,Kedah,N.01 Langkawi,Langkawi,1,Fadzil Bin Ahmad,2294,BN,25,0,,won_uncontested
1974-08-24,SE-04,Kedah,N.02 Jerlun,Jerlun,1,Mahmud Bin Abd. Jalil,8164,BN,25,8961,77.72573510278428,won
1974-08-24,SE-04,Kedah,N.02 Jerlun,Jerlun,2,Hashim Bin Osman,8165,BEBAS,1,2568,22.27426489721572,lost
1974-08-24,SE-04,Kedah,N.03 Tunjang,Tunjang,1,Ismail Bin Hanafi (Ismail Hanafi),8166,BN,25,10207,84.35537190082644,won
1974-08-24,SE-04,Kedah,N.03 Tunjang,Tunjang,2,Kassim @ Osman Bin Ahmad (Kassim Ahmad),8167,PSRM,26,1554,12.84297520661157,lost
1974-08-24,SE-04,Kedah,N.03 Tunjang,Tunjang,3,Haji Yusoff Bin Haji Ishak,8168,BEBAS,1,339,2.8016528925619832,lost_deposit
1974-08-24,SE-04,Kedah,N.04 Jitra,Jitra,1,Osman @ Md. Daud Bin Aroff,7255,BN,25,0,,won_uncontested
1974-08-24,SE-04,Kedah,N.05 Kuala Nerang,Kuala Nerang,1,Dato' Syed Ahmad Bin Syed Mahmud Shahabudin,8170,BN,25,0,,won_uncontested
1974-08-24,SE-04,Kedah,N.06 Pokok Sena,Pokok Sena,1,Othman Bin Haji Mohd. Marzuki,8171,BN,25,9272,84.67579908675799,won
1974-08-24,SE-04,Kedah,N.06 Pokok Sena,Pokok Sena,2,Salleh Bin Bakar,8172,BEBAS,1,1459,13.32420091324201,lost
1974-08-24,SE-04,Kedah,N.06 Pokok Sena,Pokok Sena,3,Abdul Rahman Bin Daud,1394,PSRM,26,219,2.0,lost_deposit
1974-08-24,SE-04,Kedah,N.07 Anak Bukit,Anak Bukit,1,Wahab Bin Sulaiman,8174,BN,25,7995,73.80227083910275,won
1974-08-24,SE-04,Kedah,N.07 Anak Bukit,Anak Bukit,2,Yahya Bin Darus (Yahya Darus),8175,PSRM,26,1793,16.55127850087695,lost
1974-08-24,SE-04,Kedah,N.07 Anak Bukit,Anak Bukit,3,Hamid Bin Talib,8176,BEBAS,1,1045,9.646450660020308,lost_deposit
1974-08-24,SE-04,Kedah,N.08 Pengkalan Kundor,Pengkalan Kundor,1,Ahmad Bin Awang,1411,BN,25,8315,72.70263180904082,won
1974-08-24,SE-04,Kedah,N.08 Pengkalan Kundor,Pengkalan Kundor,2,Siti Nor Bintil Abdul Hamid,8178,PSRM,26,2596,22.698260033225495,lost
1974-08-24,SE-04,Kedah,N.08 Pengkalan Kundor,Pengkalan Kundor,3,Abdul Wahab Bin Awang,8179,BEBAS,1,526,4.599108157733672,lost_deposit
1974-08-24,SE-04,Kedah,N.09 Alor Merah,Alor Merah,1,Mohamad Abu Bakar Bin Rautin Ibrahim,1674,BN,25,6948,83.06037059175134,won
1974-08-24,SE-04,Kedah,N.09 Alor Merah,Alor Merah,2,Mansor Tobeng @ Mansor Bin Mohamaed,8181,BEBAS,1,1417,16.939629408248656,lost
1974-08-24,SE-04,Kedah,N.10 Bandar Alor Setar,Bandar Alor Setar,1,Karpal Singh A/L Ram Singh,848,DAP,18,7680,55.7006092254134,won
1974-08-24,SE-04,Kedah,N.10 Bandar Alor Setar,Bandar Alor Setar,2,Geh Teng Kheng,373,BN,25,6108,44.29939077458659,lost
1974-08-24,SE-04,Kedah,N.11 Langgar-Limbong,Langgar–Limbong,1,Sudin Bin Wahab,6431,BN,25,7147,79.7745284071883,won
1974-08-24,SE-04,Kedah,N.11 Langgar-Limbong,Langgar–Limbong,2,Hashim Bin Haji Tayib,8185,BEBAS,1,1812,20.225471592811697,lost
1974-08-24,SE-04,Kedah,N.12 Bukit Raya,Bukit Raya,1,Ismail @ Shafiee Bin Kassim,7277,BN,25,8788,88.99240506329113,won
1974-08-24,SE-04,Kedah,N.12 Bukit Raya,Bukit Raya,2,Othman Bin Said,8187,BEBAS,1,1087,11.00759493670886,lost_deposit
1974-08-24,SE-04,Kedah,N.13 Sik,Sik,1,Harun Bin Jusoh,1107,BN,25,0,,won_uncontested
1974-08-24,SE-04,Kedah,N.14 Pendang,Pendang,1,Shofirol Bin Haji Hashim,8189,BN,25,9057,79.76924431918266,won
1974-08-24,SE-04,Kedah,N.14 Pendang,Pendang,2,Hamzah Bin Abdul Rahman,8190,BEBAS,1,1794,15.800598907873878,lost
1974-08-24,SE-04,Kedah,N.14 Pendang,Pendang,3,Yunus Bin Mohamad,5661,PSRM,26,503,4.430156772943456,lost_deposit
1974-08-24,SE-04,Kedah,N.15 Bayu,Bayu,1,Mat Rasit @ Abdul Rashid Bin Hashim @ Mehad,8192,BEBAS,1,6834,57.69035961505994,won
1974-08-24,SE-04,Kedah,N.15 Bayu,Bayu,2,Harun Bin Abdullah,183,BN,25,5012,42.30964038494006,lost
1974-08-24,SE-04,Kedah,N.16 Kupang,Kupang,1,Mohd. Romli Bin Abdullah,9350,BN,25,0,,won_uncontested
1974-08-24,SE-04,Kedah,N.17 Sala,Sala,1,Haji Yahaya Bin Junid,5334,BN,25,7266,83.94177449168208,won
1974-08-24,SE-04,Kedah,N.17 Sala,Sala,2,Ibrahim Bin Ahmad,527,BEBAS,1,1390,16.058225508317932,lost
1974-08-24,SE-04,Kedah,N.18 Yan,Yan,1,Abdullah Bin Ismail,6562,BN,25,0,,won_uncontested
1974-08-24,SE-04,Kedah,N.19 Jeniang,Jeniang,1,Zainol Abidin Bin Johari,8198,BN,25,7399,79.40545181369393,won
1974-08-24,SE-04,Kedah,N.19 Jeniang,Jeniang,2,Saad Bin Mat,8199,PSRM,26,1919,20.594548186306074,lost
1974-08-24,SE-04,Kedah,N.20 Merbok,Merbok,1,Mansur Bin Akil,7283,BN,25,8021,71.1902014733292,won
1974-08-24,SE-04,Kedah,N.20 Merbok,Merbok,2,Ahmad Bin Yahya,8201,PSRM,26,3246,28.80979852667081,lost
1974-08-24,SE-04,Kedah,N.21 Tikam Batu,Tikam Batu,1,Ong Boon Seong,386,BN,25,11752,65.22004550751984,won
1974-08-24,SE-04,Kedah,N.21 Tikam Batu,Tikam Batu,2,Harun Bin Haji Chik,8203,BEBAS,1,4205,23.336478161940175,lost
1974-08-24,SE-04,Kedah,N.21 Tikam Batu,Tikam Batu,3,Mat Hassan Bin Abdul,8204,BEBAS,1,2062,11.443476330539985,lost_deposit
1974-08-24,SE-04,Kedah,N.22 Kuala Ketil,Kuala Ketil,1,Mohamad Muslim Bin Othman,8205,BN,25,5931,74.6883264072535,won
1974-08-24,SE-04,Kedah,N.22 Kuala Ketil,Kuala Ketil,2,Muniyandy S/O Ramalingam,8206,KITA,29,1236,15.564790328673968,lost
1974-08-24,SE-04,Kedah,N.22 Kuala Ketil,Kuala Ketil,3,Hasan Bin Mat Amin,8207,PSRM,26,774,9.746883264072535,lost_deposit
1974-08-24,SE-04,Kedah,N.23 Lunas,Lunas,1,Soon Cheong Leong,5351,BN,25,0,,won_uncontested
1974-08-24,SE-04,Kedah,N.24 Merbau Pulas,Merbau Pulas,1,Mustaffa Bin Kassim,8209,BN,25,4236,65.84797139748173,won
1974-08-24,SE-04,Kedah,N.24 Merbau Pulas,Merbau Pulas,2,Haji Ishak Bin Haji Taib,7302,BEBAS,1,2197,34.152028602518264,lost
1974-08-24,SE-04,Kedah,N.25 Kulim,Kulim,1,Leong Man Kai,6457,BN,25,0,,won_uncontested
1974-08-24,SE-04,Kedah,N.26 Serdang,Serdang,1,Ismail Bin Dahalan,8212,BN,25,6511,69.68853687252489,won
1974-08-24,SE-04,Kedah,N.26 Serdang,Serdang,2,Abdul Aziz Bin Haji Kassim,7660,BEBAS,1,2832,30.311463127475115,lost
1978-07-08,SE-05,Kedah,N.01 Langkawi,Langkawi,1,Syed Nahar Bin Tun Syed Sheh Shahabudin,843,BN,25,5704,62.02022398608242,won
1978-07-08,SE-05,Kedah,N.01 Langkawi,Langkawi,2,Mohammad Bin Nyak Osman,9316,PAS,3,3493,37.97977601391758,lost
1978-07-08,SE-05,Kedah,N.02 Jerlun,Jerlun,1,Abu Bakar Bin Umar,370,PAS,3,8164,53.714060135535235,won
1978-07-08,SE-05,Kedah,N.02 Jerlun,Jerlun,2,Mahamud Bin Abd. Jalil,8164,BN,25,7035,46.28593986446477,lost
1978-07-08,SE-05,Kedah,N.03 Tunjang,Tunjang,1,Hanafi Bin Ramli,2296,BN,25,9122,63.55908584169454,won
1978-07-08,SE-05,Kedah,N.03 Tunjang,Tunjang,2,Ismail Bin Hanafi,7261,PAS,3,5230,36.44091415830547,lost
1978-07-08,SE-05,Kedah,N.04 Jitra,Jitra,1,Osman @ Md. Daud Bin Aroff,7255,BN,25,8508,63.60645933014354,won
1978-07-08,SE-05,Kedah,N.04 Jitra,Jitra,2,Ahmad Bin Yusof,1505,PAS,3,4868,36.39354066985646,lost
1978-07-08,SE-05,Kedah,N.05 Kuala Nerang,Kuala Nerang,1,Azizah Binti L. Taib,9323,BN,25,6424,52.56525652565257,won
1978-07-08,SE-05,Kedah,N.05 Kuala Nerang,Kuala Nerang,2,Muhaudin Bin Haji Ahmad,9324,PAS,3,5797,47.434743474347435,lost
1978-07-08,SE-05,Kedah,N.06 Pokok Sena,Pokok Sena,1,Baharom Bin Haji Bakar,1978,BN,25,0,,won_uncontested
1978-07-08,SE-05,Kedah,N.07 Anak Bukit,Anak Bukit,1,Wahab Bin Sulaiman,8174,PAS,3,7474,54.261652388558154,won
1978-07-08,SE-05,Kedah,N.07 Anak Bukit,Anak Bukit,2,Ismail Bin Md. Noor,9327,BN,25,6300,45.738347611441846,lost
1978-07-08,SE-05,Kedah,N.08 Pengkalan Kundor,Pengkalan Kundor,1,Haji Jamaludin Bin Lebai Bakar,9328,BN,25,8539,57.11705685618729,won
1978-07-08,SE-05,Kedah,N.08 Pengkalan Kundor,Pengkalan Kundor,2,Ahmad Bin Awang,1411,PAS,3,6411,42.88294314381271,lost
1978-07-08,SE-05,Kedah,N.09 Alor Merah,Alor Merah,1,Mohamad Abu Bakar Bin Rautin Ibrahim,1674,BN,25,6896,53.11561272433182,won
1978-07-08,SE-05,Kedah,N.09 Alor Merah,Alor Merah,2,Ali @ Fadzil Bin Md. Noor,1100,PAS,3,6087,46.88438727566818,lost
1978-07-08,SE-05,Kedah,N.10 Bandar Alor Setar,Bandar Alor Setar,1,Chea Kim Hoe @ Cheah Chong Chiew,9332,BN,25,8959,42.95234442420174,won
1978-07-08,SE-05,Kedah,N.10 Bandar Alor Setar,Bandar Alor Setar,2,Chang Boon Hoe,1103,BEBAS,1,5873,28.15706203854636,lost
1978-07-08,SE-05,Kedah,N.10 Bandar Alor Setar,Bandar Alor Setar,3,Ramlee Bin Karim,1102,PAS,3,3828,18.35267043820117,lost
1978-07-08,SE-05,Kedah,N.10 Bandar Alor Setar,Bandar Alor Setar,4,C. Shanmugiah A/L Chelliah,1104,DAP,18,2198,10.537923099050724,lost_deposit
1978-07-08,SE-05,Kedah,N.11 Langgar Limbong,Langgar Limbong,1,Sudin Bin Wahab,6431,PAS,3,7391,58.579694063565036,won
1978-07-08,SE-05,Kedah,N.11 Langgar Limbong,Langgar Limbong,2,Tuan Haji Ahmad Bin Haji Abdullah,9337,BN,25,5226,41.42030593643497,lost
1978-07-08,SE-05,Kedah,N.12 Bukit Raya,Bukit Raya,1,Ismail @ Shafiee Bin Kassim,7277,PAS,3,6692,54.03310456197013,won
1978-07-08,SE-05,Kedah,N.12 Bukit Raya,Bukit Raya,2,Abd. Aziz Bin Ali,7470,BN,25,5591,45.14331853048042,lost
1978-07-08,SE-05,Kedah,N.12 Bukit Raya,Bukit Raya,3,Haji Ahmad Bin L. Senawi,7265,BEBAS,1,102,0.823576907549455,lost_deposit
1978-07-08,SE-05,Kedah,N.13 Sik,Sik,1,Hamzah Bin Abdul Latif,9341,PAS,3,3993,52.62256193990511,won
1978-07-08,SE-05,Kedah,N.13 Sik,Sik,2,Haji Safirol Bin Haji Hashim,9342,BN,25,3487,45.9541381128097,lost
1978-07-08,SE-05,Kedah,N.13 Sik,Sik,3,Mokhtar Bin Abdullah,9343,BEBAS,1,108,1.4232999472851873,lost_deposit
1978-07-08,SE-05,Kedah,N.14 Pendang,Pendang,1,Haji Shaari Bin Abu Bakar,9344,BN,25,7623,55.76036866359447,won
1978-07-08,SE-05,Kedah,N.14 Pendang,Pendang,2,Ismail Bin Haji Elias,9345,PAS,3,5885,43.047326457464706,lost
1978-07-08,SE-05,Kedah,N.14 Pendang,Pendang,3,Abd. Wahab Bin Awang,8179,BEBAS,1,163,1.1923048789408237,lost_deposit
1978-07-08,SE-05,Kedah,N.15 Bayu,Bayu,1,Haji Seroji Bin Haji Haron,1383,BN,25,6169,47.92200730210518,won
1978-07-08,SE-05,Kedah,N.15 Bayu,Bayu,2,Ibrahim Bin Mohamood,5372,PAS,3,5801,45.063310805562026,lost
1978-07-08,SE-05,Kedah,N.15 Bayu,Bayu,3,Abu Bakar Bin Haji Sarda,1111,BEBAS,1,903,7.01468189233279,lost_deposit
1978-07-08,SE-05,Kedah,N.16 Kupang,Kupang,1,Mohd. Romli Bin Abdullah,9350,PAS,3,7652,51.36604685507149,won
1978-07-08,SE-05,Kedah,N.16 Kupang,Kupang,2,Mohd. Hussain Bin Mohd. Zain,9351,BN,25,7245,48.63395314492851,lost
1978-07-08,SE-05,Kedah,N.17 Sala,Sala,1,Tuan Guru Yahaya,9352,PAS,3,5640,52.9627195041788,won
1978-07-08,SE-05,Kedah,N.17 Sala,Sala,2,Ahmad Bin Haji Awang,7469,BN,25,5009,47.03728049582121,lost
1978-07-08,SE-05,Kedah,N.18 Yan,Yan,1,Abdullah Bin Haji Ismail,7278,BN,25,8345,64.4302038295244,won
1978-07-08,SE-05,Kedah,N.18 Yan,Yan,2,Che Me Bin Ahmad,9355,PAS,3,4607,35.569796170475605,lost
1978-07-08,SE-05,Kedah,N.19 Jeniang,Jeniang,1,Zainol Abidin Bin Johari,8198,BN,25,8444,69.54373249876463,won
1978-07-08,SE-05,Kedah,N.19 Jeniang,Jeniang,2,Abdul Kadir Bin Abdul Mutalib,9357,PAS,3,3131,25.78652610772525,lost
1978-07-08,SE-05,Kedah,N.19 Jeniang,Jeniang,3,Ahmad Bin Abdullah,157,PSRM,26,567,4.66974139351013,lost_deposit
1978-07-08,SE-05,Kedah,N.20 Merbok,Merbok,1,Hashim Bin Haji Osman,8232,BN,25,9044,67.83678367836784,won
1978-07-08,SE-05,Kedah,N.20 Merbok,Merbok,2,Ustaz Ghazali,9360,PAS,3,4288,32.16321632163216,lost
1978-07-08,SE-05,Kedah,N.21 Tikam Batu,Tikam Batu,1,Ong Chow Song,9361,BN,25,9862,41.38133601879825,won
1978-07-08,SE-05,Kedah,N.21 Tikam Batu,Tikam Batu,2,Bakar Bin Haji Amhmud,9362,PAS,3,6690,28.07150050352467,lost
1978-07-08,SE-05,Kedah,N.21 Tikam Batu,Tikam Batu,3,Beh Heng Seong,9363,BEBAS,1,3686,15.46659953004364,lost
