date,election,state,seat,voters_total,ballots_issued,ballots_not_returned,votes_rejected,votes_valid,majority,n_candidates,voter_turnout,majority_perc,votes_rejected_perc,ballots_not_returned_perc
2008-08-26,BY-ELECTION,Pulau Pinang,P.044 Permatang Pauh,58459,47268,10,447,46811,15671,3,80.85666877640739,33.47717416846468,0.94587159845952,0.021155961750021154
2009-01-17,BY-ELECTION,Terengganu,P.036 Kuala Terengganu,80229,64102,109,665,63328,2631,3,79.89878971444242,4.154560384032339,1.0391761598924882,0.17004149636516802
2009-04-07,BY-ELECTION,Kedah,N.25 Bukit Selambau,35140,24611,9,415,24187,2403,15,70.03699487763232,9.935089097449042,1.6868547272579464,0.03656901385559303
2009-04-07,BY-ELECTION,Perak,P.059 Bukit Gantang,55562,41467,18,456,40993,2789,3,74.63194269464742,6.803600614739101,1.1001471688098627,0.04340801118962066
2009-04-07,BY-ELECTION,Sarawak,N.29 Batang Air,8006,6030,11,59,5960,1854,2,75.3185111166625,31.107382550335572,0.9802292739657751,0.1824212271973466
2009-05-31,BY-ELECTION,Pulau Pinang,N.12 Penanti,15384,7102,1,107,6994,5558,4,46.16484659386376,79.46811552759509,1.50683002394029,0.014080540692762602
2009-07-14,BY-ELECTION,Kelantan,N.41 Manek Urai,12293,10754,6,117,10631,65,2,87.4806800618238,0.6114194337315398,1.0885746185336806,0.055793193230425885
2009-08-25,BY-ELECTION,Pulau Pinang,N.11 Permatang Pasir,20290,14769,1,83,14685,4551,2,72.78955150320355,30.990806945863124,0.5620260021668473,0.0067709391292572274
2009-10-11,BY-ELECTION,Negeri Sembilan,N.31 Bagan Pinang,13664,11170,356,223,10591,5435,2,81.7476580796253,51.317156075913516,2.062141668207879,3.1871083258728734
2010-04-25,BY-ELECTION,Selangor,P.094 Hulu Selangor,64500,49067,67,731,48269,1725,2,76.07286821705426,3.5737222648076403,1.4918367346938775,0.13654798540770782
2010-05-16,BY-ELECTION,Sarawak,P.212 Sibu,54695,38111,192,395,37524,398,3,69.67912971935277,1.060654514444089,1.0416941375036262,0.5037915562436042
2010-11-04,BY-ELECTION,Kelantan,N.45 Galas,11553,9593,3,132,9458,1190,2,83.03470959923828,12.581941213787271,1.3764337851929094,0.03127280308558324
2010-11-04,BY-ELECTION,Sabah,P.185 Batu Sapi,25582,15613,23,372,15218,6359,3,61.031193808146355,41.78604284400053,2.386144964720975,0.1473131364888234
2011-01-30,BY-ELECTION,Johor,N.05 Tenang,14676,9833,3,139,9691,3707,2,67.00054510765877,38.25198637911464,1.4140386571719228,0.03050950879690837
2011-03-06,BY-ELECTION,Pahang,N.28 Kerdau,8999,7487,1,90,7396,2724,2,83.19813312590287,36.83071930773391,1.2022441891530857,0.013356484573260316
2011-03-06,BY-ELECTION,Melaka,N.27 Merlimau,10679,8417,1,135,8281,3643,2,78.81824140837156,43.99227146479894,1.6040874524714828,0.011880717595342758
2013-07-24,BY-ELECTION,Terengganu,N.01 Kuala Besut,17683,14109,0,125,13984,2592,2,79.7884974269072,18.53546910755149,0.885959316748175,0.0
2013-11-04,BY-ELECTION,Kedah,N.20 Sungai Limau,27222,23205,6,145,23054,1084,2,85.24355300859598,4.702003990630693,0.6250269408164145,0.02585649644473174
2014-03-23,BY-ELECTION,Selangor,N.25 Kajang,39278,28317,38,176,28103,5379,2,72.09379296298182,19.140305305483402,0.6223699565048268,0.13419500653317795
2014-03-29,BY-ELECTION,Sarawak,N.51 Balingian,13366,9624,1,146,9477,6911,2,72.00359120155618,72.92392107206922,1.5171983788839238,0.010390689941812137
2014-05-25,BY-ELECTION,Pulau Pinang,P.051 Bukit Gelugor,82431,46438,50,539,45849,37659,4,56.335601897344446,82.13701498396911,1.1619384323531947,0.10767044231017701
2014-05-31,BY-ELECTION,Perak,P.076 Telok Intan,60349,40668,49,543,40076,238,2,67.38802631360917,0.5938716438766344,1.3368128215859574,0.12048785285728336
2014-09-25,BY-ELECTION,Kelantan,N.01 Pengkalan Kubor,24039,17558,3,230,17325,2635,3,73.03964391197637,15.209235209235208,1.3101680432925094,0.01708622849982914
2015-03-22,BY-ELECTION,Kelantan,N.06 Chempaka,21890,12020,7,140,11873,10092,5,54.910918227501135,84.99957887644236,1.1654041455090318,0.05823627287853577
2015-05-05,BY-ELECTION,Pahang,P.091 Rompin,53294,39352,64,591,38697,8895,2,73.83945659924194,22.98627800604698,1.5042761148442272,0.16263468184590363
2015-05-07,BY-ELECTION,Pulau Pinang,P.044 Permatang Pauh,71890,53145,43,843,52259,8841,4,73.92544164696064,16.917660115960885,1.5875108282173929,0.08091071596575407
2016-06-18,BY-ELECTION,Perak,P.067 Kuala Kangsar,32949,23523,10,239,23274,6969,4,71.39215150687426,29.94328435163702,1.0164589801386468,0.04251158440675084
2016-06-18,BY-ELECTION,Selangor,P.093 Sungai Besar,42655,31721,31,379,31311,9191,3,74.36642832024381,29.3539011848871,1.1959608709372043,0.09772705778506353
2017-02-18,BY-ELECTION,Sarawak,N.03 Tanjong Datu,9959,6892,1,80,6811,6443,3,69.20373531479063,94.59697548083982,1.1609345523146133,0.014509576320371444
2018-08-04,BY-ELECTION,Selangor,N.49 Sungai Kandis,51230,25303,21,173,25109,5842,3,49.39098184657427,23.266557807957305,0.6842813068586346,0.08299411137019326
2018-09-08,BY-ELECTION,Selangor,N.27 Balakong,62219,26734,24,227,26483,18533,2,42.96758224979508,69.98074236302534,0.8498689629352303,0.08977332236103837
2018-09-08,BY-ELECTION,Selangor,N.32 Seri Setia,53492,23615,28,164,23423,4027,2,44.14678830479324,17.19250309524826,0.6952982575147327,0.118568706330722
2018-10-13,BY-ELECTION,Negeri Sembilan,P.132 Port Dickson,75317,44136,49,598,43489,23560,7,58.60031599771632,54.17461886913932,1.356408918728877,0.11102048214609388
