date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
1999-11-29,SE-10,Kedah,N.17 Pengkalan Kundor,1,Ir. Phahrolrazi Bin Haji Zawawi,7131,PAS,3,8817,52.05762531735254,won
1999-11-29,SE-10,Kedah,N.17 Pengkalan Kundor,2,Abd Ghani Bin Jamaludin,7132,BN,25,8120,47.94237468264746,lost
1999-11-29,SE-10,Kedah,N.18 Bukit Raya,1,Abdullah Bin Bahari,7133,BN,25,8469,38.28315703824247,lost
1999-11-29,SE-10,Kedah,N.18 Bukit Raya,2,Haji Mohamed Taulan Rasul,7134,PAS,3,13653,61.71684296175752,won
1999-11-29,SE-10,Kedah,N.19 Sungai Tiang,1,Haji Abdullah Bin Haji Abdul Rahman @ Tg. Haji Abdul Rahim,7135,PAS,3,8509,43.52874974421936,lost
1999-11-29,SE-10,Kedah,N.19 Sungai Tiang,2,Md. Rozai Bin Shafian,7136,BN,25,11039,56.471250255780646,won
1999-11-29,SE-10,Kedah,N.20 Sala,1,Ustaz Azizan Bin Abdul Razak,7137,PAS,3,10305,57.28500750458614,won
1999-11-29,SE-10,Kedah,N.20 Sala,2,Hidzir Bin Hj. Alias,7138,BN,25,7684,42.71499249541386,lost
1999-11-29,SE-10,Kedah,N.21 Guar Chempedak,1,Ustaz Che'Pi @ Nasir B. Othman,7139,PAS,3,5750,41.74228675136116,lost
1999-11-29,SE-10,Kedah,N.21 Guar Chempedak,2,Hj. Abd. Razak Bin Hashim (Cik Gu Razak),7140,BN,25,8025,58.257713248638844,won
1999-11-29,SE-10,Kedah,N.22 Belantek,1,Siti Meriam,3806,BN,25,6031,47.914514975768654,lost
1999-11-29,SE-10,Kedah,N.22 Belantek,2,Ust. Mohd. Isa Shafie,7141,PAS,3,6556,52.085485024231346,won
1999-11-29,SE-10,Kedah,N.23 Jeneri,1,Cikgu Yahya Bin Abdullah,7142,PAS,3,7193,51.35289498108089,won
1999-11-29,SE-10,Kedah,N.23 Jeneri,2,Cik Gu Mahazir,7143,BN,25,6814,48.64710501891911,lost
1999-11-29,SE-10,Kedah,N.24 Bukit Selambau,1,Dr. Hamdan Bin Mohamed Khalib,7144,PAS,3,5522,32.10091849784909,lost
1999-11-29,SE-10,Kedah,N.24 Bukit Selambau,2,Kalaichelvan,7145,BEBAS,1,264,1.5347052668294385,lost_deposit
1999-11-29,SE-10,Kedah,N.24 Bukit Selambau,3,Dato' V. Saravanan,7146,BN,25,11416,66.36437623532147,won
1999-11-29,SE-10,Kedah,N.25 Gurun,1,Ahmad Rashid,7147,PAS,3,4007,30.248358118819358,lost
1999-11-29,SE-10,Kedah,N.25 Gurun,2,Beh Heng Seong,6891,BN,25,9240,69.75164188118065,won
1999-11-29,SE-10,Kedah,N.26 Tanjong Dawai,1,Ustaz Mohd Yusof Bin Omar,7148,PAS,3,6404,43.597249642589695,lost
1999-11-29,SE-10,Kedah,N.26 Tanjong Dawai,2,Hajjah Rosnah Majid,7149,BN,25,8285,56.402750357410305,won
1999-11-29,SE-10,Kedah,N.27 Pantai Merdeka,1,Mat Akhair Bin Shafie,7150,BN,25,9102,51.42372881355932,won
1999-11-29,SE-10,Kedah,N.27 Pantai Merdeka,2,Dato' Mohd Muslim Othman,7151,PAS,3,8598,48.57627118644068,lost
1999-11-29,SE-10,Kedah,N.28 Bakar Arang,1,Abdul Halim Bin Mohd Nasir,7152,PAS,3,6179,35.83067555813279,lost
1999-11-29,SE-10,Kedah,N.28 Bakar Arang,2,Tan Hong Eng,7084,BN,25,11066,64.1693244418672,won
1999-11-29,SE-10,Kedah,N.29 Sidam,1,Dato' Fong Chok Gin,7153,BN,25,11038,66.51801856092564,won
1999-11-29,SE-10,Kedah,N.29 Sidam,2,Gnanaguru A/L Ganisan,7154,DAP,18,5556,33.48198143907437,lost
1999-11-29,SE-10,Kedah,N.30 Bayu,1,Ust. Hj. Raof B. Che Mes,7155,PAS,3,8245,43.73773274627341,lost
1999-11-29,SE-10,Kedah,N.30 Bayu,2,Dato' Haji Zainol Bin Md. Isa,7156,BN,25,10606,56.26226725372659,won
1999-11-29,SE-10,Kedah,N.31 Kupang,1,Ust. Suhaimi Bin Ahmad,7157,PAS,3,12801,56.74453654860587,won
1999-11-29,SE-10,Kedah,N.31 Kupang,2,Abd. Wahab Bin Din,7158,BN,25,9758,43.25546345139412,lost
1999-11-29,SE-10,Kedah,N.32 Kuala Ketil,1,Mohd. Hadzir Bin Ismail,7159,BN,25,7758,60.1675197766403,won
1999-11-29,SE-10,Kedah,N.32 Kuala Ketil,2,Ust Ahmad Bin Zakaria,7160,PAS,3,5136,39.8324802233597,lost
1999-11-29,SE-10,Kedah,N.33 Merbau Pulas,1,Marlia Bt Abd. Latiff,7161,BN,25,9718,63.083414475819545,won
1999-11-29,SE-10,Kedah,N.33 Merbau Pulas,2,Abdul Talib Bin Yaacob,7162,PAS,3,5687,36.91658552418046,lost
1999-11-29,SE-10,Kedah,N.34 Lunas,1,N. Letchumanan (Katu Rajah),7163,BEBAS,1,87,0.5098154116612951,lost_deposit
1999-11-29,SE-10,Kedah,N.34 Lunas,2,Dr. Joe Fernandez,7164,BN,25,9760,57.193085262232636,won
1999-11-29,SE-10,Kedah,N.34 Lunas,3,M. Kathiravelo,7165,DAP,18,5060,29.651333138001757,lost
1999-11-29,SE-10,Kedah,N.34 Lunas,4,Hj. Ibrahim B. Hj. Mohd Rashdi,7166,BEBAS,1,2158,12.645766188104307,lost
1999-11-29,SE-10,Kedah,N.35 Kulim,1,Dato' Yong Pau Chak,7167,BN,25,11653,66.82532400504645,won
1999-11-29,SE-10,Kedah,N.35 Kulim,2,Azizi Bin Hj. Abdullah,7168,PAS,3,5785,33.17467599495355,lost
1999-11-29,SE-10,Kedah,N.36 Bandar Baharu,1,Haji Osman Bin Md. Aji,7169,BN,25,8923,55.761779777527806,won
1999-11-29,SE-10,Kedah,N.36 Bandar Baharu,2,Ust. Yaakub Bin Hussin,7170,PAS,3,7079,44.238220222472194,lost
2004-03-21,SE-11,Kedah,N.01 Ayer Hangat,1,Ustaz Yusof Bin Ismail,7171,PAS,3,4794,38.68937131789202,lost
2004-03-21,SE-11,Kedah,N.01 Ayer Hangat,2,Dato' Md Hasan Bin Bulat,7172,BN,25,7597,61.31062868210798,won
2004-03-21,SE-11,Kedah,N.02 Kuah,1,Hj Nawawi Bin Hj Ahmad,7173,BN,25,8065,81.01456554495229,won
2004-03-21,SE-11,Kedah,N.02 Kuah,2,Mazlan Bin Ahmad,7174,PAS,3,1890,18.985434455047713,lost
2004-03-21,SE-11,Kedah,N.03 Kota Siputeh,1,Abu Hasan Bin Sarif,7106,BN,25,8614,55.02395400830405,won
2004-03-21,SE-11,Kedah,N.03 Kota Siputeh,2,Cikgu Abd Wahab,7175,PAS,3,7041,44.97604599169595,lost
2004-03-21,SE-11,Kedah,N.04 Ayer Hitam,1,Othman Bin Aziz,3990,BN,25,10759,52.08151805595895,won
2004-03-21,SE-11,Kedah,N.04 Ayer Hitam,2,Ust Abd. Ghani Ahmad,7176,PAS,3,9899,47.91848194404105,lost
2004-03-21,SE-11,Kedah,N.05 Bukit Kayu Hitam,1,Haji Mat Nanyan Bin Haji Saad,7177,PAS,3,5973,31.573104979384713,lost
2004-03-21,SE-11,Kedah,N.05 Bukit Kayu Hitam,2,Adibah Ayob,7178,BN,25,12945,68.42689502061529,won
2004-03-21,SE-11,Kedah,N.06 Jitra,1,Dr. Rohani Binti Abd Muttalib,7179,PAS,3,7541,36.1886937326039,lost
2004-03-21,SE-11,Kedah,N.06 Jitra,2,Prof. Emeritus Dato' Dr Hj Othman Bin Ishak,7180,BN,25,13297,63.811306267396105,won
2004-03-21,SE-11,Kedah,N.07 Kuala Nerang,1,Hj. Munir Bin Hj. Zakaria,7181,PAS,3,6436,45.38146946834015,lost
2004-03-21,SE-11,Kedah,N.07 Kuala Nerang,2,Dato Dr Affifudin Bin Haji Omar,7182,BN,25,7746,54.61853053165985,won
2004-03-21,SE-11,Kedah,N.08 Pedu,1,Wan Jaafar Bin Wan Ahmad,7114,PAS,3,5785,42.95047887742223,lost
2004-03-21,SE-11,Kedah,N.08 Pedu,2,Dato' Mahdzir Bin Khalid,7183,BN,25,7684,57.04952112257777,won
2004-03-21,SE-11,Kedah,N.09 Bukit Lada,1,Ariffin Bin Man,7184,BN,25,10656,57.466429380359166,won
2004-03-21,SE-11,Kedah,N.09 Bukit Lada,2,Sheikh Ismail Kamis,7116,PAS,3,7887,42.533570619640834,lost
2004-03-21,SE-11,Kedah,N.10 Bukit Pinang,1,Hj Rashidi Haji Osman,7185,PAS,3,9636,52.55522225252249,won
2004-03-21,SE-11,Kedah,N.10 Bukit Pinang,2,Dato Hj Ahmad Lebai Sudin,7186,BN,25,8699,47.4447777474775,lost
2004-03-21,SE-11,Kedah,N.11 Derga,1,Rohani Binti Bakar,7187,PKR,11,4665,30.11231603408211,lost
2004-03-21,SE-11,Kedah,N.11 Derga,2,Cheung Khai Yan,7122,BN,25,10827,69.88768396591789,won
2004-03-21,SE-11,Kedah,N.12 Bakar Bata,1,Ahmad Bashah Bin Md Hanipah,7062,BN,25,11091,68.69619077113657,won
2004-03-21,SE-11,Kedah,N.12 Bakar Bata,2,Dr. Ismail Salleh,7188,PAS,3,5054,31.30380922886343,lost
2004-03-21,SE-11,Kedah,N.13 Kota Darul Aman,1,Chong Kau Chai @ Chong Itt Chew,7124,BN,25,9094,82.89881494986327,won
2004-03-21,SE-11,Kedah,N.13 Kota Darul Aman,2,Yap Shui Fah,7189,PKR,11,1876,17.101185050136735,lost
2004-03-21,SE-11,Kedah,N.14 Alor Mengkudu,1,Ustaz Hj Fadzil Bin Hanafi,7190,BN,25,9095,59.200676951116314,won
2004-03-21,SE-11,Kedah,N.14 Alor Mengkudu,2,Hj. Mohamad Sabu,1524,PAS,3,6268,40.79932304888368,lost
2004-03-21,SE-11,Kedah,N.15 Anak Bukit,1,Hj Abdul Muthalib Bin Harun,7192,BN,25,10144,49.76452119309262,lost
2004-03-21,SE-11,Kedah,N.15 Anak Bukit,2,Ir Hj Amiruddin Hj Hamzah,2853,PAS,3,10240,50.23547880690737,won
2004-03-21,SE-11,Kedah,N.16 Kubang Rotan,1,Hj Syed Razak Bin Hj Syed Zain,7194,BN,25,14468,68.91164562991189,won
2004-03-21,SE-11,Kedah,N.16 Kubang Rotan,2,Saifuddin Nasution,7195,PKR,11,6527,31.088354370088116,lost
2004-03-21,SE-11,Kedah,N.17 Pengkalan Kundor,1,Mohd Jamil Bin Hj Md Idross,7065,BN,25,12584,57.88674732048392,won
2004-03-21,SE-11,Kedah,N.17 Pengkalan Kundor,2,Hj Phahrolrazi Zawawi,7196,PAS,3,9155,42.11325267951608,lost
2004-03-21,SE-11,Kedah,N.18 Tokai,1,Shamsuddin Bin Tahir,7197,BN,25,10611,41.77394590764143,lost
2004-03-21,SE-11,Kedah,N.18 Tokai,2,Haji Mohamed Taulan Rasul,7134,PAS,3,14790,58.22605409235857,won
2004-03-21,SE-11,Kedah,N.19 Sungai Tiang,1,Sobri Haji Awang,7198,PAS,3,9698,41.013279201556294,lost
2004-03-21,SE-11,Kedah,N.19 Sungai Tiang,2,Suraya Binti Yaacob,4819,BN,25,13948,58.98672079844371,won
2004-03-21,SE-11,Kedah,N.20 Sungai Limau,1,Dato Mohd Suhaimi Abdullah,7199,BN,25,9802,47.38928640495069,lost
2004-03-21,SE-11,Kedah,N.20 Sungai Limau,2,Ustaz Azizan Hj. Abd. Razak,7200,PAS,3,10882,52.61071359504932,won
2004-03-21,SE-11,Kedah,N.21 Guar Chempedak,1,Mohd Afif Bin Abdullah,7201,PAS,3,4983,35.766580534022395,lost
2004-03-21,SE-11,Kedah,N.21 Guar Chempedak,2,Dato' Hj. Abd. Razak Bin Hashim,7202,BN,25,8949,64.2334194659776,won
2004-03-21,SE-11,Kedah,N.22 Gurun,1,Beh Heng Seong,6891,BN,25,10748,71.07055478410368,won
2004-03-21,SE-11,Kedah,N.22 Gurun,2,Tan Choy,7203,DAP,18,698,4.615486345301858,lost_deposit
2004-03-21,SE-11,Kedah,N.22 Gurun,3,Kalai Vanar,7204,PKR,11,3677,24.31395887059446,lost
2004-03-21,SE-11,Kedah,N.23 Belantek,1,Cikgu Salleh Ismail,7205,BN,25,7259,49.82497082847141,lost
2004-03-21,SE-11,Kedah,N.23 Belantek,2,Ust. Mohd Isa Shafie,7206,PAS,3,7310,50.175029171528585,won
2004-03-21,SE-11,Kedah,N.24 Jeneri,1,Penghulu Ismail Harun,7207,BN,25,8631,51.925159427265065,won
2004-03-21,SE-11,Kedah,N.24 Jeneri,2,Cikgu Yahya Abdullah,7208,PAS,3,7991,48.07484057273493,lost
2004-03-21,SE-11,Kedah,N.25 Bukit Selambau,1,Dato V Saravanan,7209,BN,25,14196,62.216768199149755,won
2004-03-21,SE-11,Kedah,N.25 Bukit Selambau,2,Mustafa Khalid Bin Hanafi,7210,PKR,11,6501,28.491913923828726,lost
2004-03-21,SE-11,Kedah,N.25 Bukit Selambau,3,Gnanaguru A/L Ganisan,7154,DAP,18,2120,9.29131787702152,lost_deposit
2004-03-21,SE-11,Kedah,N.26 Tanjong Dawai,1,Arzmi Bin Hamid,7211,BN,25,13111,62.22296046699255,won
2004-03-21,SE-11,Kedah,N.26 Tanjong Dawai,2,Dr Hamdan Mohamed Khalib,7212,PAS,3,7960,37.77703953300745,lost
2004-03-21,SE-11,Kedah,N.27 Pantai Merdeka,1,Ust. Shahabudin Hj. Jaafar,7213,PAS,3,9081,43.61043077366374,lost
2004-03-21,SE-11,Kedah,N.27 Pantai Merdeka,2,Dr Shuib Saedin,7214,BN,25,11742,56.38956922633626,won
2004-03-21,SE-11,Kedah,N.28 Bakar Arang,1,Johari Bin Abdul,2870,PKR,11,5305,27.192577784612233,lost
2004-03-21,SE-11,Kedah,N.28 Bakar Arang,2,Soon Kok Wak,7215,BN,25,14204,72.80742221538777,won
2004-03-21,SE-11,Kedah,N.29 Sidam,1,Lim Soo Nee,7216,PKR,11,4153,28.760387811634345,lost
2004-03-21,SE-11,Kedah,N.29 Sidam,2,Dato' Fong Chok Gin,7153,BN,25,10287,71.23961218836565,won
2004-03-21,SE-11,Kedah,N.30 Bayu,1,Mohd Salleh Bin Yaacob,7217,BN,25,12354,53.895820609021904,won
2004-03-21,SE-11,Kedah,N.30 Bayu,2,Ustaz Taib Azamudden,7218,PAS,3,10568,46.1041793909781,lost
2004-03-21,SE-11,Kedah,N.31 Kupang,1,Cikgu Ismail Bin Abu Bakar,7219,BN,25,10571,52.498013508144616,won
2004-03-21,SE-11,Kedah,N.31 Kupang,2,Ustaz Suhaimi Bin Ahmad,7220,PAS,3,9565,47.501986491855384,lost
2004-03-21,SE-11,Kedah,N.32 Kuala Ketil,1,Dato Abd Aziz Sheikh Fadzir,7221,BN,25,9323,51.270347558293004,won
2004-03-21,SE-11,Kedah,N.32 Kuala Ketil,2,Cikgu Md. Zuki Bin Yusof,7222,PAS,3,8861,48.729652441706996,lost
2004-03-21,SE-11,Kedah,N.33 Merbau Pulas,1,Ustazah Siti Ashah Binti Ghazali,7223,PAS,3,6410,31.677786014331605,lost
2004-03-21,SE-11,Kedah,N.33 Merbau Pulas,2,Dato' Hj. Mohd. Hadzir Bin Hj. Ismail,7224,BN,25,13825,68.3222139856684,won
2004-03-21,SE-11,Kedah,N.34 Lunas,1,S. Ganesan,7225,BN,25,13218,59.54858764697932,won
2004-03-21,SE-11,Kedah,N.34 Lunas,2,Tian Chua,3064,PKR,11,8979,40.45141235302068,lost
2004-03-21,SE-11,Kedah,N.35 Kulim,1,Tang Fuie Wah,7226,PKR,11,6132,31.23949258749809,lost
2004-03-21,SE-11,Kedah,N.35 Kulim,2,Boey Chin Gan,3626,BN,25,13497,68.76050741250191,won
2004-03-21,SE-11,Kedah,N.36 Bandar Baharu,1,Ustaz Yaakub Bin Hussin,7227,PAS,3,6874,38.99920571882446,lost
2004-03-21,SE-11,Kedah,N.36 Bandar Baharu,2,Datuk Azimi Daim,7228,BN,25,10752,61.000794281175544,won
2008-03-08,SE-12,Kedah,N.01 Ayer Hangat,1,Mohd Rawi Bin Abd Hamid,7229,BN,25,6888,54.48936001898584,won
2008-03-08,SE-12,Kedah,N.01 Ayer Hangat,2,Zubir Ahmad,3213,PAS,3,5753,45.51063998101416,lost
2008-03-08,SE-12,Kedah,N.02 Kuah,1,Nawawi Bin Ahmad,3986,BN,25,6660,66.6266506602641,won
2008-03-08,SE-12,Kedah,N.02 Kuah,2,Hasrul Muhaimin Bin Hasbi,7230,PKR,11,3336,33.373349339735896,lost
2008-03-08,SE-12,Kedah,N.03 Kota Siputeh,1,Dato' Abu Hasan,7231,BN,25,8160,51.56398104265403,won
2008-03-08,SE-12,Kedah,N.03 Kota Siputeh,2,Haji Ismail Wan Teh,7232,PAS,3,7665,48.43601895734597,lost
2008-03-08,SE-12,Kedah,N.04 Ayer Hitam,1,Ustaz Abd Ghani Ahmad,7233,PAS,3,10652,51.216463121453984,won
2008-03-08,SE-12,Kedah,N.04 Ayer Hitam,2,Dato' Othman Hj Aziz,7234,BN,25,10146,48.783536878546016,lost
2008-03-08,SE-12,Kedah,N.05 Bukit Kayu Hitam,1,Che On,7235,PKR,11,6224,32.01152085583501,lost
2008-03-08,SE-12,Kedah,N.05 Bukit Kayu Hitam,2,Dato Hj Ahmad Zaini Hj Japar,7236,BN,25,13219,67.988479144165,won
2008-03-08,SE-12,Kedah,N.06 Jitra,1,Dr. Rohani,7237,PAS,3,9807,44.83814923189466,lost
2008-03-08,SE-12,Kedah,N.06 Jitra,2,Dato' Saad Bin Man,7238,BN,25,12065,55.16185076810534,won
2008-03-08,SE-12,Kedah,N.07 Kuala Nerang,1,Dato' Syed Sobri,7239,BN,25,7856,52.70007379083652,won
2008-03-08,SE-12,Kedah,N.07 Kuala Nerang,2,Ustaz Zawawi Ahmad,7240,PAS,3,7051,47.29992620916348,lost
2008-03-08,SE-12,Kedah,N.08 Pedu,1,Dato' Seri Mahdzir Bin Khalid,7241,BN,25,8780,59.2162945976934,won
2008-03-08,SE-12,Kedah,N.08 Pedu,2,Ir. Zamri Bin Yusuf,7242,PKR,11,6047,40.7837054023066,lost
2008-03-08,SE-12,Kedah,N.09 Bukit Lada,1,Ust 'Izzat Shauki,7243,PAS,3,9600,50.54759898904801,won
2008-03-08,SE-12,Kedah,N.09 Bukit Lada,2,Dato' Ariffin Bin Man,7244,BN,25,9392,49.45240101095198,lost
2008-03-08,SE-12,Kedah,N.10 Bukit Pinang,1,Haji Md Rohsidi,7245,PAS,3,11307,58.84465261514442,won
2008-03-08,SE-12,Kedah,N.10 Bukit Pinang,2,Cikgu Omar,7246,BN,25,7908,41.15534738485558,lost
2008-03-08,SE-12,Kedah,N.11 Derga,1,Dr. Cheah Soon Hai,7247,BN,25,6516,43.54450681635926,won
2008-03-08,SE-12,Kedah,N.11 Derga,2,Cheung Khai Yan,7122,PKR,11,6353,42.45522587543438,lost
2008-03-08,SE-12,Kedah,N.11 Derga,3,Teoh Teik Guan,7248,DAP,18,2095,14.000267308206363,lost
2008-03-08,SE-12,Kedah,N.12 Bakar Bata,1,Dato' Paduka Ahmad Bashah Hanipah,7249,BN,25,8232,51.11138706072271,won
2008-03-08,SE-12,Kedah,N.12 Bakar Bata,2,Rohani Binti Bakar,7187,PKR,11,7874,48.88861293927729,lost
2008-03-08,SE-12,Kedah,N.13 Kota Darul Aman,1,Lee Guan Aik,7250,DAP,18,5415,54.0095751047277,won
2008-03-08,SE-12,Kedah,N.13 Kota Darul Aman,2,Missing Bn Candidate,7251,BN,25,4611,45.99042489527229,lost
2008-03-08,SE-12,Kedah,N.14 Alor Mengkudu,1,Dr. Ismail Salleh,7188,PAS,3,9208,56.94848166244048,won
2008-03-08,SE-12,Kedah,N.14 Alor Mengkudu,2,Mazlan Bin Abdul Rahman,7252,BN,25,6961,43.05151833755953,lost
2008-03-08,SE-12,Kedah,N.15 Anak Bukit,1,Hj Amiruddin Hj Hamzah,2853,PAS,3,12493,58.98489140698773,won
2008-03-08,SE-12,Kedah,N.15 Anak Bukit,2,Harisfadzilah,7254,BN,25,8687,41.01510859301228,lost
2008-03-08,SE-12,Kedah,N.16 Kubang Rotan,1,Mohd Nasir Mustafa,7255,PAS,3,11550,53.19393911481601,won
2008-03-08,SE-12,Kedah,N.16 Kubang Rotan,2,Nordin Bin Salleh,4380,BN,25,10163,46.80606088518399,lost
2008-03-08,SE-12,Kedah,N.17 Pengkalan Kundor,1,Haji Phahrolrazi Zawawi,7256,PAS,3,12575,57.086435445796255,won
2008-03-08,SE-12,Kedah,N.17 Pengkalan Kundor,2,Dato' Mohd Jamil Idross,7257,BN,25,9453,42.913564554203745,lost
2008-03-08,SE-12,Kedah,N.18 Tokai,1,Haji Taulan Rasul,7258,PAS,3,16271,62.66753967031274,won
2008-03-08,SE-12,Kedah,N.18 Tokai,2,Dato Hjh Fatimah Binti Hj Ismail,7259,BN,25,9693,37.33246032968726,lost
2008-03-08,SE-12,Kedah,N.19 Sungai Tiang,1,Sobri Haji Awang,7198,PAS,3,10865,43.92383570504528,lost
2008-03-08,SE-12,Kedah,N.19 Sungai Tiang,2,Suraya Yaacob,7260,BN,25,13871,56.07616429495472,won
2008-03-08,SE-12,Kedah,N.20 Sungai Limau,1,Basorri Bin Abu Hassan,7261,BN,25,8816,42.29514488581846,lost
2008-03-08,SE-12,Kedah,N.20 Sungai Limau,2,Ust Azizan Abd Razak,7262,PAS,3,12028,57.70485511418154,won
2008-03-08,SE-12,Kedah,N.21 Guar Chempedak,1,Dato' Dr Ku Abd Rahman Bin Ku Ismail,7263,BN,25,7898,56.265583814205314,won
2008-03-08,SE-12,Kedah,N.21 Guar Chempedak,2,Ust. Mohamad Ismail,7264,PAS,3,6139,43.734416185794686,lost
2008-03-08,SE-12,Kedah,N.22 Gurun,1,Kalai Vanar,7204,PKR,11,7035,45.026881720430104,lost
2008-03-08,SE-12,Kedah,N.22 Gurun,2,Dr Leong Yong Kong,7265,BN,25,8589,54.97311827956989,won
2008-03-08,SE-12,Kedah,N.23 Belantek,1,Mohd Tajudin Bin Abdullah,7266,BN,25,8226,50.77777777777778,won
2008-03-08,SE-12,Kedah,N.23 Belantek,2,Muhammad Sanusi,7267,PAS,3,7974,49.22222222222222,lost
2008-03-08,SE-12,Kedah,N.24 Jeneri,1,Datuk Hj. Hasbullah Bin I. Isa,7268,BN,25,8441,49.51023520441082,lost
2008-03-08,SE-12,Kedah,N.24 Jeneri,2,Yahya Bin Abdullah (Cikgu Ya),7269,PAS,3,8608,50.48976479558919,won
2008-03-08,SE-12,Kedah,N.25 Bukit Selambau,1,Krisnan A/L Subramaniam (Krishnan A/L Subramaniam),7270,BN,25,10863,45.09714380604451,lost
2008-03-08,SE-12,Kedah,N.25 Bukit Selambau,2,Arumugam,7271,BEBAS,1,13225,54.90285619395549,won
2008-03-08,SE-12,Kedah,N.26 Tanjong Dawai,1,Dato' Arzmi Bin Hamid,7272,BN,25,11418,49.82762382718743,lost
2008-03-08,SE-12,Kedah,N.26 Tanjong Dawai,2,Dr. Hamdan Mohamed Khalib,7273,PAS,3,11497,50.17237617281257,won
2008-03-08,SE-12,Kedah,N.27 Pantai Merdeka,1,Hj. Abdullah Jusoh,7274,PAS,3,11654,51.102828327121244,won
2008-03-08,SE-12,Kedah,N.27 Pantai Merdeka,2,Dr. Shuib Saedin,7275,BN,25,11151,48.897171672878756,lost
2008-03-08,SE-12,Kedah,N.28 Bakar Arang,1,Tan Wei Shu,7276,PKR,11,10489,52.61600200652119,won
2008-03-08,SE-12,Kedah,N.28 Bakar Arang,2,Seng Koh Huat (Dato' Soon Kok Wah),7277,BN,25,9159,45.94431903686983,lost
2008-03-08,SE-12,Kedah,N.28 Bakar Arang,3,Lim Pok Long,7082,BEBAS,1,287,1.4396789566089792,lost_deposit
2008-03-08,SE-12,Kedah,N.29 Sidam,1,Dato' Fong Chok Gin,7153,BN,25,5852,38.193447330635685,lost
2008-03-08,SE-12,Kedah,N.29 Sidam,2,Tan Chow Kang,7278,PKR,11,9470,61.806552669364315,won
2008-03-08,SE-12,Kedah,N.30 Bayu,1,Azmi Bin Che Husain,7279,BN,25,12590,52.03339394941313,won
2008-03-08,SE-12,Kedah,N.30 Bayu,2,Musoddak Hj Ahmad,7280,PAS,3,11606,47.966606050586876,lost
2008-03-08,SE-12,Kedah,N.31 Kupang,1,Datuk Ismail Bin Abu Bakar,7281,BN,25,9533,45.05198487712666,lost
2008-03-08,SE-12,Kedah,N.31 Kupang,2,Cikgu Johari Abdullah,4835,PAS,3,11627,54.94801512287335,won
2008-03-08,SE-12,Kedah,N.32 Kuala Ketil,1,Cikgu Md. Zuki,7282,PAS,3,12105,62.62286601138128,won
2008-03-08,SE-12,Kedah,N.32 Kuala Ketil,2,Dato' Mohd Firdaus,7283,BN,25,7225,37.37713398861872,lost
2008-03-08,SE-12,Kedah,N.33 Merbau Pulas,1,Mohd Hadzir Bin Ismail,7092,BN,25,8648,41.433499425067076,lost
2008-03-08,SE-12,Kedah,N.33 Merbau Pulas,2,Ustazah Aishah,7284,PAS,3,12224,58.566500574932924,won
2008-03-08,SE-12,Kedah,N.34 Lunas,1,Radzhi Salleh,7285,PKR,11,17836,70.36174997041303,won
2008-03-08,SE-12,Kedah,N.34 Lunas,2,S. Ananthan,7286,BN,25,7513,29.638250029586967,lost
2008-03-08,SE-12,Kedah,N.35 Kulim,1,Anuar Ramli,7287,BEBAS,1,1101,5.249106078665077,lost_deposit
2008-03-08,SE-12,Kedah,N.35 Kulim,2,Lim Soo Nee,7216,PKR,11,10559,50.34088200238379,won
2008-03-08,SE-12,Kedah,N.35 Kulim,3,Lim Lee Choo,7288,BN,25,9315,44.41001191895113,lost
2008-03-08,SE-12,Kedah,N.36 Bandar Baharu,1,Ust Yaakub Hussin,7289,PAS,3,9709,54.10119246628775,won
2008-03-08,SE-12,Kedah,N.36 Bandar Baharu,2,Abdul Aziz Bin Majid,7290,BEBAS,1,377,2.1007466844979383,lost_deposit
2008-03-08,SE-12,Kedah,N.36 Bandar Baharu,3,Dato' Azimi Daim,7291,BN,25,7860,43.79806084921431,lost
2013-05-05,SE-13,Kedah,N.01 Ayer Hangat,1,Mohd Rawi Bin Abd Hamid,7229,BN,25,11166,65.60131602138534,won
2013-05-05,SE-13,Kedah,N.01 Ayer Hangat,2,Zubir Bin Ahmad,4349,PAS,3,5855,34.398683978614656,lost
2013-05-05,SE-13,Kedah,N.02 Kuah,1,Nor Saidi Bin Nanyan,7292,BN,25,10263,71.910033632287,won
2013-05-05,SE-13,Kedah,N.02 Kuah,2,Zaflee Bin Pakwanteh,7293,BEBAS,1,117,0.819786995515695,lost_deposit
2013-05-05,SE-13,Kedah,N.02 Kuah,3,Dato' Hj. Ahmad Bin Kasim,7294,PKR,11,3892,27.270179372197312,lost
2013-05-05,SE-13,Kedah,N.03 Kota Siputeh,1,Dato' Abu Hasan Bin Sarif,7295,BN,25,10777,55.79312487057362,won
2013-05-05,SE-13,Kedah,N.03 Kota Siputeh,2,Ismail Bin W.Teh @ Jaziz,7296,PAS,3,8539,44.20687512942638,lost
2013-05-05,SE-13,Kedah,N.04 Ayer Hitam,1,Dato' Paduka Hj Mukhriz Tun Mahathir,3606,BN,25,14083,54.75505443234837,won
2013-05-05,SE-13,Kedah,N.04 Ayer Hitam,2,Ustaz Abd. Ghani Bin Ahmad,7298,PAS,3,11637,45.244945567651634,lost
2013-05-05,SE-13,Kedah,N.05 Bukit Kayu Hitam,1,Ahmad Zaini Bin Japar,7299,BN,25,16454,65.72398641901339,won
