date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes,votes_perc,result
1959-05-20,SE-01,Johor,N.01 Endau,1,Haji Arifin Bin Haji Ismail,5605,BEBAS,1,325,6.7357512953367875,lost_deposit
1959-05-20,SE-01,Johor,N.01 Endau,2,Mahmood Bin Mahadi,5606,NEG,9,861,17.844559585492227,lost
1959-05-20,SE-01,Johor,N.01 Endau,3,Ali Affendi Bin Ahmad,5607,PERIKATAN,2,3639,75.41968911917098,won
1959-05-20,SE-01,Johor,N.02 Mersing,1,Yusoff Bin Awang,5608,BEBAS,1,519,12.374821173104435,lost_deposit
1959-05-20,SE-01,Johor,N.02 Mersing,2,Poh Swee Lim,5609,PERIKATAN,2,3675,87.62517882689556,won
1959-05-20,SE-01,Johor,N.03 Kota Tinggi,1,Ismail Bin Sa'Adon,5610,PERIKATAN,2,2212,57.86031912110907,won
1959-05-20,SE-01,Johor,N.03 Kota Tinggi,2,P. Subramaniam,5611,SF,8,974,25.477373790217108,lost
1959-05-20,SE-01,Johor,N.03 Kota Tinggi,3,Ma'On Bin Omar,5612,NEG,9,637,16.662307088673817,lost
1959-05-20,SE-01,Johor,N.04 Johore Lama,1,Lee Yeak Khim,5613,PERIKATAN,2,2722,69.97429305912597,won
1959-05-20,SE-01,Johor,N.04 Johore Lama,2,Syed Abu Bakar Bin Ja'Afar,5614,NEG,9,1168,30.025706940874038,lost
1959-05-20,SE-01,Johor,N.05 Plentong,1,Haji Mohamed Bin Haji,5615,NEG,9,1033,18.78181818181818,lost
1959-05-20,SE-01,Johor,N.05 Plentong,2,Dato' Haji Mohd. Noah Bin Omar,279,PERIKATAN,2,4467,81.21818181818182,won
1959-05-20,SE-01,Johor,N.06 Tanjong Petri,1,Chu Choon Yong,278,SF,8,2414,40.46940486169321,won
1959-05-20,SE-01,Johor,N.06 Tanjong Petri,2,Wan Mohamed Bin Ibrahim,5617,NEG,9,1195,20.033528918692372,lost
1959-05-20,SE-01,Johor,N.06 Tanjong Petri,3,Fatimah Binti Haji A. Majid,583,BEBAS,1,2356,39.49706621961442,lost
1959-05-20,SE-01,Johor,N.07 Tampoi,1,Haji Rahmat Bin Haji Daud,587,PERIKATAN,2,4061,66.63931736133902,won
1959-05-20,SE-01,Johor,N.07 Tampoi,2,Haji Daud Bin Haji Abdul Hamid,293,NEG,9,2033,33.360682638660975,lost
1959-05-20,SE-01,Johor,N.08 Gelang Patah,1,Sidi Bin Jas,5619,SF,8,1656,32.25555122711336,lost
1959-05-20,SE-01,Johor,N.08 Gelang Patah,2,Haji Annuar Bin Haji Abdul Malik,85,NEG,9,702,13.673548889754578,lost
1959-05-20,SE-01,Johor,N.08 Gelang Patah,3,Syed Mohamed Bin Edros,5621,PERIKATAN,2,2776,54.070899883132064,won
1959-05-20,SE-01,Johor,N.09 Pontian Dalam,1,Lebi Mohamed Bin Yacob,5622,PERIKATAN,2,3458,47.3633748801534,won
1959-05-20,SE-01,Johor,N.09 Pontian Dalam,2,Zahid Bin Abdul Karim,280,SF,8,1864,25.530749212436653,lost
1959-05-20,SE-01,Johor,N.09 Pontian Dalam,3,Haji Abdul Samad Bin Haji Mohamed Noor,5624,NEG,9,793,10.861525818381043,lost_deposit
1959-05-20,SE-01,Johor,N.09 Pontian Dalam,4,Ahmad Bin Haji Hassan,5625,PAS,3,288,3.944665114367895,lost_deposit
1959-05-20,SE-01,Johor,N.09 Pontian Dalam,5,Haji Omar Bin Haji Abdullah,5626,BEBAS,1,898,12.299684974661005,lost_deposit
1959-05-20,SE-01,Johor,N.10 Benut,1,Ab. Latif Bin Othman,5627,PAS,3,1109,13.17571581323512,lost
1959-05-20,SE-01,Johor,N.10 Benut,2,Yeo Lin Thiam,5628,BEBAS,1,2530,30.058215516217178,lost
1959-05-20,SE-01,Johor,N.10 Benut,3,Bachok Alias Haji Hashim,5629,PERIKATAN,2,4778,56.766068670547696,won
1959-05-20,SE-01,Johor,N.11 Rengit,1,A. Jamil Bin Sulaiman,284,PAS,3,613,7.041929925330271,lost_deposit
1959-05-20,SE-01,Johor,N.11 Rengit,2,Mohd. Don Bin Abdullah,5630,NEG,9,3189,36.63411832280299,lost
1959-05-20,SE-01,Johor,N.11 Rengit,3,Hj. Taha Bin Hj. Zakaria,5631,PERIKATAN,2,4903,56.323951751866744,won
1959-05-20,SE-01,Johor,N.12 Senai-Kulai,1,Soh Kim Siam,5632,SF,8,2963,50.468404019758125,won
1959-05-20,SE-01,Johor,N.12 Senai-Kulai,2,Chan Chong Wen,287,PERIKATAN,2,2908,49.53159598024187,lost
1959-05-20,SE-01,Johor,N.13 Rengam,1,Alwi Bin Haji Jawal,5633,NEG,9,795,13.116647417917834,lost
1959-05-20,SE-01,Johor,N.13 Rengam,2,Haji Ismail Bin Hassan,5634,PERIKATAN,2,5266,86.88335258208217,won
1959-05-20,SE-01,Johor,N.14 Gunong Lambak,1,Lee Ah Leng,282,SF,8,2615,50.87548638132296,won
1959-05-20,SE-01,Johor,N.14 Gunong Lambak,2,Woo See Tiam,5635,PERIKATAN,2,2525,49.12451361867704,lost
1959-05-20,SE-01,Johor,N.15 Sri Lalang,1,Cheong Soo Kheng,5636,PERIKATAN,2,2595,52.53036437246964,won
1959-05-20,SE-01,Johor,N.15 Sri Lalang,2,Mohd. Zain Bin Mohamed,5637,SF,8,2345,47.469635627530366,lost
1959-05-20,SE-01,Johor,N.16 Bandar Penggaram,1,Wook Bin Ibrahim,5638,NEG,9,1233,21.620199894792215,lost
1959-05-20,SE-01,Johor,N.16 Bandar Penggaram,2,Tan Peng Khoon,5639,PERIKATAN,2,4470,78.37980010520779,won
1959-05-20,SE-01,Johor,N.17 Pontian Kechil,1,Abdullah Bin Mohsin,5640,PERIKATAN,2,0,,won_uncontested
1959-05-20,SE-01,Johor,N.18 Broleh,1,Abdul Wahid Bin Suleiman,5641,PERIKATAN,2,5384,55.94347464671654,won
1959-05-20,SE-01,Johor,N.18 Broleh,2,Hj. Ahmad Bin H. Mohd. Paiman,5642,NEG,9,1998,20.76059850374065,lost
1959-05-20,SE-01,Johor,N.18 Broleh,3,Abd. Manap Bin Jamhari,5643,SF,8,2242,23.29592684954281,lost
1959-05-20,SE-01,Johor,N.19 Ayer Hitam,1,Haji Hassan Bin Haji Noor,5644,NEG,9,2041,24.40803635493901,lost
1959-05-20,SE-01,Johor,N.19 Ayer Hitam,2,Noddin Bin Haji Hashim,5645,PERIKATAN,2,6005,71.81296340588375,won
1959-05-20,SE-01,Johor,N.19 Ayer Hitam,3,Hashim Bin Irrakal,5646,PAS,3,316,3.7790002391772304,lost_deposit
1959-05-20,SE-01,Johor,N.20 Tanjong Sembrong,1,Haji Mohamed Noor Bin Juma'At,5647,PERIKATAN,2,5739,68.84596928982725,won
1959-05-20,SE-01,Johor,N.20 Tanjong Sembrong,2,Haji Abdul Hamid Bin Haji Abdul Karim,5648,NEG,9,2009,24.10028790786948,lost
1959-05-20,SE-01,Johor,N.20 Tanjong Sembrong,3,Jalailani Bin Haji Abdullah,5649,PAS,3,588,7.053742802303263,lost_deposit
1959-05-20,SE-01,Johor,N.21 Simpang Kiri,1,Tan Chin Cheong,5650,PERIKATAN,2,6370,67.69394261424017,won
1959-05-20,SE-01,Johor,N.21 Simpang Kiri,2,Haji Mahfoz Bin Haji Ali,5651,NEG,9,3040,32.30605738575983,lost
1959-05-20,SE-01,Johor,N.22 Parit Jawa,1,Twahir Bin Demangnatir,5652,PAS,3,1532,15.19238397461325,lost
1959-05-20,SE-01,Johor,N.22 Parit Jawa,2,Suleiman Bin Ninam Shah,5653,PERIKATAN,2,8552,84.80761602538675,won
1959-05-20,SE-01,Johor,N.23 Parit Bakar,1,Ali Bin Salleh,5654,PAS,3,291,4.11656528504739,lost_deposit
1959-05-20,SE-01,Johor,N.23 Parit Bakar,2,Kosai Bin Haji Mohd. Salleh,5655,PERIKATAN,2,4874,68.94893195642948,won
1959-05-20,SE-01,Johor,N.23 Parit Bakar,3,Mohamed Bin Junid,5656,NEG,9,1904,26.934502758523127,lost
1959-05-20,SE-01,Johor,N.24 Bandar Maharani,1,Abd. Ghani Bin Hasim,5657,SF,8,1812,18.934169278996865,lost
1959-05-20,SE-01,Johor,N.24 Bandar Maharani,2,Chua Song Lim,5658,PERIKATAN,2,6410,66.98014629049112,won
1959-05-20,SE-01,Johor,N.24 Bandar Maharani,3,Nasir Bin Haji Bakar,5659,NEG,9,1348,14.085684430512016,lost
1959-05-20,SE-01,Johor,N.25 Serom,1,Hj. Abdul Latiff Bin Omar,5660,PERIKATAN,2,7280,77.63677082222459,won
1959-05-20,SE-01,Johor,N.25 Serom,2,Nasir Bin Abdullah,303,NEG,9,1697,18.09747253919164,lost
1959-05-20,SE-01,Johor,N.25 Serom,3,A. Razak Bin Ibrahim,5661,PAS,3,400,4.265756638583769,lost_deposit
1959-05-20,SE-01,Johor,N.26 Tangkak,1,Ahmad Bin Arshad,302,BEBAS,1,258,3.6888761795824996,lost_deposit
1959-05-20,SE-01,Johor,N.26 Tangkak,2,Puteh Bin Idros,5662,NEG,9,669,9.565341721475551,lost_deposit
1959-05-20,SE-01,Johor,N.26 Tangkak,3,Lai Kuen Tee,5663,PERIKATAN,2,6067,86.74578209894194,won
1959-05-20,SE-01,Johor,N.27 Jorak,1,Haji Othman Bin Haji Mohd. Saat,5664,PERIKATAN,2,6396,75.4957507082153,won
1959-05-20,SE-01,Johor,N.27 Jorak,2,Haji Othman Bin Haji Azhari,5665,NEG,9,1742,20.561850802644006,lost
1959-05-20,SE-01,Johor,N.27 Jorak,3,Turus Bin Daing Melebeh,5666,PAS,3,334,3.9423984891406985,lost_deposit
1959-05-20,SE-01,Johor,N.28 Bukit Serampang,1,Haji Hassan Bin Haji Yunos,90,PERIKATAN,2,5429,76.80011317017966,won
1959-05-20,SE-01,Johor,N.28 Bukit Serampang,2,Haji Abdul Rahman Bin Mahmood,5667,BEBAS,1,743,10.510680435705192,lost_deposit
1959-05-20,SE-01,Johor,N.28 Bukit Serampang,3,Omar Bin Ahmad,5668,NEG,9,897,12.689206394115152,lost
1959-05-20,SE-01,Johor,N.29 Bandar Segamat,1,Tan Boon Cheong,5669,SF,8,1526,25.323597743113176,lost
1959-05-20,SE-01,Johor,N.29 Bandar Segamat,2,Haji Hatta Bin Haji Mohamed,5670,PERIKATAN,2,2586,42.914039163624295,won
1959-05-20,SE-01,Johor,N.29 Bandar Segamat,3,Lim Meng See (Henry),308,BEBAS,1,1914,31.76236309326253,lost
1959-05-20,SE-01,Johor,N.30 Batu Anam,1,M. P. Kumaran,5672,PERIKATAN,2,5217,85.06440567422142,won
1959-05-20,SE-01,Johor,N.30 Batu Anam,2,Idris Bin Abu,5673,NEG,9,502,8.185227458014023,lost_deposit
1959-05-20,SE-01,Johor,N.30 Batu Anam,3,Abdul Majid Bin Jaffar,5674,BEBAS,1,414,6.750366867764552,lost_deposit
1959-05-20,SE-01,Johor,N.31 Bekok,1,Chia Chin Koon,5675,PERIKATAN,2,2985,48.6235543248086,lost
1959-05-20,SE-01,Johor,N.31 Bekok,2,Phang Voon Liat,5676,BEBAS,1,3154,51.3764456751914,won
1959-05-20,SE-01,Johor,N.32 Labis,1,Elias Bin Abu Bakar,5677,PERIKATAN,2,4112,83.67928367928369,won
1959-05-20,SE-01,Johor,N.32 Labis,2,Abdul Wahab Bin Mohd. Yassin,5678,NEG,9,802,16.320716320716322,lost
1964-04-25,SE-02,Johor,N.01 Bukit Serampang,1,Dato' Haji Hassan Bin Yunos,90,PERIKATAN,2,0,,won_uncontested
1964-04-25,SE-02,Johor,N.02 Jorak,1,Md. Nassir Bin Hj. Bakar,5680,SF,8,1803,19.47294524246679,lost
1964-04-25,SE-02,Johor,N.02 Jorak,2,Haji Osman,5681,PERIKATAN,2,7456,80.52705475753321,won
1964-04-25,SE-02,Johor,N.03 Labis,1,Teo Ah Khiang @ Chiang Kee Foon,5682,PERIKATAN,2,5674,63.0234366322337,won
1964-04-25,SE-02,Johor,N.03 Labis,2,Lai Hee Sang,5683,SF,8,2841,31.556147950683105,lost
1964-04-25,SE-02,Johor,N.03 Labis,3,Sani Bin Mohd. Taha,5684,PDB,13,488,5.420415417083194,lost_deposit
1964-04-25,SE-02,Johor,N.04 Bekok,1,Sim Kim Chong,5685,PERIKATAN,2,5280,59.62059620596206,won
1964-04-25,SE-02,Johor,N.04 Bekok,2,Soi Beng,5686,SF,8,1975,22.30126467931346,lost
1964-04-25,SE-02,Johor,N.04 Bekok,3,Phang Voon Liat,5676,PDB,13,1601,18.078139114724483,lost
1964-04-25,SE-02,Johor,N.05 Bandar Maharani,1,Tan Kor Chee,5687,SF,8,3797,31.47641548536848,lost
1964-04-25,SE-02,Johor,N.05 Bandar Maharani,2,Chua Song Lim,5658,PERIKATAN,2,8266,68.52358451463152,won
1964-04-25,SE-02,Johor,N.06 Parit Bakar,1,Ab. Ghani Bin Hashim,5688,SF,8,3043,29.475009686168153,lost
1964-04-25,SE-02,Johor,N.06 Parit Bakar,2,Kosai Bin Hj. Md. Salleh,5689,PERIKATAN,2,7281,70.52499031383185,won
1964-04-25,SE-02,Johor,N.07 Parit Jawa,1,Sairan Bin Sabtu,5690,PERIKATAN,2,0,,won_uncontested
1964-04-25,SE-02,Johor,N.08 Simpang Kiri,1,M. Salleh Bin Zanuddin,5691,PAS,3,1486,14.048024201172243,lost
1964-04-25,SE-02,Johor,N.08 Simpang Kiri,2,Haji Othman Bin Haji Taib,5692,PERIKATAN,2,9092,85.95197579882775,won
1964-04-25,SE-02,Johor,N.09 Broleh,1,Mohd. Salleh Bin Hj. Tahir,5693,PERIKATAN,2,6791,55.25630593978844,won
1964-04-25,SE-02,Johor,N.09 Broleh,2,Lam Poo Chin,5694,SF,8,3855,31.366965012205046,lost
1964-04-25,SE-02,Johor,N.09 Broleh,3,Lee Ah Gu,5695,PDB,13,1644,13.376729048006508,lost
1964-04-25,SE-02,Johor,N.10 Bandar Penggaram,1,Abdul Aziz Bin Haji Sadri,5696,PDB,13,411,5.411454904542462,lost_deposit
1964-04-25,SE-02,Johor,N.10 Bandar Penggaram,2,Tan Kau Ngee,5697,SF,8,2112,27.80776826859776,lost
1964-04-25,SE-02,Johor,N.10 Bandar Penggaram,3,Tan Peng Khoon,5639,PERIKATAN,2,5072,66.78077682685978,won
1964-04-25,SE-02,Johor,N.11 Tanjong Sembrong,1,Md. Nor Bin Jumaat,5698,PERIKATAN,2,7563,68.16584046867959,won
1964-04-25,SE-02,Johor,N.11 Tanjong Sembrong,2,Chang King Min,5699,SF,8,2819,25.40784136998648,lost
1964-04-25,SE-02,Johor,N.11 Tanjong Sembrong,3,Hj. M. Lana Bin M. Saleh,5700,BEBAS,1,292,2.6318161333934205,lost_deposit
1964-04-25,SE-02,Johor,N.11 Tanjong Sembrong,4,Mohamed Daud Bin Abdul Molok,5701,PDB,13,421,3.794502027940514,lost_deposit
1964-04-25,SE-02,Johor,N.12 Ayer Hitam,1,Yusa Bin Haji Nawawi,5702,PERIKATAN,2,8145,81.53153153153153,won
1964-04-25,SE-02,Johor,N.12 Ayer Hitam,2,Sakroni Bin Ahmad,573,PDB,13,1845,18.46846846846847,lost
1964-04-25,SE-02,Johor,N.13 Gunong Lambak,1,Siew Teng Yhoi,5703,PERIKATAN,2,4462,51.37002072300253,won
1964-04-25,SE-02,Johor,N.13 Gunong Lambak,2,Ng Wei Siong,2366,SF,8,4224,48.62997927699747,lost
1964-04-25,SE-02,Johor,N.14 Sri Lalang,1,Lai Tha Chai,575,PETIR,14,493,5.9361830222757375,lost_deposit
1964-04-25,SE-02,Johor,N.14 Sri Lalang,2,Loh Fook Yen,1071,PERIKATAN,2,5107,61.49307645996388,won
1964-04-25,SE-02,Johor,N.14 Sri Lalang,3,Mansor Bin Hj. Salleh,5704,SF,8,2705,32.570740517760385,lost
1964-04-25,SE-02,Johor,N.15 Kota Tinggi,1,Chia Chong Sing,5705,SF,8,1147,22.289156626506024,lost
1964-04-25,SE-02,Johor,N.15 Kota Tinggi,2,Tan Seng Toon,5706,PERIKATAN,2,3451,67.06179556937427,won
1964-04-25,SE-02,Johor,N.15 Kota Tinggi,3,Syed Abu Bakar Bin Jaafar,5707,BEBAS,1,548,10.649047804119704,lost_deposit
1964-04-25,SE-02,Johor,N.16 Johore Lama,1,Enche' Ismail Bin Saadon,5708,PERIKATAN,2,0,,won_uncontested
1964-04-25,SE-02,Johor,N.17 Rengit,1,Abdul Aziz Bin Abd. Rahman,5709,BEBAS,1,2127,23.266243710347844,lost
1964-04-25,SE-02,Johor,N.17 Rengit,2,Jalok Bin D. Malibok,5710,PERIKATAN,2,6296,68.86895646466856,won
1964-04-25,SE-02,Johor,N.17 Rengit,3,Md. Turus Bin Dg. Melbek,5711,PAS,3,719,7.864799824983592,lost_deposit
1964-04-25,SE-02,Johor,N.18 Benut,1,Abd. Majid Bin H. Hashim,5712,PERIKATAN,2,6626,64.42391832766164,won
1964-04-25,SE-02,Johor,N.18 Benut,2,Ah Thiam,5713,BEBAS,1,2599,25.26981040350024,lost
1964-04-25,SE-02,Johor,N.18 Benut,3,Hj. Yusoff Bin Hj. Abd. Hakim,5714,PAS,3,1060,10.306271268838113,lost_deposit
1964-04-25,SE-02,Johor,N.19 Pontian Dalam,1,Chang Meng Hai,5715,SF,8,2908,30.11910926980839,lost
1964-04-25,SE-02,Johor,N.19 Pontian Dalam,2,Othman Bin Mohatam,5716,PAS,3,339,3.5111341273951315,lost_deposit
1964-04-25,SE-02,Johor,N.19 Pontian Dalam,3,Abdullah Bin Hj. Sudin,5717,PERIKATAN,2,6408,66.36975660279649,won
1964-04-25,SE-02,Johor,N.20 Pontian Kechil,1,Syed Ibrahim Bin Hussein,5718,PERIKATAN,2,6525,67.15726636475917,won
1964-04-25,SE-02,Johor,N.20 Pontian Kechil,2,Lee Bing Heyok,5719,SF,8,3191,32.84273363524084,lost
1964-04-25,SE-02,Johor,N.21 Rengam,1,Haji Ismail Bin Hassan,5634,PERIKATAN,2,5598,61.82219768083932,won
1964-04-25,SE-02,Johor,N.21 Rengam,2,Daud Bin Sulaiman,5720,BEBAS,1,189,2.0872446162341247,lost_deposit
1964-04-25,SE-02,Johor,N.21 Rengam,3,Hon Kin Siong,582,SF,8,3268,36.09055770292656,lost
1964-04-25,SE-02,Johor,N.22 Senai-Kulai,1,Soh Kim Siang,5721,SF,8,3320,36.32782580151001,lost
1964-04-25,SE-02,Johor,N.22 Senai-Kulai,2,H. L. Tang,5722,PERIKATAN,2,5819,63.672174198489984,won
1964-04-25,SE-02,Johor,N.23 Plentong,1,Hasnah Binti Ahmad,5723,PERIKATAN,2,6601,67.49488752556238,won
1964-04-25,SE-02,Johor,N.23 Plentong,2,Khadijah Binti Sidik,369,PAS,3,687,7.024539877300613,lost_deposit
1964-04-25,SE-02,Johor,N.23 Plentong,3,Ng Tang Sang,5725,SF,8,2492,25.480572597137012,lost
1964-04-25,SE-02,Johor,N.24 Tanjong Petri,1,C. C. Yong,278,SF,8,3170,36.051404526327765,lost
1964-04-25,SE-02,Johor,N.24 Tanjong Petri,2,Lokman Zakaria,5726,PAS,3,318,3.6165131354486526,lost_deposit
1964-04-25,SE-02,Johor,N.24 Tanjong Petri,3,Ooyub Bin Abdul Manas,5727,PERIKATAN,2,5028,57.18184919822586,won
1964-04-25,SE-02,Johor,N.24 Tanjong Petri,4,Mohamed Nor Jettey,584,PETIR,14,277,3.1502331399977255,lost_deposit
1964-04-25,SE-02,Johor,N.25 Gelang Patah,1,A. Latiff Bin Mohamed,5728,SF,8,2001,26.694236926360727,lost
1964-04-25,SE-02,Johor,N.25 Gelang Patah,2,Syed Mohamed Bin Idrus,5729,PERIKATAN,2,5213,69.54375667022413,won
1964-04-25,SE-02,Johor,N.25 Gelang Patah,3,Ma'Arof Bin Hj. Tahir,5730,PAS,3,282,3.7620064034151546,lost_deposit
1964-04-25,SE-02,Johor,N.26 Tampoi,1,Ibrahim Bin A. Razak,5731,SF,8,2753,29.215748699989387,lost
1964-04-25,SE-02,Johor,N.26 Tampoi,2,Liang Teck Sum,586,PETIR,14,328,3.4808447415897272,lost_deposit
1964-04-25,SE-02,Johor,N.26 Tampoi,3,Daud Bin Ahmad,5732,PERIKATAN,2,6074,64.45930170858539,won
1964-04-25,SE-02,Johor,N.26 Tampoi,4,Othman Jabar,5733,PAS,3,268,2.844104849835509,lost_deposit
1964-04-25,SE-02,Johor,N.27 Endau,1,Ali Bin Haji Raya,5734,PERIKATAN,2,5285,88.92815076560659,won
1964-04-25,SE-02,Johor,N.27 Endau,2,Wan Mohamad Zain Bin Abdullah,5735,PAS,3,658,11.071849234393403,lost_deposit
1964-04-25,SE-02,Johor,N.28 Mersing,1,Poh Swee Lim,5609,PERIKATAN,2,4059,79.12280701754386,won
1964-04-25,SE-02,Johor,N.28 Mersing,2,Hj. Hussin Bin Hj. Md. Salleh,757,PAS,3,99,1.9298245614035088,lost_deposit
1964-04-25,SE-02,Johor,N.28 Mersing,3,Hj. A. Ghani Bin Elias,5737,BEBAS,1,972,18.947368421052634,lost
1964-04-25,SE-02,Johor,N.29 Batu Anam,1,M. P. Kumaran,5672,PERIKATAN,2,5316,60.101752402487286,won
1964-04-25,SE-02,Johor,N.29 Batu Anam,2,Abdul Wahab Bin Hj. Mohd. Yassin,5738,PDB,13,728,8.230638778971171,lost_deposit
1964-04-25,SE-02,Johor,N.29 Batu Anam,3,K. Raman,5739,SF,8,2801,31.66760881854155,lost
1964-04-25,SE-02,Johor,N.30 Bandar Segamat,1,Pang Lee Seng,591,SF,8,2651,30.387436955524986,lost
1964-04-25,SE-02,Johor,N.30 Bandar Segamat,2,Lim Meng See,308,PDB,13,1647,18.87895460797799,lost
1964-04-25,SE-02,Johor,N.30 Bandar Segamat,3,Tey Sia Ba,5740,PERIKATAN,2,4426,50.73360843649702,won
1964-04-25,SE-02,Johor,N.31 Tangkak,1,Lai Kuen Tee,5663,PERIKATAN,2,6944,73.70767434454942,won
1964-04-25,SE-02,Johor,N.31 Tangkak,2,Lim Chong See,5741,SF,8,2477,26.29232565545059,lost
1964-04-25,SE-02,Johor,N.32 Serom,1,Hj. Mohamed Shah Bin Musa,5742,PAS,3,418,3.8355661589282435,lost_deposit
1964-04-25,SE-02,Johor,N.32 Serom,2,Rapiah Binti Hj. Hussien,5743,SF,8,1409,12.92897779409066,lost
1964-04-25,SE-02,Johor,N.32 Serom,3,Ngah Bin A. Rahman,1674,PERIKATAN,2,9071,83.2354560469811,won
1969-05-10,SE-03,Johor,N.01 Bukit Serampang,1,Abd. Rahman Bin Mahmud,5744,PERIKATAN,2,9108,88.1277213352685,won
1969-05-10,SE-03,Johor,N.01 Bukit Serampang,2,Samingan Bin Rabikun,5745,PAS,3,1227,11.872278664731494,lost_deposit
1969-05-10,SE-03,Johor,N.02 Jorak,1,Dato' Haji Osman Bin Saad,5746,PERIKATAN,2,0,,won_uncontested
1969-05-10,SE-03,Johor,N.03 Labis,1,Chiang Kee Foon @ Teo Ah Khiang,5747,PERIKATAN,2,8683,82.92426702320695,won
1969-05-10,SE-03,Johor,N.03 Labis,2,Abdul Rahman Abdul Rasool,5748,BEBAS,1,1788,17.07573297679305,lost
1969-05-10,SE-03,Johor,N.04 Bekok,1,Sim Kim Chong @ Siew Ah See,5749,PERIKATAN,2,4826,54.395852119026145,won
1969-05-10,SE-03,Johor,N.04 Bekok,2,Tee @ Bong Hing,5750,BEBAS,1,4046,45.60414788097385,lost
1969-05-10,SE-03,Johor,N.05 Bandar Maharani,1,Chua Song Lim,5658,PERIKATAN,2,6311,58.203449229917915,won
1969-05-10,SE-03,Johor,N.05 Bandar Maharani,2,Khoo Sim Geok @ Khoo Chin Tow,744,DAP,18,4532,41.79655077008208,lost
1969-05-10,SE-03,Johor,N.06 Parit Bakar,1,Haji Aziz Bin Ishak,304,PERIKATAN,2,0,,won_uncontested
1969-05-10,SE-03,Johor,N.07 Parit Jawa,1,Datin Zaharah Binti Abdul Majid,5752,PERIKATAN,2,0,,won_uncontested
1969-05-10,SE-03,Johor,N.08 Simpang Kiri,1,Haji Othman Bin Haji Taib,5692,PERIKATAN,2,8942,74.97275090131635,won
1969-05-10,SE-03,Johor,N.08 Simpang Kiri,2,Md. Sum Bin Dawi,5753,PAS,3,2985,25.027249098683658,lost
1969-05-10,SE-03,Johor,N.09 Broleh,1,Mohd. Salleh Bin Haji Tahir,5754,PERIKATAN,2,5632,54.38393202008498,won
1969-05-10,SE-03,Johor,N.09 Broleh,2,Chian Heng Kai @ Chin Soo Ha,987,DAP,18,4724,45.61606797991502,lost
1969-05-10,SE-03,Johor,N.10 Bandar Penggaram,1,Ting Pik Hong @ Tan Siew Yong,5755,PERIKATAN,2,4529,59.717827004219416,won
1969-05-10,SE-03,Johor,N.10 Bandar Penggaram,2,Othman Bin Ludin @ Abd. Hamid Bin Ludin,5756,BEBAS,1,3055,40.28217299578059,lost
1969-05-10,SE-03,Johor,N.11 Tanjong Sembrong,1,Redzuan Bin Haji Salim @ Ridwan Salim Bilal,5757,PERIKATAN,2,8139,77.66221374045801,won
1969-05-10,SE-03,Johor,N.11 Tanjong Sembrong,2,Jailani Bin Haji Amri,5758,PAS,3,2341,22.337786259541982,lost
1969-05-10,SE-03,Johor,N.12 Ayer Hitam,1,Yusa Bin Haji Nawawi,5702,PERIKATAN,2,7054,70.39217642949805,won
1969-05-10,SE-03,Johor,N.12 Ayer Hitam,2,Sakroni Bin Ahmad,573,GERAKAN,21,1778,17.74274024548448,lost
1969-05-10,SE-03,Johor,N.12 Ayer Hitam,3,Sharudin Bin Dapati,5759,PAS,3,1189,11.865083325017462,lost_deposit
1969-05-10,SE-03,Johor,N.13 Gunong Lambak,1,Lee Kaw,746,DAP,18,4684,54.18787598334105,won
1969-05-10,SE-03,Johor,N.13 Gunong Lambak,2,Siew Teng Yhoi,5703,PERIKATAN,2,3580,41.41601110596946,lost
1969-05-10,SE-03,Johor,N.13 Gunong Lambak,3,Osman Bin Abu Bakar,894,PR,23,380,4.396112910689495,lost_deposit
1969-05-10,SE-03,Johor,N.14 Sri Lalang,1,Loh Fook Yen,1071,PERIKATAN,2,4744,60.126742712294046,won
1969-05-10,SE-03,Johor,N.14 Sri Lalang,2,Tan Khim Seck,5760,BEBAS,1,2427,30.76045627376426,lost
1969-05-10,SE-03,Johor,N.14 Sri Lalang,3,Mohd. Amin Bin Ahmad,5761,PR,23,719,9.112801013941699,lost_deposit
1969-05-10,SE-03,Johor,N.15 Kota Tinggi,1,Tan Seng Toon,5706,PERIKATAN,2,3835,67.63668430335098,won
1969-05-10,SE-03,Johor,N.15 Kota Tinggi,2,"Liew Philip, Teck Hong",5762,GERAKAN,21,1835,32.36331569664903,lost
1969-05-10,SE-03,Johor,N.16 Johore Lama,1,Ismail Bin Sa'Adon,5610,PERIKATAN,2,3026,70.61843640606767,won
1969-05-10,SE-03,Johor,N.16 Johore Lama,2,Tunku Mohamed Archibald Ibni H.J.T.T. Ahmad,748,GERAKAN,21,1259,29.38156359393232,lost
1969-05-10,SE-03,Johor,N.17 Rengit,1,Jalok Bin Daing Malibok,5764,PERIKATAN,2,6244,63.84458077709611,won
1969-05-10,SE-03,Johor,N.17 Rengit,2,Md. Sulaiman @ Mohamed Bin Haji Anuar,5765,PAS,3,3536,36.15541922290389,lost
1969-05-10,SE-03,Johor,N.18 Benut,1,Haji Talib Bin Ali,5766,PERIKATAN,2,6318,64.87985212569316,won
1969-05-10,SE-03,Johor,N.18 Benut,2,M. Amin Bin Haji Hanan,5767,BEBAS,1,1790,18.38159786403779,lost
1969-05-10,SE-03,Johor,N.18 Benut,3,Md. Turus Bin Dg Melbek,5768,PAS,3,1630,16.738550010269048,lost
