date,election,state,seat,type,lineage
1955-07-25,GE-00,Perlis,P.052 Perlis,federal,"[P.001,P.002,P.003]"
1959-05-20,GE-01,Perlis,P.083 Perlis Utara,federal,"[P.001,P.002]"
1964-04-25,GE-02,Perlis,P.001 Perlis Utara,federal,"[P.001,P.002]"
1969-05-10,GE-03,Perlis,P.001 Perlis Utara,federal,"[P.001,P.002]"
1974-08-24,GE-04,Perlis,P.001 Kangar,federal,"[P.001,P.002]"
1978-07-08,GE-05,Perlis,P.001 Kangar,federal,"[P.001,P.002]"
1982-04-22,GE-06,Perlis,P.001 Kangar,federal,"[P.001,P.002]"
1986-08-02,GE-07,Perlis,P.001 Kangar,federal,"[P.001,P.002]"
1990-10-20,GE-08,Perlis,P.001 Kangar,federal,"[P.001,P.002]"
1995-04-24,GE-09,Perlis,P.001 Padang Besar,federal,[P.001]
1999-11-29,GE-10,Perlis,P.001 Padang Besar,federal,[P.001]
2004-03-21,GE-11,Perlis,P.001 Padang Besar,federal,[P.001]
2008-03-08,GE-12,Perlis,P.001 Padang Besar,federal,[P.001]
2013-05-05,GE-13,Perlis,P.001 Padang Besar,federal,[P.001]
2018-05-09,GE-14,Perlis,P.001 Padang Besar,federal,[P.001]
2022-11-19,GE-15,Perlis,P.001 Padang Besar,federal,[P.001]
1995-04-24,GE-09,Perlis,P.002 Kangar,federal,[P.002]
1999-11-29,GE-10,Perlis,P.002 Kangar,federal,[P.002]
2004-03-21,GE-11,Perlis,P.002 Kangar,federal,[P.002]
2008-03-08,GE-12,Perlis,P.002 Kangar,federal,[P.002]
2013-05-05,GE-13,Perlis,P.002 Kangar,federal,[P.002]
2018-05-09,GE-14,Perlis,P.002 Kangar,federal,[P.002]
2022-11-19,GE-15,Perlis,P.002 Kangar,federal,[P.002]
1959-05-20,GE-01,Perlis,P.084 Perlis Selatan,federal,[P.003]
1964-04-25,GE-02,Perlis,P.002 Perlis Selatan,federal,[P.003]
1969-05-10,GE-03,Perlis,P.002 Perlis Selatan,federal,[P.003]
1974-08-24,GE-04,Perlis,P.002 Arau,federal,[P.003]
1978-07-08,GE-05,Perlis,P.002 Arau,federal,[P.003]
1982-04-22,GE-06,Perlis,P.002 Arau,federal,[P.003]
1986-08-02,GE-07,Perlis,P.002 Arau,federal,[P.003]
1990-10-20,GE-08,Perlis,P.002 Arau,federal,[P.003]
1995-04-24,GE-09,Perlis,P.003 Arau,federal,[P.003]
1999-11-29,GE-10,Perlis,P.003 Arau,federal,[P.003]
2004-03-21,GE-11,Perlis,P.003 Arau,federal,[P.003]
2008-03-08,GE-12,Perlis,P.003 Arau,federal,[P.003]
2013-05-05,GE-13,Perlis,P.003 Arau,federal,[P.003]
2018-05-09,GE-14,Perlis,P.003 Arau,federal,[P.003]
2022-11-19,GE-15,Perlis,P.003 Arau,federal,[P.003]
1995-04-24,GE-09,Kedah,P.004 Langkawi,federal,[P.004]
1999-11-29,GE-10,Kedah,P.004 Langkawi,federal,[P.004]
2004-03-21,GE-11,Kedah,P.004 Langkawi,federal,[P.004]
2008-03-08,GE-12,Kedah,P.004 Langkawi,federal,[P.004]
2013-05-05,GE-13,Kedah,P.004 Langkawi,federal,[P.004]
2018-05-09,GE-14,Kedah,P.004 Langkawi,federal,[P.004]
2022-11-19,GE-15,Kedah,P.004 Langkawi,federal,[P.004]
1995-04-24,GE-09,Kedah,P.005 Jerlun,federal,[P.005]
1999-11-29,GE-10,Kedah,P.005 Jerlun,federal,[P.005]
2004-03-21,GE-11,Kedah,P.005 Jerlun,federal,[P.005]
2008-03-08,GE-12,Kedah,P.005 Jerlun,federal,[P.005]
2013-05-05,GE-13,Kedah,P.005 Jerlun,federal,[P.005]
2018-05-09,GE-14,Kedah,P.005 Jerlun,federal,[P.005]
2022-11-19,GE-15,Kedah,P.005 Jerlun,federal,[P.005]
1974-08-24,GE-04,Kedah,P.004 Kubang Pasu,federal,[P.006]
1978-07-08,GE-05,Kedah,P.004 Kubang Pasu,federal,[P.006]
1982-04-22,GE-06,Kedah,P.004 Kubang Pasu,federal,[P.006]
1986-08-02,GE-07,Kedah,P.004 Kubang Pasu,federal,[P.006]
1990-10-20,GE-08,Kedah,P.004 Kubang Pasu,federal,[P.006]
1995-04-24,GE-09,Kedah,P.006 Kubang Pasu,federal,[P.006]
1999-11-29,GE-10,Kedah,P.006 Kubang Pasu,federal,[P.006]
2004-03-21,GE-11,Kedah,P.006 Kubang Pasu,federal,[P.006]
2008-03-08,GE-12,Kedah,P.006 Kubang Pasu,federal,[P.006]
2013-05-05,GE-13,Kedah,P.006 Kubang Pasu,federal,[P.006]
2018-05-09,GE-14,Kedah,P.006 Kubang Pasu,federal,[P.006]
2022-11-19,GE-15,Kedah,P.006 Kubang Pasu,federal,[P.006]
1974-08-24,GE-04,Kedah,P.005 Padang Terap,federal,[P.007]
1978-07-08,GE-05,Kedah,P.005 Padang Terap,federal,[P.007]
1982-04-22,GE-06,Kedah,P.005 Padang Terap,federal,[P.007]
1986-08-02,GE-07,Kedah,P.005 Padang Terap,federal,[P.007]
1990-10-20,GE-08,Kedah,P.005 Padang Terap,federal,[P.007]
1999-11-29,GE-10,Kedah,P.007 Padang Terap,federal,[P.007]
2004-03-21,GE-11,Kedah,P.007 Padang Terap,federal,[P.007]
2008-03-08,GE-12,Kedah,P.007 Padang Terap,federal,[P.007]
2013-05-05,GE-13,Kedah,P.007 Padang Terap,federal,[P.007]
2018-05-09,GE-14,Kedah,P.007 Padang Terap,federal,[P.007]
2022-11-19,GE-15,Kedah,P.007 Padang Terap,federal,[P.007]
1995-04-24,GE-09,Kedah,P.008 Pokok Sena,federal,[P.008]
1999-11-29,GE-10,Kedah,P.008 Pokok Sena,federal,[P.008]
2004-03-21,GE-11,Kedah,P.008 Pokok Sena,federal,[P.008]
2008-03-08,GE-12,Kedah,P.008 Pokok Sena,federal,[P.008]
2013-05-05,GE-13,Kedah,P.008 Pokok Sena,federal,[P.008]
2018-05-09,GE-14,Kedah,P.008 Pokok Sena,federal,[P.008]
2022-11-19,GE-15,Kedah,P.008 Pokok Sena,federal,[P.008]
1955-07-25,GE-00,Kedah,P.038 Alor Star,federal,"[P.009,P.010]"
1959-05-20,GE-01,Kedah,P.017 Alor Star,federal,[P.009]
1964-04-25,GE-02,Kedah,P.006 Alor Star,federal,[P.009]
1969-05-10,GE-03,Kedah,P.006 Alor Star,federal,[P.009]
1974-08-24,GE-04,Kedah,P.007 Alor Setar,federal,[P.009]
1978-07-08,GE-05,Kedah,P.007 Alor Setar,federal,[P.009]
1982-04-22,GE-06,Kedah,P.007 Alor Setar,federal,[P.009]
1986-08-02,GE-07,Kedah,P.007 Alor Setar,federal,[P.009]
1990-10-20,GE-08,Kedah,P.007 Alor Setar,federal,[P.009]
1995-04-24,GE-09,Kedah,P.009 Alor Setar,federal,[P.009]
1999-11-29,GE-10,Kedah,P.009 Alor Setar,federal,[P.009]
2004-03-21,GE-11,Kedah,P.009 Alor Star,federal,[P.009]
2008-03-08,GE-12,Kedah,P.009 Alor Star,federal,[P.009]
2013-05-05,GE-13,Kedah,P.009 Alor Star,federal,[P.009]
2018-05-09,GE-14,Kedah,P.009 Alor Setar,federal,[P.009]
2022-11-19,GE-15,Kedah,P.009 Alor Setar,federal,[P.009]
1959-05-20,GE-01,Kedah,P.018 Kuala Kedah,federal,[P.010]
1964-04-25,GE-02,Kedah,P.007 Kuala Kedah,federal,[P.010]
1969-05-10,GE-03,Kedah,P.007 Kuala Kedah,federal,[P.010]
1974-08-24,GE-04,Kedah,P.006 Kuala Kedah,federal,[P.010]
1978-07-08,GE-05,Kedah,P.006 Kuala Kedah,federal,[P.010]
1982-04-22,GE-06,Kedah,P.006 Kuala Kedah,federal,[P.010]
1986-08-02,GE-07,Kedah,P.008 Kuala Kedah,federal,[P.010]
1990-10-20,GE-08,Kedah,P.008 Kuala Kedah,federal,[P.010]
1995-04-24,GE-09,Kedah,P.010 Kuala Kedah,federal,[P.010]
1999-11-29,GE-10,Kedah,P.010 Kuala Kedah,federal,[P.010]
2004-03-21,GE-11,Kedah,P.010 Kuala Kedah,federal,[P.010]
2008-03-08,GE-12,Kedah,P.010 Kuala Kedah,federal,[P.010]
2013-05-05,GE-13,Kedah,P.010 Kuala Kedah,federal,[P.010]
2018-05-09,GE-14,Kedah,P.010 Kuala Kedah,federal,[P.010]
2022-11-19,GE-15,Kedah,P.010 Kuala Kedah,federal,[P.010]
1986-08-02,GE-07,Kedah,P.009 Pendang,federal,[P.011]
1990-10-20,GE-08,Kedah,P.009 Pendang,federal,[P.011]
1995-04-24,GE-09,Kedah,P.011 Pendang,federal,[P.011]
1999-11-29,GE-10,Kedah,P.011 Pendang,federal,[P.011]
2004-03-21,GE-11,Kedah,P.011 Pendang,federal,[P.011]
2008-03-08,GE-12,Kedah,P.011 Pendang,federal,[P.011]
2013-05-05,GE-13,Kedah,P.011 Pendang,federal,[P.011]
2018-05-09,GE-14,Kedah,P.011 Pendang,federal,[P.011]
2022-11-19,GE-15,Kedah,P.011 Pendang,federal,[P.011]
1959-05-20,GE-01,Kedah,P.023 Jerai,federal,[P.012]
1969-05-10,GE-03,Kedah,P.010 Jerai,federal,[P.012]
1974-08-24,GE-04,Kedah,P.011 Jerai,federal,[P.012]
1978-07-08,GE-05,Kedah,P.011 Jerai,federal,[P.012]
1982-04-22,GE-06,Kedah,P.011 Jerai,federal,[P.012]
1986-08-02,GE-07,Kedah,P.010 Jerai,federal,[P.012]
1990-10-20,GE-08,Kedah,P.010 Jerai,federal,[P.012]
2004-03-21,GE-11,Kedah,P.012 Jerai,federal,[P.012]
2008-03-08,GE-12,Kedah,P.012 Jerai,federal,[P.012]
2013-05-05,GE-13,Kedah,P.012 Jerai,federal,[P.012]
2018-05-09,GE-14,Kedah,P.012 Jerai,federal,[P.012]
2022-11-19,GE-15,Kedah,P.012 Jerai,federal,[P.012]
1986-08-02,GE-07,Kedah,P.012 Sik,federal,[P.013]
1990-10-20,GE-08,Kedah,P.012 Sik,federal,[P.013]
1995-04-24,GE-09,Kedah,P.013 Sik,federal,[P.013]
1999-11-29,GE-10,Kedah,P.013 Sik,federal,[P.013]
2004-03-21,GE-11,Kedah,P.013 Sik,federal,[P.013]
2008-03-08,GE-12,Kedah,P.013 Sik,federal,[P.013]
2013-05-05,GE-13,Kedah,P.013 Sik,federal,[P.013]
2018-05-09,GE-14,Kedah,P.013 Sik,federal,[P.013]
2022-11-19,GE-15,Kedah,P.013 Sik,federal,[P.013]
1986-08-02,GE-07,Kedah,P.011 Merbok,federal,[P.014]
1990-10-20,GE-08,Kedah,P.011 Merbok,federal,[P.014]
1995-04-24,GE-09,Kedah,P.014 Merbok,federal,[P.014]
1999-11-29,GE-10,Kedah,P.014 Merbok,federal,[P.014]
2004-03-21,GE-11,Kedah,P.014 Merbok,federal,[P.014]
2008-03-08,GE-12,Kedah,P.014 Merbok,federal,[P.014]
2013-05-05,GE-13,Kedah,P.014 Merbok,federal,[P.014]
2018-05-09,GE-14,Kedah,P.014 Merbok,federal,[P.014]
2022-11-19,GE-15,Kedah,P.014 Merbok,federal,[P.014]
1974-08-24,GE-04,Kedah,P.013 Sungai Petani,federal,[P.015]
1978-07-08,GE-05,Kedah,P.013 Sungai Petani,federal,[P.015]
1982-04-22,GE-06,Kedah,P.013 Sungai Petani,federal,[P.015]
1986-08-02,GE-07,Kedah,P.014 Sungai Petani,federal,[P.015]
1990-10-20,GE-08,Kedah,P.014 Sungai Petani,federal,[P.015]
1995-04-24,GE-09,Kedah,P.015 Sungai Petani,federal,[P.015]
1999-11-29,GE-10,Kedah,P.015 Sungai Petani,federal,[P.015]
2004-03-21,GE-11,Kedah,P.015 Sungai Petani,federal,[P.015]
2008-03-08,GE-12,Kedah,P.015 Sungai Petani,federal,[P.015]
2013-05-05,GE-13,Kedah,P.015 Sungai Petani,federal,[P.015]
2018-05-09,GE-14,Kedah,P.015 Sungai Petani,federal,[P.015]
2022-11-19,GE-15,Kedah,P.015 Sungai Petani,federal,[P.015]
1959-05-20,GE-01,Kedah,P.026 Baling,federal,[P.016]
1964-04-25,GE-02,Kedah,P.011 Baling,federal,[P.016]
1969-05-10,GE-03,Kedah,P.011 Baling,federal,[P.016]
1974-08-24,GE-04,Kedah,P.010 Baling,federal,[P.016]
1978-07-08,GE-05,Kedah,P.010 Baling,federal,[P.016]
1982-04-22,GE-06,Kedah,P.010 Baling,federal,[P.016]
1986-08-02,GE-07,Kedah,P.013 Baling,federal,[P.016]
1990-10-20,GE-08,Kedah,P.013 Baling,federal,[P.016]
1995-04-24,GE-09,Kedah,P.016 Baling,federal,[P.016]
1999-11-29,GE-10,Kedah,P.016 Baling,federal,[P.016]
2004-03-21,GE-11,Kedah,P.016 Baling,federal,[P.016]
2008-03-08,GE-12,Kedah,P.016 Baling,federal,[P.016]
2013-05-05,GE-13,Kedah,P.016 Baling,federal,[P.016]
2018-05-09,GE-14,Kedah,P.016 Baling,federal,[P.016]
2022-11-19,GE-15,Kedah,P.016 Baling,federal,[P.016]
1974-08-24,GE-04,Kedah,P.014 Padang Serai,federal,[P.017]
1978-07-08,GE-05,Kedah,P.014 Padang Serai,federal,[P.017]
1982-04-22,GE-06,Kedah,P.014 Padang Serai,federal,[P.017]
1986-08-02,GE-07,Kedah,P.015 Padang Serai,federal,[P.017]
1990-10-20,GE-08,Kedah,P.015 Padang Serai,federal,[P.017]
1995-04-24,GE-09,Kedah,P.017 Padang Serai,federal,[P.017]
1999-11-29,GE-10,Kedah,P.017 Padang Serai,federal,[P.017]
2004-03-21,GE-11,Kedah,P.017 Padang Serai,federal,[P.017]
2008-03-08,GE-12,Kedah,P.017 Padang Serai,federal,[P.017]
2013-05-05,GE-13,Kedah,P.017 Padang Serai,federal,[P.017]
2018-05-09,GE-14,Kedah,P.017 Padang Serai,federal,[P.017]
2022-11-19,GE-15,Kedah,P.017 Padang Serai,federal,[P.017]
2022-12-07,BY-ELECTION,Kedah,P.017 Padang Serai,federal,[P.017]
1959-05-20,GE-01,Kedah,P.028 Kulim-Bandar Baharu,federal,[P.018]
1964-04-25,GE-02,Kedah,P.014 Kulim-Bandar Baharu,federal,[P.018]
1969-05-10,GE-03,Kedah,P.014 Kulim-Bandar Baharu,federal,[P.018]
1974-08-24,GE-04,Kedah,P.015 Kulim-Bandar Baharu,federal,[P.018]
1978-07-08,GE-05,Kedah,P.015 Kulim-Bandar Baharu,federal,[P.018]
1982-04-22,GE-06,Kedah,P.015 Kulim-Bandar Baharu,federal,[P.018]
1986-08-02,GE-07,Kedah,P.016 Kulim-Bandar Baharu,federal,[P.018]
1990-10-20,GE-08,Kedah,P.016 Kulim-Bandar Baharu,federal,[P.018]
1995-04-24,GE-09,Kedah,P.018 Kulim-Bandar Baharu,federal,[P.018]
1999-11-29,GE-10,Kedah,P.018 Kulim-Bandar Baharu,federal,[P.018]
2004-03-21,GE-11,Kedah,P.018 Kulim-Bandar Baharu,federal,[P.018]
2008-03-08,GE-12,Kedah,P.018 Kulim-Bandar Baharu,federal,[P.018]
2013-05-05,GE-13,Kedah,P.018 Kulim-Bandar Baharu,federal,[P.018]
2018-05-09,GE-14,Kedah,P.018 Kulim-Bandar Baharu,federal,[P.018]
2022-11-19,GE-15,Kedah,P.018 Kulim-Bandar Baharu,federal,[P.018]
1959-05-20,GE-01,Kelantan,P.035 Tumpat,federal,[P.019]
1964-04-25,GE-02,Kelantan,P.015 Tumpat,federal,[P.019]
1969-05-10,GE-03,Kelantan,P.015 Tumpat,federal,[P.019]
1974-08-24,GE-04,Kelantan,P.016 Tumpat,federal,[P.019]
1978-07-08,GE-05,Kelantan,P.016 Tumpat,federal,[P.019]
1982-04-22,GE-06,Kelantan,P.016 Tumpat,federal,[P.019]
1986-08-02,GE-07,Kelantan,P.017 Tumpat,federal,[P.019]
1990-10-20,GE-08,Kelantan,P.017 Tumpat,federal,[P.019]
1995-04-24,GE-09,Kelantan,P.019 Tumpat,federal,[P.019]
1999-11-29,GE-10,Kelantan,P.019 Tumpat,federal,[P.019]
2004-03-21,GE-11,Kelantan,P.019 Tumpat,federal,[P.019]
2008-03-08,GE-12,Kelantan,P.019 Tumpat,federal,[P.019]
2013-05-05,GE-13,Kelantan,P.019 Tumpat,federal,[P.019]
2018-05-09,GE-14,Kelantan,P.019 Tumpat,federal,[P.019]
2022-11-19,GE-15,Kelantan,P.019 Tumpat,federal,[P.019]
1974-08-24,GE-04,Kelantan,P.017 Pengkalan Chepa,federal,[P.020]
1978-07-08,GE-05,Kelantan,P.017 Pengkalan Chepa,federal,[P.020]
1982-04-22,GE-06,Kelantan,P.017 Pengkalan Chepa,federal,[P.020]
1986-08-02,GE-07,Kelantan,P.018 Pengkalan Chepa,federal,[P.020]
1990-10-20,GE-08,Kelantan,P.018 Pengkalan Chepa,federal,[P.020]
1999-11-29,GE-10,Kelantan,P.020 Pengkalan Chepa,federal,[P.020]
2004-03-21,GE-11,Kelantan,P.020 Pengkalan Chepa,federal,[P.020]
2008-03-08,GE-12,Kelantan,P.020 Pengkalan Chepa,federal,[P.020]
2013-05-05,GE-13,Kelantan,P.020 Pengkalan Chepa,federal,[P.020]
2018-05-09,GE-14,Kelantan,P.020 Pengkalan Chepa,federal,[P.020]
2022-11-19,GE-15,Kelantan,P.020 Pengkalan Chepa,federal,[P.020]
1974-08-24,GE-04,Kelantan,P.019 Kota Bharu,federal,[P.021]
1978-07-08,GE-05,Kelantan,P.019 Kota Bharu,federal,[P.021]
1982-04-22,GE-06,Kelantan,P.019 Kota Bharu,federal,[P.021]
1990-10-20,GE-08,Kelantan,P.019 Kota Baharu,federal,[P.021]
1995-04-24,GE-09,Kelantan,P.021 Kota Bharu,federal,[P.021]
1999-11-29,GE-10,Kelantan,P.021 Kota Bharu,federal,[P.021]
2004-03-21,GE-11,Kelantan,P.021 Kota Bharu,federal,[P.021]
2008-03-08,GE-12,Kelantan,P.021 Kota Bharu,federal,[P.021]
2013-05-05,GE-13,Kelantan,P.021 Kota Bharu,federal,[P.021]
2018-05-09,GE-14,Kelantan,P.021 Kota Bharu,federal,[P.021]
2022-11-19,GE-15,Kelantan,P.021 Kota Bharu,federal,[P.021]
1955-07-25,GE-00,Kelantan,P.046 Pasir Mas,federal,[P.022]
1974-08-24,GE-04,Kelantan,P.018 Pasir Mas,federal,[P.022]
1978-07-08,GE-05,Kelantan,P.018 Pasir Mas,federal,[P.022]
1982-04-22,GE-06,Kelantan,P.018 Pasir Mas,federal,[P.022]
1986-08-02,GE-07,Kelantan,P.020 Pasir Mas,federal,[P.022]
1990-10-20,GE-08,Kelantan,P.020 Pasir Mas,federal,[P.022]
1995-04-24,GE-09,Kelantan,P.022 Pasir Mas,federal,[P.022]
1999-11-29,GE-10,Kelantan,P.022 Pasir Mas,federal,[P.022]
2004-03-21,GE-11,Kelantan,P.022 Pasir Mas,federal,[P.022]
2008-03-08,GE-12,Kelantan,P.022 Pasir Mas,federal,[P.022]
2013-05-05,GE-13,Kelantan,P.022 Pasir Mas,federal,[P.022]
2018-05-09,GE-14,Kelantan,P.022 Pasir Mas,federal,[P.022]
2022-11-19,GE-15,Kelantan,P.022 Pasir Mas,federal,[P.022]
1974-08-24,GE-04,Kelantan,P.021 Rantau Panjang,federal,[P.023]
1978-07-08,GE-05,Kelantan,P.021 Rantau Panjang,federal,[P.023]
1982-04-22,GE-06,Kelantan,P.021 Rantau Panjang,federal,[P.023]
1986-08-02,GE-07,Kelantan,P.021 Rantau Panjang,federal,[P.023]
1990-10-20,GE-08,Kelantan,P.021 Rantau Panjang,federal,[P.023]
1995-04-24,GE-09,Kelantan,P.023 Rantau Panjang,federal,[P.023]
1999-11-29,GE-10,Kelantan,P.023 Rantau Panjang,federal,[P.023]
2004-03-21,GE-11,Kelantan,P.023 Rantau Panjang,federal,[P.023]
2008-03-08,GE-12,Kelantan,P.023 Rantau Panjang,federal,[P.023]
2013-05-05,GE-13,Kelantan,P.023 Rantau Panjang,federal,[P.023]
2018-05-09,GE-14,Kelantan,P.023 Rantau Panjang,federal,[P.023]
2022-11-19,GE-15,Kelantan,P.023 Rantau Panjang,federal,[P.023]
1995-04-24,GE-09,Kelantan,P.024 Kubang Kerian,federal,[P.024]
1999-11-29,GE-10,Kelantan,P.024 Kubang Kerian,federal,[P.024]
2004-03-21,GE-11,Kelantan,P.024 Kubang Kerian,federal,[P.024]
2008-03-08,GE-12,Kelantan,P.024 Kubang Kerian,federal,[P.024]
2013-05-05,GE-13,Kelantan,P.024 Kubang Kerian,federal,[P.024]
2018-05-09,GE-14,Kelantan,P.024 Kubang Kerian,federal,[P.024]
2022-11-19,GE-15,Kelantan,P.024 Kubang Kerian,federal,[P.024]
1959-05-20,GE-01,Kelantan,P.032 Bachok,federal,[P.025]
1964-04-25,GE-02,Kelantan,P.019 Bachok,federal,[P.025]
1969-05-10,GE-03,Kelantan,P.019 Bachok,federal,[P.025]
1974-08-24,GE-04,Kelantan,P.020 Bachok,federal,[P.025]
1978-07-08,GE-05,Kelantan,P.020 Bachok,federal,[P.025]
1982-04-22,GE-06,Kelantan,P.020 Bachok,federal,[P.025]
1986-08-02,GE-07,Kelantan,P.023 Bachok,federal,[P.025]
1990-10-20,GE-08,Kelantan,P.023 Bachok,federal,[P.025]
1995-04-24,GE-09,Kelantan,P.025 Bachok,federal,[P.025]
1999-11-29,GE-10,Kelantan,P.025 Bachok,federal,[P.025]
2004-03-21,GE-11,Kelantan,P.025 Bachok,federal,[P.025]
2008-03-08,GE-12,Kelantan,P.025 Bachok,federal,[P.025]
2013-05-05,GE-13,Kelantan,P.025 Bachok,federal,[P.025]
2018-05-09,GE-14,Kelantan,P.025 Bachok,federal,[P.025]
2022-11-19,GE-15,Kelantan,P.025 Bachok,federal,[P.025]
2004-03-21,GE-11,Kelantan,P.026 Ketereh,federal,[P.026]
2008-03-08,GE-12,Kelantan,P.026 Ketereh,federal,[P.026]
2013-05-05,GE-13,Kelantan,P.026 Ketereh,federal,[P.026]
2018-05-09,GE-14,Kelantan,P.026 Ketereh,federal,[P.026]
2022-11-19,GE-15,Kelantan,P.026 Ketereh,federal,[P.026]
1959-05-20,GE-01,Kelantan,P.030 Tanah Merah,federal,[P.027]
1964-04-25,GE-02,Kelantan,P.023 Tanah Merah,federal,[P.027]
1969-05-10,GE-03,Kelantan,P.023 Tanah Merah,federal,[P.027]
1974-08-24,GE-04,Kelantan,P.023 Tanah Merah,federal,[P.027]
1978-07-08,GE-05,Kelantan,P.023 Tanah Merah,federal,[P.027]
1982-04-22,GE-06,Kelantan,P.023 Tanah Merah,federal,[P.027]
1986-08-02,GE-07,Kelantan,P.026 Tanah Merah,federal,[P.027]
1990-10-20,GE-08,Kelantan,P.026 Tanah Merah,federal,[P.027]
1995-04-24,GE-09,Kelantan,P.027 Tanah Merah,federal,[P.027]
1999-11-29,GE-10,Kelantan,P.027 Tanah Merah,federal,[P.027]
2004-03-21,GE-11,Kelantan,P.027 Tanah Merah,federal,[P.027]
2008-03-08,GE-12,Kelantan,P.027 Tanah Merah,federal,[P.027]
2013-05-05,GE-13,Kelantan,P.027 Tanah Merah,federal,[P.027]
2018-05-09,GE-14,Kelantan,P.027 Tanah Merah,federal,[P.027]
2022-11-19,GE-15,Kelantan,P.027 Tanah Merah,federal,[P.027]
1959-05-20,GE-01,Kelantan,P.031 Pasir Puteh,federal,[P.028]
1964-04-25,GE-02,Kelantan,P.022 Pasir Puteh,federal,[P.028]
1969-05-10,GE-03,Kelantan,P.022 Pasir Puteh,federal,[P.028]
1974-08-24,GE-04,Kelantan,P.025 Pasir Puteh,federal,[P.028]
1978-07-08,GE-05,Kelantan,P.025 Pasir Puteh,federal,[P.028]
1982-04-22,GE-06,Kelantan,P.025 Pasir Puteh,federal,[P.028]
1986-08-02,GE-07,Kelantan,P.024 Pasir Puteh,federal,[P.028]
1990-10-20,GE-08,Kelantan,P.024 Pasir Puteh,federal,[P.028]
1995-04-24,GE-09,Kelantan,P.028 Pasir Puteh,federal,[P.028]
1999-11-29,GE-10,Kelantan,P.028 Pasir Puteh,federal,[P.028]
2004-03-21,GE-11,Kelantan,P.028 Pasir Puteh,federal,[P.028]
2008-03-08,GE-12,Kelantan,P.028 Pasir Puteh,federal,[P.028]
2013-05-05,GE-13,Kelantan,P.028 Pasir Puteh,federal,[P.028]
2018-05-09,GE-14,Kelantan,P.028 Pasir Puteh,federal,[P.028]
2022-11-19,GE-15,Kelantan,P.028 Pasir Puteh,federal,[P.028]
1974-08-24,GE-04,Kelantan,P.024 Machang,federal,[P.029]
1978-07-08,GE-05,Kelantan,P.024 Machang,federal,[P.029]
1982-04-22,GE-06,Kelantan,P.024 Machang,federal,[P.029]
1986-08-02,GE-07,Kelantan,P.027 Machang,federal,[P.029]
1990-10-20,GE-08,Kelantan,P.027 Machang,federal,[P.029]
1995-04-24,GE-09,Kelantan,P.029 Machang,federal,[P.029]
1999-11-29,GE-10,Kelantan,P.029 Machang,federal,[P.029]
2004-03-21,GE-11,Kelantan,P.029 Machang,federal,[P.029]
2008-03-08,GE-12,Kelantan,P.029 Machang,federal,[P.029]
2013-05-05,GE-13,Kelantan,P.029 Machang,federal,[P.029]
2018-05-09,GE-14,Kelantan,P.029 Machang,federal,[P.029]
2022-11-19,GE-15,Kelantan,P.029 Machang,federal,[P.029]
1995-04-24,GE-09,Kelantan,P.030 Jeli,federal,[P.030]
1999-11-29,GE-10,Kelantan,P.030 Jeli,federal,[P.030]
2004-03-21,GE-11,Kelantan,P.030 Jeli,federal,[P.030]
2008-03-08,GE-12,Kelantan,P.030 Jeli,federal,[P.030]
2013-05-05,GE-13,Kelantan,P.030 Jeli,federal,[P.030]
2018-05-09,GE-14,Kelantan,P.030 Jeli,federal,[P.030]
2022-11-19,GE-15,Kelantan,P.030 Jeli,federal,[P.030]
1982-04-22,GE-06,Kelantan,P.026 Kuala Krai,federal,[P.031]
1990-10-20,GE-08,Kelantan,P.028 Kuala Krai,federal,[P.031]
1995-04-24,GE-09,Kelantan,P.031 Kuala Krai,federal,[P.031]
1999-11-29,GE-10,Kelantan,P.031 Kuala Krai,federal,[P.031]
2004-03-21,GE-11,Kelantan,P.031 Kuala Krai,federal,[P.031]
2008-03-08,GE-12,Kelantan,P.031 Kuala Krai,federal,[P.031]
2013-05-05,GE-13,Kelantan,P.031 Kuala Krai,federal,[P.031]
2018-05-09,GE-14,Kelantan,P.031 Kuala Krai,federal,[P.031]
2022-11-19,GE-15,Kelantan,P.031 Kuala Krai,federal,[P.031]
1986-08-02,GE-07,Kelantan,P.029 Gua Musang,federal,[P.032]
1990-10-20,GE-08,Kelantan,P.029 Gua Musang,federal,[P.032]
1995-04-24,GE-09,Kelantan,P.032 Gua Musang,federal,[P.032]
1999-11-29,GE-10,Kelantan,P.032 Gua Musang,federal,[P.032]
2004-03-21,GE-11,Kelantan,P.032 Gua Musang,federal,[P.032]
2008-03-08,GE-12,Kelantan,P.032 Gua Musang,federal,[P.032]
2013-05-05,GE-13,Kelantan,P.032 Gua Musang,federal,[P.032]
2018-05-09,GE-14,Kelantan,P.032 Gua Musang,federal,[P.032]
2022-11-19,GE-15,Kelantan,P.032 Gua Musang,federal,[P.032]
1959-05-20,GE-01,Terengganu,P.099 Besut,federal,[P.033]
1964-04-25,GE-02,Terengganu,P.025 Besut,federal,[P.033]
1969-05-10,GE-03,Terengganu,P.025 Besut,federal,[P.033]
1974-08-24,GE-04,Terengganu,P.028 Besut,federal,[P.033]
1978-07-08,GE-05,Terengganu,P.028 Besut,federal,[P.033]
1982-04-22,GE-06,Terengganu,P.028 Besut,federal,[P.033]
1986-08-02,GE-07,Terengganu,P.030 Besut,federal,[P.033]
1990-10-20,GE-08,Terengganu,P.030 Besut,federal,[P.033]
