date,election,state,seat,type,lineage
1999-11-29,SE-10,Perak,N.39 Malim Nawar,state,[PRK-N.41]
2004-03-21,SE-11,Perak,N.40 Malim Nawar,state,[PRK-N.41]
2008-03-08,SE-12,Perak,N.40 Malim Nawar,state,[PRK-N.41]
2013-05-05,SE-13,Perak,N.40 Malim Nawar,state,[PRK-N.41]
2018-05-09,SE-14,Perak,N.41 Malim Nawar,state,[PRK-N.41]
2022-11-19,SE-15,Perak,N.41 Malim Nawar,state,[PRK-N.41]
2004-03-21,SE-11,Perak,N.41 Keranji,state,[PRK-N.42]
2008-03-08,SE-12,Perak,N.41 Keranji,state,[PRK-N.42]
2013-05-05,SE-13,Perak,N.41 Keranji,state,[PRK-N.42]
2018-05-09,SE-14,Perak,N.42 Keranji,state,[PRK-N.42]
2022-11-19,SE-15,Perak,N.42 Keranji,state,[PRK-N.42]
1995-04-24,SE-09,Perak,N.37 Tualang Sekah,state,[PRK-N.43]
1999-11-29,SE-10,Perak,N.37 Tualang Sekah,state,[PRK-N.43]
2004-03-21,SE-11,Perak,N.42 Tualang Sekah,state,[PRK-N.43]
2008-03-08,SE-12,Perak,N.42 Tualang Sekah,state,[PRK-N.43]
2013-05-05,SE-13,Perak,N.42 Tualang Sekah,state,[PRK-N.43]
2018-05-09,SE-14,Perak,N.43 Tualang Sekah,state,[PRK-N.43]
2022-11-19,SE-15,Perak,N.43 Tualang Sekah,state,[PRK-N.43]
2004-03-21,SE-11,Perak,N.43 Sungai Rapat,state,[PRK-N.44]
2008-03-08,SE-12,Perak,N.43 Sungai Rapat,state,[PRK-N.44]
2013-05-05,SE-13,Perak,N.43 Sungai Rapat,state,[PRK-N.44]
2018-05-09,SE-14,Perak,N.44 Sungai Rapat,state,[PRK-N.44]
2022-11-19,SE-15,Perak,N.44 Sungai Rapat,state,[PRK-N.44]
2004-03-21,SE-11,Perak,N.44 Simpang Pulai,state,[PRK-N.45]
2008-03-08,SE-12,Perak,N.44 Simpang Pulai,state,[PRK-N.45]
2013-05-05,SE-13,Perak,N.44 Simpang Pulai,state,[PRK-N.45]
2018-05-09,SE-14,Perak,N.45 Simpang Pulai,state,[PRK-N.45]
2022-11-19,SE-15,Perak,N.45 Simpang Pulai,state,[PRK-N.45]
1986-08-02,SE-07,Perak,N.31 Teja,state,[PRK-N.46]
1990-10-20,SE-08,Perak,N.31 Teja,state,[PRK-N.46]
1995-04-24,SE-09,Perak,N.36 Teja,state,[PRK-N.46]
1999-11-29,SE-10,Perak,N.36 Teja,state,[PRK-N.46]
2004-03-21,SE-11,Perak,N.45 Teja,state,[PRK-N.46]
2008-03-08,SE-12,Perak,N.45 Teja,state,[PRK-N.46]
2013-05-05,SE-13,Perak,N.45 Teja,state,[PRK-N.46]
2018-05-09,SE-14,Perak,N.46 Teja,state,[PRK-N.46]
2022-11-19,SE-15,Perak,N.46 Teja,state,[PRK-N.46]
1974-08-24,SE-04,Perak,N.32 Chenderiang,state,[PRK-N.47]
1978-07-08,SE-05,Perak,N.32 Chenderiang,state,[PRK-N.47]
1982-04-22,SE-06,Perak,N.32 Chenderiang,state,[PRK-N.47]
1986-08-02,SE-07,Perak,N.35 Chenderiang,state,[PRK-N.47]
1990-10-20,SE-08,Perak,N.35 Chenderiang,state,[PRK-N.47]
1995-04-24,SE-09,Perak,N.40 Chenderiang,state,[PRK-N.47]
1999-11-29,SE-10,Perak,N.40 Chenderiang,state,[PRK-N.47]
2004-03-21,SE-11,Perak,N.46 Chenderiang,state,[PRK-N.47]
2008-03-08,SE-12,Perak,N.46 Chenderiang,state,[PRK-N.47]
2013-05-05,SE-13,Perak,N.46 Chenderiang,state,[PRK-N.47]
2018-05-09,SE-14,Perak,N.47 Chenderiang,state,[PRK-N.47]
2022-11-19,SE-15,Perak,N.47 Chenderiang,state,[PRK-N.47]
1986-08-02,SE-07,Perak,N.36 Ayer Kuning,state,[PRK-N.48]
1990-10-20,SE-08,Perak,N.36 Ayer Kuning,state,[PRK-N.48]
1995-04-24,SE-09,Perak,N.41 Ayer Kuning,state,[PRK-N.48]
1999-11-29,SE-10,Perak,N.41 Ayer Kuning,state,[PRK-N.48]
2004-03-21,SE-11,Perak,N.47 Ayer Kuning,state,[PRK-N.48]
2008-03-08,SE-12,Perak,N.47 Ayer Kuning,state,[PRK-N.48]
2013-05-05,SE-13,Perak,N.47 Ayer Kuning,state,[PRK-N.48]
2018-05-09,SE-14,Perak,N.48 Ayer Kuning,state,[PRK-N.48]
2022-11-19,SE-15,Perak,N.48 Ayer Kuning,state,[PRK-N.48]
2025-04-26,BY-ELECTION,Perak,N.48 Ayer Kuning,state,[PRK-N.48]
1986-08-02,SE-07,Perak,N.37 Sungai Manik,state,[PRK-N.49]
1990-10-20,SE-08,Perak,N.37 Sungai Manik,state,[PRK-N.49]
1995-04-24,SE-09,Perak,N.42 Sungai Manik,state,[PRK-N.49]
1999-11-29,SE-10,Perak,N.42 Sungai Manik,state,[PRK-N.49]
2004-03-21,SE-11,Perak,N.48 Sungai Manik,state,[PRK-N.49]
2008-03-08,SE-12,Perak,N.48 Sungai Manik,state,[PRK-N.49]
2013-05-05,SE-13,Perak,N.48 Sungai Manik,state,[PRK-N.49]
2018-05-09,SE-14,Perak,N.49 Sungai Manik,state,[PRK-N.49]
2022-11-19,SE-15,Perak,N.49 Sungai Manik,state,[PRK-N.49]
1959-05-20,SE-01,Perak,N.22 Kampong Gajah,state,[PRK-N.50]
1964-04-25,SE-02,Perak,N.18 Kampong Gajah,state,[PRK-N.50]
1969-05-10,SE-03,Perak,N.18 Kampong Gajah,state,[PRK-N.50]
1974-08-24,SE-04,Perak,N.35 Kampong Gajah,state,[PRK-N.50]
1978-07-08,SE-05,Perak,N.35 Kampong Gajah,state,[PRK-N.50]
1982-04-22,SE-06,Perak,N.35 Kampong Gajah,state,[PRK-N.50]
1986-08-02,SE-07,Perak,N.38 Kampong Gajah,state,[PRK-N.50]
1990-10-20,SE-08,Perak,N.38 Kampong Gajah,state,[PRK-N.50]
1995-04-24,SE-09,Perak,N.43 Kampong Gajah,state,[PRK-N.50]
1999-11-29,SE-10,Perak,N.43 Kampong Gajah,state,[PRK-N.50]
2004-03-21,SE-11,Perak,N.49 Kampong Gajah,state,[PRK-N.50]
2008-03-08,SE-12,Perak,N.49 Kampong Gajah,state,[PRK-N.50]
2013-05-05,SE-13,Perak,N.49 Kampong Gajah,state,[PRK-N.50]
2018-05-09,SE-14,Perak,N.50 Kampong Gajah,state,[PRK-N.50]
2022-11-19,SE-15,Perak,N.50 Kampong Gajah,state,[PRK-N.50]
1995-04-24,SE-09,Perak,N.45 Pasir Panjang,state,[PRK-N.51]
1999-11-29,SE-10,Perak,N.45 Pasir Panjang,state,[PRK-N.51]
2004-03-21,SE-11,Perak,N.51 Pasir Panjang,state,[PRK-N.51]
2008-03-08,SE-12,Perak,N.51 Pasir Panjang,state,[PRK-N.51]
2013-05-05,SE-13,Perak,N.51 Pasir Panjang,state,[PRK-N.51]
2018-05-09,SE-14,Perak,N.51 Pasir Panjang,state,[PRK-N.51]
2022-11-19,SE-15,Perak,N.51 Pasir Panjang,state,[PRK-N.51]
1974-08-24,SE-04,Perak,N.34 Pangkor,state,[PRK-N.52]
1978-07-08,SE-05,Perak,N.34 Pangkor,state,[PRK-N.52]
1982-04-22,SE-06,Perak,N.34 Pangkor,state,[PRK-N.52]
1986-08-02,SE-07,Perak,N.39 Pangkor,state,[PRK-N.52]
1990-10-20,SE-08,Perak,N.39 Pangkor,state,[PRK-N.52]
1995-04-24,SE-09,Perak,N.44 Pangkor,state,[PRK-N.52]
1999-11-29,SE-10,Perak,N.44 Pangkor,state,[PRK-N.52]
2004-03-21,SE-11,Perak,N.52 Pangkor,state,[PRK-N.52]
2008-03-08,SE-12,Perak,N.52 Pangkor,state,[PRK-N.52]
2013-05-05,SE-13,Perak,N.52 Pangkor,state,[PRK-N.52]
2018-05-09,SE-14,Perak,N.52 Pangkor,state,[PRK-N.52]
2022-11-19,SE-15,Perak,N.52 Pangkor,state,[PRK-N.52]
1959-05-20,SE-01,Perak,N.27 Rungkup,state,[PRK-N.53]
1964-04-25,SE-02,Perak,N.37 Rungkup,state,[PRK-N.53]
1969-05-10,SE-03,Perak,N.37 Rungkup,state,[PRK-N.53]
1974-08-24,SE-04,Perak,N.41 Rungkup,state,[PRK-N.53]
1978-07-08,SE-05,Perak,N.41 Rungkup,state,[PRK-N.53]
1982-04-22,SE-06,Perak,N.41 Rungkup,state,[PRK-N.53]
1986-08-02,SE-07,Perak,N.41 Rungkup,state,[PRK-N.53]
1990-10-20,SE-08,Perak,N.41 Rungkup,state,[PRK-N.53]
1995-04-24,SE-09,Perak,N.47 Rungkup,state,[PRK-N.53]
1999-11-29,SE-10,Perak,N.47 Rungkup,state,[PRK-N.53]
2004-03-21,SE-11,Perak,N.53 Rungkup,state,[PRK-N.53]
2008-03-08,SE-12,Perak,N.53 Rungkup,state,[PRK-N.53]
2013-05-05,SE-13,Perak,N.53 Rungkup,state,[PRK-N.53]
2018-05-09,SE-14,Perak,N.53 Rungkup,state,[PRK-N.53]
2022-11-19,SE-15,Perak,N.53 Rungkup,state,[PRK-N.53]
1959-05-20,SE-01,Perak,N.28 Hutan Melintang,state,[PRK-N.54]
1964-04-25,SE-02,Perak,N.38 Hutan Melintang,state,[PRK-N.54]
1969-05-10,SE-03,Perak,N.38 Hutan Melintang,state,[PRK-N.54]
1974-08-24,SE-04,Perak,N.42 Hutan Melintang,state,[PRK-N.54]
1978-07-08,SE-05,Perak,N.42 Hutan Melintang,state,[PRK-N.54]
1982-04-22,SE-06,Perak,N.42 Hutan Melintang,state,[PRK-N.54]
1986-08-02,SE-07,Perak,N.42 Hutan Melintang,state,[PRK-N.54]
1990-10-20,SE-08,Perak,N.42 Hutan Melintang,state,[PRK-N.54]
1995-04-24,SE-09,Perak,N.48 Hutan Melintang,state,[PRK-N.54]
1999-11-29,SE-10,Perak,N.48 Hutan Melintang,state,[PRK-N.54]
2004-03-21,SE-11,Perak,N.54 Hutan Melintang,state,[PRK-N.54]
2008-03-08,SE-12,Perak,N.54 Hutan Melintang,state,[PRK-N.54]
2013-05-05,SE-13,Perak,N.54 Hutan Melintang,state,[PRK-N.54]
2018-05-09,SE-14,Perak,N.54 Hutan Melintang,state,[PRK-N.54]
2022-11-19,SE-15,Perak,N.54 Hutan Melintang,state,[PRK-N.54]
1959-05-20,SE-01,Perak,N.30 Pasir Bedamar,state,[PRK-N.55]
1964-04-25,SE-02,Perak,N.36 Pasir Bedamar,state,[PRK-N.55]
1969-05-10,SE-03,Perak,N.36 Pasir Bedamar,state,[PRK-N.55]
1974-08-24,SE-04,Perak,N.37 Pasir Bedamar,state,[PRK-N.55]
1978-07-08,SE-05,Perak,N.37 Pasir Bedamar,state,[PRK-N.55]
1982-04-22,SE-06,Perak,N.37 Pasir Bedamar,state,[PRK-N.55]
1986-08-02,SE-07,Perak,N.43 Pasir Bedamar,state,[PRK-N.55]
1990-10-20,SE-08,Perak,N.43 Pasir Bedamar,state,[PRK-N.55]
1995-04-24,SE-09,Perak,N.49 Pasir Bedamar,state,[PRK-N.55]
1999-11-29,SE-10,Perak,N.49 Pasir Bedamar,state,[PRK-N.55]
2004-03-21,SE-11,Perak,N.55 Pasir Bedamar,state,[PRK-N.55]
2008-03-08,SE-12,Perak,N.55 Pasir Bedamar,state,[PRK-N.55]
2013-05-05,SE-13,Perak,N.55 Pasir Bedamar,state,[PRK-N.55]
2018-05-09,SE-14,Perak,N.55 Pasir Bedamar,state,[PRK-N.55]
2022-11-19,SE-15,Perak,N.55 Pasir Bedamar,state,[PRK-N.55]
1974-08-24,SE-04,Perak,N.38 Changkat Jong,state,[PRK-N.56]
1978-07-08,SE-05,Perak,N.38 Changkat Jong,state,[PRK-N.56]
1982-04-22,SE-06,Perak,N.38 Changkat Jong,state,[PRK-N.56]
1986-08-02,SE-07,Perak,N.44 Changkat Jong,state,[PRK-N.56]
1990-10-20,SE-08,Perak,N.44 Changkat Jong,state,[PRK-N.56]
1995-04-24,SE-09,Perak,N.50 Changkat Jong,state,[PRK-N.56]
1999-11-29,SE-10,Perak,N.50 Changkat Jong,state,[PRK-N.56]
2004-03-21,SE-11,Perak,N.56 Changkat Jong,state,[PRK-N.56]
2008-03-08,SE-12,Perak,N.56 Changkat Jong,state,[PRK-N.56]
2013-05-05,SE-13,Perak,N.56 Changkat Jong,state,[PRK-N.56]
2018-05-09,SE-14,Perak,N.56 Changkat Jong,state,[PRK-N.56]
2022-11-19,SE-15,Perak,N.56 Changkat Jong,state,[PRK-N.56]
1986-08-02,SE-07,Perak,N.45 Sungkai,state,[PRK-N.57]
1990-10-20,SE-08,Perak,N.45 Sungkai,state,[PRK-N.57]
1995-04-24,SE-09,Perak,N.51 Sungkai,state,[PRK-N.57]
1999-11-29,SE-10,Perak,N.51 Sungkai,state,[PRK-N.57]
2004-03-21,SE-11,Perak,N.57 Sungkai,state,[PRK-N.57]
2008-03-08,SE-12,Perak,N.57 Sungkai,state,[PRK-N.57]
2013-05-05,SE-13,Perak,N.57 Sungkai,state,[PRK-N.57]
2018-05-09,SE-14,Perak,N.57 Sungkai,state,[PRK-N.57]
2022-11-19,SE-15,Perak,N.57 Sungkai,state,[PRK-N.57]
1959-05-20,SE-01,Perak,N.08 Slim,state,[PRK-N.58]
1964-04-25,SE-02,Perak,N.34 Slim,state,[PRK-N.58]
1969-05-10,SE-03,Perak,N.34 Slim,state,[PRK-N.58]
1974-08-24,SE-04,Perak,N.40 Slim,state,[PRK-N.58]
1978-07-08,SE-05,Perak,N.40 Slim,state,[PRK-N.58]
1982-04-22,SE-06,Perak,N.40 Slim,state,[PRK-N.58]
1986-08-02,SE-07,Perak,N.46 Slim,state,[PRK-N.58]
1990-10-20,SE-08,Perak,N.46 Slim,state,[PRK-N.58]
1995-04-24,SE-09,Perak,N.52 Slim,state,[PRK-N.58]
1999-11-29,SE-10,Perak,N.52 Slim,state,[PRK-N.58]
2004-03-21,SE-11,Perak,N.58 Slim,state,[PRK-N.58]
2008-03-08,SE-12,Perak,N.58 Slim,state,[PRK-N.58]
2013-05-05,SE-13,Perak,N.58 Slim,state,[PRK-N.58]
2018-05-09,SE-14,Perak,N.58 Slim,state,[PRK-N.58]
2020-08-29,BY-ELECTION,Perak,N.58 Slim,state,[PRK-N.58]
2022-11-19,SE-15,Perak,N.58 Slim,state,[PRK-N.58]
2004-03-21,SE-11,Perak,N.59 Behrang,state,[PRK-N.59]
2008-03-08,SE-12,Perak,N.59 Behrang,state,[PRK-N.59]
2013-05-05,SE-13,Perak,N.59 Behrang,state,[PRK-N.59]
2018-05-09,SE-14,Perak,N.59 Behrang,state,[PRK-N.59]
2022-11-19,SE-15,Perak,N.59 Behrang,state,[PRK-N.59]
1976-05-01,SE-03,Sabah,N.01 Banggi,state,[SBH-N.01]
1981-03-23,SE-04,Sabah,N.01 Banggi,state,[SBH-N.01]
1985-04-20,SE-05,Sabah,N.01 Banggi,state,[SBH-N.01]
1986-05-04,SE-06,Sabah,N.01 Banggi,state,[SBH-N.01]
1990-07-16,SE-07,Sabah,N.01 Banggi,state,[SBH-N.01]
1994-02-18,SE-08,Sabah,N.01 Banggi,state,[SBH-N.01]
1999-03-12,SE-09,Sabah,N.01 Banggi,state,[SBH-N.01]
2004-03-21,SE-10,Sabah,N.01 Banggi,state,[SBH-N.01]
2008-03-08,SE-11,Sabah,N.01 Banggi,state,[SBH-N.01]
2013-05-05,SE-12,Sabah,N.01 Banggi,state,[SBH-N.01]
2018-05-09,SE-13,Sabah,N.01 Banggi,state,[SBH-N.01]
2020-09-26,SE-14,Sabah,N.01 Banggi,state,[SBH-N.01]
1976-05-01,SE-03,Sabah,N.03 Bengkoka,state,[SBH-N.02]
1981-03-23,SE-04,Sabah,N.03 Bengkoka,state,[SBH-N.02]
1985-04-20,SE-05,Sabah,N.03 Bengkoka,state,[SBH-N.02]
1986-05-04,SE-06,Sabah,N.03 Bengkoka,state,[SBH-N.02]
1990-07-16,SE-07,Sabah,N.03 Bengkoka,state,[SBH-N.02]
1994-02-18,SE-08,Sabah,N.03 Bengkoka,state,[SBH-N.02]
1999-03-12,SE-09,Sabah,N.03 Bengkoka,state,[SBH-N.02]
2020-09-26,SE-14,Sabah,N.02 Bengkoka,state,[SBH-N.02]
2004-03-21,SE-10,Sabah,N.03 Pitas,state,[SBH-N.03]
2008-03-08,SE-11,Sabah,N.03 Pitas,state,[SBH-N.03]
2013-05-05,SE-12,Sabah,N.03 Pitas,state,[SBH-N.03]
2018-05-09,SE-13,Sabah,N.03 Pitas,state,[SBH-N.03]
2020-09-26,SE-14,Sabah,N.03 Pitas,state,[SBH-N.03]
2004-03-21,SE-10,Sabah,N.02 Tanjong Kapor,state,[SBH-N.04]
2008-03-08,SE-11,Sabah,N.02 Tanjong Kapor,state,[SBH-N.04]
2013-05-05,SE-12,Sabah,N.02 Tanjong Kapor,state,[SBH-N.04]
2018-05-09,SE-13,Sabah,N.02 Tanjong Kapor,state,[SBH-N.04]
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,state,[SBH-N.04]
1976-05-01,SE-03,Sabah,N.04 Matunggong,state,[SBH-N.05]
1981-03-23,SE-04,Sabah,N.04 Matunggong,state,[SBH-N.05]
1985-04-20,SE-05,Sabah,N.04 Matunggong,state,[SBH-N.05]
1986-05-04,SE-06,Sabah,N.04 Matunggong,state,[SBH-N.05]
1990-07-16,SE-07,Sabah,N.04 Matunggong,state,[SBH-N.05]
1994-02-18,SE-08,Sabah,N.04 Matunggong,state,[SBH-N.05]
1999-03-12,SE-09,Sabah,N.04 Matunggong,state,[SBH-N.05]
2004-03-21,SE-10,Sabah,N.04 Matunggong,state,[SBH-N.05]
2008-03-08,SE-11,Sabah,N.04 Matunggong,state,[SBH-N.05]
2013-05-05,SE-12,Sabah,N.04 Matunggong,state,[SBH-N.05]
2018-05-09,SE-13,Sabah,N.04 Matunggong,state,[SBH-N.05]
2020-09-26,SE-14,Sabah,N.05 Matunggong,state,[SBH-N.05]
2020-09-26,SE-14,Sabah,N.06 Bandau,state,[SBH-N.06]
1967-04-08,SE-01,Sabah,N.04 Tandek,state,[SBH-N.07]
1971-10-01,SE-02,Sabah,N.04 Tandek,state,[SBH-N.07]
1981-03-23,SE-04,Sabah,N.06 Tandek,state,[SBH-N.07]
1985-04-20,SE-05,Sabah,N.05 Tandek,state,[SBH-N.07]
1986-05-04,SE-06,Sabah,N.05 Tandek,state,[SBH-N.07]
1990-07-16,SE-07,Sabah,N.05 Tandek,state,[SBH-N.07]
1994-02-18,SE-08,Sabah,N.05 Tandek,state,[SBH-N.07]
1999-03-12,SE-09,Sabah,N.05 Tandek,state,[SBH-N.07]
2004-03-21,SE-10,Sabah,N.05 Tandek,state,[SBH-N.07]
2008-03-08,SE-11,Sabah,N.05 Tandek,state,[SBH-N.07]
2013-05-05,SE-12,Sabah,N.05 Tandek,state,[SBH-N.07]
2018-05-09,SE-13,Sabah,N.05 Tandek,state,[SBH-N.07]
2020-09-26,SE-14,Sabah,N.07 Tandek,state,[SBH-N.07]
2020-09-26,SE-14,Sabah,N.08 Pintasan,state,[SBH-N.08]
1976-05-01,SE-03,Sabah,N.08 Tempasuk,state,[SBH-N.09]
1981-03-23,SE-04,Sabah,N.08 Tempasuk,state,[SBH-N.09]
1985-04-20,SE-05,Sabah,N.07 Tempasuk,state,[SBH-N.09]
1986-05-04,SE-06,Sabah,N.07 Tempasuk,state,[SBH-N.09]
1990-07-16,SE-07,Sabah,N.07 Tempasuk,state,[SBH-N.09]
1994-02-18,SE-08,Sabah,N.07 Tempasuk,state,[SBH-N.09]
1999-03-12,SE-09,Sabah,N.06 Tempasuk,state,[SBH-N.09]
2004-03-21,SE-10,Sabah,N.06 Tempasuk,state,[SBH-N.09]
2008-03-08,SE-11,Sabah,N.06 Tempasuk,state,[SBH-N.09]
2013-05-05,SE-12,Sabah,N.06 Tempasuk,state,[SBH-N.09]
2018-05-09,SE-13,Sabah,N.06 Tempasuk,state,[SBH-N.09]
2020-09-26,SE-14,Sabah,N.09 Tempasuk,state,[SBH-N.09]
1967-04-08,SE-01,Sabah,N.05 Usukan,state,[SBH-N.10]
1971-10-01,SE-02,Sabah,N.05 Usukan,state,[SBH-N.10]
1976-05-01,SE-03,Sabah,N.07 Usukan,state,[SBH-N.10]
1981-03-23,SE-04,Sabah,N.07 Usukan,state,[SBH-N.10]
1985-04-20,SE-05,Sabah,N.08 Usukan,state,[SBH-N.10]
1986-05-04,SE-06,Sabah,N.08 Usukan,state,[SBH-N.10]
1990-07-16,SE-07,Sabah,N.08 Usukan,state,[SBH-N.10]
1994-02-18,SE-08,Sabah,N.08 Usukan,state,[SBH-N.10]
1999-03-12,SE-09,Sabah,N.08 Usukan,state,[SBH-N.10]
2004-03-21,SE-10,Sabah,N.08 Usukan,state,[SBH-N.10]
2008-03-08,SE-11,Sabah,N.08 Usukan,state,[SBH-N.10]
2013-05-05,SE-12,Sabah,N.08 Usukan,state,[SBH-N.10]
2018-05-09,SE-13,Sabah,N.08 Usukan,state,[SBH-N.10]
2020-09-26,SE-14,Sabah,N.10 Usukan,state,[SBH-N.10]
1985-04-20,SE-05,Sabah,N.09 Kadamaian,state,[SBH-N.11]
1986-05-04,SE-06,Sabah,N.09 Kadamaian,state,[SBH-N.11]
1990-07-16,SE-07,Sabah,N.09 Kadamaian,state,[SBH-N.11]
1994-02-18,SE-08,Sabah,N.09 Kadamaian,state,[SBH-N.11]
1999-03-12,SE-09,Sabah,N.07 Kadamaian,state,[SBH-N.11]
2004-03-21,SE-10,Sabah,N.07 Kadamaian,state,[SBH-N.11]
2008-03-08,SE-11,Sabah,N.07 Kadamaian,state,[SBH-N.11]
2013-05-05,SE-12,Sabah,N.07 Kadamaian,state,[SBH-N.11]
2018-05-09,SE-13,Sabah,N.07 Kadamaian,state,[SBH-N.11]
2020-09-26,SE-14,Sabah,N.11 Kadamaian,state,[SBH-N.11]
1967-04-08,SE-01,Sabah,N.07 Sulaman,state,[SBH-N.12]
1971-10-01,SE-02,Sabah,N.07 Sulaman,state,[SBH-N.12]
1976-05-01,SE-03,Sabah,N.13 Sulaman,state,[SBH-N.12]
1981-03-23,SE-04,Sabah,N.13 Sulaman,state,[SBH-N.12]
1985-04-20,SE-05,Sabah,N.11 Sulaman,state,[SBH-N.12]
1986-05-04,SE-06,Sabah,N.11 Sulaman,state,[SBH-N.12]
1994-02-18,SE-08,Sabah,N.11 Sulaman,state,[SBH-N.12]
1999-03-12,SE-09,Sabah,N.10 Sulaman,state,[SBH-N.12]
2004-03-21,SE-10,Sabah,N.10 Sulaman,state,[SBH-N.12]
2008-03-08,SE-11,Sabah,N.10 Sulaman,state,[SBH-N.12]
2013-05-05,SE-12,Sabah,N.10 Sulaman,state,[SBH-N.12]
2018-05-09,SE-13,Sabah,N.10 Sulaman,state,[SBH-N.12]
2020-09-26,SE-14,Sabah,N.12 Sulaman,state,[SBH-N.12]
2020-09-26,SE-14,Sabah,N.13 Pantai Dalit,state,[SBH-N.13]
1976-05-01,SE-03,Sabah,N.14 Tamparuli,state,[SBH-N.14]
1981-03-23,SE-04,Sabah,N.14 Tamparuli,state,[SBH-N.14]
1985-04-20,SE-05,Sabah,N.10 Tamparuli,state,[SBH-N.14]
1986-05-04,SE-06,Sabah,N.10 Tamparuli,state,[SBH-N.14]
1990-07-16,SE-07,Sabah,N.10 Tamparuli,state,[SBH-N.14]
1994-02-18,SE-08,Sabah,N.10 Tamparuli,state,[SBH-N.14]
1999-03-12,SE-09,Sabah,N.09 Tamparuli,state,[SBH-N.14]
2004-03-21,SE-10,Sabah,N.09 Tamparuli,state,[SBH-N.14]
2008-03-08,SE-11,Sabah,N.09 Tamparuli,state,[SBH-N.14]
2013-05-05,SE-12,Sabah,N.09 Tamparuli,state,[SBH-N.14]
2018-05-09,SE-13,Sabah,N.09 Tamparuli,state,[SBH-N.14]
2020-09-26,SE-14,Sabah,N.14 Tamparuli,state,[SBH-N.14]
1967-04-08,SE-01,Sabah,N.08 Kiulu,state,[SBH-N.15]
1971-10-01,SE-02,Sabah,N.08 Kiulu,state,[SBH-N.15]
1976-05-01,SE-03,Sabah,N.15 Kiulu,state,[SBH-N.15]
1981-03-23,SE-04,Sabah,N.15 Kiulu,state,[SBH-N.15]
1985-04-20,SE-05,Sabah,N.12 Kiulu,state,[SBH-N.15]
1986-05-04,SE-06,Sabah,N.12 Kiulu,state,[SBH-N.15]
1990-07-16,SE-07,Sabah,N.12 Kiulu,state,[SBH-N.15]
1994-02-18,SE-08,Sabah,N.12 Kiulu,state,[SBH-N.15]
1999-03-12,SE-09,Sabah,N.11 Kiulu,state,[SBH-N.15]
2004-03-21,SE-10,Sabah,N.11 Kiulu,state,[SBH-N.15]
2008-03-08,SE-11,Sabah,N.11 Kiulu,state,[SBH-N.15]
2013-05-05,SE-12,Sabah,N.11 Kiulu,state,[SBH-N.15]
2018-05-09,SE-13,Sabah,N.11 Kiulu,state,[SBH-N.15]
2020-09-26,SE-14,Sabah,N.15 Kiulu,state,[SBH-N.15]
2004-03-21,SE-10,Sabah,N.12 Karambunai,state,[SBH-N.16]
2008-03-08,SE-11,Sabah,N.12 Karambunai,state,[SBH-N.16]
2013-05-05,SE-12,Sabah,N.12 Karambunai,state,[SBH-N.16]
2018-05-09,SE-13,Sabah,N.12 Karambunai,state,[SBH-N.16]
2020-09-26,SE-14,Sabah,N.16 Karambunai,state,[SBH-N.16]
2020-09-26,SE-14,Sabah,N.17 Darau,state,[SBH-N.17]
1976-05-01,SE-03,Sabah,N.22 Inanam,state,[SBH-N.18]
1981-03-23,SE-04,Sabah,N.22 Inanam,state,[SBH-N.18]
1985-04-20,SE-05,Sabah,N.27 Inanam,state,[SBH-N.18]
1986-05-04,SE-06,Sabah,N.27 Inanam,state,[SBH-N.18]
1990-07-16,SE-07,Sabah,N.27 Inanam,state,[SBH-N.18]
1994-02-18,SE-08,Sabah,N.27 Inanam,state,[SBH-N.18]
1999-03-12,SE-09,Sabah,N.12 Inanam,state,[SBH-N.18]
2004-03-21,SE-10,Sabah,N.13 Inanam,state,[SBH-N.18]
2008-03-08,SE-11,Sabah,N.13 Inanam,state,[SBH-N.18]
2013-05-05,SE-12,Sabah,N.13 Inanam,state,[SBH-N.18]
2018-05-09,SE-13,Sabah,N.13 Inanam,state,[SBH-N.18]
2020-09-26,SE-14,Sabah,N.18 Inanam,state,[SBH-N.18]
1976-05-01,SE-03,Sabah,N.19 Likas,state,[SBH-N.19]
1981-03-23,SE-04,Sabah,N.19 Likas,state,[SBH-N.19]
1985-04-20,SE-05,Sabah,N.28 Likas,state,[SBH-N.19]
1986-05-04,SE-06,Sabah,N.28 Likas,state,[SBH-N.19]
1990-07-16,SE-07,Sabah,N.28 Likas,state,[SBH-N.19]
1994-02-18,SE-08,Sabah,N.28 Likas,state,[SBH-N.19]
1999-03-12,SE-09,Sabah,N.13 Likas,state,[SBH-N.19]
2004-03-21,SE-10,Sabah,N.14 Likas,state,[SBH-N.19]
2008-03-08,SE-11,Sabah,N.14 Likas,state,[SBH-N.19]
2013-05-05,SE-12,Sabah,N.14 Likas,state,[SBH-N.19]
2018-05-09,SE-13,Sabah,N.14 Likas,state,[SBH-N.19]
2020-09-26,SE-14,Sabah,N.19 Likas,state,[SBH-N.19]
1985-04-20,SE-05,Sabah,N.29 Api-Api,state,[SBH-N.20]
1986-05-04,SE-06,Sabah,N.29 Api-Api,state,[SBH-N.20]
1990-07-16,SE-07,Sabah,N.29 Api-Api,state,[SBH-N.20]
1999-03-12,SE-09,Sabah,N.14 Api-Api,state,[SBH-N.20]
2004-03-21,SE-10,Sabah,N.15 Api-Api,state,[SBH-N.20]
