date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes
1999-11-29,GE-10,Perak,P.052 Gerik,2,Zulkalpely @ Zulkifli Abu,2939,PAS,3,9122
1999-11-29,GE-10,Perak,P.053 Larut,1,Dato' Raja Ahmad Zainuddin Bin Raja Haji Omar,2940,BN,25,14334
1999-11-29,GE-10,Perak,P.053 Larut,2,Dr Muhammad Nor Manuty,2941,PKR,11,10325
1999-11-29,GE-10,Perak,P.054 Parit Buntar,1,Dato' Dr Hasan Mohd Ali,2942,PAS,3,15931
1999-11-29,GE-10,Perak,P.054 Parit Buntar,2,Dato' Abdul Raman Suliman,1542,BN,25,13837
1999-11-29,GE-10,Perak,P.055 Bagan Serai,1,Dato' Zainal Abidin Zin,1544,BN,25,15088
1999-11-29,GE-10,Perak,P.055 Bagan Serai,2,Ustaz Ahmad Awang,2945,PAS,3,13504
1999-11-29,GE-10,Perak,P.056 Bukit Gantang,1,Roslan Bin Shaharum,2946,PAS,3,16083
1999-11-29,GE-10,Perak,P.056 Bukit Gantang,2,Dato' Dr . Abdullah Fadzil Bin Che Wan,1882,BN,25,21184
1999-11-29,GE-10,Perak,P.057 Taiping,1,Kerk Choo Ting,1636,BN,25,24531
1999-11-29,GE-10,Perak,P.057 Taiping,2,Dr. Lim Kean Ghee,2948,DAP,18,20562
1999-11-29,GE-10,Perak,P.057 Taiping,3,Ng Hoe Hun,655,MDP,65,637
1999-11-29,GE-10,Perak,P.058 Chenderoh,1,Hj Hamzah B Mohd Zain,2260,PKR,11,9384
1999-11-29,GE-10,Perak,P.058 Chenderoh,2,Datuk Mohamed Nazri B Abdul Aziz,2595,BN,25,13374
1999-11-29,GE-10,Perak,P.059 Sungai Siput,1,Mohd Asri,2617,MDP,65,565
1999-11-29,GE-10,Perak,P.059 Sungai Siput,2,Dr. Kumar,3705,DAP,18,12221
1999-11-29,GE-10,Perak,P.059 Sungai Siput,3,S. Samy Vellu,961,BN,25,17480
1999-11-29,GE-10,Perak,P.060 Tambun,1,Doktor Haji Khairuddin Bin Dato' Abd Malik,11759,PAS,3,17511
1999-11-29,GE-10,Perak,P.060 Tambun,2,Haji Husni Hanadziah,2599,BN,25,24595
1999-11-29,GE-10,Perak,P.061 Ipoh Timor,1,Mohd Yusoff Omar,2955,MDP,65,427
1999-11-29,GE-10,Perak,P.061 Ipoh Timor,2,Thong Fah Chong,2956,BN,25,25273
1999-11-29,GE-10,Perak,P.061 Ipoh Timor,3,Ngeh Koo Ham,2604,DAP,18,23146
1999-11-29,GE-10,Perak,P.062 Ipoh Barat,1,Jaga N. Nathan,2957,MDP,65,215
1999-11-29,GE-10,Perak,P.062 Ipoh Barat,2,Ho Cheong Sing,2603,BN,25,25155
1999-11-29,GE-10,Perak,P.062 Ipoh Barat,3,M. Kulasegaran,2958,DAP,18,21477
1999-11-29,GE-10,Perak,P.063 Batu Gajah,1,Yeong Chee Wah,2605,BN,25,17796
1999-11-29,GE-10,Perak,P.063 Batu Gajah,2,Yang Kar Ming,2959,MDP,65,186
1999-11-29,GE-10,Perak,P.063 Batu Gajah,3,Fong Po Kuan,2960,DAP,18,19867
1999-11-29,GE-10,Perak,P.064 Kuala Kangsar,1,Rafidah Aziz,1300,BN,25,12074
1999-11-29,GE-10,Perak,P.064 Kuala Kangsar,2,Hj. Asmuni B. Awi,2961,PAS,3,9300
1999-11-29,GE-10,Perak,P.065 Beruas,1,Abdul Roni,2962,MDP,65,457
1999-11-29,GE-10,Perak,P.065 Beruas,2,Yew Teong Chong,2963,DAP,18,12801
1999-11-29,GE-10,Perak,P.065 Beruas,3,Dato Seri Dr Lim Keng Yaik,1898,BN,25,14256
1999-11-29,GE-10,Perak,P.066 Parit,1,Ustaz Haji Mat Basir Bin Rahmat,2965,PAS,3,12003
1999-11-29,GE-10,Perak,P.066 Parit,2,Megat Junid Bin Megat Ayob,1578,BN,25,10710
1999-11-29,GE-10,Perak,P.067 Gopeng,1,Abd. Rahman B. Said Alli,2966,DAP,18,14848
1999-11-29,GE-10,Perak,P.067 Gopeng,2,Syed Ahmad Imdadz B. Said Abas,2967,MDP,65,829
1999-11-29,GE-10,Perak,P.067 Gopeng,3,Ting Chew Peh,2273,BN,25,21254
1999-11-29,GE-10,Perak,P.068 Kampar,1,Hew See Tong,2276,BN,25,23030
1999-11-29,GE-10,Perak,P.068 Kampar,2,Loh Peng Lam,2969,DAP,18,15567
1999-11-29,GE-10,Perak,P.069 Tapah,1,S. Veerasingam,2970,BN,25,14945
1999-11-29,GE-10,Perak,P.069 Tapah,2,Kamarudin Bin Awang Teh,2262,PKR,11,9306
1999-11-29,GE-10,Perak,P.070 Pasir Salak,1,Ramli Ngah Talib,2972,BN,25,16792
1999-11-29,GE-10,Perak,P.070 Pasir Salak,2,Hj. Osman Abdul Rahman,2973,PKR,11,11747
1999-11-29,GE-10,Perak,P.071 Lumut,1,Zaman Huri Haji Samsudin,2974,PKR,11,20056
1999-11-29,GE-10,Perak,P.071 Lumut,2,Keng Cho Ha,2975,BN,25,20661
1999-11-29,GE-10,Perak,P.072 Bagan Datok,1,Datuk Ahmad Zahid Hamidi,2622,BN,25,12938
1999-11-29,GE-10,Perak,P.072 Bagan Datok,2,Mohamad Dahalan B. Arshad,2977,PKR,11,8321
1999-11-29,GE-10,Perak,P.073 Telok Intan,1,Mah Siew Keong,2978,BN,25,18576
1999-11-29,GE-10,Perak,P.073 Telok Intan,2,Raj Nallaiya,2979,DAP,18,15793
1999-11-29,GE-10,Perak,P.074 Tanjong Malim,1,Ng Lum Yong,2980,PKR,11,10928
1999-11-29,GE-10,Perak,P.074 Tanjong Malim,2,Loke Yuen Yow,1918,BN,25,22150
1999-11-29,GE-10,Pahang,P.075 Lipis,1,Kamaludin Bin Abd. Rahman,2981,PAS,3,10560
1999-11-29,GE-10,Pahang,P.075 Lipis,2,Amihamzah Bin Ahmad,2982,BN,25,16916
1999-11-29,GE-10,Pahang,P.076 Raub,1,Dato Dr Ng Yen Yen,2983,BN,25,20457
1999-11-29,GE-10,Pahang,P.076 Raub,2,Ng Kwi Ling,2629,DAP,18,14593
1999-11-29,GE-10,Pahang,P.077 Jerantut,1,Tengku Azlan Ibni Sultan Abu Bakar,2644,BN,25,16424
1999-11-29,GE-10,Pahang,P.077 Jerantut,2,Syed Ibrahim Bin Syed Abd Rahman,1588,PAS,3,14961
1999-11-29,GE-10,Pahang,P.078 Kuantan,1,Tan Sri Haji Khalil Yaakob,1597,BN,25,28479
1999-11-29,GE-10,Pahang,P.078 Kuantan,2,Fuziah Salleh,2985,PKR,11,21136
1999-11-29,GE-10,Pahang,P.079 Paya Besar,1,Wan Jusoh Wan Kolok,2986,PKR,11,17186
1999-11-29,GE-10,Pahang,P.079 Paya Besar,2,Dato' Dr. Siti Zaharah Sulaiman,1930,BN,25,20749
1999-11-29,GE-10,Pahang,P.080 Pekan,1,Dato' Sri Najib Tun Razak,1288,BN,25,13148
1999-11-29,GE-10,Pahang,P.080 Pekan,2,Ustaz Haji Ramli Bin Mohamed,2989,PAS,3,12907
1999-11-29,GE-10,Pahang,P.081 Maran,1,Tengku Puji Tengku Abd. Hamid,1284,PAS,3,14511
1999-11-29,GE-10,Pahang,P.081 Maran,2,Dato' Haji Muhamad Bin Haji Abdullah,1929,BN,25,18259
1999-11-29,GE-10,Pahang,P.082 Mentekab,1,Fu Ah Kiow,2335,BN,25,18499
1999-11-29,GE-10,Pahang,P.082 Mentekab,2,Leong Mee Meng,2992,DAP,18,11975
1999-11-29,GE-10,Pahang,P.083 Bentung,1,Abdul Wahab Bin Sudin,2993,PKR,11,12389
1999-11-29,GE-10,Pahang,P.083 Bentung,2,Liow Tiong Lai,2994,BN,25,23104
1999-11-29,GE-10,Pahang,P.084 Temerluh,1,Dato' Haji Mohd. Sarit B. Haji Yusoh,2995,BN,25,19379
1999-11-29,GE-10,Pahang,P.084 Temerluh,2,Dr. Abdul Wahab Ismail,2996,PAS,3,19166
1999-11-29,GE-10,Pahang,P.085 Rompin,1,Mazlan Bin Mohamed Yasin,2997,PAS,3,9879
1999-11-29,GE-10,Pahang,P.085 Rompin,2,Dato' Dr. Jamaludin Bin Jarjis,2300,BN,25,15907
1999-11-29,GE-10,Selangor,P.086 Sabak Bernam,1,Dato' Hj. Zainal B. Dahalan,2999,BN,25,11809
1999-11-29,GE-10,Selangor,P.086 Sabak Bernam,2,Dr. Ghazali B. Basri,3000,PKR,11,10908
1999-11-29,GE-10,Selangor,P.087 Tanjong Karang,1,Dr. Md. Yusoff B. Abd. Wahab,3001,PAS,3,13766
1999-11-29,GE-10,Selangor,P.087 Tanjong Karang,2,Haji Noh Bin Haji Omar,2649,BN,25,15841
1999-11-29,GE-10,Selangor,P.088 Hulu Selangor,1,Dr. Halili Bin Rahmat,3003,PKR,11,13548
1999-11-29,GE-10,Selangor,P.088 Hulu Selangor,2,Dato' G. Palanivel,2306,BN,25,22143
1999-11-29,GE-10,Selangor,P.089 Kuala Selangor,1,Mohamed Sayuti Bin Said,3005,BN,25,23610
1999-11-29,GE-10,Selangor,P.089 Kuala Selangor,2,Mohd Norman Bin Hj. Toha,3006,PAS,3,13690
1999-11-29,GE-10,Selangor,P.090 Selayang,1,Zaitun Mohd Kasim,3007,DAP,18,26144
1999-11-29,GE-10,Selangor,P.090 Selayang,2,Dato' Chan Kong Choy,2287,BN,25,34979
1999-11-29,GE-10,Selangor,P.091 Gombak,1,Datin Paduka Hjh Zaleha Bt Ismail,1607,BN,25,28113
1999-11-29,GE-10,Selangor,P.091 Gombak,2,Dr. Hatta Ramli,3652,PAS,3,27310
1999-11-29,GE-10,Selangor,P.092 Ampang Jaya,1,Ong Tee Keat,2312,BN,25,40669
1999-11-29,GE-10,Selangor,P.092 Ampang Jaya,2,Sivarasa A/L K. Rasiah,3011,PKR,11,32902
1999-11-29,GE-10,Selangor,P.093 Hulu Langat,1,Dr. Mohd Nor Nawawi,3012,PKR,11,24152
1999-11-29,GE-10,Selangor,P.093 Hulu Langat,2,Badrul Hisham Bin Abdul Aziz,2659,BN,25,28018
1999-11-29,GE-10,Selangor,P.094 PJ Utara,1,Ronnie Liu Tian Khew,3013,DAP,18,23122
1999-11-29,GE-10,Selangor,P.094 PJ Utara,2,Chew Mei Fun,3014,BN,25,25603
1999-11-29,GE-10,Selangor,P.094 PJ Utara,3,Wee Chek Aik,3015,MDP,65,706
1999-11-29,GE-10,Selangor,P.095 PJ Selatan,1,Dr. Syed Husin Ali,2328,PRM,57,20736
1999-11-29,GE-10,Selangor,P.095 PJ Selatan,2,Donald Lim Siang Chai,2663,BN,25,24581
1999-11-29,GE-10,Selangor,P.095 PJ Selatan,3,S. Selvanathan,2662,BEBAS,1,457
1999-11-29,GE-10,Selangor,P.096 Serdang,1,Dato' Yap Pian Hon,2664,BN,25,37210
1999-11-29,GE-10,Selangor,P.096 Serdang,2,Dr Wong Ang Peng,3019,DAP,18,33111
1999-11-29,GE-10,Selangor,P.097 Subang,1,Irene Fernandez,3020,PKR,11,28985
1999-11-29,GE-10,Selangor,P.097 Subang,2,Tan Sri Dato' Dr. K.S. Nijhar,3021,BN,25,36137
1999-11-29,GE-10,Selangor,P.098 Shah Alam,1,Ezam Mohd. Nor,3022,PKR,11,34411
1999-11-29,GE-10,Selangor,P.098 Shah Alam,2,Dato' Ir. Hj. Mohd. Zin Bin Mohamed,3023,BN,25,35851
1999-11-29,GE-10,Selangor,P.099 Kapar,1,Dr. Dzulkefly B Ahmad,3024,PAS,3,24970
1999-11-29,GE-10,Selangor,P.099 Kapar,2,P. Komala Devi,3025,BN,25,27830
1999-11-29,GE-10,Selangor,P.099 Kapar,3,N. Tamilarasan @ Kim Chai,3026,BEBAS,1,2112
1999-11-29,GE-10,Selangor,P.100 Klang,1,Dr. Tan Yee Kew,2318,BN,25,30201
1999-11-29,GE-10,Selangor,P.100 Klang,2,Tan Siow Eng,3027,MDP,65,570
1999-11-29,GE-10,Selangor,P.100 Klang,3,Teng Chang Khim,2688,DAP,18,24528
1999-11-29,GE-10,Selangor,P.101 Kuala Langat,1,Dato' Dr Hj Shafie B Hj Mohd Salleh,3028,BN,25,24878
1999-11-29,GE-10,Selangor,P.101 Kuala Langat,2,Hj Saari Hj Sungib,3029,PKR,11,16858
1999-11-29,GE-10,Selangor,P.102 Sepang,1,Mohamad Makki Bin Ahmad,3030,PAS,3,15907
1999-11-29,GE-10,Selangor,P.102 Sepang,2,Seripah Noli Binti Syed Hussin,2676,BN,25,23069
1999-11-29,GE-10,W.P. Kuala Lumpur,P.103 Kepong,1,Dr Tan Seng Giaw,1311,DAP,18,25085
1999-11-29,GE-10,W.P. Kuala Lumpur,P.103 Kepong,2,Mano,3031,BEBAS,1,1003
1999-11-29,GE-10,W.P. Kuala Lumpur,P.103 Kepong,3,Ma Woei Chyi,3032,BN,25,23319
1999-11-29,GE-10,W.P. Kuala Lumpur,P.104 Batu,1,Ng Lip Yong,3033,BN,25,22639
1999-11-29,GE-10,W.P. Kuala Lumpur,P.104 Batu,2,Dr. Sanusi B. Osman,2679,PRM,57,20342
1999-11-29,GE-10,W.P. Kuala Lumpur,P.105 Wangsa Maju,1,Dato' Haji Zulhasnan Rafique,3035,BN,25,29997
1999-11-29,GE-10,W.P. Kuala Lumpur,P.105 Wangsa Maju,2,Puan Hjh. Marina Bt. Mohd. Yusoff,2334,PKR,11,24379
1999-11-29,GE-10,W.P. Kuala Lumpur,P.106 Segambut,1,Tan Kee Kwong,2684,BN,25,24926
1999-11-29,GE-10,W.P. Kuala Lumpur,P.106 Segambut,2,M. Manoharan,3037,DAP,18,16338
1999-11-29,GE-10,W.P. Kuala Lumpur,P.107 Titiwangsa,1,Mohamad Noor Bin Mohamed,3427,PAS,3,17111
1999-11-29,GE-10,W.P. Kuala Lumpur,P.107 Titiwangsa,2,Dato' Dr. Suleiman Mohamed,1973,BN,25,18624
1999-11-29,GE-10,W.P. Kuala Lumpur,P.108 Bukit Bintang,1,Dr. Lee Chong Meng,2687,BN,25,17981
1999-11-29,GE-10,W.P. Kuala Lumpur,P.108 Bukit Bintang,2,Lim Peng Soon,3040,BEBAS,1,198
1999-11-29,GE-10,W.P. Kuala Lumpur,P.108 Bukit Bintang,3,Fong Kui Lun,2321,DAP,18,19115
1999-11-29,GE-10,W.P. Kuala Lumpur,P.109 Lembah Pantai,1,Shahrizat Binti Abdul Jalil,2689,BN,25,18726
1999-11-29,GE-10,W.P. Kuala Lumpur,P.109 Lembah Pantai,2,Zainur Bin Zakaria,3042,PKR,11,17272
1999-11-29,GE-10,W.P. Kuala Lumpur,P.110 Seputeh,1,Liew Ah Kim,1571,MDP,65,457
1999-11-29,GE-10,W.P. Kuala Lumpur,P.110 Seputeh,2,Teresa Kok,2602,DAP,18,28657
1999-11-29,GE-10,W.P. Kuala Lumpur,P.110 Seputeh,3,M. Thurai,3044,BEBAS,1,134
1999-11-29,GE-10,W.P. Kuala Lumpur,P.110 Seputeh,4,Dr. Sua Chong Keh,3045,BN,25,23457
1999-11-29,GE-10,W.P. Kuala Lumpur,P.111 Cheras,1,Lee Boon Kok,3046,BN,25,18587
1999-11-29,GE-10,W.P. Kuala Lumpur,P.111 Cheras,2,Tan Kok Wai,1981,DAP,18,27579
1999-11-29,GE-10,W.P. Kuala Lumpur,P.112 Bandar Tun Razak,1,Datuk Tan Chai Ho,2336,BN,25,22273
1999-11-29,GE-10,W.P. Kuala Lumpur,P.112 Bandar Tun Razak,2,Dr. Chandra Muzaffar,3048,PKR,11,21049
1999-11-29,GE-10,Negeri Sembilan,P.113 Jelebu,1,Ustaz Hj. Jaafar Bin Muhammad,3049,PKR,11,9909
1999-11-29,GE-10,Negeri Sembilan,P.113 Jelebu,2,Dato' Dr. Rais Yatim,1046,BN,25,17028
1999-11-29,GE-10,Negeri Sembilan,P.114 Jempol,1,Ustaz Hj Abd. Rahim B. Hj Yusof,3051,PAS,3,11808
1999-11-29,GE-10,Negeri Sembilan,P.114 Jempol,2,Dato Hj Khalid Yunus,1985,BN,25,23727
1999-11-29,GE-10,Negeri Sembilan,P.115 Tampin,1,Shaziman Bin Abu Mansor,3053,BN,25,21944
1999-11-29,GE-10,Negeri Sembilan,P.115 Tampin,2,Hamdan Bin Hashim,3054,PAS,3,11965
1999-11-29,GE-10,Negeri Sembilan,P.116 Kuala Pilah,1,Dato' Napsiah Binti Omar,1655,BN,25,16494
1999-11-29,GE-10,Negeri Sembilan,P.116 Kuala Pilah,2,Haji Ruslan B Haji Kasim,3056,PKR,11,13676
1999-11-29,GE-10,Negeri Sembilan,P.117 Seremban,1,Lee Peng Fee,3057,DAP,18,23919
1999-11-29,GE-10,Negeri Sembilan,P.117 Seremban,2,Dato' Hon Choon Kim,2701,BN,25,33155
1999-11-29,GE-10,Negeri Sembilan,P.118 Rasah,1,Chen Man Hin,720,DAP,18,27255
1999-11-29,GE-10,Negeri Sembilan,P.118 Rasah,2,Goh Siow Huat,3059,BN,25,28641
1999-11-29,GE-10,Negeri Sembilan,P.119 Telok Kemang,1,N. Gobalakrishnan,3060,DAP,18,17121
1999-11-29,GE-10,Negeri Sembilan,P.119 Telok Kemang,2,S.Anpalagan,3061,BN,25,26815
1999-11-29,GE-10,Melaka,P.120 Alor Gajah,1,Hj. Ab. Ghani Bin Hj. Ab. Rahman,3062,PAS,3,12283
1999-11-29,GE-10,Melaka,P.120 Alor Gajah,2,Datuk Wira Abu Seman Yusop,2707,BN,25,24615
1999-11-29,GE-10,Melaka,P.121 Selandar,1,Dr. Fong Chan Onn,2350,BN,25,23055
1999-11-29,GE-10,Melaka,P.121 Selandar,2,Tian Chua,3064,PKR,11,12316
1999-11-29,GE-10,Melaka,P.122 Batu Berendam,1,Abdul Ghafar Bin Baba,11,BN,25,37656
1999-11-29,GE-10,Melaka,P.122 Batu Berendam,2,Khalid Jaafar,3065,PKR,11,30368
1999-11-29,GE-10,Melaka,P.123 Kota Melaka,1,Kerk Kim Hock,2265,DAP,18,33472
1999-11-29,GE-10,Melaka,P.123 Kota Melaka,2,Lim Swee Kiang,3066,BN,25,24083
1999-11-29,GE-10,Melaka,P.124 Jasin,1,Datuk Seri Abu Zahar Bin Hj. Isnin,3067,BN,25,23638
1999-11-29,GE-10,Melaka,P.124 Jasin,2,Muhajid Haji Yusof Rawa,3288,PAS,3,12947
1999-11-29,GE-10,Johor,P.125 Segamat,1,Subramaniam A/L Sinniah @ Dato S. Subra,1040,BN,25,26350
1999-11-29,GE-10,Johor,P.125 Segamat,2,Tee Gey Yan,3070,DAP,18,15921
1999-11-29,GE-10,Johor,P.126 Ledang,1,Jamaluddin Bin Khalid,3071,PKR,11,12309
1999-11-29,GE-10,Johor,P.126 Ledang,2,Hashim Bin Ismail,2718,BN,25,25816
1999-11-29,GE-10,Johor,P.127 Pagoh,1,Tan Sri Muhyiddin Yassin,1349,BN,25,20140
1999-11-29,GE-10,Johor,P.127 Pagoh,2,Alias Bin Hj. Shamsir,3073,PKR,11,7283
1999-11-29,GE-10,Johor,P.128 Labis,1,Dato' Seri Dr. Lim Liong Seek @ Ling Liong Sik,929,BN,25,23709
1999-11-29,GE-10,Johor,P.128 Labis,2,Ahmad Bin Ton,2361,DAP,18,9908
1999-11-29,GE-10,Johor,P.129 Mersing,1,Abd. Latiff Bin Ahmad,3075,BN,25,18821
1999-11-29,GE-10,Johor,P.129 Mersing,2,Idris Bin Tukachil,3076,PAS,3,7960
1999-11-29,GE-10,Johor,P.130 Kluang,1,Hoo Seong Chang,2725,BN,25,30540
1999-11-29,GE-10,Johor,P.130 Kluang,2,Chew Peck Choo,3077,DAP,18,12170
1999-11-29,GE-10,Johor,P.131 Parit Sulong,1,Mohamed Hanipa Bin Maidin,2743,PAS,3,13603
1999-11-29,GE-10,Johor,P.131 Parit Sulong,2,Ruhanie Bin Ahmad,2367,BN,25,31260
1999-11-29,GE-10,Johor,P.132 Bakri,1,Chua Jui Meng,2015,BN,25,25676
1999-11-29,GE-10,Johor,P.132 Bakri,2,Lim Sey Wee,3079,DAP,18,12316
1999-11-29,GE-10,Johor,P.133 Muar,1,Haji Abdul Rahman Othman,3080,PKR,11,10511
1999-11-29,GE-10,Johor,P.133 Muar,2,Dr Robia Bt Dato' Kosai,3081,BN,25,17693
1999-11-29,GE-10,Johor,P.134 Sri Gading,1,Mohamad Bin Haji Aziz,3082,BN,25,29156
1999-11-29,GE-10,Johor,P.134 Sri Gading,2,Khalid Bin Abd Samad,1843,PAS,3,11598
1999-11-29,GE-10,Johor,P.135 Batu Pahat,1,Mohd Ramli Bin Md Kari,3084,PAS,3,14226
1999-11-29,GE-10,Johor,P.135 Batu Pahat,2,Siam Bin Kasrin,3085,BN,25,31674
1999-11-29,GE-10,Johor,P.136 Tenggara,1,Hishamudin Bin Hussein,2736,BN,25,28376
1999-11-29,GE-10,Johor,P.136 Tenggara,2,Lokman Noor Bin Adam,3087,PKR,11,7559
1999-11-29,GE-10,Johor,P.137 Sungai Benut,1,Abd Hamid Bin Abd Rahman,2377,BN,25,30578
1999-11-29,GE-10,Johor,P.137 Sungai Benut,2,Ungku Mohd Noor Bin Ungku Mahmood,2019,PAS,3,9886
1999-11-29,GE-10,Johor,P.138 Senai,1,Lim Si Cheng,2740,BN,25,32237
1999-11-29,GE-10,Johor,P.138 Senai,2,Tan Hang Meng,3090,DAP,18,14704
1999-11-29,GE-10,Johor,P.139 Kota Tinggi,1,Syed Hamid Bin S. Jaafar Albar,2380,BN,25,37906
1999-11-29,GE-10,Johor,P.139 Kota Tinggi,2,Rosdin Bin Dato Hj. Abdul Rahman Mahmud,3091,PKR,11,5745
1999-11-29,GE-10,Johor,P.140 Tebrau,1,Hassan Bin Karim,2025,PRM,57,13799
1999-11-29,GE-10,Johor,P.140 Tebrau,2,Datuk Ali Hassan,3093,BN,25,49284
1999-11-29,GE-10,Johor,P.141 Johor Bahru,1,Mohamed Khaled Nordin,2386,BN,25,38707
1999-11-29,GE-10,Johor,P.141 Johor Bahru,2,A.Razak Ahmad,1089,PRM,57,14149
1999-11-29,GE-10,Johor,P.142 Pulai,1,Ismail Hj. Awab,3096,PKR,11,10961
1999-11-29,GE-10,Johor,P.142 Pulai,2,Dato' Hj. Abdul Kadir Bin Annuar,3097,BN,25,35529
1999-11-29,GE-10,Johor,P.143 Gelang Patah,1,Teu Si @ Hang See Ten,2748,BN,25,40752
1999-11-29,GE-10,Johor,P.143 Gelang Patah,2,Norman Fernandez,3099,DAP,18,13947
1999-11-29,GE-10,Johor,P.144 Pontian,1,Diong Chi Tzuoh,3100,PKR,11,8259
1999-11-29,GE-10,Johor,P.144 Pontian,2,Ong Ka Ting,2390,BN,25,38169
1999-11-29,GE-10,W.P. Labuan,P.145 Labuan,1,Dato' Haji Suhaili Bin Abdul Rahman,3101,BN,25,8687
1999-11-29,GE-10,W.P. Labuan,P.145 Labuan,2,Teo Boon Heng @ Raymond,3102,PBS,48,2172
1999-11-29,GE-10,W.P. Labuan,P.145 Labuan,3,Asbullah Bin Mohd. Salleh,3103,PAS,3,1318
1999-11-29,GE-10,Sabah,P.146 Marudu,1,Datu Amir Kahar Bin Datu Mustapha,2041,BN,25,11850
1999-11-29,GE-10,Sabah,P.146 Marudu,2,Md Zakaria Bin Said,3104,PBS,48,7963
1999-11-29,GE-10,Sabah,P.146 Marudu,3,Amatus Bernadus Anjun,3105,STAR,64,206
1999-11-29,GE-10,Sabah,P.147 Bandau,1,Baintin Bin Adun,3106,BEBAS,1,1228
1999-11-29,GE-10,Sabah,P.147 Bandau,2,Maijol Mahap,3107,BN,25,6781
1999-11-29,GE-10,Sabah,P.147 Bandau,3,Dr. Maximus Johnity Ongkili,2754,PBS,48,8465
1999-11-29,GE-10,Sabah,P.148 Kota Belud,1,Salleh Said,2757,BN,25,17817
1999-11-29,GE-10,Sabah,P.148 Kota Belud,2,Mul Bin Marif,3110,BEBAS,1,179
1999-11-29,GE-10,Sabah,P.148 Kota Belud,3,Maidom @ Paul Pansai,1376,BEBAS,1,553
1999-11-29,GE-10,Sabah,P.148 Kota Belud,4,Saidil @ Saidi Bin Simoi,3112,PBS,48,8601
1999-11-29,GE-10,Sabah,P.148 Kota Belud,5,Dr. Datu Bandira Datu' Alang,3113,PAS,3,1515
1999-11-29,GE-10,Sabah,P.149 Tuaran,1,Yunof Maringking,2759,PBS,48,10270
1999-11-29,GE-10,Sabah,P.149 Tuaran,2,Wilfred Madius Tangau,3115,BN,25,13083
1999-11-29,GE-10,Sabah,P.149 Tuaran,3,Rubiah F. Ayif,3116,BEBAS,1,185
1999-11-29,GE-10,Sabah,P.150 Gaya,1,Johnny Goh Chin Lok,2763,PBS,48,11198
1999-11-29,GE-10,Sabah,P.150 Gaya,2,Yong Teck Lee,3118,BN,25,15315
1999-11-29,GE-10,Sabah,P.150 Gaya,3,Hamzah Hj. Abdullah,2056,PAS,3,729
1999-11-29,GE-10,Sabah,P.151 Tanjong Aru,1,Oh Choo Hong,1713,DAP,18,534
1999-11-29,GE-10,Sabah,P.151 Tanjong Aru,2,Yong Chiew Lip @ Philip Yong,2414,BN,25,11281
1999-11-29,GE-10,Sabah,P.151 Tanjong Aru,3,Dr. Yee Moh Chai,2764,PBS,48,11826
1999-11-29,GE-10,Sabah,P.152 Penampang,1,Chin Syn Fu,3122,DAP,18,439
1999-11-29,GE-10,Sabah,P.152 Penampang,2,Philip Lasimbang,3123,BN,25,15326
1999-11-29,GE-10,Sabah,P.152 Penampang,3,Jivol @ Edmund Bin Doudilim,3124,PBS,48,12006
1999-11-29,GE-10,Sabah,P.153 Papar,1,Osu Haji Sukam,2074,BN,25,14013
1999-11-29,GE-10,Sabah,P.153 Papar,2,Mohd Saidi Lampoh,3125,PBS,48,7608
1999-11-29,GE-10,Sabah,P.154 Beaufort,1,Anifah Bin Aman,3126,BN,25,16009
1999-11-29,GE-10,Sabah,P.154 Beaufort,2,Ak Aliuddin,1395,PBS,48,9209
1999-11-29,GE-10,Sabah,P.155 Sipitang,1,Datuk Dr. Hj Yusof Hj Yacob,2772,BN,25,9581
1999-11-29,GE-10,Sabah,P.155 Sipitang,2,Abdul Rahman Bin Md. Yakub,3129,PKR,11,5242
1999-11-29,GE-10,Sabah,P.155 Sipitang,3,Ag Ku Tengah Pg. Damit,3130,BEBAS,1,145
1999-11-29,GE-10,Sabah,P.156 Kinabalu,1,Tan Sri Bernard Giluk Dompok,2065,BN,25,11723
1999-11-29,GE-10,Sabah,P.156 Kinabalu,2,Janinim Bin Saliun,3132,PBS,48,6300
1999-11-29,GE-10,Sabah,P.156 Kinabalu,3,Wasimin Hj. Rashim,3133,BEBAS,1,175
1999-11-29,GE-10,Sabah,P.157 Keningau,1,Tan Sri Joseph Kurup,3134,BN,25,12533
1999-11-29,GE-10,Sabah,P.157 Keningau,2,Datuk Joseph Pairin Kitingan,2062,PBS,48,12783
1999-11-29,GE-10,Sabah,P.158 Tenom,1,Rizalman @ Sumin Bin Abdullah @ Sumbing,3136,BN,25,11179
1999-11-29,GE-10,Sabah,P.158 Tenom,2,Radin Malleh,2430,PBS,48,7537
1999-11-29,GE-10,Sabah,P.159 Beluran,1,Dennis Tweening Rantau,3137,PBS,48,5286
1999-11-29,GE-10,Sabah,P.159 Beluran,2,Liaw Teck King,3138,BEBAS,1,219
1999-11-29,GE-10,Sabah,P.159 Beluran,3,Ronald Kiandee,3139,BN,25,6562
1999-11-29,GE-10,Sabah,P.160 Libaran,1,Juslie Bin Ajirol,3140,BN,25,11303
1999-11-29,GE-10,Sabah,P.160 Libaran,2,Muzhry Bin Nasir,3141,PKR,11,4992
1999-11-29,GE-10,Sabah,P.161 Sandakan,1,Lau Ngan Siew,2788,BN,25,12998
