date,election,state,seat,ballot_order,name,candidate_uid,party,party_uid,votes
2023-08-12,SE-15,Kedah,N.30 Bayu,1,Mohd Taufik Bin Yaacob,4374,PN,12,27287
2023-08-12,SE-15,Kedah,N.30 Bayu,2,Dato' Ishak Bin Mat,7530,BN,25,9705
2023-08-12,SE-15,Kedah,N.31 Kupang,1,Suhaimi Hamzah,7531,PH,73,7091
2023-08-12,SE-15,Kedah,N.31 Kupang,2,Dato' Najmi Bin Haji Ahmad,4006,PN,12,26366
2023-08-12,SE-15,Kedah,N.32 Kuala Ketil,1,Mej (B) Mansor Bin Zakaria,7464,PN,12,24872
2023-08-12,SE-15,Kedah,N.32 Kuala Ketil,2,Suriati Binti Che Mid,7534,BN,25,8307
2023-08-12,SE-15,Kedah,N.33 Merbau Pulas,1,Dato' Chegu Madi,7535,BN,25,10634
2023-08-12,SE-15,Kedah,N.33 Merbau Pulas,2,Dato' Ustazah Siti Ashah,7223,PN,12,29919
2023-08-12,SE-15,Kedah,N.34 Lunas,1,Cikgu Shamsul,7537,PH,73,27054
2023-08-12,SE-15,Kedah,N.34 Lunas,2,Khairul Anuar Bin Ramli,7287,PN,12,31537
2023-08-12,SE-15,Kedah,N.34 Lunas,3,Rajendaran A/L Nadarajan,7539,BEBAS,1,364
2023-08-12,SE-15,Kedah,N.34 Lunas,4,Pannir Selvam A/L S Suppiah,7540,BEBAS,1,148
2023-08-12,SE-15,Kedah,N.34 Lunas,5,Ari,7541,BEBAS,1,417
2023-08-12,SE-15,Kedah,N.35 Kulim,1,Awang Teh,7542,PH,73,15536
2023-08-12,SE-15,Kedah,N.35 Kulim,2,Wong Chia Zhen,4961,PN,12,23278
2023-08-12,SE-15,Kedah,N.36 Bandar Baharu,1,Prof. Dr. Suffian Haji Yusoff,7543,PN,12,19327
2023-08-12,SE-15,Kedah,N.36 Bandar Baharu,2,Nuraini Binti Yusoff (Noni),7544,BN,25,7750
1959-05-20,SE-01,Kelantan,N.01 Tumpat Barat,1,Tuan Guru Haji Daud,7609,PAS,3,4208
1959-05-20,SE-01,Kelantan,N.01 Tumpat Barat,2,Othman Bin Mohd. Uddin,7610,PERIKATAN,2,1017
1959-05-20,SE-01,Kelantan,N.01 Tumpat Barat,3,Ibrahim Tunggal,7611,BEBAS,1,147
1959-05-20,SE-01,Kelantan,N.02 Tumpat Tengah,1,Mustapha Awang,7612,PAS,3,2253
1959-05-20,SE-01,Kelantan,N.02 Tumpat Tengah,2,Foo Chow Yong,7613,PERIKATAN,2,2200
1959-05-20,SE-01,Kelantan,N.02 Tumpat Tengah,3,Yahya Bin Abdullah,7614,NEG,9,968
1959-05-20,SE-01,Kelantan,N.02 Tumpat Tengah,4,C. W. Sook,7615,SF,8,341
1959-05-20,SE-01,Kelantan,N.03 Tumpat Timor,1,Che Ishak Mustapha,7616,PAS,3,3469
1959-05-20,SE-01,Kelantan,N.03 Tumpat Timor,2,Haji Wan Idris,7617,PERIKATAN,2,2754
1959-05-20,SE-01,Kelantan,N.04 Kuala Kelantan,1,Haji Abdul Karim Bin Haji Abdul Malek,7618,NEG,9,1072
1959-05-20,SE-01,Kelantan,N.04 Kuala Kelantan,2,Nik Hassan Bin Nik Hussain,7619,PERIKATAN,2,1405
1959-05-20,SE-01,Kelantan,N.04 Kuala Kelantan,3,Wan Yusoff Bin Wan Ya'Acob,7620,PAS,3,2780
1959-05-20,SE-01,Kelantan,N.05 Kota Bharu Utara,1,Haji Wan Dollah,7621,SF,8,169
1959-05-20,SE-01,Kelantan,N.05 Kota Bharu Utara,2,Abdullah Ahmad,7622,PAS,3,3426
1959-05-20,SE-01,Kelantan,N.05 Kota Bharu Utara,3,Halimah Binti Idris,7623,PERIKATAN,2,1061
1959-05-20,SE-01,Kelantan,N.05 Kota Bharu Utara,4,Yusoff Bashah,7624,NEG,9,1262
1959-05-20,SE-01,Kelantan,N.06 Kota Bharu Pantai,1,Nik Abdullah Haji Arshad,1825,PAS,3,4437
1959-05-20,SE-01,Kelantan,N.06 Kota Bharu Pantai,2,Abu Bakar Mohd. Al-Ahmadi,7626,PERIKATAN,2,1222
1959-05-20,SE-01,Kelantan,N.06 Kota Bharu Pantai,3,Mohamed Bin Haji Abdullah,19395,NEG,9,421
1959-05-20,SE-01,Kelantan,N.06 Kota Bharu Pantai,4,Che Wil,7627,SF,8,207
1959-05-20,SE-01,Kelantan,N.07 Meranti,1,Nik Man,345,PAS,3,4989
1959-05-20,SE-01,Kelantan,N.07 Meranti,2,Yusof Bin Mat Akib,7598,PERIKATAN,2,340
1959-05-20,SE-01,Kelantan,N.08 Tendong,1,Mat Noor Yusoff,7592,SF,8,251
1959-05-20,SE-01,Kelantan,N.08 Tendong,2,Tuan Guru Haji Che Hassan,7593,PAS,3,4075
1959-05-20,SE-01,Kelantan,N.08 Tendong,3,Imam Abdullah Tempoyak,7594,BEBAS,1,238
1959-05-20,SE-01,Kelantan,N.08 Tendong,4,Che Gu Haji Harun,7595,BEBAS,1,222
1959-05-20,SE-01,Kelantan,N.08 Tendong,5,Mohd. Zain Bin Harun,7596,PERIKATAN,2,1074
1959-05-20,SE-01,Kelantan,N.09 Bandar Pasir Mas,1,Che Hassan Bin Haji Ismail,616,PERIKATAN,2,1715
1959-05-20,SE-01,Kelantan,N.09 Bandar Pasir Mas,2,Datok Lankamin,7600,NEG,9,85
1959-05-20,SE-01,Kelantan,N.09 Bandar Pasir Mas,3,Che Gu Omar,7667,PAS,3,3657
1959-05-20,SE-01,Kelantan,N.10 Bandar Hilir,1,N. Mohamed Bin Ab. Rahman,120,SF,8,369
1959-05-20,SE-01,Kelantan,N.10 Bandar Hilir,2,Haji Nik Mohd. Adeeb,7629,PAS,3,1745
1959-05-20,SE-01,Kelantan,N.10 Bandar Hilir,3,N. Mahmood Bin Hj. Ab. Majid,7630,BEBAS,1,15
1959-05-20,SE-01,Kelantan,N.10 Bandar Hilir,4,Che Mohamed Bin Awang,7631,NEG,9,99
1959-05-20,SE-01,Kelantan,N.10 Bandar Hilir,5,Wee Khoon Hock,7632,PERIKATAN,2,3027
1959-05-20,SE-01,Kelantan,N.11 Bandar Hulu,1,Muda Bin Haji Yusoff,7670,PAS,3,3249
1959-05-20,SE-01,Kelantan,N.11 Bandar Hulu,2,Abdul Hamid Bin Hj. Ya'Acob,7634,PERIKATAN,2,1977
1959-05-20,SE-01,Kelantan,N.11 Bandar Hulu,3,Idris Bin Haji Mohamed,121,BEBAS,1,87
1959-05-20,SE-01,Kelantan,N.11 Bandar Hulu,4,Hasnah Binti Ja'Afar,7635,NEG,9,204
1959-05-20,SE-01,Kelantan,N.12 Kota Bharu Tengah,1,Salleh Bin Daud,7636,NEG,9,401
1959-05-20,SE-01,Kelantan,N.12 Kota Bharu Tengah,2,Mohd. Asri Bin Haji Muda,112,PAS,3,4357
1959-05-20,SE-01,Kelantan,N.12 Kota Bharu Tengah,3,Hassan Bin Haji Ya'Acob,7637,PERIKATAN,2,1206
1959-05-20,SE-01,Kelantan,N.12 Kota Bharu Tengah,4,Mohd. Noor Bin Omar,7638,SF,8,118
1959-05-20,SE-01,Kelantan,N.13 Bachok Utara,1,Shafei Bin Ahmad,7580,PAS,3,5557
1959-05-20,SE-01,Kelantan,N.13 Bachok Utara,2,Jaafar Bin Mohamad,7581,PERIKATAN,2,1290
1959-05-20,SE-01,Kelantan,N.13 Bachok Utara,3,Haji Nik Mohd. Salleh Bin Haji Wan Musa,7582,NEG,9,222
1959-05-20,SE-01,Kelantan,N.14 Bachok Tengah,1,Nik Mat Haji Hassan,7583,SF,8,162
1959-05-20,SE-01,Kelantan,N.14 Bachok Tengah,2,Mohd. Amin Bin Haji Yaakub,7584,PAS,3,4533
1959-05-20,SE-01,Kelantan,N.14 Bachok Tengah,3,Mohamed Yusoff Bin Yahya,7585,NEG,9,405
1959-05-20,SE-01,Kelantan,N.14 Bachok Tengah,4,Cha Wel,7586,PERIKATAN,2,1022
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,1,Haji Othman Bin Haji Ismail,7587,PAS,3,4498
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,2,Ismail Bin Haji Ahmad,7588,PERIKATAN,2,1220
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,3,Nik Ab. Majid Bin Nik Ab. Rahman,7589,SF,8,105
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,4,Othman Adam,7590,BEBAS,1,65
1959-05-20,SE-01,Kelantan,N.15 Bachok Selatan,5,Haji Mokhtar Bin Haji Ahmad,115,NEG,9,40
1959-05-20,SE-01,Kelantan,N.16 Kota Bharu Timor,1,Ismail Bin Daud,7639,NEG,9,229
1959-05-20,SE-01,Kelantan,N.16 Kota Bharu Timor,2,Saiufi Idris,7676,PAS,3,5103
1959-05-20,SE-01,Kelantan,N.16 Kota Bharu Timor,3,Tuan Man Bin Tuan Salleh,7641,SF,8,134
1959-05-20,SE-01,Kelantan,N.16 Kota Bharu Timor,4,Che Gu Mat Bin H. Ali,1192,PERIKATAN,2,1399
1959-05-20,SE-01,Kelantan,N.17 Kota Bharu Barat,1,Haji Zaid,7643,PERIKATAN,2,920
1959-05-20,SE-01,Kelantan,N.17 Kota Bharu Barat,2,H. Osman Bin Saman,7644,NEG,9,439
1959-05-20,SE-01,Kelantan,N.17 Kota Bharu Barat,3,Ustaz Wan Ismail,7645,SF,8,358
1959-05-20,SE-01,Kelantan,N.17 Kota Bharu Barat,4,Ab. Rahman Bin Awang Sulong,7646,PAS,3,5426
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,1,Nik Hassan Bin Nik Yahya,110,PERIKATAN,2,1334
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,2,Haji Ab. Majid Bin H. Ibrahim,7648,BEBAS,1,100
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,3,Che Gu Deraman,7649,NEG,9,49
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,4,Che Gu Noor,7650,SF,8,306
1959-05-20,SE-01,Kelantan,N.18 Kota Bharu Selatan,5,Haji Ishak Lotfi,7651,PAS,3,5041
1959-05-20,SE-01,Kelantan,N.19 Rantau Panjang,1,Gelap Pak Well,7606,NEG,9,66
1959-05-20,SE-01,Kelantan,N.19 Rantau Panjang,2,Abdul Rahman Hj. Daud,7607,PAS,3,2521
1959-05-20,SE-01,Kelantan,N.19 Rantau Panjang,3,Nik Yusoff Bin Nik Lodin,7608,PERIKATAN,2,1241
1959-05-20,SE-01,Kelantan,N.20 Lemal,1,Tuan Guru Haji Haron,7684,PAS,3,3367
1959-05-20,SE-01,Kelantan,N.20 Lemal,2,Omar Bin Haji Ahmad,7603,PERIKATAN,2,1070
1959-05-20,SE-01,Kelantan,N.20 Lemal,3,Mat S. O.,7604,SF,8,57
1959-05-20,SE-01,Kelantan,N.21 Tok Uban,1,Ustaz Abdullah,7686,PAS,3,4389
1959-05-20,SE-01,Kelantan,N.21 Tok Uban,2,Ya'Acob Bin Awang,348,PERIKATAN,2,1183
1959-05-20,SE-01,Kelantan,N.22 Pasir Puteh Utara,1,Tengku Mohamed Bin Sultan Mohamed Iv,7570,PAS,3,4666
1959-05-20,SE-01,Kelantan,N.22 Pasir Puteh Utara,2,Mohamed Bin Che Moh,7571,SF,8,106
1959-05-20,SE-01,Kelantan,N.22 Pasir Puteh Utara,3,Hassan Bin Yaacob,7572,NEG,9,426
1959-05-20,SE-01,Kelantan,N.22 Pasir Puteh Utara,4,Wan Isma' Binti Hj. Ab. Kadir,7573,PERIKATAN,2,1274
1959-05-20,SE-01,Kelantan,N.23 Pasir Puteh Tengah,1,Abdullah Bin Haji Mohamed,7574,SF,8,218
1959-05-20,SE-01,Kelantan,N.23 Pasir Puteh Tengah,2,Wan Sulaiman Bin H. Ibrahim,625,PAS,3,3365
1959-05-20,SE-01,Kelantan,N.23 Pasir Puteh Tengah,3,Haji Abdul Rahman Bin Haji Yusoff,7576,PERIKATAN,2,2826
1959-05-20,SE-01,Kelantan,N.24 Pasir Puteh Tenggara,1,Ghazali Bin  Yusof,7577,PERIKATAN,2,2207
1959-05-20,SE-01,Kelantan,N.24 Pasir Puteh Tenggara,2,Haji Alias Bin Ismail Alias Alias Bin Awang,7578,SF,8,204
1959-05-20,SE-01,Kelantan,N.24 Pasir Puteh Tenggara,3,Ab. Rahman Bin Mohd. Salleh,7579,PAS,3,4868
1959-05-20,SE-01,Kelantan,N.25 Machang Utara,1,Haji Mohamed Bin Nasir,7558,PAS,3,4466
1959-05-20,SE-01,Kelantan,N.25 Machang Utara,2,Ibrahim Bin Mohamed,7559,PERIKATAN,2,2834
1959-05-20,SE-01,Kelantan,N.25 Machang Utara,3,Mohamed Taib Bin Haji Ibrahim,7560,NEG,9,629
1959-05-20,SE-01,Kelantan,N.26 Tanah Merah Timor,1,Othman Bin Ahmad,7561,PERIKATAN,2,2094
1959-05-20,SE-01,Kelantan,N.26 Tanah Merah Timor,2,Che Mamat Bin Ali,7562,SF,8,177
1959-05-20,SE-01,Kelantan,N.26 Tanah Merah Timor,3,Mohd. (Mat) Daud Bin A. Jamil,7563,PAS,3,3184
1959-05-20,SE-01,Kelantan,N.26 Tanah Merah Timor,4,Haji Wan Yusoff Bin Wan Ali,7564,NEG,9,980
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,1,Yusoff Bin Ab. Latiff,7565,PAS,3,3345
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,2,Wan Ja'Afar Bin Haji Mahmood,7566,NEG,9,712
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,3,Hussin Bin Yunus,7567,BEBAS,1,865
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,4,Abdul Ghani Bin Mohamed,7568,PERIKATAN,2,765
1959-05-20,SE-01,Kelantan,N.27 Tanah Merah Barat,5,Said Bin Awang,7569,SF,8,144
1959-05-20,SE-01,Kelantan,N.28 Machang Selatan,1,Haji Mohamed Noor Bin Haji,109,PAS,3,4434
1959-05-20,SE-01,Kelantan,N.28 Machang Selatan,2,Mohd. Salleh Bin H. Hussin,7555,PERIKATAN,2,2655
1959-05-20,SE-01,Kelantan,N.28 Machang Selatan,3,Mohd. Ghazali Bin Haji Noh,7556,NEG,9,315
1959-05-20,SE-01,Kelantan,N.28 Machang Selatan,4,Ismail Bin Omar,7557,SF,8,241
1959-05-20,SE-01,Kelantan,N.29 Ulu Kelantan Timor,1,Mohd. Ali Bin Abdullah,7550,PERIKATAN,2,3051
1959-05-20,SE-01,Kelantan,N.29 Ulu Kelantan Timor,2,John William Lind,7551,SF,8,305
1959-05-20,SE-01,Kelantan,N.29 Ulu Kelantan Timor,3,Hj. Nik Jafaar Bin Nik Soh,7552,BEBAS,1,608
1959-05-20,SE-01,Kelantan,N.29 Ulu Kelantan Timor,4,Wan Ismail Bin Wan Ahmad,912,PAS,3,1978
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,1,Tuan H. Mohd. Yusoff Bangs,7545,BEBAS,1,853
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,2,Wong Yeow Wye,7546,PERIKATAN,2,1126
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,3,Wan Yaacob Bin Wan Ahmad,7547,NEG,9,347
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,4,Hussein Bin Sulaiman,419,SF,8,99
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,5,Mohd. Bin Latiff,7548,BEBAS,1,56
1959-05-20,SE-01,Kelantan,N.30 Ulu Kelantan Barat,6,Khaidir Khatib,628,PAS,3,1472
1964-04-25,SE-02,Kelantan,N.01 Tumpat Barat,1,Haji Daud Bin Yusof,7609,PAS,3,4084
1964-04-25,SE-02,Kelantan,N.01 Tumpat Barat,2,Mohamed Bin Musa,7653,PERIKATAN,2,2041
1964-04-25,SE-02,Kelantan,N.02 Tumpat Tengah,1,Mahmood Bin Mat Amin,7654,PERIKATAN,2,4217
1964-04-25,SE-02,Kelantan,N.02 Tumpat Tengah,2,Abdul Rahman Bin Haji Harun,7655,PAS,3,2948
1964-04-25,SE-02,Kelantan,N.03 Tumpat Timor,1,Omar Bin Awang Kechik,7656,PERIKATAN,2,3786
1964-04-25,SE-02,Kelantan,N.03 Tumpat Timor,2,Ishak Bin Mustapha,7616,PAS,3,3133
1964-04-25,SE-02,Kelantan,N.04 Kuala Kelantan,1,Wan Yusoff Bin Wan Ya'Akub,7620,PAS,3,3071
1964-04-25,SE-02,Kelantan,N.04 Kuala Kelantan,2,Abdul Majid Bin Abu Bakar,7659,PERIKATAN,2,2428
1964-04-25,SE-02,Kelantan,N.05 Kota Bharu Utara,1,Yusoff Bin Othman,7660,PERIKATAN,2,1893
1964-04-25,SE-02,Kelantan,N.05 Kota Bharu Utara,2,Abdullah Bin Ahmad,7622,PAS,3,5025
1964-04-25,SE-02,Kelantan,N.06 Kota Bharu Pantai,1,Nik Abdullah Bin Haji Arshad,1825,PAS,3,4631
1964-04-25,SE-02,Kelantan,N.06 Kota Bharu Pantai,2,Nik Hassan Bin Ibrahim,7663,PERIKATAN,2,2124
1964-04-25,SE-02,Kelantan,N.07 Meranti,1,Nik Man Bin Nik Mohamed,345,PAS,3,5198
1964-04-25,SE-02,Kelantan,N.07 Meranti,2,Wan Mohamad Zain Bin Haji Wan Sulaiman,7664,PERIKATAN,2,432
1964-04-25,SE-02,Kelantan,N.08 Tendong,1,Haji Che' Hassan Bin Haji Ismail,7593,PAS,3,4416
1964-04-25,SE-02,Kelantan,N.08 Tendong,2,Ja'Afar Bin Idris @ Ja'Afar Bin Derpah,7666,PERIKATAN,2,2245
1964-04-25,SE-02,Kelantan,N.09 Bandar Pasir Mas,1,Haji Omar Bin Awang,7667,PAS,3,3776
1964-04-25,SE-02,Kelantan,N.09 Bandar Pasir Mas,2,Abdullah Bin Che' Him,7668,PERIKATAN,2,2588
1964-04-25,SE-02,Kelantan,N.10 Bandar Hilir,1,Foo Chow Yong,7613,PERIKATAN,2,4657
1964-04-25,SE-02,Kelantan,N.10 Bandar Hilir,2,T. Jaffar Bin T. Ahmad,7669,PAS,3,2213
1964-04-25,SE-02,Kelantan,N.11 Bandar Hulu,1,Haji Che Muda Bin Haji Yusooff,7670,PAS,3,4096
1964-04-25,SE-02,Kelantan,N.11 Bandar Hulu,2,Ibrahim Bin Ismail,7671,PERIKATAN,2,4159
1964-04-25,SE-02,Kelantan,N.12 Kota Bharu Tengah,1,Mohd. Asri Bin Haji Muda,112,PAS,3,4724
1964-04-25,SE-02,Kelantan,N.12 Kota Bharu Tengah,2,Haji Ibrahim Bin Mohamed,7559,PERIKATAN,2,2488
1964-04-25,SE-02,Kelantan,N.13 Bachok Utara,1,Ismail Bin Yahya,7673,PERIKATAN,2,2811
1964-04-25,SE-02,Kelantan,N.13 Bachok Utara,2,Shafei Bin Ahmad,7580,PAS,3,4535
1964-04-25,SE-02,Kelantan,N.14 Bachok Tengah,1,Che Yusoff Bin Salleh,7674,PERIKATAN,2,2459
1964-04-25,SE-02,Kelantan,N.14 Bachok Tengah,2,Mohd. Amin Bin Haji Yaakub,7584,PAS,3,4308
1964-04-25,SE-02,Kelantan,N.15 Bachok Selatan,1,Mohd. Zain Bin Abdullah,619,PERIKATAN,2,2905
1964-04-25,SE-02,Kelantan,N.15 Bachok Selatan,2,Haji Othman Bin Haji Ismail,7587,PAS,3,3760
1964-04-25,SE-02,Kelantan,N.16 Kota Bharu Timor,1,Wan Azizi @ Wan Aziz Bin Haji Wan Omar,7675,PERIKATAN,2,2859
1964-04-25,SE-02,Kelantan,N.16 Kota Bharu Timor,2,Saufi Bin Idris,7676,PAS,3,4743
1964-04-25,SE-02,Kelantan,N.17 Kota Bharu Barat,1,Ahmad Bin Yusoff,7677,PERIKATAN,2,1713
1964-04-25,SE-02,Kelantan,N.17 Kota Bharu Barat,2,Ab. Rahman Bin Ag. Sulong,7646,PAS,3,5787
1964-04-25,SE-02,Kelantan,N.18 Kota Bharu Selatan,1,Meor Abdullah Bin Meor Ahmad,7679,PERIKATAN,2,3405
1964-04-25,SE-02,Kelantan,N.18 Kota Bharu Selatan,2,Haji Ishak Lotfi Bin Omar,7651,PAS,3,4956
1964-04-25,SE-02,Kelantan,N.19 Rantau Panjang,1,Ahmad Bin Yatim,7681,PAS,3,2857
1964-04-25,SE-02,Kelantan,N.19 Rantau Panjang,2,Wan Mahmood Bin Wan Konok,7682,PERIKATAN,2,1757
1964-04-25,SE-02,Kelantan,N.20 Lemal,1,Mohd. Zain Bin Haji Awang,7683,PERIKATAN,2,1626
1964-04-25,SE-02,Kelantan,N.20 Lemal,2,Hj. Haron Bin Hj. Sulong,7684,PAS,3,3293
1964-04-25,SE-02,Kelantan,N.21 Tok Uban,1,Hamzah Bin Haji Ismail,7685,PERIKATAN,2,2008
1964-04-25,SE-02,Kelantan,N.21 Tok Uban,2,Abdullah Bin Haji Yusoff,7686,PAS,3,3676
1964-04-25,SE-02,Kelantan,N.22 Pasir Puteh Utara,1,Wan Muhammad Bin Wan Abu Bakar,7687,PERIKATAN,2,2912
1964-04-25,SE-02,Kelantan,N.22 Pasir Puteh Utara,2,Abdul Kadir Bin Mat Saad,7688,PAS,3,4074
1964-04-25,SE-02,Kelantan,N.23 Pasir Puteh Tengah,1,Haji Mohammad Bin Hj. Ismail,7689,PERIKATAN,2,3959
1964-04-25,SE-02,Kelantan,N.23 Pasir Puteh Tengah,2,Wan Sulaiman Bin Haji Ibrahim,625,PAS,3,3499
1964-04-25,SE-02,Kelantan,N.24 Pasir Puteh Tenggara,1,Raja Mahmud Bin Raja Mamat,7690,PERIKATAN,2,3501
1964-04-25,SE-02,Kelantan,N.24 Pasir Puteh Tenggara,2,Ab. Rahman Bin Mohd. Salleh,7579,PAS,3,4091
1964-04-25,SE-02,Kelantan,N.25 Machang Utara,1,Mohyiddin Bin Che' Tengah @ Che' Kadir Bin Alhaji Che' Tengah,7691,PERIKATAN,2,4283
1964-04-25,SE-02,Kelantan,N.25 Machang Utara,2,Haji Mohamed Bin Nasir,7558,PAS,3,4150
1964-04-25,SE-02,Kelantan,N.26 Tanah Merah Timor,1,Che' Omar Bin Muhamad @ Mamat,7692,PAS,3,4418
1964-04-25,SE-02,Kelantan,N.26 Tanah Merah Timor,2,Ismail Bin Abd. Samad,7693,PERIKATAN,2,4028
1964-04-25,SE-02,Kelantan,N.27 Tanah Merah Barat,1,Mohd. Zin Bin Ismail,7694,PERIKATAN,2,3273
1964-04-25,SE-02,Kelantan,N.27 Tanah Merah Barat,2,Che Yusoff Bin Abdul Latiff,7695,PAS,3,3756
1964-04-25,SE-02,Kelantan,N.28 Machang Selatan,1,Yaacob Bin Ismail,7696,PERIKATAN,2,4587
1964-04-25,SE-02,Kelantan,N.28 Machang Selatan,2,Haji Mohd. Noor Bin Haji Yusoff,109,PAS,3,4481
1964-04-25,SE-02,Kelantan,N.29 Ulu Kelantan Timor,1,Yusoff Bin Haji Mohamed Salleh,7698,PERIKATAN,2,5253
1964-04-25,SE-02,Kelantan,N.29 Ulu Kelantan Timor,2,Haji Wan Ismail Bin Wan Ahamad,912,PAS,3,2928
1964-04-25,SE-02,Kelantan,N.30 Ulu Kelantan Barat,1,Khaidir Bin Khatib,628,PAS,3,1871
1964-04-25,SE-02,Kelantan,N.30 Ulu Kelantan Barat,2,Ismail Bin Daud,7639,PERIKATAN,2,2982
1969-05-10,SE-03,Kelantan,N.01 Tumpat Barat,1,Wan Salleh Bin Haji W. Sulaiman @ Wan Abdullah Bin Haji W. Sulaiman,7700,PAS,3,3805
1969-05-10,SE-03,Kelantan,N.01 Tumpat Barat,2,Che Abdul Rahman Bin Che Omar @ Che Derahaman Bin Che Omar,7701,PERIKATAN,2,2978
1969-05-10,SE-03,Kelantan,N.02 Tumpat Tengah,1,Che Lat Bin Kassim,7702,PERIKATAN,2,5114
1969-05-10,SE-03,Kelantan,N.02 Tumpat Tengah,2,Awang Bin Samat,7703,PAS,3,2691
1969-05-10,SE-03,Kelantan,N.03 Tumpat Timor,1,Omar Bin Awang Kechik,7656,PERIKATAN,2,4660
1969-05-10,SE-03,Kelantan,N.03 Tumpat Timor,2,Ishak Bin Mustapha,7616,PAS,3,3523
1969-05-10,SE-03,Kelantan,N.04 Kuala Kelantan,1,Wan Mamat Bin Wan Yusof,7818,PAS,3,3108
1969-05-10,SE-03,Kelantan,N.04 Kuala Kelantan,2,Tengku Noor Asiah Binti Tengku Ahmed,897,PERIKATAN,2,3097
1969-05-10,SE-03,Kelantan,N.05 Kota Bharu Utara,1,Abdullah Bin Ahmad,7622,PAS,3,5441
1969-05-10,SE-03,Kelantan,N.05 Kota Bharu Utara,2,Tengku Abdul Kadir Bin Tengku Chik,7705,PERIKATAN,2,2699
1969-05-10,SE-03,Kelantan,N.06 Kota Bharu Pantai,1,Abdullah Bin Haji Arshad,1825,PAS,3,4893
1969-05-10,SE-03,Kelantan,N.06 Kota Bharu Pantai,2,Haji Mohamed Bin Idris,7706,PERIKATAN,2,2831
1969-05-10,SE-03,Kelantan,N.07 Meranti,1,Nik Man Bin Nik Mohamed,345,PAS,3,4556
1969-05-10,SE-03,Kelantan,N.07 Meranti,2,Mohd. Jantan Bin Mohd. Amin,7707,PERIKATAN,2,882
1969-05-10,SE-03,Kelantan,N.08 Tendong,1,Haji Mohamed Bin Nasir,7558,PAS,3,3878
1969-05-10,SE-03,Kelantan,N.08 Tendong,2,Haji Mohamad Nor Bin Haji Abdullah,7708,PERIKATAN,2,3134
1969-05-10,SE-03,Kelantan,N.09 Bandar Pasir Mas,1,Haji Omar Bin Awang,7667,PAS,3,3841
1969-05-10,SE-03,Kelantan,N.09 Bandar Pasir Mas,2,Abdullah Bin Haji Yusoff,7686,PERIKATAN,2,3351
1969-05-10,SE-03,Kelantan,N.10 Bandar Hilir,1,Foo Chow Yong A/L Foo Hong Sang,7613,PERIKATAN,2,4641
1969-05-10,SE-03,Kelantan,N.10 Bandar Hilir,2,Nik Mat Bin Nik Din,7710,PAS,3,2490
1969-05-10,SE-03,Kelantan,N.10 Bandar Hilir,3,Zakaria Bin Yusof,7711,BEBAS,1,70
1969-05-10,SE-03,Kelantan,N.11 Bandar Hulu,1,Hassan Bin Yaacob,7572,PAS,3,5043
1969-05-10,SE-03,Kelantan,N.11 Bandar Hulu,2,Ibrahim Bin Ismail,7671,PERIKATAN,2,4834
1969-05-10,SE-03,Kelantan,N.12 Kota Bharu Tengah,1,Mohd. Asri Bin Haji Muda,112,PAS,3,4917
1969-05-10,SE-03,Kelantan,N.12 Kota Bharu Tengah,2,Haji Md. Nor Bin Haji Daud,7712,PERIKATAN,2,3308
1969-05-10,SE-03,Kelantan,N.12 Kota Bharu Tengah,3,Dato' Wan Mustapha Bin Haji Ali,352,BEBAS,1,130
1969-05-10,SE-03,Kelantan,N.13 Bachok Utara,1,Mohd. Nor Bin Yusoff,7714,PAS,3,4660
1969-05-10,SE-03,Kelantan,N.13 Bachok Utara,2,Ismail Bin Haji Mamat,7715,PERIKATAN,2,3956
1969-05-10,SE-03,Kelantan,N.14 Bachok Tengah,1,Mohd. Amin Bin Haji Yaakub,7584,PAS,3,4205
1969-05-10,SE-03,Kelantan,N.14 Bachok Tengah,2,Haji Mohd. Amin Bin Haji Othman,7716,PERIKATAN,2,3207
1969-05-10,SE-03,Kelantan,N.15 Bachok Selatan,1,Mohd. Bin Haji Yacob,7717,PAS,3,3669
1969-05-10,SE-03,Kelantan,N.15 Bachok Selatan,2,Mohd. Zain Bin Abdullah,619,PERIKATAN,2,3584
1969-05-10,SE-03,Kelantan,N.15 Bachok Selatan,3,Datin Zainun Binti Ismail,7718,BEBAS,1,135
