date,election,state,seat,area_name,type
1981-03-23,SE-04,Sabah,N.10 Sugut,Sugut,state
1985-04-20,SE-05,Sabah,N.15 Sugut,Sugut,state
1986-05-04,SE-06,Sabah,N.15 Sugut,Sugut,state
1990-07-16,SE-07,Sabah,N.15 Sugut,Sugut,state
1994-02-18,SE-08,Sabah,N.15 Sugut,Sugut,state
1999-03-12,SE-09,Sabah,N.32 Sugut,Sugut,state
2004-03-21,SE-10,Sabah,N.39 Sugut,Sugut,state
2008-03-08,SE-11,Sabah,N.39 Sugut,Sugut,state
2013-05-05,SE-12,Sabah,N.39 Sugut,Sugut,state
2018-05-09,SE-13,Sabah,N.39 Sugut,Sugut,state
2020-09-26,SE-14,Sabah,N.48 Sugut,Sugut,state
1985-04-20,SE-05,Sabah,N.22 Sukau,Sukau,state
1986-05-04,SE-06,Sabah,N.22 Sukau,Sukau,state
1990-07-16,SE-07,Sabah,N.22 Sukau,Sukau,state
1994-02-18,SE-08,Sabah,N.22 Sukau,Sukau,state
1999-03-12,SE-09,Sabah,N.39 Sukau,Sukau,state
2004-03-21,SE-10,Sabah,N.48 Sukau,Sukau,state
2008-03-08,SE-11,Sabah,N.48 Sukau,Sukau,state
2013-05-05,SE-12,Sabah,N.48 Sukau,Sukau,state
2018-05-09,SE-13,Sabah,N.48 Sukau,Sukau,state
2020-09-26,SE-14,Sabah,N.59 Sukau,Sukau,state
1985-04-20,SE-05,Sabah,N.48 Sulabayan,Sulabayan,state
1986-05-04,SE-06,Sabah,N.48 Sulabayan,Sulabayan,state
1990-07-16,SE-07,Sabah,N.48 Sulabayan,Sulabayan,state
1994-02-18,SE-08,Sabah,N.48 Sulabayan,Sulabayan,state
1999-03-12,SE-09,Sabah,N.43 Sulabayan,Sulabayan,state
2004-03-21,SE-10,Sabah,N.52 Sulabayan,Sulabayan,state
2008-03-08,SE-11,Sabah,N.52 Sulabayan,Sulabayan,state
2013-05-05,SE-12,Sabah,N.52 Sulabayan,Sulabayan,state
2018-05-09,SE-13,Sabah,N.52 Sulabayan,Sulabayan,state
2020-09-26,SE-14,Sabah,N.64 Sulabayan,Sulabayan,state
1967-04-08,SE-01,Sabah,N.07 Sulaman,Sulaman,state
1971-10-01,SE-02,Sabah,N.07 Sulaman,Sulaman,state
1976-05-01,SE-03,Sabah,N.13 Sulaman,Sulaman,state
1981-03-23,SE-04,Sabah,N.13 Sulaman,Sulaman,state
1985-04-20,SE-05,Sabah,N.11 Sulaman,Sulaman,state
1986-05-04,SE-06,Sabah,N.11 Sulaman,Sulaman,state
1990-07-16,SE-07,Sabah,N.11 Sulaman,Sulaman,state
1994-02-18,SE-08,Sabah,N.11 Sulaman,Sulaman,state
1999-03-12,SE-09,Sabah,N.10 Sulaman,Sulaman,state
2004-03-21,SE-10,Sabah,N.10 Sulaman,Sulaman,state
2008-03-08,SE-11,Sabah,N.10 Sulaman,Sulaman,state
2013-05-05,SE-12,Sabah,N.10 Sulaman,Sulaman,state
2018-05-09,SE-13,Sabah,N.10 Sulaman,Sulaman,state
2020-09-26,SE-14,Sabah,N.12 Sulaman,Sulaman,state
2020-09-26,SE-14,Sabah,N.51 Sungai Manila,Sungai Manila,state
1985-04-20,SE-05,Sabah,N.17 Sungai Sibuga,Sungai Sibuga,state
1986-05-04,SE-06,Sabah,N.17 Sungai Sibuga,Sungai Sibuga,state
1990-07-16,SE-07,Sabah,N.17 Sungai Sibuga,Sungai Sibuga,state
1994-02-18,SE-08,Sabah,N.17 Sungai Sibuga,Sungai Sibuga,state
1999-03-12,SE-09,Sabah,N.34 Sungai Sibuga,Sungai Sibuga,state
2004-03-21,SE-10,Sabah,N.42 Sungai Sibuga,Sungai Sibuga,state
2008-03-08,SE-11,Sabah,N.42 Sungai Sibuga,Sungai Sibuga,state
2013-05-05,SE-12,Sabah,N.42 Sungai Sibuga,Sungai Sibuga,state
2018-05-09,SE-13,Sabah,N.42 Sungai Sibuga,Sungai Sibuga,state
2020-09-26,SE-14,Sabah,N.52 Sungai Sibuga,Sungai Sibuga,state
1967-04-08,SE-01,Sabah,N.22 Tambunan,Tambunan,state
1971-10-01,SE-02,Sabah,N.22 Tambunan,Tambunan,state
1981-03-23,SE-04,Sabah,N.18 Tambunan,Tambunan,state
1985-04-20,SE-05,Sabah,N.24 Tambunan,Tambunan,state
1986-05-04,SE-06,Sabah,N.24 Tambunan,Tambunan,state
1990-07-16,SE-07,Sabah,N.24 Tambunan,Tambunan,state
1994-02-18,SE-08,Sabah,N.24 Tambunan,Tambunan,state
1999-03-12,SE-09,Sabah,N.27 Tambunan,Tambunan,state
2004-03-21,SE-10,Sabah,N.32 Tambunan,Tambunan,state
2008-03-08,SE-11,Sabah,N.32 Tambunan,Tambunan,state
2013-05-05,SE-12,Sabah,N.32 Tambunan,Tambunan,state
2018-05-09,SE-13,Sabah,N.32 Tambunan,Tambunan,state
2020-09-26,SE-14,Sabah,N.39 Tambunan,Tambunan,state
1976-05-01,SE-03,Sabah,N.14 Tamparuli,Tamparuli,state
1981-03-23,SE-04,Sabah,N.14 Tamparuli,Tamparuli,state
1985-04-20,SE-05,Sabah,N.10 Tamparuli,Tamparuli,state
1986-05-04,SE-06,Sabah,N.10 Tamparuli,Tamparuli,state
1990-07-16,SE-07,Sabah,N.10 Tamparuli,Tamparuli,state
1994-02-18,SE-08,Sabah,N.10 Tamparuli,Tamparuli,state
1999-03-12,SE-09,Sabah,N.09 Tamparuli,Tamparuli,state
2004-03-21,SE-10,Sabah,N.09 Tamparuli,Tamparuli,state
2008-03-08,SE-11,Sabah,N.09 Tamparuli,Tamparuli,state
2013-05-05,SE-12,Sabah,N.09 Tamparuli,Tamparuli,state
2018-05-09,SE-13,Sabah,N.09 Tamparuli,Tamparuli,state
2020-09-26,SE-14,Sabah,N.14 Tamparuli,Tamparuli,state
1967-04-08,SE-01,Sabah,N.04 Tandek,Tandek,state
1971-10-01,SE-02,Sabah,N.04 Tandek,Tandek,state
1976-05-01,SE-03,Sabah,N.06 Tandek,Tandek,state
1981-03-23,SE-04,Sabah,N.06 Tandek,Tandek,state
1985-04-20,SE-05,Sabah,N.05 Tandek,Tandek,state
1986-05-04,SE-06,Sabah,N.05 Tandek,Tandek,state
1990-07-16,SE-07,Sabah,N.05 Tandek,Tandek,state
1994-02-18,SE-08,Sabah,N.05 Tandek,Tandek,state
1999-03-12,SE-09,Sabah,N.05 Tandek,Tandek,state
2004-03-21,SE-10,Sabah,N.05 Tandek,Tandek,state
2008-03-08,SE-11,Sabah,N.05 Tandek,Tandek,state
2013-05-05,SE-12,Sabah,N.05 Tandek,Tandek,state
2018-05-09,SE-13,Sabah,N.05 Tandek,Tandek,state
2020-09-26,SE-14,Sabah,N.07 Tandek,Tandek,state
1967-04-08,SE-01,Sabah,N.10 Tanjong Aru,Tanjong Aru,state
1971-10-01,SE-02,Sabah,N.10 Tanjong Aru,Tanjong Aru,state
1976-05-01,SE-03,Sabah,N.21 Tanjong Aru,Tanjong Aru,state
1981-03-23,SE-04,Sabah,N.21 Tanjong Aru,Tanjong Aru,state
2004-03-21,SE-10,Sabah,N.17 Tanjong Aru,Tanjong Aru,state
2008-03-08,SE-11,Sabah,N.17 Tanjong Aru,Tanjong Aru,state
2013-05-05,SE-12,Sabah,N.17 Tanjong Aru,Tanjong Aru,state
2018-05-09,SE-13,Sabah,N.17 Tanjong Aru,Tanjong Aru,state
2004-03-21,SE-10,Sabah,N.59 Tanjong Batu,Tanjong Batu,state
2008-03-08,SE-11,Sabah,N.59 Tanjong Batu,Tanjong Batu,state
2013-05-05,SE-12,Sabah,N.59 Tanjong Batu,Tanjong Batu,state
2018-05-09,SE-13,Sabah,N.59 Tanjong Batu,Tanjong Batu,state
2004-03-21,SE-10,Sabah,N.02 Tanjong Kapor,Tanjong Kapor,state
2008-03-08,SE-11,Sabah,N.02 Tanjong Kapor,Tanjong Kapor,state
2013-05-05,SE-12,Sabah,N.02 Tanjong Kapor,Tanjong Kapor,state
2018-05-09,SE-13,Sabah,N.02 Tanjong Kapor,Tanjong Kapor,state
2020-09-26,SE-14,Sabah,N.04 Tanjong Kapor,Tanjong Kapor,state
1985-04-20,SE-05,Sabah,N.19 Tanjong Papat,Tanjong Papat,state
1986-05-04,SE-06,Sabah,N.19 Tanjong Papat,Tanjong Papat,state
1990-07-16,SE-07,Sabah,N.19 Tanjong Papat,Tanjong Papat,state
1994-02-18,SE-08,Sabah,N.19 Tanjong Papat,Tanjong Papat,state
1999-03-12,SE-09,Sabah,N.37 Tanjong Papat,Tanjong Papat,state
2004-03-21,SE-10,Sabah,N.46 Tanjong Papat,Tanjong Papat,state
2008-03-08,SE-11,Sabah,N.46 Tanjong Papat,Tanjong Papat,state
2013-05-05,SE-12,Sabah,N.46 Tanjong Papat,Tanjong Papat,state
2018-05-09,SE-13,Sabah,N.46 Tanjong Papat,Tanjong Papat,state
2020-09-26,SE-14,Sabah,N.56 Tanjong Papat,Tanjong Papat,state
2020-09-26,SE-14,Sabah,N.22 Tanjung Aru,Tanjung Aru,state
2020-09-26,SE-14,Sabah,N.71 Tanjung Batu,Tanjung Batu,state
2020-09-26,SE-14,Sabah,N.24 Tanjung Keramat,Tanjung Keramat,state
2020-09-26,SE-14,Sabah,N.47 Telupid,Telupid,state
1976-05-01,SE-03,Sabah,N.18 Tambunan,Tambunan,state
1976-05-01,SE-03,Sabah,N.08 Tempasuk,Tempasuk,state
1981-03-23,SE-04,Sabah,N.08 Tempasuk,Tempasuk,state
1985-04-20,SE-05,Sabah,N.07 Tempasuk,Tempasuk,state
1986-05-04,SE-06,Sabah,N.07 Tempasuk,Tempasuk,state
1990-07-16,SE-07,Sabah,N.07 Tempasuk,Tempasuk,state
1994-02-18,SE-08,Sabah,N.07 Tempasuk,Tempasuk,state
1999-03-12,SE-09,Sabah,N.06 Tempasuk,Tempasuk,state
2004-03-21,SE-10,Sabah,N.06 Tempasuk,Tempasuk,state
2008-03-08,SE-11,Sabah,N.06 Tempasuk,Tempasuk,state
2013-05-05,SE-12,Sabah,N.06 Tempasuk,Tempasuk,state
2018-05-09,SE-13,Sabah,N.06 Tempasuk,Tempasuk,state
2020-09-26,SE-14,Sabah,N.09 Tempasuk,Tempasuk,state
1967-04-08,SE-01,Sabah,N.17 Tenom,Tenom,state
1971-10-01,SE-02,Sabah,N.17 Tenom,Tenom,state
1976-05-01,SE-03,Sabah,N.43 Tenom,Tenom,state
1981-03-23,SE-04,Sabah,N.43 Tenom,Tenom,state
1985-04-20,SE-05,Sabah,N.39 Tenom,Tenom,state
1986-05-04,SE-06,Sabah,N.39 Tenom,Tenom,state
1990-07-16,SE-07,Sabah,N.39 Tenom,Tenom,state
1994-02-18,SE-08,Sabah,N.39 Tenom,Tenom,state
2020-09-26,SE-14,Sabah,N.44 Tulid,Tulid,state
2004-03-21,SE-10,Sabah,N.49 Tungku,Tungku,state
2008-03-08,SE-11,Sabah,N.49 Tungku,Tungku,state
2013-05-05,SE-12,Sabah,N.49 Tungku,Tungku,state
2018-05-09,SE-13,Sabah,N.49 Tungku,Tungku,state
2020-09-26,SE-14,Sabah,N.60 Tungku,Tungku,state
1967-04-08,SE-01,Sabah,N.05 Usukan,Usukan,state
1971-10-01,SE-02,Sabah,N.05 Usukan,Usukan,state
1976-05-01,SE-03,Sabah,N.07 Usukan,Usukan,state
1981-03-23,SE-04,Sabah,N.07 Usukan,Usukan,state
1985-04-20,SE-05,Sabah,N.08 Usukan,Usukan,state
1986-05-04,SE-06,Sabah,N.08 Usukan,Usukan,state
1990-07-16,SE-07,Sabah,N.08 Usukan,Usukan,state
1994-02-18,SE-08,Sabah,N.08 Usukan,Usukan,state
1999-03-12,SE-09,Sabah,N.08 Usukan,Usukan,state
2004-03-21,SE-10,Sabah,N.08 Usukan,Usukan,state
2008-03-08,SE-11,Sabah,N.08 Usukan,Usukan,state
2013-05-05,SE-12,Sabah,N.08 Usukan,Usukan,state
2018-05-09,SE-13,Sabah,N.08 Usukan,Usukan,state
2020-09-26,SE-14,Sabah,N.10 Usukan,Usukan,state
1991-09-27,SE-06,Sarawak,N.12 Asajaya,Asajaya,state
1996-09-07,SE-07,Sarawak,N.12 Asajaya,Asajaya,state
2001-09-27,SE-08,Sarawak,N.12 Asajaya,Asajaya,state
2006-05-20,SE-09,Sarawak,N.14 Asajaya,Asajaya,state
2011-04-16,SE-10,Sarawak,N.14 Asajaya,Asajaya,state
2016-05-07,SE-11,Sarawak,N.15 Asajaya,Asajaya,state
2021-12-18,SE-12,Sarawak,N.15 Asajaya,Asajaya,state
1996-09-07,SE-07,Sarawak,N.62 Ba'kelalan,Ba'kelalan,state
2001-09-27,SE-08,Sarawak,N.62 Ba'kelalan,Ba'kelalan,state
2006-05-20,SE-09,Sarawak,N.70 Ba'kelalan,Ba'kelalan,state
2011-04-16,SE-10,Sarawak,N.70 Ba'kelalan,Ba'kelalan,state
2016-05-07,SE-11,Sarawak,N.81 Ba'kelalan,Ba'kelalan,state
2021-12-18,SE-12,Sarawak,N.81 Ba'kelalan,Ba'kelalan,state
2006-05-20,SE-09,Sarawak,N.25 Balai Ringin,Balai Ringin,state
2011-04-16,SE-10,Sarawak,N.25 Balai Ringin,Balai Ringin,state
2016-05-07,SE-11,Sarawak,N.30 Balai Ringin,Balai Ringin,state
2021-12-18,SE-12,Sarawak,N.30 Balai Ringin,Balai Ringin,state
1969-05-10,SE-01,Sarawak,N.39 Baleh,Baleh,state
1974-08-24,SE-02,Sarawak,N.39 Baleh,Baleh,state
1979-09-15,SE-03,Sarawak,N.39 Baleh,Baleh,state
1983-12-28,SE-04,Sarawak,N.39 Baleh,Baleh,state
1987-04-15,SE-05,Sarawak,N.39 Baleh,Baleh,state
1991-09-27,SE-06,Sarawak,N.47 Baleh,Baleh,state
1996-09-07,SE-07,Sarawak,N.50 Baleh,Baleh,state
2001-09-27,SE-08,Sarawak,N.50 Baleh,Baleh,state
2006-05-20,SE-09,Sarawak,N.56 Baleh,Baleh,state
2011-04-16,SE-10,Sarawak,N.56 Baleh,Baleh,state
2016-05-07,SE-11,Sarawak,N.64 Baleh,Baleh,state
2021-12-18,SE-12,Sarawak,N.64 Baleh,Baleh,state
1969-05-10,SE-01,Sarawak,N.31 Balingian,Balingian,state
1974-08-24,SE-02,Sarawak,N.31 Balingian,Balingian,state
1979-09-15,SE-03,Sarawak,N.31 Balingian,Balingian,state
1983-12-28,SE-04,Sarawak,N.31 Balingian,Balingian,state
1987-04-15,SE-05,Sarawak,N.31 Balingian,Balingian,state
1991-09-27,SE-06,Sarawak,N.42 Balingian,Balingian,state
1996-09-07,SE-07,Sarawak,N.45 Balingian,Balingian,state
2001-09-27,SE-08,Sarawak,N.45 Balingian,Balingian,state
2006-05-20,SE-09,Sarawak,N.51 Balingian,Balingian,state
2011-04-16,SE-10,Sarawak,N.51 Balingian,Balingian,state
2014-03-29,BY-ELECTION,Sarawak,N.51 Balingian,Balingian,state
2016-05-07,SE-11,Sarawak,N.58 Balingian,Balingian,state
2021-12-18,SE-12,Sarawak,N.58 Balingian,Balingian,state
1979-09-15,SE-03,Sarawak,N.18 Batang Ai,Batang Ai,state
1983-12-28,SE-04,Sarawak,N.18 Batang Ai,Batang Ai,state
1987-04-15,SE-05,Sarawak,N.18 Batang Ai,Batang Ai,state
1991-09-27,SE-06,Sarawak,N.23 Batang Ai,Batang Ai,state
1996-09-07,SE-07,Sarawak,N.25 Batang Ai,Batang Ai,state
2001-09-27,SE-08,Sarawak,N.25 Batang Ai,Batang Ai,state
2006-05-20,SE-09,Sarawak,N.29 Batang Air,Batang Ai,state
2011-04-16,SE-10,Sarawak,N.29 Batang Air,Batang Ai,state
2016-05-07,SE-11,Sarawak,N.34 Batang Ai,Batang Ai,state
2021-12-18,SE-12,Sarawak,N.34 Batang Ai,Batang Ai,state
2009-04-07,BY-ELECTION,Sarawak,N.29 Batang Air,Batang Ai,state
2016-05-07,SE-11,Sarawak,N.80 Batu Danau,Batu Danau,state
2021-12-18,SE-12,Sarawak,N.80 Batu Danau,Batu Danau,state
1969-05-10,SE-01,Sarawak,N.09 Batu Kawah,Batu Kawah,state
1974-08-24,SE-02,Sarawak,N.09 Batu Kawah,Batu Kawah,state
1979-09-15,SE-03,Sarawak,N.09 Batu Kawah,Batu Kawah,state
1983-12-28,SE-04,Sarawak,N.09 Batu Kawah,Batu Kawah,state
1987-04-15,SE-05,Sarawak,N.09 Batu Kawah,Batu Kawah,state
1991-09-27,SE-06,Sarawak,N.10 Batu Kawah,Batu Kawah,state
1996-09-07,SE-07,Sarawak,N.11 Batu Kawah,Batu Kawah,state
2001-09-27,SE-08,Sarawak,N.11 Batu Kawah,Batu Kawah,state
2006-05-20,SE-09,Sarawak,N.13 Batu Kawah,Batu Kawah,state
2011-04-16,SE-10,Sarawak,N.13 Batu Kawah,Batu Kawah,state
2016-05-07,SE-11,Sarawak,N.14 Batu Kawah,Batu Kawah,state
2021-12-18,SE-12,Sarawak,N.14 Batu Kawah,Batu Kawah,state
2016-05-07,SE-11,Sarawak,N.13 Batu Kitang,Batu Kitang,state
2021-12-18,SE-12,Sarawak,N.13 Batu Kitang,Batu Kitang,state
1991-09-27,SE-06,Sarawak,N.09 Batu Lintang,Batu Lintang,state
1996-09-07,SE-07,Sarawak,N.10 Batu Lintang,Batu Lintang,state
2001-09-27,SE-08,Sarawak,N.10 Batu Lintang,Batu Lintang,state
2006-05-20,SE-09,Sarawak,N.11 Batu Lintang,Batu Lintang,state
2011-04-16,SE-10,Sarawak,N.11 Batu Lintang,Batu Lintang,state
2016-05-07,SE-11,Sarawak,N.11 Batu Lintang,Batu Lintang,state
2021-12-18,SE-12,Sarawak,N.11 Batu Lintang,Batu Lintang,state
1969-05-10,SE-01,Sarawak,N.02 Bau,Bau,state
1974-08-24,SE-02,Sarawak,N.02 Bau,Bau,state
1991-09-27,SE-06,Sarawak,N.39 Bawang Assan,Bawang Assan,state
1996-09-07,SE-07,Sarawak,N.41 Bawang Assan,Bawang Assan,state
2001-09-27,SE-08,Sarawak,N.41 Bawang Assan,Bawang Assan,state
2006-05-20,SE-09,Sarawak,N.47 Bawang Assan,Bawang Assan,state
2011-04-16,SE-10,Sarawak,N.47 Bawang Assan,Bawang Assan,state
2016-05-07,SE-11,Sarawak,N.53 Bawang Assan,Bawang Assan,state
2021-12-18,SE-12,Sarawak,N.53 Bawang Assan,Bawang Assan,state
2006-05-20,SE-09,Sarawak,N.61 Bekenu,Bekenu,state
2011-04-16,SE-10,Sarawak,N.61 Bekenu,Bekenu,state
2016-05-07,SE-11,Sarawak,N.71 Bekenu,Bekenu,state
2021-12-18,SE-12,Sarawak,N.71 Bekenu,Bekenu,state
1991-09-27,SE-06,Sarawak,N.19 Beladin,Beladin,state
1969-05-10,SE-01,Sarawak,N.40 Belaga,Belaga,state
1974-08-24,SE-02,Sarawak,N.40 Belaga,Belaga,state
1979-09-15,SE-03,Sarawak,N.40 Belaga,Belaga,state
1983-12-28,SE-04,Sarawak,N.40 Belaga,Belaga,state
1987-04-15,SE-05,Sarawak,N.40 Belaga,Belaga,state
1991-09-27,SE-06,Sarawak,N.48 Belaga,Belaga,state
1996-09-07,SE-07,Sarawak,N.51 Belaga,Belaga,state
2001-09-27,SE-08,Sarawak,N.51 Belaga,Belaga,state
2006-05-20,SE-09,Sarawak,N.57 Belaga,Belaga,state
2011-04-16,SE-10,Sarawak,N.57 Belaga,Belaga,state
2016-05-07,SE-11,Sarawak,N.65 Belaga,Belaga,state
2021-12-18,SE-12,Sarawak,N.65 Belaga,Belaga,state
1991-09-27,SE-06,Sarawak,N.28 Belawai,Belawai,state
1996-09-07,SE-07,Sarawak,N.30 Belawai,Belawai,state
2001-09-27,SE-08,Sarawak,N.30 Belawai,Belawai,state
2006-05-20,SE-09,Sarawak,N.35 Belawai,Belawai,state
2011-04-16,SE-10,Sarawak,N.35 Belawai,Belawai,state
1969-05-10,SE-01,Sarawak,N.10 Bengoh,Bengoh,state
1974-08-24,SE-02,Sarawak,N.10 Bengoh,Bengoh,state
1979-09-15,SE-03,Sarawak,N.10 Bengoh,Bengoh,state
1983-12-28,SE-04,Sarawak,N.10 Bengoh,Bengoh,state
1987-04-15,SE-05,Sarawak,N.10 Bengoh,Bengoh,state
1991-09-27,SE-06,Sarawak,N.11 Bengoh,Bengoh,state
1996-09-07,SE-07,Sarawak,N.14 Bengoh,Bengoh,state
2001-09-27,SE-08,Sarawak,N.14 Bengoh,Bengoh,state
2006-05-20,SE-09,Sarawak,N.16 Bengoh,Bengoh,state
2011-04-16,SE-10,Sarawak,N.16 Bengoh,Bengoh,state
1996-09-07,SE-07,Sarawak,N.21 Beting Maro,Beting Maro,state
2001-09-27,SE-08,Sarawak,N.21 Beting Maro,Beting Maro,state
2006-05-20,SE-09,Sarawak,N.24 Beting Maro,Beting Maro,state
2011-04-16,SE-10,Sarawak,N.24 Beting Maro,Beting Maro,state
2016-05-07,SE-11,Sarawak,N.29 Beting Maro,Beting Maro,state
2021-12-18,SE-12,Sarawak,N.29 Beting Maro,Beting Maro,state
1969-05-10,SE-01,Sarawak,N.26 Binatang,Binatang,state
1974-08-24,SE-02,Sarawak,N.26 Binatang,Binatang,state
1991-09-27,SE-06,Sarawak,N.38 Bukit Assek,Bukit Assek,state
1996-09-07,SE-07,Sarawak,N.39 Bukit Assek,Bukit Assek,state
2001-09-27,SE-08,Sarawak,N.39 Bukit Assek,Bukit Assek,state
2006-05-20,SE-09,Sarawak,N.45 Bukit Assek,Bukit Assek,state
2011-04-16,SE-10,Sarawak,N.45 Bukit Assek,Bukit Assek,state
2016-05-07,SE-11,Sarawak,N.51 Bukit Assek,Bukit Assek,state
2021-12-18,SE-12,Sarawak,N.51 Bukit Assek,Bukit Assek,state
1991-09-27,SE-06,Sarawak,N.20 Bukit Begunan,Bukit Begunan,state
1996-09-07,SE-07,Sarawak,N.22 Bukit Begunan,Bukit Begunan,state
2001-09-27,SE-08,Sarawak,N.22 Bukit Begunan,Bukit Begunan,state
2006-05-20,SE-09,Sarawak,N.26 Bukit Begunan,Bukit Begunan,state
2011-04-16,SE-10,Sarawak,N.26 Bukit Begunan,Bukit Begunan,state
2016-05-07,SE-11,Sarawak,N.31 Bukit Begunan,Bukit Begunan,state
2021-12-18,SE-12,Sarawak,N.31 Bukit Begunan,Bukit Begunan,state
2006-05-20,SE-09,Sarawak,N.69 Bukit Danau,Bukit Danau,state
2011-04-16,SE-10,Sarawak,N.69 Bukit Danau,Bukit Danau,state
2016-05-07,SE-11,Sarawak,N.63 Bukit Goram,Bukit Goram,state
2021-12-18,SE-12,Sarawak,N.63 Bukit Goram,Bukit Goram,state
2006-05-20,SE-09,Sarawak,N.68 Bukit Kota,Bukit Kota,state
2011-04-16,SE-10,Sarawak,N.68 Bukit Kota,Bukit Kota,state
2016-05-07,SE-11,Sarawak,N.79 Bukit Kota,Bukit Kota,state
2021-12-18,SE-12,Sarawak,N.79 Bukit Kota,Bukit Kota,state
2006-05-20,SE-09,Sarawak,N.32 Bukit Saban,Bukit Saban,state
2011-04-16,SE-10,Sarawak,N.32 Bukit Saban,Bukit Saban,state
2016-05-07,SE-11,Sarawak,N.37 Bukit Saban,Bukit Saban,state
2021-12-18,SE-12,Sarawak,N.37 Bukit Saban,Bukit Saban,state
2006-05-20,SE-09,Sarawak,N.71 Bukit Sari,Bukit Sari,state
2011-04-16,SE-10,Sarawak,N.71 Bukit Sari,Bukit Sari,state
2016-05-07,SE-11,Sarawak,N.82 Bukit Sari,Bukit Sari,state
2021-12-18,SE-12,Sarawak,N.82 Bukit Sari,Bukit Sari,state
2016-05-07,SE-11,Sarawak,N.23 Bukit Semuja,Bukit Semuja,state
2021-12-18,SE-12,Sarawak,N.23 Bukit Semuja,Bukit Semuja,state
1991-09-27,SE-06,Sarawak,N.41 Dalat,Dalat,state
1996-09-07,SE-07,Sarawak,N.44 Dalat,Dalat,state
2001-09-27,SE-08,Sarawak,N.44 Dalat,Dalat,state
2006-05-20,SE-09,Sarawak,N.50 Dalat,Dalat,state
2011-04-16,SE-10,Sarawak,N.50 Dalat,Dalat,state
2016-05-07,SE-11,Sarawak,N.56 Dalat,Dalat,state
2021-12-18,SE-12,Sarawak,N.56 Dalat,Dalat,state
2006-05-20,SE-09,Sarawak,N.37 Daro,Daro,state
2011-04-16,SE-10,Sarawak,N.37 Daro,Daro,state
2016-05-07,SE-11,Sarawak,N.43 Daro,Daro,state
2021-12-18,SE-12,Sarawak,N.43 Daro,Daro,state
1996-09-07,SE-07,Sarawak,N.04 Demak Laut,Demak Laut,state
2001-09-27,SE-08,Sarawak,N.04 Demak Laut,Demak Laut,state
2006-05-20,SE-09,Sarawak,N.05 Demak Laut,Demak Laut,state
2011-04-16,SE-10,Sarawak,N.05 Demak Laut,Demak Laut,state
2016-05-07,SE-11,Sarawak,N.05 Demak Laut,Demak Laut,state
2021-12-18,SE-12,Sarawak,N.05 Demak Laut,Demak Laut,state
1969-05-10,SE-01,Sarawak,N.30 Dudong,Dudong,state
1974-08-24,SE-02,Sarawak,N.30 Dudong,Dudong,state
1979-09-15,SE-03,Sarawak,N.30 Dudong,Dudong,state
1983-12-28,SE-04,Sarawak,N.30 Dudong,Dudong,state
1987-04-15,SE-05,Sarawak,N.30 Dudong,Dudong,state
1991-09-27,SE-06,Sarawak,N.37 Dudong,Dudong,state
1996-09-07,SE-07,Sarawak,N.40 Dudong,Dudong,state
2001-09-27,SE-08,Sarawak,N.40 Dudong,Dudong,state
2006-05-20,SE-09,Sarawak,N.46 Dudong,Dudong,state
2011-04-16,SE-10,Sarawak,N.46 Dudong,Dudong,state
2016-05-07,SE-11,Sarawak,N.52 Dudong,Dudong,state
2021-12-18,SE-12,Sarawak,N.52 Dudong,Dudong,state
1979-09-15,SE-03,Sarawak,N.17 Engkilili,Engkilili,state
1983-12-28,SE-04,Sarawak,N.17 Engkilili,Engkilili,state
1987-04-15,SE-05,Sarawak,N.17 Engkilili,Engkilili,state
1991-09-27,SE-06,Sarawak,N.22 Engkilili,Engkilili,state
1996-09-07,SE-07,Sarawak,N.24 Engkilili,Engkilili,state
2001-09-27,SE-08,Sarawak,N.24 Engkilili,Engkilili,state
2006-05-20,SE-09,Sarawak,N.28 Engkilili,Engkilili,state
2011-04-16,SE-10,Sarawak,N.28 Engkilili,Engkilili,state
2016-05-07,SE-11,Sarawak,N.33 Engkilili,Engkilili,state
2021-12-18,SE-12,Sarawak,N.33 Engkilili,Engkilili,state
1969-05-10,SE-01,Sarawak,N.17 Engkilili-Skrang,Engkilili-Skrang,state
1974-08-24,SE-02,Sarawak,N.17 Engkilili-Skrang,Engkilili-Skrang,state
1969-05-10,SE-01,Sarawak,N.14 Gedong,Gedong,state
1974-08-24,SE-02,Sarawak,N.14 Gedong,Gedong,state
1979-09-15,SE-03,Sarawak,N.14 Gedong,Gedong,state
1983-12-28,SE-04,Sarawak,N.14 Gedong,Gedong,state
1987-04-15,SE-05,Sarawak,N.14 Gedong,Gedong,state
2016-05-07,SE-11,Sarawak,N.26 Gedong,Gedong,state
2021-12-18,SE-12,Sarawak,N.26 Gedong,Gedong,state
1969-05-10,SE-01,Sarawak,N.29 Igan,Igan,state
1974-08-24,SE-02,Sarawak,N.29 Igan,Igan,state
1979-09-15,SE-03,Sarawak,N.29 Igan,Igan,state
1983-12-28,SE-04,Sarawak,N.29 Igan,Igan,state
1987-04-15,SE-05,Sarawak,N.29 Igan,Igan,state
2006-05-20,SE-09,Sarawak,N.38 Jemoreng,Jemoreng,state
2011-04-16,SE-10,Sarawak,N.38 Jemoreng,Jemoreng,state
2016-05-07,SE-11,Sarawak,N.44 Jemoreng,Jemoreng,state
2021-12-18,SE-12,Sarawak,N.44 Jemoreng,Jemoreng,state
