date,election,state,seat,area_name,type
1974-08-24,GE-04,Johor,P.105 Ayer Hitam,Ayer Hitam,federal
1978-07-08,GE-05,Johor,P.105 Ayer Hitam,Ayer Hitam,federal
1982-04-22,GE-06,Johor,P.105 Ayer Hitam,Ayer Hitam,federal
2004-03-21,GE-11,Johor,P.148 Ayer Hitam,Ayer Hitam,federal
2008-03-08,GE-12,Johor,P.148 Ayer Hitam,Ayer Hitam,federal
2013-05-05,GE-13,Johor,P.148 Ayer Hitam,Ayer Hitam,federal
2018-05-09,GE-14,Johor,P.148 Ayer Hitam,Ayer Hitam,federal
2022-11-19,GE-15,Johor,P.148 Ayer Hitam,Ayer Hitam,federal
1986-08-02,GE-07,Johor,P.122 Bakri,Bakri,federal
1990-10-20,GE-08,Johor,P.122 Bakri,Bakri,federal
1995-04-24,GE-09,Johor,P.132 Bakri,Bakri,federal
1999-11-29,GE-10,Johor,P.132 Bakri,Bakri,federal
2004-03-21,GE-11,Johor,P.145 Bakri,Bakri,federal
2008-03-08,GE-12,Johor,P.145 Bakri,Bakri,federal
2013-05-05,GE-13,Johor,P.145 Bakri,Bakri,federal
2018-05-09,GE-14,Johor,P.145 Bakri,Bakri,federal
2022-11-19,GE-15,Johor,P.145 Bakri,Bakri,federal
1955-07-25,GE-00,Johor,P.034 Batu Pahat,Batu Pahat,federal
1959-05-20,GE-01,Johor,P.067 Batu Pahat,Batu Pahat,federal
1964-04-25,GE-02,Johor,P.093 Batu Pahat,Batu Pahat,federal
1969-05-10,GE-03,Johor,P.093 Batu Pahat,Batu Pahat,federal
1974-08-24,GE-04,Johor,P.111 Batu Pahat,Batu Pahat,federal
1978-07-08,GE-05,Johor,P.111 Batu Pahat,Batu Pahat,federal
1982-04-22,GE-06,Johor,P.111 Batu Pahat,Batu Pahat,federal
1986-08-02,GE-07,Johor,P.125 Batu Pahat,Batu Pahat,federal
1990-10-20,GE-08,Johor,P.125 Batu Pahat,Batu Pahat,federal
1995-04-24,GE-09,Johor,P.135 Batu Pahat,Batu Pahat,federal
1999-11-29,GE-10,Johor,P.135 Batu Pahat,Batu Pahat,federal
2004-03-21,GE-11,Johor,P.150 Batu Pahat,Batu Pahat,federal
2008-03-08,GE-12,Johor,P.150 Batu Pahat,Batu Pahat,federal
2013-05-05,GE-13,Johor,P.150 Batu Pahat,Batu Pahat,federal
2018-05-09,GE-14,Johor,P.150 Batu Pahat,Batu Pahat,federal
2022-11-19,GE-15,Johor,P.150 Batu Pahat,Batu Pahat,federal
1959-05-20,GE-01,Johor,P.068 Batu Pahat Dalam,Batu Pahat Dalam,federal
1964-04-25,GE-02,Johor,P.094 Batu Pahat Dalam,Batu Pahat Dalam,federal
1969-05-10,GE-03,Johor,P.094 Batu Pahat Dalam,Batu Pahat Dalam,federal
1995-04-24,GE-09,Johor,P.143 Gelang Patah,Gelang Patah,federal
1999-11-29,GE-10,Johor,P.143 Gelang Patah,Gelang Patah,federal
2004-03-21,GE-11,Johor,P.162 Gelang Patah,Gelang Patah,federal
2008-03-08,GE-12,Johor,P.162 Gelang Patah,Iskandar Puteri,federal
2013-05-05,GE-13,Johor,P.162 Gelang Patah,Iskandar Puteri,federal
2018-05-09,GE-14,Johor,P.162 Iskandar Puteri,Iskandar Puteri,federal
2022-11-19,GE-15,Johor,P.162 Iskandar Puteri,Iskandar Puteri,federal
1974-08-24,GE-04,Johor,P.114 Johor Bahru,Johor Bahru,federal
1978-07-08,GE-05,Johor,P.114 Johor Bahru,Johor Bahru,federal
1982-04-22,GE-06,Johor,P.114 Johor Bahru,Johor Bahru,federal
1986-08-02,GE-07,Johor,P.130 Johor Bahru,Johor Bahru,federal
1988-08-25,BY-ELECTION,Johor,P.130 Johor Bahru,Johor Bahru,federal
1990-10-20,GE-08,Johor,P.130 Johor Bahru,Johor Bahru,federal
1995-04-24,GE-09,Johor,P.141 Johor Bahru,Johor Bahru,federal
1999-11-29,GE-10,Johor,P.141 Johor Bahru,Johor Bahru,federal
2004-03-21,GE-11,Johor,P.160 Johor Bahru,Johor Bahru,federal
2008-03-08,GE-12,Johor,P.160 Johor Bahru,Johor Bahru,federal
2013-05-05,GE-13,Johor,P.160 Johor Bahru,Johor Bahru,federal
2018-05-09,GE-14,Johor,P.160 Johor Bahru,Johor Bahru,federal
2022-11-19,GE-15,Johor,P.160 Johor Bahru,Johor Bahru,federal
1955-07-25,GE-00,Johor,P.031 Johore Bahru,Johore Bahru,federal
1959-05-20,GE-01,Johor,P.062 Johore Bahru Barat,Johore Bahru Barat,federal
1964-04-25,GE-02,Johor,P.101 Johore Bahru Barat,Johore Bahru Barat,federal
1969-05-10,GE-03,Johor,P.101 Johore Bahru Barat,Johore Bahru Barat,federal
1959-05-20,GE-01,Johor,P.061 Johore Bahru Timor,Johore Bahru Timor,federal
1964-04-25,GE-02,Johor,P.100 Johore Bahru Timor,Johore Bahru Timor,federal
1969-05-10,GE-03,Johor,P.100 Johore Bahru Timor,Johore Bahru Timor,federal
1955-07-25,GE-00,Johor,P.032 Johore Selatan,Johore Selatan,federal
1955-07-25,GE-00,Johor,P.033 Johore Tengah,Johore Tengah,federal
1959-05-20,GE-01,Johor,P.060 Johore Tenggara,Johore Tenggara,federal
1964-04-25,GE-02,Johor,P.096 Johore Tenggara,Johore Tenggara,federal
1969-05-10,GE-03,Johor,P.096 Johore Tenggara,Johore Tenggara,federal
1955-07-25,GE-00,Johor,P.030 Johore Timor,Johore Timor,federal
1964-04-25,GE-02,Johor,P.102 Johore Timor,Johore Timor,federal
1969-05-10,GE-03,Johor,P.102 Johore Timor,Johore Timor,federal
1959-05-20,GE-01,Johor,P.059 Johore Timor,Johore Timor,federal
1974-08-24,GE-04,Johor,P.101 Kluang,Kluang,federal
1978-07-08,GE-05,Johor,P.101 Kluang,Kluang,federal
1982-04-22,GE-06,Johor,P.101 Kluang,Kluang,federal
1986-08-02,GE-07,Johor,P.120 Kluang,Kluang,federal
1990-10-20,GE-08,Johor,P.120 Kluang,Kluang,federal
1995-04-24,GE-09,Johor,P.130 Kluang,Kluang,federal
1999-11-29,GE-10,Johor,P.130 Kluang,Kluang,federal
2004-03-21,GE-11,Johor,P.152 Kluang,Kluang,federal
2008-03-08,GE-12,Johor,P.152 Kluang,Kluang,federal
2013-05-05,GE-13,Johor,P.152 Kluang,Kluang,federal
2018-05-09,GE-14,Johor,P.152 Kluang,Kluang,federal
2022-11-19,GE-15,Johor,P.152 Kluang,Kluang,federal
1959-05-20,GE-01,Johor,P.065 Kluang Selatan,Kluang Selatan,federal
1964-04-25,GE-02,Johor,P.099 Kluang Selatan,Kluang Selatan,federal
1969-05-10,GE-03,Johor,P.099 Kluang Selatan,Kluang Selatan,federal
1959-05-20,GE-01,Johor,P.066 Kluang Utara,Kluang Utara,federal
1964-04-25,GE-02,Johor,P.095 Kluang Utara,Kluang Utara,federal
1969-05-10,GE-03,Johor,P.095 Kluang Utara,Kluang Utara,federal
1986-08-02,GE-07,Johor,P.128 Kota Tinggi,Kota Tinggi,federal
1990-10-20,GE-08,Johor,P.128 Kota Tinggi,Kota Tinggi,federal
1995-04-24,GE-09,Johor,P.139 Kota Tinggi,Kota Tinggi,federal
1999-11-29,GE-10,Johor,P.139 Kota Tinggi,Kota Tinggi,federal
2004-03-21,GE-11,Johor,P.156 Kota Tinggi,Kota Tinggi,federal
2008-03-08,GE-12,Johor,P.156 Kota Tinggi,Kota Tinggi,federal
2013-05-05,GE-13,Johor,P.156 Kota Tinggi,Kota Tinggi,federal
2018-05-09,GE-14,Johor,P.156 Kota Tinggi,Kota Tinggi,federal
2022-11-19,GE-15,Johor,P.156 Kota Tinggi,Kota Tinggi,federal
2004-03-21,GE-11,Johor,P.163 Kulai,Kulai,federal
2008-03-08,GE-12,Johor,P.163 Kulai,Kulai,federal
2013-05-05,GE-13,Johor,P.163 Kulai,Kulai,federal
2018-05-09,GE-14,Johor,P.163 Kulai,Kulai,federal
2022-11-19,GE-15,Johor,P.163 Kulai,Kulai,federal
1974-08-24,GE-04,Johor,P.099 Labis,Labis,federal
1978-07-08,GE-05,Johor,P.099 Labis,Labis,federal
1982-04-22,GE-06,Johor,P.099 Labis,Labis,federal
1986-08-02,GE-07,Johor,P.118 Labis,Labis,federal
1990-10-20,GE-08,Johor,P.118 Labis,Labis,federal
1995-04-24,GE-09,Johor,P.128 Labis,Labis,federal
1999-11-29,GE-10,Johor,P.128 Labis,Labis,federal
2004-03-21,GE-11,Johor,P.142 Labis,Labis,federal
2008-03-08,GE-12,Johor,P.142 Labis,Labis,federal
2013-05-05,GE-13,Johor,P.142 Labis,Labis,federal
2018-05-09,GE-14,Johor,P.142 Labis,Labis,federal
2022-11-19,GE-15,Johor,P.142 Labis,Labis,federal
1974-08-24,GE-04,Johor,P.103 Ledang,Ledang,federal
1978-07-08,GE-05,Johor,P.103 Ledang,Ledang,federal
1982-04-22,GE-06,Johor,P.103 Ledang,Ledang,federal
1986-08-02,GE-07,Johor,P.116 Ledang,Ledang,federal
1990-10-20,GE-08,Johor,P.116 Ledang,Ledang,federal
1995-04-24,GE-09,Johor,P.126 Ledang,Ledang,federal
1999-11-29,GE-10,Johor,P.126 Ledang,Ledang,federal
2004-03-21,GE-11,Johor,P.144 Ledang,Ledang,federal
2008-03-08,GE-12,Johor,P.144 Ledang,Ledang,federal
2013-05-05,GE-13,Johor,P.144 Ledang,Ledang,federal
2018-05-09,GE-14,Johor,P.144 Ledang,Ledang,federal
2022-11-19,GE-15,Johor,P.144 Ledang,Ledang,federal
1986-08-02,GE-07,Johor,P.119 Mersing,Mersing,federal
1990-10-20,GE-08,Johor,P.119 Mersing,Mersing,federal
1995-04-24,GE-09,Johor,P.129 Mersing,Mersing,federal
1999-11-29,GE-10,Johor,P.129 Mersing,Mersing,federal
2004-03-21,GE-11,Johor,P.154 Mersing,Mersing,federal
2008-03-08,GE-12,Johor,P.154 Mersing,Mersing,federal
2013-05-05,GE-13,Johor,P.154 Mersing,Mersing,federal
2018-05-09,GE-14,Johor,P.154 Mersing,Mersing,federal
2022-11-19,GE-15,Johor,P.154 Mersing,Mersing,federal
1974-08-24,GE-04,Johor,P.106 Muar,Muar,federal
1978-07-08,GE-05,Johor,P.106 Muar,Muar,federal
1982-04-22,GE-06,Johor,P.106 Muar,Muar,federal
1986-08-02,GE-07,Johor,P.123 Muar,Muar,federal
1990-10-20,GE-08,Johor,P.123 Muar,Muar,federal
1995-04-24,GE-09,Johor,P.133 Muar,Muar,federal
1999-11-29,GE-10,Johor,P.133 Muar,Muar,federal
2004-03-21,GE-11,Johor,P.146 Muar,Muar,federal
2008-03-08,GE-12,Johor,P.146 Muar,Muar,federal
2013-05-05,GE-13,Johor,P.146 Muar,Muar,federal
2018-05-09,GE-14,Johor,P.146 Muar,Muar,federal
2022-11-19,GE-15,Johor,P.146 Muar,Muar,federal
1959-05-20,GE-01,Johor,P.072 Muar Dalam,Muar Dalam,federal
1964-04-25,GE-02,Johor,P.089 Muar Dalam,Muar Dalam,federal
1969-05-10,GE-03,Johor,P.089 Muar Dalam,Muar Dalam,federal
1959-05-20,GE-01,Johor,P.070 Muar Pantai,Muar Pantai,federal
1964-04-25,GE-02,Johor,P.091 Muar Pantai,Muar Pantai,federal
1969-05-10,GE-03,Johor,P.091 Muar Pantai,Muar Pantai,federal
1955-07-25,GE-00,Johor,P.035 Muar Selatan,Muar Selatan,federal
1959-05-20,GE-01,Johor,P.069 Muar Selatan,Muar Selatan,federal
1964-04-25,GE-02,Johor,P.092 Muar Selatan,Muar Selatan,federal
1969-05-10,GE-03,Johor,P.092 Muar Selatan,Muar Selatan,federal
1955-07-25,GE-00,Johor,P.036 Muar Utara,Muar Utara,federal
1959-05-20,GE-01,Johor,P.071 Muar Utara,Muar Utara,federal
1964-04-25,GE-02,Johor,P.104 Muar Utara,Muar Utara,federal
1969-05-10,GE-03,Johor,P.104 Muar Utara,Muar Utara,federal
1974-08-24,GE-04,Johor,P.104 Pagoh,Pagoh,federal
1978-07-08,GE-05,Johor,P.104 Pagoh,Pagoh,federal
1982-04-22,GE-06,Johor,P.104 Pagoh,Pagoh,federal
1986-08-02,GE-07,Johor,P.117 Pagoh,Pagoh,federal
1990-10-20,GE-08,Johor,P.117 Pagoh,Pagoh,federal
1995-04-24,GE-09,Johor,P.127 Pagoh,Pagoh,federal
1999-11-29,GE-10,Johor,P.127 Pagoh,Pagoh,federal
2004-03-21,GE-11,Johor,P.143 Pagoh,Pagoh,federal
2008-03-08,GE-12,Johor,P.143 Pagoh,Pagoh,federal
2013-05-05,GE-13,Johor,P.143 Pagoh,Pagoh,federal
2018-05-09,GE-14,Johor,P.143 Pagoh,Pagoh,federal
2022-11-19,GE-15,Johor,P.143 Pagoh,Pagoh,federal
1974-08-24,GE-04,Johor,P.108 Panti,Panti,federal
1978-07-08,GE-05,Johor,P.108 Panti,Panti,federal
1982-04-22,GE-06,Johor,P.108 Panti,Panti,federal
1986-08-02,GE-07,Johor,P.121 Parit Sulong,Parit Sulong,federal
1990-10-20,GE-08,Johor,P.121 Parit Sulong,Parit Sulong,federal
1995-04-24,GE-09,Johor,P.131 Parit Sulong,Parit Sulong,federal
1999-11-29,GE-10,Johor,P.131 Parit Sulong,Parit Sulong,federal
2004-03-21,GE-11,Johor,P.147 Parit Sulong,Parit Sulong,federal
2008-03-08,GE-12,Johor,P.147 Parit Sulong,Parit Sulong,federal
2013-05-05,GE-13,Johor,P.147 Parit Sulong,Parit Sulong,federal
2018-05-09,GE-14,Johor,P.147 Parit Sulong,Parit Sulong,federal
2022-11-19,GE-15,Johor,P.147 Parit Sulong,Parit Sulong,federal
2004-03-21,GE-11,Johor,P.159 Pasir Gudang,Pasir Gudang,federal
2008-03-08,GE-12,Johor,P.159 Pasir Gudang,Pasir Gudang,federal
2013-05-05,GE-13,Johor,P.159 Pasir Gudang,Pasir Gudang,federal
2018-05-09,GE-14,Johor,P.159 Pasir Gudang,Pasir Gudang,federal
2022-11-19,GE-15,Johor,P.159 Pasir Gudang,Pasir Gudang,federal
2004-03-21,GE-11,Johor,P.157 Pengerang,Pengerang,federal
2008-03-08,GE-12,Johor,P.157 Pengerang,Pengerang,federal
2013-05-05,GE-13,Johor,P.157 Pengerang,Pengerang,federal
2018-05-09,GE-14,Johor,P.157 Pengerang,Pengerang,federal
2022-11-19,GE-15,Johor,P.157 Pengerang,Pengerang,federal
1974-08-24,GE-04,Johor,P.112 Pontian,Pontian,federal
1978-07-08,GE-05,Johor,P.112 Pontian,Pontian,federal
1982-04-22,GE-06,Johor,P.112 Pontian,Pontian,federal
1986-08-02,GE-07,Johor,P.132 Pontian,Pontian,federal
1990-10-20,GE-08,Johor,P.132 Pontian,Pontian,federal
1995-04-24,GE-09,Johor,P.144 Pontian,Pontian,federal
1999-11-29,GE-10,Johor,P.144 Pontian,Pontian,federal
2004-03-21,GE-11,Johor,P.164 Pontian,Pontian,federal
2008-03-08,GE-12,Johor,P.164 Pontian,Pontian,federal
2013-05-05,GE-13,Johor,P.164 Pontian,Pontian,federal
2018-05-09,GE-14,Johor,P.164 Pontian,Pontian,federal
2022-11-19,GE-15,Johor,P.164 Pontian,Pontian,federal
1959-05-20,GE-01,Johor,P.063 Pontian Selatan,Pontian Selatan,federal
1964-04-25,GE-02,Johor,P.098 Pontian Selatan,Pontian Selatan,federal
1969-05-10,GE-03,Johor,P.098 Pontian Selatan,Pontian Selatan,federal
1959-05-20,GE-01,Johor,P.064 Pontian Utara,Pontian Utara,federal
1964-04-25,GE-02,Johor,P.097 Pontian Utara,Pontian Utara,federal
1969-05-10,GE-03,Johor,P.097 Pontian Utara,Pontian Utara,federal
1974-08-24,GE-04,Johor,P.113 Pulai,Pulai,federal
1978-07-08,GE-05,Johor,P.113 Pulai,Pulai,federal
1982-04-22,GE-06,Johor,P.113 Pulai,Pulai,federal
1986-08-02,GE-07,Johor,P.131 Pulai,Pulai,federal
1990-10-20,GE-08,Johor,P.131 Pulai,Pulai,federal
1995-04-24,GE-09,Johor,P.142 Pulai,Pulai,federal
1999-11-29,GE-10,Johor,P.142 Pulai,Pulai,federal
2004-03-21,GE-11,Johor,P.161 Pulai,Pulai,federal
2008-03-08,GE-12,Johor,P.161 Pulai,Pulai,federal
2013-05-05,GE-13,Johor,P.161 Pulai,Pulai,federal
2018-05-09,GE-14,Johor,P.161 Pulai,Pulai,federal
2022-11-19,GE-15,Johor,P.161 Pulai,Pulai,federal
2023-09-09,BY-ELECTION,Johor,P.161 Pulai,Pulai,federal
1974-08-24,GE-04,Johor,P.107 Rengam,Rengam,federal
1978-07-08,GE-05,Johor,P.107 Rengam,Rengam,federal
1982-04-22,GE-06,Johor,P.107 Rengam,Rengam,federal
1955-07-25,GE-00,Johor,P.037 Segamat,Segamat,federal
1974-08-24,GE-04,Johor,P.100 Segamat,Segamat,federal
1978-07-08,GE-05,Johor,P.100 Segamat,Segamat,federal
1982-04-22,GE-06,Johor,P.100 Segamat,Segamat,federal
1986-08-02,GE-07,Johor,P.115 Segamat,Segamat,federal
1990-10-20,GE-08,Johor,P.115 Segamat,Segamat,federal
1995-04-24,GE-09,Johor,P.125 Segamat,Segamat,federal
1999-11-29,GE-10,Johor,P.125 Segamat,Segamat,federal
2004-03-21,GE-11,Johor,P.140 Segamat,Segamat,federal
2008-03-08,GE-12,Johor,P.140 Segamat,Segamat,federal
2013-05-05,GE-13,Johor,P.140 Segamat,Segamat,federal
2018-05-09,GE-14,Johor,P.140 Segamat,Segamat,federal
2022-11-19,GE-15,Johor,P.140 Segamat,Segamat,federal
1959-05-20,GE-01,Johor,P.074 Segamat Selatan,Segamat Selatan,federal
1964-04-25,GE-02,Johor,P.090 Segamat Selatan,Segamat Selatan,federal
1969-05-10,GE-03,Johor,P.090 Segamat Selatan,Segamat Selatan,federal
1959-05-20,GE-01,Johor,P.073 Segamat Utara,Segamat Utara,federal
1964-04-25,GE-02,Johor,P.103 Segamat Utara,Segamat Utara,federal
1969-05-10,GE-03,Johor,P.103 Segamat Utara,Segamat Utara,federal
2004-03-21,GE-11,Johor,P.141 Sekijang,Sekijang,federal
2008-03-08,GE-12,Johor,P.141 Sekijang,Sekijang,federal
2013-05-05,GE-13,Johor,P.141 Sekijang,Sekijang,federal
2018-05-09,GE-14,Johor,P.141 Sekijang,Sekijang,federal
2022-11-19,GE-15,Johor,P.141 Sekijang,Sekijang,federal
2004-03-21,GE-11,Johor,P.153 Sembrong,Sembrong,federal
2008-03-08,GE-12,Johor,P.153 Sembrong,Sembrong,federal
2013-05-05,GE-13,Johor,P.153 Sembrong,Sembrong,federal
2018-05-09,GE-14,Johor,P.153 Sembrong,Sembrong,federal
2022-11-19,GE-15,Johor,P.153 Sembrong,Sembrong,federal
1974-08-24,GE-04,Johor,P.110 Semerah,Semerah,federal
1978-07-08,GE-05,Johor,P.110 Semerah,Semerah,federal
1982-04-22,GE-06,Johor,P.110 Semerah,Semerah,federal
1986-08-02,GE-07,Johor,P.127 Senai,Senai,federal
1990-10-20,GE-08,Johor,P.127 Senai,Senai,federal
1995-04-24,GE-09,Johor,P.138 Senai,Senai,federal
1999-11-29,GE-10,Johor,P.138 Senai,Senai,federal
2004-03-21,GE-11,Johor,P.151 Simpang Renggam,Simpang Renggam,federal
2008-03-08,GE-12,Johor,P.151 Simpang Renggam,Simpang Renggam,federal
2013-05-05,GE-13,Johor,P.151 Simpang Renggam,Simpang Renggam,federal
2018-05-09,GE-14,Johor,P.151 Simpang Renggam,Simpang Renggam,federal
2022-11-19,GE-15,Johor,P.151 Simpang Renggam,Simpang Renggam,federal
1974-08-24,GE-04,Johor,P.109 Sri Gading,Sri Gading,federal
1978-07-08,GE-05,Johor,P.109 Sri Gading,Sri Gading,federal
1982-04-22,GE-06,Johor,P.109 Sri Gading,Sri Gading,federal
1986-08-02,GE-07,Johor,P.124 Sri Gading,Sri Gading,federal
1990-10-20,GE-08,Johor,P.124 Sri Gading,Sri Gading,federal
1995-04-24,GE-09,Johor,P.134 Sri Gading,Sri Gading,federal
1999-11-29,GE-10,Johor,P.134 Sri Gading,Sri Gading,federal
2004-03-21,GE-11,Johor,P.149 Sri Gading,Sri Gading,federal
2008-03-08,GE-12,Johor,P.149 Sri Gading,Sri Gading,federal
2013-05-05,GE-13,Johor,P.149 Sri Gading,Sri Gading,federal
2018-05-09,GE-14,Johor,P.149 Sri Gading,Sri Gading,federal
2022-11-19,GE-15,Johor,P.149 Sri Gading,Sri Gading,federal
1986-08-02,GE-07,Johor,P.126 Sungai Benut,Sungai Benut,federal
1995-04-24,GE-09,Johor,P.137 Sungai Benut,Sungai Benut,federal
1999-11-29,GE-10,Johor,P.137 Sungai Benut,Sungai Benut,federal
1990-10-20,GE-08,Johor,P.126 Sungai Bunut,Sungai Bunut,federal
2004-03-21,GE-11,Johor,P.165 Tanjong Piai,Tanjong Piai,federal
2008-03-08,GE-12,Johor,P.165 Tanjong Piai,Tanjung Piai,federal
2013-05-05,GE-13,Johor,P.165 Tanjong Piai,Tanjung Piai,federal
2018-05-09,GE-14,Johor,P.165 Tanjung Piai,Tanjung Piai,federal
2019-11-16,BY-ELECTION,Johor,P.165 Tanjung Piai,Tanjung Piai,federal
2022-11-19,GE-15,Johor,P.165 Tanjung Piai,Tanjung Piai,federal
1986-08-02,GE-07,Johor,P.129 Tebrau,Tebrau,federal
1990-10-20,GE-08,Johor,P.129 Tebrau,Tebrau,federal
1995-04-24,GE-09,Johor,P.140 Tebrau,Tebrau,federal
1999-11-29,GE-10,Johor,P.140 Tebrau,Tebrau,federal
2004-03-21,GE-11,Johor,P.158 Tebrau,Tebrau,federal
2008-03-08,GE-12,Johor,P.158 Tebrau,Tebrau,federal
2013-05-05,GE-13,Johor,P.158 Tebrau,Tebrau,federal
2018-05-09,GE-14,Johor,P.158 Tebrau,Tebrau,federal
2022-11-19,GE-15,Johor,P.158 Tebrau,Tebrau,federal
1995-04-24,GE-09,Johor,P.136 Tenggara,Tenggara,federal
1999-11-29,GE-10,Johor,P.136 Tenggara,Tenggara,federal
2004-03-21,GE-11,Johor,P.155 Tenggara,Tenggara,federal
2008-03-08,GE-12,Johor,P.155 Tenggara,Tenggara,federal
2013-05-05,GE-13,Johor,P.155 Tenggara,Tenggara,federal
2018-05-09,GE-14,Johor,P.155 Tenggara,Tenggara,federal
2022-11-19,GE-15,Johor,P.155 Tenggara,Tenggara,federal
1974-08-24,GE-04,Johor,P.102 Tenggaroh,Tenggaroh,federal
1978-07-08,GE-05,Johor,P.102 Tenggaroh,Tenggaroh,federal
1982-04-22,GE-06,Johor,P.102 Tenggaroh,Tenggaroh,federal
1974-08-24,GE-04,Kedah,P.007 Alor Setar,Alor Setar,federal
1978-07-08,GE-05,Kedah,P.007 Alor Setar,Alor Setar,federal
1982-04-22,GE-06,Kedah,P.007 Alor Setar,Alor Setar,federal
1986-08-02,GE-07,Kedah,P.007 Alor Setar,Alor Setar,federal
1990-10-20,GE-08,Kedah,P.007 Alor Setar,Alor Setar,federal
1995-04-24,GE-09,Kedah,P.009 Alor Setar,Alor Setar,federal
1999-11-29,GE-10,Kedah,P.009 Alor Setar,Alor Setar,federal
2004-03-21,GE-11,Kedah,P.009 Alor Setar,Alor Setar,federal
2008-03-08,GE-12,Kedah,P.009 Alor Star,Alor Setar,federal
2013-05-05,GE-13,Kedah,P.009 Alor Star,Alor Setar,federal
2018-05-09,GE-14,Kedah,P.009 Alor Setar,Alor Setar,federal
2022-11-19,GE-15,Kedah,P.009 Alor Setar,Alor Setar,federal
1955-07-25,GE-00,Kedah,P.038 Alor Star,Alor Star,federal
1959-05-20,GE-01,Kedah,P.075 Alor Star,Alor Star,federal
1964-04-25,GE-02,Kedah,P.006 Alor Star,Alor Star,federal
1969-05-10,GE-03,Kedah,P.006 Alor Star,Alor Star,federal
1959-05-20,GE-01,Kedah,P.084 Baling,Baling,federal
1964-04-25,GE-02,Kedah,P.011 Baling,Baling,federal
1969-05-10,GE-03,Kedah,P.011 Baling,Baling,federal
1974-08-24,GE-04,Kedah,P.010 Baling,Baling,federal
1978-07-08,GE-05,Kedah,P.010 Baling,Baling,federal
1982-04-22,GE-06,Kedah,P.010 Baling,Baling,federal
1986-08-02,GE-07,Kedah,P.013 Baling,Baling,federal
1990-10-20,GE-08,Kedah,P.013 Baling,Baling,federal
1995-04-24,GE-09,Kedah,P.016 Baling,Baling,federal
1999-11-29,GE-10,Kedah,P.016 Baling,Baling,federal
2004-03-21,GE-11,Kedah,P.016 Baling,Baling,federal
2008-03-08,GE-12,Kedah,P.016 Baling,Baling,federal
2013-05-05,GE-13,Kedah,P.016 Baling,Baling,federal
2018-05-09,GE-14,Kedah,P.016 Baling,Baling,federal
2022-11-19,GE-15,Kedah,P.016 Baling,Baling,federal
1959-05-20,GE-01,Kedah,P.081 Jerai,Jerai,federal
1969-05-10,GE-03,Kedah,P.010 Jerai,Jerai,federal
1974-08-24,GE-04,Kedah,P.011 Jerai,Jerai,federal
1978-07-08,GE-05,Kedah,P.011 Jerai,Jerai,federal
1982-04-22,GE-06,Kedah,P.011 Jerai,Jerai,federal
1986-08-02,GE-07,Kedah,P.010 Jerai,Jerai,federal
1990-10-20,GE-08,Kedah,P.010 Jerai,Jerai,federal
2004-03-21,GE-11,Kedah,P.012 Jerai,Jerai,federal
2008-03-08,GE-12,Kedah,P.012 Jerai,Jerai,federal
2013-05-05,GE-13,Kedah,P.012 Jerai,Jerai,federal
2018-05-09,GE-14,Kedah,P.012 Jerai,Jerai,federal
2022-11-19,GE-15,Kedah,P.012 Jerai,Jerai,federal
1995-04-24,GE-09,Kedah,P.005 Jerlun,Jerlun,federal
1999-11-29,GE-10,Kedah,P.005 Jerlun,Jerlun,federal
2004-03-21,GE-11,Kedah,P.005 Jerlun,Jerlun,federal
2008-03-08,GE-12,Kedah,P.005 Jerlun,Jerlun,federal
2013-05-05,GE-13,Kedah,P.005 Jerlun,Jerlun,federal
2018-05-09,GE-14,Kedah,P.005 Jerlun,Jerlun,federal
2022-11-19,GE-15,Kedah,P.005 Jerlun,Jerlun,federal
1974-08-24,GE-04,Kedah,P.003 Jerlun-Langkawi,Jerlun-Langkawi,federal
1978-07-08,GE-05,Kedah,P.003 Jerlun-Langkawi,Jerlun-Langkawi,federal
1982-04-22,GE-06,Kedah,P.003 Jerlun-Langkawi,Jerlun-Langkawi,federal
1986-08-02,GE-07,Kedah,P.003 Jerlun-Langkawi,Jerlun-Langkawi,federal
1990-10-20,GE-08,Kedah,P.003 Jerlun-Langkawi,Jerlun-Langkawi,federal
1959-05-20,GE-01,Kedah,P.080 Jitra-Padang Terap,Jitra-Padang Terap,federal
1964-04-25,GE-02,Kedah,P.003 Jitra-Padang Terap,Jitra-Padang Terap,federal
1969-05-10,GE-03,Kedah,P.003 Jitra-Padang Terap,Jitra-Padang Terap,federal
1955-07-25,GE-00,Kedah,P.043 Kedah Selatan,Kedah Selatan,federal
1955-07-25,GE-00,Kedah,P.041 Kedah Tengah,Kedah Tengah,federal
1959-05-20,GE-01,Kedah,P.082 Kedah Tengah,Kedah Tengah,federal
1964-04-25,GE-02,Kedah,P.009 Kedah Tengah,Kedah Tengah,federal
1969-05-10,GE-03,Kedah,P.009 Kedah Tengah,Kedah Tengah,federal
1955-07-25,GE-00,Kedah,P.040 Kedah Utara,Kedah Utara,federal
1974-08-24,GE-04,Kedah,P.008 Kota Setar,Kota Setar,federal
1978-07-08,GE-05,Kedah,P.008 Kota Setar,Kota Setar,federal
1982-04-22,GE-06,Kedah,P.008 Kota Setar,Kota Setar,federal
1986-08-02,GE-07,Kedah,P.006 Kota Setar,Kota Setar,federal
1990-10-20,GE-08,Kedah,P.006 Kota Setar,Kota Setar,federal
1955-07-25,GE-00,Kedah,P.039 Kota Star,Kota Star,federal
