state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Terengganu,N.01 Kuala Besut,5771,4617,0,295
Terengganu,N.02 Kampong Raja,4085,3542,0,180
Terengganu,N.03 Ulu Besut,5765,4721,0,282
Terengganu,N.04 Besut Tengah,5370,4565,0,233
Terengganu,N.05 Setiu,6446,5382,0,227
Terengganu,N.06 Batu Rakit,6976,5505,0,316
Terengganu,N.07 Kuala Nerus,6229,4725,0,193
Terengganu,N.08 Jeram,5844,4522,0,241
Terengganu,N.09 Langkap,5690,4469,0,247
Terengganu,N.10 Bandar,5694,4261,0,268
Terengganu,N.11 Ladang,5971,4438,0,162
Terengganu,N.12 Bukit Besar,5660,4303,0,198
Terengganu,N.13 Batu Burok,6804,4657,0,224
Terengganu,N.14 Marang,7252,5456,0,309
Terengganu,N.15 Sura,5308,3898,0,155
Terengganu,N.16 Ulu Dungun,8559,5934,0,263
Terengganu,N.17 Paka Kerteh,6175,4832,0,211
Terengganu,N.18 Kemaman Utara,4205,3283,0,188
Terengganu,N.19 Chukai,4553,3302,0,170
Terengganu,N.20 Kemaman Selatan,7080,5144,0,377
Terengganu,N.21 Kuala Trengganu Tengah,6514,5101,0,226
Terengganu,N.22 Bunjai,7381,5959,0,266
Terengganu,N.23 Ulu Trengganu Timor,5675,4769,0,250
Terengganu,N.24 Ulu Trengganu Barat,6210,5038,0,236
