state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Kedah,N.01 Ayer Hangat,Ayer Hangat,1,Shamsilah Binti Siru,22942,PN,12,10701
Kedah,N.01 Ayer Hangat,Ayer Hangat,2,Safwan Hanif,22943,BEBAS,1,6877
Kedah,N.01 Ayer Hangat,Ayer Hangat,3,Hisham Suhaily Binti Othman,22944,BN,25,4909
Kedah,N.01 Ayer Hangat,Ayer Hangat,4,Zulfadli Bin Mohd Yusoff,17790,BEBAS,1,134
Kedah,N.02 Kuah,Kuah,1,Amar Pared Bin Mahamud,22946,PN,12,13364
Kedah,N.02 Kuah,Kuah,2,Ahmad Fauzi Bin Chik,4010,PH,73,5394
Kedah,N.02 Kuah,Kuah,3,Mazlan Bin Ahmad,16278,BEBAS,1,2013
Kedah,N.03 Kota Siputeh,Kota Siputeh,1,Mohd Ashraf Mustaqim,4139,PN,12,17180
Kedah,N.03 Kota Siputeh,Kota Siputeh,2,Dr Salmee Binti Said,20495,PH,73,4090
Kedah,N.03 Kota Siputeh,Kota Siputeh,3,Abdul Bin Ramli @ Latif,22951,BEBAS,1,312
Kedah,N.04 Ayer Hitam,Ayer Hitam,1,Hayazi Bin Azizan,22952,BN,25,6105
Kedah,N.04 Ayer Hitam,Ayer Hitam,2,Cikgu Azhar,20496,PN,12,22078
Kedah,N.05 Bukit Kayu Hitam,Bukit Kayu Hitam,1,Dato' Hajah Halimaton Shaadiah Saad (Kak Ton),20500,PN,12,24551
Kedah,N.05 Bukit Kayu Hitam,Bukit Kayu Hitam,2,Cikgu Non,20607,BN,25,9117
Kedah,N.06 Jitra,Jitra,1,Sabrina Ahmad,22956,PH,73,11170
Kedah,N.06 Jitra,Jitra,2,Dr. Haim Hilman Abdullah (Prof. Haim),22957,PN,12,34342
Kedah,N.07 Kuala Nerang,Kuala Nerang,1,Ridzwan Abu Bakar,169,PH,73,4215
Kedah,N.07 Kuala Nerang,Kuala Nerang,2,Hj. Munir,15403,PN,12,19661
Kedah,N.08 Pedu,Pedu,1,Mohd Radzi Bin Md Amin,4534,PN,12,14397
Kedah,N.08 Pedu,Pedu,2,Mahdzir Bin Khalid,3641,BN,25,8024
Kedah,N.09 Bukit Lada,Bukit Lada,1,Said Ali Bin Syed Rastan,3996,BN,25,6772
Kedah,N.09 Bukit Lada,Bukit Lada,2,Ustaz Salim Mahmood Al-Hafiz,20514,PN,12,24183
Kedah,N.10 Bukit Pinang,Bukit Pinang,1,Dato' Wan Romani,19160,PN,12,23041
Kedah,N.10 Bukit Pinang,Bukit Pinang,2,Dato' Hj. Hadzir,16342,PH,73,4780
Kedah,N.11 Derga,Derga,1,Tan Kok Yew,19161,PH,73,10771
Kedah,N.11 Derga,Derga,2,Man Basiron,22967,BEBAS,1,241
Kedah,N.11 Derga,Derga,3,Muhamad Amri,22968,PN,12,14433
Kedah,N.12 Suka Menanti,Suka Menanti,1,Dato' Zamri Yusuf,2942,PH,73,10151
Kedah,N.12 Suka Menanti,Suka Menanti,2,Dzowahir Bin Ab Ghani,22970,PN,12,18396
Kedah,N.13 Kota Darul Aman,Kota Darul Aman,1,Chuah See Seng,22971,PN,12,5528
Kedah,N.13 Kota Darul Aman,Kota Darul Aman,2,Teh Swee Leong,20526,PH,73,11178
Kedah,N.14 Alor Mengkudu,Alor Mengkudu,1,Radhi Mat Din,3997,PN,12,18936
Kedah,N.14 Alor Mengkudu,Alor Mengkudu,2,Dato' Wira Mahfuz Omar,2928,PH,73,8832
Kedah,N.15 Anak Bukit,Anak Bukit,1,Rashidi Bin Razak,20760,PN,12,21738
Kedah,N.15 Anak Bukit,Anak Bukit,2,Datin Noor Hasita,22976,BN,25,5907
Kedah,N.16 Kubang Rotan,Kubang Rotan,1,Asmirul Anuar Bin Aris,20536,PH,73,12165
Kedah,N.16 Kubang Rotan,Kubang Rotan,2,Dato' Mohd Salleh Bin Saidin,2350,PN,12,22951
Kedah,N.17 Pengkalan Kundor,Pengkalan Kundor,1,Mardhiyyah Johari,22979,PN,12,22349
Kedah,N.17 Pengkalan Kundor,Pengkalan Kundor,2,Dato' Dr. Ismail Salleh,566,PH,73,11317
Kedah,N.18 Tokai,Tokai,1,Dato' Dr. Mohd Hayati,20542,PN,12,29329
Kedah,N.18 Tokai,Tokai,2,Zainal Abidin Saad,21364,PH,73,5410
Kedah,N.19 Sungai Tiang,Sungai Tiang,1,Razak Khamis,20543,PN,12,27154
Kedah,N.19 Sungai Tiang,Sungai Tiang,2,Mohamad Fadzil,3792,BN,25,10055
Kedah,N.20 Sungai Limau,Sungai Limau,1,Ustaz Mohd Azam Bin Abd Samat,19086,PN,12,23000
Kedah,N.20 Sungai Limau,Sungai Limau,2,Siti Balkhis Binti Husain,22986,PH,73,4096
Kedah,N.21 Guar Chempedak,Guar Chempedak,1,Cikgu Ku Abdul Halim,19341,BEBAS,1,176
Kedah,N.21 Guar Chempedak,Guar Chempedak,2,Abdul Paris Bin Abdul Hamid (Paris),22469,BN,25,5157
Kedah,N.21 Guar Chempedak,Guar Chempedak,3,Abdul Ghafar Saad,11,PN,12,17266
Kedah,N.22 Gurun,Gurun,1,Firdaus Johari,22990,PH,73,11187
Kedah,N.22 Gurun,Gurun,2,Baddrol Bin Bakhtiar,22991,PN,12,17771
Kedah,N.23 Belantek,Belantek,1,Mazli Binti Saipi,22992,PH,73,3626
