state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perak,N.01 Parit Buntar,Parit Buntar,11133,7420,0,168
Perak,N.02 Kuala Kurau,Kuala Kurau,11276,7566,0,170
Perak,N.03 Bagan Serai,Bagan Serai,10467,6605,0,309
Perak,N.04 Gunong Semanggol,Gunong Semanggol,10781,6971,0,221
Perak,N.05 Tapah Road,Tapah Road,7368,5183,0,125
Perak,N.06 Tapah Road,Tapah Road,9299,6303,0,105
Perak,N.07 Bidor,Bidor,9233,6811,0,221
Perak,N.08 Slim,Slim,10041,6446,0,278
Perak,N.09 Selama,Selama,12515,8964,0,179
Perak,N.10 Larut,Larut,12349,7840,0,141
Perak,N.11 Taiping,Taiping,16054,9152,0,173
Perak,N.12 Matang,Matang,16579,9136,0,182
Perak,N.13 Pengkalan Bharu,Pengkalan Bharu,11774,7545,0,206
Perak,N.14 Ayer Tawar,Ayer Tawar,12609,9000,0,308
Perak,N.15 Lekir,Lekir,8868,6615,0,209
Perak,N.16 Lumut,Lumut,11663,8555,0,298
Perak,N.17 Grik,Grik,10166,6555,0,124
Perak,N.18 Lenggong,Lenggong,11264,8178,0,120
Perak,N.19 Padang Rengas,Padang Rengas,12242,8830,0,168
Perak,N.20 Senggang,Senggang,14224,9665,0,197
Perak,N.21 Blanja,Blanja,10085,7795,0,94
Perak,N.22 Kampong Gajah,Kampong Gajah,8860,6968,0,125
Perak,N.23 Karai,Karai,8587,5597,0,83
Perak,N.24 Jalong,Jalong,8588,6235,0,91
Perak,N.25 Sungei Manik,Sungei Manik,5962,4105,0,96
Perak,N.26 Bandar,Bandar,7022,5083,0,157
Perak,N.27 Rungkup,Rungkup,10721,7541,0,202
Perak,N.28 Hutan Melintang,Hutan Melintang,7824,5106,0,304
Perak,N.29 Batak Rabit,Batak Rabit,8991,6148,0,204
Perak,N.30 Pasir Bedamar,Pasir Bedamar,13771,9088,0,248
Perak,N.31 Pekan Lama,Pekan Lama,15448,10596,0,104
Perak,N.32 Pekan Bharu,Pekan Bharu,15009,10445,0,105
Perak,N.33 Pasir Puteh,Pasir Puteh,16308,12138,0,135
Perak,N.34 Kuala Pari,Kuala Pari,17301,11737,0,128
Perak,N.35 Chemor,Chemor,9335,6851,0,140
Perak,N.36 Sungei Raja,Sungei Raja,8812,6443,0,125
Perak,N.37 Tanjong Tualang,Tanjong Tualang,7258,5438,0,74
Perak,N.38 Pusing,Pusing,13748,9928,0,133
Perak,N.39 Gopeng,Gopeng,11862,8807,0,246
Perak,N.40 Kuala Dipang,Kuala Dipang,14697,10877,0,222
