state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Negeri Sembilan,N.01 Chennah,1,Seet Tee Gee,20958,BN,25,3876
Negeri Sembilan,N.01 Chennah,2,Jamalus Bin Mansor,20959,PAS,3,975
Negeri Sembilan,N.01 Chennah,3,Loke Siew Fook,3477,PKR,11,5031
Negeri Sembilan,N.02 Pertang,1,Noor Azmi Bin Yusof,20961,BN,25,4008
Negeri Sembilan,N.02 Pertang,2,Osman Dusa,20962,PKR,11,3593
Negeri Sembilan,N.02 Pertang,3,Hamran Bin Abu Hasan,20963,PAS,3,578
Negeri Sembilan,N.03 Sungai Lui,1,Abd Karim Shahimi Bin Abd Razak,20964,PAS,3,1269
Negeri Sembilan,N.03 Sungai Lui,2,Mohd Razi Bin Mohd Ali,19492,BN,25,7795
Negeri Sembilan,N.03 Sungai Lui,3,Zainal Fikri,20966,PKR,11,3396
Negeri Sembilan,N.04 Klawang,1,Bakri Sawir,20967,PKR,11,4296
Negeri Sembilan,N.04 Klawang,2,Mazly Bin Yasin,20968,PAS,3,744
Negeri Sembilan,N.04 Klawang,3,Baharudin Bin Jali,12103,BN,25,3320
Negeri Sembilan,N.05 Serting,1,Abd Rahman Ramli,20970,PKR,11,6014
Negeri Sembilan,N.05 Serting,2,Dato' Hj Shamshulkahar Bin Hj Mohd Deli,4914,BN,25,9782
Negeri Sembilan,N.05 Serting,3,Al Zukri,20972,PAS,3,1837
Negeri Sembilan,N.06 Palong,1,Masdi Bin Musa,20973,PAS,3,1571
Negeri Sembilan,N.06 Palong,2,Mustapha Bin Nagoor,20974,BN,25,9575
Negeri Sembilan,N.06 Palong,3,Dato' Abdul Rahman Bin Jaafar,4801,PKR,11,3329
Negeri Sembilan,N.07 Jeram Padang,1,Dato' Manickam Letchuman,20976,BN,25,3702
Negeri Sembilan,N.07 Jeram Padang,2,Mohd Fairuz,20977,PAS,3,785
Negeri Sembilan,N.07 Jeram Padang,3,S Musliadi Sabtu,20978,PKR,11,2302
Negeri Sembilan,N.07 Jeram Padang,4,Surash A/L Sreenivasan,20979,BEBAS,1,2640
Negeri Sembilan,N.08 Bahau,1,Cikgu Bakri,4518,PAS,3,1512
Negeri Sembilan,N.08 Bahau,2,Teo Kok Seong,3835,PKR,11,10094
Negeri Sembilan,N.08 Bahau,3,Chong Wan Yu,20982,BN,25,3985
Negeri Sembilan,N.09 Lenggeng,1,Ustaz Suhaimi Kassim,20983,PKR,11,7456
Negeri Sembilan,N.09 Lenggeng,2,Mohammad Ghazali Bin Abu Bakar,20984,PAS,3,1612
Negeri Sembilan,N.09 Lenggeng,3,Mazalan Bin Maarop,20985,BN,25,6470
Negeri Sembilan,N.10 Nilai,1,Leaw Kok Chan,20986,BN,25,4394
Negeri Sembilan,N.10 Nilai,2,J. Arul Kumar,19511,PKR,11,14219
Negeri Sembilan,N.10 Nilai,3,Mohd Abu Zarim Abdul Rahman,20988,PAS,3,2151
Negeri Sembilan,N.11 Lobak,1,Lim Kok Kian,20989,BN,25,1865
Negeri Sembilan,N.11 Lobak,2,Balamurugan A/L Sanmugam,20990,PAP,84,92
Negeri Sembilan,N.11 Lobak,3,Chew Seh Yong,19503,PKR,11,13647
Negeri Sembilan,N.12 Temiang,1,Ng Chin Tsai,17944,PKR,11,5894
Negeri Sembilan,N.12 Temiang,2,Siow Koi Voon,17943,BN,25,2831
Negeri Sembilan,N.12 Temiang,3,Yau Con Seng,20994,PAS,3,369
Negeri Sembilan,N.13 Sikamat,1,Syamsul Debat,20995,BN,25,6419
Negeri Sembilan,N.13 Sikamat,2,Aminuddin Harun,20996,PKR,11,9832
Negeri Sembilan,N.13 Sikamat,3,Haji Rahim Bin Yusof,20997,PAS,3,1331
Negeri Sembilan,N.13 Sikamat,4,Bujang Bin Abu,3832,BEBAS,1,15
Negeri Sembilan,N.14 Ampangan,1,Mustaffa Bin Daharun,4229,PAS,3,983
Negeri Sembilan,N.14 Ampangan,2,Hj. Abu Ubaidah,21000,BN,25,5441
Negeri Sembilan,N.14 Ampangan,3,Dr.  Mohamad Rafie Bin Ab Malek,15357,PKR,11,6801
Negeri Sembilan,N.15 Juasseh,1,Dato Hj Ismail Lasim,21002,BN,25,4146
Negeri Sembilan,N.15 Juasseh,2,Rosli Bin Omar,19184,PKR,11,3454
Negeri Sembilan,N.15 Juasseh,3,Hassan Bin Mohamed,1750,PAS,3,624
Negeri Sembilan,N.16 Seri Menanti,1,Hj. Rafiei,21005,PAS,3,535
Negeri Sembilan,N.16 Seri Menanti,2,Dato Abd Samad Bin Ibrahim,19523,BN,25,3362
Negeri Sembilan,N.16 Seri Menanti,3,Jamali Bin Salam,21007,PKR,11,2767
Negeri Sembilan,N.17 Senaling,1,Haji Rais Basiron,21008,PKR,11,2484
Negeri Sembilan,N.17 Senaling,2,Dato Hj Adnan Bin Abu Hassan,21009,BN,25,3456
Negeri Sembilan,N.17 Senaling,3,Fazilah Abu Samah,21010,PAS,3,598
Negeri Sembilan,N.18 Pilah,1,Mohamad Nazaruddin Bin Sabtu,19528,PKR,11,5643
Negeri Sembilan,N.18 Pilah,2,Dato Norhayati Binti Omar,19527,BN,25,3837
Negeri Sembilan,N.18 Pilah,3,Haji Fadzil,21013,PAS,3,1413
Negeri Sembilan,N.19 Johol,1,Hj Saiful Yazan Bin Sulaiman,21014,BN,25,3907
Negeri Sembilan,N.19 Johol,2,Zulkefly Omar,21015,PKR,11,2942
Negeri Sembilan,N.19 Johol,3,Haji Kamarudin Tahir,21016,PAS,3,1069
Negeri Sembilan,N.20 Labu,1,Ustaz Khairil Anuar Wafa,21017,PAS,3,2093
Negeri Sembilan,N.20 Labu,2,Ismail Bin Ahmad,14419,PKR,11,6712
Negeri Sembilan,N.20 Labu,3,Hasim Bin Rusdi,17960,BN,25,5830
Negeri Sembilan,N.20 Labu,4,David Dass Aseerpatham,4237,PAP,84,46
Negeri Sembilan,N.21 Bukit Kepayang,1,Mak Kah Keong,21021,BN,25,3744
Negeri Sembilan,N.21 Bukit Kepayang,2,Nicole Tan Lee Koon,21022,PKR,11,18668
Negeri Sembilan,N.22 Rahang,1,Mary Josephine Prittam Singh,19536,PKR,11,10018
Negeri Sembilan,N.22 Rahang,2,Yap Siok Moy,21024,BN,25,3458
Negeri Sembilan,N.22 Rahang,3,Saraswathy A/P Paragazum,21025,PAP,84,66
Negeri Sembilan,N.23 Mambau,1,Yap Yew Weng,16604,PKR,11,14911
Negeri Sembilan,N.23 Mambau,2,Dafney Ho,21027,BN,25,2522
Negeri Sembilan,N.23 Mambau,3,T. Parimala Devi,21028,PAP,84,101
Negeri Sembilan,N.24 Seremban Jaya,1,P.Guna,19542,PKR,11,13760
Negeri Sembilan,N.24 Seremban Jaya,2,Sagaya Rajan A/L Xavier,21030,PAP,84,99
Negeri Sembilan,N.24 Seremban Jaya,3,Choong Vee Hing,21031,BN,25,3253
Negeri Sembilan,N.25 Paroi,1,Masita Binti Mohamed Ali,21032,PAS,3,3499
Negeri Sembilan,N.25 Paroi,2,Mohd Ghazali Bin Abd Wahid,19543,BN,25,11197
Negeri Sembilan,N.25 Paroi,3,Haji Taufek,21034,PKR,11,16038
Negeri Sembilan,N.26 Chembong,1,Ustaz Rosmin Adam,21035,PAS,3,1288
Negeri Sembilan,N.26 Chembong,2,Zaifulbahri Bin Idris,17972,BN,25,9079
Negeri Sembilan,N.26 Chembong,3,Azizan Marzuki,21037,PKR,11,4652
Negeri Sembilan,N.27 Rantau,1,Tok Mat,4925,BN,25,0
Negeri Sembilan,N.28 Kota,1,Haji Ishak Bin Omar,21039,PAS,3,1333
Negeri Sembilan,N.28 Kota,2,Awaludin Bin Said,16637,BN,25,6356
Negeri Sembilan,N.28 Kota,3,Sahrizal Masrudin,21041,PKR,11,3387
Negeri Sembilan,N.29 Chuah,1,Dato Sri King Lim,21042,BN,25,3460
Negeri Sembilan,N.29 Chuah,2,Michael Yek Diew Ching,21043,PKR,11,6661
Negeri Sembilan,N.30 Lukut,1,Yeong Kun You,21044,BN,25,3044
Negeri Sembilan,N.30 Lukut,2,Choo Ken Hwa,21045,PKR,11,11449
Negeri Sembilan,N.31 Bagan Pinang,1,Tun Hairudin Bin Abu Bakar @ Don,19555,BN,25,7146
Negeri Sembilan,N.31 Bagan Pinang,2,Mohd Ibrahim Khan,21047,PKR,11,5211
Negeri Sembilan,N.32 Linggi,1,Dato' Hj. Abdul Rahman Mohd Redza,21048,BN,25,6072
Negeri Sembilan,N.32 Linggi,2,Rizal Ishak,21049,PAS,3,992
Negeri Sembilan,N.32 Linggi,3,Rusli Bin Abdullah,21050,PKR,11,5449
Negeri Sembilan,N.33 Sri Tanjung,1,Thinalan T Rajagopalu,21051,BN,25,3336
Negeri Sembilan,N.33 Sri Tanjung,2,M.Ravi,19561,PKR,11,7366
Negeri Sembilan,N.33 Sri Tanjung,3,Haji Kamarol Ridzuan,19545,PAS,3,1061
Negeri Sembilan,N.34 Gemas,1,Haji Baharuddin Arif Bin Haji Siri,14162,PKR,11,5081
Negeri Sembilan,N.34 Gemas,2,Mejar Abdul Halim Bin Abu Bakar (Bersara),4243,PAS,3,2612
Negeri Sembilan,N.34 Gemas,3,Abd Razak Bin Ab Said,19562,BN,25,9853
Negeri Sembilan,N.35 Gemencheh,1,Ishak Bin Maasin,21057,PAS,3,1122
Negeri Sembilan,N.35 Gemencheh,2,Mohd Isam Bin Mohd Isa,4934,BN,25,6963
Negeri Sembilan,N.35 Gemencheh,3,Saiful Adly Bin Abd Wahab,21059,PKR,11,6612
Negeri Sembilan,N.36 Repah,1,Hj.Razak,21060,PAS,3,1957
Negeri Sembilan,N.36 Repah,2,Veerapan A/L Superamaniam,17993,PKR,11,9568
Negeri Sembilan,N.36 Repah,3,Koh Kim Swee,19805,BN,25,4810
