state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pulau Pinang,N.01 Penaga,25468,21022,16,97
Pulau Pinang,N.02 Bertam,23999,18739,28,126
Pulau Pinang,N.03 Pinang Tunggal,34723,27418,30,196
Pulau Pinang,N.04 Permatang Berangan,28519,23107,34,122
Pulau Pinang,N.05 Sungai Dua,28100,22600,50,83
Pulau Pinang,N.06 Telok Ayer Tawar,24784,18630,22,109
Pulau Pinang,N.07 Sungai Puyu,35904,26569,16,207
Pulau Pinang,N.08 Bagan Jermal,32529,23446,25,196
Pulau Pinang,N.09 Bagan Dalam,21221,14868,24,148
Pulau Pinang,N.10 Seberang Jaya,49215,37054,53,173
Pulau Pinang,N.11 Permatang Pasir,30464,24070,24,102
Pulau Pinang,N.12 Penanti,28170,21735,28,110
Pulau Pinang,N.13 Berapit,29076,20486,19,154
Pulau Pinang,N.14 Machang Bubuk,56538,41897,52,213
Pulau Pinang,N.15 Padang Lalang,36001,25553,31,122
Pulau Pinang,N.16 Perai,20479,14044,11,120
Pulau Pinang,N.17 Bukit Tengah,31635,23629,18,208
Pulau Pinang,N.18 Bukit Tambun,37496,27459,23,173
Pulau Pinang,N.19 Jawi,36601,26284,31,290
Pulau Pinang,N.20 Sungai Bakap,38409,29530,26,201
Pulau Pinang,N.21 Sungai Acheh,26095,19167,29,150
Pulau Pinang,N.22 Tanjong Bunga,29477,18390,59,126
Pulau Pinang,N.23 Air Putih,15371,10583,16,61
Pulau Pinang,N.24 Kebun Bunga,24532,16273,22,131
Pulau Pinang,N.25 Pulau Tikus,23257,13719,33,81
Pulau Pinang,N.26 Padang Kota,15165,9501,16,79
Pulau Pinang,N.27 Pengkalan Kota,21568,15892,10,116
Pulau Pinang,N.28 Komtar,15532,10824,17,93
Pulau Pinang,N.29 Datok Keramat,26791,18635,31,152
Pulau Pinang,N.30 Sungai Pinang,34416,24846,38,200
Pulau Pinang,N.31 Batu Lancang,33106,23848,39,148
Pulau Pinang,N.32 Seri Delima,31574,20521,47,140
Pulau Pinang,N.33 Air Itam,23085,15873,26,124
Pulau Pinang,N.34 Paya Terubong,62734,44574,71,245
Pulau Pinang,N.35 Batu Uban,43529,29859,82,136
Pulau Pinang,N.36 Pantai Jerejak,29890,20334,41,110
Pulau Pinang,N.37 Batu Maung,47226,34922,52,213
Pulau Pinang,N.38 Bayan Lepas,39754,29269,54,180
Pulau Pinang,N.39 Pulau Betong,23838,18134,20,97
Pulau Pinang,N.40 Telok Bahang,17927,13648,22,80
