state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Johor,N.01 Buloh Kasap,21484,17881,45,341
Johor,N.02 Jementah,33866,28296,82,557
Johor,N.03 Pemanis,22314,18843,8,439
Johor,N.04 Kemelah,23282,19687,74,296
Johor,N.05 Tenang,18398,15270,29,227
Johor,N.06 Bekok,21958,17878,48,333
Johor,N.07 Bukit Kepong,28992,24352,151,383
Johor,N.08 Bukit Pasir,22520,19305,136,1382
Johor,N.09 Gambir,22726,19740,79,383
Johor,N.10 Tangkak,26354,22583,73,563
Johor,N.11 Serom,28394,24389,98,359
Johor,N.12 Bentayan,27856,23234,54,253
Johor,N.13 Simpang Jeram,28193,24069,77,235
Johor,N.14 Bukit Naning,17834,15330,75,206
Johor,N.15 Maharani,27900,23397,93,299
Johor,N.16 Sungai Balang,22943,19470,62,392
Johor,N.17 Semerah,35557,29961,102,405
Johor,N.18 Sri Medan,24052,20811,76,363
Johor,N.19 Yong Peng,24903,21113,45,300
Johor,N.20 Semarang,21254,18372,47,242
Johor,N.21 Parit Yaani,26635,23158,194,237
Johor,N.22 Parit Raja,25484,22037,91,380
Johor,N.23 Penggaram,49750,42257,207,420
Johor,N.24 Senggarang,27587,23493,73,394
Johor,N.25 Rengit,21206,17818,64,329
Johor,N.26 Machap,24156,20445,48,421
Johor,N.27 Layang-Layang,19842,16257,48,336
Johor,N.28 Mengkibol,48365,40657,205,560
Johor,N.29 Mahkota,48550,41185,197,550
Johor,N.30 Paloh,21399,17633,73,366
Johor,N.31 Kahang,22738,19132,82,375
Johor,N.32 Endau,19538,15282,58,343
Johor,N.33 Tenggaroh,28638,23025,79,550
Johor,N.34 Panti,25751,21779,66,248
Johor,N.35 Pasir Raja,18998,16012,0,398
Johor,N.36 Sedili,21456,18162,181,335
Johor,N.37 Johor Lama,25221,21256,230,336
Johor,N.38 Penawar,21490,18121,340,255
Johor,N.39 Tanjung Surat,18989,15459,450,303
Johor,N.40 Tiram,60686,51234,85,735
Johor,N.41 Puteri Wangsa,62347,54188,197,546
Johor,N.42 Johor Jaya,61079,52645,222,699
Johor,N.43 Permas,63093,53929,96,699
Johor,N.44 Larkin,55858,45341,179,495
Johor,N.45 Stulang,45551,36302,90,678
Johor,N.46 Perling,62895,52222,157,524
Johor,N.47 Kempas,43373,35883,116,350
Johor,N.48 Skudai,70928,60440,122,726
Johor,N.49 Kota Iskandar,67371,58335,82,920
Johor,N.50 Bukit Permai,24275,21178,43,278
Johor,N.51 Bukit Batu,30216,26400,53,306
Johor,N.52 Senai,44656,38225,96,483
Johor,N.53 Benut,20894,17750,289,358
Johor,N.54 Pulai Sebatang,34676,29100,130,376
Johor,N.55 Pekan Nanas,26608,22997,39,554
Johor,N.56 Kukup,26920,22863,37,422
