state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Perlis,N.01 Titi Tinggi,Titi Tinggi,1,Leong Choon Ling,8741,BN,25,2413
Perlis,N.01 Titi Tinggi,Titi Tinggi,2,Ng Cheng Foo,8742,PSRM,26,656
Perlis,N.02 Chuping,Chuping,1,Ahmad Bin Haji Said,8743,BN,25,2470
Perlis,N.02 Chuping,Chuping,2,Ya Bin Ali,8744,BEBAS,1,1112
Perlis,N.02 Chuping,Chuping,3,Md. Ligun Darus,8745,PSRM,26,288
Perlis,N.03 Bintong,Bintong,1,Jaafar Bin Hassan,7739,BN,25,3114
Perlis,N.03 Bintong,Bintong,2,Saad Bin Ahmad,8747,PSRM,26,679
Perlis,N.04 Bandar Kangar,Bandar Kangar,1,Tan Thean Choo,8748,BN,25,2363
Perlis,N.04 Bandar Kangar,Bandar Kangar,2,Wan Khazim Bin Wan Din,5839,PSRM,26,869
Perlis,N.04 Bandar Kangar,Bandar Kangar,3,Idrus @ Darus Bin Omar,842,BEBAS,1,737
Perlis,N.04 Bandar Kangar,Bandar Kangar,4,Yee Kok Liang,904,BEBAS,1,213
Perlis,N.05 Paya,Paya,1,Mahmud Bin Haji Hashim,2414,BN,25,0
Perlis,N.06 Oran,Oran,1,Abdullah Bin Haji Hassan,5912,BN,25,1418
Perlis,N.06 Oran,Oran,2,Othman Bin Mat,8754,BEBAS,1,962
Perlis,N.06 Oran,Oran,3,Bakar Ariffin,8755,PSRM,26,35
Perlis,N.06 Oran,Oran,4,Amin Bin Ishak,7719,BEBAS,1,19
Perlis,N.07 Kuala Perlis,Kuala Perlis,1,Md. Noor Bin Yub,8757,BN,25,2031
Perlis,N.07 Kuala Perlis,Kuala Perlis,2,Osman Bin Abd. Rahman,8758,PSRM,26,1250
Perlis,N.08 Kayang,Kayang,1,Hazim Bin Abu Bakar,8759,BN,25,2012
Perlis,N.08 Kayang,Kayang,2,Ahmad Amin Bin Ibni,8760,BEBAS,1,1126
Perlis,N.09 Utan Aji,Utan Aji,1,Syed Darus Bin Syed Hashim,5851,BN,25,2096
Perlis,N.09 Utan Aji,Utan Aji,2,Saad Man,8762,PSRM,26,1110
Perlis,N.09 Utan Aji,Utan Aji,3,Yusof Bin Osman,5084,BEBAS,1,190
Perlis,N.10 Bandar Arau,Bandar Arau,1,Hussain Bin Abdul Rahman,1095,BN,25,2814
Perlis,N.10 Bandar Arau,Bandar Arau,2,Elias Bin Abu Bakar,5297,BEBAS,1,515
Perlis,N.11 Kurong Anai,Kurong Anai,1,Haji Wan Ahmad Bin Wan Abdullah,6924,BN,25,2053
Perlis,N.11 Kurong Anai,Kurong Anai,2,Aishah Salleh,8767,PSRM,26,1451
Perlis,N.12 Sanglang,Sanglang,1,Ahmad Bin Long,8768,BN,25,2109
Perlis,N.12 Sanglang,Sanglang,2,Abu Bakar Bin Hamzah,316,BEBAS,1,1583
