state,dun,area_name,ballot_order,name,candidate_uid,party,votes
Pahang,N.01 Jelai,Jelai,1,Muhammad Nor Bin Sulaiman,5516,PERIKATAN,2816
Pahang,N.01 Jelai,Jelai,2,Sulaiman Bin Sidek,5517,PAS,925
Pahang,N.02 Kuala Lipis,Kuala Lipis,1,Ong Seong Tek,5518,BEBAS,923
Pahang,N.02 Kuala Lipis,Kuala Lipis,2,Hamzah Bin Haji Hussain,5519,PAS,506
Pahang,N.02 Kuala Lipis,Kuala Lipis,3,Seong Sik Yong,5520,PERIKATAN,1791
Pahang,N.03 Tanjong Besar,Tanjong Besar,1,Mohd. Khairuddin Bin Mohd. Kai Alias Khairuddin Kawi,5521,PERIKATAN,4161
Pahang,N.03 Tanjong Besar,Tanjong Besar,2,Mohd. Salleh Bin Abdul Karim,5522,PAS,1520
Pahang,N.04 Jerantut,Jerantut,1,Abdul Muin Bin Said,5523,PAS,1247
Pahang,N.04 Jerantut,Jerantut,2,Abdullah Bin Haji Mohd. Akil,5524,PERIKATAN,2829
Pahang,N.05 Cameron Highlands,Cameron Highlands,1,Ramli Bin Mohd. Said,5525,BEBAS,163
Pahang,N.05 Cameron Highlands,Cameron Highlands,2,Subrayan,5526,PERIKATAN,1336
Pahang,N.05 Cameron Highlands,Cameron Highlands,3,Yong Hong Chong,5527,BEBAS,1402
Pahang,N.06 Dong,Dong,1,Abd. Hamid Bin Abdullah,232,PAS,1289
Pahang,N.06 Dong,Dong,2,Sendiri Bin Haji Hussin,5529,PERIKATAN,2878
Pahang,N.07 Bandar Raub,Bandar Raub,1,Chua Yong Guan,5530,PERIKATAN,1883
Pahang,N.07 Bandar Raub,Bandar Raub,2,Mohamed Yaccob Bin Baginda,5531,PAS,100
Pahang,N.07 Bandar Raub,Bandar Raub,3,Abu Bakar Bin Mohamed Resat,235,SF,1412
Pahang,N.08 Tras,Tras,1,Othman Bin Sabudin,5533,PAS,471
Pahang,N.08 Tras,Tras,2,Goh Teng Koon,5534,BEBAS,427
Pahang,N.08 Tras,Tras,3,Sulaiman Bin Shahbuddin,5535,PERIKATAN,2239
Pahang,N.09 Sabai,Sabai,1,Abu Bakar Bin Haji Ahmad,5536,PERIKATAN,2698
Pahang,N.09 Sabai,Sabai,2,Leong Thoe Cheok,5537,BEBAS,701
Pahang,N.10 Benus,Benus,1,Basir Bin Mat,5538,SF,411
Pahang,N.10 Benus,Benus,2,Toh Wai Theng,5539,BEBAS,718
