state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Melaka,N.01 Taboh Naning,1,Abdul Rahman Bin Sulong,10607,PAS,3,356
Melaka,N.01 Taboh Naning,2,Abdul Razak B. Alias,10608,BN,25,5541
Melaka,N.01 Taboh Naning,3,Woo Hap Hin,10609,DAP,18,2052
Melaka,N.02 Sungai Bahru,1,Ab. Rahman Bin Hj. Hasan,1544,PAS,3,1251
Melaka,N.02 Sungai Bahru,2,Mohamed Bin Jais,9474,BN,25,5974
Melaka,N.03 Machap,1,Hj. Ahmad Bin Baba,10612,PAS,3,709
Melaka,N.03 Machap,2,Khoo Peck Wan,10613,BEBAS,1,215
Melaka,N.03 Machap,3,Ng Kim Fong,9477,BN,25,3757
Melaka,N.03 Machap,4,Lim Swee,1546,DAP,18,1369
Melaka,N.04 Kelemak,1,Jalil Bin Mohamad Isa,10616,PAS,3,643
Melaka,N.04 Kelemak,2,A. Rahim Bin Tamby Chik,10617,BN,25,5939
Melaka,N.05 Masjid Tanah,1,A. Majid Bin Sulaiman,9484,PAS,3,1300
Melaka,N.05 Masjid Tanah,2,Dris Bin Abd. Gani,9483,BN,25,5824
Melaka,N.06 Batang Melaka,1,"Md, Daud Bin Suboh",10620,PAS,3,739
Melaka,N.06 Batang Melaka,2,C. S. Balan,10621,DAP,18,1331
Melaka,N.06 Batang Melaka,3,Lim Ah Kow @ Lim Soo Kiang,10622,BN,25,4836
Melaka,N.07 Nyalas,1,Foo Ah Kow,10623,DAP,18,804
Melaka,N.07 Nyalas,2,Adam B. Hj. Latiff,10624,PAS,3,665
Melaka,N.07 Nyalas,3,Ab. Aziz Tapa @ Mat Hajis Bin Tapar,10625,BN,25,5615
Melaka,N.08 Ayer Panas,1,Tompang B. Saadan,10626,PAS,3,1209
Melaka,N.08 Ayer Panas,2,Mat Aris B. Konil,10627,BN,25,6367
Melaka,N.09 Serkam,1,Salleh B. Ayob,1547,PAS,3,1923
Melaka,N.09 Serkam,2,Nawawi B. Hj. Ahmad,10629,BN,25,4926
Melaka,N.10 Sungai Rambai,1,Mohd. Yatim Bin Abd. Wahab,10630,PAS,3,931
Melaka,N.10 Sungai Rambai,2,Ahmad B. Ithnin,10631,BN,25,5083
Melaka,N.11 Tanjong Minyak,1,Ahmad Haji Abdullah,9794,BN,25,0
Melaka,N.12 Ayer Keroh,1,Ang Kwee Teng,10633,DAP,18,2474
Melaka,N.12 Ayer Keroh,2,A. Samad Bin Kaism,10634,BN,25,7291
Melaka,N.13 Ayer Molek,1,Mohd. Tamrin Abdul Ghaffar,10635,BN,25,0
Melaka,N.14 Sungai Udang,1,Ya'Cof B. Hj. A. Hassan @ Yaakop B. Hj. Abu Hassan,10636,PAS,3,1069
Melaka,N.14 Sungai Udang,2,Ahmad Nordin B. Md. Amin,9500,BN,25,6085
Melaka,N.15 Bukit Rambai,1,Datin Fatimah Ahmad,10638,BN,25,0
Melaka,N.16 Pringgit,1,Tee Cheng York @ Tee How,10639,BN,25,9344
Melaka,N.16 Pringgit,2,Yau Jiok Hua @ Yau Siok Hua,10640,DAP,18,2906
Melaka,N.16 Pringgit,3,Rosnah Binti Kamarudin,10641,BEBAS,1,369
Melaka,N.17 Tranquerah,1,Ng Peng Hong @ Ng Peng Hay,10642,BN,25,6132
Melaka,N.17 Tranquerah,2,Bernard Sia Maria,7400,DAP,18,4988
Melaka,N.18 Kubu,1,Yam Wai Hong,10644,BN,25,4084
Melaka,N.18 Kubu,2,Yan Choo Chai,6538,BEBAS,1,505
Melaka,N.18 Kubu,3,Yong Wee Yook @ Yong Wee Ngok,10646,DAP,18,5981
Melaka,N.19 Durian Daun,1,Phua Jin Hock,10647,BN,25,4534
Melaka,N.19 Durian Daun,2,Lai Keun Ban,10648,DAP,18,5141
Melaka,N.20 Bandar Hilir,1,Gan Boon Leong,8360,BN,25,6447
Melaka,N.20 Bandar Hilir,2,Lee Ching Sen,10650,BEBAS,1,44
Melaka,N.20 Bandar Hilir,3,Lim Kit Siang,698,DAP,18,3384
