state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Ulu Kelantan Barat,4752,4007,0,54
Kelantan,N.02 Ulu Kelantan Timor,8451,6153,0,211
Kelantan,N.03 Machang Selatan,9636,7727,0,82
Kelantan,N.04 Machang Utara,9611,8077,0,148
Kelantan,N.05 Tanah Merah Timor,8865,6613,0,178
Kelantan,N.06 Tanah Merah Barat,7317,6020,0,189
Kelantan,N.07 Pasir Puteh Utara,8300,6588,0,116
Kelantan,N.08 Pasir Puteh Tengah,8518,6570,0,161
Kelantan,N.09 Pasir Puteh Tenggara,9508,7440,0,161
Kelantan,N.10 Bachok Utara,9546,7276,0,207
Kelantan,N.11 Bachok Tengah,8104,6373,0,251
Kelantan,N.12 Bachok Selatan,7732,6023,0,95
Kelantan,N.13 Tendong,7546,5941,0,81
Kelantan,N.14 Meranti,6908,5363,0,34
Kelantan,N.15 Bandar Pasir Mas,7437,5518,0,61
Kelantan,N.16 Lemal,5916,4593,0,99
Kelantan,N.17 Tok Uban,7036,5639,0,67
Kelantan,N.18 Rantau Panjang,5412,3897,0,69
Kelantan,N.19 Tumpat Barat,7919,5467,0,95
Kelantan,N.20 Tumpat Tengah,8370,5881,0,119
Kelantan,N.21 Tumpat Timor,8094,6321,0,98
Kelantan,N.22 Kuala Kelantan,7345,5408,0,151
Kelantan,N.23 Kota Bharu Utara,8014,6040,0,122
Kelantan,N.24 Kota Bharu Pantai,8616,6401,0,114
Kelantan,N.25 Bandar Hilir,7497,5290,0,35
Kelantan,N.26 Bandar Hulu,8563,5595,0,78
Kelantan,N.27 Kota Bharu Tengah,8118,6211,0,129
Kelantan,N.28 Kota Bharu Timor,9158,7003,0,138
Kelantan,N.29 Kota Bharu Barat,9294,7280,0,137
Kelantan,N.30 Kota Bharu Selatan,8969,6897,0,67
