state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perlis,N.01 Kaki Bukit,5316,4125,0,199
Perlis,N.02 Paya,4092,3626,0,140
Perlis,N.03 Mata Ayer,3833,3192,0,229
Perlis,N.04 Bandar Kangar,2732,2127,0,77
Perlis,N.05 Sena,3166,2676,0,146
Perlis,N.06 Bintong,4240,3691,0,211
Perlis,N.07 Kurong Anai,3919,3013,0,194
Perlis,N.08 Arau,4015,3134,0,164
Perlis,N.09 Hutan Aji,4007,3295,0,188
Perlis,N.10 Kayang,3717,2984,0,158
Perlis,N.11 Kuala Perlis,3329,2692,0,182
Perlis,N.12 Sanglang,4125,3459,0,156
