state,dun,area_name,ballot_order,name,candidate_uid,party,votes
Negeri Sembilan,N.01 Chennah,Chennah,1,Siow Yoke Kim,15318,DAP,2868
Negeri Sembilan,N.01 Chennah,Chennah,2,Lim Yong,15319,BN,3942
Negeri Sembilan,N.02 Klawang,Klawang,1,Bohari Bin Abd. Latif,15320,PKR,2976
Negeri Sembilan,N.02 Klawang,Klawang,2,Dato' Hj. Shamsul Bahari Bin Mat,13007,BN,3045
Negeri Sembilan,N.03 Pertang,Pertang,1,Razak Bin Mansor,14143,BN,5230
Negeri Sembilan,N.03 Pertang,Pertang,2,Abu Bakar Bin Muhd. Yusoff,15323,PAS,2503
Negeri Sembilan,N.04 Sungai Lui,Sungai Lui,1,Norman Bin Ipin,15324,PAS,1813
Negeri Sembilan,N.04 Sungai Lui,Sungai Lui,2,Anuar Rashidin,15325,BN,4412
Negeri Sembilan,N.05 Serting,Serting,1,Md. Zin Bin Udin,15326,BEBAS,346
Negeri Sembilan,N.05 Serting,Serting,2,Dato Hj Lilah Bin Hj Yasin,15327,BN,6066
Negeri Sembilan,N.05 Serting,Serting,3,Ustaz Hj. Ramli Bin Abu Bakar,15328,PAS,2936
Negeri Sembilan,N.06 Bahau,Bahau,1,Ho Chew Kuan,15329,DAP,3707
Negeri Sembilan,N.06 Bahau,Bahau,2,See Ah Kow,14148,BN,6549
Negeri Sembilan,N.07 Jeram Padang,Jeram Padang,1,Ibrahim Bin Yusof,2400,PKR,2064
Negeri Sembilan,N.07 Jeram Padang,Jeram Padang,2,T. Rajagopalu,15332,BN,4848
Negeri Sembilan,N.08 Palong,Palong,1,Kamaruddin Bin Mohd. Din,14157,BN,6576
Negeri Sembilan,N.08 Palong,Palong,2,Mohammad Shariffuddin Bin Musim,15334,PKR,2367
Negeri Sembilan,N.09 Gemas,Gemas,1,Dato' Hj. Mohamad Yassin Bin Bakar,15335,BN,5634
Negeri Sembilan,N.09 Gemas,Gemas,2,Aziz Bin Ramli,15336,PAS,2775
Negeri Sembilan,N.10 Gemencheh,Gemencheh,1,Dato Waad B Hj. Mansor,15337,BN,4997
Negeri Sembilan,N.10 Gemencheh,Gemencheh,2,Ali Maidin,15338,PAS,3783
Negeri Sembilan,N.11 Repah,Repah,1,Gan Chin Yap,15339,BN,5301
Negeri Sembilan,N.11 Repah,Repah,2,Kapt (B) Dr Kok Chan Wah,15340,DAP,4328
Negeri Sembilan,N.12 Kota,Kota,1,Zaharudin Mohd Shariff,15341,BN,4444
Negeri Sembilan,N.12 Kota,Kota,2,Nasruddin Bin Baba,15342,PKR,2515
Negeri Sembilan,N.13 Juasseh,Juasseh,1,Hasan Bin Malek,3474,BN,3495
Negeri Sembilan,N.13 Juasseh,Juasseh,2,Shamsul Bahri Shamsudin,15344,PKR,2510
Negeri Sembilan,N.14 Senaling,Senaling,1,Hj. Baharudin Bin Poan,15345,PAS,2070
Negeri Sembilan,N.14 Senaling,Senaling,2,Haji Ismail Lasim,15346,BN,3097
Negeri Sembilan,N.15 Johol,Johol,1,Kapt. (B) Hj Rusli Bin Idris,15347,PAS,2581
Negeri Sembilan,N.15 Johol,Johol,2,Dato' Darus Salim Bin Bulin,15348,BN,3429
Negeri Sembilan,N.16 Pilah,Pilah,1,Nordin Bin Ismail,15349,PKR,3446
Negeri Sembilan,N.16 Pilah,Pilah,2,Norhayati Binti Omar,15350,BN,3758
Negeri Sembilan,N.17 Seri Menanti,Seri Menanti,1,Mohamad Noor Bin Abdul Rahman,15351,PAS,2593
Negeri Sembilan,N.17 Seri Menanti,Seri Menanti,2,Haji Ibrahim Bin Jahaya,15352,BN,3069
Negeri Sembilan,N.18 Nilai,Nilai,1,Peter Lai Yit Fee,15353,BN,6032
Negeri Sembilan,N.18 Nilai,Nilai,2,Wong Swee Ching,15354,DAP,3438
Negeri Sembilan,N.19 Lenggeng,Lenggeng,1,Dato' Ishak Ismail,15355,BN,4885
Negeri Sembilan,N.19 Lenggeng,Lenggeng,2,Zulkepley Mohamad Omar,15356,PAS,2499
Negeri Sembilan,N.20 Senawang,Senawang,1,Mohamad Rafie Bin Ab Malek,15357,PKR,7070
Negeri Sembilan,N.20 Senawang,Senawang,2,Dato' Woo Ah Lek,15358,BN,9115
Negeri Sembilan,N.21 Ampangan,Ampangan,1,Haji Zakaria Nordin,15359,BN,7398
Negeri Sembilan,N.21 Ampangan,Ampangan,2,Hj. Ibrahim Abd. Rahman,15360,PAS,5458
Negeri Sembilan,N.21 Ampangan,Ampangan,3,Mohammad Abdullah,15361,BEBAS,81
Negeri Sembilan,N.22 Lobak,Lobak,1,Lim Seng Chuan,14209,MDP,297
Negeri Sembilan,N.22 Lobak,Lobak,2,Khoo Seng Hock,1834,BN,5983
Negeri Sembilan,N.22 Lobak,Lobak,3,Wong Zee Nyok,13017,DAP,5196
Negeri Sembilan,N.23 Labu,Labu,1,Norizam Bin Yasin,15365,PKR,2717
Negeri Sembilan,N.23 Labu,Labu,2,Muhamad Shahlan Bin Shaid,14190,BN,4401
Negeri Sembilan,N.24 Temiang,Temiang,1,Lee Yuen Fong,2464,BN,6467
Negeri Sembilan,N.24 Temiang,Temiang,2,Chen Man Hin,688,DAP,6291
Negeri Sembilan,N.25 Rahang,Rahang,1,Yip Chee Kiong,15369,BN,6061
Negeri Sembilan,N.25 Rahang,Rahang,2,Gunasekeran A/L Palasamy,14194,DAP,4702
Negeri Sembilan,N.26 Mambau,Mambau,1,Liew Tet Kim,15371,DAP,7593
Negeri Sembilan,N.26 Mambau,Mambau,2,Yu Chok Tow,3472,BN,8133
Negeri Sembilan,N.27 Rantau,Rantau,1,Ab. Ghani Hassan,15373,BN,6222
Negeri Sembilan,N.27 Rantau,Rantau,2,Cikgu Husin Haroon,15374,PKR,3452
Negeri Sembilan,N.28 Chembong,Chembong,1,Firdaus Harun,15375,BN,4343
Negeri Sembilan,N.28 Chembong,Chembong,2,Dr. Ishak Hj. Mas'Ud,15376,PKR,2702
Negeri Sembilan,N.29 Linggi,Linggi,1,Dr. Rosli Yaakop,3123,PAS,2465
Negeri Sembilan,N.29 Linggi,Linggi,2,Mohd Isa Bin Abd. Samad,14203,BN,5543
Negeri Sembilan,N.30 Pasir Panjang,Pasir Panjang,1,Sainy Bin Edris,14205,BN,5227
Negeri Sembilan,N.30 Pasir Panjang,Pasir Panjang,2,Ust. Hassan Bin Alias,15380,PAS,2646
Negeri Sembilan,N.31 Si Rusa,Si Rusa,1,M.K. Arumugam,15381,DAP,3159
Negeri Sembilan,N.31 Si Rusa,Si Rusa,2,E.M. Yohevel,15382,BN,4978
Negeri Sembilan,N.32 Lukut,Lukut,1,Lim Fui Ming,13047,DAP,5122
Negeri Sembilan,N.32 Lukut,Lukut,2,Yeo Chai Thiam,3476,BN,8055
