state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Pahang,N.01 Cameron Highlands,1,Law Kee Long,12937,BN,25,5408
Pahang,N.01 Cameron Highlands,2,Apalasamy A/L Jataliah,3043,DAP,18,2909
Pahang,N.02 Jelai,1,Omar Bin Othman,6776,BN,25,3681
Pahang,N.02 Jelai,2,Kasim Bin Yahaya,1203,PAS,3,1548
Pahang,N.03 Padang Tengku,1,Abdul Fattah Bin Abdullah,14058,BN,25,3985
Pahang,N.03 Padang Tengku,2,Mohd Alwi Bin Ab Hamid,14059,PAS,3,2548
Pahang,N.04 Ceka,1,Fong Koong Fuee,14060,BN,25,4243
Pahang,N.04 Ceka,2,Ahmad Bin Haji Pilus,12943,S46,56,2754
Pahang,N.05 Benta,1,Suhaimi Bin Ibrahim,14062,BN,25,4124
Pahang,N.05 Benta,2,Mohd Jaafar Bin Kamarulzaman,14063,S46,56,1663
Pahang,N.06 Batu Talam,1,Syed Ali Bin Syed Mohammad,14064,BN,25,5316
Pahang,N.06 Batu Talam,2,Abdullah Suhaimin Bin Sa'At,14065,PAS,3,2085
Pahang,N.07 Teras,1,Biaw Nga @ Liaw Per Lon,11761,BN,25,7877
Pahang,N.07 Teras,2,Lip Tuck Chee @ Lip Ah Kow,14067,DAP,18,5392
Pahang,N.07 Teras,3,Ibrahim Bin Yusof,2400,BEBAS,1,449
Pahang,N.08 Dong,1,Shahiruddin Bin Ab Moin,14069,BN,25,7369
Pahang,N.08 Dong,2,Md Rusli Bin Ab Jalil,14070,S46,56,1357
Pahang,N.09 Tahan,1,Rahimah Bt Mohammad Kawi,12954,BN,25,3612
Pahang,N.09 Tahan,2,Abd. Malik Bin Yusof,14072,PAS,3,3140
Pahang,N.10 Damak,1,Lau Lee,14073,BN,25,6819
Pahang,N.10 Damak,2,Haji Abd Rahim Bin Yahya,12955,S46,56,4140
Pahang,N.11 Pulau Tawar,1,Azizan Bin Yaakob,14075,BN,25,7798
Pahang,N.11 Pulau Tawar,2,Hashim Bin Awang Sulong,14076,S46,56,3279
Pahang,N.12 Beserah,1,Jamal Abd Nasir Bin Ismail,14077,BN,25,8978
Pahang,N.12 Beserah,2,Raja Puji Tengku Abdul Hamid,1212,PAS,3,5018
Pahang,N.13 Teruntum,1,Kan Tong Leong,12962,BN,25,9241
Pahang,N.13 Teruntum,2,Pang Jon Kong,12963,DAP,18,3453
Pahang,N.13 Teruntum,3,Mohd Yusof Bin Ibrahim,14081,PAS,3,2588
Pahang,N.14 Indera Mahkota,1,Abdul Aziz Bin Othman,12958,S46,56,4320
Pahang,N.14 Indera Mahkota,2,Ti Lian Ker,14083,BN,25,10937
Pahang,N.15 Sungai Lembing,1,Ibrahim Bin Mohd Taib,14084,BN,25,5812
Pahang,N.15 Sungai Lembing,2,Tunku Iskandar Dzulkarnain Bin Tunku Ismail,23680,S46,56,2701
Pahang,N.16 Lepar,1,Mohd Khalil Bin Yaakob,14086,BN,25,10035
Pahang,N.16 Lepar,2,Abd Razak Bin Hassan,14087,S46,56,2035
Pahang,N.17 Penur,1,Zainudin Bin Juma'At,14088,BN,25,9366
Pahang,N.17 Penur,2,Bahrin Bin Mohamad,11774,PAS,3,4589
Pahang,N.18 Kuala Pahang,1,Haji Abdullah Bin Md Derus,14090,BN,25,5328
Pahang,N.18 Kuala Pahang,2,Abu Kassim Bin Haji Abdul Ghani,14091,PAS,3,3310
