state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Selangor,N.01 Tanjong Karang,1,Datuk Kampo Radjo,495,SF,8,2467
Selangor,N.01 Tanjong Karang,2,Hashim Bin Hj. Mahmood,6936,PERIKATAN,2,4898
Selangor,N.02 Kuala Selangor Pekan,1,Haji Norhadi Bin Kasan Ali,6937,PAS,3,852
Selangor,N.02 Kuala Selangor Pekan,2,Tan Wei Ming,6938,SF,8,1745
Selangor,N.02 Kuala Selangor Pekan,3,N. S. Maniam,6659,PERIKATAN,2,6107
Selangor,N.03 Kepong,1,Chan Keong Hon,5859,PERIKATAN,2,7485
Selangor,N.03 Kepong,2,Dr. Tan Chee Khoon,499,SF,8,7487
Selangor,N.04 Penchala,1,Ng Ann Teck,319,SF,8,2894
Selangor,N.04 Penchala,2,Lim Jew Siang,5862,PERIKATAN,2,3065
Selangor,N.04 Penchala,3,Too Chee Cheong,497,PETIR,14,1409
Selangor,N.05 Jeram,1,Zailani Sulaiman,501,SF,8,1194
Selangor,N.05 Jeram,2,Hussain Bin Abdullah,5922,PERIKATAN,2,4863
Selangor,N.05 Jeram,3,Haji Solahuddin Bin Hj. Hussin,6947,PAS,3,1682
Selangor,N.06 Sementa,3,Fung Ah Chat,5927,PKR,11,1016
Selangor,N.06 Sementa,4,Lee Eng Teh,61,PERIKATAN,2,4440
Selangor,N.06 Sementa,1,Tee Guan Seng,6950,SF,8,3415
Selangor,N.06 Sementa,2,Jarmani Bin Md. Umar,6951,PAS,3,409
Selangor,N.07 Serendah,1,Dr. Low Wah Lean,6952,SF,8,3013
Selangor,N.07 Serendah,2,Lim Cy Howe,6953,PERIKATAN,2,4847
Selangor,N.08 Kuang,1,Oon Seng Lee,6954,PERIKATAN,2,4185
Selangor,N.08 Kuang,2,Mohd. Anwar,6955,PAS,3,951
Selangor,N.08 Kuang,3,Azai Bin Karim,6956,SF,8,1700
Selangor,N.09 Kajang,1,Mohd. Nazir Bin Haji Abdul Jalil,58,PERIKATAN,2,6036
Selangor,N.09 Kajang,2,Tajuddin Bin Abdul Kahar,6958,SF,8,2445
