state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Tumpat Barat,Tumpat Barat,8237,6454,0,329
Kelantan,N.02 Tumpat Tengah,Tumpat Tengah,9154,7561,0,396
Kelantan,N.03 Tumpat Timor,Tumpat Timor,8496,7214,0,295
Kelantan,N.04 Kuala Kelantan,Kuala Kelantan,7407,5803,0,304
Kelantan,N.05 Kota Bharu Utara,Kota Bharu Utara,9233,7267,0,349
Kelantan,N.06 Kota Bharu Pantai,Kota Bharu Pantai,8811,7098,0,343
Kelantan,N.07 Meranti,Meranti,7605,5754,0,124
Kelantan,N.08 Tendong,Tendong,8536,6911,0,250
Kelantan,N.09 Bandar Pasir Mas,Bandar Pasir Mas,8523,6584,0,220
Kelantan,N.10 Bandar Hilir,Bandar Hilir,9492,7153,0,283
Kelantan,N.11 Bandar Hulu,Bandar Hulu,12222,8622,0,367
Kelantan,N.12 Kota Bharu Tengah,Kota Bharu Tengah,9228,7547,0,335
Kelantan,N.13 Bachok Utara,Bachok Utara,9204,7784,0,438
Kelantan,N.14 Bachok Tengah,Bachok Tengah,8552,7099,0,332
Kelantan,N.15 Bachok Selatan,Bachok Selatan,8518,6967,0,302
Kelantan,N.16 Kota Bharu Timor,Kota Bharu Timor,10093,7952,0,350
Kelantan,N.17 Kota Bharu Barat,Kota Bharu Barat,9483,7884,0,384
Kelantan,N.18 Kota Bharu Selatan,Kota Bharu Selatan,10402,8727,0,366
Kelantan,N.19 Rantau Panjang,Rantau Panjang,6643,4791,0,177
Kelantan,N.20 Lemal,Lemal,6611,5170,0,251
Kelantan,N.21 Tok Uban,Tok Uban,7510,6027,0,343
Kelantan,N.22 Pasir Puteh Utara,Pasir Puteh Utara,8789,7386,0,400
Kelantan,N.23 Pasir Puteh Tengah,Pasir Puteh Tengah,9033,7800,0,342
Kelantan,N.24 Pasir Puteh Tenggara,Pasir Puteh Tenggara,9220,8047,0,455
Kelantan,N.25 Machang Utara,Machang Utara,10333,8775,0,342
Kelantan,N.26 Tanah Merah Timor,Tanah Merah Timor,11441,8845,0,399
Kelantan,N.27 Tanah Merah Barat,Tanah Merah Barat,9476,7367,0,338
Kelantan,N.28 Machang Selatan,Machang Selatan,11464,9410,0,342
Kelantan,N.29 Ulu Kelantan Timor,Ulu Kelantan Timor,11757,8685,0,504
Kelantan,N.30 Ulu Kelantan Barat,Ulu Kelantan Barat,6258,5045,0,192
