state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Selangor,N.01 Sungai Ayer Tawar,Sungai Ayer Tawar,1,Jamaluddin Bin Haji Suhaimi,1219,BN,25,3023
Selangor,N.01 Sungai Ayer Tawar,Sungai Ayer Tawar,2,Shaarani Bin Johari @ Ahmad Bin Atan,8770,BEBAS,1,1742
Selangor,N.02 Sabak,Sabak,1,Lope Salleh Bin Long,8771,BN,25,3160
Selangor,N.02 Sabak,Sabak,2,Mohd. Toda Bin Mohd. Awam,8772,BEBAS,1,1145
Selangor,N.02 Sabak,Sabak,3,Haron Bin Bada,8773,PEKEMAS,27,221
Selangor,N.03 Sungai Besar,Sungai Besar,1,Mohd. Ghazali Bin Kantan,8774,BN,25,3375
Selangor,N.03 Sungai Besar,Sungai Besar,2,Taiban Bin Hassan,960,BEBAS,1,1439
Selangor,N.03 Sungai Besar,Sungai Besar,3,Haji Sharif Bin Haji Sadri,8776,PEKEMAS,27,133
Selangor,N.04 Sungai Panjang,Sungai Panjang,1,Haji Hamdan Bin Haji Bakri,8777,BN,25,0
Selangor,N.05 Sekincan,Sekincan,1,Muhamad Kassim Bin Mohamed Yusof,8778,BN,25,3256
Selangor,N.05 Sekincan,Sekincan,2,Ta Ban Kow,8779,PEKEMAS,27,1526
Selangor,N.05 Sekincan,Sekincan,3,Wan Husin Bin Mastor,8780,BEBAS,1,352
Selangor,N.05 Sekincan,Sekincan,4,Ismail Bin Amin,7744,BEBAS,1,101
Selangor,N.06 Sungai Burong,Sungai Burong,1,Kamaruzaman Bin Ahmad,7740,BN,25,3590
Selangor,N.06 Sungai Burong,Sungai Burong,2,Abdul Rahman Bin Haju Abd. Hamid,450,BEBAS,1,1770
Selangor,N.06 Sungai Burong,Sungai Burong,3,Haji Abd. Hamid Bin Abd. Manan,8784,PEKEMAS,27,397
Selangor,N.07 Kalumpang,Kalumpang,1,Shoib Bin Haji Ahmad,7002,BN,25,4983
Selangor,N.07 Kalumpang,Kalumpang,2,Serjidin Bin Ariffin,8786,PSRM,26,1599
Selangor,N.08 Kuala Kubu Bharu,Kuala Kubu Bharu,1,Chan Keong Hon,5859,BN,25,4761
Selangor,N.08 Kuala Kubu Bharu,Kuala Kubu Bharu,2,Leong Chin Hoe,1223,DAP,18,2349
Selangor,N.09 Batang Kali,Batang Kali,1,Rosedin Bin Haji Yaacob,8789,BN,25,4425
Selangor,N.09 Batang Kali,Batang Kali,2,Hamdan Bin Husain,8790,DAP,18,1847
Selangor,N.10 Permatang,Permatang,1,Haji Md. Sail Bin Bohir,8791,BN,25,3311
