state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Melaka,N.01 Kuala Linggi,8129,6325,6,126
Melaka,N.02 Ramuan China,0,0,0,0
Melaka,N.03 Melekek,7669,5672,15,136
Melaka,N.04 Masjid Tanah,10175,7597,50,211
Melaka,N.05 Sungai Udang,12853,11794,1379,315
Melaka,N.06 Pulau Sebang,9332,6210,10,152
Melaka,N.07 Bukit Sedanan,10233,7521,17,263
Melaka,N.08 Bukit Asahan,11148,8278,31,237
Melaka,N.09 Durian Tunggal,7841,6209,7,163
Melaka,N.10 Rembia,9087,6951,42,199
Melaka,N.11 Tangga Batu,16618,12754,26,279
Melaka,N.12 Paya Rumput,17625,13819,25,249
Melaka,N.13 Ayer Keroh,14766,12193,68,237
Melaka,N.14 Bachang,15286,11621,29,190
Melaka,N.15 Ayer Molek,15566,12194,30,253
Melaka,N.16 Tengkera,16447,12675,16,254
Melaka,N.17 Durian Daun,16224,12147,11,211
Melaka,N.18 Bandar Hilir,15591,11722,80,268
Melaka,N.19 Duyong,12494,9738,25,162
Melaka,N.20 Alai,13138,10472,23,280
Melaka,N.21 Ayer Panas,9284,6739,76,211
Melaka,N.22 Rim,7594,5740,6,142
Melaka,N.23 Merlimau,8160,6033,10,171
Melaka,N.24 Serkam,11636,9246,12,163
Melaka,N.25 Sungai Rambai,8422,6423,12,146
