state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sabah,N.01 Banggi,5961,3977,7,106
Sabah,N.02 Bengkoka,11543,8073,13,125
Sabah,N.03 Pitas,10928,7483,21,192
Sabah,N.04 Tanjong Kapor,23700,14865,74,334
Sabah,N.05 Matunggong,17111,11427,13,238
Sabah,N.06 Bandau,14615,9968,37,225
Sabah,N.07 Tandek,15971,10588,14,277
Sabah,N.08 Pintasan,10867,8395,19,138
Sabah,N.09 Tempasuk,11996,9124,37,179
Sabah,N.10 Usukan,16883,12951,56,212
Sabah,N.11 Kadamaian,17968,13582,47,175
Sabah,N.12 Sulaman,11711,9174,40,142
Sabah,N.13 Pantai Dalit,15091,11278,105,224
Sabah,N.14 Tamparuli,16597,11750,30,173
Sabah,N.15 Kiulu,10887,7818,24,78
Sabah,N.16 Karambunai,19560,12465,33,345
Sabah,N.17 Darau,18350,12272,32,312
Sabah,N.18 Inanam,26035,17286,36,360
Sabah,N.19 Likas,14934,9554,16,71
Sabah,N.20 Api-Api,19149,11865,30,336
Sabah,N.21 Luyang,25775,17306,44,135
Sabah,N.22 Tanjung Aru,14941,9879,171,287
Sabah,N.23 Petagas,13763,9542,265,210
Sabah,N.24 Tanjung Keramat,14350,9470,368,224
Sabah,N.25 Kapayan,30034,19773,44,282
Sabah,N.26 Moyog,19465,13637,33,177
Sabah,N.27 Limbahau,12739,9258,25,140
Sabah,N.28 Kawang,14932,11091,36,181
Sabah,N.29 Pantai Manis,14322,10500,45,132
Sabah,N.30 Bongawan,16735,13044,30,236
Sabah,N.31 Membakut,13617,10620,19,119
Sabah,N.32 Klias,16905,11564,34,327
Sabah,N.33 Kuala Penyu,16396,12829,25,215
Sabah,N.34 Lumadan,15044,11010,148,298
Sabah,N.35 Sindumin,16762,11300,31,208
Sabah,N.36 Kundasang,14986,10220,21,205
Sabah,N.37 Karanaan,13425,9221,35,100
Sabah,N.38 Paginatan,15410,10903,47,244
Sabah,N.39 Tambunan,16511,11717,55,107
Sabah,N.40 Bingkor,17828,11966,67,128
Sabah,N.41 Liawan,17446,12040,65,144
Sabah,N.42 Melalap,13993,10605,22,130
Sabah,N.43 Kemabong,15086,11256,16,288
Sabah,N.44 Tulid,8910,6898,16,106
Sabah,N.45 Sook,10397,7743,14,120
Sabah,N.46 Nabawan,12475,8571,8,182
Sabah,N.47 Telupid,7862,5471,19,94
Sabah,N.48 Sugut,11712,7688,17,228
Sabah,N.49 Labuk,8952,5953,18,77
Sabah,N.50 Gum-Gum,12474,8207,18,180
Sabah,N.51 Sungai Manila,12761,8505,39,221
Sabah,N.52 Sungai Sibuga,23308,14769,111,340
Sabah,N.53 Sekong,17054,11108,31,297
Sabah,N.54 Karamunting,15896,10127,219,218
Sabah,N.55 Elopura,25794,14999,38,192
Sabah,N.56 Tanjong Papat,14287,8858,22,160
Sabah,N.57 Kuamut,9854,7351,11,176
Sabah,N.58 Lamag,8159,5774,16,144
Sabah,N.59 Sukau,10810,6996,16,220
Sabah,N.60 Tungku,13255,7900,52,133
Sabah,N.61 Segama,16575,9628,44,304
Sabah,N.62 Silam,17395,9669,20,263
Sabah,N.63 Kunak,14641,8136,32,168
Sabah,N.64 Sulabayan,14012,8587,81,182
Sabah,N.65 Senallang,14336,8447,38,163
Sabah,N.66 Bugaya,20267,11834,54,285
Sabah,N.67 Balung,14600,8084,34,133
Sabah,N.68 Apas,19378,10928,31,173
Sabah,N.69 Sri Tanjong,26493,14794,96,139
Sabah,N.70 Kukusan,12640,6822,56,102
Sabah,N.71 Tanjung Batu,14875,7809,51,142
Sabah,N.72 Merotai,14973,8638,29,125
Sabah,N.73 Sebatik,10131,6143,36,129
