state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Pengkalan Kubor,20311,15488,39,263
Kelantan,N.02 Kelaboran,18990,15366,53,213
Kelantan,N.03 Pasir Pekan,21462,17991,42,253
Kelantan,N.04 Wakaf Bharu,19309,16417,32,235
Kelantan,N.05 Kijang,0,0,0,0
Kelantan,N.06 Chempaka,17818,15077,56,242
Kelantan,N.07 Panchor,18267,15194,145,190
Kelantan,N.08 Tanjong Mas,20537,16273,40,155
Kelantan,N.09 Kota Lama,27038,20804,0,276
Kelantan,N.10 Bunut Payong,20686,16525,0,146
Kelantan,N.11 Tendong,17741,14792,32,207
Kelantan,N.12 Pengkalan Pasir,22582,18740,60,274
Kelantan,N.13 Chetok,19317,15814,44,226
Kelantan,N.14 Meranti,14534,11509,25,145
Kelantan,N.15 Gual Periok,18162,13514,33,237
Kelantan,N.16 Bukit Tuku,12688,10428,26,178
Kelantan,N.17 Salor,16528,13662,50,186
Kelantan,N.18 Pasir Tumboh,14827,12292,24,113
Kelantan,N.19 Demit,22141,18512,48,169
Kelantan,N.20 Tawang,22167,19129,26,245
Kelantan,N.21 Perupok,21017,18024,42,242
Kelantan,N.22 Jelawat,21624,18535,37,264
Kelantan,N.23 Melor,18607,15405,28,213
Kelantan,N.24 Kadok,14436,12308,31,136
Kelantan,N.25 Kok Lanas,19197,16652,254,340
Kelantan,N.26 Bukit Panau,20442,16337,82,180
Kelantan,N.27 Gual Ipoh,12955,10640,2,155
Kelantan,N.28 Kemahang,10950,9149,16,103
Kelantan,N.29 Selising,15458,12892,29,172
Kelantan,N.30 Limbongan,19519,15904,69,224
Kelantan,N.31 Semerak,15584,13245,19,171
Kelantan,N.32 Gaal,13832,11732,20,153
Kelantan,N.33 Pulai Chondong,15425,13046,38,133
Kelantan,N.34 Temangan,15474,13147,14,132
Kelantan,N.35 Kemuning,18258,15281,22,169
Kelantan,N.36 Bukit Bunga,13935,11406,53,239
Kelantan,N.37 Air Lanas,12607,10759,51,123
Kelantan,N.38 Kuala Balah,9756,8390,85,142
Kelantan,N.39 Mengkebang,14422,12315,21,183
Kelantan,N.40 Guchil,16829,12925,59,298
Kelantan,N.41 Manek Urai,12292,10353,21,192
Kelantan,N.42 Dabong,8707,7419,9,150
Kelantan,N.43 Nenggiri,8611,7214,14,204
Kelantan,N.44 Paloh,10045,8713,17,135
Kelantan,N.45 Galas,10330,8356,33,171
