state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pahang,N.01 Cameron Highlands,13317,8056,82,314
Pahang,N.02 Jelai,8995,5848,12,287
Pahang,N.03 Padang Tengku,9327,7172,19,173
Pahang,N.04 Ceka,10946,7456,89,272
Pahang,N.05 Benta,8147,5406,85,217
Pahang,N.06 Batu Talam,10887,8208,14,239
Pahang,N.07 Teras,20338,14006,64,337
Pahang,N.08 Dong,13019,9270,27,348
Pahang,N.09 Tahan,10227,7618,18,249
Pahang,N.10 Damak,17223,12377,57,433
Pahang,N.11 Pulau Tawar,15168,12181,12,256
Pahang,N.12 Beserah,21887,16672,502,671
Pahang,N.13 Teruntum,24642,17538,462,525
Pahang,N.14 Indera Mahkota,23909,18100,358,439
Pahang,N.15 Sungai Lembing,12637,9406,14,253
Pahang,N.16 Lepar,18611,15761,2783,901
Pahang,N.17 Penur,22033,17052,48,277
Pahang,N.18 Kuala Pahang,13462,9981,57,225
Pahang,N.19 Bebar,11202,8386,11,318
Pahang,N.20 Cini,11168,8408,1,292
Pahang,N.21 Luit,8716,6291,39,157
Pahang,N.22 Hulu Jempul,11244,8529,24,210
Pahang,N.23 Jengka,12706,10576,12,207
Pahang,N.24 Cenur,10322,8087,29,197
Pahang,N.25 Jenderak,12292,9054,38,303
Pahang,N.26 Sanggang,15579,11288,37,273
Pahang,N.27 Lancang,15895,11742,86,353
Pahang,N.28 Bilut,15337,11374,567,289
Pahang,N.29 Ketari,16434,11870,50,303
Pahang,N.30 Sabai,9437,6641,28,207
Pahang,N.31 Pelangai,9760,7110,15,156
Pahang,N.32 Semantan,15796,11519,193,310
Pahang,N.33 Teriang,12852,9451,0,245
Pahang,N.34 Guai,13193,10181,7,209
Pahang,N.35 Bera,11844,8403,41,295
Pahang,N.36 Bukit Ibam,12408,9908,130,265
Pahang,N.37 Muadzam Shah,10720,8444,16,334
Pahang,N.38 Tioman,11193,8199,26,254
