state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Negeri Sembilan,N.01 Kuala Klawang,Kuala Klawang,1,Lim Kim Kee,5575,BN,25,4173
Negeri Sembilan,N.01 Kuala Klawang,Kuala Klawang,2,Abd. Muluk Bin Daud,2446,DAP,18,1810
Negeri Sembilan,N.02 Pertang,Pertang,1,Aminuddin Bin Abd. Manaf,5577,BN,25,1902
Negeri Sembilan,N.02 Pertang,Pertang,2,Dato Empat Saat,8444,BEBAS,1,1891
Negeri Sembilan,N.02 Pertang,Pertang,3,Daud Bin Haji Ahmad,6689,DAP,18,439
Negeri Sembilan,N.03 Bahau,Bahau,1,Thong Hiang Kim,5580,BN,25,4540
Negeri Sembilan,N.03 Bahau,Bahau,2,Muhamad Janor Tahar,8447,DAP,18,706
Negeri Sembilan,N.03 Bahau,Bahau,3,Ad. Rahman Bin Haji Muhamad,8448,BEBAS,1,360
Negeri Sembilan,N.04 Jempol,Jempol,1,Muhamad Yasin Bin Othman,8449,BN,25,2647
Negeri Sembilan,N.04 Jempol,Jempol,2,Abas Bin Jasin,6702,DAP,18,887
Negeri Sembilan,N.05 Lenggeng,Lenggeng,1,Siow Soong Sang @ Yun Sang,8451,BN,25,4029
Negeri Sembilan,N.05 Lenggeng,Lenggeng,2,Yim Chee Chong,996,PSRM,26,1997
Negeri Sembilan,N.05 Lenggeng,Lenggeng,3,Haji Mohd. Sharif,8453,DAP,18,437
Negeri Sembilan,N.05 Lenggeng,Lenggeng,4,Mokhtar Bin Hitam,8454,PEKEMAS,27,338
Negeri Sembilan,N.05 Lenggeng,Lenggeng,5,Jalaludin Bin Shamsudin,8455,IPPP,30,221
Negeri Sembilan,N.06 Pantai,Pantai,1,Khatimah Binti Haji Ibrahim,8456,BN,25,3082
Negeri Sembilan,N.06 Pantai,Pantai,2,P. Balakrishnan,8457,DAP,18,957
Negeri Sembilan,N.06 Pantai,Pantai,3,Chok Ping,8458,PSRM,26,229
Negeri Sembilan,N.07 Labu,Labu,1,Shahardin Bin Hashim,8459,BN,25,4090
Negeri Sembilan,N.07 Labu,Labu,2,Mohd. Nor Bin Md. Salleh,8460,PSRM,26,808
Negeri Sembilan,N.07 Labu,Labu,3,M. Kuppusamy,8461,DAP,18,452
Negeri Sembilan,N.07 Labu,Labu,4,Chen Hun Chong,8462,BEBAS,1,323
Negeri Sembilan,N.07 Labu,Labu,5,Ahmad Bin Mansor,8463,PEKEMAS,27,198
Negeri Sembilan,N.08 Rantau,Rantau,1,Sheikh Md. Hamid Bin Mohd. Said,8464,BN,25,2273
Negeri Sembilan,N.08 Rantau,Rantau,2,K. Raman,6396,DAP,18,1030
Negeri Sembilan,N.08 Rantau,Rantau,3,Mair Karistan @ Krishnan A/L M. Appu,8466,PSRM,26,246
Negeri Sembilan,N.08 Rantau,Rantau,4,V. Sinnathamby,8467,IPPP,30,94
Negeri Sembilan,N.09 Rasah,Rasah,1,John Fernandez,3473,DAP,18,3909
Negeri Sembilan,N.09 Rasah,Rasah,2,Woo Thong,6711,BN,25,2680
Negeri Sembilan,N.10 Rahang,Rahang,1,Dr Chen Man Hin,999,DAP,18,6210
Negeri Sembilan,N.10 Rahang,Rahang,2,Oh Her Sang,8471,BN,25,3459
Negeri Sembilan,N.11 Sungai Ujong,Sungai Ujong,1,Liew Ah Kim,1461,DAP,18,4414
Negeri Sembilan,N.11 Sungai Ujong,Sungai Ujong,2,Wong Chang Yee,8473,BN,25,3823
