state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,1,Mat Nawawi Bin Mat Jusoh @ Cikgu Hj Mat Nawi,15102,BN,25,4683
Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,2,Tok Imam Wan Husain,15103,PAS,3,7115
Kelantan,N.02 Kelaboran,Kelaboran,1,Cik Gu Hj. Noordin,15104,PAS,3,7619
Kelantan,N.02 Kelaboran,Kelaboran,2,Mansor Bin Salleh,11619,BN,25,4559
Kelantan,N.03 Pasir Pekan,Pasir Pekan,1,Muhammad Bin Sulaiman @ Tok Gawa Mat,15106,BN,25,3458
Kelantan,N.03 Pasir Pekan,Pasir Pekan,2,Ahmad Bin Yakob @ Ustaz Mat To' Guru Kob,13901,PAS,3,8389
Kelantan,N.04 Kijang,Kijang,1,Ustaz Ab. Halim,15108,PAS,3,7352
Kelantan,N.04 Kijang,Kijang,2,Dr Nik Zain,15109,BN,25,2540
Kelantan,N.05 Chempaka,Chempaka,1,Ropli Bin Ishak,15110,BN,25,2302
Kelantan,N.05 Chempaka,Chempaka,2,Tuan Guru Da To' Hj. Nik Abdul Aziz B Nik Mat,15111,PAS,3,8649
Kelantan,N.06 Panchor,Panchor,1,Mohd Yusoff Bin Ludin @ Tok Imam Soh,13907,PAS,3,7443
Kelantan,N.06 Panchor,Panchor,2,Mohd Ariffin Bin Abdul Hamid @ Abang Pin,15113,BN,25,3032
Kelantan,N.07 Tanjong Mas,Tanjong Mas,1,Abd. Rahim Bin Wan Abdullah @ Cikgu Rahim,15114,PAS,3,10843
Kelantan,N.07 Tanjong Mas,Tanjong Mas,2,Haji Zamri Bin Haji Ramli,15115,BN,25,3530
Kelantan,N.08 Kota Lama,Kota Lama,1,Tan Teng Loon @ Anuar Tan B. Abdullah @ Anuar Tan,15116,PAS,3,8470
Kelantan,N.08 Kota Lama,Kota Lama,2,Leong Su Siang,13914,BN,25,8025
Kelantan,N.09 Bunut Payong,Bunut Payong,1,Dato' Haji Ahmad Rastom,15118,BN,25,3824
Kelantan,N.09 Bunut Payong,Bunut Payong,2,Takiyuddin Hassan,15119,PAS,3,9362
Kelantan,N.10 Wakaf Bharu,Wakaf Bharu,1,Hj. Ramli Bin Abu Bakar,12797,PAS,3,8502
Kelantan,N.10 Wakaf Bharu,Wakaf Bharu,2,Ramzi Bin Haji Ab Rahman,15121,BN,25,5884
Kelantan,N.11 Tendong,Tendong,1,Cik Gu Haji Wan Othman,15122,PAS,3,6930
Kelantan,N.11 Tendong,Tendong,2,Zainuddin Bin Mohamad Nor @ Haji Zainuddin @ Fathil Bin Haji Mohamad Nor,15123,BN,25,4928
Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,1,Hj. Hassan Abdullah,12816,PAS,3,7877
Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,2,Dato Hj. Abdul Rahim Bin Hj. Abdul Rahman,15125,BN,25,5015
Kelantan,N.13 Meranti,Meranti,1,Zaid Bin Fadzil,9395,BN,25,2965
Kelantan,N.13 Meranti,Meranti,2,Mohd. Nassuruddin Bin Haji Daud,13926,PAS,3,5983
Kelantan,N.14 Gual Periok,Gual Periok,1,Nik Mustapha Bin Nik Loding,12821,BN,25,4202
Kelantan,N.14 Gual Periok,Gual Periok,2,Abdullah Bin Ab. Razak,15129,PAS,3,7358
Kelantan,N.15 Bukit Tuku,Bukit Tuku,1,Mohd. Zain Bin Ismail,15130,BN,25,3833
Kelantan,N.15 Bukit Tuku,Bukit Tuku,2,Mohd. Yusof Bin Abdullah,13930,PAS,3,6315
Kelantan,N.16 Salor,Salor,1,Ahmad Rosli Bin Iberahim,13933,BN,25,3543
Kelantan,N.16 Salor,Salor,2,Buni Amin Bin Hamzah,15133,PAS,3,7543
Kelantan,N.17 Pasir Tumboh,Pasir Tumboh,1,Hj Baihaki Atiqullah,15134,PAS,3,7042
Kelantan,N.17 Pasir Tumboh,Pasir Tumboh,2,Tuan Mohamad Hashim Bin Tuan Yaacob,15135,BN,25,2851
Kelantan,N.18 Kenali,Kenali,1,Mohd Fauzi Bin Ismail,15136,BN,25,2859
Kelantan,N.18 Kenali,Kenali,2,Mohamed Bin Daud @ Ustaz Mohamed Iraq,15137,PAS,3,10316
Kelantan,N.19 Tawang,Tawang,1,Hj. Mohd Zain B. Hj. Yasin,15138,BN,25,4421
Kelantan,N.19 Tawang,Tawang,2,Hassan B. Mohammod @ Ustaz Hassan Mahmood,15139,PAS,3,8177
Kelantan,N.20 Perupok,Perupok,1,Hj. Makhtar,15140,BN,25,4670
Kelantan,N.20 Perupok,Perupok,2,Omar B. Mohamed,15141,PAS,3,7906
Kelantan,N.21 Jelawat,Jelawat,1,Ahmad Shahibuddin B. Hj. Mohd. Nor @ Cik Gu Din,15142,BN,25,5522
Kelantan,N.21 Jelawat,Jelawat,2,Shaary Bin Haji Awang @ Imam Shaari,15143,PAS,3,8720
Kelantan,N.22 Melor,Melor,1,Wan Ismail Bin Wan Jusoh,4033,PAS,3,6847
Kelantan,N.22 Melor,Melor,2,Datuk Zainal Abidin B. Hj. Ab. Kadir,15145,BN,25,4738
Kelantan,N.23 Kedok,Kedok,1,Riffin Said,15146,BN,25,3551
Kelantan,N.23 Kedok,Kedok,2,Shamsudin @ Mohamed Shukri Bin Ab. Rahman @ Imam Haji Shukri,15147,PAS,3,6738
Kelantan,N.24 Ketereh,Ketereh,1,Md. Ashari Bin Mamat,13954,PAS,3,6776
Kelantan,N.24 Ketereh,Ketereh,2,Md. Alwi B. Che Mat,15149,BN,25,5877
Kelantan,N.25 Chetok,Chetok,1,Hanafi Haji Daud,15150,PAS,3,5885
Kelantan,N.25 Chetok,Chetok,2,Che Kamarul Wzaman Bin Che Haron @ Che Kamal,15151,BN,25,4063
Kelantan,N.26 Bukit Panau,Bukit Panau,1,Muhamat B Sulaiman (Abang Mat),15152,BN,25,5106
Kelantan,N.26 Bukit Panau,Bukit Panau,2,Ustaz Soh (Mat Yusoff Bin Mat Sah),15153,PAS,3,8041
Kelantan,N.27 Gual Ipoh,Gual Ipoh,1,Muhamad Kamil Bin Harun @ Pak Su Kamil,15154,PAS,3,5200
Kelantan,N.27 Gual Ipoh,Gual Ipoh,2,Tengku Alang,15155,BN,25,4296
Kelantan,N.28 Selising,Selising,1,Ust. Drs. Saipul Bahrin,15156,PAS,3,6816
Kelantan,N.28 Selising,Selising,2,Abdul Rahman B. Yasin @ Cikgu Man Yasin,15157,BN,25,4350
Kelantan,N.29 Limbongan,Limbongan,1,Zainuddin B. Awang Hamat @ Cikgu Din,15158,PAS,3,7829
Kelantan,N.29 Limbongan,Limbongan,2,Samat B. Mamat,15159,BN,25,4171
Kelantan,N.30 Semerak,Semerak,1,Cikgu Hj. Hussin,15160,PAS,3,6118
Kelantan,N.30 Semerak,Semerak,2,Mohammed Jelani B. Jaafar @ Ustaz Mohd Jailani Jaafar,15161,BN,25,4643
Kelantan,N.31 Gaal,Gaal,1,Dr. Asri,15162,AKIM,63,72
Kelantan,N.31 Gaal,Gaal,2,Dr. Nik Mazlan,15163,PAS,3,5720
Kelantan,N.31 Gaal,Gaal,3,Ab. Rahman B. Yaacob,15164,BN,25,3645
Kelantan,N.32 Pulai Chondong,Pulai Chondong,1,Arifin Bin Mamat @ Cikgu Ripin,15165,BN,25,4265
Kelantan,N.32 Pulai Chondong,Pulai Chondong,2,Hj. Zulkifli Mamat,15166,PAS,3,6583
Kelantan,N.33 Banggol Judah,Banggol Judah,1,Zakaria Bin Yaacob @ Cikgu Ya,15167,PAS,3,6893
Kelantan,N.33 Banggol Judah,Banggol Judah,2,Muhammad Bin Hamzah @ Dato' Mat Hamzah,15168,BN,25,4098
Kelantan,N.34 Kemuning,Kemuning,1,Ismail Mamat,12875,BN,25,4744
Kelantan,N.34 Kemuning,Kemuning,2,Hj Hassan Bin Hj Muhamad,7525,PAS,3,6335
Kelantan,N.35 Kemahang,Kemahang,1,Md. Anizam Bin Ab Rahman @ Mej (B) Nizam,15171,PAS,3,6251
Kelantan,N.35 Kemahang,Kemahang,2,Mohd Adhan Bin Kechik,13980,BN,25,5623
Kelantan,N.36 Air Lanas,Air Lanas,1,Abdullah Bin Ya' Kub @ Ust. Lah,15173,PAS,3,5634
Kelantan,N.36 Air Lanas,Air Lanas,2,Zainon Abdin Bin Ali,2334,BN,25,4502
