state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perlis,N.01 Kaki Bukit,Kaki Bukit,6376,4891,0,334
Perlis,N.02 Paya,Paya,4887,4154,0,232
Perlis,N.03 Mata Ayer,Mata Ayer,4425,3638,0,220
Perlis,N.04 Bandar Kangar,Bandar Kangar,3269,2442,0,157
Perlis,N.05 Sena,Sena,3827,3217,0,233
Perlis,N.06 Bintong,Bintong,5148,4379,0,327
Perlis,N.07 Kurong Anai,Kurong Anai,4900,3795,0,322
Perlis,N.08 Arau,Arau,4967,3802,0,191
Perlis,N.09 Hutan Aji,Hutan Aji,4839,3936,0,216
Perlis,N.10 Kayang,Kayang,4625,3548,0,192
Perlis,N.11 Kuala Perlis,Kuala Perlis,4020,3116,0,173
Perlis,N.12 Sanglang,Sanglang,4777,4079,0,138
