state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Selangor,N.01 Sungai Air Tawar,10337,7034,5,226
Selangor,N.02 Sabak,10355,6982,6,233
Selangor,N.03 Sungai Besar,13343,9482,29,277
Selangor,N.04 Sungai Panjang,12013,8622,3,298
Selangor,N.05 Sekincan,14519,10406,0,414
Selangor,N.06 Sungai Burung,15577,11435,5,339
Selangor,N.07 Hulu Bernam,17006,11829,20,417
Selangor,N.08 Kuala Kubu Baharu,16622,11718,186,535
Selangor,N.09 Batang Kali,18718,13648,13,446
Selangor,N.10 Permatang,20016,14755,16,453
Selangor,N.11 Ijuk,16847,11747,3,531
Selangor,N.12 Jeram,15606,11919,4,416
Selangor,N.13 Rawang,26513,19117,112,493
Selangor,N.14 Selayang Baharu,30718,22927,61,453
Selangor,N.15 Paya Jaras,28340,21239,504,610
Selangor,N.16 Sungai Tua,21192,15771,0,320
Selangor,N.17 Gombak Setia,30133,22918,0,229
Selangor,N.18 Hulu Kelang,22759,17392,0,168
Selangor,N.19 Ampang,28012,20935,61,448
Selangor,N.20 Pandan,36018,27143,19,424
Selangor,N.21 Lembah Jaya,34497,26792,22,490
Selangor,N.22 Dusun Tua,21004,16085,268,369
Selangor,N.23 Kajang,29360,22196,110,279
Selangor,N.24 Beranang,20585,15240,3,369
Selangor,N.25 Damansara Utama,39971,29160,18,233
Selangor,N.26 Kampung Tunku,30663,20820,17,223
Selangor,N.27 Bukit Gasing,34189,22879,86,272
Selangor,N.28 Taman Medan,33498,23773,13,367
Selangor,N.29 Pucung,43086,32173,570,852
Selangor,N.30 Sri Kembangan,24428,19298,7,327
Selangor,N.31 Balakong,27325,21137,12,400
Selangor,N.32 Bukit Lanjan,28050,21194,1231,651
Selangor,N.33 Kelana Jaya,32056,21839,28,440
Selangor,N.34 Subang Jaya,32688,24878,27,344
Selangor,N.35 Batu Tiga,26448,20637,201,275
Selangor,N.36 Sungai Renggam,35718,27331,21,403
Selangor,N.37 Kota Raja,30571,23509,11,451
Selangor,N.38 Meru,22441,17792,13,274
Selangor,N.39 Sementa,27310,20686,9,469
Selangor,N.40 Selat Klang,24751,17561,11,308
Selangor,N.41 Bandar Klang,39685,28501,56,437
Selangor,N.42 Pelabuhan Klang,40988,27763,16,451
Selangor,N.43 Sijangkang,18860,13903,9,466
Selangor,N.44 Teluk Datuk,19061,14904,11,542
Selangor,N.45 Morib,19509,14485,212,461
Selangor,N.46 Batu Laut,19536,14878,1,395
Selangor,N.47 Dengkil,17901,13363,12,425
Selangor,N.48 Sungai Pelik,16724,11895,14,511
