state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Geting,Geting,14320,10199,0,382
Kelantan,N.02 Sungai Pinang,Sungai Pinang,13850,10102,0,377
Kelantan,N.03 Wakaf Baharu,Wakaf Baharu,16491,12446,0,490
Kelantan,N.04 Semut Api,Semut Api,14345,10754,0,427
Kelantan,N.05 Kemumin,Kemumin,15239,11300,0,349
Kelantan,N.06 Banggol,Banggol,13201,9448,0,240
Kelantan,N.07 Padang Garong,Padang Garong,20120,13191,0,317
Kelantan,N.08 Bunut Payong,Bunut Payong,16750,11560,0,283
Kelantan,N.09 Lundang,Lundang,15743,11542,0,407
Kelantan,N.10 Tendong,Tendong,12144,9395,0,343
Kelantan,N.11 Pengkalan Pasir,Pengkalan Pasir,13787,9705,0,284
Kelantan,N.12 Meranti,Meranti,12492,9312,0,369
Kelantan,N.13 Gual Periok,Gual Periok,12262,8775,0,242
Kelantan,N.14 Bukit Tuku,Bukit Tuku,11299,8339,0,275
Kelantan,N.15 Chetok,Chetok,11043,8477,0,330
Kelantan,N.16 Salor,Salor,11747,9161,0,350
Kelantan,N.17 Mulong,Mulong,9936,7524,0,306
Kelantan,N.18 Peringat,Peringat,12307,9330,0,356
Kelantan,N.19 Tawang,Tawang,14064,11417,0,367
Kelantan,N.20 Perupok,Perupok,13277,10496,0,296
Kelantan,N.21 Jelawat,Jelawat,14651,11645,0,359
Kelantan,N.22 Cherang Ruku,Cherang Ruku,9676,7836,0,267
Kelantan,N.23 Limbongan,Limbongan,12873,9451,0,317
Kelantan,N.24 Gaal,Gaal,10293,8027,0,250
Kelantan,N.25 Selising,Selising,12086,9234,0,257
Kelantan,N.26 Ketereh,Ketereh,11817,9119,0,255
Kelantan,N.27 Pulai Chondong,Pulai Chondong,9087,7227,0,171
Kelantan,N.28 Bukit Panau,Bukit Panau,13127,10215,0,327
Kelantan,N.29 Panglima Bayu,Panglima Bayu,11092,9003,0,301
Kelantan,N.30 Jeli,Jeli,9618,7759,0,243
Kelantan,N.31 Gual Ipoh,Gual Ipoh,8179,6408,0,272
Kelantan,N.32 Labok,Labok,10642,8115,0,269
Kelantan,N.33 Banggol Judah,Banggol Judah,8609,6795,0,250
Kelantan,N.34 Temangan,Temangan,9940,7958,0,303
Kelantan,N.35 Guchil,Guchil,10886,8183,0,356
Kelantan,N.36 Manek Urai,Manek Urai,8858,6983,0,277
Kelantan,N.37 Dabong,Dabong,7532,6094,0,214
Kelantan,N.38 Paloh,Paloh,9406,7230,0,232
Kelantan,N.39 Galas,Galas,7039,4926,0,225
