state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Sabah,N.01 Kudat,1,O. T. Tsen Kinsung,6020,PPKB,17,1697
Sabah,N.01 Kudat,2,Wong Loke Khiam,6021,SCA,16,3132
Sabah,N.02 Bengkoka-Banggi,1,Tun Datu Mustapha Bin Datu Harun,1033,USNO,15,4690
Sabah,N.02 Bengkoka-Banggi,2,Richard E. Yapp,6023,PPKB,17,2039
Sabah,N.03 Langkon,1,Andrew Matakim,6024,PPKB,17,3861
Sabah,N.03 Langkon,2,Awang Ali Bin Osman,6025,USNO,15,2214
Sabah,N.04 Tandek,1,Herman Luping,6026,PPKB,17,2207
Sabah,N.04 Tandek,2,Madina Bin Unggut,1034,USNO,15,690
Sabah,N.05 Usukan,1,Mohamed Said Bin Keruak,6028,USNO,15,0
Sabah,N.06 Sorob,1,Ismail Bin Gimbad,6029,PPKB,17,3920
Sabah,N.06 Sorob,2,Banian Bin Noyoh,6030,USNO,15,3519
Sabah,N.07 Sulaman,1,Wong John Joenoi,6031,PPKB,17,1903
Sabah,N.07 Sulaman,2,0.K.K. Indan Bin Kari,6032,USNO,15,4644
Sabah,N.08 Kiulu,1,Bernard Bin Giom,6033,USNO,15,631
Sabah,N.08 Kiulu,2,Payar Juman,6034,PPKB,17,4260
Sabah,N.08 Kiulu,3,O.K.K. Nonon Bin Anad,6035,BEBAS,1,16
Sabah,N.08 Kiulu,4,Samin Bin Mindot,6036,BEBAS,1,6
Sabah,N.09 Jesselton Bandar,1,Kok Fung Chong,6037,BEBAS,1,1850
Sabah,N.09 Jesselton Bandar,2,Dato Pang Tet Tshung,6038,PERIKATAN,2,2870
Sabah,N.09 Jesselton Bandar,3,Ng Peng Khun,6039,BEBAS,1,42
Sabah,N.09 Jesselton Bandar,4,Spencer Lim Lai Mun,6040,BEBAS,1,14
Sabah,N.10 Tanjong Aru,1,Lee Vui Min,6041,SCA,16,3186
Sabah,N.10 Tanjong Aru,2,George Chin Kok Min,6042,BEBAS,1,1389
Sabah,N.10 Tanjong Aru,3,Awid Mail,6043,BEBAS,1,52
Sabah,N.10 Tanjong Aru,4,Thomas Jayasuriya,6044,PPKB,17,2272
Sabah,N.10 Tanjong Aru,5,James Voon Kyam Kuin,6045,BEBAS,1,496
Sabah,N.11 Moyog,1,Chin Kui Sai,6046,BEBAS,1,64
Sabah,N.11 Moyog,2,Alex Ng,6047,USNO,15,2089
Sabah,N.11 Moyog,3,Peter Joinod Mojuntin,6048,PPKB,17,6908
Sabah,N.12 Papar,1,Jumah Bin Sallim,6049,USNO,15,2389
Sabah,N.12 Papar,2,Fred Sinidol,6050,PPKB,17,2031
Sabah,N.13 Bongawan,1,Abu Bakar Bin Hj. Pengiran Ahmad,6051,PPKB,17,2966
Sabah,N.13 Bongawan,2,Sherzeman Mulkiaman Sherzeman,6052,USNO,15,3784
Sabah,N.14 Kuala Penyu,1,Awang Anak Bin A. M. Thaufeck,6053,USNO,15,2775
Sabah,N.14 Kuala Penyu,2,Wong Fook Siang,6054,PPKB,17,3289
Sabah,N.15 Labuan,1,O.K.K. Abdullah Bin Anson,6055,USNO,15,3448
Sabah,N.15 Labuan,2,Lucas Kong Thiam Sinn,6056,BEBAS,1,1445
Sabah,N.16 Beaufort,1,Haji Mohd. Dun Bin Banir,6057,USNO,15,3598
Sabah,N.16 Beaufort,2,Mohammad Yassin Buraw,6058,BEBAS,1,32
Sabah,N.16 Beaufort,3,Haji Asneh Bin Hassan,6059,PPKB,17,2478
Sabah,N.17 Tenom,1,Dato Mohd. Yassin Bin Haji Hashim,6060,USNO,15,1806
Sabah,N.17 Tenom,2,Tingkalor Bin O. T. Lampang,6061,PPKB,17,2558
Sabah,N.18 Sipitang-Ulu Padas,1,Sadum Agong,6062,PPKB,17,1574
Sabah,N.18 Sipitang-Ulu Padas,2,Harris Bin Md. Salleh,1609,USNO,15,2686
Sabah,N.19 Keningau,1,N. C. Anthony Undan Bin Andulag,6064,PPKB,17,2537
Sabah,N.19 Keningau,2,R. M. Jasni,6065,USNO,15,1525
Sabah,N.20 Pensiangan-Sook,1,Stephen Koroh,6066,PPKB,17,3376
Sabah,N.20 Pensiangan-Sook,2,Abu Bakar Bin O.K.K. Anik (Untong),6067,USNO,15,2154
Sabah,N.21 Ranau,1,Dato Ganie Gilong,736,PPKB,17,4170
Sabah,N.21 Ranau,2,Amin Bin Mohammad Ali,6069,USNO,15,2568
Sabah,N.22 Tambunan,1,Joseph Marcus Podtung,6070,BEBAS,1,69
Sabah,N.22 Tambunan,2,Anthony Gibon,6071,PPKB,17,2901
Sabah,N.22 Tambunan,3,Primus,6072,BEBAS,1,493
