state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pulau Pinang,N.01 Penaga,8900,6738,0,252
Pulau Pinang,N.02 Bertam,13390,9883,0,301
Pulau Pinang,N.03 Pinang Tunggal,7919,6284,0,186
Pulau Pinang,N.04 Ara Rendang,9922,7717,0,196
Pulau Pinang,N.05 Sungai Dua,11111,8494,0,249
Pulau Pinang,N.06 Telok Ayer Tawar,9988,7043,0,230
Pulau Pinang,N.07 Bagan Jermal,21380,16267,0,405
Pulau Pinang,N.08 Mak Mandin,19764,14389,0,357
Pulau Pinang,N.09 Prai,13961,9720,0,288
Pulau Pinang,N.10 Seberang Jaya,11649,8649,0,189
Pulau Pinang,N.11 Permatang Pasir,12074,9373,0,257
Pulau Pinang,N.12 Penanti,11156,8091,0,261
Pulau Pinang,N.13 Berapit,20346,15146,0,327
Pulau Pinang,N.14 Machang Bubok,15938,12374,0,301
Pulau Pinang,N.15 Bukit Tengah,15153,11526,0,394
Pulau Pinang,N.16 Sungai Bakap,12695,9389,0,342
Pulau Pinang,N.17 Jawi,17379,13228,0,446
Pulau Pinang,N.18 Sungai Acheh,10124,7195,0,158
Pulau Pinang,N.19 Tanjong Bunga,18170,13018,0,416
Pulau Pinang,N.20 Ayer Itam,21006,15270,0,331
Pulau Pinang,N.21 Kebun Bunga,15535,10802,0,224
Pulau Pinang,N.22 Padang Kota,16974,11830,0,291
Pulau Pinang,N.23 Pengkalan Kota,24084,18918,0,368
Pulau Pinang,N.24 Kampong Kolam,19582,14391,0,280
Pulau Pinang,N.25 Datok Keramat,19146,13150,0,262
Pulau Pinang,N.26 Sungai Pinang,21368,14671,0,459
Pulau Pinang,N.27 Batu Lanchang,19376,14666,0,291
Pulau Pinang,N.28 Bukit Gelugor,16587,11449,0,166
Pulau Pinang,N.29 Paya Terubong,19828,14678,0,327
Pulau Pinang,N.30 Batu Uban,22130,14919,0,318
Pulau Pinang,N.31 Telok Bahang,13331,9526,0,324
Pulau Pinang,N.32 Telok Kumbar,12444,8957,0,408
Pulau Pinang,N.33 Bayan Lepas,19766,13873,0,472
