state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Johor,N.01 Buloh Kasap,15001,11481,0,674
Johor,N.02 Ayer Panas,15304,12303,0,585
Johor,N.03 Bandar Segamat,21299,17451,0,1000
Johor,N.04 Bukit Serampang,14194,11478,0,816
Johor,N.05 Bekok,15317,11907,0,556
Johor,N.06 Bandar Keluang,29014,21888,0,706
Johor,N.07 Endau,9869,7524,0,702
Johor,N.08 Mersing,10439,8146,0,411
Johor,N.09 Tangkak,14756,11254,0,480
Johor,N.10 Serom,13958,11399,0,459
Johor,N.11 Jorak,13110,10356,0,492
Johor,N.12 Kesang,13192,9955,0,442
Johor,N.13 Sri Lalang,0,0,0,0
Johor,N.14 Sri Medan,15358,11900,0,721
Johor,N.15 Bandar Maharani,32595,24744,0,1088
Johor,N.16 Parit Jawa,0,0,0,0
Johor,N.17 Layang-Layang,22563,17881,0,1113
Johor,N.18 Kulai,22777,18454,0,1211
Johor,N.19 Kota Tinggi,15145,12063,0,724
Johor,N.20 Johor Lama,17622,14283,0,825
Johor,N.21 Parit Raja,15604,12140,0,670
Johor,N.22 Simpang Renggam,13954,10915,0,690
Johor,N.23 Sri Menanti,11314,8693,0,495
Johor,N.24 Peserai,24232,18522,0,861
Johor,N.25 Bandar Penggaram,0,0,0,0
Johor,N.26 Rengit,13655,10724,0,219
Johor,N.27 Benut,0,0,0,0
Johor,N.28 Kukup,22647,18063,0,1008
Johor,N.29 Gelang Patah,19474,15666,0,1263
Johor,N.30 Skudai,0,0,0,0
Johor,N.31 Tiram,26323,20777,0,1778
Johor,N.32 Tanjong Petri,48863,34184,0,1477
