state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Melaka,N.01 Kuala Linggi,10928,7140,10,162
Melaka,N.02 Tanjung Bidara,10133,7344,24,77
Melaka,N.03 Ayer Limau,11227,7489,20,80
Melaka,N.04 Lendu,10561,7110,12,75
Melaka,N.05 Taboh Naning,8661,5660,12,109
Melaka,N.06 Rembia,15756,10355,21,182
Melaka,N.07 Gadek,12641,7867,15,175
Melaka,N.08 Machap Jaya,12487,8150,17,137
Melaka,N.09 Durian Tunggal,13312,9267,18,216
Melaka,N.10 Asahan,15745,10263,33,262
Melaka,N.11 Sungai Udang,22793,15990,27,409
Melaka,N.12 Pantai Kundor,15469,10072,37,143
Melaka,N.13 Paya Rumput,26455,17503,58,234
Melaka,N.14 Kelebang,19976,13247,43,140
Melaka,N.15 Pengkalan Batu,20821,13844,55,261
Melaka,N.16 Ayer Keroh,25945,16049,75,201
Melaka,N.17 Bukit Katil,25410,16749,61,311
Melaka,N.18 Ayer Molek,17863,12735,30,275
Melaka,N.19 Kesidang,37304,22787,93,269
Melaka,N.20 Kota Laksamana,28777,16938,63,163
Melaka,N.21 Duyong,18237,12436,52,173
Melaka,N.22 Bandar Hilir,19909,11457,34,226
Melaka,N.23 Telok Mas,20712,14370,53,245
Melaka,N.24 Bemban,18573,12403,37,197
Melaka,N.25 Rim,13672,9082,29,143
Melaka,N.26 Serkam,15977,11861,30,200
Melaka,N.27 Merlimau,14014,9788,26,122
Melaka,N.28 Sungai Rambai,11837,8112,18,189
