state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Melaka,N.01 Tanjong Kling,Tanjong Kling,5920,4970,0,145
Melaka,N.02 Bukit Rambai,Bukit Rambai,5630,4665,0,160
Melaka,N.03 Batu Berendam,Batu Berendam,6415,5475,0,204
Melaka,N.04 Semabok,Semabok,6460,5374,0,250
Melaka,N.05 Kandang,Kandang,6144,5275,0,236
Melaka,N.06 Kota Selatan,Kota Selatan,8801,7609,0,126
Melaka,N.07 Kota Tengah,Kota Tengah,5616,4855,0,65
Melaka,N.08 Kota Barat,Kota Barat,6125,5232,0,99
Melaka,N.09 Kota Utara,Kota Utara,5584,4701,0,98
Melaka,N.10 Kota Timor,Kota Timor,7022,5992,0,130
Melaka,N.11 Sungei Bahru,Sungei Bahru,7149,6151,0,246
Melaka,N.12 Ramuan China,Ramuan China,5237,4424,0,170
Melaka,N.13 Masjid Tanah,Masjid Tanah,6209,4997,0,229
Melaka,N.14 Alor Gajah,Alor Gajah,5497,4734,0,212
Melaka,N.15 Pulau Sebang,Pulau Sebang,5351,4435,0,175
Melaka,N.16 Batang Melaka,Batang Melaka,8158,6920,0,248
Melaka,N.17 Rim,Rim,6616,5577,0,181
Melaka,N.18 Jasin,Jasin,6662,5472,0,209
Melaka,N.19 Serkam,Serkam,5430,4490,0,237
Melaka,N.20 Sungei Rambai,Sungei Rambai,5559,4478,0,220
