state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Perak,N.01 Pengkalan Hulu,1,Hijaz @ Junid Bin Mat Ghodzali,16737,PAS,3,1909
Perak,N.01 Pengkalan Hulu,2,Mohamad Tajol Rosli Bin Mohd Ghazali,1164,BN,25,6402
Perak,N.02 Temengor,1,Hasbullah Bin Osman,16739,BN,25,7180
Perak,N.02 Temengor,2,Mohamad Aun Bin Yob Abas,16740,PKR,11,2190
Perak,N.03 Kenering,1,Mohd Tarmizi Bin Idris,16741,BN,25,5823
Perak,N.03 Kenering,2,Mohd Sukri Bin Ahmad,16742,PAS,3,2968
Perak,N.04 Kota Tampan,1,Saarani Bin Mohamad,16743,BN,25,5071
Perak,N.04 Kota Tampan,2,Hamzah Bin Mohd Zain,11554,PKR,11,2394
Perak,N.05 Selama,1,Mohd Dhari Bin Othman,3370,PAS,3,3920
Perak,N.05 Selama,2,Mohamad Daud Bin Mohd Yusoff,16746,BN,25,5973
Perak,N.06 Kubu Gajah,1,Mohd. Jafri Bin Mohd. Yunus,16747,BN,25,4775
Perak,N.06 Kubu Gajah,2,Mohd Nazri Bin Din,16748,PAS,3,3372
Perak,N.07 Batu Kurau,1,Mohd Najmuddin Bin Elias,16749,BN,25,7629
Perak,N.07 Batu Kurau,2,Mohamed Adly @ Adli Bin Kamarun,16750,PAS,3,3702
Perak,N.08 Titi Serong,1,Ahmad Azhar Bin Sharin,4092,PAS,3,7773
Perak,N.08 Titi Serong,2,Abu Bakar Bin Mat Ali,6610,BN,25,10269
Perak,N.09 Kuala Kurau,1,Khalil Idham Lim Bin Abdullah,16753,PAS,3,5849
Perak,N.09 Kuala Kurau,2,Tan Ah An,16754,DAP,18,1664
Perak,N.09 Kuala Kurau,3,Mohd Salleh Bin Mat Disa,16755,BN,25,8328
Perak,N.10 Alor Pongsu,1,Hamzah Bin Omri,16756,PKR,11,3696
Perak,N.10 Alor Pongsu,2,Sham Bin Mat Sahat,16757,BN,25,7112
Perak,N.11 Gunong Semanggol,1,Jaberal @ Sabran Bin Hasamawi @ Asmawi,14305,PAS,3,5836
Perak,N.11 Gunong Semanggol,2,Abd Muhaimin Bin Abd Rahman Nazri,16759,BN,25,5930
Perak,N.12 Selinsing,1,Ahmad Bin Awang,1411,PAS,3,4711
Perak,N.12 Selinsing,2,Zaili Bin Cha,16761,BN,25,6876
Perak,N.13 Kuala Sepetang,1,Chuah Tiong San,11979,DAP,18,2443
Perak,N.13 Kuala Sepetang,2,See Tean Seng,16763,BN,25,6544
Perak,N.13 Kuala Sepetang,3,Abdul Latip Bin Arifin,16764,PKR,11,3858
Perak,N.14 Changkat Jering,1,Mohammad Nordin Bin Jaafar,16765,PAS,3,6202
Perak,N.14 Changkat Jering,2,Mat Isa Bin Ismail,16766,BN,25,10966
Perak,N.15 Trong,1,Rosli Bin Husin,16767,BN,25,5338
Perak,N.15 Trong,2,Mohd. Idris Bin Zakaria,16768,PAS,3,2318
Perak,N.16 Kamunting,1,Abdul Malek Bin Mohamed Hanafiah,14315,BN,25,9184
Perak,N.16 Kamunting,2,Simon Uthaya Kumar A/L Sellaiyah,16770,BEBAS,1,259
