state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pahang,N.01 Jelai,0,0,0,0
Pahang,N.02 Tanah Rata,0,0,0,0
Pahang,N.03 Bukit Betong,0,0,0,0
Pahang,N.04 Bandar Lipis,5448,3963,0,69
Pahang,N.05 Benta,5484,4268,0,122
Pahang,N.06 Tahan,5038,3927,0,105
Pahang,N.07 Tembeling,0,0,0,0
Pahang,N.08 Jenderak,4184,2984,0,94
Pahang,N.09 Bandar Jerantut,6852,4328,0,112
Pahang,N.10 Kerdau,0,0,0,0
Pahang,N.11 Berserah,7222,5374,0,411
Pahang,N.12 Sungai Lembing,9006,6947,0,425
Pahang,N.13 Bandar Kuantan,11572,8215,0,502
Pahang,N.14 Batu Talam,6301,4909,0,538
Pahang,N.15 Dong,0,0,0,0
Pahang,N.16 Bandar Raub,9170,7344,0,413
Pahang,N.17 Paya Besar,5938,3908,0,277
Pahang,N.18 Bandar Maran,5470,4129,0,402
Pahang,N.19 Jengka,6391,4919,0,409
Pahang,N.20 Chenor,4770,3746,0,276
Pahang,N.21 Karak,7831,6088,0,400
Pahang,N.22 Bandar Bentong,9787,8119,0,583
Pahang,N.23 Semantan,8602,6220,0,358
Pahang,N.24 Kuala Pahang,4427,3274,0,99
Pahang,N.25 Chini,4355,3228,0,41
Pahang,N.26 Bandar Pekan,4818,3209,0,60
Pahang,N.27 Bukit Isam,3785,2289,0,101
Pahang,N.28 Rompin,4585,3154,0,51
Pahang,N.29 Mentakab,9270,6659,0,552
Pahang,N.30 Bandar Temerloh,5861,4163,0,288
Pahang,N.31 Bera,6107,4609,0,339
Pahang,N.32 Triang,6246,4878,0,256
