state,dun,area_name,ballot_order,name,candidate_uid,party,votes
Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,1,Ustaz Hj Razi,20602,BN,8563
Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,2,Ustaz Lan,20603,PAS,10142
Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,3,Dato' Rosdi,20604,PKR,1583
Kelantan,N.02 Kelaboran,Kelaboran,1,Kak Jah,4487,PKR,1970
Kelantan,N.02 Kelaboran,Kelaboran,2,Cikgu Hashim,20606,BN,7493
Kelantan,N.02 Kelaboran,Kelaboran,3,Cikgu Nan,20607,PAS,12422
Kelantan,N.03 Pasir Pekan,Pasir Pekan,1,Dato' Ust Mad,20608,PAS,14298
Kelantan,N.03 Pasir Pekan,Pasir Pekan,2,Wan Jo,20609,PKR,2140
Kelantan,N.03 Pasir Pekan,Pasir Pekan,3,Hj. Wan Sanusi,20610,BN,5946
Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,1,Abe K,20611,PKR,1999
Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,2,Haji Rusli Abdullah,20612,PAS,10287
Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,3,Datuk Rosdi,19245,BN,9900
Kelantan,N.05 Kijang,Kijang,1,Nik Azmi,20614,PKR,1828
Kelantan,N.05 Kijang,Kijang,2,Azuan,20615,BN,5281
Kelantan,N.05 Kijang,Kijang,3,Dr Izani,20616,PAS,9998
Kelantan,N.06 Chempaka,Chempaka,1,Fareez,20617,BN,7075
Kelantan,N.06 Chempaka,Chempaka,2,Ustaz Fathan,20618,PAS,10549
Kelantan,N.06 Chempaka,Chempaka,3,Ustaz Nik Omar,4687,PKR,2418
Kelantan,N.07 Panchor,Panchor,1,Dato' Nik Amar,19250,PAS,13597
Kelantan,N.07 Panchor,Panchor,2,Zarina Eusope,20621,BN,6309
Kelantan,N.07 Panchor,Panchor,3,Hazmi Hassan,20622,PKR,2394
Kelantan,N.08 Tanjong Mas,Tanjong Mas,1,Madihah Binti Ab Aziz,20623,BN,4945
Kelantan,N.08 Tanjong Mas,Tanjong Mas,2,Dr Hafidzah,4492,PKR,6139
Kelantan,N.08 Tanjong Mas,Tanjong Mas,3,Kak Ani,19253,PAS,13154
Kelantan,N.09 Kota Lama,Kota Lama,1,Chua Hock Kuan,20626,BN,5502
Kelantan,N.09 Kota Lama,Kota Lama,2,Dato' Anuar Tan,16366,PAS,8410
Kelantan,N.09 Kota Lama,Kota Lama,3,Tan Sri Rashid,20628,PKR,6965
Kelantan,N.09 Kota Lama,Kota Lama,4,Khairul Nizam,4168,PSM,54
Kelantan,N.09 Kota Lama,Kota Lama,5,Izat Bukhary,4496,BEBAS,29
Kelantan,N.10 Bunut Payong,Bunut Payong,1,Datuk Haji Mohamed Hasnan Bin Che Hussin,20631,BN,6294
Kelantan,N.10 Bunut Payong,Bunut Payong,2,Sanusi Bin Hj Othman,20632,PKR,4586
Kelantan,N.10 Bunut Payong,Bunut Payong,3,Dr.Ramli,20633,PAS,10921
Kelantan,N.11 Tendong,Tendong,1,Dato' Dr.Ibrahim B. Ali,4501,BEBAS,1479
Kelantan,N.11 Tendong,Tendong,2,Dr Wan Zul,20635,PKR,1360
Kelantan,N.11 Tendong,Tendong,3,Rozi Muhamad,19259,PAS,8951
Kelantan,N.11 Tendong,Tendong,4,Dato' Hj Pakya,20637,BN,6700
Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,1,Che Johan Bin Che Pa,20638,BN,5545
Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,2,Ust.Dr Sha'Rani,20639,PKR,2570
Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,3,Ir.Suharto Bin Mat Nasir,20640,BEBAS,826
Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,4,Dato' Hj.Hanifa Ahmad,20641,PAS,10143
Kelantan,N.13 Meranti,Meranti,1,Che Daud Bin Che Man,20642,BEBAS,512
Kelantan,N.13 Meranti,Meranti,2,Romizu,20643,PKR,971
Kelantan,N.13 Meranti,Meranti,3,Dato' Us Hj Nassuruddin Hj Daud,19266,PAS,10318
Kelantan,N.13 Meranti,Meranti,4,Anuar Husin (Jasa),20645,BN,4218
Kelantan,N.14 Chetok,Chetok,1,Tok Imam Li,20646,PKR,1928
