state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pulau Pinang,N.01 Penaga,19089,16801,30,843
Pulau Pinang,N.02 Bertam,18378,15984,34,211
Pulau Pinang,N.03 Pinang Tunggal,23056,20396,97,296
Pulau Pinang,N.04 Permatang Berangan,21120,18622,187,296
Pulau Pinang,N.05 Sungai Dua,20558,18066,50,207
Pulau Pinang,N.06 Telok Ayer Tawar,19172,16198,50,219
Pulau Pinang,N.07 Sungai Puyu,27671,24234,25,137
Pulau Pinang,N.08 Bagan Jermal,25621,21459,32,185
Pulau Pinang,N.09 Bagan Dalam,18291,14948,33,164
Pulau Pinang,N.10 Seberang Jaya,35541,30496,81,268
Pulau Pinang,N.11 Permatang Pasir,24811,21659,54,191
Pulau Pinang,N.12 Penanti,21437,18526,61,176
Pulau Pinang,N.13 Berapit,23779,20207,41,202
Pulau Pinang,N.14 Machang Bubuk,37260,32138,132,376
Pulau Pinang,N.15 Padang Lalang,27959,23694,51,224
Pulau Pinang,N.16 Perai,17032,13819,17,168
Pulau Pinang,N.17 Bukit Tengah,22276,19192,30,215
Pulau Pinang,N.18 Bukit Tambun,26086,22455,48,253
Pulau Pinang,N.19 Jawi,26699,22778,56,377
Pulau Pinang,N.20 Sungai Bakap,26666,23217,69,353
Pulau Pinang,N.21 Sungai Acheh,20018,17205,45,221
Pulau Pinang,N.22 Tanjong Bunga,21768,17571,65,163
Pulau Pinang,N.23 Air Putih,13509,11072,48,88
Pulau Pinang,N.24 Kebun Bunga,21369,17422,42,165
Pulau Pinang,N.25 Pulau Tikus,18423,14379,53,138
Pulau Pinang,N.26 Padang Kota,14476,10961,12,130
Pulau Pinang,N.27 Pengkalan Kota,20069,17112,25,166
Pulau Pinang,N.28 Komtar,15041,12059,13,98
Pulau Pinang,N.29 Datok Keramat,22630,18504,67,216
Pulau Pinang,N.30 Sungai Pinang,26917,22704,81,291
Pulau Pinang,N.31 Batu Lancang,27444,23370,48,161
Pulau Pinang,N.32 Seri Delima,25232,20285,90,141
Pulau Pinang,N.33 Air Itam,19622,15988,54,151
Pulau Pinang,N.34 Paya Terubong,46741,40185,88,235
Pulau Pinang,N.35 Batu Uban,31924,26523,79,235
Pulau Pinang,N.36 Pantai Jerejak,23646,19315,86,150
Pulau Pinang,N.37 Batu Maung,35210,30046,98,352
Pulau Pinang,N.38 Bayan Lepas,26570,22618,83,275
Pulau Pinang,N.39 Pulau Betong,18177,15719,36,220
Pulau Pinang,N.40 Telok Bahang,14339,12231,44,179
